Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
KEGG Pathway	24	mmu04080	Neuroactive ligand-receptor interaction - Mus musculus (house mouse)		-12.0	2.3	8.1	17423	361	1604	77	4.8	0.53	11435|11447|11448|11449|11541|11551|11608|12000|12062|12311|12425|12640|12801|12922|14403|14405|14407|14409|14428|14608|14652|14799|14804|14805|14811|14814|14816|14829|15465|15551|15552|15558|15566|16336|16846|16995|17200|17203|18155|18386|18387|18390|18429|18436|18440|19214|19222|20607|21336|22072|22074|22094|22095|22353|22355|26361|30878|57277|65086|68039|70026|71897|93670|103964|108072|110834|114229|193034|208990|216643|227717|239845|243764|320343|330921|436523|494546	Chrna1|Chrnd|Chrne|Chrng|Adora2b|Adra2a|Agtr1b|Avpr2|Bdkrb2|Calcr|Cckar|Cga|Cnr1|Crhr2|Gabrd|Gabrg1|Gabrg3|Gabrr2|Galr2|Gpr83|Glp1r|Gria1|Grid2|Grik1|Grin2a|Grin2d|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Insl3|Lep|Ltb4r1|Mc2r|Mc5r|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|P2rx1|P2rx6|Ptgdr|Ptgir|Sstr3|Tacr1|Prss2|Try4|Tshb|Tshr|Vip|Vipr2|Avpr1b|Apln|Slurp1|Lpar3|Nmb|Tspo2|Lypd6b|Tac4|Try5|Grm6|Chrna3|Kiss1r|Trpv1|Npb|Gabrp|Qrfp|Gpr156|Chrm2|Lypd6|Pate2|Prss1l|Taar8c	-9.1	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0030001	metal ion transport	19_GO:0051179 localization	-12.0	2.0	7.8	17423	605	1604	110	6.9	0.63	11418|11435|11447|11448|11449|11932|12287|12291|12292|12322|12788|13409|14168|14226|14652|14729|14811|14814|15166|15465|15558|16485|16491|16492|16495|16506|16508|16510|16512|16519|16522|16524|16525|16526|16530|16538|17002|18390|18436|18440|20265|20302|20307|20538|22066|22067|22295|22337|22598|23967|27222|52024|54376|54377|54652|56089|56379|56543|56808|56843|57014|58226|58802|66402|66815|67821|70357|71345|72413|73463|76713|76757|76856|81904|81905|98741|102680|103098|104245|105243|108017|109342|110834|110880|114304|140493|171209|171382|193034|209837|214111|216225|224079|227632|230612|230810|232156|233836|238076|239436|240332|240444|241612|246787|269356|269437|269615|270028|329178|329954	Asic2|Chrna1|Chrnd|Chrne|Chrng|Atp1b2|Cacna1b|Cacna1g|Cacna1s|Camk2a|Cnga1|Tmc1|Fgf13|Fkbp1b|Glp1r|Gp5|Grin2a|Grin2d|Hcn2|Hrh1|Htr2a|Kcna1|Kcna3|Kcna4|Kcna7|Kcnd1|Kcnd2|Kcnh1|Kcnh3|Kcnj3|Kcnj6|Kcnj9|Kcnk1|Kcnk2|Kcnk7|Kcns1|Ltf|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Ccl8|Slc6a2|Trpc4|Trpc5|Cdh23|Vdr|Slc6a18|Osr1|Atp1a4|Ankrd22|Cacng3|Cacng4|Cacna1f|Ramp3|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Htr3b|Cacna1h|Kcnmb4|Sln|Mcub|Atp1b4|Kcnip1|Ano9|Kcnmb2|Capstert|Slc6a21|Trdn|Catsper3|Cacng7|Cacng8|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Chrna3|Scn4a|Slc28a3|Kcnn3|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc5a9|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Slc6a7|Kcng2|Slc5a12|Slc5a2|Slc4a11|Plch1|Plch2|Nalf1|Unc80|Catsper4	-9.0	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0098655	monoatomic cation transmembrane transport	19_GO:0051179 localization	-10.0	1.9	7.1	17423	608	1604	106	6.6	0.62	11418|11932|11936|12287|12291|12292|12788|13409|14226|14652|14729|14805|14811|14814|15166|15465|15558|16485|16491|16492|16495|16506|16508|16510|16512|16519|16522|16524|16525|16526|16530|16538|18390|18436|18440|20265|20302|20538|22066|22067|22227|22229|22293|22598|23967|27222|54376|54377|54652|56379|56543|56808|56843|58226|58802|58869|66815|70357|71345|72413|73463|74446|76713|76757|76856|81904|81905|84682|98741|102680|103098|104245|105243|108017|109342|110880|114304|140493|140494|171209|171382|193034|209837|214111|216225|224079|227632|230612|230810|232156|233836|238076|239436|240332|240444|241612|246049|246787|269356|269437|269615|270028|329178|329954|338375|380701	Asic2|Atp1b2|Fxyd2|Cacna1b|Cacna1g|Cacna1s|Cnga1|Tmc1|Fkbp1b|Glp1r|Gp5|Grik1|Grin2a|Grin2d|Hcn2|Hrh1|Htr2a|Kcna1|Kcna3|Kcna4|Kcna7|Kcnd1|Kcnd2|Kcnh1|Kcnh3|Kcnj3|Kcnj6|Kcnj9|Kcnk1|Kcnk2|Kcnk7|Kcns1|Oprm1|P2rx1|P2rx6|Scn1a|Ccl3|Slc6a2|Trpc4|Trpc5|Ucp1|Ucp3|Slc45a2|Slc6a18|Osr1|Atp1a4|Cacng3|Cacng4|Cacna1f|Kcnj1|Kcnd3|Cacna2d2|Trpm5|Cacna1h|Kcnmb4|Pex5l|Mcub|Kcnip1|Ano9|Kcnmb2|Capstert|Slc9b1|Slc6a21|Trdn|Catsper3|Cacng7|Cacng8|Cox4i2|Kcnb2|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Fxyd4|Slc5a10|Scn4a|Slc28a3|Kcnn3|Atp6v0a4|Asic3|Trpm8|Trpv1|Slc38a5|Slc24a1|Slc5a8|Atp13a4|Kcnt1|Slc5a9|Slc30a2|Slc4a5|Slc5a11|Kcns3|Slc30a8|Slc6a7|Kcng2|Slc5a12|Slc36a2|Slc5a2|Slc4a11|Plch1|Plch2|Nalf1|Unc80|Catsper4|Atp6v1g3|Slc47a2	-7.7	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0003341	cilium movement	19_GO:0009987 cellular process	-9.7	2.5	7.4	17423	228	1604	53	3.3	0.45	13206|18617|21689|22092|24084|27222|50525|66722|66793|67077|67752|68222|68270|69306|70897|71099|71138|71236|73293|73407|73463|74446|75050|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|114602|211482|212517|214704|226265|227736|232943|237806|244653|260305|271036|320277|329831|329954|330355|332934|432479|433215|436022|674895	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Clxn|Catsperz|Saxo4|Cimip2a|Dnaaf1|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Dnaaf19|Spmip8|Capstert|Slc9b1|Kif27|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Zmynd10|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Hydin|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh|Dnaaf3|Nek10	-7.3	GC_cluster_1_DE_enriched
WikiPathways	27	WP216	Striated muscle contraction		-9.2	4.8	8.2	17423	45	1604	20	1.2	0.28	11459|11474|12373|17868|17879|17884|17897|17901|17906|17930|21393|21916|21925|21952|21953|21954|21957|66106|109272|233199	Acta1|Actn3|Casq2|Mybpc3|Myh1|Myh4|Myl3|Myl1|Myl2|Myom2|Tcap|Tmod1|Tnnc2|Tnni1|Tnni2|Tnni3|Tnnt3|Smpx|Mybpc1|Mybpc2	-6.8	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0060294	cilium movement involved in cell motility	19_GO:0009987 cellular process	-8.9	2.6	7.1	17423	187	1604	45	2.8	0.41	13206|18617|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-6.5	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0001539	cilium or flagellum-dependent cell motility	19_GO:0009987 cellular process	-8.6	2.6	6.9	17423	191	1604	45	2.8	0.41	13206|18617|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-6.2	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0060285	cilium-dependent cell motility	19_GO:0009987 cellular process	-8.6	2.6	6.9	17423	191	1604	45	2.8	0.41	13206|18617|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|211482|212517|214704|226265|227736|232943|237806|260305|271036|320277|329831|329954|330355|332934|432479|433215	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Tektip1|Catsperh	-6.2	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0030317	flagellated sperm motility	19_GO:0022414 reproductive process	-8.4	2.6	6.8	17423	180	1604	43	2.7	0.4	13206|18617|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|211482|212517|214704|226265|227736|232943|260305|271036|320277|329831|329954|332934|432479|433215	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Zmynd12|Tektip1|Catsperh	-6.1	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0097722	sperm motility	19_GO:0022414 reproductive process	-8.4	2.6	6.8	17423	180	1604	43	2.7	0.4	13206|18617|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|211482|212517|214704|226265|227736|232943|260305|271036|320277|329831|329954|332934|432479|433215	Ddx4|Rhox5|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Zmynd12|Tektip1|Catsperh	-6.1	GC_cluster_1_DE_enriched
Reactome Gene Sets	6	R-MMU-500792	GPCR ligand binding		-7.3	2.0	6.0	17423	369	1604	67	4.2	0.5	11541|11551|12000|12057|12062|12311|12425|12458|12640|12773|12777|12801|12922|14428|14652|14704|14816|14829|15465|15551|15552|15558|15566|16995|17200|17203|18155|18241|18386|18387|18390|18429|19214|19222|20292|20295|20299|20302|20303|20306|20310|20607|21336|22095|22353|22355|23925|26361|30044|30878|56089|57253|65086|68039|108072|110326|114229|208990|227717|229791|233079|243764|330122|381810|387512|494546|574417	Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Calcr|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Crhr2|Galr2|Glp1r|Gng3|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc2r|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Ptgdr|Ptgir|Ccl11|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Vip|Vipr2|Kel|Avpr1b|Opn4|Apln|Ramp3|Tas2r108|Lpar3|Nmb|Grm6|Tas1r1|Kiss1r|Npb|Qrfp|Plppr4|Ffar2|Chrm2|Cxcl3|Lpar5|Tas2r135|Taar8c|Tas2r137	-5.1	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0006814	sodium ion transport	19_GO:0051179 localization	-7.1	2.4	6.2	17423	178	1604	40	2.5	0.39	11418|11932|12291|12788|14168|14811|15166|16525|20265|20538|22598|23967|27222|56379|56843|58226|67821|76713|76856|102680|103098|104245|105243|109342|110880|114304|171209|209837|214111|216225|230612|232156|233836|240332|241612|246787|269356|270028|329178|329954	Asic2|Atp1b2|Cacna1g|Cnga1|Fgf13|Grin2a|Hcn2|Kcnk1|Scn1a|Slc6a2|Slc6a18|Osr1|Atp1a4|Kcnj1|Trpm5|Cacna1h|Atp1b4|Slc6a21|Catsper3|Slc6a20a|Slc6a15|Slc6a5|Slc9a3|Slc5a10|Scn4a|Slc28a3|Asic3|Slc38a5|Slc24a1|Slc5a8|Slc5a9|Slc4a5|Slc5a11|Slc6a7|Slc5a12|Slc5a2|Slc4a11|Nalf1|Unc80|Catsper4	-4.9	GC_cluster_1_DE_enriched
GO Biological Processes	19	GO:0042391	regulation of membrane potential	19_GO:0065007 biological regulation	-7.1	1.8	5.8	17423	517	1604	85	5.3	0.56	11418|11435|11447|11448|11449|11932|12291|12373|12578|12723|12788|12801|14168|14169|14226|14403|14407|14409|14799|14804|14805|14811|14814|14816|15166|16193|16485|16491|16492|16495|16506|16508|16510|16512|16519|16522|16524|16525|16526|16538|17002|17926|17986|18155|18386|18390|18436|18440|19085|19242|20265|21336|21926|22066|22067|23828|27222|56543|58226|58802|58869|64082|70357|72413|72978|76757|98741|105243|110834|110880|114229|116837|116838|171209|193034|216033|227632|238076|240444|242607|269356|270028|319504|327743|329178	Asic2|Chrna1|Chrnd|Chrne|Chrng|Atp1b2|Cacna1g|Casq2|Cdkn2a|Clcn1|Cnga1|Cnr1|Fgf13|Fgf14|Fkbp1b|Gabrd|Gabrg3|Gabrr2|Gria1|Grid2|Grik1|Grin2a|Grin2d|Grm1|Hcn2|Il6|Kcna1|Kcna3|Kcna4|Kcna7|Kcnd1|Kcnd2|Kcnh1|Kcnh3|Kcnj3|Kcnj6|Kcnj9|Kcnk1|Kcnk2|Kcns1|Ltf|Myoc|Ndp|Pnoc|Oprd1|Oprm1|P2rx1|P2rx6|Prkar1b|Ptn|Scn1a|Tacr1|Tnf|Trpc4|Trpc5|Popdc1|Atp1a4|Kcnd3|Cacna1h|Kcnmb4|Pex5l|Popdc2|Kcnip1|Kcnmb2|Cnih3|Trdn|Kcnb2|Slc9a3|Chrna3|Scn4a|Kiss1r|Rims1|Rims2|Asic3|Trpv1|Ctnna3|Kcnt1|Kcns3|Kcng2|Slc1a7|Slc4a11|Nalf1|Nrcam|Ccn6|Unc80	-4.9	GC_cluster_1_DE_enriched
WikiPathways	27	WP189	GPCRs class A rhodopsin like		-6.7	2.2	5.9	17423	218	1604	45	2.8	0.41	11541|11551|11608|12000|12057|12062|12425|12458|12773|12801|14428|14608|14761|14829|15465|15551|15552|15558|15566|16995|17200|17203|18386|18387|18390|18429|19214|19222|20607|21462|22095|26361|29845|30044|56015|93690|243764|258433|258434|258475|258497|258501|258589|258604|258794	Adora2b|Adra2a|Agtr1b|Avpr2|Opn1sw|Bdkrb2|Cckar|Ccr6|Ccr4|Cnr1|Galr2|Gpr83|Gpr27|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc2r|Mc5r|Oprd1|Oprk1|Oprm1|Oxt|Ptgdr|Ptgir|Sstr3|Tcp10b|Tshr|Avpr1b|Or13c7|Opn4|Or13j1|Gpr45|Chrm2|Or8d1b|Or10d1c|Or8b40|Or10d4c|Or10d1|Or2ag19|Or8g37|Or8b4	-4.6	GC_cluster_1_DE_enriched
Reactome Gene Sets	6	R-MMU-373076	Class A/1 (Rhodopsin-like receptors)		-6.7	2.1	5.8	17423	284	1604	54	3.4	0.45	11541|11551|12000|12057|12062|12425|12458|12640|12773|12777|12801|14428|14829|15465|15551|15552|15558|15566|16995|17200|17203|18155|18241|18386|18387|18390|18429|19214|19222|20292|20295|20299|20302|20303|20306|20310|20607|21336|22095|23925|26361|30044|30878|65086|68039|114229|208990|227717|229791|233079|243764|330122|381810|494546	Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Galr2|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc2r|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Ptgdr|Ptgir|Ccl11|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Kel|Avpr1b|Opn4|Apln|Lpar3|Nmb|Kiss1r|Npb|Qrfp|Plppr4|Ffar2|Chrm2|Cxcl3|Lpar5|Taar8c	-4.5	GC_cluster_1_DE_enriched
