module	feature	condition	score	h5_accession	mission	sex	strain	library_selection
GC_cluster_1_DE_enriched	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	GC	0.13667668402194977	OSD-379		Female	BALB/cAnNTac	ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	GC	0.18166986107826233	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	GC	0.15242889523506165	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	GC	0.1117241233587265	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	GC	0.13050375878810883	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	GC	0.11618509143590927	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	GC	0.1004406213760376	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	GC	0.23480001091957092	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	GC	0.2554970681667328	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	GC	0.22638815641403198	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	GC	0.16740502417087555	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	GC	0.13517993688583374	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	GC	0.1650143712759018	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	GC	0.1504669487476349	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	GC	0.0928681343793869	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	GC	0.12169407308101654	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	GC	0.12548118829727173	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	GC	0.13107088208198547	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	GC	0.24947495758533478	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	GC	0.2335709035396576	OSD-245		Female	C57BL/6NTac	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G1_techrep1	GC	0.0763239860534668	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G1_techrep2	GC	0.05931805819272995	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G2	GC	0.074910968542099	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G3	GC	0.12185794860124588	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G4	GC	0.0664219781756401	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G5	GC	0.08580277860164642	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G6	GC	0.06301087141036987	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G7	GC	0.05801670253276825	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G8	GC	0.10846387594938278	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-463_RR23_LVR_GC_G9	GC	0.11764360219240189	OSD-463		Male	C57BL/6J	ribo-depletion
GC_cluster_1_DE_enriched	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	GC	0.1438940316438675	OSD-242		Male	C57BL/6J	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	GC	0.1417584866285324	OSD-242		Male	C57BL/6J	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	GC	0.14595210552215576	OSD-242		Male	C57BL/6J	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	GC	0.15604016184806824	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	GC	0.13621747493743896	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	GC	0.1329905092716217	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	GC	0.154439777135849	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	GC	0.18147896230220795	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	GC	0.1671837568283081	OSD-137		Female	BALB/c	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	GC	0.10687891393899918	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
GC_cluster_1_DE_enriched	OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	GC	0.10767097771167755	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	FLT	0.16367703676223755	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	FLT	0.16389064490795135	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	FLT	0.1596989631652832	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	FLT	0.127298504114151	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	FLT	0.08178769797086716	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	FLT	0.17137454450130463	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	FLT	0.1365307867527008	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	FLT	0.11505457013845444	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	FLT	0.18240730464458466	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	FLT	0.11646449565887451	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	FLT	0.17060540616512299	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	FLT	0.11048141121864319	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	FLT	0.1325000822544098	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	FLT	0.13108690083026886	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	FLT	0.11056557297706604	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	FLT	0.16229857504367828	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	FLT	0.14042416214942932	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	FLT	0.13066589832305908	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	FLT	0.14537662267684937	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	FLT	0.19220222532749176	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	FLT	0.16031424701213837	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL7	FLT	0.13109582662582397	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	FLT	0.16825799643993378	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	FLT	0.18707327544689178	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	FLT	0.053525473922491074	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	FLT	0.07710060477256775	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	FLT	0.15493033826351166	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	FLT	0.1590767502784729	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	FLT	0.18148407340049744	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	FLT	0.14204978942871094	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	FLT	0.16836842894554138	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	FLT	0.1549418568611145	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	FLT	0.17079196870326996	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	FLT	0.16337911784648895	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	FLT	0.12506987154483795	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	FLT	0.22375604510307312	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	FLT	0.23608726263046265	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	FLT	0.2270834594964981	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	FLT	0.1706337034702301	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	FLT	0.286685585975647	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	FLT	0.15540386736392975	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	FLT	0.14811274409294128	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	FLT	0.1784033328294754	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	FLT	0.1745842844247818	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	FLT	0.15905755758285522	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	FLT	0.15850208699703217	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	FLT	0.09664519131183624	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	FLT	0.13143125176429749	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	FLT	0.26363345980644226	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F1	FLT	0.08925214409828186	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F2	FLT	0.05500974878668785	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F3	FLT	0.05344197154045105	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F4	FLT	0.07253091782331467	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F5	FLT	0.1223430261015892	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F6	FLT	0.06981220096349716	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F7_techrep1	FLT	0.06554044038057327	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F7_techrep2	FLT	0.06471259891986847	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F8_techrep1	FLT	0.04821774363517761	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F8_techrep2	FLT	0.08263632655143738	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F8_techrep3	FLT	0.07281274348497391	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-463_RR23_LVR_FLT_F9	FLT	0.07792112976312637	OSD-463		Male	C57BL/6J	ribo-depletion
FLT3_GC1_overlap	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	FLT	0.07070254534482956	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT3_GC1_overlap	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	FLT	0.09322883188724518	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT3_GC1_overlap	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	FLT	0.12101723253726959	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT3_GC1_overlap	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	FLT	0.10843601822853088	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT3_GC1_overlap	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	FLT	0.10500452667474747	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT3_GC1_overlap	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	FLT	0.11608203500509262	OSD-137		Female	BALB/c	Ribo-depletion
FLT3_GC1_overlap	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	FLT	0.12544353306293488	OSD-137		Female	BALB/c	Ribo-depletion
FLT3_GC1_overlap	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	FLT	0.15760266780853271	OSD-137		Female	BALB/c	Ribo-depletion
FLT3_GC1_overlap	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	FLT	0.17382025718688965	OSD-137		Female	BALB/c	Ribo-depletion
FLT3_GC1_overlap	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	FLT	0.20205287635326385	OSD-137		Female	BALB/c	Ribo-depletion
FLT3_GC1_overlap	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	FLT	0.07686889916658401	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT3_GC1_overlap	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	FLT	0.07919734716415405	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	GC	0.20952732861042023	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	GC	0.11833056807518005	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	GC	0.1267390102148056	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	GC	0.19151055812835693	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	GC	0.18395692110061646	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	GC	0.18006253242492676	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	GC	0.1791493445634842	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	GC	0.1796688288450241	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	GC	0.10726232826709747	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	GC	0.21495652198791504	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	GC	0.10535430908203125	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	GC	0.1825961321592331	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	GC	0.12143195420503616	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	GC	0.13575436174869537	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	GC	0.17409010231494904	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	GC	0.10048659145832062	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	GC	0.1534641683101654	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	GC	0.10997140407562256	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	GC	0.19011399149894714	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	GC	0.14996196329593658	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	GC	0.0996367409825325	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL15	GC	0.059544555842876434	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	GC	0.18349485099315643	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	GC	0.11629539728164673	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_OLD_GL8	GC	0.1236603856086731	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	GC	0.21911178529262543	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL13	GC	0.13426817953586578	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL14	GC	0.09544992446899414	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL17	GC	0.07837722450494766	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	GC	0.11408092081546783	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	GC	0.1267264485359192	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	GC	0.1839704066514969	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	GC	0.14856338500976562	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	GC	0.10848022252321243	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	GC	0.12814107537269592	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	GC	0.11381590366363525	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	GC	0.09748557209968567	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	GC	0.23867106437683105	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	GC	0.2595871090888977	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	GC	0.23003697395324707	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	GC	0.17014756798744202	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	GC	0.13322743773460388	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	GC	0.1624823808670044	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	GC	0.1478525549173355	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	GC	0.08929019421339035	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	GC	0.11857815831899643	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	GC	0.1218956857919693	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT3_GC1_overlap	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	GC	0.12716220319271088	OSD-245		Female	C57BL/6NTac	Ribo-depletion
