module	feature	condition	score	h5_accession	mission	sex	strain	library_selection
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	FLT	4.917974948883057	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	FLT	4.877831935882568	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	FLT	4.912715911865234	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	FLT	4.852328777313232	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	FLT	4.921919345855713	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	FLT	5.462417125701904	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	FLT	5.466489315032959	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	FLT	5.5964837074279785	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	FLT	5.490077972412109	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	FLT	5.428192138671875	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	FLT	5.439044952392578	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	FLT	5.250141620635986	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	FLT	5.373557090759277	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	FLT	4.968899250030518	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F1	FLT	4.725955963134766	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F2	FLT	4.751505374908447	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F3	FLT	4.787818431854248	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F4	FLT	4.727566242218018	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F5	FLT	4.79154634475708	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F6	FLT	4.781522750854492	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F7_techrep1	FLT	4.763078212738037	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F7_techrep2	FLT	4.777457237243652	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F8_techrep1	FLT	4.717268943786621	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F8_techrep2	FLT	4.840463161468506	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F8_techrep3	FLT	4.938881874084473	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_FLT_F9	FLT	4.827796459197998	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	FLT	4.866889953613281	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	FLT	4.9892754554748535	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	FLT	4.8258891105651855	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	FLT	4.782217502593994	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	FLT	4.812150955200195	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	FLT	5.110348224639893	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	FLT	4.972660064697266	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	FLT	4.980483055114746	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	FLT	5.102689743041992	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	FLT	5.168393611907959	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	FLT	5.24074649810791	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	FLT	5.115687370300293	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	GC	5.117522716522217	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	GC	4.969037055969238	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	GC	4.963619709014893	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	GC	4.961966037750244	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	GC	4.9959187507629395	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	GC	4.985533714294434	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	GC	5.038924694061279	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	GC	5.029754638671875	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	GC	4.955962657928467	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	GC	5.077845573425293	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	GC	4.80718469619751	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	GC	5.010484218597412	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	GC	4.76607608795166	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	GC	4.855741500854492	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	GC	5.011096477508545	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	GC	4.864843368530273	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	GC	5.012959003448486	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	GC	4.75734281539917	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	GC	5.088388919830322	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	GC	5.210853576660156	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	GC	4.913445949554443	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL15	GC	4.831567764282227	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	GC	5.358727931976318	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	GC	5.150023460388184	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_OLD_GL8	GC	5.011519908905029	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	GC	5.320534706115723	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL13	GC	5.08502197265625	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL14	GC	4.976404190063477	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL17	GC	4.992593765258789	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	GC	5.113132953643799	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	GC	5.143208026885986	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	GC	4.848728656768799	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	GC	5.450606822967529	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	GC	5.317188262939453	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	GC	5.431877613067627	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	GC	5.2052531242370605	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	GC	5.2676873207092285	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	GC	4.968278408050537	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	GC	4.8780059814453125	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	GC	4.884374618530273	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	GC	4.953201770782471	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	GC	5.467469692230225	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	GC	5.487228870391846	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	GC	5.481009006500244	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	GC	5.349031925201416	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	GC	5.401194095611572	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	GC	5.374380588531494	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	GC	5.4445390701293945	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	GC	4.9695234298706055	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	GC	4.996955394744873	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G1_techrep1	GC	4.715101718902588	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G1_techrep2	GC	4.710628986358643	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G2	GC	4.733088970184326	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G3	GC	4.8930439949035645	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G4	GC	4.750170707702637	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G5	GC	4.879589557647705	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G6	GC	4.764068126678467	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G7	GC	4.7092084884643555	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G8	GC	4.910357475280762	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-463_RR23_LVR_GC_G9	GC	4.763586521148682	OSD-463		Male	C57BL/6J	ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	GC	4.915029525756836	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	GC	4.872402667999268	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	GC	5.03975772857666	OSD-242		Male	C57BL/6J	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	GC	5.082578182220459	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	GC	5.1075520515441895	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	GC	4.946812629699707	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	GC	5.05837345123291	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	GC	5.131101131439209	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	GC	5.179465293884277	OSD-137		Female	BALB/c	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	GC	5.281789302825928	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_14_liver_secreted	OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	GC	5.219295978546143	OSD-173		Female	C57BL/6NCrl	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	FLT	0.16692817211151123	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	FLT	0.16624288260936737	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	FLT	0.16085697710514069	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	FLT	0.12803293764591217	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	FLT	0.08195464313030243	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	FLT	0.1739310622215271	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	FLT	0.1377253532409668	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	FLT	0.11720269173383713	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	FLT	0.18472671508789062	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	FLT	0.11658816039562225	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	FLT	0.17333592474460602	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	FLT	0.11094284057617188	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	FLT	0.13295607268810272	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	FLT	0.1324431300163269	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	FLT	0.1115802749991417	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	FLT	0.16378942131996155	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	FLT	0.14226622879505157	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	FLT	0.13225315511226654	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	FLT	0.14792700111865997	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	FLT	0.19650055468082428	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	FLT	0.16389209032058716	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL7	FLT	0.13314083218574524	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	FLT	0.16941875219345093	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	FLT	0.18953923881053925	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	FLT	0.05491781234741211	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	FLT	0.07849618047475815	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	FLT	0.1575821489095688	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	FLT	0.16114236414432526	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	FLT	0.18200798332691193	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	FLT	0.14519646763801575	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	FLT	0.17206381261348724	OSD-379		Female	BALB/cAnNTac	ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	FLT	0.16086138784885406	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	FLT	0.17751340568065643	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	FLT	0.17115843296051025	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	FLT	0.13056185841560364	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	FLT	0.23093543946743011	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	FLT	0.2436695396900177	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	FLT	0.23428256809711456	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	FLT	0.17683853209018707	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	FLT	0.29501307010650635	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	FLT	0.16473188996315002	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	FLT	0.15759824216365814	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	FLT	0.18931984901428223	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	FLT	0.18425352871418	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	FLT	0.16858184337615967	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	FLT	0.1680099070072174	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	FLT	0.10422038286924362	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	FLT	0.14033882319927216	OSD-245		Female	C57BL/6NTac	Ribo-depletion
FLT_cluster_3_mixed_stress	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	FLT	0.2719370722770691	OSD-245		Female	C57BL/6NTac	Ribo-depletion
