gene	gene_cluster
ENSMUSG00000000134	4
ENSMUSG00000046259	1
ENSMUSG00000018965	10
ENSMUSG00000021108	2
ENSMUSG00000116792	1
ENSMUSG00000005836	9
ENSMUSG00000021838	12
ENSMUSG00000037579	9
ENSMUSG00000097451	8
ENSMUSG00000085014	1
ENSMUSG00000029624	9
ENSMUSG00000060029	1
ENSMUSG00000023159	12
ENSMUSG00000041309	1
ENSMUSG00000029862	1
ENSMUSG00000038048	1
ENSMUSG00000089815	1
ENSMUSG00000033594	1
ENSMUSG00000034974	9
ENSMUSG00000032818	1
ENSMUSG00000055240	9
ENSMUSG00000066704	9
ENSMUSG00000087155	1
ENSMUSG00000030008	1
ENSMUSG00000027412	9
ENSMUSG00000044854	1
ENSMUSG00000079029	1
ENSMUSG00000078938	1
ENSMUSG00000042184	1
ENSMUSG00000028988	9
ENSMUSG00000030532	11
ENSMUSG00000029703	4
ENSMUSG00000035456	9
ENSMUSG00000029026	1
ENSMUSG00000035835	9
ENSMUSG00000022809	9
ENSMUSG00000002384	1
ENSMUSG00000039611	9
ENSMUSG00000026858	12
ENSMUSG00000034621	2
ENSMUSG00000070552	1
ENSMUSG00000002767	9
ENSMUSG00000031601	11
ENSMUSG00000095493	1
ENSMUSG00000022043	12
ENSMUSG00000114213	1
ENSMUSG00000085022	1
ENSMUSG00000038279	4
ENSMUSG00000046282	1
ENSMUSG00000107677	1
ENSMUSG00000044457	1
ENSMUSG00000037808	2
ENSMUSG00000054199	4
ENSMUSG00000042590	8
ENSMUSG00000015812	1
ENSMUSG00000073633	1
ENSMUSG00000003352	10
ENSMUSG00000020238	12
ENSMUSG00000044222	1
ENSMUSG00000030364	14
ENSMUSG00000031490	9
ENSMUSG00000039098	1
ENSMUSG00000061068	1
ENSMUSG00000048905	14
ENSMUSG00000050919	9
ENSMUSG00000015095	12
ENSMUSG00000007411	2
ENSMUSG00000054702	2
ENSMUSG00000025389	9
ENSMUSG00000034520	1
ENSMUSG00000094254	1
ENSMUSG00000104117	1
ENSMUSG00000096822	9
ENSMUSG00000036632	9
ENSMUSG00000045052	1
ENSMUSG00000029669	5
ENSMUSG00000046079	12
ENSMUSG00000079566	1
ENSMUSG00000027434	1
ENSMUSG00000036510	9
ENSMUSG00000030615	9
ENSMUSG00000029001	9
ENSMUSG00000109270	1
ENSMUSG00000051503	1
ENSMUSG00000101005	1
ENSMUSG00000031715	2
ENSMUSG00000051748	0
ENSMUSG00000030166	9
ENSMUSG00000023923	7
ENSMUSG00000032202	9
ENSMUSG00000078575	1
ENSMUSG00000042821	1
ENSMUSG00000074006	1
ENSMUSG00000048439	1
ENSMUSG00000001657	1
ENSMUSG00000064156	1
ENSMUSG00000060681	8
ENSMUSG00000045404	1
ENSMUSG00000022283	3
ENSMUSG00000006333	3
ENSMUSG00000035172	9
ENSMUSG00000038072	6
ENSMUSG00000029151	1
ENSMUSG00000039126	8
ENSMUSG00000020871	1
ENSMUSG00000006010	8
ENSMUSG00000067825	9
ENSMUSG00000022864	2
ENSMUSG00000022455	1
ENSMUSG00000089774	6
ENSMUSG00000062232	10
ENSMUSG00000021003	6
ENSMUSG00000056476	8
ENSMUSG00000049502	7
ENSMUSG00000023272	4
ENSMUSG00000028029	4
ENSMUSG00000024811	2
ENSMUSG00000063049	1
ENSMUSG00000043529	1
ENSMUSG00000026736	1
ENSMUSG00000038909	4
ENSMUSG00000096753	1
ENSMUSG00000036459	1
ENSMUSG00000100505	1
ENSMUSG00000097537	1
ENSMUSG00000024770	1
ENSMUSG00000039372	1
ENSMUSG00000030386	9
ENSMUSG00000034139	1
ENSMUSG00000057967	1
ENSMUSG00000001910	12
ENSMUSG00000057982	9
ENSMUSG00000064179	5
ENSMUSG00000054630	0
ENSMUSG00000112920	1
ENSMUSG00000070335	1
ENSMUSG00000079008	1
ENSMUSG00000027474	1
ENSMUSG00000017969	1
ENSMUSG00000020020	1
ENSMUSG00000071178	0
ENSMUSG00000028086	8
ENSMUSG00000006369	12
ENSMUSG00000070509	9
ENSMUSG00000055978	14
ENSMUSG00000024420	8
ENSMUSG00000043673	1
ENSMUSG00000022210	6
ENSMUSG00000005320	1
ENSMUSG00000016756	7
ENSMUSG00000024639	10
ENSMUSG00000055319	4
ENSMUSG00000030495	9
ENSMUSG00000027466	7
ENSMUSG00000031527	2
ENSMUSG00000063206	1
ENSMUSG00000068697	5
ENSMUSG00000047938	1
ENSMUSG00000099950	1
ENSMUSG00000101799	1
ENSMUSG00000035478	12
ENSMUSG00000060735	1
ENSMUSG00000080626	1
ENSMUSG00000036067	1
ENSMUSG00000031807	9
ENSMUSG00000025014	2
ENSMUSG00000057697	1
ENSMUSG00000029415	4
ENSMUSG00000103711	9
ENSMUSG00000050876	1
ENSMUSG00000070002	9
ENSMUSG00000095839	1
ENSMUSG00000028552	8
ENSMUSG00000052469	1
ENSMUSG00000020640	2
ENSMUSG00000016481	2
ENSMUSG00000075270	1
ENSMUSG00000063382	7
ENSMUSG00000006494	2
ENSMUSG00000068329	9
ENSMUSG00000073730	1
ENSMUSG00000029470	7
ENSMUSG00000046178	1
ENSMUSG00000023915	6
ENSMUSG00000041165	1
ENSMUSG00000020592	12
ENSMUSG00000031326	1
ENSMUSG00000024774	1
ENSMUSG00000044444	1
ENSMUSG00000063802	9
ENSMUSG00000026107	2
ENSMUSG00000049092	8
ENSMUSG00000048379	2
ENSMUSG00000105765	1
ENSMUSG00000096256	1
ENSMUSG00000022203	1
ENSMUSG00000021732	1
ENSMUSG00000022560	1
ENSMUSG00000081501	1
ENSMUSG00000061024	9
ENSMUSG00000028911	4
ENSMUSG00000026784	1
ENSMUSG00000086266	1
ENSMUSG00000048814	10
ENSMUSG00000046607	1
ENSMUSG00000048299	1
ENSMUSG00000090059	5
ENSMUSG00000020804	1
ENSMUSG00000020074	2
ENSMUSG00000085561	1
ENSMUSG00000039318	12
ENSMUSG00000057609	1
ENSMUSG00000028763	3
ENSMUSG00000037470	2
ENSMUSG00000035357	12
ENSMUSG00000093789	1
ENSMUSG00000091382	1
ENSMUSG00000069268	9
ENSMUSG00000066750	1
ENSMUSG00000026818	4
ENSMUSG00000092244	1
ENSMUSG00000037279	1
ENSMUSG00000052012	1
ENSMUSG00000066368	1
ENSMUSG00000055960	1
ENSMUSG00000092677	1
ENSMUSG00000027404	4
ENSMUSG00000000435	1
ENSMUSG00000032425	9
ENSMUSG00000025169	1
ENSMUSG00000116875	4
ENSMUSG00000035778	7
ENSMUSG00000021248	12
ENSMUSG00000086844	1
ENSMUSG00000017404	3
ENSMUSG00000029586	1
ENSMUSG00000037315	1
ENSMUSG00000004951	12
ENSMUSG00000078768	1
ENSMUSG00000001138	4
ENSMUSG00000042808	14
ENSMUSG00000030621	9
ENSMUSG00000031877	9
ENSMUSG00000023336	1
ENSMUSG00000022179	1
ENSMUSG00000066867	11
ENSMUSG00000070407	9
ENSMUSG00000013936	13
ENSMUSG00000043252	6
ENSMUSG00000064563	9
ENSMUSG00000066235	1
ENSMUSG00000000148	9
ENSMUSG00000042433	1
ENSMUSG00000025855	10
ENSMUSG00000031533	9
ENSMUSG00000071454	8
ENSMUSG00000038305	1
ENSMUSG00000028433	4
ENSMUSG00000021140	2
ENSMUSG00000028295	1
ENSMUSG00000022686	7
ENSMUSG00000026678	5
ENSMUSG00000049719	1
ENSMUSG00000041623	1
ENSMUSG00000099681	1
ENSMUSG00000052221	1
ENSMUSG00000029250	4
ENSMUSG00000087252	1
ENSMUSG00000040035	10
ENSMUSG00000046743	12
ENSMUSG00000031796	9
ENSMUSG00000014767	2
ENSMUSG00000085112	1
ENSMUSG00000059874	1
ENSMUSG00000020474	9
ENSMUSG00000020803	6
ENSMUSG00000060657	2
ENSMUSG00000028453	1
ENSMUSG00000003814	3
ENSMUSG00000003226	3
ENSMUSG00000056413	10
ENSMUSG00000039148	4
ENSMUSG00000028256	9
ENSMUSG00000113591	1
ENSMUSG00000040105	9
ENSMUSG00000074874	1
ENSMUSG00000020288	4
ENSMUSG00000065601	1
ENSMUSG00000074698	2
ENSMUSG00000009894	10
ENSMUSG00000020177	1
ENSMUSG00000049871	7
ENSMUSG00000019978	3
ENSMUSG00000038370	10
ENSMUSG00000055341	9
ENSMUSG00000035551	1
ENSMUSG00000022332	10
ENSMUSG00000048921	1
ENSMUSG00000053765	1
ENSMUSG00000069038	1
ENSMUSG00000109901	2
ENSMUSG00000046173	1
ENSMUSG00000038670	13
ENSMUSG00000026432	1
ENSMUSG00000052738	5
ENSMUSG00000038459	6
ENSMUSG00000091526	1
ENSMUSG00000054514	1
ENSMUSG00000096995	1
ENSMUSG00000071715	7
ENSMUSG00000035847	10
ENSMUSG00000026856	1
ENSMUSG00000063268	4
ENSMUSG00000032452	10
ENSMUSG00000040714	9
ENSMUSG00000044689	1
ENSMUSG00000040029	2
ENSMUSG00000111746	1
ENSMUSG00000040181	6
ENSMUSG00000063600	1
ENSMUSG00000101970	2
ENSMUSG00000066613	9
ENSMUSG00000086653	1
ENSMUSG00000065441	1
ENSMUSG00000043284	9
ENSMUSG00000021415	1
ENSMUSG00000044903	1
ENSMUSG00000050890	9
ENSMUSG00000017167	10
ENSMUSG00000086569	1
ENSMUSG00000058669	1
ENSMUSG00000059070	3
ENSMUSG00000044312	1
ENSMUSG00000042104	9
ENSMUSG00000056124	10
ENSMUSG00000053030	1
ENSMUSG00000021492	0
ENSMUSG00000040767	1
ENSMUSG00000025955	12
ENSMUSG00000048236	1
ENSMUSG00000028199	6
ENSMUSG00000028218	9
ENSMUSG00000033082	9
ENSMUSG00000020315	3
ENSMUSG00000046442	10
ENSMUSG00000028274	9
ENSMUSG00000039377	1
ENSMUSG00000003458	12
ENSMUSG00000041216	9
ENSMUSG00000027411	4
ENSMUSG00000000817	1
ENSMUSG00000046404	2
ENSMUSG00000091624	1
ENSMUSG00000066583	1
ENSMUSG00000095741	1
ENSMUSG00000073702	3
ENSMUSG00000090122	1
ENSMUSG00000046922	1
ENSMUSG00000089809	7
ENSMUSG00000080990	1
ENSMUSG00000042215	1
ENSMUSG00000033210	1
ENSMUSG00000026039	1
ENSMUSG00000071037	1
ENSMUSG00000058685	1
ENSMUSG00000025316	4
ENSMUSG00000032336	8
ENSMUSG00000024422	4
ENSMUSG00000050266	1
ENSMUSG00000041278	9
ENSMUSG00000026321	14
ENSMUSG00000039682	6
ENSMUSG00000031706	4
ENSMUSG00000035948	9
ENSMUSG00000065399	1
ENSMUSG00000058816	1
ENSMUSG00000022055	8
ENSMUSG00000031953	4
ENSMUSG00000060480	1
ENSMUSG00000021906	9
ENSMUSG00000046020	12
ENSMUSG00000039323	12
ENSMUSG00000019989	9
ENSMUSG00000095817	1
ENSMUSG00000064437	1
ENSMUSG00000020878	1
ENSMUSG00000032512	2
ENSMUSG00000009640	1
ENSMUSG00000003269	4
ENSMUSG00000030474	1
ENSMUSG00000030660	2
ENSMUSG00000030138	4
ENSMUSG00000025357	7
ENSMUSG00000060469	1
ENSMUSG00000046881	1
ENSMUSG00000051079	1
ENSMUSG00000079536	1
ENSMUSG00000060332	1
ENSMUSG00000039206	9
ENSMUSG00000030651	1
ENSMUSG00000023906	1
ENSMUSG00000057203	1
ENSMUSG00000030560	7
ENSMUSG00000027357	5
ENSMUSG00000100727	1
ENSMUSG00000090213	6
ENSMUSG00000028057	9
ENSMUSG00000052566	9
ENSMUSG00000049097	1
ENSMUSG00000054128	1
ENSMUSG00000094422	1
ENSMUSG00000029267	2
ENSMUSG00000094637	1
ENSMUSG00000057054	1
ENSMUSG00000042641	1
ENSMUSG00000100681	1
ENSMUSG00000043811	1
ENSMUSG00000065565	1
ENSMUSG00000021708	10
ENSMUSG00000063130	9
ENSMUSG00000022849	9
ENSMUSG00000026229	12
ENSMUSG00000048758	3
ENSMUSG00000104004	1
ENSMUSG00000042774	1
ENSMUSG00000030447	12
ENSMUSG00000039063	9
ENSMUSG00000058704	2
ENSMUSG00000063646	4
ENSMUSG00000031535	1
ENSMUSG00000038781	9
ENSMUSG00000046985	2
ENSMUSG00000029822	6
ENSMUSG00000051481	1
ENSMUSG00000031458	1
ENSMUSG00000059734	5
ENSMUSG00000044029	1
ENSMUSG00000024276	2
ENSMUSG00000038967	5
ENSMUSG00000093039	1
ENSMUSG00000025950	6
ENSMUSG00000029815	1
ENSMUSG00000034883	11
ENSMUSG00000032412	12
ENSMUSG00000067367	4
ENSMUSG00000065564	1
ENSMUSG00000038028	9
ENSMUSG00000001833	8
ENSMUSG00000041629	11
ENSMUSG00000033356	1
ENSMUSG00000086322	9
ENSMUSG00000051391	10
ENSMUSG00000024844	4
ENSMUSG00000070995	1
ENSMUSG00000022765	7
ENSMUSG00000101553	1
ENSMUSG00000031734	1
ENSMUSG00000021180	8
ENSMUSG00000098274	3
ENSMUSG00000020076	2
ENSMUSG00000033047	12
ENSMUSG00000049382	14
ENSMUSG00000022386	1
ENSMUSG00000029402	1
ENSMUSG00000011752	3
ENSMUSG00000033060	14
ENSMUSG00000053477	8
ENSMUSG00000018983	2
ENSMUSG00000057058	2
ENSMUSG00000042200	1
ENSMUSG00000022620	9
ENSMUSG00000065509	1
ENSMUSG00000020032	10
ENSMUSG00000027194	12
ENSMUSG00000035385	1
ENSMUSG00000034795	1
ENSMUSG00000031387	1
ENSMUSG00000050234	1
ENSMUSG00000100589	1
ENSMUSG00000044628	9
ENSMUSG00000028362	1
ENSMUSG00000020657	10
ENSMUSG00000038009	9
ENSMUSG00000051726	10
ENSMUSG00000049295	4
ENSMUSG00000002500	5
ENSMUSG00000026830	8
ENSMUSG00000014498	7
ENSMUSG00000012123	9
ENSMUSG00000063229	3
ENSMUSG00000068680	1
ENSMUSG00000038600	6
ENSMUSG00000021973	12
ENSMUSG00000097321	1
ENSMUSG00000056498	9
ENSMUSG00000058966	12
ENSMUSG00000086404	1
ENSMUSG00000008734	8
ENSMUSG00000009741	7
ENSMUSG00000001444	1
ENSMUSG00000073945	1
ENSMUSG00000064259	9
ENSMUSG00000029797	1
ENSMUSG00000037790	1
ENSMUSG00000068391	9
ENSMUSG00000025094	1
ENSMUSG00000024786	1
ENSMUSG00000024873	10
ENSMUSG00000029322	14
ENSMUSG00000000552	12
ENSMUSG00000021959	12
ENSMUSG00000045631	1
ENSMUSG00000033015	1
ENSMUSG00000006585	4
ENSMUSG00000070284	1
ENSMUSG00000026567	1
ENSMUSG00000040354	4
ENSMUSG00000075171	1
ENSMUSG00000015597	7
ENSMUSG00000074912	1
ENSMUSG00000027465	12
ENSMUSG00000031988	8
ENSMUSG00000024053	9
ENSMUSG00000045078	4
ENSMUSG00000029344	9
ENSMUSG00000031253	1
ENSMUSG00000020381	1
ENSMUSG00000075334	1
ENSMUSG00000071267	9
ENSMUSG00000003131	8
ENSMUSG00000025786	12
ENSMUSG00000020589	10
ENSMUSG00000065562	1
ENSMUSG00000079532	1
ENSMUSG00000020752	9
ENSMUSG00000044814	1
ENSMUSG00000022901	7
ENSMUSG00000038354	9
ENSMUSG00000097425	1
ENSMUSG00000038246	1
ENSMUSG00000026224	1
ENSMUSG00000028109	1
ENSMUSG00000007564	3
ENSMUSG00000063576	4
ENSMUSG00000016346	10
ENSMUSG00000075419	9
ENSMUSG00000059060	1
ENSMUSG00000022827	1
ENSMUSG00000040653	9
ENSMUSG00000030802	5
ENSMUSG00000031449	1
ENSMUSG00000074882	0
ENSMUSG00000042686	9
ENSMUSG00000011179	6
ENSMUSG00000100282	1
ENSMUSG00000056061	1
ENSMUSG00000017733	1
ENSMUSG00000047102	1
ENSMUSG00000015478	9
ENSMUSG00000021337	1
ENSMUSG00000007041	12
ENSMUSG00000020836	5
ENSMUSG00000061561	1
ENSMUSG00000112449	9
ENSMUSG00000047992	1
ENSMUSG00000031778	10
ENSMUSG00000007877	5
ENSMUSG00000046323	11
ENSMUSG00000022501	1
ENSMUSG00000060860	4
ENSMUSG00000021944	1
ENSMUSG00000085912	1
ENSMUSG00000022360	4
ENSMUSG00000101848	1
ENSMUSG00000049387	1
ENSMUSG00000020151	9
ENSMUSG00000069248	1
ENSMUSG00000020080	1
ENSMUSG00000087334	1
ENSMUSG00000023990	9
ENSMUSG00000039891	5
ENSMUSG00000021103	9
ENSMUSG00000079681	1
ENSMUSG00000051437	1
ENSMUSG00000042323	2
ENSMUSG00000024300	7
ENSMUSG00000062204	1
ENSMUSG00000057021	1
ENSMUSG00000032085	14
ENSMUSG00000002814	1
ENSMUSG00000021222	1
ENSMUSG00000073551	1
ENSMUSG00000035545	7
ENSMUSG00000043190	1
ENSMUSG00000054733	6
ENSMUSG00000073497	1
ENSMUSG00000065493	1
ENSMUSG00000061171	1
ENSMUSG00000030929	1
ENSMUSG00000042073	6
ENSMUSG00000042248	0
ENSMUSG00000020456	3
ENSMUSG00000026525	1
ENSMUSG00000055891	1
ENSMUSG00000076333	1
ENSMUSG00000010796	1
ENSMUSG00000022464	0
ENSMUSG00000096229	1
ENSMUSG00000022370	5
ENSMUSG00000047535	1
ENSMUSG00000036744	1
ENSMUSG00000067928	1
ENSMUSG00000044982	1
ENSMUSG00000025885	14
ENSMUSG00000057464	1
ENSMUSG00000025468	10
ENSMUSG00000029198	5
ENSMUSG00000092075	1
ENSMUSG00000037995	9
ENSMUSG00000026181	12
ENSMUSG00000029833	2
ENSMUSG00000028179	0
ENSMUSG00000060888	1
ENSMUSG00000079580	1
ENSMUSG00000056752	1
ENSMUSG00000017776	12
ENSMUSG00000090588	1
ENSMUSG00000070128	1
ENSMUSG00000021538	1
ENSMUSG00000050933	1
ENSMUSG00000049807	10
ENSMUSG00000039813	1
ENSMUSG00000039456	2
ENSMUSG00000092162	1
ENSMUSG00000079597	1
ENSMUSG00000062142	1
ENSMUSG00000111841	1
ENSMUSG00000034990	1
ENSMUSG00000035629	7
ENSMUSG00000026295	6
ENSMUSG00000026385	5
ENSMUSG00000032869	9
ENSMUSG00000041120	12
ENSMUSG00000032059	9
ENSMUSG00000015714	12
ENSMUSG00000074424	1
ENSMUSG00000036053	8
ENSMUSG00000023249	7
ENSMUSG00000033847	11
ENSMUSG00000020994	7
ENSMUSG00000044103	1
ENSMUSG00000030393	1
ENSMUSG00000076142	1
ENSMUSG00000069171	9
ENSMUSG00000039428	12
ENSMUSG00000044597	1
ENSMUSG00000022798	1
ENSMUSG00000072791	1
ENSMUSG00000046615	1
ENSMUSG00000086257	1
ENSMUSG00000004568	7
ENSMUSG00000117450	1
ENSMUSG00000085247	1
ENSMUSG00000025383	1
ENSMUSG00000020143	7
ENSMUSG00000039748	1
ENSMUSG00000032376	2
ENSMUSG00000032092	9
ENSMUSG00000032057	1
ENSMUSG00000051043	6
ENSMUSG00000007107	1
ENSMUSG00000004630	8
ENSMUSG00000055943	8
ENSMUSG00000074643	4
ENSMUSG00000032998	2
ENSMUSG00000037730	9
ENSMUSG00000002395	5
ENSMUSG00000034177	9
ENSMUSG00000028447	5
ENSMUSG00000020770	4
ENSMUSG00000085405	1
ENSMUSG00000024339	7
ENSMUSG00000096278	1
ENSMUSG00000022847	1
ENSMUSG00000030852	12
ENSMUSG00000087695	1
ENSMUSG00000063275	1
ENSMUSG00000038691	1
ENSMUSG00000033629	8
ENSMUSG00000073399	1
ENSMUSG00000093091	1
ENSMUSG00000066364	9
ENSMUSG00000029098	7
ENSMUSG00000071793	12
ENSMUSG00000041846	2
ENSMUSG00000021259	10
ENSMUSG00000027397	14
ENSMUSG00000058743	9
ENSMUSG00000016487	12
ENSMUSG00000061130	8
ENSMUSG00000032232	6
ENSMUSG00000027641	4
ENSMUSG00000052468	1
ENSMUSG00000114590	1
ENSMUSG00000042978	8
ENSMUSG00000029623	12
ENSMUSG00000018259	9
ENSMUSG00000098132	1
ENSMUSG00000030869	5
ENSMUSG00000079180	1
ENSMUSG00000115263	1
ENSMUSG00000097487	1
ENSMUSG00000084960	1
ENSMUSG00000084651	1
ENSMUSG00000073899	1
ENSMUSG00000114867	1
ENSMUSG00000100738	1
ENSMUSG00000001524	9
ENSMUSG00000053297	1
ENSMUSG00000094819	1
ENSMUSG00000026234	3
ENSMUSG00000066684	1
ENSMUSG00000044544	1
ENSMUSG00000002058	12
ENSMUSG00000037487	3
ENSMUSG00000030741	9
ENSMUSG00000065559	1
ENSMUSG00000030007	12
ENSMUSG00000004071	8
ENSMUSG00000031169	1
ENSMUSG00000027341	9
ENSMUSG00000028693	4
ENSMUSG00000032727	2
ENSMUSG00000046080	1
ENSMUSG00000097962	1
ENSMUSG00000101012	1
ENSMUSG00000020676	1
ENSMUSG00000008036	12
ENSMUSG00000030154	1
ENSMUSG00000031557	7
ENSMUSG00000024935	6
ENSMUSG00000039929	4
ENSMUSG00000051528	1
ENSMUSG00000025034	12
ENSMUSG00000035198	4
ENSMUSG00000038622	11
ENSMUSG00000002845	9
ENSMUSG00000054156	1
ENSMUSG00000052684	12
ENSMUSG00000025658	10
ENSMUSG00000030330	4
ENSMUSG00000022672	2
ENSMUSG00000060843	1
ENSMUSG00000020653	9
ENSMUSG00000033191	12
ENSMUSG00000064837	1
ENSMUSG00000022021	9
ENSMUSG00000018656	1
ENSMUSG00000028890	4
ENSMUSG00000035861	1
ENSMUSG00000037902	10
ENSMUSG00000030243	9
ENSMUSG00000019982	2
ENSMUSG00000065608	1
ENSMUSG00000030544	1
ENSMUSG00000021134	3
ENSMUSG00000074677	1
ENSMUSG00000028778	1
ENSMUSG00000059230	1
ENSMUSG00000040482	1
ENSMUSG00000022054	10
ENSMUSG00000100518	1
ENSMUSG00000028635	1
ENSMUSG00000027239	1
ENSMUSG00000053070	1
ENSMUSG00000037174	2
ENSMUSG00000030208	14
ENSMUSG00000024410	4
ENSMUSG00000080300	1
ENSMUSG00000078118	1
ENSMUSG00000085876	1
ENSMUSG00000050138	1
ENSMUSG00000008305	4
ENSMUSG00000025425	9
ENSMUSG00000025746	1
ENSMUSG00000035435	1
ENSMUSG00000084764	1
ENSMUSG00000109324	4
ENSMUSG00000020773	1
ENSMUSG00000100626	1
ENSMUSG00000093293	1
ENSMUSG00000002664	1
ENSMUSG00000020708	12
ENSMUSG00000004035	1
ENSMUSG00000086040	10
ENSMUSG00000002797	11
ENSMUSG00000001313	8
ENSMUSG00000041945	1
ENSMUSG00000028255	13
ENSMUSG00000030016	2
ENSMUSG00000022095	9
ENSMUSG00000003363	10
ENSMUSG00000079450	1
ENSMUSG00000065465	1
ENSMUSG00000022471	2
ENSMUSG00000061032	10
ENSMUSG00000043716	3
ENSMUSG00000029125	9
ENSMUSG00000095105	1
ENSMUSG00000037653	1
ENSMUSG00000072249	1
ENSMUSG00000040998	6
ENSMUSG00000072624	1
ENSMUSG00000024210	1
ENSMUSG00000018102	5
ENSMUSG00000024325	9
ENSMUSG00000061928	9
ENSMUSG00000057174	1
ENSMUSG00000034254	12
ENSMUSG00000044813	1
ENSMUSG00000050370	1
ENSMUSG00000017664	4
ENSMUSG00000024169	7
ENSMUSG00000019756	1
ENSMUSG00000028240	0
ENSMUSG00000068874	14
ENSMUSG00000070383	1
ENSMUSG00000094745	1
ENSMUSG00000066189	10
ENSMUSG00000089694	1
ENSMUSG00000050239	1
ENSMUSG00000052075	1
ENSMUSG00000030347	10
ENSMUSG00000093081	1
ENSMUSG00000027520	1
ENSMUSG00000090864	1
ENSMUSG00000028560	2
ENSMUSG00000062949	2
ENSMUSG00000058014	1
ENSMUSG00000004207	3
ENSMUSG00000052906	9
ENSMUSG00000040583	9
ENSMUSG00000079553	1
ENSMUSG00000069893	7
ENSMUSG00000118322	1
ENSMUSG00000044279	1
ENSMUSG00000024589	12
ENSMUSG00000029406	10
ENSMUSG00000039783	0
ENSMUSG00000076270	1
ENSMUSG00000047854	1
ENSMUSG00000012535	2
ENSMUSG00000002996	2
ENSMUSG00000085111	1
ENSMUSG00000032226	14
ENSMUSG00000102408	1
ENSMUSG00000021939	3
ENSMUSG00000021714	1
ENSMUSG00000026775	2
ENSMUSG00000047250	12
ENSMUSG00000036327	9
ENSMUSG00000033658	4
ENSMUSG00000015242	1
ENSMUSG00000029718	12
ENSMUSG00000031860	1
ENSMUSG00000074646	1
ENSMUSG00000022048	10
ENSMUSG00000037738	1
ENSMUSG00000099639	1
ENSMUSG00000099353	1
ENSMUSG00000039106	1
ENSMUSG00000062314	1
ENSMUSG00000094613	1
ENSMUSG00000036057	4
ENSMUSG00000117994	1
ENSMUSG00000000266	12
ENSMUSG00000069170	12
ENSMUSG00000020918	4
ENSMUSG00000028825	1
ENSMUSG00000042540	1
ENSMUSG00000078572	1
ENSMUSG00000018765	12
ENSMUSG00000032648	13
ENSMUSG00000003680	1
ENSMUSG00000031452	1
ENSMUSG00000070504	1
ENSMUSG00000029859	9
ENSMUSG00000087305	1
ENSMUSG00000075166	1
ENSMUSG00000032297	1
ENSMUSG00000072849	13
ENSMUSG00000040703	9
ENSMUSG00000015668	9
ENSMUSG00000041577	12
ENSMUSG00000053593	1
ENSMUSG00000091455	1
ENSMUSG00000016933	2
ENSMUSG00000036585	8
ENSMUSG00000033854	9
ENSMUSG00000027363	12
ENSMUSG00000081586	1
ENSMUSG00000086429	9
ENSMUSG00000035356	9
ENSMUSG00000064262	7
ENSMUSG00000106572	1
ENSMUSG00000023367	6
ENSMUSG00000087497	1
ENSMUSG00000048922	1
ENSMUSG00000037086	1
ENSMUSG00000028788	3
ENSMUSG00000025528	1
ENSMUSG00000033793	8
ENSMUSG00000002015	12
ENSMUSG00000063362	8
ENSMUSG00000033633	1
ENSMUSG00000061626	1
ENSMUSG00000071540	5
ENSMUSG00000039130	1
ENSMUSG00000023433	4
ENSMUSG00000095569	1
ENSMUSG00000036676	12
ENSMUSG00000038844	12
ENSMUSG00000069421	1
ENSMUSG00000027713	1
ENSMUSG00000041360	4
ENSMUSG00000020111	12
ENSMUSG00000032649	1
ENSMUSG00000054537	1
ENSMUSG00000030842	5
ENSMUSG00000060475	11
ENSMUSG00000091972	1
ENSMUSG00000027164	2
ENSMUSG00000023263	1
ENSMUSG00000073951	1
ENSMUSG00000053522	4
ENSMUSG00000071076	12
ENSMUSG00000019737	1
ENSMUSG00000028792	12
ENSMUSG00000036832	1
ENSMUSG00000028015	7
ENSMUSG00000028772	9
ENSMUSG00000097180	1
ENSMUSG00000006014	1
ENSMUSG00000025995	4
ENSMUSG00000068798	2
ENSMUSG00000089892	1
ENSMUSG00000090546	10
ENSMUSG00000079071	1
ENSMUSG00000066151	7
ENSMUSG00000028411	9
ENSMUSG00000038521	0
ENSMUSG00000078812	3
ENSMUSG00000056184	1
ENSMUSG00000048249	8
ENSMUSG00000067545	1
ENSMUSG00000055660	9
ENSMUSG00000043263	7
ENSMUSG00000042190	9
ENSMUSG00000017493	0
ENSMUSG00000032235	9
ENSMUSG00000027185	4
ENSMUSG00000036840	9
ENSMUSG00000035165	9
ENSMUSG00000045795	9
ENSMUSG00000036834	9
ENSMUSG00000028999	9
ENSMUSG00000115199	1
ENSMUSG00000027796	1
ENSMUSG00000051034	1
ENSMUSG00000085156	1
ENSMUSG00000060621	1
ENSMUSG00000071847	12
ENSMUSG00000039671	12
ENSMUSG00000048528	1
ENSMUSG00000039844	7
ENSMUSG00000089759	1
ENSMUSG00000059890	2
ENSMUSG00000002477	8
ENSMUSG00000050395	1
ENSMUSG00000003161	14
ENSMUSG00000013662	8
ENSMUSG00000022191	4
ENSMUSG00000024076	1
ENSMUSG00000009995	7
ENSMUSG00000022514	0
ENSMUSG00000054206	1
ENSMUSG00000043880	1
ENSMUSG00000029700	6
ENSMUSG00000034744	9
ENSMUSG00000024164	13
ENSMUSG00000074489	1
ENSMUSG00000020850	3
ENSMUSG00000031595	1
ENSMUSG00000051003	1
ENSMUSG00000051736	1
ENSMUSG00000031902	2
ENSMUSG00000026805	1
ENSMUSG00000031516	9
ENSMUSG00000001588	7
