sample	location	feature	profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order	muscle_mean_log2	muscle_median_log2	muscle_markers_over_100	muscle_marker_fraction_percent	liver_mean_log2	liver_markers_over_100	muscle_liver_mean_log2_delta	high_muscle_abundance	collection_inferred	age_label_inferred	accession_group_size	accession_condition_group_size	muscle_mean_log2_robust_z_within_accession	muscle_mean_log2_robust_z_within_accession_condition	stratum_group_size	muscle_mean_log2_robust_z_within_stratum	relative_stratum_outlier	relative_accession_outlier	relative_accession_condition_outlier	candidate_muscle_outlier	candidate_small_group_warning	broad_review_muscle_outlier	review_high_abundance_not_relative
OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	RR8_LVR_FLT_LAR_YNG_FL2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1690	flight	RR8_LVR_FLT_LAR_YNG_FL2	FL_LAR_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL2	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_02	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	11.560961503485712	12.40268672599435	18	0.5638339390536974	17.1702603508101	7	-5.609298847324387	True	LAR	YNG	62	31	11.621207355663474	7.423089413585536	8	1.7426407425305601	False	True	True	False	False	True	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	RR8_LVR_FLT_LAR_OLD_FL8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1684	flight	RR8_LVR_FLT_LAR_OLD_FL8	FL_LAR_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL8	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_08	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	10.95024050367446	11.50365490143881	18	0.3153552286060949	17.471613200258616	7	-6.521372696584157	True	LAR	OLD	62	31	10.843045742933507	6.911575251399458	7	2.7227615236879354	False	True	True	False	False	True	False
OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	RR8_LVR_FLT_LAR_YNG_FL18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1689	flight	RR8_LVR_FLT_LAR_YNG_FL18	FL_LAR_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL18	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_18	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	10.512717664187582	10.963603966087234	19	0.23673696903289276	16.72435909762364	7	-6.211641433436059	True	LAR	YNG	62	31	10.285567813590117	6.545124566476932	8	1.480076120416696	False	True	True	False	False	True	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	RR8_LVR_FLT_LAR_OLD_FL15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1679	flight	RR8_LVR_FLT_LAR_OLD_FL15	FL_LAR_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL15	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_15	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	10.397303491749957	10.396602002341258	20	0.1008006959940858	17.68304774549176	7	-7.285744253741802	True	LAR	OLD	62	31	10.138510681800458	6.448458521364554	7	2.514356864431058	False	True	True	False	False	True	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	RR8_LVR_FLT_LAR_OLD_FL11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1678	flight	RR8_LVR_FLT_LAR_OLD_FL11	FL_LAR_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL11	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_11	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	9.707192239430032	9.711787772459065	20	0.08189689436863493	17.177096291262277	7	-7.469904051832245	True	LAR	OLD	62	31	9.25919249029511	5.8704504306738645	7	2.2542505642785406	False	True	True	False	False	True	False
OSD-379_RR8_LVR_GC_LAR_OLD_GL7	GC	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	RR8_LVR_GC_LAR_OLD_GL7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1718	ground_control	RR8_LVR_GC_LAR_OLD_GL7	HC_LAR_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL7	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_07	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	7.345361432460943	7.720564310902349	15	0.017232438404666862	17.614852989539845	7	-10.2694915570789	True	LAR	OLD	62	31	6.249821484034655	8.552903335573738	6	5.4111593653102705	True	True	True	True	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	FLT	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	RR8_LVR_FLT_ISS-T_OLD_FI12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1659	flight	RR8_LVR_FLT_ISS-T_OLD_FI12	FL_ISS_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_OLD_FI12	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_12	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	6.442446017444896	6.813652940257423	11	0.009436503310028052	17.28526433916228	7	-10.842818321717383	True	ISS-T	OLD	62	31	5.099354878621085	3.1360366328758498	8	5.527286029993173	True	True	False	True	False	False	False
OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	RR8_LVR_FLT_LAR_YNG_FL6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1692	flight	RR8_LVR_FLT_LAR_YNG_FL6	FL_LAR_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL6	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_06	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	5.769007764091397	5.89067985676233	7	0.008772421649820608	16.402839952886165	7	-10.633832188794768	False	LAR	YNG	62	31	4.241280901362126	2.571993143206046	8	0.29186937820439085	False	True	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	RR8_LVR_FLT_LAR_YNG_FL14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1687	flight	RR8_LVR_FLT_LAR_YNG_FL14	FL_LAR_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL14	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_14	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	5.508224415535359	5.6648981691103515	7	0.004810499495726949	17.843588248702563	7	-12.335363833167204	False	LAR	YNG	62	31	3.9089989081963368	2.3535720047648474	8	0.22654823936225754	False	True	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	GC	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	880	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	ISS-T GC 8	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 8	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1	5.804261442094255	6.241781944062547	7	0.002761906411127147	18.941220349550473	7	-13.136958907456219	False	ISS-T	36 {WEEK}	37	19	10.273449890177949	22.64656661057253	10	22.513140997415498	True	True	True	False	False	False	False
