sample	location	feature	profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order	muscle_mean_log2	muscle_median_log2	muscle_markers_over_100	muscle_marker_fraction_percent	liver_mean_log2	liver_markers_over_100	muscle_liver_mean_log2_delta	high_muscle_abundance	collection_inferred	age_label_inferred	accession_group_size	accession_condition_group_size	muscle_mean_log2_robust_z_within_accession	muscle_mean_log2_robust_z_within_accession_condition	stratum_group_size	muscle_mean_log2_robust_z_within_stratum	relative_stratum_outlier	relative_accession_outlier	relative_accession_condition_outlier	candidate_muscle_outlier	candidate_small_group_warning	broad_review_muscle_outlier	review_high_abundance_not_relative
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	FLT	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	865	flight	Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	LAR Flight 5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR Flight 5	Liver		Space Flight	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	1	3.696878468460516	3.9534452978042594	1	0.0025736285155043195	16.061950447950505	7	-12.365071979489988	False	LAR	36 {WEEK}	37	18	4.119322294972992	1.8053303654076498	10	5.073016812455155	True	True	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	RR8_LVR_FLT_LAR_YNG_FL17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1688	flight	RR8_LVR_FLT_LAR_YNG_FL17	FL_LAR_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL17	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_17	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.6993150940629507	3.903677461028802	0	0.002116192720260239	15.974717652768438	7	-12.275402558705487	False	LAR	YNG	62	31	1.604143179779807	0.838505818520213	8	-0.22654823936225735	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	RR8_LVR_FLT_LAR_OLD_FL4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1682	flight	RR8_LVR_FLT_LAR_OLD_FL4	FL_LAR_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL4	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_04	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.7262387636973733	3.321928094887362	1	0.0018031307360556281	16.556515710001317	7	-12.830276946303943	False	LAR	OLD	62	31	1.6384484782545703	0.8610559491367836	7	0.0	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_LAR_YNG_GL1	GC	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	RR8_LVR_GC_LAR_YNG_GL1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1720	ground_control	RR8_LVR_GC_LAR_YNG_GL1	HC_LAR_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL1	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_01	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.1757713585225895	3.5221970596792267	0	0.0017754033198057158	16.597867231592677	7	-13.422095873070088	False	LAR	YNG	62	31	0.9370601128659984	1.355571936732353	6	2.2818271609646126	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	GC	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	RR8_LVR_GC_ISS-T_YNG_GI8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1711	ground_control	RR8_LVR_GC_ISS-T_YNG_GI8	HC_ISS_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI8	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_08	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	4.0824596995318245	4.583709072915869	1	0.0015044418921398622	18.269168265573512	7	-14.186708566041688	False	ISS-T	YNG	62	31	2.092334062674926	2.9206506015386844	9	1.4354945564397972	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	FLT	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	RR8_LVR_FLT_ISS-T_OLD_FI13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1660	flight	RR8_LVR_FLT_ISS-T_OLD_FI13	FL_ISS_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_OLD_FI13	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_13	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.8512665672973987	3.9164450070823706	0	0.0014484550005357637	17.354875895599527	7	-13.503609328302128	False	ISS-T	OLD	62	31	1.7977549984422663	0.9657739664117712	8	1.9240604459686412	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	FLT	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	RR8_LVR_FLT_ISS-T_OLD_FI19	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1666	flight	RR8_LVR_FLT_ISS-T_OLD_FI19	FL_ISS_19	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_OLD_FI19	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_19	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.5034885368398165	3.69615871138938	0	0.0012466288008523342	17.408160152455117	7	-13.904671615615301	False	ISS-T	OLD	62	31	1.3546271002095835	0.67448975	8	1.4404495185837811	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1696	ground_control	RR8_LVR_GC_ISS-T_OLD_GI14	HC_ISS_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_14	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.2357379004294855	3.084962500721156	0	0.0011002601758576256	17.383785914783694	7	-14.148048014354208	False	ISS-T	OLD	62	31	1.0134676065898607	1.4590830894579199	10	2.544677041616627	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_LAR_OLD_GL11	GC	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	RR8_LVR_GC_LAR_OLD_GL11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1713	ground_control	RR8_LVR_GC_LAR_OLD_GL11	HC_LAR_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL11	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_11	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.141948447500672	3.0	0	0.0010357088977946825	17.196865230491376	7	-14.054916782990704	False	LAR	OLD	62	31	0.8939640166188221	1.29718857165773	6	0.5096473327642582	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_LAR_OLD_GL4	GC	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	RR8_LVR_GC_LAR_OLD_GL4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1717	ground_control	RR8_LVR_GC_LAR_OLD_GL4	HC_LAR_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL4	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_04	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.06734767381518	3.160964047443681	0	0.0010275487609861715	16.54666252558937	7	-13.47931485177419	False	LAR	OLD	62	31	0.7989100420871673	1.168416562586512	6	0.42265692968823587	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	FLT	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	RR8_LVR_FLT_ISS-T_YNG_FI5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1673	flight	RR8_LVR_FLT_ISS-T_YNG_FI5	FL_ISS_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_YNG_FI5	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_05	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.449282782863287	3.4351823597917024	0	0.0009950902534286517	17.851819575824106	7	-14.402536792960818	False	ISS-T	YNG	62	31	1.2855598224401006	0.629089295718031	8	2.360714999251231	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	GC	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	RR8_LVR_GC_ISS-T_YNG_GI9	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1712	ground_control	RR8_LVR_GC_ISS-T_YNG_GI9	HC_ISS_09	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI9	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_09	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.0369538041414996	3.084962500721156	0	0.0009722912208507898	17.012288483455077	7	-13.975334679313576	False	ISS-T	YNG	62	31	0.7601831231672594	1.1159522318836022	9	0.3507820400074295	False	False	False	False	False	False	False
