space	pc1_variance_ratio	pc2_variance_ratio	data_source_silhouette_pc1_10	condition_silhouette_pc1_10	sex_silhouette_pc1_10	strain_silhouette_pc1_10
input_log2_cpm	0.23010313510894775	0.14066901803016663	0.10776785761117935	0.0023385477252304554	0.1675671935081482	0.06537038087844849
mober_projected_onto_OSD-379	0.39503103494644165	0.24594831466674805	-0.01723668724298477	0.0010582937393337488	0.22625310719013214	0.02453283965587616
mober_latent_onto_OSD-379			-0.04925820603966713	-4.88029581902083e-05	0.2713255286216736	0.0030390743631869555
