gene_list	rank	go	description	category	logp	logq	enrichment	hits
GC_cluster_04	5	R-MMU-8953854	Metabolism of RNA	Reactome Gene Sets	-14.0	-12.0	2.2	Apobec1|Hnrnpd|Cdk7|Mnat1|Polr2k|Rbmx|Rnps1|Slbp|Snrpc|Snrpd1|Wbp4|Gtf2h2|Rngtt|Prmt5|Cherp|Usp39|Cnot11|Bysl|Snrpa|Cnot4|Ddx20|Nop58|Ppie|Tcerg1|Mettl3|Wdr12|Nup160|Nip7|Gemin2|Snrnp27|Ccnh|Rae1|Nkap|Rpp14|Zcrb1|Utp11|Rnpc3|Eri1|Ppil4|Gpatch1|Cwc25|Mfap1a|Polr2g|Snrnp48|Rnmt|Mphosph10|Ncbp2|Upf3b|Ddx39a|Ppil1|Nol11|Snrpa1|Prpf31|Tut1|Ppil3|Zc3h11a|Sugp1|Zcchc8|Prpf3|Riok1|Ppp2r2a|Ndc1|Wdr75|Smg8|Nop14|Dcp1a|Smndc1|Snip1|Ddx52|Cwc22|Gtf2f1|Clp1|Imp3|Utp15|Pom121|Srsf9|Fam50a|Tgs1|Casc3|Utp14b|Sde2|Gtf2h3|Papolg|Gemin5|Rrp36|Thoc1|Nup188|Cstf3|Isg20l2|Prpf38a|Yrdc|Cnot3|Nup133|Ppwd1|Polr2h|Nup54|Edc3|Ltv1|Nup85|Wdr70|Mfap1b
GC_cluster_05	1	GO:0010496	intercellular transport	GO Biological Processes	-16.0	-14.0	2.2	Ap3b1|Ap3s1|Atf2|Atp6v1b2|Bet1|Cdkn1b|Dyrk1a|Eif4e|Fmr1|Gdi1|Hnrnpa1|Elavl1|Kif16b|Kpna3|Kpna6|Grpel2|Bloc1s5|Nfatc3|Nup50|Pkd2|Plcb1|Med1|Ppp3ca|Ppp3r1|Nup88|Pex2|Rabggtb|Atxn1|Sec22b|Stam|Tex261|Tfg|Timm17a|Tsg101|Ube2i|Slc30a4|Sec23b|Vps25|Ero1a|Spast|Tmem38b|Nxf1|Gosr1|Vti1b|Rab11a|Copg2|Snx3|Abcb10|Becn1|Stx5a|Vps29|Tbk1|Vapb|Gsk3b|Stk4|Sarnp|Dnajc15|Sec61b|Thoc7|Nemf|Atp6v1c1|Slc30a7|Chtop|Erlec1|Trappc13|Chmp1b2|Chmp1b|Timm21|Yipf5|Mrpl18|Slc25a37|Dnajc19|Stx17|Rab32|Rnf115|Yipf4|Micu2|Chmp2b|Slc30a5|Fyttd1|Slc25a32|Vps36|Atp6ap2|Trak2|Pex1|Pnpt1|Tmem87b|Iws1|Atp6v1d|Plce1|Mcur1|Ipo11|Snx27|Steep1|Sfxn2|Nmd3|Slc15a4|Xpo1|Atp6v1h|Selenos|Cse1l|Erc1|Acbd3|Nup155|Cln5|Scyl2|Prepl|Nup153|Tomm22|Ythdc1|Heatr3|Slc17a5|Nxt2|Ranbp6|Vps54|Nup98|Dop1a|Trappc11|Cog3|Rbm33
GC_cluster_05	2	GO:0032446	protein modification by small protein conjugation	GO Biological Processes	-14.0	-12.0	2.2	Birc2|Ate1|Atm|Fem1b|Mdm2|Pias2|Med1|Pex2|Rbbp6|Rnf7|Tnfaip1|Tnks|Ttc3|Ube2e3|Ube2e1|Ube2i|Uba3|Sumo1|Ubr1|Arih2|Usp25|Rnf19a|Fbh1|Fbxl17|Fbxl3|Uba2|Ccnc|Ube2k|Ube2j1|Rbx1|Pias1|Ube2l6|Marchf7|Crbn|Ppil2|Cdc26|Rnf181|Uba5|Ube2w|Appbp2|Herc6|Peli1|Socs4|Ufl1|Rnf115|Ube2f|Eloc|Rchy1|Klhdc2|Cdc16|Ube2q1|Wdr77|Ube2v2|Fbxo9|Cul2|Fbxo22|Cul4b|Dcaf6|Rnf6|Nfx1|Kcmf1|Usp38|Cul5|Rnf139|Dcun1d5|Rnft1|Nt5c2|Klhl2|Msl2|Wsb1|Trim2|Ube2n|Peli2|Rnf111|Trim33|Wwtr1|Zfp451|Dcun1d4|Fbxw11|Topors|Fbxo38|Uhrf2|Ube2q2|Rnf20|Asb13|Sumo2|Rnf185|Kbtbd2|Senp6|Cdc27|Dcaf13|Marchf2|Pja2|Fbxo11|Nae1|Rfwd3|Dcaf10|Cdk8|Shprh|Rnf217|Ube2z|Rnf152|Dcaf1
GC_cluster_05	3	R-MMU-72203	Processing of Capped Intron-Containing Pre-mRNA	Reactome Gene Sets	-12.0	-11.0	2.8	Aqr|Eif4e|Srsf10|Hnrnpa1|Nup50|Nup88|Rbbp6|Sap18|Srsf2|Tra2b|Snrpe|Snu13|Ik|Cpsf2|Srrm1|Nxf1|Cpsf3|Wtap|Ppil2|Cwc15|Sarnp|Thoc7|Snw1|Zmat2|Chtop|Fip1l1|Rbm7|Prpf18|Luc7l3|U2surp|Bcas2|Nudt21|Srsf11|Fyttd1|Cdc5l|Cdc40|Ddx42|Seh1l|Mtrex|Smu1|Wdr33|Hnrnpr|Pcf11|Rbm17|Steep1|Lsm6|Cstf2t|Rbm5|Sf3b3|Nup155|Nup153|Srsf7|Ppig|Bud31|Cwf19l2|Nup98|Cpsf6
GC_cluster_05	4	R-MMU-8953854	Metabolism of RNA	Reactome Gene Sets	-11.0	-9.2	2.1	Aqr|Eif4e|Srsf10|Emg1|Gtf2h1|Hnrnpa1|Elavl1|Rps2|Nup50|Cnot7|Nup88|Rbbp6|Rpl29|Sap18|Srsf2|Tra2b|Snrpe|Snu13|Zfp36|Ik|Gnl3|Cpsf2|Srrm1|Krr1|Nxf1|Cpsf3|Ddx21|Psmd14|Wtap|Ppil2|Cwc15|Sarnp|Thoc7|Pno1|Snw1|Gtf2h5|Zmat2|Chtop|Fip1l1|Rbm7|Riok2|Prpf18|Luc7l3|U2surp|Rpl22l1|Bcas2|Nudt21|Srsf11|Fyttd1|Wdr77|Cdc5l|Cdc40|Ddx42|Cnot2|Seh1l|Mtrex|Wdr43|Rbm26|Smu1|Wdr33|Hnrnpr|Pcf11|Rbm17|Steep1|Lsm6|Cstf2t|Rbm5|Sf3b3|Xpo1|Smg6|Nup155|Utp6|Heatr1|Nup153|Dcaf13|Srsf7|Wdr36|Smg7|Ppig|Ythdc1|Bud31|Cwf19l2|Nup98|Cpsf6|Rpl5
GC_cluster_05	5	GO:0016567	protein ubiquitination	GO Biological Processes	-10.0	-8.6	2.0	Birc2|Ate1|Atm|Fem1b|Mdm2|Med1|Pex2|Rbbp6|Rnf7|Tnfaip1|Tnks|Ttc3|Ube2e3|Ube2e1|Ubr1|Arih2|Usp25|Rnf19a|Fbh1|Fbxl17|Fbxl3|Ccnc|Ube2k|Ube2j1|Rbx1|Ube2l6|Marchf7|Crbn|Ppil2|Cdc26|Rnf181|Ube2w|Appbp2|Herc6|Peli1|Socs4|Rnf115|Eloc|Rchy1|Klhdc2|Cdc16|Ube2q1|Wdr77|Ube2v2|Fbxo9|Cul2|Fbxo22|Cul4b|Dcaf6|Rnf6|Nfx1|Kcmf1|Usp38|Cul5|Rnf139|Rnft1|Nt5c2|Klhl2|Msl2|Wsb1|Trim2|Ube2n|Peli2|Rnf111|Trim33|Wwtr1|Fbxw11|Topors|Fbxo38|Uhrf2|Ube2q2|Rnf20|Asb13|Rnf185|Kbtbd2|Cdc27|Dcaf13|Marchf2|Pja2|Fbxo11|Rfwd3|Dcaf10|Cdk8|Shprh|Rnf217|Ube2z|Rnf152|Dcaf1
GC_cluster_06	1	GO:0006259	DNA metabolic process	GO Biological Processes	-7.8	-6.7	1.9	Axin2|E4f1|Ercc2|Fhit|Gtf2h4|Prmt1|Mcm3|Mcm2|Pms2|Pola2|Pold2|Prim1|Rad51b|Rnaseh1|Rpa2|Ruvbl2|Tcf3|Terf2|Tert|Timeless|Top3a|Trex1|Ung|Xrcc1|Poli|Skp2|Exosc5|Ercc4|Mcrs1|Slx4|Fzr1|Poll|Dmap1|Pam16|Zfp830|Faap20|Pwwp3a|Rnaseh2c|Ctc1|Dnase1l1|Ap5s1|Tfpt|Rnaseh2a|Ino80b|Rnf126|Mus81|Mad2l2|Ercc8|Fance|Slx1b|Cyren|Nme3|Polh|Hmgb2|Zbtb48|Adprs|Grwd1|Stn1|Exosc4|Actr5|Hdac10|Airim|Dot1l|Prdm9|Wrap53|Paxx|Sesn2|Ap5z1|Hmces|Kmt5c|Atrip|Mpg|Gins2|Mtnap1|Nynrin|Lig4|Iffo1|Fan1|Neil2|Acd
GC_cluster_06	2	R-MMU-73894	DNA Repair	Reactome Gene Sets	-5.3	-4.5	2.1	Ercc2|Gtf2h4|Pms2|Pold2|Rad51b|Rpa2|Terf2|Timeless|Top3a|Ung|Xrcc1|Poli|Cops7b|Ercc4|Mcrs1|Slx4|Poll|Pias4|Zfp830|Faap20|Polr2d|H4c8|Tfpt|Ino80b|Mus81|Mad2l2|Ercc8|Fance|Slx1b|Polh|H4c14|Adprs|Kdm4b|Pias3|H2aj|Atrip|Mpg|H2bc6|Lig4|Fan1|Neil2|Acd|Isg15
GC_cluster_06	3	mmu03460	Fanconi anemia pathway - Mus musculus (house mouse)	KEGG Pathway	-5.3	-4.4	4.0	Hes1|Pms2|Rpa2|Top3a|Poli|Ercc4|Slx4|Mus81|Telo2|Fance|Slx1b|Polh|Atrip|Fan1
GC_cluster_06	4	GO:0051054	positive regulation of DNA metabolic process	GO Biological Processes	-5.0	-4.2	2.0	Bax|Bcl7c|Ercc2|Fgfr1|Prmt1|Igf1r|Prkcd|Prkcq|Pms2|Ruvbl2|Terf2|Tgfb1|Timeless|Wiz|Skp2|Cbx8|Mcrs1|Slx4|Whr1|Pias4|Dmap1|Ctc1|Tfpt|Ino80b|Meaf6|Rnf126|Mad2l2|Ercc8|Mrgbp|Slx1b|Cyren|Smarcd1|Prkd2|Stn1|E2f8|Actr5|Hdac10|Prdm9|Wrap53|Hmces|Kmt5c|Mtnap1|Acd
GC_cluster_06	5	GO:0045911	positive regulation of DNA recombination	GO Biological Processes	-4.5	-3.7	3.0	Ercc2|Prmt1|Pms2|Ruvbl2|Tgfb1|Timeless|Skp2|Pias4|Dmap1|Meaf6|Rnf126|Mad2l2|Mrgbp|Prdm9|Wrap53|Hmces|Kmt5c
GC_cluster_07	1	R-MMU-9909649	Regulation of PD-L1(CD274) transcription	Reactome Gene Sets	-12.0	-11.0	5.9	H2ac18|H3c15|H3c8|H3c3|H3c4|H3c2|H3c10|H3c11|H3c13|H4c11|H4c12|H2ac6|H2ac7|H2ac11|H2ac15|H2ac4|H2bc7|H2bc9|H2bc11|H2bc15|H2ac13|H4c2|H3c1|H4c17
GC_cluster_07	2	R-MMU-2299718	Condensation of Prophase Chromosomes	Reactome Gene Sets	-12.0	-11.0	5.6	H2ac18|Plk1|H3c15|H3c8|H3c3|H3c4|H3c2|H3c10|H3c11|H3c13|H4c11|H4c12|H2ac6|H2ac7|H2ac11|H2ac15|H2ac4|H2bc7|H2bc9|H2bc11|H2bc15|H2ac13|H4c2|H3c1|H4c17
GC_cluster_07	3	R-MMU-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	Reactome Gene Sets	-12.0	-10.0	5.6	H2ac18|H3c15|H3c8|H3c3|H3c4|H3c2|H3c10|H3c11|H3c13|H4c11|H4c12|H2ac6|H2ac7|H2ac11|H2ac15|H2ac4|H2bc7|H2bc9|H2bc11|H2bc15|H2ac13|H4c2|H3c1|H4c17
GC_cluster_07	4	R-MMU-9851695	Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	Reactome Gene Sets	-12.0	-10.0	5.6	H2ac18|H3c15|H3c8|H3c3|H3c4|H3c2|H3c10|H3c11|H3c13|H4c11|H4c12|H2ac6|H2ac7|H2ac11|H2ac15|H2ac4|H2bc7|H2bc9|H2bc11|H2bc15|H2ac13|H4c2|H3c1|H4c17
GC_cluster_07	5	R-MMU-9764725	Negative Regulation of CDH1 Gene Transcription	Reactome Gene Sets	-11.0	-10.0	5.1	H2ac18|Twist1|H3c15|H3c8|H3c3|H3c4|H3c2|H3c10|H3c11|H3c13|H4c11|H4c12|H2ac6|H2ac7|H2ac11|H2ac15|H2ac4|H2bc7|H2bc9|H2bc11|H2bc15|H2ac13|H4c2|H3c1|H4c17
GC_cluster_08	1	mmu00830	Retinol metabolism - Mus musculus (house mouse)	KEGG Pathway	-8.4	-7.3	4.2	Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Hsd17b6|Cyp3a41a|Ugt2b37|Rdh16f2|Cyp2c23|Cyp26b1|Cyp4a12a|Cyp3a44|Ugt1a7c|Cyp4a31|Cyp3a59|Cyp2c69
GC_cluster_08	2	R-MMU-211958	Miscellaneous substrates	Reactome Gene Sets	-7.6	-6.5	8.0	Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp3a41a|Cyp4a12a|Cyp3a44|Cyp4a31|Cyp3a59
GC_cluster_08	3	GO:0070989	oxidative demethylation	GO Biological Processes	-6.4	-5.5	8.2	Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Alkbh1|Cyp3a44|Cyp3a59|Cyp2c69
GC_cluster_08	4	GO:0006805	xenobiotic metabolic process	GO Biological Processes	-6.0	-5.1	3.0	Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a11|Cyp3a16|Cyp4b1|Fmo3|Gstp2|Guk1|Slco1a1|Cyp3a41a|Cyp2j9|Upp2|Abhd10|Cyp2c23|Cyp26b1|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69
GC_cluster_08	5	R-MMU-211897	Cytochrome P450 - arranged by substrate type	Reactome Gene Sets	-6.0	-5.0	4.1	Cyp2a4|Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp51|Tbxas1|Cyp3a41a|Cyp26b1|Cyp2r1|Cyp4a12a|Cyp3a44|Cyp4a31|Cyp3a59
GC_cluster_09	1	mmu05012	Parkinson disease - Mus musculus (house mouse)	KEGG Pathway	-20.0	-17.0	3.9	Atp5pf|Calm1|Calm2|Cox5a|Cox7a2|Cox7c|Cycs|Eif2s1|Gnai3|Itpr1|Kif5b|Coxfa4|Ndufs4|Nfe2l2|Prkacb|Psma2|Psma3|Psmb1|Psmb7|Psmc1|Psmc2|Cox7a2l|Txn1|Ube2l3|Vdac1|Vdac2|Vdac3|Xbp1|Psma1|Psma4|Psma5|Psma6|Slc39a1|Ndufa1|Ndufb5|Ndufa9|Cox7b|Ndufb9|Psmd6|Uqcrh|Uqcrfs1|Sdhd|Psmd12|Psmc6|Ube2g1|Ndufa6|Uqcrb|Ndufb4|Ndufa5|Psmd11|Psmd1|Ndufab1|Atp5pd|Rps27a|Cox6b1|Atf6|Ndufs1|Atp5mc3|Slc39a9
GC_cluster_09	2	R-MMU-9948299	Ribosome-associated quality control	Reactome Gene Sets	-19.0	-17.0	5.2	Psma2|Psma3|Psmb1|Psmb7|Psmc1|Psmc2|Rpl22|Rpl36a|Rpl9|Rps12|Rps17|Rps3a1|Rps4x|Abce1|Psma1|Psma4|Psma5|Psma6|Rpl27a|Rps3|Rps11|Ube2d2a|Rps27|Psmd6|Rps23|Rpl15|Rpl36al|Psmd12|Psmc6|Rpl39|Rps20|Rpl38|Rps27l|Rpl24|Psmd11|Psmd1|Rps25|Rps27a|Ltn1|Rps15a|Rpl23a
GC_cluster_09	3	R-MMU-72766	Translation	Reactome Gene Sets	-18.0	-16.0	3.6	Eif2s1|Eif4a1|Eif4a2|Gspt1|Eif3e|Psma2|Psma3|Psmb1|Psmb7|Psmc1|Psmc2|Rpl22|Rpl36a|Rpl9|Rps12|Rps17|Rps3a1|Rps4x|Abce1|Srp54a|Psma1|Psma4|Psma5|Psma6|Rpl27a|Eif2s3x|Rps3|Srp9|Rps11|Mrpl15|Mrpl50|Gfm1|Eef1b2|Ube2d2a|Rps27|Psmd6|Rps23|Rpl15|Rpl36al|Psmd12|Psmc6|Eef1g|Eif2s2|Rpl39|Rps20|Rpl38|Ppa1|Rps27l|Eif3h|Rpl24|Psmd11|Ptcd3|Psmd1|Ndufab1|Rps25|Rps27a|Ltn1|Etf1|Rps15a|Rpl23a
GC_cluster_09	4	mmu05010	Alzheimer disease - Mus musculus (house mouse)	KEGG Pathway	-15.0	-14.0	3.0	Apc|Atp5pf|Calm1|Calm2|Rb1cc1|Chuk|Cox5a|Cox7a2|Cox7c|Csnk2a1|Cycs|Eif2s1|Hsd17b10|Ide|Ikbkg|Itpr1|Kif5b|Mme|Coxfa4|Ndufs4|Pik3ca|Pik3r1|Psma2|Psma3|Psmb1|Psmb7|Psmc1|Psmc2|Rtn3|Cox7a2l|Vdac1|Vdac2|Vdac3|Xbp1|Mapk1|Psma1|Psma4|Psma5|Psma6|Ulk2|Slc39a1|Ndufa1|Ndufb5|Ndufa9|Cox7b|Ndufb9|Psmd6|Uqcrh|Uqcrfs1|Sdhd|Psmd12|Psmc6|Ndufa6|Uqcrb|Ndufb4|Ndufa5|Rtn4|Psmd11|Psmd1|Ndufab1|Atp5pd|Csnk1a1|Cox6b1|Atf6|Ndufs1|Atp5mc3|Slc39a9
GC_cluster_09	5	mmu05020	Prion disease - Mus musculus (house mouse)	KEGG Pathway	-15.0	-13.0	3.4	Atp5pf|Cox5a|Cox7a2|Cox7c|Csnk2a1|Cycs|Eif2s1|Itpr1|Kif5b|Coxfa4|Ndufs4|Pik3ca|Pik3r1|Prkacb|Psma2|Psma3|Psmb1|Psmb7|Psmc1|Psmc2|Cox7a2l|Vdac1|Vdac2|Vdac3|Mapk1|Mapk14|Psma1|Psma4|Psma5|Psma6|Ndufa1|Ndufb5|Ndufa9|Cox7b|Ndufb9|Psmd6|Uqcrh|Uqcrfs1|Sdhd|Psmd12|Psmc6|Ndufa6|Uqcrb|Ndufb4|Ndufa5|Psmd11|Psmd1|Ndufab1|Atp5pd|Cox6b1|Ndufs1|Atp5mc3
GC_cluster_10	1	GO:0019236	response to pheromone	GO Biological Processes	-12.0	-10.0	6.6	Vmn1r38|Vmn1r16|Vmn1r9|Vmn1r226|Vmn1r227|Vmn1r230|Vmn1r234|Vmn1r73|Vmn1r75|Vmn1r83|Vmn1r214|Vmn1r201|Vmn1r202|Vmn1r193|Vmn1r70|Vmn1r185|Vmn1r82|Vmn1r219|Vmn1r217|Vmn1r211|Vmn1r188|Vmn1r191
GC_cluster_10	2	R-MMU-381753	Olfactory Signaling Pathway	Reactome Gene Sets	-9.5	-8.2	5.9	Or2c1|Or1e17|Or2w1|Or5d14|Or7c70|Or8b3b|Or4d2b|Or2j3|Or2t47|Or3a1|Or1a1b|Or10s1|Or1e16|Or5k1|Or1e32|Or1e34|Or8u9|Or1e21|Or2w3
GC_cluster_10	3	WP41	GPCRs other	WikiPathways	-9.3	-8.0	4.3	Or2a7|Or6a2|Or1e17|Or2w1|Or4c58|Or1ad8|Rrh|Vmn2r107|Vmn2r104|Gpr34|Vmn1r49|Prokr1|Or2ag2b|Vmn1r172|Vmn1r47|Vmn1r42|V1ra8|Vmn1r50|Vmn1r29|Vmn1r14|Or1e1f|Or3a1|Or1a1b|Or1e16|Or1e34
GC_cluster_10	4	GO:0060078	regulation of postsynaptic membrane potential	GO Biological Processes	-6.3	-5.3	4.0	Gabrb1|Gabre|Glra4|Glrb|Gria2|Gria4|Grin1|Hcn1|Nos1|Sez6|Rgs7|Ghrl|Cntnap2|Chrnb4|Chrnb3|Glra3|Grin3a|Nlgn3
GC_cluster_10	5	WP189	GPCRs class A rhodopsin like	WikiPathways	-6.2	-5.3	3.0	Cxcr5|F2rl1|Gpr37|Hrh2|Mc1r|Mc3r|Npy1r|Or2c1|Or6a2|Ptger3|Rrh|Trhr|Gpr34|Or8b12i|Or2ag2b|Or8a1b|Gpr63|Or2ag20|Or8g18|Or8b8|Or8c15|Or8b39|Or2d36|Or2d2|Or10a2|Or10a5
GC_cluster_11	1	mmu05022	Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)	KEGG Pathway	-27.0	-24.0	4.0	App|Araf|Atf4|Atp5mc1|Capn2|Ccs|Cox5b|Cox6a1|Cox8a|Csnk2b|Dvl1|Itpr2|Lrp5|Rab8a|Psmd7|Ndufa2|Ndufv1|Sigmar1|Plcg1|Psen2|Psmb6|Psmc3|Psmc5|Psmd4|Atxn2|Sem1|Sptbn2|Tnfrsf1a|Psmd3|Tuba1b|Tuba4a|Tuba1c|Tubb2a|Tubb5|Uba52|Ulk1|Uqcrq|Uqcrc1|Psmc4|Psmd13|Map2k3|Psma7|Psmb2|Psmb3|Actr1a|Adrm1|Mtor|Psmd8|Park7|Atp5f1d|Sdhc|Ndufa3|Uqcr10|Ndufa7|Cyc1|Ndufb3|Uqcr11|Ndufb7|Atp5f1e|Ndufa13|Ndufb8|Ndufa10|Map1lc3b|Sdhb|Ndufa8|Pink1|Dctn2|Als2|Wipi2|Atg2b|Ndufv3|Ern1|Ndufb11|Raf1|Mfn2|Zfyve1|Ndufs8|Actr1b|Tubb4b|Ndufs6|Ndufs5
GC_cluster_11	2	mmu05012	Parkinson disease - Mus musculus (house mouse)	KEGG Pathway	-26.0	-24.0	5.3	Atf4|Atp5mc1|Cox5b|Cox6a1|Cox8a|Gnai2|Slc39a7|Itpr2|Psmd7|Ndufa2|Ndufv1|Plcg1|Psmb6|Psmc3|Psmc5|Psmd4|Sem1|Psmd3|Tuba1b|Tuba4a|Tuba1c|Tubb2a|Tubb5|Uba52|Uqcrq|Uqcrc1|Psmc4|Psmd13|Psma7|Psmb2|Psmb3|Adrm1|Txn2|Psmd8|Park7|Atp5f1d|Sdhc|Ndufa3|Uqcr10|Ndufa7|Cyc1|Ndufb3|Uqcr11|Ndufb7|Atp5f1e|Ndufa13|Ndufb8|Ndufa10|Sdhb|Ndufa8|Pink1|Ndufv3|Ern1|Ndufb11|Mfn2|Ndufs8|Tubb4b|Ndufs6|Ndufs5
GC_cluster_11	3	mmu05016	Huntington disease - Mus musculus (house mouse)	KEGG Pathway	-26.0	-23.0	5.0	Ap2a2|Ap2m1|Atp5mc1|Clta|Cox5b|Cox6a1|Cox8a|Crebbp|Psmd7|Ndufa2|Ndufv1|Psmb6|Psmc3|Psmc5|Psmd4|Sem1|Tgm2|Psmd3|Tuba1b|Tuba4a|Tuba1c|Tubb2a|Tubb5|Ulk1|Uqcrq|Uqcrc1|Psmc4|Psmd13|Psma7|Psmb2|Psmb3|Actr1a|Adrm1|Mtor|Psmd8|Atp5f1d|Sdhc|Ndufa3|Uqcr10|Ndufa7|Cyc1|Ndufb3|Uqcr11|Ndufb7|Atp5f1e|Ndufa13|Ndufb8|Ndufa10|Sdhb|Ndufa8|Dctn2|Ap2b1|Wipi2|Atg2b|Ndufv3|Ern1|Ndufb11|Ndufs8|Actr1b|Tubb4b|Ndufs6|Ndufs5
GC_cluster_11	4	mmu05014	Amyotrophic lateral sclerosis - Mus musculus (house mouse)	KEGG Pathway	-25.0	-23.0	4.4	Atf4|Atp5mc1|Ccs|Cox5b|Cox6a1|Cox8a|Rab8a|Psmd7|Ndufa2|Ndufv1|Sigmar1|Pfn1|Psmb6|Psmc3|Psmc5|Psmd4|Atxn2|Sem1|Tnfrsf1a|Psmd3|Tuba1b|Tuba4a|Tuba1c|Tubb2a|Tubb5|Ulk1|Uqcrq|Uqcrc1|Psmc4|Psmd13|Map2k3|Psma7|Psmb2|Psmb3|Actr1a|Adrm1|Mtor|Psmd8|Atp5f1d|Sdhc|Ndufa3|Uqcr10|Ndufa7|Cyc1|Ndufb3|Uqcr11|Ndufb7|Atp5f1e|Ndufa13|Ndufb8|Ndufa10|Map1lc3b|Sdhb|Ndufa8|Pink1|Dctn2|Als2|Wipi2|Atg2b|Ndufv3|Ern1|Ndufb11|Sec13|Ndufs8|Actr1b|Tubb4b|Ndufs6|Ndufs5
GC_cluster_11	5	mmu05010	Alzheimer disease - Mus musculus (house mouse)	KEGG Pathway	-25.0	-22.0	4.2	Akt2|App|Araf|Atf4|Atp5mc1|Capn2|Cox5b|Cox6a1|Cox8a|Csnk2b|Dvl1|Slc39a7|Ikbkb|Irs1|Itpr2|Lrp5|Psmd7|Ndufa2|Ndufv1|Psen2|Psmb6|Psmc3|Psmc5|Psmd4|Sem1|Tnfrsf1a|Psmd3|Tuba1b|Tuba4a|Tuba1c|Tubb2a|Tubb5|Ulk1|Uqcrq|Uqcrc1|Bace1|Psmc4|Psmd13|Psma7|Psmb2|Psmb3|Adrm1|Mtor|Psmd8|Ncstn|Atp5f1d|Sdhc|Ndufa3|Uqcr10|Ndufa7|Cyc1|Ndufb3|Uqcr11|Ndufb7|Atp5f1e|Ndufa13|Ndufb8|Ndufa10|Sdhb|Ndufa8|Wipi2|Atg2b|Ndufv3|Ern1|Ndufb11|Raf1|Ndufs8|Tubb4b|Ndufs6|Ndufs5
GC_cluster_12	1	GO:0044282	small molecule catabolic process	GO Biological Processes	-62.0	-58.0	8.0	Acadl|Acadm|Acadvl|Acox1|Adh1|Adh5|Aldh1a1|Aldh2|Mat1a|Apoe|Arg1|Ass1|Cbs|Cdo1|Ces1g|Cpt1a|Ces1c|Esd|Fabp1|Fah|Ftcd|Gapdh|Glul|Hagh|Glud1|Gnmt|Got1|Got2|Gstz1|Hadh|Hal|Hao1|Hgd|Hpd|Hsd17b4|Khk|Ldha|Phyh|Oat|Otc|Pah|Pcx|Pgk1|Pon1|Pipox|Pten|Abcd3|Sord|Shmt1|Tpi1|Uox|Eci2|Slc27a2|Aass|Ech1|Acaa2|Abhd2|Tdo2|Hacl1|Akr1a1|Hibadh|Cyp4f14|Etfdh|Pccb|Dhdh|Pgm1|Crot|Ehhadh|Sult2a8|Dlst|Acox2|Echs1|Hadha|Kmo|Dpyd|Hsd3b7|Acad11|Upb1|Cyp27a1|Ces1d|Gldc|Aldh6a1|Aldh1l1|Haao|Glo1|Acat1|Aldh7a1|Etfa|Akr1d1|Aldh4a1|Tkfc|Aldob|Hadhb|Ces1f|Tat|Glyctk|Acaa1b|Uroc1|Abat|Gcdh
GC_cluster_12	2	GO:0032787	monocarboxylic acid metabolic process	GO Biological Processes	-53.0	-50.0	5.9	Acadl|Acadm|Acadvl|Acox1|Adh1|Adh5|Aldh1a1|Apoe|Baat|Ces1g|Abcc2|Comt|Cp|Cpt1a|Cyp1a2|Cyp2a12|Cyp2a5|Cyp2c29|Cyp2c37|Cyp2d10|Cyp2e1|Cyp2f2|Cyp2j5|Cyp8b1|Dbi|Ephx1|Ephx2|Ces1c|Fabp1|Acsl1|Fah|Fasn|Gapdh|Gpam|Gpx1|Gstm1|Gstp1|Hadh|Hao1|Lipc|Hsd17b4|Khk|Ldha|Lipa|Phyh|Mttp|Npc1|Pgk1|Pklr|Abcd3|Scd1|Sord|Tpi1|Mgll|Eci2|Slc27a2|Slc27a5|Abcb11|Angptl3|Ech1|Acaa2|Elovl2|Abhd2|Mpc1|Fads2|Hacl1|Akr1a1|Cyp4f14|Etfdh|Pccb|Adipor2|Elovl5|Ubr4|Ugt2a3|Crot|Ehhadh|Errfi1|Acbd5|Fads1|Cyp2d26|Sult2a8|Akr1c6|Acox2|Echs1|Hadha|Kmo|Cyp4v3|Acad11|Cyp27a1|Acly|Ces1d|Akr1c14|Cyp2c50|Glyat|Cyb5a|Acat1|Etfa|Acsm1|Akr1d1|Tkfc|Cyp2c70|Aldob|Hadhb|Ces1f|Acaa1b|Aldh8a1|Gcdh|Cyp2c54|Acsl5|Gpx4
