gene_id	x	y	consensus
ENSMUSG00000029422	-0.18220049	0.16212082	4
ENSMUSG00000076126	0.19864994	-0.047676563	0
ENSMUSG00000049036	0.19855279	-0.047636986	0
ENSMUSG00000029577	-0.33207625	0.10306859	3
ENSMUSG00000040746	-0.13163024	0.095458984	4
ENSMUSG00000020590	-0.42111248	0.22864294	3
ENSMUSG00000030263	0.16620976	-0.027478695	1
ENSMUSG00000038914	-0.39670843	0.1893177	3
ENSMUSG00000026878	-0.83562493	0.22705626	3
ENSMUSG00000093241	0.19856948	-0.047579765	6
ENSMUSG00000030098	-0.97774076	-0.39011598	5
ENSMUSG00000078908	0.091367185	0.016585588	2
ENSMUSG00000025056	0.19862443	-0.047659636	0
ENSMUSG00000090129	0.19705003	-0.046260595	0
ENSMUSG00000026407	-0.08632779	-0.2295146	9
ENSMUSG00000034239	0.19861507	-0.047656775	0
ENSMUSG00000020818	0.108629405	0.0072693825	1
ENSMUSG00000060038	0.13500714	-0.009503365	1
ENSMUSG00000020029	-1.1010618	0.20857191	5
ENSMUSG00000085958	0.19070625	-0.039809704	8
ENSMUSG00000024292	-1.0954661	0.117608786	5
ENSMUSG00000111356	0.19826955	-0.047363758	0
ENSMUSG00000016831	-0.21542686	0.15026641	4
ENSMUSG00000024791	0.19608134	-0.045945406	0
ENSMUSG00000028398	-0.015864432	0.07265949	2
ENSMUSG00000113338	0.19863653	-0.04766798	0
ENSMUSG00000022586	0.19765455	-0.047017813	0
ENSMUSG00000091034	0.19861984	-0.047649622	0
ENSMUSG00000056204	-0.30124828	0.14053917	3
ENSMUSG00000065472	0.19865197	-0.047676563	0
ENSMUSG00000056197	0.19865197	-0.047676563	0
ENSMUSG00000031986	0.10791397	0.010983944	1
ENSMUSG00000086259	0.19821626	-0.047404528	0
ENSMUSG00000000244	0.18466395	-0.0373528	1
ENSMUSG00000027519	-0.14556706	0.11304355	4
ENSMUSG00000061086	0.193658	-0.04473734	0
ENSMUSG00000056290	0.16310436	-0.016937017	1
ENSMUSG00000068206	0.10378039	0.00029993057	1
ENSMUSG00000077815	0.1980505	-0.047205925	0
ENSMUSG00000021208	0.15097743	-0.016052723	1
ENSMUSG00000088054	0.19801885	-0.047207355	0
ENSMUSG00000024998	-0.052284896	0.08406258	4
ENSMUSG00000047248	0.0516932	0.04228711	2
ENSMUSG00000027981	0.042729855	0.076628685	2
ENSMUSG00000039683	0.19486344	-0.04535222	0
ENSMUSG00000047117	0.19832891	-0.04743862	0
ENSMUSG00000030278	0.1527201	-0.022811174	2
ENSMUSG00000037419	0.14795482	-0.015230656	1
ENSMUSG00000099616	0.19831532	-0.047376394	0
ENSMUSG00000022208	0.19741124	-0.04670167	0
ENSMUSG00000055197	0.19858581	-0.04764223	0
ENSMUSG00000059632	0.19864798	-0.047673702	0
ENSMUSG00000064823	0.19756782	-0.046885252	0
ENSMUSG00000095629	0.1976704	-0.046727657	6
ENSMUSG00000034829	0.19789797	-0.047060728	0
ENSMUSG00000029380	0.0033492446	0.06877303	7
ENSMUSG00000073001	0.19863462	-0.047667027	0
ENSMUSG00000031073	0.19827735	-0.04733181	0
ENSMUSG00000028047	0.19333369	-0.046792746	1
ENSMUSG00000039196	-2.1699028	-0.6965189	5
ENSMUSG00000032673	0.0016584992	0.083498955	2
ENSMUSG00000096584	0.1986478	-0.047673464	0
ENSMUSG00000022773	0.18467075	-0.03584957	1
ENSMUSG00000078597	0.04082018	0.018834352	7
ENSMUSG00000021494	0.015325725	0.041101933	2
ENSMUSG00000050248	0.1839245	-0.041247845	1
ENSMUSG00000003752	0.14579862	-0.01560545	1
ENSMUSG00000037353	0.0038336515	0.0598011	2
ENSMUSG00000022096	0.192442	-0.046293736	1
ENSMUSG00000091311	0.19862354	-0.04766035	0
ENSMUSG00000096436	0.19430125	-0.04320717	6
ENSMUSG00000021661	0.11080229	0.014543533	1
ENSMUSG00000039620	0.17761749	-0.03159809	1
ENSMUSG00000033765	0.19833332	-0.04744482	0
ENSMUSG00000032584	0.1952079	-0.04618478	0
ENSMUSG00000072884	0.18833715	-0.039656162	1
ENSMUSG00000066896	0.19799888	-0.047118187	0
ENSMUSG00000094606	0.19862616	-0.047634125	6
ENSMUSG00000032783	0.19718498	-0.046755314	0
ENSMUSG00000029093	0.19619912	-0.046866894	0
ENSMUSG00000030254	0.17378479	-0.027401924	1
ENSMUSG00000077991	0.19864696	-0.047673225	0
ENSMUSG00000021090	0.19750267	-0.046727657	0
ENSMUSG00000094687	0.1986478	-0.047673464	0
ENSMUSG00000055013	0.06274849	0.022891045	2
ENSMUSG00000038204	0.19276577	-0.055287838	1
ENSMUSG00000020629	-0.5755728	0.25846815	3
ENSMUSG00000030881	0.10838634	0.0061159134	2
ENSMUSG00000030662	-0.39238572	0.1627307	3
ENSMUSG00000020570	-0.30867106	0.19601369	3
ENSMUSG00000024401	0.19650102	-0.046293497	0
ENSMUSG00000108885	0.19860882	-0.04764819	0
ENSMUSG00000029015	0.19847268	-0.04753232	0
ENSMUSG00000045179	0.1986478	-0.047673464	0
ENSMUSG00000063779	0.19856769	-0.04759574	6
ENSMUSG00000070531	0.19863254	-0.047663927	0
ENSMUSG00000074183	0.18965775	-0.04010129	0
ENSMUSG00000042849	0.19723827	-0.046433687	0
ENSMUSG00000069939	0.19045591	-0.042419195	1
ENSMUSG00000025873	-0.29824063	0.15866446	3
ENSMUSG00000034456	-1.4793328	-0.059853077	5
ENSMUSG00000070817	0.1886856	-0.03876424	1
ENSMUSG00000024294	-0.849881	0.23075962	3
ENSMUSG00000066463	0.19860476	-0.04763007	6
ENSMUSG00000035376	-0.15022996	0.13924646	4
ENSMUSG00000044252	-0.80971634	0.23112583	3
ENSMUSG00000055917	-0.00013881922	0.09050417	2
ENSMUSG00000071815	0.19863951	-0.04766965	0
ENSMUSG00000068882	-0.35434726	0.21039748	3
ENSMUSG00000022685	0.024989009	0.0638957	2
ENSMUSG00000036292	-0.21612361	0.19091225	4
ENSMUSG00000041202	0.19469422	-0.044610977	0
