gene_id	gmm	hdbscan	spectral	consensus
ENSMUSG00000029422	7	1	11	3
ENSMUSG00000076126	10	0	1	2
ENSMUSG00000049036	10	7	1	10
ENSMUSG00000029577	7	1	7	3
ENSMUSG00000040746	18	1	16	5
ENSMUSG00000020590	19	1	7	3
ENSMUSG00000030263	8	5	18	1
ENSMUSG00000038914	19	1	7	3
ENSMUSG00000026878	16	0	4	7
ENSMUSG00000093241	10	6	19	0
ENSMUSG00000030098	1	0	4	7
ENSMUSG00000078908	0	3	24	9
ENSMUSG00000025056	10	0	21	2
ENSMUSG00000090129	10	6	9	0
ENSMUSG00000026407	2	3	0	12
ENSMUSG00000034239	10	6	19	0
ENSMUSG00000020818	0	4	8	4
ENSMUSG00000060038	0	4	5	4
ENSMUSG00000020029	1	0	4	7
ENSMUSG00000085958	8	5	20	1
ENSMUSG00000024292	1	0	4	7
ENSMUSG00000111356	10	6	3	0
ENSMUSG00000016831	7	1	11	3
ENSMUSG00000024791	10	6	9	0
ENSMUSG00000028398	18	2	2	6
ENSMUSG00000113338	10	6	10	0
ENSMUSG00000022586	10	6	3	0
ENSMUSG00000091034	10	0	1	2
ENSMUSG00000056204	7	1	11	3
ENSMUSG00000065472	10	0	15	2
ENSMUSG00000056197	10	0	14	2
ENSMUSG00000031986	0	4	8	4
ENSMUSG00000086259	10	6	19	0
ENSMUSG00000000244	8	5	6	1
ENSMUSG00000027519	18	1	11	3
ENSMUSG00000061086	10	5	12	8
ENSMUSG00000056290	8	5	22	1
ENSMUSG00000068206	0	4	24	4
ENSMUSG00000077815	10	6	19	0
ENSMUSG00000021208	0	4	5	4
ENSMUSG00000088054	10	6	3	0
ENSMUSG00000024998	18	1	0	5
ENSMUSG00000047248	0	2	2	6
ENSMUSG00000027981	0	2	2	6
ENSMUSG00000039683	10	5	12	8
ENSMUSG00000047117	10	6	3	0
ENSMUSG00000030278	2	4	8	4
ENSMUSG00000037419	8	4	5	1
ENSMUSG00000099616	10	6	19	0
ENSMUSG00000022208	10	6	23	0
ENSMUSG00000055197	10	8	1	10
ENSMUSG00000059632	10	0	15	2
ENSMUSG00000064823	10	6	23	0
ENSMUSG00000095629	10	6	23	0
ENSMUSG00000034829	10	6	23	0
ENSMUSG00000029380	0	4	8	4
ENSMUSG00000073001	10	6	10	0
ENSMUSG00000031073	10	6	19	0
ENSMUSG00000028047	10	5	20	8
ENSMUSG00000039196	12	0	13	11
ENSMUSG00000032673	0	2	2	6
ENSMUSG00000096584	10	7	10	10
ENSMUSG00000022773	8	5	6	1
ENSMUSG00000078597	2	3	16	12
ENSMUSG00000021494	0	2	2	6
ENSMUSG00000050248	8	5	6	1
ENSMUSG00000003752	8	4	5	1
ENSMUSG00000037353	18	2	2	6
ENSMUSG00000022096	8	5	20	1
ENSMUSG00000091311	10	0	15	2
ENSMUSG00000096436	10	5	20	8
ENSMUSG00000021661	0	4	8	4
ENSMUSG00000039620	8	5	18	1
ENSMUSG00000033765	8	5	20	1
ENSMUSG00000032584	10	5	20	8
ENSMUSG00000072884	8	5	6	1
ENSMUSG00000066896	10	6	3	0
ENSMUSG00000094606	10	6	19	0
ENSMUSG00000032783	10	6	23	0
ENSMUSG00000029093	10	6	9	0
ENSMUSG00000030254	8	5	18	1
ENSMUSG00000077991	10	0	14	2
ENSMUSG00000021090	10	6	23	0
ENSMUSG00000094687	10	0	14	2
ENSMUSG00000055013	0	2	2	6
ENSMUSG00000038204	8	5	22	1
ENSMUSG00000020629	19	0	4	7
ENSMUSG00000030881	0	4	8	4
ENSMUSG00000030662	7	1	7	3
ENSMUSG00000020570	19	1	7	3
ENSMUSG00000024401	10	6	23	0
ENSMUSG00000108885	10	6	10	0
ENSMUSG00000029015	10	6	19	0
ENSMUSG00000045179	10	0	14	2
ENSMUSG00000063779	10	6	19	0
ENSMUSG00000070531	10	0	15	2
ENSMUSG00000074183	8	5	18	1
ENSMUSG00000042849	10	6	23	0
ENSMUSG00000069939	8	5	12	1
ENSMUSG00000025873	7	1	11	3
ENSMUSG00000034456	14	0	13	11
ENSMUSG00000070817	8	5	6	1
ENSMUSG00000024294	16	0	4	7
ENSMUSG00000066463	10	6	19	0
ENSMUSG00000035376	18	1	11	3
ENSMUSG00000044252	16	0	4	7
ENSMUSG00000055917	18	2	2	6
ENSMUSG00000071815	10	0	14	2
ENSMUSG00000068882	19	1	7	3
ENSMUSG00000022685	0	2	2	6
ENSMUSG00000036292	7	1	11	3
ENSMUSG00000041202	10	6	9	0
ENSMUSG00000116360	10	0	1	2
ENSMUSG00000024528	0	4	8	4
ENSMUSG00000029861	10	6	19	0
ENSMUSG00000077221	10	6	3	0
ENSMUSG00000070469	8	5	20	1
ENSMUSG00000115791	10	6	9	0
ENSMUSG00000097665	10	6	23	0
ENSMUSG00000046650	10	5	20	8
ENSMUSG00000046667	0	3	24	9
ENSMUSG00000106902	10	0	15	2
ENSMUSG00000037169	8	5	20	1
ENSMUSG00000049565	10	6	9	0
ENSMUSG00000033862	0	2	2	6
ENSMUSG00000033774	10	6	9	0
ENSMUSG00000084592	10	6	9	0
ENSMUSG00000077998	10	0	15	2
ENSMUSG00000021278	10	6	19	0
ENSMUSG00000027971	10	5	20	8
ENSMUSG00000024758	19	1	7	3
ENSMUSG00000044921	8	5	6	1
ENSMUSG00000054387	7	1	7	3
ENSMUSG00000062822	18	1	0	5
ENSMUSG00000028013	7	1	11	3
ENSMUSG00000042846	10	6	9	0
ENSMUSG00000025403	6	0	4	7
ENSMUSG00000031831	10	6	3	0
ENSMUSG00000087045	10	0	14	2
ENSMUSG00000030739	0	2	2	6
ENSMUSG00000037235	19	1	7	3
ENSMUSG00000021559	16	0	4	7
ENSMUSG00000049252	10	6	3	0
ENSMUSG00000035805	10	0	15	2
ENSMUSG00000050870	10	0	14	2
ENSMUSG00000022931	10	0	14	2
ENSMUSG00000067360	10	0	1	2
ENSMUSG00000035262	10	6	3	0
ENSMUSG00000087223	10	5	12	8
ENSMUSG00000046791	8	5	5	1
ENSMUSG00000086745	10	0	1	2
ENSMUSG00000055826	10	0	15	2
ENSMUSG00000022451	19	1	7	3
ENSMUSG00000092734	10	6	19	0
ENSMUSG00000026700	10	8	1	10
ENSMUSG00000041852	19	1	7	3
ENSMUSG00000075086	10	6	19	0
ENSMUSG00000024776	8	5	6	1
ENSMUSG00000056035	4	0	13	11
ENSMUSG00000020000	2	5	5	1
ENSMUSG00000037946	8	5	6	1
ENSMUSG00000001656	10	6	10	0
ENSMUSG00000053146	10	6	9	0
ENSMUSG00000073982	0	4	8	4
ENSMUSG00000024393	19	1	7	3
ENSMUSG00000025433	10	6	19	0
ENSMUSG00000086552	10	6	23	0
ENSMUSG00000070972	18	1	16	5
ENSMUSG00000036139	10	6	23	0
ENSMUSG00000073768	8	5	6	1
ENSMUSG00000003573	8	5	6	1
ENSMUSG00000115744	8	5	6	1
ENSMUSG00000019920	18	1	0	5
ENSMUSG00000094892	8	5	20	1
ENSMUSG00000027495	19	1	7	3
ENSMUSG00000045989	10	0	15	2
ENSMUSG00000087424	8	5	6	1
ENSMUSG00000050328	10	0	14	2
ENSMUSG00000022705	10	6	10	0
ENSMUSG00000034543	18	2	2	6
ENSMUSG00000094734	10	0	21	2
ENSMUSG00000071753	8	5	20	1
ENSMUSG00000020919	7	1	7	3
ENSMUSG00000036214	0	3	24	9
ENSMUSG00000079069	10	6	19	0
ENSMUSG00000103116	10	0	14	2
ENSMUSG00000097368	8	5	6	1
ENSMUSG00000039230	18	1	16	5
ENSMUSG00000035713	8	5	6	1
ENSMUSG00000059995	18	2	2	6
ENSMUSG00000033831	3	0	13	11
ENSMUSG00000029730	0	3	24	9
ENSMUSG00000019841	7	1	11	3
ENSMUSG00000040543	10	6	9	0
ENSMUSG00000091537	7	1	11	3
ENSMUSG00000026420	10	6	10	0
ENSMUSG00000027550	0	4	22	4
ENSMUSG00000073971	10	6	3	0
ENSMUSG00000028607	6	0	4	7
ENSMUSG00000039210	0	2	2	6
ENSMUSG00000032231	0	2	2	6
ENSMUSG00000078593	10	0	14	2
ENSMUSG00000028165	7	1	11	3
ENSMUSG00000075273	0	4	8	4
ENSMUSG00000049618	10	0	1	2
ENSMUSG00000002496	7	1	11	3
ENSMUSG00000055692	10	5	12	8
ENSMUSG00000031160	10	0	14	2
ENSMUSG00000030983	19	1	7	3
ENSMUSG00000078640	10	6	19	0
ENSMUSG00000046675	8	4	5	1
ENSMUSG00000051811	10	6	23	0
ENSMUSG00000028651	0	4	8	4
ENSMUSG00000024425	1	0	4	7
ENSMUSG00000046613	10	6	3	0
ENSMUSG00000070501	8	5	20	1
ENSMUSG00000049612	10	5	20	8
ENSMUSG00000091996	10	6	12	0
ENSMUSG00000078038	10	0	14	2
ENSMUSG00000042216	8	5	5	1
ENSMUSG00000069036	10	6	19	0
ENSMUSG00000079407	10	6	9	0
ENSMUSG00000021823	18	1	16	5
ENSMUSG00000033808	18	2	2	6
ENSMUSG00000051098	0	4	8	4
ENSMUSG00000061633	10	0	1	2
ENSMUSG00000056870	8	5	6	1
ENSMUSG00000030093	10	9	1	10
ENSMUSG00000000194	18	1	2	5
ENSMUSG00000043207	19	1	7	3
ENSMUSG00000005667	8	5	6	1
ENSMUSG00000073830	9	10	13	14
ENSMUSG00000039703	19	1	7	3
ENSMUSG00000031068	19	1	7	3
ENSMUSG00000051154	19	1	7	3
ENSMUSG00000025487	7	1	11	3
ENSMUSG00000005354	6	0	4	7
ENSMUSG00000025892	10	5	20	8
ENSMUSG00000074071	18	1	16	5
ENSMUSG00000057182	8	5	20	1
ENSMUSG00000020390	19	1	7	3
ENSMUSG00000031131	10	0	15	2
ENSMUSG00000094612	10	0	1	2
ENSMUSG00000031283	8	5	6	1
ENSMUSG00000109219	10	0	21	2
ENSMUSG00000038429	7	1	7	3
ENSMUSG00000034810	8	5	22	1
ENSMUSG00000018733	0	3	24	9
ENSMUSG00000022037	4	0	13	11
ENSMUSG00000085260	10	6	19	0
ENSMUSG00000029610	0	4	8	4
ENSMUSG00000042185	0	3	24	9
ENSMUSG00000067525	10	6	3	0
ENSMUSG00000006021	0	4	8	4
ENSMUSG00000046408	8	5	12	1
ENSMUSG00000020599	8	5	20	1
ENSMUSG00000030775	8	5	6	1
ENSMUSG00000015149	18	1	16	5
ENSMUSG00000046434	7	1	7	3
ENSMUSG00000031377	10	5	12	8
ENSMUSG00000031774	0	2	2	6
ENSMUSG00000096840	10	6	10	0
ENSMUSG00000050627	7	1	11	3
ENSMUSG00000031878	18	1	0	5
ENSMUSG00000030322	8	5	6	1
ENSMUSG00000029541	10	6	10	0
ENSMUSG00000020696	18	1	16	5
ENSMUSG00000097162	0	4	5	4
ENSMUSG00000113189	10	5	12	8
ENSMUSG00000045201	10	6	19	0
ENSMUSG00000058513	10	6	23	0
ENSMUSG00000059479	8	5	18	1
ENSMUSG00000077239	10	6	3	0
ENSMUSG00000031755	8	5	18	1
ENSMUSG00000076253	10	0	15	2
ENSMUSG00000038379	10	5	20	8
ENSMUSG00000002109	8	5	5	1
ENSMUSG00000041840	0	4	22	4
ENSMUSG00000049691	10	0	15	2
ENSMUSG00000021555	18	1	0	5
ENSMUSG00000022814	7	1	11	3
ENSMUSG00000028782	10	6	3	0
ENSMUSG00000095028	10	5	12	8
ENSMUSG00000057223	10	6	19	0
ENSMUSG00000034413	8	5	6	1
ENSMUSG00000087579	16	0	4	7
ENSMUSG00000025127	6	0	4	7
ENSMUSG00000030222	8	5	18	1
ENSMUSG00000040133	10	6	3	0
ENSMUSG00000027845	0	4	8	4
ENSMUSG00000028003	19	1	7	3
ENSMUSG00000030054	10	6	9	0
ENSMUSG00000093980	10	0	14	2
ENSMUSG00000034227	10	6	23	0
ENSMUSG00000003435	7	1	11	3
ENSMUSG00000049280	8	5	22	1
ENSMUSG00000022309	8	5	22	1
ENSMUSG00000093460	10	6	9	0
ENSMUSG00000075064	10	0	14	2
ENSMUSG00000029684	19	1	7	3
ENSMUSG00000027531	7	1	7	3
ENSMUSG00000091541	10	5	12	8
ENSMUSG00000031565	8	5	5	1
ENSMUSG00000101078	10	6	10	0
ENSMUSG00000070047	19	1	7	3
ENSMUSG00000030057	1	0	13	7
ENSMUSG00000050121	10	6	9	0
ENSMUSG00000024353	10	5	12	8
ENSMUSG00000060002	17	0	13	11
ENSMUSG00000054406	10	0	1	2
ENSMUSG00000065569	10	0	14	2
ENSMUSG00000034471	0	3	24	9
ENSMUSG00000028246	10	6	9	0
ENSMUSG00000092815	10	0	14	2
ENSMUSG00000022749	18	1	0	5
ENSMUSG00000029919	8	5	6	1
