archs4_sample_index	geo_accession	series_id	title	source_name_ch1	characteristics_ch1	library_strategy	library_source	organism_ch1	singlecellprobability	leakage_excluded	matches_liver	matches_kidney	matches_skin	matches_skeletal_muscle	matches_thymus	matches_spleen	matches_lung	matches_retina
18155	GSM1556910	GSE63772	Abca4-/- retina 1	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4-/-	RNA-Seq	transcriptomic	Mus musculus	0.00611183650108911	False	False	False	False	False	False	False	False	True
18156	GSM1556911	GSE63772	Abca4-/- retina 2	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4-/-	RNA-Seq	transcriptomic	Mus musculus	0.002679220398439337	False	False	False	False	False	False	False	False	True
18157	GSM1556912	GSE63772	Abca4-/- retina 3	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4-/-	RNA-Seq	transcriptomic	Mus musculus	0.004384601821508176	False	False	False	False	False	False	False	False	True
18158	GSM1556913	GSE63772	Abca4L541P;A1038V/L541P;A1038V retina 1	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4L541P;A1038V/L541P;A1038V	RNA-Seq	transcriptomic	Mus musculus	0.004384601821508176	False	False	False	False	False	False	False	False	True
18159	GSM1556914	GSE63772	Abca4L541P;A1038V/L541P;A1038V retina 2	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4L541P;A1038V/L541P;A1038V	RNA-Seq	transcriptomic	Mus musculus	0.00975556054173663	False	False	False	False	False	False	False	False	True
18160	GSM1556915	GSE63772	Abca4L541P;A1038V/L541P;A1038V retina 3	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: Abca4L541P;A1038V/L541P;A1038V	RNA-Seq	transcriptomic	Mus musculus	0.0037492027481067476	False	False	False	False	False	False	False	False	True
18161	GSM1556916	GSE63772	WT retina 1	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: wild type	RNA-Seq	transcriptomic	Mus musculus	0.009120161468335202	False	False	False	False	False	False	False	False	True
18162	GSM1556917	GSE63772	WT retina 2	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: wild type	RNA-Seq	transcriptomic	Mus musculus	0.010442955440969156	False	False	False	False	False	False	False	False	True
18163	GSM1556918	GSE63772	WT retina 3	Retina	stain: mixed (129SV and C57BL/6),age: post natal day 30,genotype: wild type	RNA-Seq	transcriptomic	Mus musculus	0.008253797580405639	False	False	False	False	False	False	False	False	True
43809	GSM1967475	GSE75775	RGC_P8_NPC-1	Retinal ganglion cells	strain balb/cnctr-npc1m1n/j: wildtype	RNA-Seq	transcriptomic	Mus musculus	0.022390116229190855	False	False	False	False	False	False	False	False	True
43810	GSM1967476	GSE75775	RGC_P8_NPC-2	Retinal ganglion cells	strain balb/cnctr-npc1m1n/j: wildtype	RNA-Seq	transcriptomic	Mus musculus	0.0022032096796698285	False	False	False	False	False	False	False	False	True
