gene_cluster	n_genes	id.accession	tissue_inferred	flight	ground_control	n_flight_samples	n_ground_samples	flight_minus_ground	log2_flight_ground_ratio
10	1618	OSD-240	skin	12.323238	12.45649	10	10	-0.13325119	-0.0143572865
10	1618	OSD-241	skin	12.082612	13.3216305	9	10	-1.2390184	-0.1305451
10	1618	OSD-242	liver	2.9735475	3.499382	5	4	-0.52583456	-0.17929932
10	1618	OSD-243	skin	17.889713	17.607443	18	19	0.28227043	0.02172097
10	1618	OSD-244	thymus	13.760979	13.633432	19	19	0.12754631	0.012520199
10	1618	OSD-245	liver	5.251823	4.4954786	20	19	0.7563443	0.18603185
10	1618	OSD-246	spleen	18.626287	18.513248	15	16	0.11303902	0.008333382
10	1618	OSD-247	colon	9.782415	10.461172	19	17	-0.6787567	-0.0880742
10	1618	OSD-248	lung	15.339091	14.267093	20	19	1.0719986	0.0979024
10	1618	OSD-253	kidney	5.219283	4.720155	20	19	0.49912834	0.12069414
10	1618	OSD-254	skin	14.71196	14.507665	20	20	0.20429516	0.018881703
10	1618	OSD-270	heart	4.330861	2.207973	3	2	2.122888	0.7327066
10	1618	OSD-288	spleen	3.67192	3.9938195	6	3	-0.3218994	-0.096128084
10	1618	OSD-289	thymus	2.644829	2.658014	12	6	-0.013185024	-0.005209462
10	1618	OSD-352	brain	9.108776	9.1804695	3	3	-0.07169342	-0.010195732
10	1618	OSD-379	liver	2.7663958	2.9014127	35	35	-0.13501692	-0.050811987
10	1618	OSD-419	skeletal_muscle	0.8675834	0.70009273	4	8	0.16749066	0.13555916
10	1618	OSD-420	spleen	1.5766996	1.6878862	10	10	-0.11118662	-0.060947686
10	1618	OSD-421	thymus	0.9323238	1.9399878	10	10	-1.007664	-0.6054732
10	1618	OSD-463	liver	5.4963946	4.920705	12	10	0.5756898	0.1338703
10	1618	OSD-464	lung	18.36477	19.83663	10	9	-1.471859	-0.10568753
10	1618	OSD-47	liver	1.6344869	1.6147507	5	3	0.01973617	0.010848534
10	1618	OSD-48	liver	1.3422214	1.6018012	7	7	-0.25957978	-0.15163332
10	1618	OSD-506	spleen	16.609396	15.861496	9	10	0.7479	0.062612906
10	1618	OSD-511	mammary_gland	7.630099	7.5308204	10	15	0.09927845	0.01669235
10	1618	OSD-512	adrenal_gland	7.154574	7.027874	10	10	0.12669992	0.02259149
10	1618	OSD-513	kidney	4.631397	4.5206428	10	10	0.11075401	0.028656632
10	1618	OSD-515	thymus	16.419283	10.798517	10	10	5.6207657	0.5620797
10	1618	OSD-525	cerebellum	8.493139	8.120087	10	10	0.3730526	0.057837743
10	1618	OSD-561	cerebellum	5.496822	5.3655753	14	12	0.13124657	0.029443273
10	1618	OSD-562	hippocampus	5.5293365	5.246343	15	12	0.28299332	0.06392463
10	1618	OSD-563	cerebellum	9.718046	9.113226	5	5	0.60482025	0.08379872
10	1618	OSD-564	hippocampus	10.960939	8.051174	5	5	2.9097652	0.40215385
10	1618	OSD-576	skeletal_muscle	7.701277	7.537083	9	9	0.16419363	0.027483877
10	1618	OSD-580	heart	3.2582817	3.2457974	20	20	0.012484312	0.0042358995
10	1618	OSD-612	brain	10.019005	11.983931	4	5	-1.9649258	-0.23673321
10	1618	OSD-613	brain	12.03619	10.024722	9	9	2.011468	0.24177998
10	1618	OSD-665	skeletal_muscle	9.298517	9.426638	10	10	-0.12812042	-0.017837359
10	1618	OSD-666	skeletal_muscle	8.022435	7.9632883	10	10	0.05914688	0.009488827
10	1618	OSD-667	colon	12.55789	13.817244	9	10	-1.2593536	-0.12814438
10	1618	OSD-770	skeletal_muscle	13.533374	10.888319	10	10	2.6450548	0.28982487
10	1618	OSD-771	kidney	7.908128	8.084703	20	20	-0.17657566	-0.028317178
10	1618	OSD-899	cecum	8.45408	4.540297	10	10	3.9137826	0.7709736
10	1618	OSD-900	lung	14.489245	14.36644	10	10	0.122805595	0.011483889
10	1618	OSD-98	adrenal_gland	6.392048	5.608405	6	5	0.78364277	0.16167195
10	1618	OSD-99	skeletal_muscle	4.3185	4.4438605	6	6	-0.12536049	-0.03361064
11	964	OSD-100	eye	2282.9043	2164.8857	6	6	118.018555	0.076545045
11	964	OSD-101	skeletal_muscle	1186.0984	1233.203	6	6	-47.104614	-0.05614024
11	964	OSD-102	kidney	1650.2975	1601.6561	6	6	48.641357	0.043135114
11	964	OSD-103	skeletal_muscle	1199.7206	1280.64	6	6	-80.91943	-0.09409063
11	964	OSD-104	skeletal_muscle	1518.5817	1733.1729	6	6	-214.59119	-0.19057354
11	964	OSD-105	skeletal_muscle	1421.2838	1359.847	6	6	61.436768	0.063704476
11	964	OSD-137	liver	923.0337	1119.4402	6	6	-196.4065	-0.27804828
11	964	OSD-161	adrenal_gland	3887.8438	4027.064	5	5	-139.22021	-0.05074536
11	964	OSD-162	eye	2750.9497	3007.69	5	5	-256.74023	-0.12868129
11	964	OSD-163	kidney	1954.3335	1647.9951	6	6	306.33838	0.24582759
11	964	OSD-164	liver	392.51038	487.17844	1	3	-94.66806	-0.3110069
11	964	OSD-164	spleen	1457.4772	1289.2023	3	3	168.2749	0.17686555
11	964	OSD-168	liver	1300.8708	1384.0426	14	14	-83.17175	-0.089344
11	964	OSD-173	liver	531.2614	627.7495	2	2	-96.4881	-0.24035041
11	964	OSD-194	retina	3064.5862	3208.1794	5	4	-143.59326	-0.066041514
11	964	OSD-238	skin	1625.6162	1680.3383	12	6	-54.722046	-0.04773607
11	964	OSD-239	skin	1813.4423	1661.6371	11	6	151.80518	0.12605281
11	964	OSD-240	skin	1725.4121	1768.2776	10	10	-42.86548	-0.035383534
11	964	OSD-241	skin	1797.4652	1735.4176	9	10	62.047607	0.050652284
11	964	OSD-242	liver	701.40204	678.11926	5	4	23.282776	0.048632044
11	964	OSD-243	skin	1635.2444	1849.2948	18	19	-214.05042	-0.17736693
11	964	OSD-244	thymus	2092.1045	1699.1705	19	19	392.93396	0.29996482
11	964	OSD-245	liver	1016.1711	823.17413	20	19	192.99695	0.3035412
11	964	OSD-246	spleen	2064.1877	2070.1282	15	16	-5.9404297	-0.004143934
11	964	OSD-247	colon	2112.3352	2124.4229	19	17	-12.0876465	-0.008228282
11	964	OSD-248	lung	1579.8738	1616.7191	20	19	-36.845337	-0.033238985
11	964	OSD-253	kidney	1792.2136	1515.5095	20	19	276.7041	0.24179277
11	964	OSD-254	skin	1401.6871	1600.3572	20	20	-198.67004	-0.1911019
11	964	OSD-270	heart	1920.3549	1081.0109	3	2	839.344	0.8284091
11	964	OSD-288	spleen	629.19403	668.3776	6	3	-39.183594	-0.08702426
11	964	OSD-289	thymus	517.518	573.4201	12	6	-55.9021	-0.14771216
11	964	OSD-352	brain	1472.1796	1574.3226	3	3	-102.14307	-0.09671407
11	964	OSD-379	liver	732.05273	709.0804	35	35	22.972351	0.045934595
11	964	OSD-419	skeletal_muscle	221.75467	186.37177	4	8	35.382904	0.24955215
11	964	OSD-420	spleen	249.14554	258.8504	10	10	-9.7048645	-0.054913606
11	964	OSD-421	thymus	123.89119	513.8124	10	10	-389.9212	-2.043375
11	964	OSD-463	liver	1268.8163	1345.3833	12	10	-76.56702	-0.08446942
11	964	OSD-464	lung	2054.1567	2099.9092	10	9	-45.75244	-0.031765375
11	964	OSD-47	liver	637.4614	847.6622	5	3	-210.20074	-0.41059092
11	964	OSD-48	liver	583.1396	634.7869	7	7	-51.64734	-0.12223022
11	964	OSD-506	spleen	1520.3087	1332.7357	9	10	187.573	0.1898401
11	964	OSD-511	mammary_gland	1892.541	1467.9701	10	15	424.57092	0.36628166
11	964	OSD-512	adrenal_gland	2769.5269	2848.602	10	10	-79.075195	-0.04060008
11	964	OSD-513	kidney	743.7608	762.6166	10	10	-18.855774	-0.03607126
11	964	OSD-515	thymus	1509.58	2615.0564	10	10	-1105.4764	-0.7922911
11	964	OSD-525	cerebellum	1104.9365	1159.0435	10	10	-54.106934	-0.06891031
11	964	OSD-561	cerebellum	965.1156	771.14606	14	12	193.96954	0.323322
11	964	OSD-562	hippocampus	895.5099	792.79694	15	12	102.71295	0.17554955
11	964	OSD-563	cerebellum	1623.8933	1554.3193	5	5	69.573975	0.063134186
11	964	OSD-564	hippocampus	1837.6996	1047.7574	5	5	789.94214	0.8100048
11	964	OSD-576	skeletal_muscle	1327.906	1234.061	9	9	93.84497	0.10565679
11	964	OSD-580	heart	1076.1594	1096.697	20	20	-20.537598	-0.027248124
11	964	OSD-612	brain	1403.3135	2291.041	4	5	-887.72754	-0.7067679
11	964	OSD-613	brain	2543.0137	2028.7795	9	9	514.23413	0.32578334
11	964	OSD-665	skeletal_muscle	1078.9633	1064.6837	10	10	14.279541	0.019202827
11	964	OSD-666	skeletal_muscle	1259.0332	1301.2761	10	10	-42.24292	-0.0475736
11	964	OSD-667	colon	1699.9856	1569.5773	9	10	130.40833	0.11507604
11	964	OSD-770	skeletal_muscle	658.6324	871.83594	10	10	-213.20355	-0.40404826
11	964	OSD-771	kidney	1638.7067	1600.474	20	20	38.232666	0.034037407
11	964	OSD-899	cecum	673.2442	323.59866	10	10	349.64554	1.0546141
11	964	OSD-900	lung	2232.7231	2338.968	10	10	-106.24487	-0.06703846
11	964	OSD-98	adrenal_gland	3098.5059	2724.1362	6	5	374.36963	0.1857098
11	964	OSD-99	skeletal_muscle	2121.7122	2144.633	6	6	-22.920898	-0.015494619
12	183	OSD-100	eye	365.74588	370.68307	6	6	-4.937195	-0.019292274
12	183	OSD-101	skeletal_muscle	357.10562	368.84335	6	6	-11.737732	-0.046529174
12	183	OSD-102	kidney	999.06104	976.56647	6	6	22.494568	0.03282128
12	183	OSD-103	skeletal_muscle	324.17307	321.30237	6	6	2.870697	0.012792967
12	183	OSD-104	skeletal_muscle	303.1257	291.1849	6	6	11.940796	0.057786025
12	183	OSD-105	skeletal_muscle	368.64114	336.755	6	6	31.886139	0.13014822
12	183	OSD-137	liver	21319.207	25890.86	6	6	-4571.6523	-0.28027716
12	183	OSD-161	adrenal_gland	903.8416	924.10925	5	5	-20.26764	-0.031958517
12	183	OSD-162	eye	1019.1836	798.83276	5	5	220.35083	0.3510585
12	183	OSD-163	kidney	1637.1431	1540.807	6	6	96.33606	0.08743921
12	183	OSD-164	liver	9901.038	10223.9795	1	3	-322.9414	-0.046300504
12	183	OSD-164	spleen	168.92897	148.69763	3	3	20.231339	0.18288048
12	183	OSD-168	liver	26968.76	33031.3	14	14	-6062.541	-0.2925348
12	183	OSD-173	liver	17543.688	16510.684	2	2	1033.0039	0.08754701
12	183	OSD-194	retina	399.64917	423.59427	5	4	-23.945099	-0.08374539
12	183	OSD-238	skin	388.47632	414.19308	12	6	-25.716766	-0.092246816
12	183	OSD-239	skin	406.11377	419.6421	11	6	-13.52832	-0.04716119
12	183	OSD-240	skin	464.77652	562.78253	10	10	-98.00601	-0.27550083
12	183	OSD-241	skin	532.7687	492.6104	9	10	40.158264	0.112841785
12	183	OSD-242	liver	14581.794	13227.709	5	4	1354.085	0.14059484
12	183	OSD-243	skin	627.9711	532.5617	18	19	95.409424	0.23733865
12	183	OSD-244	thymus	1091.6583	334.06616	19	19	757.59216	1.7053244
12	183	OSD-245	liver	25569.172	25912.0	20	19	-342.82812	-0.01921419
12	183	OSD-246	spleen	351.89145	357.0	15	16	-5.108551	-0.020735135
12	183	OSD-247	colon	630.20996	669.9932	19	17	-39.783264	-0.088178225
12	183	OSD-248	lung	1743.3789	1660.0387	20	19	83.34021	0.07062773
12	183	OSD-253	kidney	1594.3784	1426.3077	20	19	168.07068	0.16060223
12	183	OSD-254	skin	549.6175	552.56366	20	20	-2.946167	-0.0076987566
12	183	OSD-270	heart	446.97998	243.63388	3	2	203.3461	0.87281
12	183	OSD-288	spleen	72.07013	76.781425	6	3	-4.711296	-0.0901439
12	183	OSD-289	thymus	40.038708	37.798725	12	6	2.2399826	0.08097607
12	183	OSD-352	brain	217.7978	235.3479	3	3	-17.550095	-0.11131378
12	183	OSD-379	liver	16206.877	16847.656	35	35	-640.7793	-0.05593838
12	183	OSD-419	skeletal_muscle	63.255463	49.357243	4	8	13.89822	0.35161987
12	183	OSD-420	spleen	46.045902	49.41202	10	10	-3.3661194	-0.09969875
12	183	OSD-421	thymus	30.000546	91.60437	10	10	-61.603825	-1.5787866
12	183	OSD-463	liver	32717.459	34377.426	12	10	-1659.9668	-0.071398675
12	183	OSD-464	lung	1297.7908	1386.6423	10	9	-88.85156	-0.09546671
12	183	OSD-47	liver	12970.533	16077.187	5	3	-3106.6533	-0.30975568
12	183	OSD-48	liver	10669.361	12305.307	7	7	-1635.9453	-0.20578882
12	183	OSD-506	spleen	329.50638	286.08087	9	10	43.425507	0.20322087
12	183	OSD-511	mammary_gland	1166.4252	828.102	10	15	338.32318	0.49370864
12	183	OSD-512	adrenal_gland	3743.9773	2989.6372	10	10	754.3401	0.32450402
12	183	OSD-513	kidney	1594.3749	1435.5388	10	10	158.83606	0.15129842
12	183	OSD-515	thymus	507.2459	330.76395	10	10	176.48196	0.61536956
12	183	OSD-525	cerebellum	373.5082	362.73495	10	10	10.773254	0.042109717
12	183	OSD-561	cerebellum	273.61398	225.84608	14	12	47.7679	0.2756913
12	183	OSD-562	hippocampus	211.5632	197.83014	15	12	13.733063	0.09635533
12	183	OSD-563	cerebellum	394.27325	425.26123	5	5	-30.987976	-0.10888752
12	183	OSD-564	hippocampus	495.32788	306.23062	5	5	189.09726	0.6919715
12	183	OSD-576	skeletal_muscle	646.7595	557.2562	9	9	89.503296	0.21453094
12	183	OSD-580	heart	331.51694	337.8131	20	20	-6.296173	-0.027061833
12	183	OSD-612	brain	341.5246	558.73004	4	5	-217.20544	-0.70852363
12	183	OSD-613	brain	561.83545	434.8652	9	9	126.970245	0.36883122
12	183	OSD-665	skeletal_muscle	502.0645	483.24643	10	10	18.818085	0.055002023
12	183	OSD-666	skeletal_muscle	691.3793	638.2814	10	10	53.0979	0.115111455
12	183	OSD-667	colon	442.53735	384.62186	9	10	57.915497	0.20186876
12	183	OSD-770	skeletal_muscle	252.6683	256.6175	10	10	-3.9491882	-0.02228729
12	183	OSD-771	kidney	1659.6296	1646.5012	20	20	13.128418	0.011450789
12	183	OSD-899	cecum	270.78632	117.48689	10	10	153.29942	1.1977453
12	183	OSD-900	lung	899.90546	850.036	10	10	49.869446	0.08215554
12	183	OSD-98	adrenal_gland	444.52185	585.7978	6	5	-141.27594	-0.39736727
12	183	OSD-99	skeletal_muscle	495.1248	504.59384	6	6	-9.469055	-0.027275816
13	976	OSD-100	eye	1119.0763	1071.9741	6	6	47.102173	0.061981723
13	976	OSD-101	skeletal_muscle	645.43494	665.6533	6	6	-20.218384	-0.0444315
13	976	OSD-102	kidney	795.5721	766.0115	6	6	29.560608	0.05455679
13	976	OSD-103	skeletal_muscle	625.7712	654.715	6	6	-28.943848	-0.065130085
13	976	OSD-104	skeletal_muscle	823.0762	918.4768	6	6	-95.400635	-0.1580355
13	976	OSD-105	skeletal_muscle	745.7459	715.60297	6	6	30.142944	0.05944349
13	976	OSD-137	liver	638.69965	771.3868	6	6	-132.68713	-0.2719288
13	976	OSD-161	adrenal_gland	1825.2881	1888.0739	5	5	-62.785767	-0.04876474
13	976	OSD-162	eye	1763.2131	1818.9934	5	5	-55.780273	-0.044908326
13	976	OSD-163	kidney	1224.8568	1100.5703	6	6	124.2865	0.15422894
13	976	OSD-164	liver	302.86374	315.02698	1	3	-12.163239	-0.056623187
13	976	OSD-164	spleen	446.08505	420.99557	3	3	25.089478	0.083321385
13	976	OSD-168	liver	849.1232	931.1967	14	14	-82.07349	-0.13296244
13	976	OSD-173	liver	477.18597	498.61322	2	2	-21.427246	-0.063239865
13	976	OSD-194	retina	1389.5801	1482.9285	5	4	-93.34839	-0.093734734
13	976	OSD-238	skin	797.2348	811.01385	12	6	-13.779053	-0.024691131
13	976	OSD-239	skin	850.4697	796.14667	11	6	54.32306	0.09510997
13	976	OSD-240	skin	844.56116	912.9095	10	10	-68.34833	-0.11214222
13	976	OSD-241	skin	903.4862	859.3944	9	10	44.091797	0.07210038
13	976	OSD-242	liver	492.39447	494.2349	5	4	-1.8404236	-0.00537146
13	976	OSD-243	skin	924.87805	964.58325	18	19	-39.7052	-0.060578432
13	976	OSD-244	thymus	962.77814	712.1343	19	19	250.64386	0.4345273
13	976	OSD-245	liver	774.3095	713.33905	20	19	60.97046	0.118163414
13	976	OSD-246	spleen	775.2382	785.62415	15	16	-10.385925	-0.019174976
13	976	OSD-247	colon	1028.1364	1042.9431	19	17	-14.806763	-0.020608997
13	976	OSD-248	lung	1055.7393	1065.9918	20	19	-10.252563	-0.013929694
13	976	OSD-253	kidney	1040.0314	929.62305	20	19	110.408325	0.16174468
13	976	OSD-254	skin	823.65576	892.6061	20	20	-68.95032	-0.115847
13	976	OSD-270	heart	1176.6622	652.49896	3	2	524.16327	0.849669
13	976	OSD-288	spleen	198.61186	211.37227	6	3	-12.7604065	-0.08939798
13	976	OSD-289	thymus	155.41606	173.35997	12	6	-17.943909	-0.15668023
13	976	OSD-352	brain	634.2452	678.35175	3	3	-44.106567	-0.0968452
13	976	OSD-379	liver	484.37808	488.77322	35	35	-4.3951416	-0.01300495
13	976	OSD-419	skeletal_muscle	211.28561	186.45493	4	8	24.830688	0.17946282
13	976	OSD-420	spleen	150.71823	161.02347	10	10	-10.305237	-0.09480831
13	976	OSD-421	thymus	82.50605	296.06454	10	10	-213.5585	-1.8308238
13	976	OSD-463	liver	934.66724	968.6927	12	10	-34.02545	-0.05153206
13	976	OSD-464	lung	1379.0048	1430.9384	10	9	-51.933594	-0.053296167
13	976	OSD-47	liver	397.93753	507.82993	5	3	-109.892395	-0.35102063
13	976	OSD-48	liver	381.74387	415.51974	7	7	-33.77588	-0.12200561
13	976	OSD-506	spleen	661.4607	568.8044	9	10	92.65631	0.21736817
13	976	OSD-511	mammary_gland	1105.8245	830.00543	10	15	275.81903	0.4134966
13	976	OSD-512	adrenal_gland	1546.2117	1573.6263	10	10	-27.414673	-0.025338948
13	976	OSD-513	kidney	630.02295	625.06305	10	10	4.9599	0.011384586
13	976	OSD-515	thymus	690.3729	906.4754	10	10	-216.10248	-0.39239448
13	976	OSD-525	cerebellum	810.65564	818.2865	10	10	-7.6308594	-0.013500318
13	976	OSD-561	cerebellum	522.76544	434.95877	14	12	87.80667	0.2647292
13	976	OSD-562	hippocampus	471.06277	428.38046	15	12	42.682312	0.13672224
13	976	OSD-563	cerebellum	857.2748	816.4596	5	5	40.815186	0.07029213
13	976	OSD-564	hippocampus	956.53284	597.899	5	5	358.63385	0.6770092
13	976	OSD-576	skeletal_muscle	898.41406	831.137	9	9	67.27704	0.11216426
13	976	OSD-580	heart	772.34814	797.7147	20	20	-25.366577	-0.0465623
13	976	OSD-612	brain	680.7423	1152.4689	4	5	-471.72656	-0.7586806
13	976	OSD-613	brain	1179.5449	964.1875	9	9	215.35742	0.29057184
13	976	OSD-665	skeletal_muscle	711.4587	702.0083	10	10	9.450378	0.0192646
13	976	OSD-666	skeletal_muscle	814.75183	828.23206	10	10	-13.480225	-0.023645563
13	976	OSD-667	colon	791.98975	730.7203	9	10	61.26947	0.11600995
13	976	OSD-770	skeletal_muscle	495.61017	610.6596	10	10	-115.04944	-0.30061522
13	976	OSD-771	kidney	1020.1989	999.777	20	20	20.421936	0.029143468
13	976	OSD-899	cecum	344.03043	163.59036	10	10	180.44006	1.0678438
13	976	OSD-900	lung	1310.8577	1351.3688	10	10	-40.51111	-0.043877438
13	976	OSD-98	adrenal_gland	1318.7136	1170.3909	6	5	148.32275	0.17200229
13	976	OSD-99	skeletal_muscle	1115.2642	1113.887	6	6	1.3771973	0.0017809845
14	577	OSD-100	eye	1088.5358	1017.9168	6	6	70.61896	0.096677355
14	577	OSD-101	skeletal_muscle	618.9893	641.34955	6	6	-22.36023	-0.051115226
14	577	OSD-102	kidney	967.7949	924.9575	6	6	42.837402	0.06524535
14	577	OSD-103	skeletal_muscle	589.46765	593.2761	6	6	-3.8084717	-0.009275368
14	577	OSD-104	skeletal_muscle	633.303	665.14905	6	6	-31.84607	-0.07067286
14	577	OSD-105	skeletal_muscle	720.42114	696.69037	6	6	23.730774	0.04825487
14	577	OSD-137	liver	722.2071	872.87726	6	6	-150.67017	-0.27302188
14	577	OSD-161	adrenal_gland	2010.8916	2165.8108	5	5	-154.91919	-0.10702063
14	577	OSD-162	eye	1426.374	1575.4027	5	5	-149.02869	-0.14327273
14	577	OSD-163	kidney	1138.4728	1007.3238	6	6	131.14899	0.17640753
14	577	OSD-164	liver	280.85614	384.12247	1	3	-103.26633	-0.45035833
14	577	OSD-164	spleen	3297.0105	3297.6533	3	3	-0.64282227	-0.00028113302
14	577	OSD-168	liver	1107.9628	1142.8179	14	14	-34.855103	-0.04464639
14	577	OSD-173	liver	432.63	551.1222	2	2	-118.49219	-0.348523
14	577	OSD-194	retina	1104.1302	1124.5858	5	4	-20.455566	-0.026459662
14	577	OSD-238	skin	1204.6655	1223.039	12	6	-18.373413	-0.021819714
14	577	OSD-239	skin	1359.495	1212.0704	11	6	147.42456	0.16546829
14	577	OSD-240	skin	1216.9038	1318.9557	10	10	-102.05188	-0.11608929
14	577	OSD-241	skin	1316.6133	1283.7068	9	10	32.906494	0.036487892
14	577	OSD-242	liver	489.42773	547.2855	5	4	-57.857788	-0.16088676
14	577	OSD-243	skin	1467.9768	1374.7311	18	19	93.24573	0.094613165
14	577	OSD-244	thymus	3442.6165	2513.6836	19	19	928.93286	0.4535476
14	577	OSD-245	liver	978.1696	894.2275	20	19	83.94214	0.12930441
14	577	OSD-246	spleen	5754.234	5915.5645	15	16	-161.33057	-0.039885174
14	577	OSD-247	colon	1617.8223	1751.1426	19	17	-133.32031	-0.11417555
14	577	OSD-248	lung	2246.1929	2351.0334	20	19	-104.840576	-0.06578462
14	577	OSD-253	kidney	1108.5388	943.66095	20	19	164.87787	0.23209165
14	577	OSD-254	skin	1374.9978	1401.3572	20	20	-26.359375	-0.02737572
14	577	OSD-270	heart	1010.38477	589.82495	3	2	420.5598	0.7755293
14	577	OSD-288	spleen	1769.0477	1922.9948	6	3	-153.94702	-0.12031664
14	577	OSD-289	thymus	748.8286	722.23395	12	6	26.594666	0.052098513
14	577	OSD-352	brain	636.9439	680.3801	3	3	-43.43622	-0.095030285
14	577	OSD-379	liver	560.5579	582.0967	35	35	-21.538757	-0.054300237
14	577	OSD-419	skeletal_muscle	78.81586	67.417465	4	8	11.398392	0.2223107
14	577	OSD-420	spleen	708.04785	769.29376	10	10	-61.24591	-0.11952572
14	577	OSD-421	thymus	182.94437	569.8123	10	10	-386.86795	-1.633747
14	577	OSD-463	liver	928.86914	1071.9264	12	10	-143.05725	-0.20645146
14	577	OSD-464	lung	2413.6519	2742.775	10	9	-329.12305	-0.1843469
14	577	OSD-47	liver	499.3151	742.55	5	3	-243.2349	-0.5715928
14	577	OSD-48	liver	442.51846	474.47388	7	7	-31.955414	-0.10037193
14	577	OSD-506	spleen	4507.842	4220.8174	9	10	287.0244	0.09489275
14	577	OSD-511	mammary_gland	2098.7642	1701.159	10	15	397.6051	0.30286145
14	577	OSD-512	adrenal_gland	1608.753	1810.0251	10	10	-201.2721	-0.16996717
14	577	OSD-513	kidney	466.58163	461.69135	10	10	4.8902893	0.015168137
14	577	OSD-515	thymus	2158.03	3565.9844	10	10	-1407.9543	-0.7243216
14	577	OSD-525	cerebellum	569.02014	574.37744	10	10	-5.3573	-0.013495805
14	577	OSD-561	cerebellum	395.02997	329.0845	14	12	65.945465	0.26277417
14	577	OSD-562	hippocampus	367.6117	328.70825	15	12	38.903442	0.16091192
14	577	OSD-563	cerebellum	657.20447	640.0225	5	5	17.181946	0.03816078
14	577	OSD-564	hippocampus	770.5501	466.18475	5	5	304.36536	0.7237666
14	577	OSD-576	skeletal_muscle	606.3536	571.9748	9	9	34.378784	0.084065
14	577	OSD-580	heart	659.47235	669.73035	20	20	-10.257996	-0.02223472
14	577	OSD-612	brain	655.47876	971.51404	4	5	-316.03528	-0.56697077
14	577	OSD-613	brain	1113.1821	911.2488	9	9	201.93335	0.28848594
14	577	OSD-665	skeletal_muscle	559.3439	572.5785	10	10	-13.234619	-0.0336785
14	577	OSD-666	skeletal_muscle	657.16846	668.67053	10	10	-11.502075	-0.024994617
14	577	OSD-667	colon	1331.2161	1302.5016	9	10	28.714478	0.031435687
14	577	OSD-770	skeletal_muscle	374.08456	481.02548	10	10	-106.94092	-0.36189348
14	577	OSD-771	kidney	954.3187	927.5138	20	20	26.804932	0.04105885
14	577	OSD-899	cecum	555.2347	396.99982	10	10	158.23486	0.48292598
14	577	OSD-900	lung	2482.109	2615.0078	10	10	-132.89893	-0.075219296
14	577	OSD-98	adrenal_gland	1610.8695	1471.6233	6	5	139.24622	0.13034652
14	577	OSD-99	skeletal_muscle	877.33514	864.1814	6	6	13.153748	0.021768915
