gene_cluster	n_genes	id.accession	tissue_inferred	flight	ground_control	n_flight_samples	n_ground_samples	flight_minus_ground	log2_flight_ground_ratio
5	1347	OSD-105	skeletal_muscle	1536.2574	1455.0262	6	6	81.2312	0.07832251
5	1347	OSD-137	liver	555.14984	681.76355	6	6	-126.61371	-0.2959124
5	1347	OSD-161	adrenal_gland	3214.942	3339.8933	5	5	-124.951416	-0.054992575
5	1347	OSD-162	eye	3257.6868	3835.4155	5	5	-577.72876	-0.23546833
5	1347	OSD-163	kidney	1646.1552	1459.1254	6	6	187.02979	0.17388418
5	1347	OSD-164	liver	141.3014	252.70726	1	3	-111.40585	-0.8342149
5	1347	OSD-164	spleen	471.05692	424.4313	3	3	46.62561	0.15003467
5	1347	OSD-168	liver	777.83984	878.4127	14	14	-100.572876	-0.1752137
5	1347	OSD-173	liver	351.06458	401.5531	2	2	-50.488525	-0.19333906
5	1347	OSD-194	retina	6506.2373	6829.5117	5	4	-323.2744	-0.0699485
5	1347	OSD-238	skin	1072.6832	1014.9914	12	6	57.691833	0.07968025
5	1347	OSD-239	skin	1070.425	1010.4182	11	6	60.006836	0.08315125
5	1347	OSD-240	skin	1055.6818	1166.1527	10	10	-110.47095	-0.14345242
5	1347	OSD-241	skin	1108.5695	1068.5107	9	10	40.058716	0.05304904
5	1347	OSD-242	liver	424.12354	414.5709	5	4	9.552643	0.032787487
5	1347	OSD-243	skin	1410.7527	1360.6506	18	19	50.10205	0.05213086
5	1347	OSD-244	thymus	1426.9236	1037.2848	19	19	389.6388	0.45971653
5	1347	OSD-245	liver	773.49255	682.1128	20	19	91.37976	0.18112753
5	1347	OSD-246	spleen	909.5927	926.2515	15	16	-16.658813	-0.026154818
5	1347	OSD-247	colon	1311.1514	1330.6819	19	17	-19.530518	-0.021315373
5	1347	OSD-248	lung	1709.6725	1713.5143	20	19	-3.8417969	-0.0032363853
5	1347	OSD-253	kidney	1593.9124	1407.2902	20	19	186.6222	0.17953253
5	1347	OSD-254	skin	1192.8499	1235.2981	20	20	-42.448242	-0.05040524
5	1347	OSD-270	heart	1884.38	1059.4967	3	2	824.8833	0.83011514
5	1347	OSD-288	spleen	249.44011	269.3227	6	3	-19.882584	-0.110217
5	1347	OSD-289	thymus	194.59923	194.09651	12	6	0.50271606	0.0037126238
5	1347	OSD-352	brain	10785.031	11292.738	3	3	-507.70703	-0.06635895
5	1347	OSD-379	liver	471.85837	474.64664	35	35	-2.788269	-0.008482046
5	1347	OSD-419	skeletal_muscle	302.31662	250.72968	4	8	51.586945	0.26894927
5	1347	OSD-420	spleen	137.70207	143.15004	10	10	-5.4479675	-0.05558193
5	1347	OSD-421	thymus	74.44826	237.92435	10	10	-163.47609	-1.6629944
5	1347	OSD-463	liver	784.12177	845.5326	12	10	-61.410828	-0.108649224
5	1347	OSD-464	lung	1939.6666	2049.517	10	9	-109.850464	-0.07943543
5	1347	OSD-47	liver	381.16852	666.6149	5	3	-285.4464	-0.8048073
5	1347	OSD-48	liver	883.1923	773.93695	7	7	109.25537	0.1902812
5	1347	OSD-506	spleen	798.50806	737.7666	9	10	60.741455	0.11399391
5	1347	OSD-511	mammary_gland	1488.4578	1104.038	10	15	384.4198	0.4306913
5	1347	OSD-512	adrenal_gland	2573.148	2694.4531	10	10	-121.305176	-0.06643288
5	1347	OSD-513	kidney	789.6664	838.491	10	10	-48.824646	-0.08644584
5	1347	OSD-515	thymus	1044.0018	1261.6061	10	10	-217.60425	-0.27289918
5	1347	OSD-525	cerebellum	9187.271	9293.814	10	10	-106.54297	-0.016632587
5	1347	OSD-561	cerebellum	4849.5693	3796.25	14	12	1053.3193	0.35319906
5	1347	OSD-562	hippocampus	5263.883	4626.5884	15	12	637.29443	0.18614085
5	1347	OSD-563	cerebellum	8554.553	8173.0024	5	5	381.5503	0.06581843
5	1347	OSD-564	hippocampus	11377.654	6674.454	5	5	4703.2	0.7693921
5	1347	OSD-576	skeletal_muscle	1466.7092	1423.7999	9	9	42.9093	0.042806752
5	1347	OSD-580	heart	1149.3431	1185.7883	20	20	-36.44519	-0.04499837
5	1347	OSD-612	brain	10130.343	13321.45	4	5	-3191.1074	-0.3950341
5	1347	OSD-613	brain	15771.808	12986.216	9	9	2785.5918	0.2803473
5	1347	OSD-665	skeletal_muscle	1392.8063	1403.5227	10	10	-10.716431	-0.011049872
5	1347	OSD-666	skeletal_muscle	1699.9622	1750.0276	10	10	-50.06543	-0.0418508
5	1347	OSD-667	colon	1134.9314	988.90967	9	10	146.02173	0.19850694
5	1347	OSD-770	skeletal_muscle	1018.307	1185.8812	10	10	-167.57422	-0.2195869
5	1347	OSD-771	kidney	1301.0618	1264.2549	20	20	36.806885	0.041369893
5	1347	OSD-899	cecum	432.3392	205.15762	10	10	227.18158	1.071749
5	1347	OSD-900	lung	1977.7299	2098.259	10	10	-120.529175	-0.085305564
5	1347	OSD-98	adrenal_gland	2556.75	2251.7268	6	5	305.0232	0.18320283
5	1347	OSD-99	skeletal_muscle	2360.8113	2334.105	6	6	26.706299	0.016406205
6	1496	OSD-100	eye	5991.867	5781.5093	6	6	210.35791	0.051550664
6	1496	OSD-101	skeletal_muscle	4391.4346	4601.894	6	6	-210.45947	-0.06752048
6	1496	OSD-102	kidney	5295.171	5135.02	6	6	160.15088	0.04429889
6	1496	OSD-103	skeletal_muscle	4332.047	4715.4536	6	6	-383.40674	-0.12232063
6	1496	OSD-104	skeletal_muscle	6078.572	6944.041	6	6	-865.46924	-0.1920135
6	1496	OSD-105	skeletal_muscle	5310.5894	5052.6426	6	6	257.94678	0.07181994
6	1496	OSD-137	liver	3872.6394	4692.8906	6	6	-820.2512	-0.2770945
6	1496	OSD-161	adrenal_gland	12885.938	13432.1	5	5	-546.16113	-0.059882693
6	1496	OSD-162	eye	8541.145	8898.436	5	5	-357.29102	-0.059115525
6	1496	OSD-163	kidney	8102.811	7225.815	6	6	876.9961	0.16524054
6	1496	OSD-164	liver	1419.8596	1806.5863	1	3	-386.72668	-0.34730053
6	1496	OSD-164	spleen	2592.5913	2450.4988	3	3	142.09253	0.08128708
6	1496	OSD-168	liver	5071.4536	5920.8936	14	14	-849.43994	-0.2233748
6	1496	OSD-173	liver	2801.2524	2910.9602	2	2	-109.70776	-0.055403743
6	1496	OSD-194	retina	7372.2393	7742.328	5	4	-370.08887	-0.07065517
6	1496	OSD-238	skin	4062.9072	4007.2598	12	6	55.64746	0.01989151
6	1496	OSD-239	skin	4286.601	4008.51	11	6	278.09106	0.096744746
6	1496	OSD-240	skin	4275.0234	4720.466	10	10	-445.44238	-0.14296505
6	1496	OSD-241	skin	4596.9287	4321.648	9	10	275.28076	0.08906879
6	1496	OSD-242	liver	3037.2642	2836.602	5	4	200.66211	0.09857509
6	1496	OSD-243	skin	5355.299	5349.0127	18	19	6.286133	0.001694066
6	1496	OSD-244	thymus	5950.1807	4283.062	19	19	1667.1187	0.47419658
6	1496	OSD-245	liver	5051.3677	4569.7964	20	19	481.5713	0.14451402
6	1496	OSD-246	spleen	4096.8457	4114.9985	15	16	-18.152832	-0.0063768285
6	1496	OSD-247	colon	6393.0986	6532.682	19	17	-139.5835	-0.031155262
6	1496	OSD-248	lung	6267.772	6433.5986	20	19	-165.82666	-0.037667286
6	1496	OSD-253	kidney	7717.212	6838.8755	20	19	878.3364	0.17429666
6	1496	OSD-254	skin	4439.0825	4747.6455	20	20	-308.563	-0.096929535
6	1496	OSD-270	heart	9043.001	5079.4927	3	2	3963.5083	0.83199275
6	1496	OSD-288	spleen	1118.4689	1210.5822	6	3	-92.11328	-0.11407783
6	1496	OSD-289	thymus	820.5737	851.044	12	6	-30.470276	-0.052537933
6	1496	OSD-352	brain	4617.154	4946.822	3	3	-329.66797	-0.09947735
6	1496	OSD-379	liver	3128.4475	3178.2834	35	35	-49.835938	-0.022793632
6	1496	OSD-419	skeletal_muscle	1222.2532	1058.3955	4	8	163.85767	0.20748179
6	1496	OSD-420	spleen	704.8243	745.1561	10	10	-40.33185	-0.08016848
6	1496	OSD-421	thymus	378.9585	1380.7849	10	10	-1001.8264	-1.8626193
6	1496	OSD-463	liver	5994.2505	6382.473	12	10	-388.22266	-0.09052153
6	1496	OSD-464	lung	7367.79	7721.751	10	9	-353.96094	-0.0676871
6	1496	OSD-47	liver	2350.7708	3080.0664	5	3	-729.29565	-0.3896823
6	1496	OSD-48	liver	1990.4922	2205.2983	7	7	-214.80615	-0.14777808
6	1496	OSD-506	spleen	3403.9219	3065.2598	9	10	338.6621	0.15114184
6	1496	OSD-511	mammary_gland	6704.0054	4983.622	10	15	1720.3833	0.4277544
6	1496	OSD-512	adrenal_gland	10304.072	10518.762	10	10	-214.68945	-0.029747417
6	1496	OSD-513	kidney	4352.8643	4468.585	10	10	-115.7207	-0.03784445
6	1496	OSD-515	thymus	3911.039	5368.209	10	10	-1457.1699	-0.45678878
6	1496	OSD-525	cerebellum	5688.8154	5796.755	10	10	-107.93945	-0.027112478
6	1496	OSD-561	cerebellum	3175.9187	2529.1885	14	12	646.7302	0.32838336
6	1496	OSD-562	hippocampus	3018.3057	2728.0261	15	12	290.27954	0.14583065
6	1496	OSD-563	cerebellum	5363.868	5206.5103	5	5	157.35791	0.04294899
6	1496	OSD-564	hippocampus	6622.3657	3945.1946	5	5	2677.1711	0.7471024
6	1496	OSD-576	skeletal_muscle	6263.02	5997.1333	9	9	265.88672	0.0625752
6	1496	OSD-580	heart	5601.5737	5846.606	20	20	-245.03223	-0.0617564
6	1496	OSD-612	brain	5005.1597	7776.509	4	5	-2771.349	-0.6356039
6	1496	OSD-613	brain	8193.986	6688.8276	9	9	1505.1587	0.2927725
6	1496	OSD-665	skeletal_muscle	5306.503	5280.6763	10	10	25.82666	0.0070373644
6	1496	OSD-666	skeletal_muscle	6704.7627	6922.0625	10	10	-217.2998	-0.04600893
6	1496	OSD-667	colon	4557.344	4021.7603	9	10	535.584	0.1803241
6	1496	OSD-770	skeletal_muscle	3674.3047	4537.1924	10	10	-862.8877	-0.30425388
6	1496	OSD-771	kidney	6862.0024	6650.078	20	20	211.92432	0.045251567
6	1496	OSD-899	cecum	2061.825	961.0511	10	10	1100.7739	1.100436
6	1496	OSD-900	lung	7221.6123	7564.7524	10	10	-343.14014	-0.06696288
6	1496	OSD-98	adrenal_gland	8982.742	8188.9766	6	5	793.7656	0.13345723
6	1496	OSD-99	skeletal_muscle	8440.507	8294.654	6	6	145.85254	0.025144802
7	857	OSD-100	eye	13947.226	13966.026	6	6	-18.800781	-0.0019433363
7	857	OSD-101	skeletal_muscle	30372.584	32875.785	6	6	-2503.2012	-0.11425206
7	857	OSD-102	kidney	10621.563	10137.94	6	6	483.62305	0.06722508
7	857	OSD-103	skeletal_muscle	29324.398	33607.63	6	6	-4283.2305	-0.19668101
7	857	OSD-104	skeletal_muscle	32985.84	32600.225	6	6	385.61523	0.0169645
7	857	OSD-105	skeletal_muscle	33149.227	32584.797	6	6	564.4297	0.024775466
7	857	OSD-137	liver	18772.178	23202.143	6	6	-4429.965	-0.3056473
7	857	OSD-161	adrenal_gland	23068.094	23937.912	5	5	-869.81836	-0.053396285
7	857	OSD-162	eye	22310.324	22219.188	5	5	91.13672	0.005905133
7	857	OSD-163	kidney	18008.713	15953.106	6	6	2055.6064	0.17484738
7	857	OSD-164	liver	10648.551	8155.9707	1	3	2492.58	0.3846872
7	857	OSD-164	spleen	4550.014	4812.336	3	3	-262.32178	-0.08084907
7	857	OSD-168	liver	24773.041	30206.53	14	14	-5433.4883	-0.28607896
7	857	OSD-173	liver	15224.618	16173.305	2	2	-948.6865	-0.08720292
7	857	OSD-194	retina	13078.753	14261.065	5	4	-1182.3125	-0.12484761
7	857	OSD-238	skin	12549.298	11799.821	12	6	749.47656	0.08883433
7	857	OSD-239	skin	10761.588	11510.778	11	6	-749.1904	-0.09708571
7	857	OSD-240	skin	10532.477	12298.411	10	10	-1765.9346	-0.22360753
7	857	OSD-241	skin	10687.813	9976.146	9	10	711.667	0.099402554
7	857	OSD-242	liver	16515.121	17571.754	5	4	-1056.6328	-0.08946541
7	857	OSD-243	skin	13727.842	12641.038	18	19	1086.8037	0.118980825
7	857	OSD-244	thymus	13057.563	8589.968	19	19	4467.5957	0.6041037
7	857	OSD-245	liver	23792.393	22930.094	20	19	862.2988	0.053255744
7	857	OSD-246	spleen	10121.186	9921.796	15	16	199.38965	0.02870232
7	857	OSD-247	colon	14506.837	14253.206	19	17	253.63086	0.025444765
7	857	OSD-248	lung	13364.667	14312.293	20	19	-947.626	-0.09882374
7	857	OSD-253	kidney	16573.396	13810.395	20	19	2763.002	0.26309738
7	857	OSD-254	skin	11314.496	11554.222	20	20	-239.72559	-0.030245144
7	857	OSD-270	heart	30813.455	18708.084	3	2	12105.371	0.7198684
7	857	OSD-288	spleen	2096.024	2313.006	6	3	-216.98218	-0.14204937
7	857	OSD-289	thymus	1484.4713	1600.2682	12	6	-115.796875	-0.10829425
7	857	OSD-352	brain	4640.4746	4869.8384	3	3	-229.36377	-0.06958686
7	857	OSD-379	liver	16784.553	17270.602	35	35	-486.04883	-0.041181818
7	857	OSD-419	skeletal_muscle	6059.2803	5005.141	4	8	1054.1392	0.27568564
7	857	OSD-420	spleen	2380.9465	2877.3884	10	10	-496.4419	-0.27312028
7	857	OSD-421	thymus	1041.5988	3783.2532	10	10	-2741.6543	-1.8598245
7	857	OSD-463	liver	40822.29	45629.266	12	10	-4806.9766	-0.16059858
7	857	OSD-464	lung	23060.115	23230.861	10	9	-170.7461	-0.010642489
7	857	OSD-47	liver	11041.92	14256.62	5	3	-3214.7002	-0.36861154
7	857	OSD-48	liver	11731.708	12025.01	7	7	-293.30176	-0.035622023
7	857	OSD-506	spleen	12772.726	12645.716	9	10	127.009766	0.014416579
7	857	OSD-511	mammary_gland	20386.537	14638.795	10	15	5747.742	0.4777921
7	857	OSD-512	adrenal_gland	28020.375	26775.021	10	10	1245.3535	0.06558607
7	857	OSD-513	kidney	12052.353	12155.457	10	10	-103.10449	-0.012288321
7	857	OSD-515	thymus	10617.635	12065.257	10	10	-1447.6221	-0.18437992
7	857	OSD-525	cerebellum	4949.0527	5225.215	10	10	-276.1621	-0.07832257
7	857	OSD-561	cerebellum	5862.105	6511.729	14	12	-649.624	-0.1515973
7	857	OSD-562	hippocampus	5720.98	5486.5444	15	12	234.43555	0.06035373
7	857	OSD-563	cerebellum	7356.797	6996.1533	5	5	360.64355	0.07250572
7	857	OSD-564	hippocampus	8595.969	6527.952	5	5	2068.0166	0.39697656
7	857	OSD-576	skeletal_muscle	34976.766	34036.266	9	9	940.5	0.03932305
7	857	OSD-580	heart	22303.125	21680.088	20	20	623.0371	0.04087346
7	857	OSD-612	brain	6485.0693	10004.315	4	5	-3519.246	-0.62535024
7	857	OSD-613	brain	10436.927	9175.648	9	9	1261.2783	0.185796
7	857	OSD-665	skeletal_muscle	32524.27	33290.05	10	10	-765.78125	-0.033573408
7	857	OSD-666	skeletal_muscle	40527.57	42675.41	10	10	-2147.8398	-0.074499525
7	857	OSD-667	colon	10053.939	8766.203	9	10	1287.7363	0.19771583
7	857	OSD-770	skeletal_muscle	21979.902	23213.3	10	10	-1233.3984	-0.07876323
7	857	OSD-771	kidney	18809.164	18411.832	20	20	397.33203	0.030800812
7	857	OSD-899	cecum	4542.6978	2395.1316	10	10	2147.5662	0.9231597
7	857	OSD-900	lung	17658.46	18216.441	10	10	-557.98047	-0.044879053
7	857	OSD-98	adrenal_gland	16021.5205	15071.045	6	5	950.4756	0.088226
7	857	OSD-99	skeletal_muscle	45559.23	48065.91	6	6	-2506.6797	-0.07726898
8	1000	OSD-100	eye	3916.9558	3672.047	6	6	244.90869	0.09312367
8	1000	OSD-101	skeletal_muscle	2230.9353	2345.522	6	6	-114.58667	-0.07222873
8	1000	OSD-102	kidney	2545.7969	2523.5369	6	6	22.26001	0.012665113
8	1000	OSD-103	skeletal_muscle	2132.3345	2226.1262	6	6	-93.79175	-0.062073167
8	1000	OSD-104	skeletal_muscle	2412.7952	2688.2468	6	6	-275.45166	-0.15589893
8	1000	OSD-105	skeletal_muscle	2638.139	2533.9192	6	6	104.21973	0.058127515
8	1000	OSD-137	liver	1854.4818	2229.1511	6	6	-374.6693	-0.26534763
8	1000	OSD-161	adrenal_gland	6789.8447	7040.9883	5	5	-251.14355	-0.052391775
8	1000	OSD-162	eye	5077.462	5562.085	5	5	-484.62305	-0.13149354
8	1000	OSD-163	kidney	4290.2856	3862.6086	6	6	427.677	0.151461
8	1000	OSD-164	liver	322.263	699.0313	1	3	-376.7683	-1.114711
8	1000	OSD-164	spleen	2112.5957	1879.5187	3	3	233.07703	0.16856883
8	1000	OSD-168	liver	2775.0725	2941.338	14	14	-166.26538	-0.08391772
8	1000	OSD-173	liver	1151.2476	1227.5554	2	2	-76.30786	-0.09251222
8	1000	OSD-194	retina	5848.0503	5889.994	5	4	-41.943848	-0.010308751
8	1000	OSD-238	skin	3060.8896	3098.3801	12	6	-37.49048	-0.017557397
8	1000	OSD-239	skin	3361.3948	3129.333	11	6	232.06177	0.10317301
8	1000	OSD-240	skin	3344.981	3710.2173	10	10	-365.23633	-0.14946328
8	1000	OSD-241	skin	3607.231	3520.8235	9	10	86.40747	0.03496902
8	1000	OSD-242	liver	1456.4774	1450.8655	5	4	5.6119385	0.0055657877
8	1000	OSD-243	skin	4975.483	5015.2515	18	19	-39.768555	-0.0114832
8	1000	OSD-244	thymus	5725.7485	5634.597	19	19	91.15137	0.023147736
8	1000	OSD-245	liver	2712.8433	2379.727	20	19	333.1162	0.18893515
8	1000	OSD-246	spleen	4109.9517	4321.1357	15	16	-211.18408	-0.07227194
8	1000	OSD-247	colon	3899.5527	4078.1807	19	17	-178.62793	-0.06460085
8	1000	OSD-248	lung	4735.178	4662.6875	20	19	72.49072	0.022252321
8	1000	OSD-253	kidney	3875.1414	3482.63	20	19	392.51147	0.15402988
8	1000	OSD-254	skin	4036.254	4292.2773	20	20	-256.02344	-0.08870503
8	1000	OSD-270	heart	3134.7112	1787.185	3	2	1347.5261	0.81029665
8	1000	OSD-288	spleen	1241.3451	1394.9677	6	3	-153.62256	-0.1681995
8	1000	OSD-289	thymus	1099.0089	1127.7032	12	6	-28.694336	-0.037151024
8	1000	OSD-352	brain	2657.0408	2914.9949	3	3	-257.9541	-0.13362491
8	1000	OSD-379	liver	1441.5151	1462.9346	35	35	-21.419434	-0.021264583
8	1000	OSD-419	skeletal_muscle	415.969	351.42563	4	8	64.543365	0.24262129
8	1000	OSD-420	spleen	624.1117	648.1242	10	10	-24.012512	-0.0543806
8	1000	OSD-421	thymus	358.2844	1140.5916	10	10	-782.3071	-1.6678485
8	1000	OSD-463	liver	2588.0955	2835.35	12	10	-247.25464	-0.13158746
8	1000	OSD-464	lung	4640.986	4905.7856	10	9	-264.7998	-0.08003613
8	1000	OSD-47	liver	920.76984	1247.663	5	3	-326.89313	-0.4379056
8	1000	OSD-48	liver	789.15656	889.89465	7	7	-100.7381	-0.1731163
8	1000	OSD-506	spleen	3180.8037	2806.1982	9	10	374.60547	0.18071397
8	1000	OSD-511	mammary_gland	3498.862	2908.3096	10	15	590.5525	0.2666213
8	1000	OSD-512	adrenal_gland	4497.1045	4664.445	10	10	-167.34033	-0.052697487
8	1000	OSD-513	kidney	2200.2231	2357.7253	10	10	-157.5022	-0.09970207
8	1000	OSD-515	thymus	3383.6792	5826.45	10	10	-2442.771	-0.78384566
8	1000	OSD-525	cerebellum	4968.73	4972.5034	10	10	-3.7734375	-0.001094999
8	1000	OSD-561	cerebellum	1713.7415	1332.184	14	12	381.5575	0.3631152
8	1000	OSD-562	hippocampus	1475.4246	1306.4996	15	12	168.92493	0.17529705
8	1000	OSD-563	cerebellum	3494.5613	3268.7556	5	5	225.80566	0.096341334
8	1000	OSD-564	hippocampus	3625.614	2235.5352	5	5	1390.0789	0.6973578
8	1000	OSD-576	skeletal_muscle	2745.908	2530.5703	9	9	215.33765	0.11777609
8	1000	OSD-580	heart	1996.5488	2058.1016	20	20	-61.552734	-0.043784186
8	1000	OSD-612	brain	2588.6343	4490.911	4	5	-1902.2769	-0.7945811
8	1000	OSD-613	brain	3992.1836	3173.7798	9	9	818.4038	0.33088282
8	1000	OSD-665	skeletal_muscle	2808.456	2784.4048	10	10	24.05127	0.012403916
8	1000	OSD-666	skeletal_muscle	3470.9712	3341.8992	10	10	129.07202	0.054655153
8	1000	OSD-667	colon	3034.1462	2886.189	9	10	147.95728	0.07210054
8	1000	OSD-770	skeletal_muscle	1998.4805	2419.2283	10	10	-420.7478	-0.27551788
8	1000	OSD-771	kidney	2780.5894	2677.8398	20	20	102.74951	0.054301083
8	1000	OSD-899	cecum	1400.906	708.7317	10	10	692.1743	0.982044
8	1000	OSD-900	lung	4276.4893	4484.5312	10	10	-208.04199	-0.06851466
8	1000	OSD-98	adrenal_gland	4286.2495	3892.2905	6	5	393.95898	0.13906243
8	1000	OSD-99	skeletal_muscle	3365.741	3267.9785	6	6	97.76245	0.042512883
9	1631	OSD-100	eye	211.29155	193.09094	6	6	18.200607	0.12931415
9	1631	OSD-101	skeletal_muscle	128.88698	131.4723	6	6	-2.5853271	-0.028433993
9	1631	OSD-102	kidney	118.69579	113.30871	6	6	5.387085	0.066437095
9	1631	OSD-103	skeletal_muscle	95.7055	95.77958	6	6	-0.07408142	-0.0011047234
9	1631	OSD-104	skeletal_muscle	107.89321	114.769775	6	6	-6.876564	-0.088344604
9	1631	OSD-105	skeletal_muscle	116.5796	113.79041	6	6	2.7891846	0.034635603
9	1631	OSD-137	liver	78.09156	94.05651	6	6	-15.964951	-0.26526165
9	1631	OSD-161	adrenal_gland	210.59756	217.65079	5	5	-7.0532227	-0.04730549
9	1631	OSD-162	eye	284.48938	318.644	5	5	-34.154633	-0.16302902
9	1631	OSD-163	kidney	185.28674	189.46156	6	6	-4.17482	-0.031974867
9	1631	OSD-164	liver	35.18087	36.21357	1	3	-1.0326996	-0.04060167
9	1631	OSD-164	spleen	71.436745	71.67689	3	3	-0.24014282	-0.004774908
9	1631	OSD-168	liver	122.165054	113.44539	14	14	8.719666	0.1059336
9	1631	OSD-173	liver	43.080627	50.930717	2	2	-7.85009	-0.23644336
9	1631	OSD-194	retina	303.982	318.2957	5	4	-14.31369	-0.066168986
9	1631	OSD-238	skin	153.9904	160.7996	12	6	-6.809204	-0.06202918
9	1631	OSD-239	skin	166.49724	159.27876	11	6	7.2184753	0.06355406
9	1631	OSD-240	skin	159.48154	174.13268	10	10	-14.651138	-0.12604098
9	1631	OSD-241	skin	172.58649	172.9027	9	10	-0.3162079	-0.002625639
9	1631	OSD-242	liver	54.154137	55.7733	5	4	-1.6191635	-0.041743517
9	1631	OSD-243	skin	192.96832	197.4711	18	19	-4.502777	-0.03310788
9	1631	OSD-244	thymus	169.94585	138.80284	19	19	31.143005	0.29014573
9	1631	OSD-245	liver	91.66811	81.60309	20	19	10.065025	0.16587736
9	1631	OSD-246	spleen	169.65489	173.30606	15	16	-3.6511688	-0.030540928
9	1631	OSD-247	colon	144.49336	151.16907	19	17	-6.675705	-0.06472181
9	1631	OSD-248	lung	198.23773	192.67276	20	19	5.564972	0.04086978
9	1631	OSD-253	kidney	135.94858	121.62913	20	19	14.31945	0.15933259
9	1631	OSD-254	skin	162.2645	171.02011	20	20	-8.755615	-0.075366154
9	1631	OSD-270	heart	134.85367	73.25383	3	2	61.59984	0.8715162
9	1631	OSD-288	spleen	42.744022	46.33783	6	3	-3.5938072	-0.11390771
9	1631	OSD-289	thymus	31.053495	31.442774	12	6	-0.3892784	-0.017415348
9	1631	OSD-352	brain	140.96075	151.99611	3	3	-11.035355	-0.10800285
9	1631	OSD-379	liver	58.81436	59.14333	35	35	-0.32896805	-0.007912827
9	1631	OSD-419	skeletal_muscle	26.189915	22.27077	4	8	3.9191456	0.22455272
9	1631	OSD-420	spleen	26.56781	27.967016	10	10	-1.3992062	-0.071426414
9	1631	OSD-421	thymus	13.421521	44.380505	10	10	-30.958984	-1.6538494
9	1631	OSD-463	liver	104.18783	100.796936	12	10	3.390892	0.047273714
9	1631	OSD-464	lung	247.92636	262.2962	10	9	-14.369843	-0.080967665
9	1631	OSD-47	liver	46.30374	56.865322	5	3	-10.561581	-0.29074472
9	1631	OSD-48	liver	49.28405	53.349216	7	7	-4.0651665	-0.11215839
9	1631	OSD-506	spleen	144.06424	132.97414	9	10	11.090103	0.11473745
9	1631	OSD-511	mammary_gland	141.4862	115.885796	10	15	25.60041	0.28572264
9	1631	OSD-512	adrenal_gland	170.21962	174.54262	10	10	-4.322998	-0.03597331
9	1631	OSD-513	kidney	80.554565	75.67652	10	10	4.878044	0.08898083
9	1631	OSD-515	thymus	136.97205	143.98627	10	10	-7.014221	-0.07154027
9	1631	OSD-525	cerebellum	146.96057	145.9277	10	10	1.0328674	0.010106335
9	1631	OSD-561	cerebellum	104.64325	87.41932	14	12	17.22393	0.256767
9	1631	OSD-562	hippocampus	106.88784	97.891884	15	12	8.995956	0.12560818
9	1631	OSD-563	cerebellum	171.31882	160.35733	5	5	10.961487	0.09482109
9	1631	OSD-564	hippocampus	210.75647	133.07578	5	5	77.680695	0.6593575
9	1631	OSD-576	skeletal_muscle	117.90224	108.06411	9	9	9.838127	0.12459938
9	1631	OSD-580	heart	89.850395	92.6821	20	20	-2.8317032	-0.044280574
9	1631	OSD-612	brain	148.93256	222.94373	4	5	-74.01117	-0.5788226
9	1631	OSD-613	brain	261.07483	210.28075	9	9	50.794083	0.31081745
9	1631	OSD-665	skeletal_muscle	110.533104	108.79964	10	10	1.7334671	0.02259877
9	1631	OSD-666	skeletal_muscle	109.72292	112.62048	10	10	-2.8975601	-0.037268996
9	1631	OSD-667	colon	135.07928	132.16144	9	10	2.9178467	0.031271104
9	1631	OSD-770	skeletal_muscle	86.567505	92.3317	10	10	-5.7641983	-0.09197165
9	1631	OSD-771	kidney	147.68669	146.59418	20	20	1.092514	0.010639761
9	1631	OSD-899	cecum	64.13979	33.038383	10	10	31.10141	0.93637663
9	1631	OSD-900	lung	207.70483	213.54985	10	10	-5.8450165	-0.03984884
9	1631	OSD-98	adrenal_gland	139.41621	124.60356	6	5	14.812653	0.16083224
9	1631	OSD-99	skeletal_muscle	138.44585	141.71623	6	6	-3.2703857	-0.03344447
10	1618	OSD-100	eye	11.71714	10.593738	6	6	1.1234026	0.13342854
10	1618	OSD-101	skeletal_muscle	15.287701	15.444684	6	6	-0.15698338	-0.013838269
10	1618	OSD-102	kidney	6.437783	6.107231	6	6	0.33055162	0.06558492
10	1618	OSD-103	skeletal_muscle	6.933869	5.793984	6	6	1.139885	0.22376679
10	1618	OSD-104	skeletal_muscle	4.39246	4.066028	6	6	0.32643175	0.09008851
10	1618	OSD-105	skeletal_muscle	9.370004	9.060054	6	6	0.30994987	0.043778434
10	1618	OSD-137	liver	3.5817883	4.052122	6	6	-0.4703338	-0.14097875
10	1618	OSD-161	adrenal_gland	9.218541	9.566874	5	5	-0.3483324	-0.04835937
10	1618	OSD-162	eye	15.180717	16.783066	5	5	-1.6023483	-0.13622849
10	1618	OSD-163	kidney	11.394211	19.14452	6	6	-7.750309	-0.70072097
10	1618	OSD-164	liver	0.8671199	1.2663783	1	3	-0.39925838	-0.27957422
10	1618	OSD-164	spleen	3.0618048	3.1477134	3	3	-0.08590865	-0.030195443
10	1618	OSD-168	liver	10.888708	6.461284	14	14	4.427424	0.6720961
10	1618	OSD-173	liver	2.4168725	2.1566749	2	2	0.26019764	0.11427072
10	1618	OSD-194	retina	18.257725	16.762362	5	4	1.4953632	0.11661381
10	1618	OSD-238	skin	11.829831	11.79625	12	6	0.03358078	0.003781067
10	1618	OSD-239	skin	12.343915	11.877627	11	6	0.4662876	0.051315166
