profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence
GSM9055352	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055352	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055352	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M12	unknown	unknown	unknown		unassigned
GSM9055353	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055353	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055353	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M13	unknown	unknown	unknown		unassigned
GSM9055354	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055354	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055354	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M14	unknown	unknown	unknown		unassigned
GSM9055355	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055355	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055355	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M15	unknown	unknown	unknown		unassigned
GSM9055356	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055356	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055356	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M16	unknown	unknown	unknown		unassigned
GSM9055357	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055357	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055357	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M17	unknown	unknown	unknown		unassigned
GSM9055358	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055358	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055358	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M18	unknown	unknown	unknown		unassigned
GSM9055359	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055359	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055359	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M19	unknown	unknown	unknown		unassigned
GSM9055360	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055360	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055360	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M20	unknown	unknown	unknown		unassigned
GSM9055361	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055361	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055361	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M21	unknown	unknown	unknown		unassigned
GSM9055362	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055362	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055362	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M22	unknown	unknown	unknown		unassigned
GSM9055363	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055363	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055363	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M23	unknown	unknown	unknown		unassigned
GSM9055364	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055364	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055364	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M24	unknown	unknown	unknown		unassigned
GSM9055365	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055365	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055365	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M25	unknown	unknown	unknown		unassigned
GSM9055366	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055366	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055366	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M26	unknown	unknown	unknown		unassigned
GSM9055367	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055367	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055367	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M27	unknown	unknown	unknown		unassigned
GSM9055368	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055368	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055368	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M28	unknown	unknown	unknown		unassigned
GSM9055369	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055369	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055369	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M29	unknown	unknown	unknown		unassigned
GSM9055370	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055370	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055370	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M30	unknown	unknown	unknown		unassigned
GSM9055371	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055371	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055371	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M31	unknown	unknown	unknown		unassigned
GSM9055372	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055372	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055372	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M32	unknown	unknown	unknown		unassigned
GSM9055373	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055373	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055373	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M33	unknown	unknown	unknown		unassigned
GSM9055374	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055374	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055374	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M34	unknown	unknown	unknown		unassigned
GSM9055375	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055375	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055375	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M35	unknown	unknown	unknown		unassigned
GSM9055376	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055376	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055376	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M36	unknown	unknown	unknown		unassigned
GSM9055377	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055377	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055377	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M37	unknown	unknown	unknown		unassigned
GSM9055378	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055378	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055378	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M38	unknown	unknown	unknown		unassigned
GSM9055379	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055379	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055379	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M39	unknown	unknown	unknown		unassigned
GSM9055380	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055380	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055380	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M40	unknown	unknown	unknown		unassigned
GSM9055381	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055381	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055381	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	F1	unknown	unknown	unknown		unassigned
GSM9055382	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055382	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055382	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	F2	unknown	unknown	unknown		unassigned
