location	cluster	n_genes	feature	profile	cluster_mean_log2_expression	h5_accession	mission	library_selection	library_layout	sex	strain	sequencing_instrument
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	RR8_LVR_FLT_LAR_OLD_FL8	7.843703269958496	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	RR8_LVR_FLT_LAR_YNG_FL1	7.940486431121826	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	RR8_LVR_FLT_LAR_YNG_FL13	10.012591361999512	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	RR8_LVR_FLT_LAR_YNG_FL14	9.280016899108887	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	RR8_LVR_FLT_LAR_YNG_FL17	8.348047256469727	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	RR8_LVR_FLT_LAR_YNG_FL18	9.065606117248535	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	RR8_LVR_FLT_LAR_YNG_FL2	7.680994510650635	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	RR8_LVR_FLT_LAR_YNG_FL5	8.27949047088623	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	RR8_LVR_FLT_LAR_YNG_FL6	7.90871000289917	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	11.034263610839844	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	10.894722938537598	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	10.920220375061035	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	9.590907096862793	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	10.742179870605469	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	11.238934516906738	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	12.042646408081055	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	10.002740859985352	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	10.017133712768555	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	9.782299995422363	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	10.793052673339844	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	10.599953651428223	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	10.928227424621582	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	10.930594444274902	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	10.335455894470215	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	11.435663223266602	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	11.281281471252441	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	9.89663028717041	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	11.34608268737793	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	10.782150268554688	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F1	RR23_LVR_FLT_F1	18.2132568359375	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F2	RR23_LVR_FLT_F2	18.78565788269043	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F3	RR23_LVR_FLT_F3	17.520299911499023	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F4	RR23_LVR_FLT_F4	19.18349838256836	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F5	RR23_LVR_FLT_F5	18.134838104248047	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F6	RR23_LVR_FLT_F6	17.815494537353516	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F7_techrep1	RR23_LVR_FLT_F7_techrep1	19.022491455078125	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F7_techrep2	RR23_LVR_FLT_F7_techrep2	18.688228607177734	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F8_techrep1	RR23_LVR_FLT_F8_techrep1	16.163850784301758	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F8_techrep2	RR23_LVR_FLT_F8_techrep2	15.695584297180176	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F8_techrep3	RR23_LVR_FLT_F8_techrep3	15.735156059265137	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-463_RR23_LVR_FLT_F9	RR23_LVR_FLT_F9	18.847871780395508	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	15.486233711242676	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	14.45075798034668	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	15.334649085998535	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	16.381698608398438	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	14.846114158630371	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	Mmus_BAL-TAL_LVR_FLT_Rep1_F1	8.020703315734863	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	Mmus_BAL-TAL_LVR_FLT_Rep2_F2	9.752195358276367	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	Mmus_BAL-TAL_LVR_FLT_Rep3_F3	7.995597839355469	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	Mmus_BAL-TAL_LVR_FLT_Rep4_F4	7.916300296783447	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	7.9153337478637695	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	Mmus_BAL-TAL_LVR_FLT_Rep6_F6	7.963744163513184	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	14	7	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	8.114548683166504	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	14	7	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	8.114548683166504	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	14	7	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	9.214810371398926	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	14	7	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	9.214810371398926	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	14	7	OSD-47_Mmus_C57-6T_LVR_FLT_Rep3_F4	Mmus_C57-6T_LVR_FLT_Rep3_F4	10.520673751831055	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	14	7	OSD-686_GSM7708685	GSM7708685	14.934285163879395	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-686_GSM7708686	GSM7708686	15.200410842895508	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-686_GSM7708687	GSM7708687	15.305940628051758	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-686_GSM7708688	GSM7708688	14.310460090637207	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-686_GSM7708689	GSM7708689	14.61970043182373	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-686_GSM7708690	GSM7708690	13.844388961791992	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	14	7	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	Mmus_C57-6CR_LVR_FLT_Rep1_F58	11.105717658996582	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
FLT	14	7	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	Mmus_C57-6CR_LVR_FLT_Rep2_F64	10.061882972717285	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	RR8_LVR_FLT_ISS-T_OLD_FI11	14.595024108886719	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	RR8_LVR_FLT_ISS-T_OLD_FI12	12.811776161193848	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	RR8_LVR_FLT_ISS-T_OLD_FI13	14.578667640686035	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	RR8_LVR_FLT_ISS-T_OLD_FI14	15.873924255371094	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	RR8_LVR_FLT_ISS-T_OLD_FI15	12.968846321105957	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI16	RR8_LVR_FLT_ISS-T_OLD_FI16	16.649158477783203	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI17	RR8_LVR_FLT_ISS-T_OLD_FI17	12.784225463867188	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	RR8_LVR_FLT_ISS-T_OLD_FI18	13.375039100646973	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	RR8_LVR_FLT_ISS-T_OLD_FI19	14.84691047668457	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	RR8_LVR_FLT_ISS-T_OLD_FI20	14.116262435913086	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	RR8_LVR_FLT_ISS-T_YNG_FI1	15.54182243347168	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI10	RR8_LVR_FLT_ISS-T_YNG_FI10	12.885696411132812	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	RR8_LVR_FLT_ISS-T_YNG_FI2	16.51753044128418	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	RR8_LVR_FLT_ISS-T_YNG_FI3	14.165692329406738	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	RR8_LVR_FLT_ISS-T_YNG_FI4	13.144658088684082	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	RR8_LVR_FLT_ISS-T_YNG_FI5	14.531685829162598	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	RR8_LVR_FLT_ISS-T_YNG_FI6	11.559855461120605	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	RR8_LVR_FLT_ISS-T_YNG_FI7	12.57127857208252	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	RR8_LVR_FLT_ISS-T_YNG_FI8	16.574430465698242	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI9	RR8_LVR_FLT_ISS-T_YNG_FI9	14.115043640136719	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	RR8_LVR_FLT_LAR_OLD_FL11	12.40247917175293	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	RR8_LVR_FLT_LAR_OLD_FL15	14.272629737854004	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	RR8_LVR_FLT_LAR_OLD_FL16	12.860311508178711	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	RR8_LVR_FLT_LAR_OLD_FL3	12.165848731994629	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	RR8_LVR_FLT_LAR_OLD_FL4	12.194449424743652	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL7	RR8_LVR_FLT_LAR_OLD_FL7	14.858709335327148	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	RR8_LVR_FLT_LAR_OLD_FL8	16.53837013244629	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	RR8_LVR_FLT_LAR_YNG_FL1	15.363964080810547	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	RR8_LVR_FLT_LAR_YNG_FL13	17.317474365234375	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	RR8_LVR_FLT_LAR_YNG_FL14	18.182538986206055	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	RR8_LVR_FLT_LAR_YNG_FL17	12.035486221313477	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	RR8_LVR_FLT_LAR_YNG_FL18	11.838022232055664	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	RR8_LVR_FLT_LAR_YNG_FL2	15.771773338317871	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	RR8_LVR_FLT_LAR_YNG_FL5	19.327016830444336	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	RR8_LVR_FLT_LAR_YNG_FL6	13.955558776855469	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	15.054476737976074	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	17.62160873413086	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	20.522077560424805	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	12.821375846862793	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	15.767512321472168	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	15.027949333190918	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	16.48758888244629	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	15	1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	12.173052787780762	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
