location	cluster	n_genes	feature	profile	cluster_mean_log2_expression	h5_accession	mission	library_selection	library_layout	sex	strain	sequencing_instrument
FLT	4	1537	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	7.83720064163208	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	8.04415225982666	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	7.51314115524292	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	Mmus_BAL-TAL_LVR_FLT_Rep1_F1	7.780603408813477	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	Mmus_BAL-TAL_LVR_FLT_Rep2_F2	8.204176902770996	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	Mmus_BAL-TAL_LVR_FLT_Rep3_F3	8.01219367980957	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	Mmus_BAL-TAL_LVR_FLT_Rep4_F4	8.296221733093262	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	8.210054397583008	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	Mmus_BAL-TAL_LVR_FLT_Rep6_F6	8.622743606567383	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	4	1537	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	7.408921241760254	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	4	1537	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	7.408921241760254	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	4	1537	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	7.168190956115723	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	4	1537	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	7.168190956115723	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	4	1537	OSD-47_Mmus_C57-6T_LVR_FLT_Rep3_F4	Mmus_C57-6T_LVR_FLT_Rep3_F4	7.803468704223633	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	4	1537	OSD-686_GSM7708685	GSM7708685	7.023952007293701	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-686_GSM7708686	GSM7708686	6.823180675506592	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-686_GSM7708687	GSM7708687	7.168652534484863	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-686_GSM7708688	GSM7708688	6.579845428466797	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-686_GSM7708689	GSM7708689	6.791263580322266	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-686_GSM7708690	GSM7708690	6.2817301750183105	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	4	1537	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	Mmus_C57-6CR_LVR_FLT_Rep1_F58	7.341753005981445	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
FLT	4	1537	OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	Mmus_C57-6CR_LVR_FLT_Rep2_F64	7.381716251373291	OSD-173	BSP135	Ribo-depletion	PAIRED	Female	C57BL/6NCrl	Illumina HiSeq 4000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI11	RR8_LVR_FLT_ISS-T_OLD_FI11	9.628121376037598	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI12	RR8_LVR_FLT_ISS-T_OLD_FI12	9.522236824035645	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI13	RR8_LVR_FLT_ISS-T_OLD_FI13	9.226583480834961	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI14	RR8_LVR_FLT_ISS-T_OLD_FI14	9.732904434204102	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI15	RR8_LVR_FLT_ISS-T_OLD_FI15	9.791190147399902	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI16	RR8_LVR_FLT_ISS-T_OLD_FI16	9.76656723022461	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI17	RR8_LVR_FLT_ISS-T_OLD_FI17	10.23409652709961	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI18	RR8_LVR_FLT_ISS-T_OLD_FI18	9.5241117477417	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI19	RR8_LVR_FLT_ISS-T_OLD_FI19	9.145143508911133	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_OLD_FI20	RR8_LVR_FLT_ISS-T_OLD_FI20	9.980890274047852	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI1	RR8_LVR_FLT_ISS-T_YNG_FI1	9.379217147827148	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI10	RR8_LVR_FLT_ISS-T_YNG_FI10	9.566889762878418	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI2	RR8_LVR_FLT_ISS-T_YNG_FI2	8.933619499206543	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	RR8_LVR_FLT_ISS-T_YNG_FI3	9.520569801330566	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI4	RR8_LVR_FLT_ISS-T_YNG_FI4	9.926767349243164	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI5	RR8_LVR_FLT_ISS-T_YNG_FI5	9.278447151184082	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	RR8_LVR_FLT_ISS-T_YNG_FI6	10.038130760192871	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI7	RR8_LVR_FLT_ISS-T_YNG_FI7	10.093335151672363	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	RR8_LVR_FLT_ISS-T_YNG_FI8	9.108588218688965	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI9	RR8_LVR_FLT_ISS-T_YNG_FI9	10.110011100769043	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL11	RR8_LVR_FLT_LAR_OLD_FL11	9.707067489624023	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL15	RR8_LVR_FLT_LAR_OLD_FL15	10.08520221710205	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	RR8_LVR_FLT_LAR_OLD_FL16	9.407889366149902	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	RR8_LVR_FLT_LAR_OLD_FL3	8.83970832824707	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL4	RR8_LVR_FLT_LAR_OLD_FL4	9.283918380737305	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL7	RR8_LVR_FLT_LAR_OLD_FL7	9.568190574645996	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_OLD_FL8	RR8_LVR_FLT_LAR_OLD_FL8	9.80908489227295	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL1	RR8_LVR_FLT_LAR_YNG_FL1	9.11330509185791	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL13	RR8_LVR_FLT_LAR_YNG_FL13	9.629188537597656	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL14	RR8_LVR_FLT_LAR_YNG_FL14	10.024707794189453	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL17	RR8_LVR_FLT_LAR_YNG_FL17	8.695881843566895	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL18	RR8_LVR_FLT_LAR_YNG_FL18	9.262504577636719	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL2	RR8_LVR_FLT_LAR_YNG_FL2	9.867050170898438	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	RR8_LVR_FLT_LAR_YNG_FL5	8.849185943603516	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-379_RR8_LVR_FLT_LAR_YNG_FL6	RR8_LVR_FLT_LAR_YNG_FL6	9.036216735839844	OSD-379	RRRM-1 (RR-8)	ribo-depletion	PAIRED	Female	BALB/cAnNTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	Mmus_C57-6T_LVR_FLT_ISS-T_Rep10_F6	9.867388725280762	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	10.647806167602539	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	10.461895942687988	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	10.58671760559082	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	10.58011245727539	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	10.698296546936035	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	9.861577987670898	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	9.970234870910645	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	9.873658180236816	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	9.45996379852295	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	8.608189582824707	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	10.185266494750977	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	10.095122337341309	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	10.180923461914062	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	10.144372940063477	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	10.12721061706543	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	10.178597450256348	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	10.685514450073242	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	10.505939483642578	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	9.38229751586914	OSD-245	RR-6	Ribo-depletion	PAIRED	Female	C57BL/6NTac	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F1	RR23_LVR_FLT_F1	10.650877952575684	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F2	RR23_LVR_FLT_F2	10.997554779052734	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F3	RR23_LVR_FLT_F3	10.303888320922852	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F4	RR23_LVR_FLT_F4	10.12320327758789	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F5	RR23_LVR_FLT_F5	10.794488906860352	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F6	RR23_LVR_FLT_F6	10.480189323425293	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F7_techrep1	RR23_LVR_FLT_F7_techrep1	10.769316673278809	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F7_techrep2	RR23_LVR_FLT_F7_techrep2	10.44800090789795	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F8_techrep1	RR23_LVR_FLT_F8_techrep1	10.210058212280273	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F8_techrep2	RR23_LVR_FLT_F8_techrep2	10.014678955078125	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F8_techrep3	RR23_LVR_FLT_F8_techrep3	9.650732040405273	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-463_RR23_LVR_FLT_F9	RR23_LVR_FLT_F9	9.804165840148926	OSD-463	RR-23	ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	9.44135570526123	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	9.311677932739258	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	9.697214126586914	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	9.883316040039062	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	9.37399959564209	OSD-242	RR-9	Ribo-depletion	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	Mmus_BAL-TAL_LVR_FLT_Rep1_F1	9.541885375976562	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	Mmus_BAL-TAL_LVR_FLT_Rep2_F2	10.069204330444336	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	Mmus_BAL-TAL_LVR_FLT_Rep3_F3	9.704549789428711	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	Mmus_BAL-TAL_LVR_FLT_Rep4_F4	10.010732650756836	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	9.889019012451172	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	Mmus_BAL-TAL_LVR_FLT_Rep6_F6	10.191633224487305	OSD-137	RR-3	Ribo-depletion	PAIRED	Female	BALB/c	Illumina HiSeq 4000
FLT	5	1496	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	9.08010196685791	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	5	1496	OSD-47_Mmus_C57-6T_LVR_FLT_Rep1_F1	Mmus_C57-6T_LVR_FLT_Rep1_F1	9.08010196685791	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	5	1496	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	8.96458911895752	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	5	1496	OSD-47_Mmus_C57-6T_LVR_FLT_Rep2_F2	Mmus_C57-6T_LVR_FLT_Rep2_F2	8.96458911895752	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	5	1496	OSD-47_Mmus_C57-6T_LVR_FLT_Rep3_F4	Mmus_C57-6T_LVR_FLT_Rep3_F4	9.604004859924316	OSD-47	RR-1	polyA enrichment	SINGLE	Female	C57BL/6NTac	Illumina HiSeq 3000
FLT	5	1496	OSD-686_GSM7708685	GSM7708685	8.981159210205078	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-686_GSM7708686	GSM7708686	8.808271408081055	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-686_GSM7708687	GSM7708687	9.145325660705566	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
FLT	5	1496	OSD-686_GSM7708688	GSM7708688	8.61019229888916	OSD-686	MHU-2	polyA enrichment	PAIRED	Male	C57BL/6J	Illumina NovaSeq 6000
