gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000033022	Cdo1	6	0.303992349505432	0.05045246227377	6.02532236892383	1.68772886751241e-09	5	1	44.1710641098708	88.6803723189393	2.1382096965379e-08	6.19621524892721e-07	TRUE	FALSE	mixed
ENSMUSG00000030137	Tuba8	6	1.0362225274947	0.172131083841624	6.01996167321012	1.74458374572894e-09	6	0	9.15888439185084	45.4081983560272	0.102892158712261	6.26571044851909e-07	TRUE	TRUE	all_up
ENSMUSG00000042487	Leo1	6	0.387754907546075	0.0645275215901349	6.00913994510764	1.86510081203292e-09	3	3	39.6654873811426	87.394583225575	1.74422251392077e-07	6.5560277692757e-07	TRUE	FALSE	mixed
ENSMUSG00000022504	Ciita	6	-0.418231121953938	0.0697983211564811	-5.9919940053616	2.07283568843829e-09	0	6	39.2508118729687	87.2614099902392	2.11416555184378e-07	7.13444133514354e-07	TRUE	FALSE	all_down
ENSMUSG00000038642	Ctss	6	-0.344483098152602	0.0575582363203599	-5.98494881315099	2.16457923064023e-09	0	6	27.1427313683273	81.5788620085801	5.35051457883275e-05	7.29816601416475e-07	TRUE	FALSE	all_down
ENSMUSG00000028712	Cyp4a31	6	0.588426069648629	0.0986849582622782	5.9626723262602	2.48145725759508e-09	5	1	105.731124908068	95.2710235473732	3.26711432269199e-21	8.02602169921477e-07	TRUE	FALSE	mixed
ENSMUSG00000026395	Ptprc	6	-0.386401004890065	0.0648072243457751	-5.96231375114054	2.48691042136802e-09	1	5	27.8735723796308	82.0618615658542	3.85296344506793e-05	8.02602169921477e-07	TRUE	FALSE	mixed
ENSMUSG00000025078	Nhlrc2	6	-0.220143366346333	0.0369383384750379	-5.9597528052081	2.52619773838852e-09	3	3	22.5538615106042	77.8308472912758	0.000410717324368928	8.02602169921477e-07	TRUE	FALSE	mixed
ENSMUSG00000021215	Net1	6	0.348924927625456	0.0593106603758649	5.8830052711307	4.02883089834479e-09	3	3	12.7524944720296	60.7919845723781	0.0258119193464047	1.24296000108046e-06	TRUE	FALSE	mixed
ENSMUSG00000025612	Bach1	6	-0.267942012790567	0.0455558171839648	-5.88162016079212	4.06269838740662e-09	3	3	29.281578036062	82.9244175507133	2.04169230247633e-05	1.24296000108046e-06	TRUE	FALSE	mixed
ENSMUSG00000037270	4932438A13Rik	6	0.320635182219614	0.0546618300775419	5.8657966951485	4.46981212866246e-09	6	0	3.04005854383352	0	0.693809869848221	1.34265029413877e-06	TRUE	FALSE	all_up
ENSMUSG00000022477	Aco2	6	0.364205991712292	0.0623662592515503	5.83979215818109	5.22659850272931e-09	4	2	57.4625345942822	91.2986782861167	4.0600869451874e-11	1.54193989042127e-06	TRUE	FALSE	mixed
ENSMUSG00000030603	Psmc4	6	0.298311827312213	0.0513940924774013	5.80439916209016	6.45972220550664e-09	6	0	11.9625601906718	58.2029271301062	0.0353044093548233	1.87229948345922e-06	TRUE	FALSE	all_up
ENSMUSG00000023132	Gzma	6	-0.641172242798028	0.110563459597901	-5.79913332243632	6.66585221123922e-09	1	5	15.1463072004268	66.9886531823473	0.00975514520572565	1.89873352382557e-06	TRUE	FALSE	mixed
ENSMUSG00000096688	Mup17	6	-1.12639220800073	0.194647329588288	-5.78683617382906	7.17244671579002e-09	2	4	56.1223044244515	91.0908861436175	7.66867237845618e-11	2.0084066473147e-06	TRUE	TRUE	mixed
ENSMUSG00000021368	Tbc1d7	6	0.245517345156562	0.0426363255895666	5.75840769019367	8.49110791669019e-09	4	2	30.0960000741704	83.3864965853346	1.41205560309501e-05	2.33802656486064e-06	TRUE	FALSE	mixed
ENSMUSG00000030739	Myh14	6	0.429227305661496	0.0749012968220564	5.73057241827488	1.00092283204331e-08	4	2	36.7838123187493	86.4070641817313	6.61785437127269e-07	2.71086001773566e-06	TRUE	FALSE	mixed
ENSMUSG00000059089	Fcgr4	6	-0.505351192253847	0.0883216330109643	-5.72171477163599	1.05454240596478e-08	0	6	10.7337938373817	53.4181476209565	0.0569211379445732	2.81001533692646e-06	TRUE	FALSE	all_down
ENSMUSG00000096054	Syne1	6	0.380727944404757	0.0668581172993715	5.69456574285462	1.23686320929932e-08	4	2	21.7915235291766	77.0552986196421	0.000573593210009168	3.2435265207673e-06	TRUE	FALSE	mixed
ENSMUSG00000022901	Cd86	6	-0.414148434752171	0.073294369615248	-5.65048088858947	1.59999595724838e-08	0	6	9.09843454610209	45.045491346178	0.105201762917483	4.10033233531986e-06	TRUE	FALSE	all_down
ENSMUSG00000060509	Xcr1	6	-0.468388000017604	0.0829142532717865	-5.64906492593335	1.61322923428237e-08	0	6	14.2314346225299	64.8665076106632	0.0142042571644862	4.10033233531986e-06	TRUE	FALSE	all_down
