gene_id	gmm	hdbscan	spectral	consensus
ENSMUSG00000029422	11	12	0	5
ENSMUSG00000076126	17	0	3	0
ENSMUSG00000049036	17	0	3	0
ENSMUSG00000029577	0	12	17	9
ENSMUSG00000040746	0	11	17	9
ENSMUSG00000020590	6	12	0	5
ENSMUSG00000030263	16	0	5	2
ENSMUSG00000038914	6	12	0	5
ENSMUSG00000026878	10	7	18	8
ENSMUSG00000093241	17	0	3	0
ENSMUSG00000030098	24	0	10	12
ENSMUSG00000078908	5	11	1	6
ENSMUSG00000025056	17	0	3	0
ENSMUSG00000090129	9	0	8	1
ENSMUSG00000026407	3	0	16	2
ENSMUSG00000034239	17	0	3	0
ENSMUSG00000020818	5	11	14	7
ENSMUSG00000060038	23	0	14	7
ENSMUSG00000020029	4	7	10	8
ENSMUSG00000085958	19	0	15	1
ENSMUSG00000024292	10	7	10	8
ENSMUSG00000111356	1	0	2	3
ENSMUSG00000016831	11	12	0	5
ENSMUSG00000024791	9	0	8	1
ENSMUSG00000028398	8	11	13	4
ENSMUSG00000113338	17	0	3	0
ENSMUSG00000022586	1	0	2	3
ENSMUSG00000091034	17	0	3	0
ENSMUSG00000056204	0	12	17	9
ENSMUSG00000065472	17	0	3	0
ENSMUSG00000056197	17	0	3	0
ENSMUSG00000031986	2	11	14	7
ENSMUSG00000086259	1	0	2	3
ENSMUSG00000000244	14	0	15	1
ENSMUSG00000027519	11	12	13	5
ENSMUSG00000061086	9	0	9	1
ENSMUSG00000056290	20	0	4	2
ENSMUSG00000068206	12	11	1	6
ENSMUSG00000077815	1	0	2	3
ENSMUSG00000021208	20	0	4	2
ENSMUSG00000088054	1	0	2	3
ENSMUSG00000024998	8	11	13	4
ENSMUSG00000047248	8	11	13	4
ENSMUSG00000027981	2	11	14	7
ENSMUSG00000039683	9	0	9	1
ENSMUSG00000047117	1	0	2	3
ENSMUSG00000030278	7	0	11	2
ENSMUSG00000037419	21	0	4	2
ENSMUSG00000099616	17	0	3	0
ENSMUSG00000022208	1	0	8	3
ENSMUSG00000055197	17	0	3	0
ENSMUSG00000059632	17	0	3	0
ENSMUSG00000064823	1	0	2	3
ENSMUSG00000095629	1	0	2	3
ENSMUSG00000034829	1	0	2	3
ENSMUSG00000029380	21	11	14	7
ENSMUSG00000073001	17	0	3	0
ENSMUSG00000031073	17	0	3	0
ENSMUSG00000028047	9	0	9	1
ENSMUSG00000039196	4	7	6	8
ENSMUSG00000032673	2	11	13	7
ENSMUSG00000096584	17	0	3	0
ENSMUSG00000022773	14	0	15	1
ENSMUSG00000078597	7	0	4	2
ENSMUSG00000021494	15	11	1	6
ENSMUSG00000050248	14	0	5	2
ENSMUSG00000003752	23	11	11	10
ENSMUSG00000037353	8	11	13	4
ENSMUSG00000022096	19	0	9	1
ENSMUSG00000091311	17	0	3	0
ENSMUSG00000096436	9	0	9	1
ENSMUSG00000021661	2	11	14	7
ENSMUSG00000039620	14	0	4	2
ENSMUSG00000033765	17	0	3	0
ENSMUSG00000032584	3	0	9	2
ENSMUSG00000072884	19	0	15	1
ENSMUSG00000066896	1	0	2	3
ENSMUSG00000094606	17	0	3	0
ENSMUSG00000032783	1	0	2	3
ENSMUSG00000029093	1	0	8	3
ENSMUSG00000030254	20	0	4	2
ENSMUSG00000077991	17	0	3	0
ENSMUSG00000021090	1	0	8	3
ENSMUSG00000094687	17	0	3	0
ENSMUSG00000055013	5	11	1	6
ENSMUSG00000038204	1	0	2	3
ENSMUSG00000020629	6	12	0	5
ENSMUSG00000030881	23	11	1	6
ENSMUSG00000030662	6	12	0	5
