gene_id	gene_symbol	accession	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant_padj05_abs_lfc1	direction
ENSMUSG00000029422	Rsrc2	OSD-137	1090.98260999611	0.00892257970349502	0.0887016140897293	0.10059095085315	0.919875180442284	0.99993415860122	FALSE	up
ENSMUSG00000029577	Ube3b	OSD-137	2739.06045565705	0.028382523777412	0.112587778943517	0.252092403311827	0.800969641667197	0.99993415860122	FALSE	up
ENSMUSG00000040746	Rnf167	OSD-137	1248.29371262596	-0.174444354678165	0.0880358733561841	-1.9815144443718	0.0475336111465944	0.99993415860122	FALSE	down
ENSMUSG00000020590	Snx13	OSD-137	2452.20231941291	-0.0677692484202365	0.0839643296922141	-0.807119507398637	0.41959763425416	0.99993415860122	FALSE	down
ENSMUSG00000030263	Irag2	OSD-137	188.362949460432	0.12076377813565	0.139356351861599	0.866582516852813	0.386170796201012	0.99993415860122	FALSE	up
ENSMUSG00000038914	Dido1	OSD-137	2875.78503834398	0.0684139748431354	0.163324331814905	0.418884155734179	0.675300797087137	0.99993415860122	FALSE	up
ENSMUSG00000026878	Rab14	OSD-137	6330.48929369158	0.0131682206293724	0.0625300047481943	0.210590430664451	0.833206880087298	0.99993415860122	FALSE	up
ENSMUSG00000030098	Grip2	OSD-137	17325.714995912	0.6507310511542	0.387723698058252	1.67833705913027	0.0932813172787743	0.99993415860122	FALSE	up
ENSMUSG00000078908	Mon1b	OSD-137	416.742250652519	-0.149338029434445	0.130537078233882	-1.14402766980028	0.252612162049344	0.99993415860122	FALSE	down
ENSMUSG00000020818	Mfsd11	OSD-137	464.602583805682	0.0411944501377759	0.0961113193503718	0.428611847347579	0.66820572229629	0.99993415860122	FALSE	up
ENSMUSG00000060038	Dhps	OSD-137	221.598872293729	-0.0231084574160005	0.137641816977541	-0.167888349074693	0.866671116119729	0.99993415860122	FALSE	down
ENSMUSG00000020029	Nudt4	OSD-137	10233.8222077257	-0.105817487242151	0.0810865465436347	-1.30499437641247	0.191894762696069	0.99993415860122	FALSE	down
ENSMUSG00000085958	A930019D19Rik	OSD-137	25.6013796488358	0.135904558658309	0.382235071992821	0.355552299138216	0.722175871867659	0.99993415860122	FALSE	up
ENSMUSG00000024292	Cyp4f14	OSD-137	9132.10267762588	-0.219844368745746	0.152803201504401	-1.43874190187967	0.150223662624421	0.99993415860122	FALSE	down
ENSMUSG00000016831	Tox4	OSD-137	1625.77848077814	0.0179644200306809	0.0589828379519742	0.304570289501976	0.760693451072062	0.99993415860122	FALSE	up
ENSMUSG00000024791	Cdca5	OSD-137	11.9918711945869	0.472360307254218	0.435858824904859	1.08374611287801	0.278477383786302	0.99993415860122	FALSE	up
ENSMUSG00000028398	Dmac1	OSD-137	1097.31509992894	0.104928867476971	0.102901422649577	1.01970278714511	0.307869439440553	0.99993415860122	FALSE	up
ENSMUSG00000056204	Pgpep1	OSD-137	2264.7604500428	0.0559000013046653	0.127243289789933	0.439315907321722	0.660432649501305	0.99993415860122	FALSE	up
ENSMUSG00000031986	Sprtn	OSD-137	503.713403968111	-0.0629316057327177	0.100630524742536	-0.625372926293774	0.531726326917498	0.99993415860122	FALSE	down
ENSMUSG00000000244	Tspan32	OSD-137	33.7235106869206	0.150742146199649	0.30425911360901	0.495440035999581	0.62028953981582	0.99993415860122	FALSE	up
ENSMUSG00000027519	Rab22a	OSD-137	1369.1589787496	-0.0557287199717523	0.110701432386946	-0.503414624094096	0.614672791936379	0.99993415860122	FALSE	down
ENSMUSG00000061086	Myl4	OSD-137	20.9652117382962	-0.31528155437125	0.300680796379039	-1.04855899734217	0.294381135541598	0.99993415860122	FALSE	down
ENSMUSG00000056290	Ms4a4b	OSD-137	139.480068056851	0.0509430605099439	0.194370122582669	0.262093061593233	0.793249695907908	0.99993415860122	FALSE	up
ENSMUSG00000068206	Pick1	OSD-137	505.176622928017	0.0211178540922634	0.130069271774093	0.162358517151855	0.871023535871684	0.99993415860122	FALSE	up
ENSMUSG00000021208	Ifi27l2b	OSD-137	116.371314189751	-0.587701569700776	0.343145954477223	-1.71268686701007	0.0867701625082082	0.99993415860122	FALSE	down
ENSMUSG00000024998	Plce1	OSD-137	929.669947627389	0.0631685760527688	0.159621174076056	0.395740580273332	0.692296415559557	0.99993415860122	FALSE	up
ENSMUSG00000047248	C2cd3	OSD-137	601.064529777474	-0.100396780622007	0.138305835401883	-0.725904155311147	0.467897528974847	0.99993415860122	FALSE	down
ENSMUSG00000027981	Rnpc3	OSD-137	464.921923051564	0.192642489615657	0.144621214926247	1.33204861896576	0.182844212670102	0.99993415860122	FALSE	up
ENSMUSG00000039683	Sdk1	OSD-137	25.4610132783803	0.0584300915591781	0.322015724362254	0.181451050798522	0.856013551109805	0.99993415860122	FALSE	up
ENSMUSG00000030278	Cidec	OSD-137	68.209880364639	0.131396947639562	0.377915126908169	0.347689039903108	0.728073728624876	0.99993415860122	FALSE	up
ENSMUSG00000037419	Endod1	OSD-137	200.928427851927	-0.158157173001404	0.194558149956563	-0.812904383788163	0.416272880924247	0.99993415860122	FALSE	down
ENSMUSG00000029380	Cxcl1	OSD-137	328.519104964304	0.483711880052294	0.277147786390842	1.74532110233112	0.0809289906785653	0.99993415860122	FALSE	up
