gene_id	gene_symbol	accession	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant_padj05_abs_lfc1	direction
ENSMUSG00000029422	Rsrc2	OSD-245	1986.76279241416	-0.0556807839148337	0.190346864156427	-0.292522727713945	0.769886985230086	0.959788409709463	FALSE	down
ENSMUSG00000029577	Ube3b	OSD-245	1955.74644094601	0.15663804086012	0.28396272315863	0.551614800413846	0.581212293993638	0.909110891551256	FALSE	up
ENSMUSG00000040746	Rnf167	OSD-245	1346.69484755037	-0.0881830674931192	0.134197110119684	-0.657115994632617	0.511106335151204	0.884218482052217	FALSE	down
ENSMUSG00000020590	Snx13	OSD-245	4148.4968530958	-0.00578937200931092	0.163124347546793	-0.0354905450742123	0.971688585565058	0.993715630937918	FALSE	down
ENSMUSG00000030263	Irag2	OSD-245	134.844301962245	-0.0880091479067596	0.16794771055982	-0.524027077317094	0.600259706876922	0.914371147551208	FALSE	down
ENSMUSG00000038914	Dido1	OSD-245	3088.61510936247	0.118250585517975	0.0768762335740054	1.53819431598636	0.124001110358911	0.524632796959721	FALSE	up
ENSMUSG00000026878	Rab14	OSD-245	7787.19002686454	0.0297650852474349	0.155363873011284	0.191583053836931	0.848068817696613	0.978755309046537	FALSE	up
ENSMUSG00000030098	Grip2	OSD-245	1114.43967749529	0.113323224854831	0.168820797585082	0.671263413488605	0.502052737586068	0.879397974642073	FALSE	up
ENSMUSG00000078908	Mon1b	OSD-245	477.730599871993	0.342147919404654	0.0888373622141467	3.85139665200651	0.000117446092819385	0.00781588449840828	FALSE	up
ENSMUSG00000090129	Olfr287	OSD-245	13.0985846388088	0.387306004734978	0.380267765110183	1.01850864120117	0.308436296367753	0.766137637822511	FALSE	up
ENSMUSG00000026407	Cacna1s	OSD-245	3.32360316637577	-0.973630971623549	0.470589751016777	-2.06895915076748	0.0385499201238808	0.295121675043892	FALSE	down
ENSMUSG00000020818	Mfsd11	OSD-245	455.122890779692	0.0317891919548072	0.108837761831716	0.29207869970681	0.770226452123253	0.9599042100951	FALSE	up
ENSMUSG00000060038	Dhps	OSD-245	343.316385309711	-0.296962823729804	0.180481541324635	-1.64539166471131	0.0998890673621046	0.477050706902377	FALSE	down
