gene_id	gene_symbol	accession	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant_padj05_abs_lfc1	direction
ENSMUSG00000029422	Rsrc2	OSD-463	3021.24180202059	-0.214441091892656	0.119416695558888	-1.79573794844214	0.072536203526225	0.217849688869964	FALSE	down
ENSMUSG00000029577	Ube3b	OSD-463	2080.51401391761	0.2233274947883	0.07297521665543	3.06031972255449	0.00221100823513255	0.0173825529724188	FALSE	up
ENSMUSG00000040746	Rnf167	OSD-463	1588.98794828624	0.0507429950775687	0.100972217302399	0.502544129793643	0.615284818513784	0.801900855349856	FALSE	up
ENSMUSG00000020590	Snx13	OSD-463	3725.25313204533	-0.0760991528554582	0.0737638723753816	-1.03165886503616	0.302231953911697	0.545295577760076	FALSE	down
ENSMUSG00000030263	Irag2	OSD-463	159.271354721682	-0.0137077953581599	0.136082122497613	-0.100731786854664	0.91976337744222	0.964662047126878	FALSE	down
ENSMUSG00000038914	Dido1	OSD-463	3219.63049752288	-0.00814247733033762	0.108956462832844	-0.0747314763955713	0.940428363147313	0.973639339174351	FALSE	down
ENSMUSG00000026878	Rab14	OSD-463	5858.58910700466	0.0218453147366277	0.0718084804424025	0.304216362775561	0.760963059569789	0.886531576121182	FALSE	up
ENSMUSG00000030098	Grip2	OSD-463	925.015330189493	0.0892472172241849	0.360361317221967	0.247660370186771	0.804397196736267	0.908324844032008	FALSE	up
ENSMUSG00000078908	Mon1b	OSD-463	685.313612994045	-0.351100023676611	0.0952548004517934	-3.68590372360599	0.000227892497840049	0.0029463632891209	FALSE	down
ENSMUSG00000090129	Olfr287	OSD-463	6.2159295064444	-0.312124743892391	0.517001374657854	-0.60372130364054	0.546028948016094	0.751974451712559	FALSE	down
ENSMUSG00000020818	Mfsd11	OSD-463	438.263170173716	-0.0996498382609752	0.117731924686346	-0.846413056836165	0.397322357133802	0.635401421017018	FALSE	down
ENSMUSG00000060038	Dhps	OSD-463	349.915572764882	0.161107924588562	0.101486852566507	1.58747582089988	0.112404918934649	0.294117588941249	FALSE	up
ENSMUSG00000020029	Nudt4	OSD-463	11479.1011873869	0.109468051373641	0.114703069160818	0.954360264067233	0.339901312775211	0.583806346920034	FALSE	up
ENSMUSG00000085958	A930019D19Rik	OSD-463	26.9467547812507	-0.316839673295904	0.43325839456831	-0.731294943775057	0.464599018206007	0.69163173861815	FALSE	down
ENSMUSG00000024292	Cyp4f14	OSD-463	8537.58386650142	-0.320659595668073	0.137074417327555	-2.33931029523781	0.0193193802704157	0.0872897406208391	FALSE	down
ENSMUSG00000016831	Tox4	OSD-463	3167.50138912724	-0.158035682323896	0.120245707418483	-1.3142729642223	0.188754362015651	0.412467213269479	FALSE	down
ENSMUSG00000028398	Dmac1	OSD-463	1881.15225894343	-0.184635290557739	0.144526698238524	-1.27751683812095	0.201419839645	0.430058798983258	FALSE	down
ENSMUSG00000056204	Pgpep1	OSD-463	2468.31550191706	-0.102347322046315	0.158599230401751	-0.645320420452587	0.518719562105585	0.730994396208238	FALSE	down
ENSMUSG00000031986	Sprtn	OSD-463	393.766929463724	-0.0251873602222239	0.0743996051926546	-0.338541584421077	0.734955095210265	0.87321498936852	FALSE	down
ENSMUSG00000000244	Tspan32	OSD-463	26.2990642660631	-0.410965684558181	0.354984564567917	-1.15770015256411	0.246986421687563	0.485767543597621	FALSE	down
ENSMUSG00000027519	Rab22a	OSD-463	1672.25561832971	-0.150147201833046	0.0774278627090971	-1.93918825316362	0.0524784194561033	0.175407632655496	FALSE	down
ENSMUSG00000061086	Myl4	OSD-463	21.4583458488038	0.126911252620866	0.258957137690737	0.490085941451946	0.624073085817649	0.807694820667157	FALSE	up
ENSMUSG00000056290	Ms4a4b	OSD-463	98.8806166191781	-0.409892853626051	0.27089318440326	-1.51311615509629	0.130250156721588	0.323299871959449	FALSE	down
ENSMUSG00000068206	Pick1	OSD-463	630.306568624886	0.217374869426409	0.119661152829239	1.81658678933682	0.069280407760286	0.210924498258073	FALSE	up
ENSMUSG00000077815	Mir290a	OSD-463	14.9264847955365	0.167978226382164	0.530622438527692	0.316568268104625	0.751571216661249	0.882303428986403	FALSE	up
ENSMUSG00000021208	Ifi27l2b	OSD-463	276.789728134994	0.66210224167804	0.190705637894288	3.47185457644969	0.000516876248700224	0.00565948177657366	FALSE	up
ENSMUSG00000024998	Plce1	OSD-463	1264.91833321126	0.210156104470468	0.142610592037862	1.47363601446008	0.140579619154899	0.339771122096096	FALSE	up
ENSMUSG00000047248	C2cd3	OSD-463	772.047042153772	-0.322592555754621	0.106022853290125	-3.04267000692639	0.00234489320818048	0.0181563757379378	FALSE	down
ENSMUSG00000027981	Rnpc3	OSD-463	780.156258548847	-0.064820769417067	0.138352985945198	-0.468517314420253	0.639414692034458	0.816663108877371	FALSE	down
ENSMUSG00000039683	Sdk1	OSD-463	12.2878856688783	0.137403048988922	0.38495827891558	0.356929715542121	0.721144423162328	0.864675353467038	FALSE	up
ENSMUSG00000030278	Cidec	OSD-463	2117.30028532723	1.7776330176893	0.445932458961189	3.98632793367486	6.71037507434034e-05	0.00108396195470049	TRUE	up
ENSMUSG00000037419	Endod1	OSD-463	158.044063540428	-0.435565455697417	0.156958606976081	-2.77503390281612	0.00551959536122458	0.0353186081784695	FALSE	down
ENSMUSG00000022208	Jph4	OSD-463	4.64850873751978	-0.188236336631482	0.686879403472464	-0.274045684991963	0.784049513474934	0.897642616336409	FALSE	down
ENSMUSG00000095629	Vmn1r89	OSD-463	4.64040154731366	0.606739888370962	0.665697467741952	0.911434875107795	0.362066285049974	0.60555931093497	FALSE	up
ENSMUSG00000029380	Cxcl1	OSD-463	2665.14648942937	-4.43518396257779	0.655855164099334	-6.76244421840985	1.35682926466059e-11	2.15405795602143e-09	TRUE	down
ENSMUSG00000028047	Thbs3	OSD-463	20.0658141008652	-0.475191879181341	0.298310254649715	-1.59294516958301	0.111172491952052	0.291938053052833	FALSE	down
ENSMUSG00000039196	Orm1	OSD-463	131542.235775414	-0.619968849730245	0.256577763311822	-2.41630000093495	0.0156791371169001	0.0748253819166882	FALSE	down
ENSMUSG00000032673	Prorsd1	OSD-463	1138.9557322358	0.0508093072337289	0.107205588856401	0.473942709290897	0.635540761958688	0.814743143295408	FALSE	up
ENSMUSG00000022773	Ypel1	OSD-463	55.6440294318486	-0.339657737864992	0.30299638526451	-1.12099600649848	0.262289562293197	0.504267034375818	FALSE	down
ENSMUSG00000078597	Cyp4a12b	OSD-463	4400.73795459829	0.579619131501155	0.178725110982855	3.24307607539692	0.00118246633338838	0.0107499604692431	FALSE	up
ENSMUSG00000021494	Ddx41	OSD-463	1084.57071921102	-0.0719807118521683	0.0958232467307057	-0.751182143248155	0.452543045283056	0.682256398791663	FALSE	down
ENSMUSG00000050248	Evc2	OSD-463	72.3017965524398	0.0868855146314194	0.179208006634903	0.484830540012811	0.627796557179795	0.809651088954421	FALSE	up
ENSMUSG00000003752	Itpkc	OSD-463	379.706801544359	-0.236896852104161	0.180304168849607	-1.31387340412388	0.188888810172458	0.412584942680121	FALSE	down
ENSMUSG00000037353	Letmd1	OSD-463	1185.69543593295	0.328061998984383	0.0770567730679614	4.25740640209581	2.06812200117013e-05	0.000427597445248662	FALSE	up
ENSMUSG00000022096	Hr	OSD-463	43.9772608365215	0.69168913230434	0.370059379121963	1.8691301216186	0.0616047132189377	0.195410201211918	FALSE	up
ENSMUSG00000096436	Olfr1437	OSD-463	11.20436801613	-0.392320162986096	0.484749871140773	-0.80932494538439	0.418328261206108	0.652819864755001	FALSE	down
ENSMUSG00000021661	Ankra2	OSD-463	469.178918797585	-0.161594280881147	0.0907684956230923	-1.78029039450155	0.0750284483059455	0.223023804736055	FALSE	down
ENSMUSG00000039620	Trmt9b	OSD-463	158.562434762785	0.465208558259261	0.244597733749778	1.90193323187192	0.057179883990812	0.185668437511489	FALSE	up
ENSMUSG00000032584	Mst1r	OSD-463	6.57862022590974	-0.836804622196363	0.500268544813341	-1.67271084874743	0.0943842324998104	0.260966627009015	FALSE	down
ENSMUSG00000072884	Gm10433	OSD-463	81.6061684570908	1.00548323187297	0.151038951580782	6.65711209823375	2.79260199522341e-11	3.97221776394648e-09	TRUE	up
ENSMUSG00000032783	Troap	OSD-463	3.93415923285224	0.141452699126347	0.565002797069424	0.250357520104393	0.802310877744745	0.907525852814914	FALSE	up
ENSMUSG00000029093	Sorcs2	OSD-463	12.8426364936865	-0.111220602380924	0.450085532667344	-0.247109925355292	0.804823152570624	0.908560645928126	FALSE	down
ENSMUSG00000030254	Rad18	OSD-463	136.130644061946	0.354203386745352	0.164278792061569	2.15611146332633	0.0310749626055503	0.121903364541998	FALSE	up
ENSMUSG00000021090	Lrrc9	OSD-463	11.4066995451768	-1.24601403983341	0.382669841332914	-3.2561072372291	0.00112951082207382	0.01035913149176	TRUE	down
ENSMUSG00000055013	Agap1	OSD-463	946.805926639406	0.125009611785846	0.134137043006496	0.931954432451535	0.351360075146094	0.594972825660747	FALSE	up
ENSMUSG00000020629	Adi1	OSD-463	4336.93858105327	0.0568853635007126	0.118072617713757	0.481782860431023	0.629960206239332	0.811117985772241	FALSE	up
ENSMUSG00000030881	Arfip2	OSD-463	637.219405948305	-0.397962562686039	0.160796814333742	-2.47494059092518	0.0133258340557731	0.0663785547226933	FALSE	down
ENSMUSG00000030662	Ipo5	OSD-463	3646.56540423862	-0.0709191722095895	0.125351042677616	-0.565764517747034	0.571553869984566	0.770734774464791	FALSE	down
ENSMUSG00000020570	Sypl	OSD-463	2435.22463953961	-0.0195418724583639	0.0968798086353061	-0.201712541897427	0.840141457125868	0.926574274130777	FALSE	down
ENSMUSG00000024401	Tnf	OSD-463	11.7914548696853	-1.04849340895314	0.450168588222631	-2.32911277326754	0.0198530921833963	0.0891242554416522	FALSE	down
ENSMUSG00000074183	Gsta1	OSD-463	232.660242456418	2.99058237237864	0.691910000000825	4.32221296465592	1.54471976216368e-05	0.000335643351999413	TRUE	up
ENSMUSG00000042849	Olfr1414	OSD-463	6.04962565858418	0.123085822533654	0.616714977535063	0.199582995414857	0.841806727905372	0.927274496703884	FALSE	up
