gene_id	gene_symbol	accession	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant_padj05_abs_lfc1	direction
ENSMUSG00000029422	Rsrc2	OSD-242	825.017842733262	-0.162264226260226	0.118120881799856	-1.3737132993569	0.16953070644132	0.529412996083183	FALSE	down
ENSMUSG00000029577	Ube3b	OSD-242	1655.95802990994	0.184232565607209	0.141132420495094	1.30538798215831	0.191760768510476	0.55905800779347	FALSE	up
ENSMUSG00000040746	Rnf167	OSD-242	823.034405892664	0.182326405424418	0.157063385681235	1.16084601534348	0.245704526069813	0.623384831808487	FALSE	up
ENSMUSG00000020590	Snx13	OSD-242	2156.35662799443	0.20360860615774	0.125848125380755	1.61789145083981	0.105685993023398	0.420226453499286	FALSE	up
ENSMUSG00000030263	Irag2	OSD-242	47.5773356374797	-0.467739834867098	0.224952887884665	-2.07927908490293	0.0375917063499292	0.243011525428402	FALSE	down
ENSMUSG00000038914	Dido1	OSD-242	2252.82505895435	0.055964338524856	0.136078451082873	0.411265252356328	0.680878045763879	0.894401096697371	FALSE	up
ENSMUSG00000026878	Rab14	OSD-242	3956.24958923125	0.205121505339217	0.106937084336064	1.91815128131412	0.0550918316353316	0.299136563308118	FALSE	up
ENSMUSG00000030098	Grip2	OSD-242	729.293810597585	0.189165503264879	0.241015986296276	0.784867037957978	0.43253152985398	0.769219835734367	FALSE	up
ENSMUSG00000078908	Mon1b	OSD-242	415.828434152665	0.0228314725199794	0.180791509823311	0.126286198628977	0.89950538069024	0.973883355819508	FALSE	up
ENSMUSG00000020818	Mfsd11	OSD-242	369.347537693341	0.00546055795204595	0.17700200289691	0.0308502608031295	0.975388957150227	0.991168476281661	FALSE	up
ENSMUSG00000060038	Dhps	OSD-242	246.664031096698	0.00691688232548571	0.160244242954687	0.0431646229402552	0.965570305594757	0.989192606355949	FALSE	up
ENSMUSG00000020029	Nudt4	OSD-242	5709.71995810371	0.269095731049525	0.116572881139311	2.30839049716839	0.0209774270602013	0.175968855921976	FALSE	up
ENSMUSG00000085958	A930019D19Rik	OSD-242	27.0456403485806	0.0217950471187405	0.331819432451345	0.0656834560825075	0.947629844100036	0.984556725038131	FALSE	up
ENSMUSG00000024292	Cyp4f14	OSD-242	5661.57076076268	0.25817851464601	0.199390725191151	1.29483713145885	0.195376419829605	0.564527444028538	FALSE	up
ENSMUSG00000016831	Tox4	OSD-242	1306.4189109176	0.0356625055492665	0.119180380866608	0.299231344034566	0.764763535209378	0.929019481268153	FALSE	up
ENSMUSG00000028398	Dmac1	OSD-242	796.042867199756	-0.247948544048689	0.226610390779023	-1.0941622897181	0.273883807242128	0.646545381030598	FALSE	down
ENSMUSG00000056204	Pgpep1	OSD-242	1514.68265515549	0.0558797971690595	0.197458098772579	0.282995721707108	0.777180116594351	0.932703115638481	FALSE	up
ENSMUSG00000031986	Sprtn	OSD-242	297.095683023851	0.0116050719480609	0.174807157195464	0.0663878535309883	0.947069040347399	0.984505965316791	FALSE	up
ENSMUSG00000000244	Tspan32	OSD-242	34.3471542787998	-0.801596056752401	0.37571385594366	-2.13352806682914	0.0328814317776298	0.22709410807853	FALSE	down
ENSMUSG00000027519	Rab22a	OSD-242	1055.5878311036	0.0505104539572798	0.151866175135371	0.332598446706488	0.739437416029917	0.920976602316925	FALSE	up
ENSMUSG00000061086	Myl4	OSD-242	14.3477288486072	-0.415785003154073	0.396165176258631	-1.04952436021947	0.293936849541842	0.664492420044064	FALSE	down
ENSMUSG00000056290	Ms4a4b	OSD-242	63.9799356469266	-0.86303462341567	0.229985094042474	-3.75256764795497	0.000175032578544294	0.00658682599577888	FALSE	down
ENSMUSG00000068206	Pick1	OSD-242	345.258634465279	0.0187561637377742	0.150165378036188	0.124903383077118	0.900600040040089	0.974034282114528	FALSE	up
