scheme	accuracy_mean	accuracy_std	f1_mean	f1_std	roc_auc_mean	roc_auc_std
gene_grouped_kfold_audit	0.8912660637791529	0.0021058373922540705	0.8786688714133462	0.002658293258499477	0.9762452026991975	0.0009069227968313274
random_kfold_glare	0.8879581151832461	0.0038101268511721016	0.8843507714648758	0.012993851470745329	0.9761855771581726	0.00105187847015215
