gene_id	location	flight_probability	mean_absolute_shap	sum_signed_shap
ENSMUSG00000032497	FLT	0.99937576	0.69674176	7.3766575
ENSMUSG00000024563	FLT	0.9999565	0.69661236	10.040313
ENSMUSG00000019970	FLT	0.99994564	0.69660974	9.8180065
ENSMUSG00000025532	FLT	0.99995327	0.69655114	9.970302
ENSMUSG00000028437	GC	0.0018587445	0.6964569	-6.2877016
ENSMUSG00000022677	FLT	0.9999906	0.6964512	11.569643
ENSMUSG00000041530	GC	4.4961424e-05	0.6963696	-10.011373
ENSMUSG00000038859	GC	0.006738453	0.6963656	-4.994869
ENSMUSG00000027519	FLT	0.9983505	0.6963496	6.4038906
ENSMUSG00000027803	GC	8.52041e-06	0.6962986	-11.674755
ENSMUSG00000045996	FLT	0.99999404	0.6962692	12.024303
ENSMUSG00000067071	FLT	0.9999862	0.6961117	11.186313
ENSMUSG00000052748	GC	5.202721e-06	0.69600147	-12.168039
ENSMUSG00000020430	FLT	0.9995173	0.69596493	7.633996
ENSMUSG00000002949	FLT	0.9993228	0.69595623	7.2950673
ENSMUSG00000017478	GC	5.2924617e-05	0.6959546	-9.848302
ENSMUSG00000042572	GC	0.00022896793	0.6958565	-8.383407
ENSMUSG00000045775	GC	5.7687346e-05	0.6958393	-9.762134
ENSMUSG00000033767	GC	7.739539e-05	0.6957838	-9.468221
ENSMUSG00000059474	FLT	0.99999833	0.6956906	13.267326
ENSMUSG00000040746	FLT	0.9998872	0.69560736	9.088511
ENSMUSG00000005397	GC	0.0005314167	0.6955311	-7.5411396
ENSMUSG00000024594	GC	6.9904956e-05	0.6954823	-9.570022
ENSMUSG00000001445	GC	5.0680712e-05	0.69545394	-9.891635
ENSMUSG00000044147	GC	0.00034968284	0.6954421	-7.9598365
ENSMUSG00000034022	GC	2.2973582e-06	0.69537395	-12.985469
ENSMUSG00000035772	FLT	0.99617225	0.6953583	5.5599413
ENSMUSG00000021400	GC	0.00010625344	0.6953466	-9.151287
ENSMUSG00000058291	FLT	0.99999654	0.69530267	12.585262
ENSMUSG00000027882	GC	4.8351496e-05	0.695296	-9.938681
ENSMUSG00000025484	FLT	0.9999536	0.69529074	9.977115
ENSMUSG00000049327	FLT	0.9992587	0.6952826	7.2047133
ENSMUSG00000027198	FLT	0.9999585	0.695278	10.088068
ENSMUSG00000024097	FLT	0.99999154	0.69524133	11.680832
ENSMUSG00000031813	FLT	0.9999995	0.6951842	14.556294
ENSMUSG00000069895	FLT	0.9997148	0.6951542	8.160396
ENSMUSG00000006058	FLT	0.99990356	0.69515276	9.245437
ENSMUSG00000028954	GC	0.0009898829	0.6950777	-6.918638
ENSMUSG00000022761	FLT	0.99996614	0.6950367	10.291518
ENSMUSG00000026788	FLT	0.99976116	0.695015	8.337608
ENSMUSG00000020115	FLT	0.99977714	0.6949929	8.407164
ENSMUSG00000018900	GC	0.0040667313	0.6949526	-5.5025487
ENSMUSG00000025898	GC	1.8340392e-05	0.69494784	-10.908101
ENSMUSG00000028461	GC	1.1155143e-05	0.6949388	-11.405317
ENSMUSG00000044147	FLT	0.9998932	0.69488883	9.142611
ENSMUSG00000031641	FLT	0.99997604	0.69488853	10.639481
ENSMUSG00000030663	FLT	0.9997713	0.69488764	8.381089
ENSMUSG00000020116	GC	2.8053555e-05	0.694878	-10.483081
ENSMUSG00000033475	GC	0.00015339762	0.6948186	-8.784037
ENSMUSG00000019948	FLT	0.99998975	0.69479525	11.485519
ENSMUSG00000018909	FLT	0.99990404	0.69477934	9.249639
ENSMUSG00000022246	GC	0.00022214401	0.6947758	-8.413673
ENSMUSG00000035597	FLT	0.99999964	0.6947327	14.913627
ENSMUSG00000061313	FLT	0.9999634	0.6947104	10.214393
ENSMUSG00000105096	GC	5.3697913e-05	0.6947058	-9.833797
ENSMUSG00000026718	GC	1.0244649e-05	0.69469947	-11.490454
ENSMUSG00000038467	GC	0.00011553465	0.6946539	-9.067536
ENSMUSG00000042797	GC	0.0030615055	0.6946368	-5.7874913
ENSMUSG00000024789	FLT	0.99999166	0.6945676	11.685424
ENSMUSG00000022003	GC	0.00020835378	0.6945095	-8.477778
ENSMUSG00000021114	FLT	0.9997247	0.6944882	8.195532
ENSMUSG00000038369	GC	0.00013577534	0.69440436	-8.906092
ENSMUSG00000075543	FLT	0.99996114	0.6943351	10.15339
ENSMUSG00000006273	FLT	0.9997689	0.6942705	8.3708315
ENSMUSG00000013076	FLT	0.9999839	0.69426376	11.035177
ENSMUSG00000057342	FLT	0.9999981	0.6942469	13.17405
ENSMUSG00000078974	FLT	0.99999917	0.6942338	14.022449
ENSMUSG00000028149	FLT	0.9999796	0.69422793	10.79736
ENSMUSG00000032002	FLT	0.9999987	0.69419473	13.524927
ENSMUSG00000021131	FLT	0.9999571	0.6941569	10.055339
ENSMUSG00000015176	FLT	0.99965334	0.69413173	7.9650083
ENSMUSG00000025545	GC	0.0040667276	0.6941263	-5.502552
ENSMUSG00000037348	FLT	0.99993277	0.69409174	9.605158
ENSMUSG00000034152	FLT	0.99934906	0.6940747	7.3347235
ENSMUSG00000039128	FLT	0.99938345	0.694054	7.3891077
ENSMUSG00000061950	FLT	0.99996686	0.69383943	10.311838
ENSMUSG00000040659	FLT	0.9999864	0.69382536	11.203637
ENSMUSG00000040760	GC	2.0940757e-05	0.69381344	-10.775513
ENSMUSG00000061887	GC	7.279871e-05	0.6937906	-9.529456
ENSMUSG00000056763	FLT	0.99998343	0.6937855	11.008413
ENSMUSG00000028185	FLT	0.99970526	0.69370866	8.127603
ENSMUSG00000057133	GC	4.2001764e-05	0.69370145	-10.079475
ENSMUSG00000099707	GC	0.0004571793	0.6936337	-7.6916823
ENSMUSG00000042737	FLT	1.0	0.69360244	21.94
ENSMUSG00000025066	FLT	0.999879	0.6935918	9.018332
ENSMUSG00000021993	GC	0.0022891369	0.69357276	-6.078996
ENSMUSG00000022601	GC	3.7884012e-05	0.6935066	-10.182661
ENSMUSG00000026594	GC	2.7371485e-05	0.693491	-10.507697
ENSMUSG00000010914	FLT	0.9993482	0.6934829	7.333535
ENSMUSG00000041528	GC	1.5330332e-05	0.693461	-11.087382
ENSMUSG00000037257	GC	0.0003071059	0.69344556	-8.08972
ENSMUSG00000006014	GC	0.003590348	0.69341373	-5.6276116
ENSMUSG00000004931	FLT	1.0	0.6934079	17.188448
ENSMUSG00000055137	FLT	0.9999182	0.6933254	9.409725
ENSMUSG00000057465	GC	0.009774355	0.6932468	-4.61988
ENSMUSG00000005609	FLT	0.9976434	0.69323385	6.0464716
ENSMUSG00000031660	FLT	0.9998443	0.6932208	8.765903
ENSMUSG00000029310	FLT	0.9999045	0.6931826	9.255264
ENSMUSG00000052456	FLT	0.99999726	0.6931771	12.818693
ENSMUSG00000006392	FLT	0.9992698	0.6931724	7.2196527
ENSMUSG00000000568	GC	4.2346537e-06	0.6930861	-12.373919
ENSMUSG00000039990	GC	9.16982e-05	0.6930761	-9.298631
ENSMUSG00000026502	GC	0.00052624627	0.6930371	-7.5509224
ENSMUSG00000058093	FLT	0.9999995	0.6929726	14.525091
ENSMUSG00000002660	FLT	0.99999356	0.6929583	11.950731
ENSMUSG00000003235	GC	7.5560136e-05	0.6929002	-9.492219
ENSMUSG00000097392	FLT	0.9999958	0.69289726	12.371888
ENSMUSG00000027762	GC	6.3848694e-07	0.6928809	-14.265885
ENSMUSG00000027455	GC	0.000684501	0.6928736	-7.2878485
ENSMUSG00000019978	FLT	0.9997218	0.69284636	8.185357
ENSMUSG00000025525	GC	0.00015236624	0.692813	-8.790775
ENSMUSG00000052906	FLT	0.9999722	0.6927814	10.487673
ENSMUSG00000033596	FLT	0.9998927	0.69277596	9.137889
ENSMUSG00000066361	FLT	0.99108106	0.6927501	4.7088985
ENSMUSG00000034403	GC	0.00021242039	0.6927009	-8.458445
ENSMUSG00000021681	GC	0.0010096298	0.6926504	-6.898873
ENSMUSG00000021114	GC	0.0029750904	0.69245946	-5.816205
ENSMUSG00000021911	GC	6.770663e-05	0.6924206	-9.601971
ENSMUSG00000004843	FLT	0.9999945	0.692396	12.121862
ENSMUSG00000063511	FLT	0.999966	0.6923386	10.287086
ENSMUSG00000036180	GC	2.3606473e-05	0.69226265	-10.655691
ENSMUSG00000024048	GC	6.0539915e-06	0.6922598	-12.016506
ENSMUSG00000031871	FLT	0.99987245	0.6922205	8.965249
ENSMUSG00000026004	FLT	0.99999654	0.6922093	12.589365
ENSMUSG00000020444	GC	6.9103953e-07	0.6921714	-14.186793
ENSMUSG00000034245	GC	0.00016996573	0.6921663	-8.681457
ENSMUSG00000038884	FLT	0.99998	0.69216275	10.819124
ENSMUSG00000022889	FLT	0.99930286	0.69213426	7.2661963
ENSMUSG00000001380	GC	0.0014173128	0.69210184	-6.55928
ENSMUSG00000033751	FLT	0.99997973	0.6920691	10.805651
ENSMUSG00000041241	FLT	0.9999317	0.6920179	9.58909
ENSMUSG00000017868	FLT	0.998547	0.6920147	6.5310254
ENSMUSG00000022664	GC	1.7069277e-05	0.6919953	-10.979926
ENSMUSG00000035776	GC	0.0010685048	0.69197524	-6.8421345
ENSMUSG00000031503	FLT	0.9999945	0.69195807	12.117529
ENSMUSG00000031622	FLT	0.9999496	0.69195014	9.893749
ENSMUSG00000032012	GC	1.3980014e-05	0.6918587	-11.179589
ENSMUSG00000045078	GC	3.7566202e-05	0.69185853	-10.191087
ENSMUSG00000021823	GC	0.00033496416	0.6918544	-8.002865
ENSMUSG00000026377	FLT	0.99992836	0.69185036	9.541621
ENSMUSG00000038489	GC	2.93099e-07	0.6918103	-15.04448
ENSMUSG00000026154	FLT	0.9999981	0.6916869	13.190228
ENSMUSG00000005609	GC	0.0018354973	0.69167465	-6.3003125
ENSMUSG00000024127	FLT	0.9922146	0.69165915	4.8459907
ENSMUSG00000070690	FLT	0.99998033	0.691634	10.836903
ENSMUSG00000021460	FLT	0.9982115	0.6916333	6.322908
ENSMUSG00000036398	FLT	0.99998474	0.6916045	11.085449
ENSMUSG00000030282	GC	0.002837709	0.69153965	-5.8636208
ENSMUSG00000026917	FLT	0.99998283	0.69153786	10.968113
ENSMUSG00000030795	FLT	0.99999607	0.69153225	12.442817
ENSMUSG00000029050	FLT	0.99986446	0.69151855	8.904391
ENSMUSG00000020697	FLT	0.9995258	0.691457	7.6515236
ENSMUSG00000037935	GC	0.00077585777	0.69140494	-7.1624703
ENSMUSG00000029478	FLT	0.9999994	0.691292	14.331439
ENSMUSG00000029163	FLT	0.99999964	0.6912334	14.817394
ENSMUSG00000042410	GC	2.258084e-05	0.69112444	-10.700103
ENSMUSG00000024346	FLT	0.9997191	0.6911127	8.175396
ENSMUSG00000039585	GC	6.880849e-06	0.6911125	-11.888483
ENSMUSG00000020477	GC	3.1001787e-06	0.69105214	-12.68577
ENSMUSG00000064302	FLT	0.99987125	0.6909711	8.955862
ENSMUSG00000033565	GC	0.00024140721	0.6909036	-8.330492
ENSMUSG00000032870	GC	0.00061292603	0.6909015	-7.3983674
ENSMUSG00000025209	FLT	0.99949086	0.6908988	7.580615
ENSMUSG00000027829	FLT	0.99999976	0.6907982	15.24381
ENSMUSG00000020537	FLT	0.99988806	0.69078743	9.095926
ENSMUSG00000038696	FLT	0.999686	0.6907804	8.064214
ENSMUSG00000025583	GC	2.4937986e-05	0.6907155	-10.600816
ENSMUSG00000042797	FLT	0.9950147	0.6905499	5.29456
ENSMUSG00000026348	FLT	0.9979851	0.6905454	6.2035036
ENSMUSG00000019790	GC	2.6052237e-05	0.69052494	-10.5571
ENSMUSG00000031024	GC	2.098952e-05	0.690494	-10.773186
ENSMUSG00000026662	GC	0.00040408492	0.69048655	-7.8151917
ENSMUSG00000038844	FLT	0.9996043	0.69046706	7.832785
ENSMUSG00000028542	FLT	0.9957262	0.6903913	5.449267
ENSMUSG00000026662	FLT	0.99881124	0.6902958	6.731956
ENSMUSG00000070044	GC	0.00010618395	0.6902139	-9.151944
ENSMUSG00000042978	FLT	0.99994147	0.6901882	9.743662
ENSMUSG00000041957	GC	0.0013925888	0.69010204	-6.576906
ENSMUSG00000026938	GC	8.258188e-06	0.68991274	-11.706016
ENSMUSG00000058594	GC	0.0011838615	0.68986785	-6.7394977
ENSMUSG00000041124	FLT	0.99996567	0.6897489	10.278736
ENSMUSG00000022558	FLT	0.99999833	0.6896893	13.331439
ENSMUSG00000000957	FLT	0.9996731	0.6895918	8.023698
ENSMUSG00000038848	GC	0.00081947405	0.68957174	-7.107737
ENSMUSG00000071226	FLT	0.99998903	0.6895553	11.417397
ENSMUSG00000071711	GC	7.2630235e-07	0.68950784	-14.137027
ENSMUSG00000069895	GC	0.00016470872	0.6894207	-8.712883
ENSMUSG00000003346	FLT	1.0	0.689383	16.71933
ENSMUSG00000109901	GC	0.00037667702	0.68937767	-7.885453
ENSMUSG00000053205	GC	3.929859e-07	0.68936473	-14.751208
ENSMUSG00000023272	GC	4.2617994e-05	0.6892619	-10.064902
ENSMUSG00000013076	GC	4.8156526e-05	0.6891561	-9.942718
ENSMUSG00000025439	GC	6.1132145e-05	0.6891285	-9.704122
ENSMUSG00000020307	GC	1.0321319e-06	0.68905777	-13.785602
ENSMUSG00000024902	FLT	0.9999634	0.68905157	10.213502
ENSMUSG00000070056	FLT	0.9999099	0.6890477	9.312575
ENSMUSG00000026029	GC	0.0012217188	0.6890291	-6.7079854
ENSMUSG00000020743	GC	5.694439e-05	0.68901193	-9.775093
ENSMUSG00000059923	FLT	0.99960095	0.6890079	7.824208
ENSMUSG00000070319	GC	2.247272e-05	0.689006	-10.7049
ENSMUSG00000028466	FLT	0.99981445	0.6889452	8.590375
ENSMUSG00000035614	FLT	0.9999268	0.68886477	9.519988
ENSMUSG00000029246	FLT	0.9999542	0.6888477	9.990488
ENSMUSG00000038859	FLT	0.9957944	0.6888198	5.4654226
ENSMUSG00000030352	FLT	0.9998822	0.68880147	9.044576
ENSMUSG00000041057	GC	0.0003287193	0.68878883	-8.021685
ENSMUSG00000021823	FLT	0.99988055	0.6887828	9.031186
ENSMUSG00000030643	GC	0.00063367083	0.6887432	-7.365053
ENSMUSG00000001150	FLT	0.9999504	0.6887363	9.908867
ENSMUSG00000095463	FLT	0.9999387	0.6887287	9.698652
ENSMUSG00000073987	FLT	0.99999046	0.68871355	11.564045
ENSMUSG00000004085	GC	1.6422984e-05	0.6887021	-11.018527
ENSMUSG00000038582	FLT	0.99960345	0.68867534	7.8306146
ENSMUSG00000026923	GC	1.1157206e-05	0.6886752	-11.405132
ENSMUSG00000047843	FLT	0.999941	0.6886626	9.737097
ENSMUSG00000026043	FLT	0.9997981	0.68865037	8.505619
ENSMUSG00000028293	GC	3.0816624e-05	0.6886255	-10.389144
ENSMUSG00000022769	FLT	0.99995327	0.6886206	9.968499
ENSMUSG00000005262	FLT	0.9991947	0.6885927	7.1217613
ENSMUSG00000026496	GC	0.00011269084	0.6885772	-9.0924635
ENSMUSG00000027651	GC	0.000286472	0.68856454	-8.159297
ENSMUSG00000032480	FLT	0.9999292	0.6884883	9.554383
ENSMUSG00000051403	GC	4.086912e-06	0.6884815	-12.409439
ENSMUSG00000034190	FLT	0.9991524	0.6884777	7.070547
ENSMUSG00000041231	FLT	0.99990475	0.68843406	9.257072
ENSMUSG00000015095	FLT	0.9999963	0.6883605	12.507046
ENSMUSG00000022889	GC	0.0029774082	0.6882969	-5.815429
ENSMUSG00000027952	GC	3.666551e-05	0.68829036	-10.215357
ENSMUSG00000007872	FLT	1.0	0.68821734	16.706175
ENSMUSG00000028868	GC	0.0001882993	0.6882166	-8.5789995
ENSMUSG00000022601	FLT	0.99997735	0.6881565	10.691929
ENSMUSG00000022677	GC	9.422551e-06	0.6881498	-11.574118
ENSMUSG00000056536	FLT	0.99989283	0.6881301	9.138996
ENSMUSG00000061461	FLT	0.9999914	0.6881001	11.666474
ENSMUSG00000039275	FLT	0.9999447	0.6880979	9.799935
ENSMUSG00000001380	FLT	0.9970847	0.68801206	5.833148
ENSMUSG00000020485	GC	5.001025e-05	0.68788964	-9.904945
ENSMUSG00000027942	GC	5.6771052e-05	0.68784857	-9.778139
ENSMUSG00000073643	GC	0.00028732652	0.6878347	-8.156303
ENSMUSG00000097589	FLT	0.99999976	0.6877735	15.176278
ENSMUSG00000020015	FLT	0.99999547	0.6877676	12.298336
ENSMUSG00000022401	GC	0.0036888148	0.6877424	-5.600462
ENSMUSG00000031295	GC	0.00012186125	0.6876711	-9.014221
ENSMUSG00000039990	FLT	0.99980277	0.68762404	8.529105
ENSMUSG00000020170	GC	0.00016833561	0.6875954	-8.691095
ENSMUSG00000020123	FLT	0.9993505	0.6875764	7.3369274
ENSMUSG00000031683	GC	0.0011956937	0.68751466	-6.729538
ENSMUSG00000032340	FLT	0.99991107	0.6874825	9.326057
ENSMUSG00000032076	FLT	0.9996505	0.68737215	7.956766
ENSMUSG00000057068	FLT	0.999979	0.68732864	10.769661
ENSMUSG00000024943	FLT	0.999995	0.6873011	12.197904
ENSMUSG00000031601	FLT	0.99999845	0.6872951	13.34613
ENSMUSG00000070738	FLT	0.9998952	0.68729186	9.161395
ENSMUSG00000023960	GC	0.00016086301	0.6872753	-8.7365055
ENSMUSG00000051177	FLT	0.9998543	0.68721956	8.832473
ENSMUSG00000027465	GC	8.913488e-05	0.6871494	-9.326978
ENSMUSG00000025421	FLT	0.99860805	0.6871109	6.5738974
ENSMUSG00000037674	FLT	0.99999356	0.6870841	11.945332
ENSMUSG00000029763	FLT	0.99988353	0.687068	9.056085
ENSMUSG00000028121	GC	0.0002176278	0.6870298	-8.434219
ENSMUSG00000048376	FLT	0.99999213	0.6869838	11.747812
ENSMUSG00000045776	GC	0.00067333586	0.68691325	-7.304297
ENSMUSG00000020949	FLT	0.9999975	0.686879	12.909939
ENSMUSG00000026276	FLT	0.99996066	0.68685585	10.1421795
ENSMUSG00000022848	GC	0.0011318619	0.6868176	-6.78447
ENSMUSG00000024639	GC	4.5976674e-05	0.6867611	-9.98905
ENSMUSG00000077450	GC	0.00011262445	0.6867415	-9.093054
ENSMUSG00000038646	FLT	0.9999399	0.6866867	9.7177515
ENSMUSG00000022391	GC	7.649691e-05	0.686661	-9.479903
ENSMUSG00000026944	GC	3.806597e-07	0.68660873	-14.783078
ENSMUSG00000062031	FLT	0.9999007	0.68659174	9.215765
ENSMUSG00000066839	GC	1.508558e-05	0.6865754	-11.103475
ENSMUSG00000027602	FLT	0.9999994	0.68657345	14.280929
ENSMUSG00000056899	FLT	0.9996704	0.68651617	8.015461
ENSMUSG00000032512	FLT	0.99985874	0.6865065	8.863384
ENSMUSG00000052534	GC	9.22399e-06	0.6864915	-11.595413
ENSMUSG00000025607	FLT	0.99979883	0.6864888	8.509337
ENSMUSG00000032312	GC	4.161784e-06	0.68648607	-12.391283
ENSMUSG00000037373	FLT	0.9999962	0.6864671	12.461725
ENSMUSG00000070811	FLT	0.99999654	0.686456	12.579112
ENSMUSG00000023206	FLT	0.9999325	0.68643606	9.602717
ENSMUSG00000049516	GC	6.6676585e-05	0.686402	-9.617302
ENSMUSG00000033618	GC	0.0011297485	0.68635356	-6.7863364
ENSMUSG00000042364	FLT	0.9999225	0.68634456	9.463639
ENSMUSG00000087260	FLT	0.9999391	0.6862628	9.703477
ENSMUSG00000072772	GC	6.173497e-07	0.68621224	-14.299559
ENSMUSG00000013787	GC	1.53859e-05	0.68620974	-11.083766
ENSMUSG00000029119	GC	9.088948e-06	0.6861951	-11.610164
ENSMUSG00000036896	FLT	0.9999988	0.68604624	13.630372
ENSMUSG00000026938	FLT	0.99997866	0.6859639	10.751078
ENSMUSG00000003380	FLT	1.0	0.68593544	16.707178
ENSMUSG00000034621	GC	2.465947e-05	0.685878	-10.612041
ENSMUSG00000026155	FLT	0.9999895	0.6858484	11.459831
ENSMUSG00000026435	GC	2.1563728e-05	0.68584645	-10.746199
ENSMUSG00000073889	FLT	0.9999776	0.68577254	10.703516
ENSMUSG00000024998	GC	0.00032938438	0.68569994	-8.019661
ENSMUSG00000023764	FLT	0.9996488	0.68562174	7.952018
ENSMUSG00000020134	GC	5.774524e-06	0.6855111	-12.063764
ENSMUSG00000025921	GC	4.029113e-05	0.6855105	-10.121049
ENSMUSG00000029199	GC	0.0059792357	0.6854905	-5.115175
ENSMUSG00000042719	FLT	0.9996867	0.6853734	8.066206
ENSMUSG00000020747	GC	7.4023087e-06	0.68534994	-11.815428
ENSMUSG00000059278	FLT	0.9999975	0.6853114	12.881731
ENSMUSG00000058301	GC	2.5170631e-05	0.68524015	-10.591529
ENSMUSG00000029213	GC	4.649909e-05	0.68523955	-9.977745
ENSMUSG00000024188	GC	5.8001486e-05	0.68519175	-9.756694
ENSMUSG00000027962	GC	4.0958826e-06	0.68510973	-12.407249
ENSMUSG00000035847	GC	5.054466e-06	0.6849676	-12.196954
ENSMUSG00000048170	FLT	0.9996519	0.6849485	7.96105
ENSMUSG00000024726	FLT	0.99999964	0.6849184	14.982562
ENSMUSG00000015290	GC	0.0011094311	0.6848987	-6.8045025
ENSMUSG00000033557	GC	0.0035271975	0.6848883	-5.6454253
ENSMUSG00000045817	FLT	0.9999825	0.68483484	10.950103
ENSMUSG00000037971	GC	0.00040155434	0.6848183	-7.8214707
ENSMUSG00000015451	FLT	0.9999939	0.6848179	12.010261
ENSMUSG00000021665	FLT	0.9998504	0.6847889	8.805956
ENSMUSG00000002550	GC	1.9828678e-05	0.68476766	-10.83008
ENSMUSG00000058709	GC	2.3101557e-06	0.6847372	-12.979919
ENSMUSG00000028096	FLT	0.9995573	0.684708	7.720434
ENSMUSG00000033335	GC	1.0343053e-05	0.6846323	-11.48091
ENSMUSG00000020427	GC	0.0002450576	0.6845828	-8.315478
ENSMUSG00000004937	GC	6.616669e-06	0.68455225	-11.927635
ENSMUSG00000023904	FLT	0.9999945	0.6845405	12.117703
ENSMUSG00000042700	GC	0.000103740385	0.68449205	-9.175231
ENSMUSG00000021468	GC	0.0003984354	0.6844873	-7.829272
ENSMUSG00000039809	FLT	0.9996724	0.684465	8.021656
ENSMUSG00000037935	FLT	0.99925107	0.68445045	7.194398
ENSMUSG00000031988	GC	0.0016837767	0.6843819	-6.3867416
ENSMUSG00000021192	GC	0.0008041361	0.68434834	-7.1266475
ENSMUSG00000052751	FLT	0.99975353	0.68426836	8.306142
ENSMUSG00000042548	GC	0.0004752136	0.6842546	-7.652981
ENSMUSG00000019996	FLT	0.99995506	0.68422824	10.008698
ENSMUSG00000009621	GC	0.00011490828	0.68420696	-9.072976
ENSMUSG00000037257	FLT	0.9992348	0.68409	7.172897
ENSMUSG00000029780	FLT	0.9999956	0.6840853	12.325371
ENSMUSG00000028953	GC	0.0003237391	0.6840403	-8.036951
ENSMUSG00000030138	FLT	0.99931705	0.6839871	7.286674
ENSMUSG00000039050	GC	0.00042790934	0.6839752	-7.7578783
ENSMUSG00000044340	GC	0.00023149121	0.6838514	-8.372448
ENSMUSG00000021189	FLT	0.9999949	0.6837792	12.180901
ENSMUSG00000074829	FLT	0.9999995	0.6837755	14.528456
ENSMUSG00000024197	GC	0.00030065217	0.6837102	-8.110962
ENSMUSG00000032409	FLT	0.9999982	0.6836936	13.26503
ENSMUSG00000020922	GC	0.0008017363	0.68367463	-7.1296387
ENSMUSG00000026127	FLT	0.99972576	0.68351024	8.199544
ENSMUSG00000060538	FLT	0.99998975	0.6834959	11.490228
ENSMUSG00000040746	GC	8.102966e-05	0.6834736	-9.422326
ENSMUSG00000029098	FLT	0.9999535	0.68344826	9.975102
ENSMUSG00000046707	FLT	0.9997023	0.68340284	8.117451
ENSMUSG00000014547	FLT	0.9986004	0.683327	6.5684857
ENSMUSG00000059355	FLT	0.9999472	0.68330795	9.846738
ENSMUSG00000024856	FLT	0.9999989	0.6832807	13.789499
ENSMUSG00000032802	GC	0.00026784724	0.6832639	-8.226533
ENSMUSG00000035765	GC	0.0006839207	0.6832563	-7.2886963
ENSMUSG00000024276	FLT	0.9999981	0.6832372	13.18806
ENSMUSG00000041012	GC	1.6637818e-05	0.68319166	-11.005529
ENSMUSG00000028703	FLT	0.99984	0.68314993	8.738792
ENSMUSG00000038696	GC	0.00046691572	0.68314505	-7.670601
ENSMUSG00000092075	FLT	0.99999964	0.68312734	14.976303
ENSMUSG00000030123	FLT	0.99999774	0.68309116	12.996493
ENSMUSG00000029071	GC	2.0862839e-05	0.6830668	-10.77924
ENSMUSG00000031309	GC	9.533338e-06	0.68304634	-11.562423
ENSMUSG00000033396	FLT	0.9995735	0.6829825	7.7578955
ENSMUSG00000042608	FLT	0.99991214	0.68297863	9.337738
ENSMUSG00000021027	GC	2.0818381e-06	0.6827778	-13.083981
ENSMUSG00000031628	GC	2.945543e-05	0.6827602	-10.434322
ENSMUSG00000027533	FLT	0.9999914	0.6827368	11.660246
ENSMUSG00000021936	FLT	0.99998987	0.68272525	11.496262
ENSMUSG00000027011	GC	1.9563873e-05	0.68262297	-10.843521
ENSMUSG00000049327	GC	0.0014953236	0.6826089	-6.5056286
ENSMUSG00000051910	GC	3.2623026e-05	0.68258774	-10.332172
ENSMUSG00000050002	FLT	0.9999597	0.68258643	10.118293
ENSMUSG00000031984	FLT	0.99950516	0.68252176	7.609042
ENSMUSG00000041444	GC	1.2701534e-05	0.68246263	-11.275493
ENSMUSG00000037197	FLT	0.99929297	0.68244815	7.252064
ENSMUSG00000017721	FLT	0.9998622	0.68234783	8.887616
ENSMUSG00000036372	GC	0.002029931	0.6822843	-6.199423
ENSMUSG00000041231	GC	0.0025985676	0.68217975	-5.951895
ENSMUSG00000035048	GC	7.0757333e-06	0.6820751	-11.860551
ENSMUSG00000039157	FLT	0.99989784	0.6820069	9.187517
ENSMUSG00000010048	FLT	0.999997	0.6819202	12.739348
ENSMUSG00000035181	FLT	0.9996885	0.6818311	8.072113
ENSMUSG00000078889	FLT	0.9999957	0.6818289	12.348669
ENSMUSG00000026499	GC	5.0607203e-05	0.6818203	-9.89308
ENSMUSG00000027164	GC	0.00020687071	0.6818048	-8.4849205
ENSMUSG00000039671	GC	4.037032e-05	0.6817878	-10.119097
ENSMUSG00000041360	FLT	0.9997365	0.6817605	8.239264
ENSMUSG00000039206	FLT	0.9999846	0.68172085	11.082571
ENSMUSG00000027852	FLT	0.9999783	0.68168247	10.736962
ENSMUSG00000034940	FLT	0.9996475	0.6816562	7.948499
ENSMUSG00000008859	GC	0.0009151856	0.6816543	-6.9971766
ENSMUSG00000011257	FLT	0.999358	0.68163276	7.3484893
ENSMUSG00000023020	FLT	0.9999927	0.6816173	11.824631
ENSMUSG00000025337	GC	0.0004179314	0.68159425	-7.7814837
ENSMUSG00000098557	GC	1.5366353e-05	0.68153065	-11.0850315
ENSMUSG00000025580	FLT	0.9996939	0.68149805	8.0895405
ENSMUSG00000020225	GC	0.00044686327	0.6814926	-7.7145205
ENSMUSG00000038369	FLT	0.999869	0.6814923	8.938826
ENSMUSG00000024287	GC	4.060026e-06	0.68148804	-12.416029
ENSMUSG00000003308	GC	2.3538405e-05	0.6814595	-10.658572
ENSMUSG00000001700	FLT	0.9999242	0.6814262	9.485617
ENSMUSG00000038312	GC	6.858972e-05	0.6813832	-9.589014
ENSMUSG00000038828	GC	3.361038e-05	0.68131465	-10.302361
ENSMUSG00000030982	FLT	0.9996767	0.6813003	8.034962
ENSMUSG00000019878	FLT	0.99997866	0.68122894	10.753054
ENSMUSG00000005621	GC	8.559289e-05	0.6812003	-9.367539
ENSMUSG00000024127	GC	0.0012684701	0.68117636	-6.6703854
ENSMUSG00000032812	GC	1.2283909e-05	0.681133	-11.308932
ENSMUSG00000017868	GC	0.0004206185	0.6810912	-7.7750754
ENSMUSG00000054199	FLT	0.9999064	0.6810195	9.274884
ENSMUSG00000039849	FLT	0.9999925	0.68091315	11.80374
ENSMUSG00000027404	FLT	0.9999896	0.6808567	11.4729595
