_MEMBER_DESeq2_meta_sig_12filter,_MEMBER_FLT_cluster_13_muscle_contractile,_MEMBER_FLT_cluster_14_liver_secreted,_MEMBER_FLT_cluster_15_contractile_mito,_MEMBER_FLT_cluster_3_mixed_stress,_MEMBER_GC_cluster_1_DE_enriched,_LogP_DESeq2_meta_sig_12filter,_LogP_FLT_cluster_13_muscle_contractile,_LogP_FLT_cluster_14_liver_secreted,_LogP_FLT_cluster_15_contractile_mito,_LogP_FLT_cluster_3_mixed_stress,_LogP_GC_cluster_1_DE_enriched,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-10.227766280172903,-8.410696815433498,GO:0097722,M000011,2,0,GO Biological Processes,19,sperm motility,19_GO:0022414 reproductive process,-10.227766280172903,2.9687311776826757,7.854064414503665,17423,180,1402,43,3.067047075606277,0.46049183669925087,13206|21689|22092|24084|27222|50525|66722|67077|67752|68222|69306|70897|71099|71138|71236|73407|73463|74446|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|211482|212517|214704|226265|227736|232943|260305|271036|320277|329831|329954|332934|432479|433215,Ddx4|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Catsperz|Saxo4|Cimip2a|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Spmip8|Capstert|Slc9b1|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Zmynd12|Tektip1|Catsperh,-7.723926093584161,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-8.601699623574238,-6.231522614246543,GO:0022412,M000011,2,0,GO Biological Processes,19,cellular process involved in reproduction in multicellular organism,19_GO:0022414 reproductive process,-8.601699623574238,2.0524638364069427,6.630020740707718,17423,442,1402,73,5.206847360912981,0.5933376402910905,11470|11705|12458|13164|13206|13404|14632|16336|18431|19242|19288|20690|20730|21930|22092|22115|22702|26972|50525|53604|57749|64931|66712|66720|66722|67077|67753|69032|69306|69376|69481|70691|70897|71099|71313|71981|72891|73456|73463|73884|74068|75033|75533|75563|76670|76718|76856|77058|83557|83984|102991|104362|104601|110084|212517|227736|229357|232664|232943|235628|269610|271036|272643|317755|320277|328440|329954|332934|381404|433215|546272|100043216|100503361,Actl7a|Amh|Ccr6|Dazl|Ddx4|Dmc1|Gli1|Insl3|Oca2|Ptn|Ptx3|Spam1|Spink1|Tnfaip6|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Izumo1r|Spesp1|Klhl10|Spag16|Catsperz|Eqtn|Lyzl4|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Tdrd12|Xlr4c|Izumo1|Capstert|Zdbf2|Asz1|Mei4|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Lin28a|Tssk6|Ezhip|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Gpr149|Ccdc136|Klc3|Prss42|Chd5|Catsperb|Prss43|Zar1|Spef2|Npm2|Catsper4|Zmynd12|Pabpc1l|Catsperh|Gm5934|Gm4297|Tmem95,-6.232558010882953,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-7.503201499052527,-5.68541941537953,GO:0007281,M000011,2,0,GO Biological Processes,19,germ cell development,19_GO:0022414 reproductive process,-7.503201499052527,2.001503689783825,6.115944904906336,17423,416,1402,67,4.778887303851641,0.5697128481359129,11470|11705|12458|13164|13206|13404|14632|16336|18431|19242|19288|20730|21930|22092|22115|22702|26972|50525|53604|57749|66720|66722|67077|67753|69306|69376|69481|70691|70897|71099|71313|71981|72891|73463|73884|74068|75033|75533|75563|76670|76718|76856|77058|83557|83984|102991|104362|104601|110084|212517|227736|229357|232664|232943|235628|269610|271036|272643|317755|320277|328440|329954|332934|381404|433215|546272|100043216,Actl7a|Amh|Ccr6|Dazl|Ddx4|Dmc1|Gli1|Insl3|Oca2|Ptn|Ptx3|Spink1|Tnfaip6|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Klhl10|Spag16|Catsperz|Eqtn|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Tdrd12|Xlr4c|Capstert|Zdbf2|Asz1|Mei4|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Lin28a|Tssk6|Ezhip|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Gpr149|Ccdc136|Klc3|Prss42|Chd5|Catsperb|Prss43|Zar1|Spef2|Npm2|Catsper4|Zmynd12|Pabpc1l|Catsperh|Gm5934|Gm4297,-5.241269856009111,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-7.254109710659287,-5.5479290850873335,GO:0007286,M000011,2,0,GO Biological Processes,19,spermatid development,19_GO:0022414 reproductive process,-7.254109710659287,2.276747503566334,6.159742659286882,17423,262,1402,48,3.4236804564907275,0.48563270918643026,11470|12458|13404|14632|18431|20730|22092|22115|22702|26972|50525|53604|57749|66720|66722|67077|67753|69306|69376|69481|70691|70897|71099|71313|72891|73463|75533|75563|76670|76718|76856|77058|83984|104362|104601|110084|212517|227736|232664|232943|269610|271036|320277|329954|332934|433215|546272|100043216,Actl7a|Ccr6|Dmc1|Gli1|Oca2|Spink1|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Klhl10|Spag16|Catsperz|Eqtn|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Xlr4c|Capstert|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Ccdc136|Klc3|Chd5|Catsperb|Spef2|Catsper4|Zmynd12|Catsperh|Gm5934|Gm4297,-5.026940173875082,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-6.641563676569419,-4.99848486792794,GO:0048515,M000011,2,0,GO Biological Processes,19,spermatid differentiation,19_GO:0022414 reproductive process,-6.641563676569419,2.1770359340670784,5.809299995830274,17423,274,1402,48,3.4236804564907275,0.48563270918643026,11470|12458|13404|14632|18431|20730|22092|22115|22702|26972|50525|53604|57749|66720|66722|67077|67753|69306|69376|69481|70691|70897|71099|71313|72891|73463|75533|75563|76670|76718|76856|77058|83984|104362|104601|110084|212517|227736|232664|232943|269610|271036|320277|329954|332934|433215|546272|100043216,Actl7a|Ccr6|Dmc1|Gli1|Oca2|Spink1|Rsph1|Tssk2|Zfp42|Spo11|Spag6l|Zpbp|Piwil1|Klhl10|Spag16|Catsperz|Eqtn|Efcab9|Zpbp2|Actl9|3830403N18Rik|Garin2|Tssk4|Fsip1|Xlr4c|Capstert|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|Dnah1|Cfap44|Cfap157|Ccdc136|Klc3|Chd5|Catsperb|Spef2|Catsper4|Zmynd12|Catsperh|Gm5934|Gm4297,-4.494562485526319,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.663217746687794,-3.5409809443700477,GO:0007018,M000011,2,0,GO Biological Processes,19,microtubule-based movement,19_GO:0009987 cellular process,-4.663217746687794,1.7260064986527184,4.520131952085868,17423,432,1402,60,4.279600570613409,0.5405425208487008,13206|16559|17152|18040|21689|22092|24084|27222|50525|66722|66793|67077|67749|67752|68222|68270|69306|70897|71099|71138|71236|73293|73407|73463|74446|75050|75533|75563|76670|76718|76856|77058|83984|104362|104601|107970|110084|114602|211482|212517|214704|226265|227736|232943|237806|242646|244653|260305|271036|320277|329831|329954|330355|332934|360213|432479|433215|436022|620631|674895,Ddx4|Kif17|Mak|Nefm|Tekt1|Rsph1|Tekt2|Atp1a4|Spag6l|Spag16|Clxn|Catsperz|Mgarp|Saxo4|Cimip2a|Dnaaf1|Efcab9|Garin2|Tssk4|Tmem217|Rsph14|Dnaaf19|Spmip8|Capstert|Slc9b1|Kif27|Nme5|Dnali1|Cfap70|Catsperg2|Catsper3|Ccdc183|Tssk6|Meig1|Mycbpap|H1f6|Dnah1|Zmynd10|Efhb|Cfap44|Iqub|Eno4|Cfap157|Klc3|Dnah9|Dynlt4|Hydin|Nphp4|Catsperb|Spef2|Cimip2b|Catsper4|Dnah6|Zmynd12|Trim46|Tektip1|Catsperh|Dnaaf3|Ift70a2|Nek10,-2.793763216614913,0,6,0,0,-11.951290243331533,2.990513933494549,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-9.695618635056455,-11.804475925445024,mmu04080,M000011,2,0,KEGG Pathway,24,Neuroactive ligand-receptor interaction - Mus musculus (house mouse),,-11.804475925445024,2.3168722929518313,8.050891355154159,17423,361,1604,77,4.800498753117207,0.5337751302481897,11435|11447|11448|11449|11541|11551|11608|12000|12062|12311|12425|12640|12801|12922|14403|14405|14407|14409|14428|14608|14652|14799|14804|14805|14811|14814|14816|14829|15465|15551|15552|15558|15566|16336|16846|16995|17200|17203|18155|18386|18387|18390|18429|18436|18440|19214|19222|20607|21336|22072|22074|22094|22095|22353|22355|26361|30878|57277|65086|68039|70026|71897|93670|103964|108072|110834|114229|193034|208990|216643|227717|239845|243764|320343|330921|436523|494546,Chrna1|Chrnd|Chrne|Chrng|Adora2b|Adra2a|Agtr1b|Avpr2|Bdkrb2|Calcr|Cckar|Cga|Cnr1|Crhr2|Gabrd|Gabrg1|Gabrg3|Gabrr2|Galr2|Gpr83|Glp1r|Gria1|Grid2|Grik1|Grin2a|Grin2d|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Insl3|Lep|Ltb4r1|Mc2r|Mc5r|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|P2rx1|P2rx6|Ptgdr|Ptgir|Sstr3|Tacr1|Prss2|Try4|Tshb|Tshr|Vip|Vipr2|Avpr1b|Apln|Slurp1|Lpar3|Nmb|Tspo2|Lypd6b|Tac4|Try5|Grm6|Chrna3|Kiss1r|Trpv1|Npb|Gabrp|Qrfp|Gpr156|Chrm2|Lypd6|Pate2|Prss1l|Taar8c,-9.051634743196312,0,7,1,1,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-8.973246947951312,-6.73052938501409,WP189,M000011,2,0,WikiPathways,27,GPCRs class A rhodopsin like,,-8.973246947951312,2.6222630841916525,7.130178383865359,17423,218,1402,46,3.2810271041369474,0.47575870149801724,11541|11551|11608|12000|12057|12062|12425|12458|12773|12801|14428|14608|14761|14829|15465|15551|15552|15558|15566|16995|17203|18386|18387|18390|18429|19222|20607|21462|22095|26361|29845|30044|56015|57251|80706|93690|243764|258433|258434|258475|258497|258501|258589|258604|258794|259035,Adora2b|Adra2a|Agtr1b|Avpr2|Opn1sw|Bdkrb2|Cckar|Ccr6|Ccr4|Cnr1|Galr2|Gpr83|Gpr27|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Oprd1|Oprk1|Oprm1|Oxt|Ptgir|Sstr3|Tcp10b|Tshr|Avpr1b|Or13c7|Opn4|Or13j1|Or8b12i|Or8a1b|Gpr45|Chrm2|Or8d1b|Or10d1c|Or8b40|Or10d4c|Or10d1|Or2ag19|Or8g37|Or8b4|Or10a2,-6.586376568299595,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-7.302914303814845,-7.330480540162837,R-MMU-500792,M000011,2,0,Reactome Gene Sets,6,GPCR ligand binding,,-7.330480540162837,1.9722729085146218,6.011044071383731,17423,369,1604,67,4.177057356608479,0.4995371470517186,11541|11551|12000|12057|12062|12311|12425|12458|12640|12773|12777|12801|12922|14428|14652|14704|14816|14829|15465|15551|15552|15558|15566|16995|17200|17203|18155|18241|18386|18387|18390|18429|19214|19222|20292|20295|20299|20302|20303|20306|20310|20607|21336|22095|22353|22355|23925|26361|30044|30878|56089|57253|65086|68039|108072|110326|114229|208990|227717|229791|233079|243764|330122|381810|387512|494546|574417,Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Calcr|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Crhr2|Galr2|Glp1r|Gng3|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc2r|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Ptgdr|Ptgir|Ccl11|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Vip|Vipr2|Kel|Avpr1b|Opn4|Apln|Ramp3|Tas2r108|Lpar3|Nmb|Grm6|Tas1r1|Kiss1r|Npb|Qrfp|Plppr4|Ffar2|Chrm2|Cxcl3|Lpar5|Tas2r135|Taar8c|Tas2r137,-5.086277664079852,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-6.5591593077944745,-6.693563092811937,R-MMU-373076,M000011,2,0,Reactome Gene Sets,6,Class A/1 (Rhodopsin-like receptors),,-6.693563092811937,2.065351585824172,5.7639613626894,17423,284,1604,54,3.3665835411471323,0.4503562384443339,11541|11551|12000|12057|12062|12425|12458|12640|12773|12777|12801|14428|14829|15465|15551|15552|15558|15566|16995|17200|17203|18155|18241|18386|18387|18390|18429|19214|19222|20292|20295|20299|20302|20303|20306|20310|20607|21336|22095|23925|26361|30044|30878|65086|68039|114229|208990|227717|229791|233079|243764|330122|381810|494546,Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Galr2|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc2r|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Ptgdr|Ptgir|Ccl11|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Kel|Avpr1b|Opn4|Apln|Lpar3|Nmb|Kiss1r|Npb|Qrfp|Plppr4|Ffar2|Chrm2|Cxcl3|Lpar5|Taar8c,-4.532145587045402,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-6.459919265484374,-6.38185854738627,WP1396,M000011,2,0,WikiPathways,27,GPCRs non odorant,,-6.459919265484374,2.2103798638872756,5.736869943106074,17423,253,1402,45,3.209700427960057,0.4707324747009271,11541|11551|11608|12000|12062|12311|12425|12458|12773|12777|12801|14428|14652|14816|14829|15465|15551|15552|15558|15566|16995|17203|18241|18386|18387|18390|19222|20607|21336|22095|22355|26361|30044|57253|57265|65086|107221|107934|108072|230775|232431|233079|243764|381810|574417,Adora2b|Adra2a|Agtr1b|Avpr2|Bdkrb2|Calcr|Cckar|Ccr6|Ccr4|Ccr10|Cnr1|Galr2|Glp1r|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Gpr143|Oprd1|Oprk1|Oprm1|Ptgir|Sstr3|Tacr1|Tshr|Vipr2|Avpr1b|Opn4|Tas2r108|Fzd2|Lpar3|Ffar4|Celsr3|Grm6|Adgrb2|Gprc5a|Ffar2|Chrm2|Lpar5|Tas2r137,-4.339568030368476,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.831137809870761,-4.560786178166103,R-MMU-372790,M000011,2,0,Reactome Gene Sets,6,Signaling by GPCR,,-4.831137809870761,1.6421718972895862,4.569367525803356,17423,560,1402,74,5.2781740370898715,0.5971629804409462,11514|11541|11551|12000|12057|12062|12311|12425|12458|12640|12773|12777|12801|14428|14608|14652|14704|14761|14816|14829|15465|15551|15552|15558|15566|16995|17203|18155|18241|18386|18387|18390|18429|18752|19085|19222|20295|20299|20302|20303|20306|20310|20607|21336|22095|22353|22355|23925|26361|30044|30878|56089|57253|65086|77669|93690|107221|108072|110326|208990|217480|227717|229791|233079|238725|241489|243764|330122|381112|381413|381810|387512|494546|574417,Adcy8|Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Calcr|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Galr2|Gpr83|Glp1r|Gng3|Gpr27|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Prkcg|Prkar1b|Ptgir|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Tshr|Vip|Vipr2|Kel|Avpr1b|Opn4|Apln|Ramp3|Tas2r108|Lpar3|Arhgef38|Gpr45|Ffar4|Grm6|Tas1r1|Npb|Dgkb|Qrfp|Plppr4|Ffar2|Gpr150|Pde11a|Chrm2|Cxcl3|Arhgef33|Gpr176|Lpar5|Tas2r135|Taar8c|Tas2r137,-2.9332879082384147,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.620968264959605,-4.434496709106509,WP234,M000011,2,0,WikiPathways,27,GPCRs peptide,,-4.620968264959605,3.0617854410883,5.076289930747989,17423,69,1402,17,1.2125534950071326,0.292298998231172,11608|12000|12062|12425|12458|12773|12777|14428|14829|17203|18386|18387|18390|20607|21336|22095|26361,Agtr1b|Avpr2|Bdkrb2|Cckar|Ccr6|Ccr4|Ccr10|Galr2|Grpr|Mc5r|Oprd1|Oprk1|Oprm1|Sstr3|Tacr1|Tshr|Avpr1b,-2.7587824314514884,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.537807405092718,-4.182134313354568,GO:0007188,M000011,2,0,GO Biological Processes,19,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-4.537807405092718,1.94472182596291,4.557865448170656,17423,262,1402,41,2.9243937232524964,0.44998596719018036,11514|11541|11551|12000|12311|12801|14428|14652|14816|15551|15552|15566|16336|17203|18386|18387|18390|19085|19222|21336|21463|22095|22353|22355|26361|30044|30878|56089|65086|77462|107221|108072|170639|208990|233231|233919|243764|243978|258325|381413|382045,Adcy8|Adora2b|Adra2a|Avpr2|Calcr|Cnr1|Galr2|Glp1r|Grm1|Htr1b|Htr1d|Htr7|Insl3|Mc5r|Oprd1|Oprk1|Oprm1|Prkar1b|Ptgir|Tacr1|Tcp11|Tshr|Vip|Vipr2|Avpr1b|Opn4|Apln|Ramp3|Lpar3|Tmem116|Ffar4|Grm6|Or51e2|Npb|Mrgprb1|Gpr26|Chrm2|Mrgprx2|Or5v1|Gpr176|Adgrg5,-2.684539636113113,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.138148761407184,-4.009574948140106,R-MMU-388396,M000011,2,0,Reactome Gene Sets,6,GPCR downstream signalling,,-4.138148761407184,1.6004787532961569,4.144896685416005,17423,528,1402,68,4.85021398002853,0.5737336873888312,11514|11541|11551|12000|12057|12062|12311|12425|12458|12640|12773|12777|12801|14428|14608|14652|14704|14761|14816|14829|15465|15551|15552|15558|15566|16995|17203|18155|18241|18386|18387|18390|18429|18752|19085|19222|20303|20310|20607|21336|22095|22353|22355|26361|30044|30878|56089|57253|65086|77669|93690|107221|108072|110326|208990|217480|227717|233079|238725|241489|243764|330122|381112|381413|381810|387512|494546|574417,Adcy8|Adora2b|Adra2a|Avpr2|Opn1sw|Bdkrb2|Calcr|Cckar|Ccr6|Cga|Ccr4|Ccr10|Cnr1|Galr2|Gpr83|Glp1r|Gng3|Gpr27|Grm1|Grpr|Hrh1|Htr1b|Htr1d|Htr2a|Htr7|Ltb4r1|Mc5r|Pnoc|Gpr143|Oprd1|Oprk1|Oprm1|Oxt|Prkcg|Prkar1b|Ptgir|Ccl4|Cxcl2|Sstr3|Tacr1|Tshr|Vip|Vipr2|Avpr1b|Opn4|Apln|Ramp3|Tas2r108|Lpar3|Arhgef38|Gpr45|Ffar4|Grm6|Tas1r1|Npb|Dgkb|Qrfp|Ffar2|Gpr150|Pde11a|Chrm2|Cxcl3|Arhgef33|Gpr176|Lpar5|Tas2r135|Taar8c|Tas2r137,-2.3348549673894166,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-3.4979269082457343,-3.945630216349511,R-MMU-375276,M000011,2,0,Reactome Gene Sets,6,Peptide ligand-binding receptors,,-3.945630216349511,1.9976495542752315,4.211456794007834,17423,174,1604,32,1.9950124688279303,0.34913606602728153,12000|12062|12425|12458|12773|12777|14428|14829|17200|17203|18155|18386|18387|18390|18429|20292|20295|20299|20302|20303|20306|20310|20607|21336|23925|26361|30878|68039|114229|208990|227717|330122,Avpr2|Bdkrb2|Cckar|Ccr6|Ccr4|Ccr10|Galr2|Grpr|Mc2r|Mc5r|Pnoc|Oprd1|Oprk1|Oprm1|Oxt|Ccl11|Ccl17|Ccl22|Ccl3|Ccl4|Ccl7|Cxcl2|Sstr3|Tacr1|Kel|Avpr1b|Apln|Nmb|Kiss1r|Npb|Qrfp|Cxcl3,-2.1770985285909563,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-3.4062164615673796,-3.846764158781487,R-MMU-418555,M000011,2,0,Reactome Gene Sets,6,G alpha (s) signalling events,,-3.846764158781487,2.2281475797685277,4.244307212361735,17423,117,1604,24,1.4962593516209477,0.30312909185842135,11541|12000|12311|12640|12922|14608|14652|14704|14761|15566|17200|17203|19085|19214|19222|22095|22353|22355|56089|93690|238725|241489|381413|494546,Adora2b|Avpr2|Calcr|Cga|Crhr2|Gpr83|Glp1r|Gng3|Gpr27|Htr7|Mc2r|Mc5r|Prkar1b|Ptgdr|Ptgir|Tshr|Vip|Vipr2|Ramp3|Gpr45|Gpr150|Pde11a|Gpr176|Taar8c,-2.0925197621233367,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-3.7140696587915287,-3.4617305288215303,GO:0007189,M000011,2,0,GO Biological Processes,19,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3.7140696587915287,2.058952130937207,4.092163575560203,17423,169,1402,28,1.9971469329529243,0.37363741742887135,11514|11541|11551|12000|12311|12801|14428|14652|15566|17203|18390|19085|19222|21336|21463|22095|22353|22355|30044|56089|65086|77462|107221|170639|233919|243978|258325|382045,Adcy8|Adora2b|Adra2a|Avpr2|Calcr|Cnr1|Galr2|Glp1r|Htr7|Mc5r|Oprm1|Prkar1b|Ptgir|Tacr1|Tcp11|Tshr|Vip|Vipr2|Opn4|Ramp3|Lpar3|Tmem116|Ffar4|Or51e2|Gpr26|Mrgprx2|Or5v1|Adgrg5,-1.9817501436874183,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2.7335649458864246,-2.967207620695648,GO:0007200,M000011,2,0,GO Biological Processes,19,phospholipase C-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.967207620695648,1.8954208438634954,3.4953087970761176,17423,149,1604,26,1.6209476309226933,0.3153070109289433,11551|11608|12922|14428|14608|14816|14829|15465|15551|15558|16183|18241|18386|18387|18390|18752|20339|21336|26361|30044|107221|114229|217480|233079|233231|269615,Adra2a|Agtr1b|Crhr2|Galr2|Gpr83|Grm1|Grpr|Hrh1|Htr1b|Htr2a|Il2|Gpr143|Oprd1|Oprk1|Oprm1|Prkcg|Sele|Tacr1|Avpr1b|Opn4|Ffar4|Kiss1r|Dgkb|Ffar2|Mrgprb1|Plch2,-1.3895227251675442,0,7,0,0,-11.804475925445024,3.0617854410883,
0,0,0,0,1,0,0.0,0.0,0.0,0.0,-2.0954053449328787,0.0,R-MMU-418594,M000010,1,0,Reactome Gene Sets,6,G alpha (i) signalling events,,-2.0954053449328787,1.5594976364297501,2.662482092350683,17423,255,1402,32,2.282453637660485,0.398853357546289,11514|11551|12057|12062|12458|12773|12777|12801|14428|14704|15551|15552|18155|18386|18387|18390|18752|19085|20303|20310|20607|30878|57253|65086|108072|110326|208990|243764|330122|381810|387512|574417,Adcy8|Adra2a|Opn1sw|Bdkrb2|Ccr6|Ccr4|Ccr10|Cnr1|Galr2|Gng3|Htr1b|Htr1d|Pnoc|Oprd1|Oprk1|Oprm1|Prkcg|Prkar1b|Ccl4|Cxcl2|Sstr3|Apln|Tas2r108|Lpar3|Grm6|Tas1r1|Npb|Chrm2|Cxcl3|Lpar5|Tas2r135|Tas2r137,-0.8313540498333,0,7,0,0,-11.804475925445024,3.0617854410883,
