Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),,-11,10,11,17423,94,278,15,5.4,1.4,13089|13094|13097|13098|13099|13105|13113|13114|13123|27400|53973|78925|226143|337924|100043108,Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a13|Cyp3a16|Cyp7b1|Hsd17b6|Cyp3a41a|Srd5a1|Cyp2c23|Cyp3a44|Cyp2c69,-8.1,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-11,4.3,8.8,17423,441,278,30,11,1.9,12443|13086|13089|13094|13097|13098|13099|13105|13114|14262|14860|14864|14923|17025|17769|18671|20859|28248|53973|76654|78925|225884|226143|226564|233005|244209|337924|638251|100043108|100043194,Ccnd1|Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a16|Fmo3|Gsta4|Gstm3|Guk1|Alad|Mthfr|Abcb1a|Sult2a1|Slco1a1|Cyp3a41a|Upp2|Srd5a1|Gstp3|Cyp2c23|Fmo4|Cyp2a22|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69|Sult2a2,-8.1,FLT_cluster_14_liver_secreted
KEGG Pathway,24,mmu00830,Retinol metabolism - Mus musculus (house mouse),,-11,9.8,11,17423,96,278,15,5.4,1.4,13086|13089|13094|13097|13098|13099|13113|13114|27400|53973|216454|226143|233005|337924|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a13|Cyp3a16|Hsd17b6|Cyp3a41a|Rdh16f2|Cyp2c23|Cyp2a22|Cyp3a44|Cyp2c69,-8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0033559,unsaturated fatty acid metabolic process,19_GO:0009987 cellular process,-10,7.8,10,17423,137,278,17,6.1,1.4,12686|13086|13089|13094|13097|13098|13099|13105|17319|66447|170439|225884|226143|233005|234671|432720|100043108,Elovl3|Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Mif|Mgst3|Elovl6|Gstp3|Cyp2c23|Cyp2a22|Ces2c|Akr1c19|Cyp2c69,-7.7,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:1901739,regulation of myoblast fusion,19_GO:0032502 developmental process,-10,12,11,17423,70,278,13,4.7,1.3,11837|19933|19941|19942|19943|19944|19946|54217|57808|66489|67186|67248|110954,Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl10,-7.7,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0120254,olefinic compound metabolic process,19_GO:0009987 cellular process,-10,6.7,9.7,17423,179,278,19,6.8,1.5,13086|13089|13094|13097|13098|13099|13105|16323|27400|66447|78925|216454|225884|226143|233005|234671|382044|432720|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Inhba|Hsd17b6|Mgst3|Srd5a1|Rdh16f2|Gstp3|Cyp2c23|Cyp2a22|Ces2c|Ces1b|Akr1c19|Cyp2c69,-7.6,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-9948299,Ribosome-associated quality control,,-10,8.2,10,17423,122,278,16,5.8,1.4,11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10,-7.5,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0009987 cellular process,-9.9,5.2,8.9,17423,279,278,23,8.3,1.7,12686|14262|14860|14864|17769|20859|22361|26897|50490|50887|57430|69083|72043|170439|171281|192156|215895|225884|240549|246277|269378|638251|100043194,Elovl3|Fmo3|Gsta4|Gstm3|Mthfr|Sult2a1|Vnn1|Acot1|Nox4|Hmgn5|Sult3a1|Sult1c2|Sulf2|Elovl6|Acot3|Mvd|Sult3a2|Gstp3|Gm4952|Csad|Ahcy|Sult2a7|Sult2a2,-7.4,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0060142,regulation of syncytium formation by plasma membrane fusion,19_GO:0050789 regulation of biological process,-9.2,9.8,10,17423,83,278,13,4.7,1.3,11837|19933|19941|19942|19943|19944|19946|54217|57808|66489|67186|67248|110954,Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl10,-6.8,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-8.6,6.6,8.8,17423,152,278,16,5.8,1.4,11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10,-6.2,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-8868773,rRNA processing in the nucleus and cytosol,,-8.6,6.6,8.8,17423,152,278,16,5.8,1.4,11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10,-6.2,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-72312,rRNA processing,,-8.6,6.6,8.8,17423,152,278,16,5.8,1.4,11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|110954,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Rpl10,-6.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0019373,epoxygenase P450 pathway,19_GO:0009987 cellular process,-8.5,16,11,17423,35,278,9,3.2,1.1,13086|13089|13094|13097|13098|13099|226143|233005|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2c23|Cyp2a22|Cyp2c69,-6.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-8.5,7.1,8.9,17423,133,278,15,5.4,1.4,13086|13089|13094|13097|13098|13099|13105|26897|66447|170439|171281|225884|226143|233005|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Acot1|Mgst3|Elovl6|Acot3|Gstp3|Cyp2c23|Cyp2a22|Cyp2c69,-6.1,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0009987 cellular process,-8.3,4.1,7.7,17423,365,278,24,8.6,1.7,11770|12686|13086|13089|13094|13097|13098|13099|13105|17319|26874|26897|56185|57742|66447|170439|171281|225884|226143|233005|234671|382044|432720|100043108,Fabp4|Elovl3|Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Mif|Abcd2|Acot1|Hao2|Abhd1|Mgst3|Elovl6|Acot3|Gstp3|Cyp2c23|Cyp2a22|Ces2c|Ces1b|Akr1c19|Cyp2c69,-6,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006690,icosanoid metabolic process,19_GO:0009987 cellular process,-8.2,6.8,8.7,17423,138,278,15,5.4,1.4,13086|13089|13094|13097|13098|13099|13105|17319|66447|225884|226143|233005|234671|432720|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Mif|Mgst3|Gstp3|Cyp2c23|Cyp2a22|Ces2c|Akr1c19|Cyp2c69,-5.9,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0035634,response to stilbenoid,19_GO:0050896 response to stimulus,-8,18,11,17423,28,278,8,2.9,1,11808|13086|13094|15122|17840|28248|108114|319554,Apoa4|Cyp2a4|Cyp2b9|Hba-a1|Mup1|Slco1a1|Slc22a7|Idi1,-5.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0140236,translation at presynapse,19_GO:0009987 cellular process,-7.3,12,9.6,17423,47,278,9,3.2,1.1,19941|19942|19943|19944|54217|57808|66489|67186|110954,Rpl26|Rpl27|Rpl28|Rpl29|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl10,-5.1,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-5423646,Aflatoxin activation and detoxification,,-7.3,19,11,17423,23,278,7,2.5,0.94,13086|13113|13114|53973|66447|233005|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp3a41a|Mgst3|Cyp2a22|Cyp3a44,-5.1,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0140242,translation at postsynapse,19_GO:0009987 cellular process,-7.2,12,9.5,17423,48,278,9,3.2,1.1,19941|19942|19943|19944|54217|57808|66489|67186|110954,Rpl26|Rpl27|Rpl28|Rpl29|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl10,-5,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0140241,translation at synapse,19_GO:0009987 cellular process,-7.2,12,9.5,17423,48,278,9,3.2,1.1,19941|19942|19943|19944|54217|57808|66489|67186|110954,Rpl26|Rpl27|Rpl28|Rpl29|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl10,-5,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0160307,protein biosynthetic process,19_GO:0009987 cellular process,-7.1,3.7,6.9,17423,390,278,23,8.3,1.7,11837|16898|19933|19941|19942|19943|19944|19946|20084|20090|20115|27367|54217|57808|66489|67186|67248|68028|68052|68463|68499|110954|320311,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rps18|Rps29|Rps7|Rpl3|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl22l1|Rps13|Mrpl14|Mrpl53|Rpl10|Rnf152,-4.9,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006412,translation,19_GO:0009987 cellular process,-7.1,3.7,6.9,17423,390,278,23,8.3,1.7,11837|16898|19933|19941|19942|19943|19944|19946|20084|20090|20115|27367|54217|57808|66489|67186|67248|68028|68052|68463|68499|110954|320311,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rps18|Rps29|Rps7|Rpl3|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl22l1|Rps13|Mrpl14|Mrpl53|Rpl10|Rnf152,-4.9,FLT_cluster_14_liver_secreted
KEGG Pathway,24,mmu00591,Linoleic acid metabolism - Mus musculus (house mouse),,-7.1,11,9.3,17423,50,278,9,3.2,1.1,13097|13098|13099|13113|13114|53973|226143|337924|100043108,Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp2c23|Cyp3a44|Cyp2c69,-4.9,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,,-7,8.2,8.4,17423,84,278,11,4,1.2,11837|19933|19941|19942|19943|19944|27367|67186|67248|68028|110954,Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl3|Rplp2|Rpl39|Rpl22l1|Rpl10,-4.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0019369,arachidonate metabolic process,19_GO:0009987 cellular process,-6.9,8,8.3,17423,86,278,11,4,1.2,13086|13089|13094|13097|13098|13099|13105|66447|226143|233005|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Mgst3|Cyp2c23|Cyp2a22|Cyp2c69,-4.7,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-72766,Translation,,-6.8,4.4,7,17423,256,278,18,6.5,1.5,11837|16898|19933|19941|19942|19943|19944|20084|20090|20115|27367|67186|67248|68028|68052|68463|68499|110954,Rplp0|Rps2|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rps18|Rps29|Rps7|Rpl3|Rplp2|Rpl39|Rpl22l1|Rps13|Mrpl14|Mrpl53|Rpl10,-4.6,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0009987 cellular process,-6.7,4.1,6.8,17423,289,278,19,6.8,1.5,11808|13113|16847|18559|20775|20859|20975|27400|56209|192156|216454|234671|244152|244209|319554|382044|432720|638251|100043194,Apoa4|Cyp3a13|Lepr|Pctp|Sqle|Sult2a1|Synj2|Hsd17b6|Gde1|Mvd|Rdh16f2|Ces2c|Tsku|Cyp2r1|Idi1|Ces1b|Akr1c19|Sult2a7|Sult2a2,-4.5,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006721,terpenoid metabolic process,19_GO:0009987 cellular process,-6.6,6.7,7.7,17423,112,278,12,4.3,1.2,13099|13114|27400|53973|68563|192156|216454|234671|319554|337924|382044|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Dpm3|Mvd|Rdh16f2|Ces2c|Idi1|Cyp3a44|Ces1b|Cyp2c69,-4.5,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-9757110,Prednisone ADME,,-6.5,15,9.7,17423,29,278,7,2.5,0.94,12401|13113|13114|18671|53973|337924|432720,Serpina6|Cyp3a13|Cyp3a16|Abcb1a|Cyp3a41a|Cyp3a44|Akr1c19,-4.4,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0007623,circadian rhythm,19_GO:0048511 rhythmic process,-6.5,5.4,7.2,17423,162,278,14,5,1.3,11865|12952|13123|13170|17840|17841|18030|18212|21410|23957|53376|217166|269378|353187,Bmal1|Cry1|Cyp7b1|Dbp|Mup1|Mup2|Nfil3|Ntrk2|Hnf1b|Nr0b2|Usp2|Nr1d1|Ahcy|Nr1d2,-4.4,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0070989,oxidative demethylation,19_GO:0009987 cellular process,-6.4,20,10,17423,19,278,6,2.2,0.87,13099|13113|13114|53973|337924|100043108,Cyp2c40|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp2c69,-4.3,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:1902652,secondary alcohol metabolic process,19_GO:0009987 cellular process,-6.4,6.4,7.5,17423,117,278,12,4.3,1.2,11808|13113|16847|18559|20775|20859|192156|244152|244209|319554|638251|100043194,Apoa4|Cyp3a13|Lepr|Pctp|Sqle|Sult2a1|Mvd|Tsku|Cyp2r1|Idi1|Sult2a7|Sult2a2,-4.3,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0009820,alkaloid metabolic process,19_GO:0009987 cellular process,-6.4,28,12,17423,11,278,5,1.8,0.8,13114|18113|53973|234671|337924,Cyp3a16|Nnmt|Cyp3a41a|Ces2c|Cyp3a44,-4.3,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-6.3,4.3,6.7,17423,248,278,17,6.1,1.4,11837|17880|19933|19941|19942|19943|19944|19946|54217|57808|59069|66489|67186|67248|72043|110954|243547,Rplp0|Myh11|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Tpm3|Rpl35|Rplp2|Rpl39|Sulf2|Rpl10|Grip2,-4.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006720,isoprenoid metabolic process,19_GO:0009987 cellular process,-6.3,6.2,7.3,17423,121,278,12,4.3,1.2,13099|13114|27400|53973|68563|192156|216454|234671|319554|337924|382044|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Dpm3|Mvd|Rdh16f2|Ces2c|Idi1|Cyp3a44|Ces1b|Cyp2c69,-4.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0002933,lipid hydroxylation,19_GO:0009987 cellular process,-6.1,26,11,17423,12,278,5,1.8,0.8,13099|13114|53973|337924|100043108,Cyp2c40|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp2c69,-4.1,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-6.1,3.8,6.4,17423,314,278,19,6.8,1.5,11837|17880|19933|19941|19942|19943|19944|19946|54217|57808|59069|66489|67092|67186|67248|72043|110954|243547|100126824,Rplp0|Myh11|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Tpm3|Rpl35|Gatm|Rplp2|Rpl39|Sulf2|Rpl10|Grip2|Sco2,-4.1,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0070988,demethylation,19_GO:0009987 cellular process,-6,17,9.6,17423,22,278,6,2.2,0.87,13099|13113|13114|53973|337924|100043108,Cyp2c40|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp2c69,-4,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006941,striated muscle contraction,19_GO:0032501 multicellular organismal process,-5.8,5.2,6.7,17423,157,278,13,4.7,1.3,11837|19933|19941|19942|19943|19944|19946|54217|57808|66489|67186|67248|110954,Rplp0|Rpl21|Rpl26|Rpl27|Rpl28|Rpl29|Rpl30|Rpl36|Rpl35a|Rpl35|Rplp2|Rpl39|Rpl10,-3.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0065007 biological regulation,-5.8,4.2,6.3,17423,241,278,16,5.8,1.4,13099|13114|13370|16323|20859|27400|53973|78925|216454|234671|337924|382044|432720|638251|100043108|100043194,Cyp2c40|Cyp3a16|Dio1|Inhba|Sult2a1|Hsd17b6|Cyp3a41a|Srd5a1|Rdh16f2|Ces2c|Cyp3a44|Ces1b|Akr1c19|Sult2a7|Cyp2c69|Sult2a2,-3.7,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-211981,Xenobiotics,,-5.7,15,8.9,17423,25,278,6,2.2,0.87,13086|13113|13114|53973|233005|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp2a22|Cyp3a44,-3.7,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0010817,regulation of hormone levels,19_GO:0065007 biological regulation,-5.6,2.7,5.6,17423,657,278,28,10,1.8,11865|12952|13099|13114|13370|16323|16847|17840|17841|18671|20859|21410|23957|27400|53973|78925|108075|216454|217166|223775|234671|337924|382044|384783|432720|638251|100043108|100043194,Bmal1|Cry1|Cyp2c40|Cyp3a16|Dio1|Inhba|Lepr|Mup1|Mup2|Abcb1a|Sult2a1|Hnf1b|Nr0b2|Hsd17b6|Cyp3a41a|Srd5a1|Ltbp4|Rdh16f2|Nr1d1|Pim3|Ces2c|Cyp3a44|Ces1b|Irs2|Akr1c19|Sult2a7|Cyp2c69|Sult2a2,-3.6,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-211859,Biological oxidations,,-5.6,4.5,6.3,17423,193,278,14,5,1.3,13086|13113|13114|13123|14262|14864|18113|53973|66447|69083|233005|244209|269378|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp7b1|Fmo3|Gstm3|Nnmt|Cyp3a41a|Mgst3|Sult1c2|Cyp2a22|Cyp2r1|Ahcy|Cyp3a44,-3.6,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-556833,Metabolism of lipids,,-5.5,2.8,5.6,17423,588,278,26,9.4,1.7,11770|12401|12686|13113|13114|13123|15212|18705|20494|20775|20975|21835|26897|28250|53973|56185|56209|78925|170439|171281|192156|231510|244209|319554|337924|432720,Fabp4|Serpina6|Elovl3|Cyp3a13|Cyp3a16|Cyp7b1|Hexb|Pik3c2g|Slc10a2|Sqle|Synj2|Thrsp|Acot1|Slco1a4|Cyp3a41a|Hao2|Gde1|Srd5a1|Elovl6|Acot3|Mvd|Gpat3|Cyp2r1|Idi1|Cyp3a44|Akr1c19,-3.6,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006694,steroid biosynthetic process,19_GO:0009987 cellular process,-5.4,7.3,7.1,17423,77,278,9,3.2,1.1,13113|16323|20775|27400|78925|192156|216454|244209|319554,Cyp3a13|Inhba|Sqle|Hsd17b6|Srd5a1|Mvd|Rdh16f2|Cyp2r1|Idi1,-3.5,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-9754706,Atorvastatin ADME,,-5.4,20,9.5,17423,16,278,5,1.8,0.8,13113|13114|18671|53973|337924,Cyp3a13|Cyp3a16|Abcb1a|Cyp3a41a|Cyp3a44,-3.5,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-5.3,3.1,5.5,17423,427,278,21,7.6,1.6,12686|12952|13099|13113|13123|16323|17319|17769|20775|23959|26874|57742|66447|67092|170439|192156|225884|226143|244209|319554|100043108,Elovl3|Cry1|Cyp2c40|Cyp3a13|Cyp7b1|Inhba|Mif|Mthfr|Sqle|Nt5e|Abcd2|Abhd1|Mgst3|Gatm|Elovl6|Mvd|Gstp3|Cyp2c23|Cyp2r1|Idi1|Cyp2c69,-3.3,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0008203,cholesterol metabolic process,19_GO:0009987 cellular process,-5.2,6,6.5,17423,104,278,10,3.6,1.1,11808|16847|18559|20775|20859|192156|244152|319554|638251|100043194,Apoa4|Lepr|Pctp|Sqle|Sult2a1|Mvd|Tsku|Idi1|Sult2a7|Sult2a2,-3.3,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-9748784,Drug ADME,,-5.2,6,6.5,17423,105,278,10,3.6,1.1,12401|13113|13114|14923|18671|28250|53973|108114|337924|432720,Serpina6|Cyp3a13|Cyp3a16|Guk1|Abcb1a|Slco1a4|Cyp3a41a|Slc22a7|Cyp3a44|Akr1c19,-3.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0009822,alkaloid catabolic process,19_GO:0009987 cellular process,-5.1,28,10,17423,9,278,4,1.4,0.71,13114|53973|234671|337924,Cyp3a16|Cyp3a41a|Ces2c|Cyp3a44,-3.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0051923,sulfation,19_GO:0009987 cellular process,-5.1,12,7.9,17423,31,278,6,2.2,0.87,20859|57430|69083|215895|638251|100043194,Sult2a1|Sult3a1|Sult1c2|Sult3a2|Sult2a7|Sult2a2,-3.2,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-5,3.9,5.7,17423,244,278,15,5.4,1.4,11865|12952|13123|13170|16323|17840|17841|18030|18212|21410|23957|53376|217166|269378|353187,Bmal1|Cry1|Cyp7b1|Dbp|Inhba|Mup1|Mup2|Nfil3|Ntrk2|Hnf1b|Nr0b2|Usp2|Nr1d1|Ahcy|Nr1d2,-3.1,FLT_cluster_14_liver_secreted
KEGG Pathway,24,mmu04710,Circadian rhythm - Mus musculus (house mouse),,-5,12,7.8,17423,32,278,6,2.2,0.87,11865|12952|13170|18030|217166|353187,Bmal1|Cry1|Dbp|Nfil3|Nr1d1|Nr1d2,-3.1,FLT_cluster_14_liver_secreted
WikiPathways,27,WP544,Exercise induced circadian regulation,,-4.9,9,7.1,17423,49,278,7,2.5,0.94,11865|12952|14373|14864|217166|319554|353187,Bmal1|Cry1|G0s2|Gstm3|Nr1d1|Idi1|Nr1d2,-3,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-211897,Cytochrome P450 - arranged by substrate type,,-4.9,7.4,6.7,17423,68,278,8,2.9,1,13086|13113|13114|13123|53973|233005|244209|337924,Cyp2a4|Cyp3a13|Cyp3a16|Cyp7b1|Cyp3a41a|Cyp2a22|Cyp2r1|Cyp3a44,-3,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0001523,retinoid metabolic process,19_GO:0009987 cellular process,-4.8,6.2,6.3,17423,91,278,9,3.2,1.1,13099|13114|27400|53973|216454|234671|337924|382044|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Rdh16f2|Ces2c|Cyp3a44|Ces1b|Cyp2c69,-2.9,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0016125,sterol metabolic process,19_GO:0009987 cellular process,-4.8,5.4,6.1,17423,115,278,10,3.6,1.1,11808|16847|18559|20775|20859|192156|244152|319554|638251|100043194,Apoa4|Lepr|Pctp|Sqle|Sult2a1|Mvd|Tsku|Idi1|Sult2a7|Sult2a2,-2.9,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,19_GO:0042592 homeostatic process,-4.7,4.8,5.8,17423,143,278,11,4,1.2,11770|11865|12686|14373|16847|18559|19116|23882|67092|170439|217166,Fabp4|Bmal1|Elovl3|G0s2|Lepr|Pctp|Prlr|Gadd45g|Gatm|Elovl6|Nr1d1,-2.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0016101,diterpenoid metabolic process,19_GO:0009987 cellular process,-4.7,6,6.2,17423,94,278,9,3.2,1.1,13099|13114|27400|53973|216454|234671|337924|382044|100043108,Cyp2c40|Cyp3a16|Hsd17b6|Cyp3a41a|Rdh16f2|Ces2c|Cyp3a44|Ces1b|Cyp2c69,-2.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0042573,retinoic acid metabolic process,19_GO:0065007 biological regulation,-4.7,10,7.2,17423,36,278,6,2.2,0.87,13099|13114|53973|216454|337924|100043108,Cyp2c40|Cyp3a16|Cyp3a41a|Rdh16f2|Cyp3a44|Cyp2c69,-2.8,FLT_cluster_14_liver_secreted
GO Biological Processes,19,GO:0006575,modified amino acid metabolic process,19_GO:0009987 cellular process,-4.7,4.1,5.6,17423,200,278,13,4.7,1.3,13370|14860|14864|17769|20859|22361|26464|50887|67092|225884|269378|638251|100043194,Dio1|Gsta4|Gstm3|Mthfr|Sult2a1|Vnn1|Vnn3|Hmgn5|Gatm|Gstp3|Ahcy|Sult2a7|Sult2a2,-2.8,FLT_cluster_14_liver_secreted
KEGG Pathway,24,mmu04976,Bile secretion - Mus musculus (house mouse),,-4.7,5.9,6.1,17423,95,278,9,3.2,1.1,11829|18671|20494|20859|23957|28248|28250|108114|638251,Aqp4|Abcb1a|Slc10a2|Sult2a1|Nr0b2|Slco1a1|Slco1a4|Slc22a7|Sult2a7,-2.8,FLT_cluster_14_liver_secreted
Reactome Gene Sets,6,R-MMU-8957322,Metabolism of steroids,,-4.7,5.3,5.9,17423,119,278,10,3.6,1.1,12401|13123|20494|20775|28250|78925|192156|244209|319554|432720,Serpina6|Cyp7b1|Slc10a2|Sqle|Slco1a4|Srd5a1|Mvd|Cyp2r1|Idi1|Akr1c19,-2.8,FLT_cluster_14_liver_secreted
