Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
WikiPathways,27,WP216,Striated muscle contraction,,-11,62,20,17423,45,44,7,16,5.5,11459|12373|17879|17884|17901|21957|109272,Acta1|Casq2|Myh1|Myh4|Myl1|Tnnt3|Mybpc1,-8.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-8.5,16,11,17423,219,44,9,20,6.1,11459|17879|17882|17884|17901|21957|68802|109272|241431,Acta1|Myh1|Myh2|Myh4|Myl1|Tnnt3|Mypn|Mybpc1|Xirp2,-6.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04814,Motor proteins - Mus musculus (house mouse),,-8,18,11,17423,174,44,8,18,5.8,11459|17879|17882|17884|17901|21957|53857|74376,Acta1|Myh1|Myh2|Myh4|Myl1|Tnnt3|Tuba8|Myo18b,-5.7,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-6.4,21,11,17423,113,44,6,14,5.2,11459|12373|21957|68802|74376|109272,Acta1|Casq2|Tnnt3|Mypn|Myo18b|Mybpc1,-4.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0030239,myofibril assembly,19_GO:0032502 developmental process,-6.3,32,12,17423,62,44,5,11,4.8,11459|12373|21957|68802|109272,Acta1|Casq2|Tnnt3|Mypn|Mybpc1,-4.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-6.3,7.6,7.7,17423,524,44,10,23,6.3,11459|12023|12373|14165|21957|68802|74376|109272|241431|434246,Acta1|Barx2|Casq2|Fgf10|Tnnt3|Mypn|Myo18b|Mybpc1|Xirp2|Trim72,-4.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-6,10,8.2,17423,314,44,8,18,5.8,12373|17879|17882|17884|17901|21957|109272|434246,Casq2|Myh1|Myh2|Myh4|Myl1|Tnnt3|Mybpc1|Trim72,-3.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-5.9,9.9,8.1,17423,320,44,8,18,5.8,11459|12023|12373|14165|21957|68802|74376|109272,Acta1|Barx2|Casq2|Fgf10|Tnnt3|Mypn|Myo18b|Mybpc1,-3.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0055002,striated muscle cell development,19_GO:0032502 developmental process,-5.6,15,9,17423,154,44,6,14,5.2,11459|12373|21957|68802|74376|109272,Acta1|Casq2|Tnnt3|Mypn|Myo18b|Mybpc1,-3.6,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-5.6,11,8.2,17423,245,44,7,16,5.5,11459|12023|12373|21957|68802|74376|109272,Acta1|Barx2|Casq2|Tnnt3|Mypn|Myo18b|Mybpc1,-3.6,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-5.6,11,8.1,17423,248,44,7,16,5.5,12373|17879|17882|17884|17901|21957|109272,Casq2|Myh1|Myh2|Myh4|Myl1|Tnnt3|Mybpc1,-3.6,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045214,sarcomere organization,19_GO:0032502 developmental process,-5.4,38,12,17423,42,44,4,9.1,4.3,12373|21957|68802|109272,Casq2|Tnnt3|Mypn|Mybpc1,-3.5,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-5.2,13,8.1,17423,185,44,6,14,5.2,11459|12373|21957|68802|74376|109272,Acta1|Casq2|Tnnt3|Mypn|Myo18b|Mybpc1,-3.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-4.9,6.2,6.4,17423,578,44,9,20,6.1,11459|12373|14165|17901|21957|68802|74376|109272|241431,Acta1|Casq2|Fgf10|Myl1|Tnnt3|Mypn|Myo18b|Mybpc1|Xirp2,-3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0009987 cellular process,-4.7,15,8.2,17423,130,44,5,11,4.8,11459|12373|21957|68802|109272,Acta1|Casq2|Tnnt3|Mypn|Mybpc1,-2.8,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0010927,cellular component assembly involved in morphogenesis,19_GO:0032502 developmental process,-4.7,15,8.2,17423,130,44,5,11,4.8,11459|12373|21957|68802|109272,Acta1|Casq2|Tnnt3|Mypn|Mybpc1,-2.8,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-4.4,6.1,6,17423,517,44,8,18,5.8,11459|12373|14165|21957|68802|74376|109272|241431,Acta1|Casq2|Fgf10|Tnnt3|Mypn|Myo18b|Mybpc1|Xirp2,-2.6,DESeq2_meta_sig_12filter
Reactome Gene Sets,6,R-MMU-390522,Striated Muscle Contraction,,-4.1,37,10,17423,32,44,3,6.8,3.8,11459|17901|21957,Acta1|Myl1|Tnnt3,-2.3,DESeq2_meta_sig_12filter
WikiPathways,27,WP5242,Comprehensive IL 17A signaling,,-4,16,7.6,17423,97,44,4,9.1,4.3,11459|16193|19225|20310,Acta1|Il6|Ptgs2|Cxcl2,-2.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-3.7,4.9,5.1,17423,650,44,8,18,5.8,11450|11808|12373|14165|15464|16193|19225|21957,Adipoq|Apoa4|Casq2|Fgf10|Hrc|Il6|Ptgs2|Tnnt3,-2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045923,positive regulation of fatty acid metabolic process,19_GO:0048518 positive regulation of biological process,-3.6,24,8.2,17423,49,44,3,6.8,3.8,11450|11808|19225,Adipoq|Apoa4|Ptgs2,-1.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0014075,response to amine,19_GO:0050896 response to stimulus,-3.6,24,8.1,17423,50,44,3,6.8,3.8,16193|18742|20310,Il6|Pitx3|Cxcl2,-1.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0035270,endocrine system development,19_GO:0032502 developmental process,-3.4,11,6.1,17423,142,44,4,9.1,4.3,14165|16193|21819|22411,Fgf10|Il6|Tg|Wnt11,-1.7,DESeq2_meta_sig_12filter
Reactome Gene Sets,6,R-MMU-2142753,Arachidonate metabolism,,-3.3,20,7.3,17423,60,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-1.7,DESeq2_meta_sig_12filter
Reactome Gene Sets,6,R-MMU-397014,Muscle contraction,,-3.3,11,6.1,17423,144,44,4,9.1,4.3,11459|12373|17901|21957,Acta1|Casq2|Myl1|Tnnt3,-1.7,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0030282,bone mineralization,19_GO:0032502 developmental process,-3.3,19,7.3,17423,61,44,3,6.8,3.8,11687|19225|22411,Alox15|Ptgs2|Wnt11,-1.7,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0006941,striated muscle contraction,19_GO:0032501 multicellular organismal process,-3.2,10,5.8,17423,157,44,4,9.1,4.3,12373|17901|21957|109272,Casq2|Myl1|Tnnt3|Mybpc1,-1.6,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-3.2,5.6,4.8,17423,425,44,6,14,5.2,11687|11808|12575|14165|16193|434246,Alox15|Apoa4|Cdkn1a|Fgf10|Il6|Trim72,-1.6,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0060048,cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-3,16,6.5,17423,75,44,3,6.8,3.8,12373|17901|109272,Casq2|Myl1|Mybpc1,-1.4,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0031099,regeneration,19_GO:0032502 developmental process,-3,9.2,5.4,17423,173,44,4,9.1,4.3,11808|12575|14165|16193,Apoa4|Cdkn1a|Fgf10|Il6,-1.4,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),,-3,15,6.2,17423,81,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-1.4,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),,-3,15,6.2,17423,81,44,3,6.8,3.8,12373|12869|15464,Casq2|Cox8b|Hrc,-1.4,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0048660,regulation of smooth muscle cell proliferation,19_GO:0050789 regulation of biological process,-2.9,8.3,5.1,17423,190,44,4,9.1,4.3,11450|12575|16193|19225,Adipoq|Cdkn1a|Il6|Ptgs2,-1.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0019369,arachidonate metabolic process,19_GO:0009987 cellular process,-2.9,14,6,17423,86,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-1.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-2.9,14,6,17423,87,44,3,6.8,3.8,16193|17882|17884,Il6|Myh2|Myh4,-1.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0031214,biomineral tissue development,19_GO:0032502 developmental process,-2.8,13,5.8,17423,90,44,3,6.8,3.8,11687|19225|22411,Alox15|Ptgs2|Wnt11,-1.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-2.8,4.7,4.2,17423,506,44,6,14,5.2,11450|12373|15464|16193|19152|19225,Adipoq|Casq2|Hrc|Il6|Prtn3|Ptgs2,-1.3,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-2.8,13,5.8,17423,92,44,3,6.8,3.8,12373|17901|109272,Casq2|Myl1|Mybpc1,-1.3,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),,-2.8,7.8,4.9,17423,203,44,4,9.1,4.3,12575|16193|19225|20310,Cdkn1a|Il6|Ptgs2|Cxcl2,-1.3,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),,-2.7,12,5.6,17423,96,44,3,6.8,3.8,16193|19225|20310,Il6|Ptgs2|Cxcl2,-1.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05010,Alzheimer disease - Mus musculus (house mouse),,-2.7,5.6,4.4,17423,351,44,5,11,4.8,12869|16193|19225|22411|53857,Cox8b|Il6|Ptgs2|Wnt11|Tuba8,-1.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-2.7,4.6,4.2,17423,520,44,6,14,5.2,12575|14165|16193|19225|22411|432530,Cdkn1a|Fgf10|Il6|Ptgs2|Wnt11|Adcy1,-1.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05146,Amoebiasis - Mus musculus (house mouse),,-2.7,12,5.6,17423,98,44,3,6.8,3.8,16193|20310|432530,Il6|Cxcl2|Adcy1,-1.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0044093,positive regulation of molecular function,19_GO:0065007 biological regulation,-2.7,4.5,4.1,17423,527,44,6,14,5.2,11450|12575|14165|19152|21957|432530,Adipoq|Cdkn1a|Fgf10|Prtn3|Tnnt3|Adcy1,-1.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),,-2.7,12,5.5,17423,100,44,3,6.8,3.8,19225|20310|432613,Ptgs2|Cxcl2|Trim80,-1.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0140694,membraneless organelle assembly,19_GO:0009987 cellular process,-2.7,5.5,4.3,17423,360,44,5,11,4.8,11459|12373|21957|68802|109272,Acta1|Casq2|Tnnt3|Mypn|Mybpc1,-1.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-2.7,4.4,4.1,17423,536,44,6,14,5.2,11459|12373|21957|68802|109272|241431,Acta1|Casq2|Tnnt3|Mypn|Mybpc1|Xirp2,-1.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-2.7,12,5.4,17423,102,44,3,6.8,3.8,12373|17901|109272,Casq2|Myl1|Mybpc1,-1.2,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-2.7,12,5.4,17423,102,44,3,6.8,3.8,11450|14165|16193,Adipoq|Fgf10|Il6,-1.2,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-2.6,6.8,4.5,17423,233,44,4,9.1,4.3,12575|16193|19225|432530,Cdkn1a|Il6|Ptgs2|Adcy1,-1.1,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0019217,regulation of fatty acid metabolic process,19_GO:0050789 regulation of biological process,-2.5,10,5.1,17423,115,44,3,6.8,3.8,11450|11808|19225,Adipoq|Apoa4|Ptgs2,-1.1,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),,-2.5,6.6,4.4,17423,240,44,4,9.1,4.3,12373|14165|15464|432530,Casq2|Fgf10|Hrc|Adcy1,-1.1,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04668,TNF signaling pathway - Mus musculus (house mouse),,-2.5,10,5,17423,116,44,3,6.8,3.8,16193|19225|20310,Il6|Ptgs2|Cxcl2,-1.1,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0050764,regulation of phagocytosis,19_GO:0051179 localization,-2.5,10,5,17423,117,44,3,6.8,3.8,11450|11687|19152,Adipoq|Alox15|Prtn3,-1.1,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0006469,negative regulation of protein kinase activity,19_GO:0048519 negative regulation of biological process,-2.5,9.9,4.9,17423,120,44,3,6.8,3.8,11450|12575|16193,Adipoq|Cdkn1a|Il6,-1.1,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-2.4,9.7,4.8,17423,123,44,3,6.8,3.8,12575|14165|16193,Cdkn1a|Fgf10|Il6,-1,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0016042,lipid catabolic process,19_GO:0009987 cellular process,-2.4,6,4.1,17423,263,44,4,9.1,4.3,11450|11808|13119|20860,Adipoq|Apoa4|Cyp4a14|Sult1e1,-0.99,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05022,Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),,-2.4,4.6,3.8,17423,429,44,5,11,4.8,12869|16193|19225|22411|53857,Cox8b|Il6|Ptgs2|Wnt11|Tuba8,-0.99,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0009987 cellular process,-2.3,8.9,4.6,17423,133,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-0.98,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0033673,negative regulation of kinase activity,19_GO:0048519 negative regulation of biological process,-2.3,8.9,4.6,17423,134,44,3,6.8,3.8,11450|12575|16193,Adipoq|Cdkn1a|Il6,-0.98,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),,-2.3,8.7,4.5,17423,137,44,3,6.8,3.8,11450|16193|20310,Adipoq|Il6|Cxcl2,-0.96,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0033559,unsaturated fatty acid metabolic process,19_GO:0009987 cellular process,-2.3,8.7,4.5,17423,137,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-0.96,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0090257,regulation of muscle system process,19_GO:0032501 multicellular organismal process,-2.3,5.8,4,17423,275,44,4,9.1,4.3,12373|15464|19225|21957,Casq2|Hrc|Ptgs2|Tnnt3,-0.96,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0006690,icosanoid metabolic process,19_GO:0009987 cellular process,-2.3,8.6,4.5,17423,138,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-0.95,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.3,5.7,4,17423,278,44,4,9.1,4.3,11687|12575|14165|434246,Alox15|Cdkn1a|Fgf10|Trim72,-0.95,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0043271,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-2.3,8.4,4.5,17423,141,44,3,6.8,3.8,12373|15464|19225,Casq2|Hrc|Ptgs2,-0.94,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),,-2.3,8.4,4.5,17423,141,44,3,6.8,3.8,11450|12869|16193,Adipoq|Cox8b|Il6,-0.94,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),,-2.3,8.4,4.4,17423,142,44,3,6.8,3.8,12575|19225|432530,Cdkn1a|Ptgs2|Adcy1,-0.93,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05226,Gastric cancer - Mus musculus (house mouse),,-2.3,8.4,4.4,17423,142,44,3,6.8,3.8,12575|14165|22411,Cdkn1a|Fgf10|Wnt11,-0.93,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu05224,Breast cancer - Mus musculus (house mouse),,-2.3,8.3,4.4,17423,143,44,3,6.8,3.8,12575|14165|22411,Cdkn1a|Fgf10|Wnt11,-0.93,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0032386,regulation of intracellular transport,19_GO:0051179 localization,-2.3,5.6,3.9,17423,284,44,4,9.1,4.3,11450|15464|16193|19225,Adipoq|Hrc|Il6|Ptgs2,-0.93,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-2.2,3.6,3.5,17423,653,44,6,14,5.2,11450|12575|16193|18742|19225|22411,Adipoq|Cdkn1a|Il6|Pitx3|Ptgs2|Wnt11,-0.92,DESeq2_meta_sig_12filter
WikiPathways,27,WP385,Myometrial relaxation and contraction pathways,,-2.2,8.2,4.4,17423,144,44,3,6.8,3.8,11459|16193|432530,Acta1|Il6|Adcy1,-0.92,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045444,fat cell differentiation,19_GO:0032502 developmental process,-2.2,8.2,4.4,17423,145,44,3,6.8,3.8,11450|14165|19225,Adipoq|Fgf10|Ptgs2,-0.92,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.2,4.3,3.6,17423,465,44,5,11,4.8,11450|12373|17901|19225|109272,Adipoq|Casq2|Myl1|Ptgs2|Mybpc1,-0.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-2.2,8,4.3,17423,148,44,3,6.8,3.8,12575|14165|16193,Cdkn1a|Fgf10|Il6,-0.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-2.2,8,4.3,17423,148,44,3,6.8,3.8,11450|19225|20860,Adipoq|Ptgs2|Sult1e1,-0.9,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0032946,positive regulation of mononuclear cell proliferation,19_GO:0048518 positive regulation of biological process,-2.2,7.9,4.3,17423,150,44,3,6.8,3.8,12575|14165|16193,Cdkn1a|Fgf10|Il6,-0.89,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,19_GO:0050789 regulation of biological process,-2.1,7.6,4.2,17423,156,44,3,6.8,3.8,11450|14165|16193,Adipoq|Fgf10|Il6,-0.87,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04934,Cushing syndrome - Mus musculus (house mouse),,-2.1,7.6,4.2,17423,156,44,3,6.8,3.8,12575|22411|432530,Cdkn1a|Wnt11|Adcy1,-0.87,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0010565,regulation of ketone metabolic process,19_GO:0050789 regulation of biological process,-2.1,7.6,4.2,17423,157,44,3,6.8,3.8,11450|11808|19225,Adipoq|Apoa4|Ptgs2,-0.86,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-2.1,5.2,3.7,17423,306,44,4,9.1,4.3,11450|11687|14165|16193,Adipoq|Alox15|Fgf10|Il6,-0.86,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-2.1,4,3.4,17423,491,44,5,11,4.8,11450|12373|17901|19225|109272,Adipoq|Casq2|Myl1|Ptgs2|Mybpc1,-0.85,DESeq2_meta_sig_12filter
Reactome Gene Sets,6,R-MMU-8978868,Fatty acid metabolism,,-2.1,7.2,4,17423,164,44,3,6.8,3.8,11687|13119|19225,Alox15|Cyp4a14|Ptgs2,-0.83,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045216,cell-cell junction organization,19_GO:0009987 cellular process,-2.1,7.2,4,17423,165,44,3,6.8,3.8,19152|22411|241431,Prtn3|Wnt11|Xirp2,-0.82,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-2.1,3.3,3.2,17423,710,44,6,14,5.2,11450|12575|14165|16193|19225|22411,Adipoq|Cdkn1a|Fgf10|Il6|Ptgs2|Wnt11,-0.82,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-2.1,7.1,4,17423,167,44,3,6.8,3.8,12575|14165|16193,Cdkn1a|Fgf10|Il6,-0.81,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0033157,regulation of intracellular protein transport,19_GO:0051179 localization,-2.1,7,4,17423,169,44,3,6.8,3.8,11450|16193|19225,Adipoq|Il6|Ptgs2,-0.81,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0006937,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-2,6.9,3.9,17423,172,44,3,6.8,3.8,12373|19225|21957,Casq2|Ptgs2|Tnnt3,-0.79,DESeq2_meta_sig_12filter
GO Biological Processes,19,GO:0045834,positive regulation of lipid metabolic process,19_GO:0048518 positive regulation of biological process,-2,6.9,3.9,17423,173,44,3,6.8,3.8,11450|11808|19225,Adipoq|Apoa4|Ptgs2,-0.79,DESeq2_meta_sig_12filter
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-31,11,20,17423,219,291,41,14,2,11459|11468|11472|12715|13003|13527|14200|14201|17879|17882|17884|17885|17897|17901|17907|17929|17930|18175|21393|21916|21924|21925|21953|21956|21957|24052|24053|24131|50876|53318|54418|56642|68794|93689|109272|140781|170947|233199|241431|380698|433766,Acta1|Actg2|Actn2|Ckm|Vcan|Dtna|Fhl2|Fhl3|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nrap|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Sgcg|Ldb3|Tmod2|Pdlim3|Fmn2|Ankrd2|Flnc|Lmod1|Mybpc1|Myh7|Myoz3|Mybpc2|Xirp2|Obscn|Trim63,-26,FLT_cluster_13_muscle_contractile
WikiPathways,27,WP216,Striated muscle contraction,,-22,25,21,17423,45,291,19,6.5,1.4,11459|11472|17879|17884|17885|17897|17901|17929|17930|21393|21916|21924|21925|21953|21956|21957|109272|140781|233199,Acta1|Actn2|Myh1|Myh4|Myh8|Myl3|Myl1|Myom1|Myom2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Mybpc1|Myh7|Mybpc2,-18,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-22,8.4,15,17423,248,291,35,12,1.9,11443|11472|11785|11847|17189|17879|17882|17884|17885|17897|17901|17907|17929|17930|18125|20190|20606|21393|21916|21924|21925|21953|21956|21957|24052|50876|56012|57442|93689|109272|140781|216459|233199|237611|433766,Chrnb1|Actn2|Apbb1|Arg2|Mb|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nos1|Ryr1|Sstr2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Tmod2|Pgam2|Kcne3|Lmod1|Mybpc1|Myh7|Myl6b|Mybpc2|Stac3|Trim63,-18,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-20,7.1,14,17423,314,291,37,13,2,11443|11472|11785|11847|11937|16846|17189|17879|17882|17884|17885|17897|17901|17907|17929|17930|18125|20190|20606|21393|21916|21924|21925|21953|21956|21957|24052|50876|56012|57442|93689|109272|140781|216459|233199|237611|433766,Chrnb1|Actn2|Apbb1|Arg2|Atp2a1|Lep|Mb|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Myom1|Myom2|Nos1|Ryr1|Sstr2|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Tmod2|Pgam2|Kcne3|Lmod1|Mybpc1|Myh7|Myl6b|Mybpc2|Stac3|Trim63,-17,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-397014,Muscle contraction,,-19,11,15,17423,144,291,26,8.9,1.7,11459|11468|11472|11937|12295|17178|17885|17897|17901|17907|18125|20190|21393|21916|21924|21925|21953|21956|21957|50876|57442|59095|93689|110893|216459|233199,Acta1|Actg2|Actn2|Atp2a1|Cacnb1|Fxyd3|Myh8|Myl3|Myl1|Mylpf|Nos1|Ryr1|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Tmod2|Kcne3|Fxyd6|Lmod1|Slc8a3|Myl6b|Mybpc2,-15,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030239,myofibril assembly,19_GO:0032502 developmental process,-19,18,18,17423,62,291,19,6.5,1.4,11459|11472|16669|17929|17930|18175|20474|21393|21916|21956|21957|24131|50876|68760|68794|93689|109272|233199|415115,Acta1|Actn2|Krt19|Myom1|Myom2|Nrap|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Mybpc2|Neurl2,-15,FLT_cluster_13_muscle_contractile
