profile	id.accession	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url
Mmus_C57-6T_CLN_FLT_LAR_Rep10_F10	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep10_F10	LAR Flight 10	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep1_F1	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep1_F1	LAR Flight 1	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep2_F2	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep2_F2	LAR Flight 2	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep3_F3	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep3_F3	LAR Flight 3	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep4_F4	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep4_F4	LAR Flight 4	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep5_F5	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep5_F5	LAR Flight 5	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep6_F6	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep6_F6	LAR Flight 6	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep7_F7	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep7_F7	LAR Flight 7	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep8_F8	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep8_F8	LAR Flight 8	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_FLT_LAR_Rep9_F9	OSD-247	flight	Mmus_C57-6T_CLN_FLT_LAR_Rep9_F9	LAR Flight 9	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep1_G1	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep1_G1	ISS-T GC 1	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep2_G2	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep2_G2	ISS-T GC 2	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep3_G3	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep3_G3	ISS-T GC 3	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep4_G4	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep4_G4	ISS-T GC 4	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep5_G5	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep5_G5	ISS-T GC 5	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep6_G6	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep6_G6	ISS-T GC 6	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep7_G7	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep7_G7	ISS-T GC 7	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep8_G8	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep8_G8	ISS-T GC 8	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_ISS-T_Rep9_G9	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_ISS-T_Rep9_G9	ISS-T GC 9	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep1_G2	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep1_G2	LAR GC 2	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep2_G3	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep2_G3	LAR GC 3	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep3_G4	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep3_G4	LAR GC 4	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep4_G5	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep4_G5	LAR GC 5	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep5_G6	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep5_G6	LAR GC 6	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep6_G7	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep6_G7	LAR GC 7	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep7_G9	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep7_G9	LAR GC 9	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_CLN_GC_LAR_Rep8_G10	OSD-247	ground_control	Mmus_C57-6T_CLN_GC_LAR_Rep8_G10	LAR GC 10	descending colon		colon	colon	True	colon	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-247	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-247
Mmus_C57-6T_LNG_BSL_ISS-T_Rep1_B2	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep1_B2	ISS-T Baseline 2	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep2_B3	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep2_B3	ISS-T Baseline 3	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep3_B4	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep3_B4	ISS-T Baseline 4	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep4_B5	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep4_B5	ISS-T Baseline 5	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep5_B6	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep5_B6	ISS-T Baseline 6	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep6_B7	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep6_B7	ISS-T Baseline 7	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep7_B8	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep7_B8	ISS-T Baseline 8	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep8_B9	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep8_B9	ISS-T Baseline 9	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_ISS-T_Rep9_B10	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_ISS-T_Rep9_B10	ISS-T Baseline 10	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep10_B10	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep10_B10	LAR Baseline 10	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep1_B1	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep1_B1	LAR Baseline 1	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep2_B2	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep2_B2	LAR Baseline 2	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep3_B3	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep3_B3	LAR Baseline 3	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep4_B4	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep4_B4	LAR Baseline 4	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep5_B5	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep5_B5	LAR Baseline 5	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep6_B6	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep6_B6	LAR Baseline 6	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep7_B7	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep7_B7	LAR Baseline 7	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep8_B8	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep8_B8	LAR Baseline 8	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_BSL_LAR_Rep9_B9	OSD-248	baseline_control	Mmus_C57-6T_LNG_BSL_LAR_Rep9_B9	LAR Baseline 9	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10	ISS-T Flight 10	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep1_F1	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep1_F1	ISS-T Flight 1	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep2_F2	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep2_F2	ISS-T Flight 2	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep3_F3	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep3_F3	ISS-T Flight 3	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep4_F4	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep4_F4	ISS-T Flight 4	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep5_F5	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep5_F5	ISS-T Flight 5	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep6_F6	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep6_F6	ISS-T Flight 6	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep7_F7	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep7_F7	ISS-T Flight 7	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep8_F8	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep8_F8	ISS-T Flight 8	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_ISS-T_Rep9_F9	OSD-248	flight	Mmus_C57-6T_LNG_FLT_ISS-T_Rep9_F9	ISS-T Flight 9	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep10_F10	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep10_F10	LAR Flight 10	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep1_F1	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep1_F1	LAR Flight 1	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep2_F2	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep2_F2	LAR Flight 2	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep3_F3	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep3_F3	LAR Flight 3	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep4_F4	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep4_F4	LAR Flight 4	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep5_F5	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep5_F5	LAR Flight 5	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep6_F6	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep6_F6	LAR Flight 6	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep7_F7	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep7_F7	LAR Flight 7	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep8_F8	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep8_F8	LAR Flight 8	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_FLT_LAR_Rep9_F9	OSD-248	flight	Mmus_C57-6T_LNG_FLT_LAR_Rep9_F9	LAR Flight 9	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep10_G10	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep10_G10	ISS-T GC 10	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep1_G1	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep1_G1	ISS-T GC 1	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep2_G2	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep2_G2	ISS-T GC 2	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep3_G3	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep3_G3	ISS-T GC 3	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep4_G4	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep4_G4	ISS-T GC 4	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep5_G5	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep5_G5	ISS-T GC 5	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep6_G6	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep6_G6	ISS-T GC 6	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep7_G7	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep7_G7	ISS-T GC 7	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep8_G8	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep8_G8	ISS-T GC 8	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
Mmus_C57-6T_LNG_GC_ISS-T_Rep9_G9	OSD-248	ground_control	Mmus_C57-6T_LNG_GC_ISS-T_Rep9_G9	ISS-T GC 9	Left Lung		lung	lung	True	lung	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-248	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-248
