profile	id.accession	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url
Mmus_C57-6J_LVR_LN2_1y_Rep1	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_1y_Rep1	ASAP 1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_LVR_LN2_1y_Rep2	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_1y_Rep2	ASAP 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_LVR_LN2_1y_Rep3	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_1y_Rep3	ASAP 3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_LVR_LN2_3d_Rep1	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_3d_Rep1	PC 1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_LVR_LN2_3d_Rep2	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_3d_Rep2	PC 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_LVR_LN2_3d_Rep3	OSD-49	unknown	Mmus_C57-6J_LVR_LN2_3d_Rep3	PC 3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-49	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-49
Mmus_C57-6J_ADR_FLT_Rep1_M23	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep1_M23	RR1_FLT_M23	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_FLT_Rep2_M24	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep2_M24	RR1_FLT_M24	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_FLT_Rep3_M25	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep3_M25	RR1_FLT_M25	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_FLT_Rep4_M26	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep4_M26	RR1_FLT_M26	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_FLT_Rep5_M27	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep5_M27	RR1_FLT_M27	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_FLT_Rep6_M28	OSD-98	flight	Mmus_C57-6J_ADR_FLT_Rep6_M28	RR1_FLT_M28	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_GC_Rep1_M33	OSD-98	ground_control	Mmus_C57-6J_ADR_GC_Rep1_M33	RR1_GC_M33	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_GC_Rep2_M34	OSD-98	ground_control	Mmus_C57-6J_ADR_GC_Rep2_M34	RR1_GC_M34	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_GC_Rep3_M35	OSD-98	ground_control	Mmus_C57-6J_ADR_GC_Rep3_M35	RR1_GC_M35	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_GC_Rep4_M36	OSD-98	ground_control	Mmus_C57-6J_ADR_GC_Rep4_M36	RR1_GC_M36	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_ADR_GC_Rep5_M37	OSD-98	ground_control	Mmus_C57-6J_ADR_GC_Rep5_M37	RR1_GC_M37	Adrenal glands- both sides		adrenal_gland	adrenal_gland	True	adrenal_gland	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-98	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-98
Mmus_C57-6J_EDL_FLT_Rep1_M23	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep1_M23	RR1_FLT_M23	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_FLT_Rep2_M26	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep2_M26	RR1_FLT_M26	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_FLT_Rep3_M27	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep3_M27	RR1_FLT_M27	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_FLT_Rep4_M28	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep4_M28	RR1_FLT_M28	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_FLT_Rep5_M29	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep5_M29	RR1_FLT_M29	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_FLT_Rep6_M30	OSD-99	flight	Mmus_C57-6J_EDL_FLT_Rep6_M30	RR1_FLT_M30	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep1_M31	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep1_M31	RR1_GC_M31	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep2_M32	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep2_M32	RR1_GC_M32	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep3_M37	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep3_M37	RR1_GC_M37	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep4_M38	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep4_M38	RR1_GC_M38	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep5_M39	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep5_M39	RR1_GC_M39	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EDL_GC_Rep6_M40	OSD-99	ground_control	Mmus_C57-6J_EDL_GC_Rep6_M40	RR1_GC_M40	Extensor digitorum longus- both sides		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-99	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-99
Mmus_C57-6J_EYE_FLT_Rep1_M23	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep1_M23	RR1_FLT_M23	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_FLT_Rep2_M24	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep2_M24	RR1_FLT_M24	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_FLT_Rep3_M25	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep3_M25	RR1_FLT_M25	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_FLT_Rep4_M26	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep4_M26	RR1_FLT_M26	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_FLT_Rep5_M27	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep5_M27	RR1_FLT_M27	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_FLT_Rep6_M28	OSD-100	flight	Mmus_C57-6J_EYE_FLT_Rep6_M28	RR1_FLT_M28	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep1_M33	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep1_M33	RR1_GC_M33	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep2_M34	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep2_M34	RR1_GC_M34	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep3_M35	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep3_M35	RR1_GC_M35	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep4_M36	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep4_M36	RR1_GC_M36	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep5_M37	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep5_M37	RR1_GC_M37	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_EYE_GC_Rep6_M38	OSD-100	ground_control	Mmus_C57-6J_EYE_GC_Rep6_M38	RR1_GC_M38	left eye		eye	eye	True	eye	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-100	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-100
Mmus_C57-6J_GST_FLT_Rep1_M23	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep1_M23	RR1_FLT_M23	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_FLT_Rep2_M24	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep2_M24	RR1_FLT_M24	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_FLT_Rep3_M25	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep3_M25	RR1_FLT_M25	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_FLT_Rep4_M26	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep4_M26	RR1_FLT_M26	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_FLT_Rep5_M27	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep5_M27	RR1_FLT_M27	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_FLT_Rep6_M28	OSD-101	flight	Mmus_C57-6J_GST_FLT_Rep6_M28	RR1_FLT_M28	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_GC_Rep1_M33	OSD-101	ground_control	Mmus_C57-6J_GST_GC_Rep1_M33	RR1_GC_M33	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_GC_Rep2_M34	OSD-101	ground_control	Mmus_C57-6J_GST_GC_Rep2_M34	RR1_GC_M34	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
Mmus_C57-6J_GST_GC_Rep3_M35	OSD-101	ground_control	Mmus_C57-6J_GST_GC_Rep3_M35	RR1_GC_M35	Left gastrocnemius		skeletal_muscle	skeletal_muscle	True	skeletal_muscle	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-101	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-101
