gene_id	gene_symbol	official_log2_fold_change	official_fdr_bh	official_significant	all_samples_mean_log2_flight	all_samples_mean_log2_ground	all_samples_log2_mean_difference	all_samples_welch_t	all_samples_p_value	all_samples_fdr_bh	all_samples_significant_fdr05_abs_effect1	without_flagged_mean_log2_flight	without_flagged_mean_log2_ground	without_flagged_log2_mean_difference	without_flagged_welch_t	without_flagged_p_value	without_flagged_fdr_bh	without_flagged_significant_fdr05_abs_effect1
ENSMUSG00000004085	Map3k20	0.979584422610407	0.0241881218243707	False	9.826710644240087	9.204548448804983	0.622162195435104	1.9390302931914514	0.07953761922877997	0.5541087472149203	False	9.372538928737006	9.204548448804983	0.16799047993202265	1.6464285650992774	0.12431152756679442	0.546307150600314	False
ENSMUSG00000022519	Srl	2.92707643981351	0.0108511051379126	True	7.40506350089594	6.263648589792135	1.141414911103805	1.5809275027500267	0.14313199816513977	0.6329105598116377	False	6.400311672891437	6.263648589792135	0.13666308309930209	0.46109943363119893	0.6510299434489139	0.8965314117064842	False
ENSMUSG00000021061	Sptb	3.16484450960112	0.002992136606037	True	6.324475840945796	5.301502010463259	1.0229738304825373	1.3423211574004237	0.20896179917087304	0.667904891514804	False	5.22604521647564	5.301502010463259	-0.07545679398761873	-0.3334408171734977	0.7432359337015029	0.941415193639735	False
ENSMUSG00000030730	Atp2a1	10.711536300728	1.61089342148443e-07	True	4.847331281641089	1.8629898666837814	2.9843414149573073	1.584257710036523	0.14457163767744732	0.6339222271234622	False	2.295725775888367	1.8629898666837814	0.4327359092045855	0.44370420289724855	0.666756780568234	0.904996145961794	False
ENSMUSG00000061723	Tnnt3	11.3573684474271	1.69078469849436e-07	True	5.241399235363788	1.295043261074661	3.946355974289127	2.2466084349823396	0.0494902817495515	0.4711062522396988	False	2.88901581357637	1.295043261074661	1.593972552501709	1.6402569292017992	0.13660630659891715	0.5637924037070879	False
ENSMUSG00000022186	Oxct1	1.86336330867833	0.0111171464660546	True	7.673346611292393	7.007817794021255	0.665528817271138	1.200152324534824	0.2568300161313853	0.7114792293567007	False	6.894776158924158	7.007817794021255	-0.11304163509709753	-0.624852099088698	0.5412064716910763	0.8297149305231006	False
ENSMUSG00000042717	Ppp1r3a	4.5076251009645	0.0005489307561776	True	5.626826515347611	4.230720711092307	1.3961058042553045	1.5357759235064448	0.15779814227774078	0.6436588623965334	False	4.324430152975841	4.230720711092307	0.0937094418835347	0.30654565010467333	0.7657422379106417	0.9525821115981682	False
ENSMUSG00000020475	Pgam2	12.6136520062069	8.40914775414394e-06	True	3.2762811640991893	0.1706748516605079	3.1056063124386815	1.956073030682794	0.08183179521206752	0.5541087472149203	False	1.0133637270738518	0.1706748516605079	0.8426888754133439	1.3572052583570626	0.21419605893662447	0.6199749611812604	False
ENSMUSG00000024381	Bin1	1.47869452955799	0.0288848768868642	True	8.165967506696486	7.26672077838996	0.899246728306526	2.27725607696351	0.04549557880562459	0.4572289613695613	False	7.599777676686037	7.26672077838996	0.33305689829607754	2.8349771536192008	0.012770665109108749	0.2659949835263242	False
ENSMUSG00000027499	Pkia	3.96529715657077	0.0003055703423645	True	6.296392870479481	5.286672903961502	1.009719966517979	1.0713069070856034	0.3089458508691662	0.7176894261647344	False	4.967163562594185	5.286672903961502	-0.31950934136731757	-0.8783554521884589	0.3942885702451928	0.7221372359940292	False
ENSMUSG00000059895	Ptp4a3	1.05648846617475	0.297777648679013	False	7.939159515340012	7.605115999533055	0.33404351580695657	0.6458958425448941	0.5296031977711468	0.8337100755080191	False	7.27867916326023	7.605115999533055	-0.3264368362728254	-1.1065482795584545	0.28487097864331345	0.6872809146752342	False
ENSMUSG00000007097	Atp1a2	5.61196797593862	2.45030297114389e-05	True	5.691206954380664	4.655250633051867	1.035956321328797	0.8658103264511622	0.40808248803436237	0.7636025972037036	False	3.9588342350754604	4.655250633051867	-0.6964163979764062	-1.8881917634039553	0.0847914073464562	0.481246397475596	False
ENSMUSG00000006457	Actn3	10.7812539603358	1.55272302245478e-08	True	3.6995249164764155	0.8670099883170213	2.8325149281593944	1.7248970180117922	0.11725371731744487	0.596997213433804	False	1.3305159527505155	0.8670099883170213	0.46350596443349423	0.860421263033275	0.40911697349737697	0.7332537692587601	False
ENSMUSG00000069919	Hba-a1	1.15510318786568	0.25037510771012	False	10.958641791103535	11.423001455728729	-0.46435966462519396	-0.5314923784730834	0.6042244405852363	0.871464686219819	False	10.01636313102447	11.423001455728729	-1.406638324704259	-2.0275632602472737	0.06512346578910456	0.4510180892268324	False
ENSMUSG00000027022	Xirp2|Gm1322	12.600167884361	5.47752340239094e-08	True	4.299200946884128	0.6716288752675933	3.627572071616535	1.9982204211389514	0.076056446727943	0.5479757548604975	False	1.765177343595639	0.6716288752675933	1.0935484683280459	1.3192383900649425	0.2244273030192684	0.6319110386007677	False
ENSMUSG00000030695	Aldoa	2.93904903885447	0.0002682711901576	True	11.327557736764847	10.231159812979133	1.0963979237857142	1.6282902365028882	0.13747528897272152	0.6255163802707354	False	10.327485769503292	10.231159812979133	0.09632595652415965	0.8615333448446726	0.40720252451383454	0.7317066223689368	False
ENSMUSG00000005716	Pvalb	12.0406132609619	6.0259566782875e-05	True	3.548050763780008	0.4119855133191809	3.136065250460827	1.8974607884268098	0.0895121977740645	0.5605798091929054	False	1.151762925564915	0.4119855133191809	0.7397774122457342	1.4278627336542689	0.18763873155890234	0.5973870753889597	False
ENSMUSG00000055027	Smyd1	2.02683779318222	0.0085380974669638	True	7.779256903705404	6.684969970867728	1.0942869328376759	2.268999307951595	0.04836907445863956	0.4668630714396681	False	7.0824703899160335	6.684969970867728	0.39750041904830535	2.691142495883756	0.021608497676674058	0.3161407281013717	False
ENSMUSG00000000628	Hk2	3.80773058129615	0.0004693144212598	True	6.357003216673702	5.466332695285439	0.8906705213882624	0.9647858461522371	0.3571938027536147	0.7281911050556714	False	5.053282774672186	5.466332695285439	-0.4130499206132532	-1.1985704126690382	0.2496996885600449	0.6596784613652682	False
ENSMUSG00000049134	Nrap	7.6424867354251	9.96037283265003e-06	True	4.2777600947953065	2.4047172232603136	1.873042871534993	1.3265236764811519	0.2155258347918896	0.6745119153346316	False	2.2778779930841577	2.4047172232603136	-0.12683923017615584	-0.22723883284960678	0.8247281334819482	0.9759196490913525	False
ENSMUSG00000026185	Igfbp5	1.10035913191632	0.155825699198361	False	9.672335851268999	9.136677321485498	0.5356585297835004	1.0376640534745944	0.31685664003312414	0.7176894261647344	False	9.073445199167967	9.136677321485498	-0.06323212231753139	-0.18604857007452105	0.8547464596165506	0.9886240626224333	False
ENSMUSG00000026879	Gsn	1.08931560161553	0.0850174213694656	False	9.043920844317507	8.736354223341756	0.3075666209757504	0.7311204463457668	0.48149317248640033	0.80630913993589	False	8.511251500702627	8.736354223341756	-0.22510272263912867	-1.374648713851251	0.19169955231183733	0.5998452088363316	False
ENSMUSG00000061527	Krt5	0.0640856340084096		False	1.1762649204588262	0.0	1.1762649204588262	1.0	0.34343639613791355	0.7176894261647344	False	0.0	0.0	0.0		1.0	1.0	False
ENSMUSG00000033065	Pfkm	2.28217043993981	0.01501152794809	True	8.988401833751713	8.149175205539336	0.8392266282123764	1.3500128175994575	0.206102402824986	0.6650257725760953	False	8.098317269512833	8.149175205539336	-0.050857936026503126	-0.26070124117617033	0.7977660328875059	0.9650669650550201	False
ENSMUSG00000042045	Sln	27.2369499356914	4.0825715977706403e-19	True	3.0150832929041522	0.0	3.0150832929041522	2.064848943297066	0.06893677878512244	0.5298891375930902	False	0.9404769283537602	0.0	0.9404769283537602	1.6194324914012697	0.14938627383387468	0.5819562307713446	False
