tissue	atlas_tissue	compartment	atlas_cells	rank	gene_id	atlas_log2cpm	specificity_log2_fold
soleus	limb muscle	stromal	935	2	ENSMUSG00000041559	11.292328834533691	8.361416816711426
soleus	limb muscle	stromal	935	3	ENSMUSG00000042254	11.196837425231934	7.741827011108398
soleus	limb muscle	stromal	935	4	ENSMUSG00000019932	7.354464530944824	7.3245038986206055
soleus	limb muscle	stromal	935	5	ENSMUSG00000056973	9.662894248962402	7.0693559646606445
soleus	limb muscle	stromal	935	6	ENSMUSG00000029661	11.83377456665039	6.516899108886719
soleus	limb muscle	stromal	935	7	ENSMUSG00000036446	12.895757675170898	6.464914321899414
soleus	limb muscle	stromal	935	8	ENSMUSG00000032243	8.980006217956543	6.44356632232666
soleus	limb muscle	stromal	935	9	ENSMUSG00000023046	13.744009017944336	6.429907321929932
soleus	limb muscle	stromal	935	10	ENSMUSG00000022548	12.478384017944336	6.428260803222656
soleus	limb muscle	stromal	935	11	ENSMUSG00000022367	6.444953918457031	6.207293510437012
soleus	limb muscle	stromal	935	12	ENSMUSG00000055254	8.422839164733887	5.872549057006836
soleus	limb muscle	stromal	935	13	ENSMUSG00000019929	16.450952529907227	5.845490455627441
soleus	limb muscle	stromal	935	14	ENSMUSG00000024164	11.799361228942871	5.817722797393799
soleus	limb muscle	stromal	935	15	ENSMUSG00000063011	6.228806018829346	5.725607395172119
soleus	limb muscle	stromal	935	16	ENSMUSG00000055653	9.047927856445312	5.7213134765625
soleus	limb muscle	stromal	935	17	ENSMUSG00000028111	9.694477081298828	5.604675769805908
soleus	limb muscle	stromal	935	18	ENSMUSG00000022371	8.707164764404297	5.49938440322876
soleus	limb muscle	stromal	935	19	ENSMUSG00000025784	12.02022933959961	5.493435382843018
soleus	limb muscle	stromal	935	20	ENSMUSG00000036545	8.33162784576416	5.145234107971191
soleus	limb muscle	stromal	935	21	ENSMUSG00000027318	6.411156177520752	5.137027263641357
soleus	limb muscle	stromal	935	22	ENSMUSG00000020312	5.1422319412231445	5.125277996063232
soleus	limb muscle	stromal	935	23	ENSMUSG00000054203	11.784971237182617	5.040804386138916
soleus	limb muscle	stromal	935	24	ENSMUSG00000019278	11.746602058410645	4.996219635009766
soleus	limb muscle	stromal	935	25	ENSMUSG00000029306	4.877975940704346	4.877975940704346
soleus	limb muscle	stromal	935	26	ENSMUSG00000030116	12.835798263549805	4.84990119934082
soleus	limb muscle	stromal	935	27	ENSMUSG00000029231	8.802943229675293	4.776137351989746
soleus	limb muscle	stromal	935	28	ENSMUSG00000040690	8.382572174072266	4.730205535888672
soleus	limb muscle	stromal	935	29	ENSMUSG00000028031	6.847255229949951	4.705268383026123
soleus	limb muscle	stromal	935	30	ENSMUSG00000029718	12.752742767333984	4.670440673828125
soleus	limb muscle	endothelial	453	1	ENSMUSG00000025902	11.916958808898926	9.901636123657227
soleus	limb muscle	endothelial	453	2	ENSMUSG00000035186	8.802095413208008	8.802095413208008
soleus	limb muscle	endothelial	453	3	ENSMUSG00000031871	10.933175086975098	8.664680480957031
soleus	limb muscle	endothelial	453	4	ENSMUSG00000000805	10.478606224060059	8.434850692749023
soleus	limb muscle	endothelial	453	5	ENSMUSG00000027314	8.651222229003906	8.381975173950195
soleus	limb muscle	endothelial	453	6	ENSMUSG00000054641	9.107247352600098	8.36115837097168
soleus	limb muscle	endothelial	453	7	ENSMUSG00000020154	10.961322784423828	8.337034225463867
soleus	limb muscle	endothelial	453	8	ENSMUSG00000028427	10.052794456481934	8.2227783203125
soleus	limb muscle	endothelial	453	9	ENSMUSG00000004655	13.395665168762207	7.890202045440674
soleus	limb muscle	endothelial	453	10	ENSMUSG00000044338	8.127866744995117	7.460488796234131
soleus	limb muscle	endothelial	453	11	ENSMUSG00000029648	12.175908088684082	7.328346252441406
soleus	limb muscle	endothelial	453	12	ENSMUSG00000041445	10.775276184082031	7.183276653289795
soleus	limb muscle	endothelial	453	13	ENSMUSG00000001946	12.997855186462402	7.158489227294922
soleus	limb muscle	endothelial	453	14	ENSMUSG00000045534	7.379788875579834	7.133203029632568
soleus	limb muscle	endothelial	453	15	ENSMUSG00000062515	14.6295804977417	7.12409782409668
soleus	limb muscle	endothelial	453	16	ENSMUSG00000024935	8.24586296081543	7.021921157836914
soleus	limb muscle	endothelial	453	17	ENSMUSG00000061780	7.0859527587890625	6.943098545074463
soleus	limb muscle	endothelial	453	18	ENSMUSG00000062960	11.267964363098145	6.931390285491943
soleus	limb muscle	endothelial	453	19	ENSMUSG00000063060	9.454463005065918	6.566206932067871
soleus	limb muscle	endothelial	453	20	ENSMUSG00000019890	10.769543647766113	6.485442638397217
soleus	limb muscle	endothelial	453	21	ENSMUSG00000056492	11.476531982421875	6.3724260330200195
soleus	limb muscle	endothelial	453	22	ENSMUSG00000052921	7.673593044281006	6.2786545753479
soleus	limb muscle	endothelial	453	23	ENSMUSG00000042453	8.015605926513672	6.241153717041016
soleus	limb muscle	endothelial	453	24	ENSMUSG00000026582	8.709470748901367	6.13360595703125
soleus	limb muscle	endothelial	453	25	ENSMUSG00000028978	9.008244514465332	6.115692138671875
soleus	limb muscle	endothelial	453	26	ENSMUSG00000021294	6.432557582855225	5.984391689300537
soleus	limb muscle	endothelial	453	27	ENSMUSG00000033765	6.925450801849365	5.789914608001709
soleus	limb muscle	endothelial	453	28	ENSMUSG00000032315	5.689640522003174	5.573359966278076
soleus	limb muscle	endothelial	453	29	ENSMUSG00000027500	10.3009033203125	5.2773895263671875
soleus	limb muscle	endothelial	453	30	ENSMUSG00000024140	10.82506275177002	5.242836952209473
soleus	limb muscle	myeloid	311	1	ENSMUSG00000022225	10.013667106628418	9.875204086303711
soleus	limb muscle	myeloid	311	2	ENSMUSG00000031494	10.657931327819824	9.804594039916992
soleus	limb muscle	myeloid	311	3	ENSMUSG00000018927	13.406407356262207	9.70367431640625
soleus	limb muscle	myeloid	311	4	ENSMUSG00000036887	12.558011054992676	9.57103157043457
soleus	limb muscle	myeloid	311	5	ENSMUSG00000036896	12.63769817352295	9.190738677978516
soleus	limb muscle	myeloid	311	6	ENSMUSG00000026938	9.767322540283203	8.817241668701172
soleus	limb muscle	myeloid	311	7	ENSMUSG00000049130	10.656590461730957	8.533318519592285
soleus	limb muscle	myeloid	311	8	ENSMUSG00000015947	9.351988792419434	8.47272777557373
soleus	limb muscle	myeloid	311	9	ENSMUSG00000034641	8.85240650177002	8.274706840515137
soleus	limb muscle	myeloid	311	10	ENSMUSG00000033825	8.328907012939453	8.141441345214844
soleus	limb muscle	myeloid	311	11	ENSMUSG00000032725	10.83241081237793	8.004615783691406
soleus	limb muscle	myeloid	311	12	ENSMUSG00000001865	8.333672523498535	7.980396747589111
soleus	limb muscle	myeloid	311	13	ENSMUSG00000036905	13.73867416381836	7.925572872161865
soleus	limb muscle	myeloid	311	14	ENSMUSG00000031779	7.820192337036133	7.803471088409424
soleus	limb muscle	myeloid	311	15	ENSMUSG00000030142	9.284184455871582	7.735445976257324
soleus	limb muscle	myeloid	311	16	ENSMUSG00000024621	10.452037811279297	7.710946083068848
soleus	limb muscle	myeloid	311	17	ENSMUSG00000072596	8.777318954467773	7.632244110107422
soleus	limb muscle	myeloid	311	18	ENSMUSG00000029373	11.270919799804688	7.559532165527344
soleus	limb muscle	myeloid	311	19	ENSMUSG00000039109	9.064554214477539	7.52870512008667
soleus	limb muscle	myeloid	311	20	ENSMUSG00000022534	7.504919528961182	7.295615196228027
soleus	limb muscle	myeloid	311	21	ENSMUSG00000026981	9.190999984741211	7.261473178863525
soleus	limb muscle	myeloid	311	22	ENSMUSG00000063193	6.9712653160095215	6.7020182609558105
soleus	limb muscle	myeloid	311	23	ENSMUSG00000008845	7.842283248901367	6.433342933654785
soleus	limb muscle	myeloid	311	24	ENSMUSG00000040552	10.372710227966309	6.382015228271484
soleus	limb muscle	myeloid	311	25	ENSMUSG00000043832	8.929210662841797	6.31687068939209
soleus	limb muscle	myeloid	311	26	ENSMUSG00000030144	8.150748252868652	6.2996134757995605
soleus	limb muscle	myeloid	311	27	ENSMUSG00000025804	8.437573432922363	6.143830299377441
soleus	limb muscle	myeloid	311	28	ENSMUSG00000025044	7.581796646118164	6.038841724395752
soleus	limb muscle	myeloid	311	29	ENSMUSG00000045551	7.069381237030029	5.850841522216797
soleus	limb muscle	myeloid	311	30	ENSMUSG00000031444	8.531912803649902	5.788408279418945
soleus	limb muscle	lymphoid	323	1	ENSMUSG00000020125	14.74222469329834	12.329034805297852
soleus	limb muscle	lymphoid	323	2	ENSMUSG00000057729	14.239998817443848	10.647300720214844
soleus	limb muscle	lymphoid	323	3	ENSMUSG00000053044	10.813397407531738	10.119917869567871
soleus	limb muscle	lymphoid	323	4	ENSMUSG00000030724	10.991785049438477	9.881779670715332
soleus	limb muscle	lymphoid	323	5	ENSMUSG00000026285	10.314867973327637	9.733290672302246
soleus	limb muscle	lymphoid	323	6	ENSMUSG00000068227	9.555265426635742	9.405009269714355
soleus	limb muscle	lymphoid	323	7	ENSMUSG00000003379	13.936932563781738	9.349947929382324
soleus	limb muscle	lymphoid	323	8	ENSMUSG00000040592	12.139802932739258	8.333023071289062
soleus	limb muscle	lymphoid	323	9	ENSMUSG00000047880	9.51785945892334	7.9916253089904785
soleus	limb muscle	lymphoid	323	10	ENSMUSG00000009350	11.534290313720703	7.525704860687256
soleus	limb muscle	lymphoid	323	11	ENSMUSG00000067149	10.591496467590332	7.417329788208008
soleus	limb muscle	lymphoid	323	12	ENSMUSG00000032093	7.614571571350098	7.275323867797852
soleus	limb muscle	lymphoid	323	13	ENSMUSG00000052142	8.082574844360352	6.964690208435059
soleus	limb muscle	lymphoid	323	14	ENSMUSG00000030577	8.119760513305664	6.940342903137207
soleus	limb muscle	lymphoid	323	15	ENSMUSG00000034634	12.335168838500977	6.886374473571777
soleus	limb muscle	lymphoid	323	16	ENSMUSG00000000409	10.888948440551758	6.687859535217285
soleus	limb muscle	lymphoid	323	17	ENSMUSG00000024399	12.026947975158691	6.477579116821289
soleus	limb muscle	lymphoid	323	18	ENSMUSG00000023274	7.709637641906738	6.177884578704834
soleus	limb muscle	lymphoid	323	19	ENSMUSG00000026012	9.288918495178223	6.092255592346191
soleus	limb muscle	lymphoid	323	20	ENSMUSG00000036526	6.7370710372924805	5.886005878448486
soleus	limb muscle	lymphoid	323	21	ENSMUSG00000068105	9.122159004211426	5.811106204986572
soleus	limb muscle	lymphoid	323	22	ENSMUSG00000026117	9.532279968261719	5.595394134521484
soleus	limb muscle	lymphoid	323	23	ENSMUSG00000022015	5.451335906982422	5.421375274658203
soleus	limb muscle	lymphoid	323	24	ENSMUSG00000030495	5.860262393951416	5.380993843078613
soleus	limb muscle	lymphoid	323	25	ENSMUSG00000052374	7.6812028884887695	5.345599174499512
soleus	limb muscle	lymphoid	323	26	ENSMUSG00000024791	6.5994415283203125	5.338442802429199
soleus	limb muscle	lymphoid	323	27	ENSMUSG00000064267	10.411391258239746	5.12430477142334
soleus	limb muscle	lymphoid	323	28	ENSMUSG00000035042	12.746683120727539	5.033356189727783
soleus	limb muscle	lymphoid	323	29	ENSMUSG00000068101	7.046597957611084	4.979837894439697
soleus	limb muscle	lymphoid	323	30	ENSMUSG00000058975	6.061410427093506	4.9157843589782715
