tissue	atlas_tissue	compartment	atlas_cells	rank	gene_id	atlas_log2cpm	specificity_log2_fold
liver	liver	lymphoid	579	30	ENSMUSG00000044734	10.751498222351074	3.6313729286193848
soleus	limb muscle	satellite	1833	1	ENSMUSG00000026459	7.570882797241211	7.570882797241211
soleus	limb muscle	satellite	1833	2	ENSMUSG00000024907	12.815681457519531	6.517392635345459
soleus	limb muscle	satellite	1833	3	ENSMUSG00000023232	9.007765769958496	6.344542980194092
soleus	limb muscle	satellite	1833	4	ENSMUSG00000031543	7.024970531463623	6.228122711181641
soleus	limb muscle	satellite	1833	5	ENSMUSG00000005320	9.255104064941406	5.794041633605957
soleus	limb muscle	satellite	1833	6	ENSMUSG00000062184	6.960692882537842	5.352693557739258
soleus	limb muscle	satellite	1833	7	ENSMUSG00000000435	10.471339225769043	5.194094181060791
soleus	limb muscle	satellite	1833	8	ENSMUSG00000031962	10.113834381103516	5.163407325744629
soleus	limb muscle	satellite	1833	9	ENSMUSG00000026241	10.446234703063965	5.012678146362305
soleus	limb muscle	satellite	1833	10	ENSMUSG00000030616	8.792664527893066	4.837738037109375
soleus	limb muscle	satellite	1833	11	ENSMUSG00000020061	6.521023750305176	4.82762336730957
soleus	limb muscle	satellite	1833	12	ENSMUSG00000030428	7.656400203704834	4.786828994750977
soleus	limb muscle	satellite	1833	13	ENSMUSG00000009471	12.89502239227295	4.685364723205566
soleus	limb muscle	satellite	1833	14	ENSMUSG00000004415	4.635293006896973	4.5415239334106445
soleus	limb muscle	satellite	1833	15	ENSMUSG00000031519	12.717504501342773	4.505947113037109
soleus	limb muscle	satellite	1833	16	ENSMUSG00000022215	6.382787227630615	4.478790283203125
soleus	limb muscle	satellite	1833	17	ENSMUSG00000015090	7.425073623657227	4.200021743774414
soleus	limb muscle	satellite	1833	18	ENSMUSG00000022144	6.542545795440674	4.198209762573242
soleus	limb muscle	satellite	1833	19	ENSMUSG00000007888	12.028285026550293	4.180661201477051
soleus	limb muscle	satellite	1833	20	ENSMUSG00000023828	4.5295939445495605	4.137538909912109
soleus	limb muscle	satellite	1833	21	ENSMUSG00000055489	4.965456485748291	4.1049675941467285
soleus	limb muscle	satellite	1833	22	ENSMUSG00000027107	9.042767524719238	3.945620059967041
soleus	limb muscle	satellite	1833	23	ENSMUSG00000026141	7.175570487976074	3.911674737930298
soleus	limb muscle	satellite	1833	24	ENSMUSG00000028179	4.452108383178711	3.888054847717285
soleus	limb muscle	satellite	1833	25	ENSMUSG00000027524	9.655984878540039	3.824051856994629
soleus	limb muscle	satellite	1833	26	ENSMUSG00000035923	3.7390599250793457	3.7390599250793457
soleus	limb muscle	satellite	1833	27	ENSMUSG00000022449	4.986724376678467	3.7042059898376465
soleus	limb muscle	satellite	1833	28	ENSMUSG00000009376	6.436748504638672	3.6381142139434814
soleus	limb muscle	satellite	1833	29	ENSMUSG00000018411	7.8407769203186035	3.62050199508667
soleus	limb muscle	satellite	1833	30	ENSMUSG00000030739	3.9557225704193115	3.468322515487671
soleus	limb muscle	stromal	935	1	ENSMUSG00000021702	11.292181015014648	9.358421325683594
