tissue	term	expimap_accession_balanced_effect	expimap_n_accessions	expimap_accessions_positive	expimap_accessions_negative	expimap_project_balanced_effect	expimap_n_projects	expimap_projects_positive	expimap_projects_negative	ssgsea_accession_balanced_effect	ssgsea_n_accessions	ssgsea_accessions_positive	ssgsea_accessions_negative	ssgsea_project_balanced_effect	ssgsea_n_projects	ssgsea_projects_positive	ssgsea_projects_negative	gsea_nes	gsea_nominal_p	gsea_fdr	gsea_leading_edge_genes	expimap_ssgsea_direction_match	expimap_gsea_direction_match	heldout_project_direction_concordance	heldout_projects	heldout_top_decile_selection_fraction	heldout_selected_direction_concordance	heldout_selected_folds	effect_seed2020	effect_seed2021	effect_seed2022	seed_effect_median	seed_effect_minimum	seed_effect_maximum	primary_absolute_percentile	all_three_seeds_available	all_three_direction_concordant	within_accession_unadjusted_effect	composition_proxy_adjusted_effect	adjusted_direction_matches_unadjusted	absolute_effect_ratio_adjusted_to_unadjusted	display_term	primary_top_decile	ssgsea_direction_support	preranked_gsea_direction_support	heldout_direction_support	seed_direction_support	composition_proxy_support	robustness_support_count	robustness_status
kidney	R-MMU-114608_PLATELET_DEGRANULATION	0.1431583571038012	6	5	1	0.1431583571038012	6	5	1	0.006017511434906858	6.0	5.0	1.0	0.006017511434906858	6.0	5.0	1.0	1.5692434191437892	0.0	0.18035249582272625	ENSMUSG00000033860;ENSMUSG00000028001;ENSMUSG00000022868;ENSMUSG00000032083;ENSMUSG00000033831;ENSMUSG00000021922;ENSMUSG00000021091;ENSMUSG00000061780;ENSMUSG00000028108;ENSMUSG00000031328;ENSMUSG00000026193;ENSMUSG00000000049;ENSMUSG00000023224;ENSMUSG00000021253;ENSMUSG00000020689;ENSMUSG00000039239;ENSMUSG00000002603;ENSMUSG00000033880;ENSMUSG00000025784;ENSMUSG00000079015;ENSMUSG00000038224;ENSMUSG00000018593;ENSMUSG00000039196;ENSMUSG00000037419;ENSMUSG00000032849;ENSMUSG00000020717;ENSMUSG00000026547;ENSMUSG00000031380;ENSMUSG00000059481;ENSMUSG00000048583;ENSMUSG00000015143;ENSMUSG00000037206;ENSMUSG00000029368;ENSMUSG00000029372;ENSMUSG00000009281;ENSMUSG00000039109;ENSMUSG00000037411	True	True	0.8333333333333334	6	1.0	0.8333333333333334	6.0	0.14315835710380118	0.05178117239766048	0.20661341470497077	0.14315835710380118	0.05178117239766048	0.20661341470497077	1.0	True	True	0.15844628429331306	0.08975701915145734	True	0.5664823227113404	Platelet Degranulation	True	True	True	True	True	True	5	triangulated
kidney	R-MMU-1430728_METABOLISM	0.11249697150584792	6	4	2	0.11249697150584792	6	4	2	0.0001792327077344049	6.0	2.0	4.0	0.0001792327077344049	6.0	2.0	4.0	0.965907052302074	0.668	1.0	ENSMUSG00000028715;ENSMUSG00000031710;ENSMUSG00000030483;ENSMUSG00000030109;ENSMUSG00000116207;ENSMUSG00000074768;ENSMUSG00000063415;ENSMUSG00000027875;ENSMUSG00000025270;ENSMUSG00000066072;ENSMUSG00000090171;ENSMUSG00000035686;ENSMUSG00000019326;ENSMUSG00000040249;ENSMUSG00000025153;ENSMUSG00000032083;ENSMUSG00000001642;ENSMUSG00000019232;ENSMUSG00000053279;ENSMUSG00000061740;ENSMUSG00000010051;ENSMUSG00000038754;ENSMUSG00000051331;ENSMUSG00000038567;ENSMUSG00000025991;ENSMUSG00000023019;ENSMUSG00000021614;ENSMUSG00000032080;ENSMUSG00000054422;ENSMUSG00000026866;ENSMUSG00000030930;ENSMUSG00000033849;ENSMUSG00000031375;ENSMUSG00000058571;ENSMUSG00000032487;ENSMUSG00000089960;ENSMUSG00000021884;ENSMUSG00000048120;ENSMUSG00000026621;ENSMUSG00000020182;ENSMUSG00000030737;ENSMUSG00000037686;ENSMUSG00000024087;ENSMUSG00000050860;ENSMUSG00000033174;ENSMUSG00000029762;ENSMUSG00000024640;ENSMUSG00000056091;ENSMUSG00000015090;ENSMUSG00000026827;ENSMUSG00000032942;ENSMUSG00000032648;ENSMUSG00000000628;ENSMUSG00000029811;ENSMUSG00000051483;ENSMUSG00000078650;ENSMUSG00000024990;ENSMUSG00000030278;ENSMUSG00000027580;ENSMUSG00000013846;ENSMUSG00000028517;ENSMUSG00000018924;ENSMUSG00000019577;ENSMUSG00000032114;ENSMUSG00000032281;ENSMUSG00000050737;ENSMUSG00000072949;ENSMUSG00000021456;ENSMUSG00000021125;ENSMUSG00000059743;ENSMUSG00000022215;ENSMUSG00000032911;ENSMUSG00000052131;ENSMUSG00000028307;ENSMUSG00000025743;ENSMUSG00000021759;ENSMUSG00000042644;ENSMUSG00000090175;ENSMUSG00000024998;ENSMUSG00000038776;ENSMUSG00000033685;ENSMUSG00000029752;ENSMUSG00000060807;ENSMUSG00000058135;ENSMUSG00000022947;ENSMUSG00000041577;ENSMUSG00000024066;ENSMUSG00000075296;ENSMUSG00000024526;ENSMUSG00000062515;ENSMUSG00000027313;ENSMUSG00000000253;ENSMUSG00000041559;ENSMUSG00000020592;ENSMUSG00000057933;ENSMUSG00000035273;ENSMUSG00000055301;ENSMUSG00000017969;ENSMUSG00000111709;ENSMUSG00000028712;ENSMUSG00000021226;ENSMUSG00000003849;ENSMUSG00000008540;ENSMUSG00000026489;ENSMUSG00000038007;ENSMUSG00000021196;ENSMUSG00000040562;ENSMUSG00000030711;ENSMUSG00000027360;ENSMUSG00000034220;ENSMUSG00000032786;ENSMUSG00000032788;ENSMUSG00000029162;ENSMUSG00000027333;ENSMUSG00000020256;ENSMUSG00000020277;ENSMUSG00000021263;ENSMUSG00000025509;ENSMUSG00000021228;ENSMUSG00000034456;ENSMUSG00000024827;ENSMUSG00000002997;ENSMUSG00000036446;ENSMUSG00000095143;ENSMUSG00000078597;ENSMUSG00000031700;ENSMUSG00000025792;ENSMUSG00000027513;ENSMUSG00000041220;ENSMUSG00000076435;ENSMUSG00000008035;ENSMUSG00000029368;ENSMUSG00000044986;ENSMUSG00000025403;ENSMUSG00000021214;ENSMUSG00000026688;ENSMUSG00000031844;ENSMUSG00000030091;ENSMUSG00000030787;ENSMUSG00000034853;ENSMUSG00000019278;ENSMUSG00000041417;ENSMUSG00000024697;ENSMUSG00000026288;ENSMUSG00000027463;ENSMUSG00000026170;ENSMUSG00000056220;ENSMUSG00000069662;ENSMUSG00000074179;ENSMUSG00000056035;ENSMUSG00000025176;ENSMUSG00000042118;ENSMUSG00000064254;ENSMUSG00000020865;ENSMUSG00000026473;ENSMUSG00000028497;ENSMUSG00000033022;ENSMUSG00000022579;ENSMUSG00000034926;ENSMUSG00000030088;ENSMUSG00000074028;ENSMUSG00000002985;ENSMUSG00000042289;ENSMUSG00000035540;ENSMUSG00000038526;ENSMUSG00000022479;ENSMUSG00000001155;ENSMUSG00000001773;ENSMUSG00000027533;ENSMUSG00000025068;ENSMUSG00000030630;ENSMUSG00000021390;ENSMUSG00000078937;ENSMUSG00000024391;ENSMUSG00000024892;ENSMUSG00000074207;ENSMUSG00000000673;ENSMUSG00000042096;ENSMUSG00000027690;ENSMUSG00000047250;ENSMUSG00000021620	True	True	0.6666666666666666	6	1.0	0.6666666666666666	6.0	0.11249697150584792	0.13969401375730994	0.12764929978070136	0.12764929978070136	0.11249697150584792	0.13969401375730994	0.993421052631579	True	True	0.14344340900455924	0.054700779393110764	True	0.381340486626138	Metabolism	True	True	True	True	True	True	5	triangulated
kidney	R-MMU-3000178_ECM_PROTEOGLYCANS	0.10097581248245609	6	5	1	0.10097581248245609	6	5	1	0.008312153239586232	6.0	4.0	2.0	0.008312153239586232	6.0	4.0	2.0	1.6539907711936574	0.0010460251046025104	0.15569352184297228	ENSMUSG00000026725;ENSMUSG00000015533;ENSMUSG00000028364;ENSMUSG00000004098;ENSMUSG00000021614;ENSMUSG00000031375;ENSMUSG00000026837;ENSMUSG00000026193;ENSMUSG00000039115;ENSMUSG00000001119;ENSMUSG00000020241;ENSMUSG00000020689;ENSMUSG00000025348	True	True	0.8333333333333334	6	0.8333333333333334	0.8	5.0	0.10097581248245606	0.09554669801162276	0.09286479984795314	0.09554669801162276	0.09286479984795314	0.10097581248245606	0.9736842105263158	True	True	0.12411538647796354	0.040063269599456115	True	0.3227905156349755	Ecm Proteoglycans	True	True	True	True	True	True	5	triangulated
kidney	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.11200957952923989	6	5	1	0.11200957952923989	6	5	1	0.004037751057657751	6.0	4.0	2.0	0.004037751057657751	6.0	4.0	2.0	1.387143938541749	0.008	0.43294005057696167	ENSMUSG00000033860;ENSMUSG00000028001;ENSMUSG00000022868;ENSMUSG00000032083;ENSMUSG00000028364;ENSMUSG00000027204;ENSMUSG00000039323;ENSMUSG00000026185;ENSMUSG00000021614;ENSMUSG00000024164;ENSMUSG00000026193;ENSMUSG00000029070;ENSMUSG00000029309;ENSMUSG00000003617;ENSMUSG00000020303;ENSMUSG00000020427;ENSMUSG00000079015;ENSMUSG00000014599;ENSMUSG00000045573;ENSMUSG00000024736;ENSMUSG00000030605;ENSMUSG00000073530;ENSMUSG00000025509;ENSMUSG00000063011;ENSMUSG00000021556;ENSMUSG00000001870;ENSMUSG00000048583;ENSMUSG00000029368;ENSMUSG00000057346;ENSMUSG00000021835;ENSMUSG00000036256;ENSMUSG00000022816;ENSMUSG00000046841	True	True	0.8333333333333334	6	1.0	0.8333333333333334	6.0	0.11200957952923986	0.02820714570423978	0.07742374679970764	0.07742374679970764	0.02820714570423978	0.11200957952923986	0.9901315789473685	True	True	0.1483445941451368	0.043480817299366856	True	0.29310685401064407	Regulation Of Insulin Like Growth Factor Igf Transport And Uptake By Insulin Like Growth Factor Binding Proteins Igfbps	True	True	True	True	True	True	5	triangulated
kidney	R-MMU-195721_SIGNALING_BY_WNT	0.06734270956140335	6	6	0	0.06734270956140335	6	6	0	0.00022850784765074175	6.0	3.0	3.0	0.00022850784765074175	6.0	3.0	3.0	1.01523464483588	0.4779033915724563	1.0	ENSMUSG00000046070;ENSMUSG00000031748;ENSMUSG00000036856;ENSMUSG00000022382;ENSMUSG00000018486;ENSMUSG00000044548;ENSMUSG00000019880;ENSMUSG00000028031;ENSMUSG00000000782;ENSMUSG00000050288;ENSMUSG00000000142;ENSMUSG00000063382	True	True	1.0	6	0.3333333333333333	1.0	2.0	0.06734270956140331	0.0333414833479532	0.07268241524853795	0.06734270956140331	0.0333414833479532	0.07268241524853795	0.9013157894736842	True	True	0.06518804734042552	0.023269477287401755	True	0.3569592622691045	Signaling By Wnt	True	True	True	True	True	True	5	triangulated
kidney	R-MMU-392499_METABOLISM_OF_PROTEINS	0.08389632763157806	6	4	2	0.08389632763157806	6	4	2	0.0006099336011647048	6.0	3.0	3.0	0.0006099336011647048	6.0	3.0	3.0	1.051133516578273	0.307	1.0	ENSMUSG00000033860;ENSMUSG00000038156;ENSMUSG00000027875;ENSMUSG00000023885;ENSMUSG00000028001;ENSMUSG00000070645;ENSMUSG00000022868;ENSMUSG00000036040;ENSMUSG00000032083;ENSMUSG00000034040;ENSMUSG00000028364;ENSMUSG00000006403;ENSMUSG00000004328;ENSMUSG00000003411;ENSMUSG00000027204;ENSMUSG00000039323;ENSMUSG00000026185;ENSMUSG00000039911;ENSMUSG00000021614;ENSMUSG00000024164;ENSMUSG00000066113;ENSMUSG00000026193;ENSMUSG00000022894;ENSMUSG00000022598;ENSMUSG00000036545;ENSMUSG00000062727;ENSMUSG00000056091;ENSMUSG00000030107;ENSMUSG00000037035;ENSMUSG00000029070;ENSMUSG00000042784;ENSMUSG00000030217;ENSMUSG00000029309;ENSMUSG00000003617;ENSMUSG00000017677;ENSMUSG00000047497;ENSMUSG00000032625;ENSMUSG00000013846;ENSMUSG00000021062;ENSMUSG00000072949;ENSMUSG00000024299;ENSMUSG00000020303;ENSMUSG00000021125;ENSMUSG00000030022;ENSMUSG00000020427;ENSMUSG00000021025;ENSMUSG00000079015;ENSMUSG00000058672;ENSMUSG00000027792;ENSMUSG00000024140;ENSMUSG00000014599;ENSMUSG00000045573;ENSMUSG00000022893;ENSMUSG00000040296;ENSMUSG00000020027;ENSMUSG00000058756;ENSMUSG00000051236;ENSMUSG00000024736;ENSMUSG00000021226;ENSMUSG00000032578;ENSMUSG00000037306;ENSMUSG00000035638;ENSMUSG00000030605;ENSMUSG00000046223;ENSMUSG00000054385;ENSMUSG00000018909;ENSMUSG00000045136;ENSMUSG00000032786;ENSMUSG00000061991;ENSMUSG00000015850;ENSMUSG00000073530;ENSMUSG00000001473;ENSMUSG00000033453;ENSMUSG00000025509;ENSMUSG00000063011;ENSMUSG00000024810;ENSMUSG00000021228;ENSMUSG00000049538;ENSMUSG00000024660;ENSMUSG00000053113;ENSMUSG00000072235;ENSMUSG00000021556;ENSMUSG00000001870;ENSMUSG00000032068;ENSMUSG00000048583;ENSMUSG00000030055;ENSMUSG00000025789;ENSMUSG00000029368;ENSMUSG00000039952;ENSMUSG00000043099;ENSMUSG00000034634;ENSMUSG00000025403;ENSMUSG00000023004;ENSMUSG00000029223;ENSMUSG00000057346;ENSMUSG00000025650;ENSMUSG00000030091;ENSMUSG00000056492;ENSMUSG00000021835;ENSMUSG00000024697;ENSMUSG00000037379;ENSMUSG00000036256;ENSMUSG00000022816;ENSMUSG00000046841;ENSMUSG00000071516;ENSMUSG00000000142;ENSMUSG00000022475;ENSMUSG00000069302;ENSMUSG00000027249;ENSMUSG00000060981;ENSMUSG00000068220;ENSMUSG00000022579;ENSMUSG00000002985;ENSMUSG00000022912;ENSMUSG00000112449;ENSMUSG00000062380;ENSMUSG00000022479;ENSMUSG00000094338;ENSMUSG00000033684;ENSMUSG00000061615;ENSMUSG00000025225;ENSMUSG00000031444;ENSMUSG00000026110;ENSMUSG00000020183;ENSMUSG00000074272;ENSMUSG00000032000;ENSMUSG00000069301;ENSMUSG00000061878;ENSMUSG00000025007;ENSMUSG00000001827;ENSMUSG00000032079;ENSMUSG00000041445;ENSMUSG00000040434;ENSMUSG00000028766;ENSMUSG00000051650;ENSMUSG00000047638;ENSMUSG00000025854;ENSMUSG00000006517;ENSMUSG00000031490;ENSMUSG00000020642	True	True	0.6666666666666666	6	0.8333333333333334	0.6	5.0	0.08389632763157805	0.13624426505847903	0.14402201995614064	0.13624426505847903	0.08389632763157805	0.14402201995614064	0.930921052631579	True	True	0.11794968548632216	-0.020554875374936204	False	0.17426816604203507	Metabolism Of Proteins	True	True	True	True	True	False	4	method-supported, model-sensitive
kidney	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	0.10413449109356727	6	5	1	0.10413449109356727	6	5	1	0.006017511434906858	6.0	5.0	1.0	0.006017511434906858	6.0	5.0	1.0	1.5692434191437892	0.0	0.18035249582272625	ENSMUSG00000033860;ENSMUSG00000028001;ENSMUSG00000022868;ENSMUSG00000032083;ENSMUSG00000033831;ENSMUSG00000021922;ENSMUSG00000021091;ENSMUSG00000061780;ENSMUSG00000028108;ENSMUSG00000031328;ENSMUSG00000026193;ENSMUSG00000000049;ENSMUSG00000023224;ENSMUSG00000021253;ENSMUSG00000020689;ENSMUSG00000039239;ENSMUSG00000002603;ENSMUSG00000033880;ENSMUSG00000025784;ENSMUSG00000079015;ENSMUSG00000038224;ENSMUSG00000018593;ENSMUSG00000039196;ENSMUSG00000037419;ENSMUSG00000032849;ENSMUSG00000020717;ENSMUSG00000026547;ENSMUSG00000031380;ENSMUSG00000059481;ENSMUSG00000048583;ENSMUSG00000015143;ENSMUSG00000037206;ENSMUSG00000029368;ENSMUSG00000029372;ENSMUSG00000009281;ENSMUSG00000039109;ENSMUSG00000037411	True	True	0.8333333333333334	6	1.0	0.8333333333333334	6.0	0.10413449109356725	0.2790341847409357	0.13478274662280693	0.13478274662280693	0.10413449109356725	0.2790341847409357	0.9769736842105263	True	True	0.11133229877659576	0.026789886679079354	True	0.24062996069844123	Response To Elevated Platelet Cytosolic Ca2	True	True	True	True	True	False	4	method-supported, model-sensitive
kidney	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.09287803257668133	6	5	1	0.09287803257668133	6	5	1	0.004849653762634576	6.0	4.0	2.0	0.004849653762634576	6.0	4.0	2.0	1.3964580777452484	0.024266936299292215	0.42406856208575167	ENSMUSG00000029675;ENSMUSG00000006403;ENSMUSG00000004098;ENSMUSG00000027204;ENSMUSG00000031503;ENSMUSG00000031502;ENSMUSG00000026837;ENSMUSG00000031790;ENSMUSG00000026193;ENSMUSG00000022894;ENSMUSG00000000957;ENSMUSG00000001435;ENSMUSG00000001119;ENSMUSG00000020241;ENSMUSG00000017466;ENSMUSG00000005397;ENSMUSG00000031740;ENSMUSG00000032332;ENSMUSG00000048126;ENSMUSG00000016942;ENSMUSG00000059481;ENSMUSG00000035547;ENSMUSG00000024598;ENSMUSG00000006205;ENSMUSG00000025650;ENSMUSG00000038677;ENSMUSG00000058626	True	True	0.8333333333333334	6	1.0	0.8333333333333334	6.0	0.09287803257668131	0.08834285809941504	0.01812563179824555	0.08834285809941504	0.01812563179824555	0.09287803257668131	0.9506578947368421	True	True	0.11445046501177812	0.005195525754261025	True	0.045395409741029465	Degradation Of The Extracellular Matrix	True	True	True	True	True	False	4	method-supported, model-sensitive
kidney	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	0.0839337876619883	6	4	2	0.0839337876619883	6	4	2	0.013430286064977362	6.0	5.0	1.0	0.013430286064977362	6.0	5.0	1.0	1.5541759040696606	0.014623172103487065	0.18269239846314086	ENSMUSG00000018830;ENSMUSG00000033910;ENSMUSG00000035783;ENSMUSG00000028464;ENSMUSG00000028005;ENSMUSG00000029761;ENSMUSG00000022836;ENSMUSG00000117098;ENSMUSG00000022091;ENSMUSG00000059430;ENSMUSG00000067818;ENSMUSG00000032366	True	True	0.6666666666666666	6	0.8333333333333334	0.6	5.0	0.08393378766198828	0.07035369250309938	0.08772531406473684	0.08393378766198828	0.07035369250309938	0.08772531406473684	0.9342105263157895	True	True	0.10886092843047113	0.020430960083882992	True	0.1876794583552733	Smooth Muscle Contraction	True	True	True	True	True	False	4	method-supported, model-sensitive
kidney	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.09671900577485415	6	6	0	0.09671900577485415	6	6	0	0.00014203081546258347	6.0	3.0	3.0	0.00014203081546258347	6.0	3.0	3.0	1.2221748094702272	0.064	0.7284515084861853	ENSMUSG00000023067;ENSMUSG00000004098;ENSMUSG00000018604;ENSMUSG00000031503;ENSMUSG00000031502;ENSMUSG00000026837;ENSMUSG00000039115;ENSMUSG00000006445;ENSMUSG00000001119;ENSMUSG00000020241;ENSMUSG00000030110;ENSMUSG00000031217;ENSMUSG00000020689;ENSMUSG00000021493;ENSMUSG00000020911;ENSMUSG00000031740;ENSMUSG00000022048;ENSMUSG00000054364;ENSMUSG00000058672;ENSMUSG00000038264;ENSMUSG00000006777;ENSMUSG00000014599;ENSMUSG00000022623;ENSMUSG00000023043;ENSMUSG00000048126;ENSMUSG00000000555;ENSMUSG00000045136;ENSMUSG00000034220;ENSMUSG00000035775;ENSMUSG00000056427;ENSMUSG00000001473;ENSMUSG00000026413;ENSMUSG00000063531;ENSMUSG00000030123;ENSMUSG00000029622;ENSMUSG00000072235;ENSMUSG00000000782;ENSMUSG00000024501;ENSMUSG00000049382;ENSMUSG00000037185;ENSMUSG00000025789;ENSMUSG00000039952;ENSMUSG00000039457;ENSMUSG00000023004;ENSMUSG00000041417;ENSMUSG00000025810;ENSMUSG00000039252;ENSMUSG00000038894;ENSMUSG00000034282;ENSMUSG00000001300;ENSMUSG00000031284;ENSMUSG00000062380;ENSMUSG00000039116;ENSMUSG00000020176;ENSMUSG00000023039;ENSMUSG00000030616;ENSMUSG00000038119;ENSMUSG00000040606;ENSMUSG00000034957	True	True	1.0	6	1.0	1.0	6.0	0.09671900577485411	0.03257838790935687	0.047609347880117135	0.047609347880117135	0.03257838790935687	0.09671900577485411	0.9539473684210527	True	True	0.10212072082066871	0.015984859421365325	True	0.15652905005866422	Developmental Biology	True	True	True	True	True	False	4	method-supported, model-sensitive
