tissue	term	effect_seed2020	effect_seed2021	effect_seed2022	short_label	evidence_role	curated_pathway	family_representative	primary_absolute_percentile	all_three_seeds_available	all_three_direction_concordant	seed_effect_median	seed_effect_minimum	seed_effect_maximum
liver	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-0.0869364382487017	-0.09047132135008905	-0.0933648032369189			False	False	0.8930635838150289	True	True	-0.09047132135008905	-0.0933648032369189	-0.0869364382487017
liver	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.005686452916800558	-0.01647444784487155	-0.03582651966071354			False	False	0.48265895953757226	True	False	-0.01647444784487155	-0.03582651966071354	0.005686452916800558
liver	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	-0.024854487425135387	-0.042233070272791974	-0.030733800086291008			False	False	0.6242774566473989	True	True	-0.030733800086291008	-0.042233070272791974	-0.024854487425135387
liver	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.006416521540217474	-0.000192402955480242	0.0710098441347321			False	False	0.49421965317919075	True	False	0.006416521540217474	-0.000192402955480242	0.0710098441347321
liver	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.002321288830689814	-0.0018765802810645292	-0.004714458337904398			False	False	0.3959537572254335	True	False	-0.0018765802810645292	-0.004714458337904398	0.002321288830689814
liver	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	-0.0015263963848523667	0.005690551841846752	0.0017671000252223027			False	False	0.33236994219653176	True	False	0.0017671000252223027	-0.0015263963848523667	0.005690551841846752
liver	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	-0.0002036849829017623	-0.0012635499390435444	0.07314916938575167			False	False	0.09248554913294797	True	False	-0.0002036849829017623	-0.0012635499390435444	0.07314916938575167
liver	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	6.660184596900137e-05	-0.004201040421492916	0.001222911507354758			False	False	0.03468208092485549	True	False	6.660184596900137e-05	-0.004201040421492916	0.001222911507354758
liver	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	-0.0014707423879157778	-0.005979634155537922	0.0023251587531639257			False	False	0.3236994219653179	True	False	-0.0014707423879157778	-0.005979634155537922	0.0023251587531639257
liver	R-MMU-2559583_CELLULAR_SENESCENCE	-0.007436491473279944	0.008414763745395803	-0.020806940482406323			False	False	0.5144508670520231	True	False	-0.007436491473279944	-0.020806940482406323	0.008414763745395803
liver	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	0.05609987607450453	-0.02951530507170606	-0.004243610557166289			False	False	0.7832369942196532	True	False	-0.004243610557166289	-0.02951530507170606	0.05609987607450453
liver	R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	0.001849055703283731	0.002967138756038128	0.001440924920889083			False	False	0.37572254335260113	True	True	0.001849055703283731	0.001440924920889083	0.002967138756038128
liver	R-MMU-2672351_STIMULI_SENSING_CHANNELS	0.002954941329228845	-0.006125270222160898	0.020237394751108966			False	False	0.4277456647398844	True	False	0.002954941329228845	-0.006125270222160898	0.020237394751108966
liver	R-MMU-2682334_EPH_EPHRIN_SIGNALING	0.00047547107656769683	-0.002246126109594362	0.0248076571177559			False	False	0.1791907514450867	True	False	0.00047547107656769683	-0.002246126109594362	0.0248076571177559
liver	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.0286531807197699	0.04646102508672208	0.06302015962662026			False	False	0.6502890173410405	True	True	0.04646102508672208	0.0286531807197699	0.06302015962662026
liver	R-MMU-2990846_SUMOYLATION	-0.057373893337255046	-0.00043923051135133956	0.06916078954377299			False	False	0.7976878612716763	True	False	-0.00043923051135133956	-0.057373893337255046	0.06916078954377299
liver	R-MMU-2995410_NUCLEAR_ENVELOPE_NE_REASSEMBLY	7.132351794553955e-05		0.00042073140106141485			False	False	0.03757225433526012	False	True	0.0002460274595034772	7.132351794553955e-05	0.00042073140106141485
