tissue	method	accession	term	effect	project
thymus	expimap	OSD-457	R-MMU-72649_TRANSLATION_INITIATION_COMPLEX_FORMATION	0.007283799549166667	MHU-3
thymus	expimap	OSD-457	R-MMU-72662_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	-0.001922163041666666	MHU-3
thymus	expimap	OSD-457	R-MMU-72689_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS	-0.11267965083333337	MHU-3
thymus	expimap	OSD-457	R-MMU-72706_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT	-0.009442117349999998	MHU-3
thymus	expimap	OSD-457	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	-0.022207824999999737	MHU-3
thymus	expimap	OSD-457	R-MMU-73884_BASE_EXCISION_REPAIR	-0.002271513583333334	MHU-3
thymus	expimap	OSD-457	R-MMU-73886_CHROMOSOME_MAINTENANCE	-0.10357841350833333	MHU-3
thymus	expimap	OSD-457	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	0.1570162075	MHU-3
thymus	expimap	OSD-457	R-MMU-73894_DNA_REPAIR	-0.5211308550000007	MHU-3
thymus	expimap	OSD-457	R-MMU-73927_DEPURINATION	-0.006617222608333333	MHU-3
thymus	expimap	OSD-457	R-MMU-73929_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	-0.005631546841666665	MHU-3
thymus	expimap	OSD-457	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	-0.1219252833333333	MHU-3
thymus	expimap	OSD-457	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.24792055166666682	MHU-3
thymus	expimap	OSD-457	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.2647042833333333	MHU-3
thymus	expimap	OSD-457	R-MMU-774815_NUCLEOSOME_ASSEMBLY	-0.00025886540000000235	MHU-3
thymus	expimap	OSD-457	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	-0.2990241899999999	MHU-3
thymus	expimap	OSD-457	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.019732727766666666	MHU-3
thymus	expimap	OSD-457	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.15817238499999997	MHU-3
thymus	expimap	OSD-457	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.09101618416666662	MHU-3
thymus	expimap	OSD-457	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	-0.0045481765833333306	MHU-3
thymus	expimap	OSD-457	R-MMU-8939211_ESR_MEDIATED_SIGNALING	-0.2937120701375	MHU-3
thymus	expimap	OSD-457	R-MMU-8951664_NEDDYLATION	-0.42976610336666665	MHU-3
thymus	expimap	OSD-457	R-MMU-8953854_METABOLISM_OF_RNA	-0.07667791666666668	MHU-3
thymus	expimap	OSD-457	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	-0.06181523666666672	MHU-3
thymus	expimap	OSD-457	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	0.13917844166666615	MHU-3
thymus	expimap	OSD-457	R-MMU-8957322_METABOLISM_OF_STEROIDS	-0.34475419745833336	MHU-3
thymus	expimap	OSD-457	R-MMU-8978868_FATTY_ACID_METABOLISM	0.01782770583333343	MHU-3
thymus	expimap	OSD-457	R-MMU-8980692_RHOA_GTPASE_CYCLE	-0.3866202933333333	MHU-3
thymus	expimap	OSD-457	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.18359290249999993	MHU-3
thymus	expimap	OSD-457	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	0.09956040416666662	MHU-3
thymus	expimap	OSD-457	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.08402244166666661	MHU-3
thymus	expimap	OSD-457	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.011545314083333338	MHU-3
thymus	expimap	OSD-457	R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	0.04675541668333334	MHU-3
thymus	expimap	OSD-457	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.01133620758333333	MHU-3
thymus	expimap	OSD-457	R-MMU-9012999_RHO_GTPASE_CYCLE	-0.435543185	MHU-3
thymus	expimap	OSD-457	R-MMU-9013026_RHOB_GTPASE_CYCLE	0.03450527291666666	MHU-3
thymus	expimap	OSD-457	R-MMU-9013106_RHOC_GTPASE_CYCLE	-0.0031399265166666673	MHU-3
thymus	expimap	OSD-457	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.007876591194166668	MHU-3
thymus	expimap	OSD-457	R-MMU-9013149_RAC1_GTPASE_CYCLE	-0.002065600416666674	MHU-3
thymus	expimap	OSD-457	R-MMU-9013404_RAC2_GTPASE_CYCLE	-0.011003328493333336	MHU-3
thymus	expimap	OSD-457	R-MMU-9013406_RHOQ_GTPASE_CYCLE	-0.015844079341666664	MHU-3
thymus	expimap	OSD-457	R-MMU-9013423_RAC3_GTPASE_CYCLE	0.005780355041666666	MHU-3
thymus	expimap	OSD-457	R-MMU-913531_INTERFERON_SIGNALING	0.024584106075	MHU-3
thymus	expimap	OSD-457	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	-0.0074490250000000535	MHU-3
thymus	expimap	OSD-457	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	-0.0018759354000000002	MHU-3
thymus	expimap	OSD-457	R-MMU-9612973_AUTOPHAGY	-0.06937119166666664	MHU-3
thymus	expimap	OSD-457	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.004661479728333334	MHU-3
thymus	expimap	OSD-457	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	-0.0019230027249999997	MHU-3
thymus	expimap	OSD-457	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.09475848666666675	MHU-3
thymus	expimap	OSD-457	R-MMU-9696270_RND2_GTPASE_CYCLE	8.140140833333333e-05	MHU-3
thymus	expimap	OSD-457	R-MMU-9696273_RND1_GTPASE_CYCLE	0.012943770833333368	MHU-3
thymus	expimap	OSD-457	R-MMU-9709957_SENSORY_PERCEPTION	-0.036470998333333365	MHU-3
thymus	expimap	OSD-457	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.0119140303375	MHU-3
thymus	expimap	OSD-457	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.04284734489166667	MHU-3
thymus	expimap	OSD-457	R-MMU-9748784_DRUG_ADME	0.08404406666666686	MHU-3
thymus	expimap	OSD-457	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	-0.028195734378333337	MHU-3
thymus	expimap	OSD-457	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.0043455884075	MHU-3
thymus	expimap	OSD-457	R-MMU-975871_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.004177122683333333	MHU-3
thymus	expimap	OSD-457	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.0022831752499999913	MHU-3
thymus	expimap	OSD-457	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	-0.008375695541666669	MHU-3
thymus	expimap	OSD-457	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.038380139083333334	MHU-3
thymus	expimap	OSD-457	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.01345042765	MHU-3
thymus	expimap	OSD-457	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	-0.0033148974999999137	MHU-3
thymus	expimap	OSD-457	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	-0.071098701775	MHU-3
thymus	expimap	OSD-457	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.07011947500000026	MHU-3
thymus	expimap	OSD-457	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.0159782355	MHU-3
thymus	expimap	OSD-457	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.048141210000000045	MHU-3
thymus	expimap	OSD-457	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.052823633333333175	MHU-3
thymus	expimap	OSD-457	R-MMU-983189_KINESINS	0.0037329260066666673	MHU-3
thymus	expimap	OSD-457	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.10962000583333337	MHU-3
thymus	expimap	OSD-457	R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	-0.013739385283333332	MHU-3
thymus	expimap	OSD-457	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.058732095250000005	MHU-3
thymus	expimap	OSD-457	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.17870731750000013	MHU-3
thymus	expimap	OSD-457	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	0.009584226891666665	MHU-3
thymus	expimap	OSD-457	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.0016005615416666633	MHU-3
thymus	expimap	OSD-457	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	0.011551134141666666	MHU-3
thymus	expimap	OSD-457	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.4033350583333335	MHU-3
thymus	expimap	OSD-457	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.0025556841191666678	MHU-3
thymus	expimap	OSD-457	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	0.004009331123333334	MHU-3
thymus	expimap	OSD-457	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.017365293166666667	MHU-3
thymus	expimap	OSD-457	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.003857837583333329	MHU-3
thymus	expimap	OSD-457	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	-0.00018498341666666786	MHU-3
thymus	expimap	OSD-457	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.16988920608333336	MHU-3
thymus	expimap	OSD-457	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.0036776136416666674	MHU-3
thymus	expimap	OSD-457	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.013796161829166669	MHU-3
thymus	expimap	OSD-457	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	-0.02011238333333365	MHU-3
thymus	expimap	OSD-457	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	-0.0003993424166666669	MHU-3
thymus	expimap	OSD-457	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	-0.006422903166666671	MHU-3
thymus	expimap	OSD-457	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	-0.11001085958333333	MHU-3
thymus	expimap	OSD-457	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	-0.08200649166666674	MHU-3
thymus	expimap	OSD-515	R-MMU-109581_APOPTOSIS	-0.17802516700000037	RR-23
thymus	expimap	OSD-515	R-MMU-109582_HEMOSTASIS	0.4418766860000001	RR-23
thymus	expimap	OSD-515	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	0.002311949100000002	RR-23
thymus	expimap	OSD-515	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	-0.006924032284	RR-23
thymus	expimap	OSD-515	R-MMU-111885_OPIOID_SIGNALLING	-0.0041333492619999995	RR-23
thymus	expimap	OSD-515	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	-0.2131886707	RR-23
thymus	expimap	OSD-515	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.08926903900000005	RR-23
thymus	expimap	OSD-515	R-MMU-112316_NEURONAL_SYSTEM	0.22328143000000034	RR-23
thymus	expimap	OSD-515	R-MMU-114608_PLATELET_DEGRANULATION	0.335361194	RR-23
thymus	expimap	OSD-515	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	0.11244277399999991	RR-23
thymus	expimap	OSD-515	R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-0.004477389940000007	RR-23
thymus	expimap	OSD-515	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	-0.07512402100000004	RR-23
thymus	expimap	OSD-515	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.36026194	RR-23
thymus	expimap	OSD-515	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-0.11530470999999998	RR-23
thymus	expimap	OSD-515	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	-0.2987221600000003	RR-23
thymus	expimap	OSD-515	R-MMU-1296071_POTASSIUM_CHANNELS	-0.22030652700000003	RR-23
thymus	expimap	OSD-515	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	0.01719284358	RR-23
thymus	expimap	OSD-515	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	0.0013066533930000002	RR-23
thymus	expimap	OSD-515	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.20020105	RR-23
thymus	expimap	OSD-515	R-MMU-1430728_METABOLISM	0.44044753999999964	RR-23
thymus	expimap	OSD-515	R-MMU-1433557_SIGNALING_BY_SCF_KIT	-0.01199421149999999	RR-23
thymus	expimap	OSD-515	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.13696789499999995	RR-23
thymus	expimap	OSD-515	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	0.21410767699999989	RR-23
thymus	expimap	OSD-515	R-MMU-1474290_COLLAGEN_FORMATION	-0.432646035	RR-23
thymus	expimap	OSD-515	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	0.111109762	RR-23
thymus	expimap	OSD-515	R-MMU-1500931_CELL_CELL_COMMUNICATION	-0.19110903499999998	RR-23
thymus	expimap	OSD-515	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	0.05278835659000004	RR-23
thymus	expimap	OSD-515	R-MMU-157118_SIGNALING_BY_NOTCH	-0.18979055513999998	RR-23
thymus	expimap	OSD-515	R-MMU-157579_TELOMERE_MAINTENANCE	-0.5614375286000001	RR-23
thymus	expimap	OSD-515	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	-0.00395296526	RR-23
thymus	expimap	OSD-515	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	-0.9586615286	RR-23
thymus	expimap	OSD-515	R-MMU-162582_SIGNAL_TRANSDUCTION	0.3476714100000007	RR-23
thymus	expimap	OSD-515	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	-0.32606001399999984	RR-23
thymus	expimap	OSD-515	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.07071487900000012	RR-23
thymus	expimap	OSD-515	R-MMU-1640170_CELL_CYCLE	-0.5630128940000001	RR-23
thymus	expimap	OSD-515	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.013593171599999995	RR-23
thymus	expimap	OSD-515	R-MMU-166058_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.006807536609999994	RR-23
thymus	expimap	OSD-515	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	0.12172474099999997	RR-23
thymus	expimap	OSD-515	R-MMU-166520_SIGNALING_BY_NTRKS	0.0009790913879999998	RR-23
thymus	expimap	OSD-515	R-MMU-166658_COMPLEMENT_CASCADE	-0.054289082200000005	RR-23
thymus	expimap	OSD-515	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.250421607	RR-23
thymus	expimap	OSD-515	R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	-0.007035218398	RR-23
thymus	expimap	OSD-515	R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	0.006060174525629999	RR-23
thymus	expimap	OSD-515	R-MMU-168176_TOLL_LIKE_RECEPTOR_5_TLR5_CASCADE	-0.0029152937799999997	RR-23
thymus	expimap	OSD-515	R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	0.005040752432	RR-23
thymus	expimap	OSD-515	R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	0.005015339400000006	RR-23
thymus	expimap	OSD-515	R-MMU-168188_TOLL_LIKE_RECEPTOR_TLR6_TLR2_CASCADE	-0.015771910040000003	RR-23
thymus	expimap	OSD-515	R-MMU-168249_INNATE_IMMUNE_SYSTEM	0.11496525379999997	RR-23
thymus	expimap	OSD-515	R-MMU-168256_IMMUNE_SYSTEM	0.29087701000000044	RR-23
thymus	expimap	OSD-515	R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.03410432475399998	RR-23
thymus	expimap	OSD-515	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.008694874000000019	RR-23
thymus	expimap	OSD-515	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.2723320225000001	RR-23
thymus	expimap	OSD-515	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.17355619819999996	RR-23
thymus	expimap	OSD-515	R-MMU-177929_SIGNALING_BY_EGFR	-0.005214067325999966	RR-23
thymus	expimap	OSD-515	R-MMU-181438_TOLL_LIKE_RECEPTOR_2_TLR2_CASCADE	-0.004958249231	RR-23
thymus	expimap	OSD-515	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	-0.0025564219000000013	RR-23
thymus	expimap	OSD-515	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.025040544188000002	RR-23
thymus	expimap	OSD-515	R-MMU-194138_SIGNALING_BY_VEGF	0.027058913600000005	RR-23
thymus	expimap	OSD-515	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	-0.15537135000000002	RR-23
thymus	expimap	OSD-515	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.19738207989999998	RR-23
thymus	expimap	OSD-515	R-MMU-195721_SIGNALING_BY_WNT	-0.12352745100000007	RR-23
thymus	expimap	OSD-515	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	-0.2494643695	RR-23
thymus	expimap	OSD-515	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	-0.07933987000000009	RR-23
thymus	expimap	OSD-515	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	-0.5936438390000001	RR-23
thymus	expimap	OSD-515	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.028409184899999995	RR-23
thymus	expimap	OSD-515	R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	0.0023887802249999996	RR-23
thymus	expimap	OSD-515	R-MMU-199991_MEMBRANE_TRAFFICKING	-0.25243899199999986	RR-23
thymus	expimap	OSD-515	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.11543674300000001	RR-23
thymus	expimap	OSD-515	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	-0.21422034600000006	RR-23
thymus	expimap	OSD-515	R-MMU-202403_TCR_SIGNALING	-0.06783485999999983	RR-23
thymus	expimap	OSD-515	R-MMU-202427_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.12635865699999999	RR-23
thymus	expimap	OSD-515	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	-0.2167440618	RR-23
thymus	expimap	OSD-515	R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	0.0067266398129999985	RR-23
thymus	expimap	OSD-515	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.01842939178	RR-23
thymus	expimap	OSD-515	R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.07089944000000004	RR-23
thymus	expimap	OSD-515	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.09766964000000011	RR-23
thymus	expimap	OSD-515	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	-0.00818738554	RR-23
thymus	expimap	OSD-515	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.613252947	RR-23
thymus	expimap	OSD-515	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	-0.207377449	RR-23
thymus	expimap	OSD-515	R-MMU-2142753_ARACHIDONATE_METABOLISM	0.28499651099999984	RR-23
thymus	expimap	OSD-515	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.06343790857	RR-23
thymus	expimap	OSD-515	R-MMU-2168880_SCAVENGING_OF_HEME_FROM_PLASMA	0.7259860899999999	RR-23
thymus	expimap	OSD-515	R-MMU-2172127_DAP12_INTERACTIONS	-0.17970369699999988	RR-23
thymus	expimap	OSD-515	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-0.08349656430000008	RR-23
thymus	expimap	OSD-515	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	-0.008172301513	RR-23
thymus	expimap	OSD-515	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	-0.037225505699999994	RR-23
thymus	expimap	OSD-515	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	-0.17373105300000047	RR-23
thymus	expimap	OSD-515	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	-0.009165307100000006	RR-23
thymus	expimap	OSD-515	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	-0.3150454739999999	RR-23
thymus	expimap	OSD-515	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	0.016974858405	RR-23
thymus	expimap	OSD-515	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.015372941920000001	RR-23
thymus	expimap	OSD-515	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	-0.08396979269999999	RR-23
thymus	expimap	OSD-515	R-MMU-2559583_CELLULAR_SENESCENCE	0.21957333870000006	RR-23
thymus	expimap	OSD-515	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	-1.3995457530000004	RR-23
thymus	expimap	OSD-515	R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	-0.012807805573999999	RR-23
thymus	expimap	OSD-515	R-MMU-2672351_STIMULI_SENSING_CHANNELS	0.17551086100000007	RR-23
thymus	expimap	OSD-515	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.10756019000000006	RR-23
thymus	expimap	OSD-515	R-MMU-2990846_SUMOYLATION	-0.04316291299000001	RR-23
thymus	expimap	OSD-515	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.09165861000000008	RR-23
thymus	expimap	OSD-515	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	0.020518798977999998	RR-23
thymus	expimap	OSD-515	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	-0.0006292633440000003	RR-23
thymus	expimap	OSD-515	R-MMU-3214847_HATS_ACETYLATE_HISTONES	-0.038125196099999994	RR-23
thymus	expimap	OSD-515	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	0.0022553076996	RR-23
thymus	expimap	OSD-515	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	-1.047301549	RR-23
thymus	expimap	OSD-515	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	-0.014564187399999998	RR-23
thymus	expimap	OSD-515	R-MMU-372790_SIGNALING_BY_GPCR	0.28169655299999985	RR-23
thymus	expimap	OSD-515	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	-0.22049037850000003	RR-23
thymus	expimap	OSD-515	R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	-0.0032962605099999998	RR-23
thymus	expimap	OSD-515	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.22069889577	RR-23
thymus	expimap	OSD-515	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.14531534300000026	RR-23
thymus	expimap	OSD-515	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	-0.00207030997	RR-23
thymus	expimap	OSD-515	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.11053797600000026	RR-23
thymus	expimap	OSD-515	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.45073973	RR-23
thymus	expimap	OSD-515	R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.07692034830000001	RR-23
thymus	expimap	OSD-515	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	-0.07782606000000003	RR-23
thymus	expimap	OSD-515	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	-0.065729661	RR-23
thymus	expimap	OSD-515	R-MMU-389948_CO_INHIBITION_BY_PD_1	-0.045461381999999995	RR-23
thymus	expimap	OSD-515	R-MMU-392499_METABOLISM_OF_PROTEINS	-0.2170516599999992	RR-23
thymus	expimap	OSD-515	R-MMU-397014_MUSCLE_CONTRACTION	0.2807485485000001	RR-23
