tissue	term	within_accession_unadjusted_effect	composition_proxy_adjusted_effect	adjusted_direction_matches_unadjusted	absolute_effect_ratio_adjusted_to_unadjusted	absolute_attenuation_fraction	short_label	evidence_role	family_representative	curated_pathway
skin	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	-0.005633353652925038	-0.004585306485119163	True	0.813956795121199	0.186043204878801			False	False
skin	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	0.020568226856129492	0.018550920893321526	True	0.9019212508244583	0.09807874917554171			False	False
skin	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.08601609421090946	0.07185030793801855	True	0.8353123749358262	0.16468762506417378			False	False
skin	R-MMU-1430728_METABOLISM	-0.06544687002714074	-0.04644718223485902	True	0.7096929496490425	0.2903070503509575			False	False
skin	R-MMU-1442490_COLLAGEN_DEGRADATION	0.06632013704757278	-0.014001967579232905	False	0.2111269397587193	0.7888730602412807			False	False
skin	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.23089088886272188	0.14734807934782154	True	0.6381719091368243	0.3618280908631757			False	False
skin	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.06370472752516025	-0.05800284780405453	True	0.9104951870510118	0.08950481294898815			False	False
skin	R-MMU-1474290_COLLAGEN_FORMATION	-0.04196378832107199	-0.10333668970672452	True	2.462520516881797	-1.462520516881797			False	False
skin	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	-0.11789854925207884	-0.07682860070096786	True	0.6516500939863192	0.34834990601368077			False	False
skin	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	-0.14827563400773444	-0.07361088994239395	True	0.4964463003985821	0.5035536996014178			False	False
skin	R-MMU-1500931_CELL_CELL_COMMUNICATION	0.1781323556440872	0.1332075834082609	True	0.7478011668717439	0.2521988331282561			False	False
skin	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	-0.3010765618494488	-0.22044907120172919	True	0.7322026990329562	0.2677973009670438	Phase II detoxification	context_sensitive	True	True
skin	R-MMU-156590_GLUTATHIONE_CONJUGATION	0.36033707948256494	0.31762062548807396	True	0.8814541815795622	0.11854581842043777			False	False
skin	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	0.12009370713973715	0.026711124755676885	True	0.22241902087839363	0.7775809791216064			False	False
skin	R-MMU-157579_TELOMERE_MAINTENANCE	-0.010425063565516968	-0.008613426943092197	True	0.8262229663119628	0.1737770336880372			False	False
skin	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.15354618864534036	0.1300613199585447	True	0.8470501358972784	0.1529498641027216			False	False
skin	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	-0.46354366636971256	-0.34770696687301406	True	0.7501061757484793	0.24989382425152074			False	False
skin	R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	-0.06750635653202604	-0.06390303343396644	True	0.9466224621921326	0.05337753780786736			False	False
skin	R-MMU-162582_SIGNAL_TRANSDUCTION	0.1585333753658175	0.10930800058139185	True	0.6894951951231875	0.31050480487681253			False	False
skin	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	0.08092577923968075	0.01335282791479263	True	0.16500091862254532	0.8349990813774547			False	False
skin	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	-0.13996557224783207	-0.13608018721330892	True	0.9722404233260774	0.027759576673922592			False	False
skin	R-MMU-1632852_MACROAUTOPHAGY	0.19960089584136118	0.16750020695487328	True	0.8391756271875609	0.1608243728124391			False	False
skin	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	-0.0033198690010169726	-0.039226098354823075	True	11.815556078510019	-10.815556078510019			False	False
skin	R-MMU-1638074_KERATAN_SULFATE_KERATIN_METABOLISM	0.193885231026848	0.13815201525432044	True	0.7125453265452181	0.28745467345478193			False	False
skin	R-MMU-1638091_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	-0.0019072696266192537	-0.0013902872963490794	True	0.7289411402274802	0.27105885977251976			False	False
skin	R-MMU-1640170_CELL_CYCLE	-0.37404122257656747	-0.290534046057971	True	0.7767433868829732	0.22325661311702683			False	False
skin	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.04206902589900381	0.04541837592649249	True	1.079615583102151	-0.079615583102151			False	False
skin	R-MMU-1660662_GLYCOSPHINGOLIPID_METABOLISM	0.011626715110238972	0.00028060465975076313	True	0.024134474534742056	0.975865525465258			False	False
skin	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	-0.003231478282417935	-0.0025607869424383576	True	0.7924506119602523	0.20754938803974765			False	False
skin	R-MMU-166658_COMPLEMENT_CASCADE	0.09915146173616048	0.03787209411503005	True	0.3819620351720757	0.6180379648279243			False	False
skin	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	-0.0314015982591779	-0.02735963269674397	True	0.8712815338546482	0.12871846614535176			False	False
skin	R-MMU-168249_INNATE_IMMUNE_SYSTEM	0.3586807112326399	0.14520694243408536	True	0.40483621752356874	0.5951637824764313			False	False
skin	R-MMU-168256_IMMUNE_SYSTEM	0.022969616475803725	0.009812044261320287	True	0.42717492787292854	0.5728250721270715			False	False
skin	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.11376364285032609	0.09185204390762278	True	0.8073936594002052	0.19260634059979476			False	False
skin	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	-0.09919308142886889	-0.09556049082262472	True	0.9633785889709546	0.03662141102904537			False	False
skin	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	-0.05804875064178539	-0.05572330917543392	True	0.9599398533018979	0.040060146698102095			False	False
skin	R-MMU-177929_SIGNALING_BY_EGFR	-0.04570268555513474	-0.035937740097434494	True	0.7863376005350928	0.21366239946490717			False	False
skin	R-MMU-186797_SIGNALING_BY_PDGF	-0.07776172526495713	-0.08714097052934361	True	1.1206151899591814	-0.12061518995918141			False	False
skin	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	-0.530747121737926	-0.4642899663317155	True	0.8747856508602491	0.12521434913975094	Gap-junction trafficking	complementary	True	True
skin	R-MMU-191273_CHOLESTEROL_BIOSYNTHESIS	-0.18534290348223523	-0.13699855048815357	True	0.739162643479817	0.26083735652018303			False	False
skin	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.21933421898628178	0.19322076886623565	True	0.8809421975251414	0.11905780247485864			False	False
skin	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	-0.005382694681263968	-0.013851926118668034	True	2.5734185085555166	-1.5734185085555166			False	False
skin	R-MMU-194138_SIGNALING_BY_VEGF	0.040208184974686555	0.01623864030633724	True	0.40386404699840167	0.5961359530015984			False	False
skin	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	-0.3299435838904429	-0.23123544109031757	True	0.7008332708391105	0.2991667291608895			False	False
skin	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.2897737982802852	-0.24326912899861783	True	0.8395138913260698	0.1604861086739302			False	False
skin	R-MMU-195721_SIGNALING_BY_WNT	-0.18072173836687308	-0.09989786924698593	True	0.5527717370900277	0.4472282629099723			False	False
skin	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	-0.021787912457040867	-0.014146623555487101	True	0.6492876994700588	0.3507123005299412			False	False
skin	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.2164912175239179	0.15067201022111357	True	0.695972852591433	0.30402714740856696			False	False
skin	R-MMU-1971475_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	-0.1460229197957264	-0.1285529153035835	True	0.880361216468059	0.11963878353194102			False	False
skin	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.003980106452332697	-0.01769986993792726	False	4.447084556633795	-3.4470845566337953			False	False
skin	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	-0.18163624308413534	-0.16057825676900364	True	0.8840650634610545	0.11593493653894549			False	False
skin	R-MMU-199991_MEMBRANE_TRAFFICKING	-0.26780847304480276	-0.17266753253268824	True	0.6447426049279703	0.3552573950720297			False	False
skin	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.06383605505012287	-0.06938462209291386	True	1.086919015256102	-0.0869190152561019			False	False
skin	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.07707071984130814	0.043946144038369994	True	0.5702054441538493	0.42979455584615067			False	False
skin	R-MMU-202403_TCR_SIGNALING	-0.09573540178307191	-0.07629531192968896	True	0.7969393819703968	0.20306061802960318			False	False
skin	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.10757769061016247	0.04597911367358077	True	0.4274037991780174	0.5725962008219826			False	False
skin	R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.29504913391614374	0.26756442463818847	True	0.9068470091297854	0.09315299087021456			True	False
skin	R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	-0.1706701246535723	-0.14246693503757263	True	0.8347502840743407	0.1652497159256593			False	False
skin	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	-0.00041274011058484974	-0.00010509656247175268	True	0.2546313279870755	0.7453686720129244			False	False
skin	R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.18272577802520795	0.12260743465608846	True	0.6709914494887205	0.32900855051127953			False	False
skin	R-MMU-211897_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.027053717288520757	0.04544717516767074	True	1.679886526608843	-0.679886526608843			False	False
skin	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.12206844865963523	-0.0644928787928964	True	0.5283337299773719	0.47166627002262806			False	False
skin	R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.021079210182351104	0.012769300849296377	True	0.6057770067679136	0.3942229932320864			False	False
skin	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	-0.19459196988874736	-0.15426450578765366	True	0.7927588475302972	0.20724115246970276			False	False
skin	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.1362535390241513	-0.11162320902917182	True	0.819231631182705	0.18076836881729497			False	False
skin	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	-0.09747614501990275	-0.07994033277926217	True	0.8201015003510849	0.17989849964891513			False	False
skin	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	-0.015489709488025773	-0.06670437568494975	True	4.306367123057741	-3.3063671230577407			False	False
skin	R-MMU-2142753_ARACHIDONATE_METABOLISM	0.07318081615419342	0.06444567984390595	True	0.8806362545631855	0.1193637454368145			False	False
skin	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.031922918072685325	-0.025020607107714705	False	0.7837819541041098	0.21621804589589022			False	False
skin	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.04332572306043151	0.0007853429254654123	True	0.018126481683179336	0.9818735183168207			False	False
skin	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	-0.08733646015711163	-0.047448149166216314	True	0.5432799667041772	0.4567200332958228			False	False
skin	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	-0.4405901161402395	-0.33098629934142254	True	0.7512340545471289	0.24876594545287112			True	False
skin	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	-0.06907356953952927	-0.049268489473396945	True	0.7132755669330464	0.2867244330669536			False	False
skin	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	-0.005542346779344789	-0.005330093283439791	True	0.9617033173210986	0.038296682678901406			False	False
skin	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	-0.0010854093091847026	-0.0009713510969893914	True	0.894916865711254	0.10508313428874605			False	False
skin	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	-0.0018969291368705378	-0.0007607241917652102	True	0.4010293146850052	0.5989706853149948			False	False
skin	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	0.014185974815563187	0.012110581657090972	True	0.8537010543543799	0.14629894564562007			False	False
skin	R-MMU-2559583_CELLULAR_SENESCENCE	-0.13793608643002353	-0.10595213722272336	True	0.7681248610491354	0.23187513895086465			False	False
skin	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	-0.4283096736332036	-0.3161875893919757	True	0.7382219194580996	0.26177808054190044			False	False
skin	R-MMU-2672351_STIMULI_SENSING_CHANNELS	-0.28144093811769616	-0.21290206813137133	True	0.7564715693291838	0.2435284306708162			False	False
skin	R-MMU-2682334_EPH_EPHRIN_SIGNALING	-0.015345937434696998	-0.012624041075157152	True	0.8226308186695934	0.17736918133040658			False	False
skin	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.3807609965345351	0.2592739005189279	True	0.6809360803199067	0.3190639196800933			False	False
skin	R-MMU-2990846_SUMOYLATION	-0.16254812640697952	-0.12354177589003114	True	0.7600319894227122	0.23996801057728778			False	False
skin	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.11503522875685994	0.06716522675794172	True	0.5838665901199978	0.41613340988000225			False	False
skin	R-MMU-3000178_ECM_PROTEOGLYCANS	-0.002861390724952337	0.0006233270043394776	False	0.2178405762288408	0.7821594237711592			False	False
skin	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	-0.06078158115762919	-0.05697015994242256	True	0.937293154560718	0.06270684543928196			False	False
skin	R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	0.0006766715960212063	0.0006480144443483262	True	0.9576498380582505	0.042350161941749453			False	False
skin	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	0.0021439209402521436	0.004255124879673521	True	1.984739642112494	-0.9847396421124941			False	False
skin	R-MMU-3214847_HATS_ACETYLATE_HISTONES	-0.0005541756933962406	-0.0009339508837982752	True	1.685297451561976	-0.6852974515619761			False	False
skin	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	0.00797521129731921	0.0027243265620391912	True	0.34159929567696184	0.6584007043230382			False	False
skin	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	-0.8351648159273835	-0.7061447980125551	True	0.8455155013066948	0.15448449869330516	Chromatin-modifying enzymes	complementary	True	True
skin	R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	0.001170366488328002	0.0023544628018021267	True	2.011731218625148	-1.011731218625148			False	False
skin	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	0.1819352213785619	0.14141902732188377	True	0.7773042858349345	0.2226957141650655			False	False
skin	R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.12352796375187369	0.11699743355353198	True	0.947133183451001	0.05286681654899905			False	False
skin	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	-0.009227054980944909	-0.010939367571468522	True	1.1855752018449837	-0.18557520184498366			False	False
skin	R-MMU-372790_SIGNALING_BY_GPCR	0.17372731138916106	0.09014038803259085	True	0.5188613541060922	0.48113864589390776			False	False
skin	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	-0.03928239792319177	-0.10966855742688009	True	2.791798953854936	-1.791798953854936			False	False
skin	R-MMU-373755_SEMAPHORIN_INTERACTIONS	-0.08251852704479248	-0.06670694049741893	True	0.8083874359658559	0.19161256403414406			False	False
skin	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.24500112860984447	0.18871311719259967	True	0.7702540729643681	0.2297459270356319			False	False
skin	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.015040551358679325	-0.033690368754452305	True	2.239968997879249	-1.2399689978792492			False	False
skin	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.09880762098523192	0.05527428447641408	True	0.5594131700091791	0.4405868299908209			False	False
skin	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.04749820595916103	0.042707935954229156	True	0.8991484013301355	0.10085159866986448			False	False
skin	R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	-0.1662351928436858	-0.1347068742676467	True	0.8103390862265502	0.18966091377344985			False	False
skin	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	0.24549503564376696	0.18354073396965734	True	0.7476352158745471	0.25236478412545293			False	False
skin	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	0.01800336444804454	0.016764312585906407	True	0.9311766494693877	0.06882335053061228			False	False
skin	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	0.2529221585546701	0.19893543688436027	True	0.7865480747957464	0.2134519252042536			False	False
skin	R-MMU-392499_METABOLISM_OF_PROTEINS	-0.052259600779303396	-0.03918647491554642	True	0.7498425998513486	0.2501574001486514			False	False
skin	R-MMU-3928665_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	-0.2387303836814463	-0.19054252393025614	True	0.7981494478914322	0.20185055210856784			False	False
skin	R-MMU-397014_MUSCLE_CONTRACTION	0.3338276185029408	0.2595042814150421	True	0.7773601314918048	0.22263986850819517			True	False
skin	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	0.01649540570629201	0.029758125907059913	True	1.8040250986799902	-0.8040250986799902			False	False
skin	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	0.006715222696040066	0.005755758344891388	True	0.85712099291741	0.14287900708259005			False	False
skin	R-MMU-418346_PLATELET_HOMEOSTASIS	0.04178826398561126	0.033218366647894654	True	0.7949209533885534	0.2050790466114466			False	False
skin	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	-0.056513086595863904	-0.04345945864822965	True	0.7690158380308743	0.23098416196912575			False	False
skin	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	0.028773552808116824	-0.034419514812287354	False	1.1962205377216344	-0.1962205377216344			False	False
skin	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	-0.12280459112710077	-0.11088170874783164	True	0.9029117537883488	0.09708824621165124			False	False
skin	R-MMU-419037_NCAM1_INTERACTIONS	-0.001296607453986407	-0.001408023787584575	True	1.0859291169857304	-0.08592911698573036			False	False
skin	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	-0.253033264945627	-0.1729356760513842	True	0.6834503601277305	0.3165496398722695	Cell-cell junction organization	aligned	False	True
skin	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	-0.03297206874327297	-0.037131034866523825	True	1.1261360382217258	-0.1261360382217258			False	False
skin	R-MMU-422475_AXON_GUIDANCE	0.12155820109542688	0.06768625321862828	True	0.5568217743325481	0.4431782256674519			False	False
skin	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.11759447507561886	-0.07656564720175955	True	0.651099017641128	0.348900982358872			False	False
skin	R-MMU-428157_SPHINGOLIPID_METABOLISM	-0.28391375212635894	-0.1956367577039675	True	0.6890710866900777	0.31092891330992234	Sphingolipid metabolism	complementary	False	True
skin	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.01556446751054572	-0.0031656336297447895	False	0.20338849546892054	0.7966115045310794			False	False
skin	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	0.18038575974343038	0.1337026022216259	True	0.7412037536211077	0.2587962463788923			False	False
skin	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	-0.30580746959347066	-0.26463895030918033	True	0.8653776530082203	0.13462234699177966			False	False
skin	R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	-0.2654688530544715	-0.2393769967524822	True	0.9017140579703506	0.09828594202964935			False	False
skin	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	0.017424958213121837	-0.018946979591150055	False	1.0873472039021628	-0.08734720390216277			False	False
skin	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	0.17774350047062115	0.14839727257312801	True	0.8348956343281665	0.1651043656718335			False	False
skin	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	-0.27621541247217307	-0.23626680826725593	True	0.8553715600177029	0.14462843998229713			False	False
skin	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	-0.13763110318659585	-0.10542163204802621	True	0.7659724408740582	0.23402755912594175			False	False
skin	R-MMU-4839726_CHROMATIN_ORGANIZATION	-0.38659446070978676	-0.33324370455617214	True	0.8619981360941832	0.1380018639058168			False	False
skin	R-MMU-500792_GPCR_LIGAND_BINDING	0.1526658562203263	0.08374212912943256	True	0.5485321420434475	0.45146785795655253			False	False
skin	R-MMU-5173105_O_LINKED_GLYCOSYLATION	0.056212246469099884	0.04293875286933424	True	0.763868295015355	0.23613170498464497			False	False
skin	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.014185585209744575	-0.020447644187943165	False	1.4414381842983088	-0.44143818429830883			False	False
skin	R-MMU-5357801_PROGRAMMED_CELL_DEATH	-0.07569306244876589	-0.0640481287143805	True	0.8461558647826217	0.15384413521737828			False	False
skin	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	-0.2686953174828954	-0.21090545120778476	True	0.7849241780002757	0.2150758219997243	Hedgehog signaling	complementary	False	True
skin	R-MMU-5362517_SIGNALING_BY_RETINOIC_ACID	-0.1749659277289658	-0.1598581577179047	True	0.9136530740175649	0.0863469259824351			False	False
skin	R-MMU-556833_METABOLISM_OF_LIPIDS	0.005547053528864765	-0.019270918568166824	False	3.474081955021394	-2.474081955021394			False	False
skin	R-MMU-5576891_CARDIAC_CONDUCTION	-0.04612155450637057	-0.04222675399931835	True	0.9155535725381014	0.08444642746189857			False	False
skin	R-MMU-5578775_ION_HOMEOSTASIS	0.15945652476001967	0.11697663969684872	True	0.733595817875106	0.26640418212489403			False	False
skin	R-MMU-5610787_HEDGEHOG_OFF_STATE	0.03761969217521636	0.03695889248342708	True	0.9824347395318507	0.017565260468149324			False	False
skin	R-MMU-5617833_CILIUM_ASSEMBLY	0.04733141371961799	0.04517890526334384	True	0.9545226248887221	0.04547737511127792			False	False
skin	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	-0.008588890944450903	-0.006759098743651438	True	0.7869582682288387	0.21304173177116126			False	False
skin	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	0.23687411085665883	0.17111150053231375	True	0.7223731623244364	0.2776268376755636			False	False
skin	R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	0.0031706066177001812	0.0009447826027470973	True	0.2979816535652099	0.7020183464347901			False	False
skin	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	-0.014150552817469964	-0.007834937697904661	True	0.553684212833849	0.44631578716615095			False	False
skin	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	-0.03293732475186231	-0.0010430544495816042	True	0.03166785576665964	0.9683321442333404			False	False
skin	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	0.05410001176382217	0.026983058958176518	True	0.4987625340262988	0.5012374659737012			False	False
skin	R-MMU-5688426_DEUBIQUITINATION	-0.09952653542458668	-0.0793465816207641	True	0.7972404674016474	0.20275953259835255			False	False
skin	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	-0.0027739527677003353	-0.0009918334518750592	True	0.35755239361819047	0.6424476063818095			False	False
skin	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.003476051745740109	-0.0002488420107180858	False	0.07158754498492174	0.9284124550150783			False	False
skin	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	-0.012022494016460071	-0.009802712728012128	True	0.8153643257872429	0.18463567421275706			False	False
skin	R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.001007252594106002	-0.0006036907590075545	True	0.5993439605319328	0.40065603946806716			False	False
skin	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	-0.03816681778599747	-0.006613238114211703	True	0.17327192828315777	0.8267280717168423			False	False
skin	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	-0.0063958076448368175	-0.005647169958246316	True	0.8829486863641282	0.11705131363587185			False	False
skin	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.285332032475085	0.18936877373226027	True	0.6636786346404897	0.3363213653595103			False	False
skin	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	-0.007187615988322456	-0.004268597012941806	True	0.5938821745453419	0.40611782545465813			False	False
skin	R-MMU-6783589_INTERLEUKIN_6_FAMILY_SIGNALING	0.007884724217840266	0.015452849595061808	True	1.9598465549495852	-0.9598465549495852			False	False
skin	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	-0.18847631979417068	-0.15683014235754755	True	0.8320946765557447	0.16790532344425535			False	False
skin	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	-0.06083697103122005	-0.08521890537079786	True	1.4007749552006066	-0.4007749552006066			False	False
skin	R-MMU-6805567_KERATINIZATION	-1.4737425068996899	-1.2648669396013639	True	0.8582686145507622	0.1417313854492378	Keratinization	aligned	True	True
skin	R-MMU-6806667_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	-0.003127576861236097	-0.005974698885792626	True	1.910328395073007	-0.910328395073007			False	False
skin	R-MMU-6806834_SIGNALING_BY_MET	-0.06643323182970032	-0.04532687061915481	True	0.6822921205361338	0.31770787946386625			False	False
skin	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.12472272800653596	-0.059584806133747864	True	0.47773815635772005	0.5222618436422799			False	False
skin	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	-0.3469282089366949	-0.2754946485968008	True	0.7940969961513599	0.20590300384864013			True	False
skin	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	-0.09591646510404747	-0.10891491045821715	True	1.135518394470327	-0.1355183944703271			False	False
skin	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	0.06740795732814166	0.020416657563067958	True	0.30288200936989906	0.6971179906301009			False	False
skin	R-MMU-68875_MITOTIC_PROPHASE	0.005661302995723727	0.008922365008505309	True	1.57602675837079	-0.5760267583707901			False	False
skin	R-MMU-68877_MITOTIC_PROMETAPHASE	-0.09222072717318024	-0.08207872569250028	True	0.8900247071178	0.10997529288219998			False	False
