gene_id	gmm	hdbscan	spectral	consensus
ENSMUSG00000029422	10	0	2	0
ENSMUSG00000049036	12	0	17	2
ENSMUSG00000029577	22	0	10	5
ENSMUSG00000040746	10	0	2	0
ENSMUSG00000020590	22	0	10	5
ENSMUSG00000030263	1	0	5	4
ENSMUSG00000038914	22	0	10	5
ENSMUSG00000026878	17	0	7	8
ENSMUSG00000030098	12	0	14	2
ENSMUSG00000078908	1	0	0	3
ENSMUSG00000026407	8	0	16	12
ENSMUSG00000020818	1	0	0	3
ENSMUSG00000060038	1	0	0	3
ENSMUSG00000020029	0	0	7	6
ENSMUSG00000024292	24	0	7	6
ENSMUSG00000111356	12	0	9	1
ENSMUSG00000016831	10	0	2	0
ENSMUSG00000024791	12	0	9	1
ENSMUSG00000028398	10	0	8	0
ENSMUSG00000022586	12	0	6	1
ENSMUSG00000056204	10	0	2	0
ENSMUSG00000031986	1	0	0	3
ENSMUSG00000000244	12	0	4	1
ENSMUSG00000027519	10	0	2	0
ENSMUSG00000061086	12	0	4	1
ENSMUSG00000056290	1	0	5	4
ENSMUSG00000068206	10	0	1	0
ENSMUSG00000021208	1	0	5	4
ENSMUSG00000024998	10	0	2	0
ENSMUSG00000047248	1	0	1	3
ENSMUSG00000027981	1	0	1	3
ENSMUSG00000039683	12	0	4	1
ENSMUSG00000047117	12	0	17	2
ENSMUSG00000030278	1	0	5	4
ENSMUSG00000037419	1	0	0	3
ENSMUSG00000022208	12	0	6	1
ENSMUSG00000064823	12	0	4	1
ENSMUSG00000095629	12	0	15	2
ENSMUSG00000034829	12	0	3	1
ENSMUSG00000029380	10	0	0	0
ENSMUSG00000028047	12	0	13	2
ENSMUSG00000039196	6	0	11	9
ENSMUSG00000032673	10	0	2	0
ENSMUSG00000022773	12	0	4	1
ENSMUSG00000078597	12	0	3	1
ENSMUSG00000021494	10	0	8	0
ENSMUSG00000050248	1	0	18	10
ENSMUSG00000003752	1	0	0	3
ENSMUSG00000037353	1	0	1	3
ENSMUSG00000022096	1	0	13	4
ENSMUSG00000021661	1	0	0	3
ENSMUSG00000039620	12	0	12	2
ENSMUSG00000033765	12	0	3	1
ENSMUSG00000032584	12	0	12	2
ENSMUSG00000072884	12	0	12	2
ENSMUSG00000066896	12	0	3	1
ENSMUSG00000032783	12	0	9	1
ENSMUSG00000029093	12	0	14	2
ENSMUSG00000030254	1	0	12	4
ENSMUSG00000021090	12	0	9	1
ENSMUSG00000055013	10	0	8	0
ENSMUSG00000038204	15	0	18	10
ENSMUSG00000020629	22	0	2	7
ENSMUSG00000030881	1	0	0	3
ENSMUSG00000030662	3	0	10	5
ENSMUSG00000020570	22	0	10	5
ENSMUSG00000024401	12	0	9	1
ENSMUSG00000029015	12	0	17	2
ENSMUSG00000063779	12	0	17	2
ENSMUSG00000074183	12	0	4	1
ENSMUSG00000069939	12	0	17	2
ENSMUSG00000025873	22	0	10	5
ENSMUSG00000034456	7	0	11	9
ENSMUSG00000070817	12	0	17	2
ENSMUSG00000024294	17	0	7	8
ENSMUSG00000035376	10	0	2	0
ENSMUSG00000044252	17	0	7	8
ENSMUSG00000055917	10	0	8	0
ENSMUSG00000068882	22	0	10	5
ENSMUSG00000022685	1	0	1	3
ENSMUSG00000036292	10	0	2	0
ENSMUSG00000041202	12	0	9	1
ENSMUSG00000024528	1	0	0	3
ENSMUSG00000029861	12	0	6	1
ENSMUSG00000077221	12	0	9	1
ENSMUSG00000070469	1	0	13	4
ENSMUSG00000115791	12	0	17	2
ENSMUSG00000097665	12	0	3	1
