gene_id	x	y	consensus
ENSMUSG00000029422	35.77635	45.079937	0
ENSMUSG00000049036	-49.044895	-58.85708	2
ENSMUSG00000029577	74.1772	21.427702	5
ENSMUSG00000040746	39.150604	54.978954	0
ENSMUSG00000020590	81.86333	27.616709	5
ENSMUSG00000030263	-56.97785	61.37668	4
ENSMUSG00000038914	100.14668	21.628662	5
ENSMUSG00000026878	86.04157	-28.778706	8
ENSMUSG00000030098	-36.173172	-0.8670492	2
ENSMUSG00000078908	-8.351646	35.434055	3
ENSMUSG00000026407	27.139357	90.071594	12
ENSMUSG00000020818	-23.24197	42.31645	3
ENSMUSG00000060038	-11.864933	74.697624	3
ENSMUSG00000020029	72.221725	-44.632675	6
ENSMUSG00000024292	76.98309	-54.102306	6
ENSMUSG00000111356	18.156898	-64.47336	1
ENSMUSG00000016831	42.134846	52.2577	0
ENSMUSG00000024791	20.705397	-65.241135	1
ENSMUSG00000028398	36.47799	-28.73572	0
ENSMUSG00000022586	-31.600115	-62.185513	1
ENSMUSG00000056204	53.107357	49.378628	0
ENSMUSG00000031986	-12.3932495	34.3822	3
ENSMUSG00000000244	-46.368996	-20.521698	1
ENSMUSG00000027519	35.878624	43.54468	0
ENSMUSG00000061086	-46.721264	-17.145971	1
ENSMUSG00000056290	-85.411575	42.642124	4
ENSMUSG00000068206	8.050487	14.311365	0
ENSMUSG00000021208	-50.817005	67.57811	4
ENSMUSG00000024998	29.441578	23.590965	0
ENSMUSG00000047248	11.4208765	-27.746605	3
ENSMUSG00000027981	-16.003967	5.408228	3
ENSMUSG00000039683	-39.258106	-8.840119	1
ENSMUSG00000047117	-40.31744	-68.65255	2
ENSMUSG00000030278	-53.60934	43.107788	4
ENSMUSG00000037419	-19.723108	61.697872	3
ENSMUSG00000022208	-30.95068	-62.181767	1
ENSMUSG00000064823	-19.925777	-38.429695	1
ENSMUSG00000095629	-98.16154	-19.33073	2
ENSMUSG00000034829	-69.830055	-62.324356	1
ENSMUSG00000029380	-30.668682	42.182613	0
ENSMUSG00000028047	-51.537846	3.4597318	2
ENSMUSG00000039196	48.094276	-66.24643	9
ENSMUSG00000032673	60.263817	-3.9567945	0
ENSMUSG00000022773	-46.82597	-17.009748	1
ENSMUSG00000078597	-73.10495	-46.455307	1
ENSMUSG00000021494	32.58434	-9.127823	0
ENSMUSG00000050248	-52.93648	28.233936	10
ENSMUSG00000003752	-27.559706	68.711945	3
ENSMUSG00000037353	0.9846315	-12.606353	3
ENSMUSG00000022096	-50.9183	23.263083	4
ENSMUSG00000021661	-9.470582	47.79377	3
ENSMUSG00000039620	-73.21692	0.30849093	2
ENSMUSG00000033765	-77.61614	-48.81964	1
ENSMUSG00000032584	-57.54097	-2.345243	2
ENSMUSG00000072884	-70.662636	-14.220072	2
ENSMUSG00000066896	-49.52739	-54.60857	1
ENSMUSG00000032783	0.73343796	-74.928955	1
ENSMUSG00000029093	-37.940346	-3.3549483	2
ENSMUSG00000030254	-89.26719	21.37661	4
ENSMUSG00000021090	-6.827079	-86.85223	1
ENSMUSG00000055013	16.51356	-1.497935	0
ENSMUSG00000038204	-0.9103606	85.36506	10
ENSMUSG00000020629	47.813755	63.616997	7
ENSMUSG00000030881	-4.2225814	40.868496	3
ENSMUSG00000030662	77.654144	15.488111	5
ENSMUSG00000020570	86.27327	43.409077	5
ENSMUSG00000024401	24.63827	-54.59512	1
ENSMUSG00000029015	-43.22147	-80.48046	2
ENSMUSG00000063779	-66.71505	-75.81902	2
ENSMUSG00000074183	-55.002075	-23.186714	1
ENSMUSG00000069939	-48.79613	-81.18276	2
ENSMUSG00000025873	65.085785	63.77236	5
ENSMUSG00000034456	61.51607	-63.897743	9
ENSMUSG00000070817	-66.174164	-76.52923	2
ENSMUSG00000024294	78.875275	-32.342487	8
ENSMUSG00000035376	54.607716	34.482136	0
ENSMUSG00000044252	72.99958	-33.61174	8
ENSMUSG00000055917	28.521242	-26.283096	0
ENSMUSG00000068882	82.07767	48.327404	5
ENSMUSG00000022685	-14.067164	4.1651015	3
ENSMUSG00000036292	56.818195	16.661135	0
ENSMUSG00000041202	9.535958	-62.070812	1
ENSMUSG00000024528	-10.500827	66.50756	3
ENSMUSG00000029861	-30.631414	-62.36941	1
ENSMUSG00000077221	13.240395	-80.69639	1
ENSMUSG00000070469	-47.173515	14.90468	4
ENSMUSG00000115791	-64.69108	-77.20573	2
ENSMUSG00000097665	-61.89612	-68.80622	1
ENSMUSG00000046667	-18.918015	23.063654	3
ENSMUSG00000037169	-45.71873	-30.973713	1
ENSMUSG00000049565	-17.318377	-58.430386	1
ENSMUSG00000033862	14.547772	-14.605609	4
ENSMUSG00000021278	-41.797894	-79.82039	2
ENSMUSG00000027971	-50.68363	-57.521164	2
ENSMUSG00000024758	70.3987	58.893845	5
ENSMUSG00000044921	-57.993153	8.049128	2
ENSMUSG00000054387	59.16739	48.948257	0
ENSMUSG00000062822	43.751778	-15.01128	0
ENSMUSG00000028013	78.06909	44.334106	5
ENSMUSG00000042846	7.3526735	-48.686954	2
ENSMUSG00000025403	97.55277	-4.639	5
ENSMUSG00000031831	-32.444565	-65.50175	2
ENSMUSG00000030739	22.374952	14.771238	0
ENSMUSG00000037235	97.982	7.6213083	5
ENSMUSG00000021559	102.716125	-0.21618304	5
ENSMUSG00000049252	-44.398853	-90.68276	2
ENSMUSG00000035805	-98.54235	-17.825626	2
ENSMUSG00000035262	-19.628674	-82.974	2
ENSMUSG00000046791	-50.52193	69.0883	4
ENSMUSG00000022451	94.42077	20.981312	5
ENSMUSG00000041852	86.714264	-1.4905732	5
ENSMUSG00000024776	-83.45581	9.600841	2
ENSMUSG00000056035	60.239132	-54.417393	9
ENSMUSG00000020000	-18.606379	-55.93835	1
ENSMUSG00000037946	-68.04899	33.607895	4
ENSMUSG00000073982	2.7815497	47.80243	3
ENSMUSG00000024393	84.39471	17.588457	5
ENSMUSG00000025433	-12.382589	-85.231895	2
ENSMUSG00000070972	45.84654	3.1658785	0
ENSMUSG00000036139	-28.924091	-54.94661	1
ENSMUSG00000003573	-72.300385	9.307075	2
ENSMUSG00000019920	33.50168	60.59244	7
ENSMUSG00000027495	97.31115	2.5517893	5
ENSMUSG00000087424	-71.74571	-16.246616	2
ENSMUSG00000034543	27.335518	-25.834208	0
ENSMUSG00000071753	4.8200545	-47.819126	2
ENSMUSG00000020919	50.949585	71.50526	5
ENSMUSG00000036214	3.3509452	3.2716196	0
ENSMUSG00000097368	-35.912445	-4.824894	2
ENSMUSG00000039230	47.800755	1.9592837	0
ENSMUSG00000035713	-67.27078	-8.112896	2
