gene_id	x	y	consensus
ENSMUSG00000029422	0.021141768	0.031212926	0
ENSMUSG00000049036	-0.13819885	-0.028615236	2
ENSMUSG00000029577	0.10087407	0.06801379	5
ENSMUSG00000040746	0.02690351	0.0316571	0
ENSMUSG00000020590	0.12610674	0.058463335	5
ENSMUSG00000030263	-0.12004948	-0.022894382	4
ENSMUSG00000038914	0.16641569	0.04945326	5
ENSMUSG00000026878	0.4303345	0.04767263	8
ENSMUSG00000030098	-0.1371615	-0.026925206	2
ENSMUSG00000078908	-0.096874475	-0.015955329	3
ENSMUSG00000026407	0.0072954893	0.23888934	12
ENSMUSG00000020818	-0.102588415	-0.018136859	3
ENSMUSG00000060038	-0.113974094	-0.015471935	3
ENSMUSG00000020029	0.5724867	0.09706426	6
ENSMUSG00000024292	0.67036474	0.028912306	6
ENSMUSG00000111356	-0.13754106	-0.02841568	1
ENSMUSG00000016831	0.03866613	0.031092644	0
ENSMUSG00000024791	-0.13744092	-0.028458953	1
ENSMUSG00000028398	-0.04628277	0.00015175343	0
ENSMUSG00000022586	-0.13814223	-0.028565526	1
ENSMUSG00000056204	0.043586373	0.01801145	0
ENSMUSG00000031986	-0.09619188	-0.016794682	3
ENSMUSG00000000244	-0.13576317	-0.02770698	1
ENSMUSG00000027519	0.015177369	0.02741611	0
ENSMUSG00000061086	-0.13571751	-0.027478218	1
ENSMUSG00000056290	-0.1265167	-0.026042461	4
ENSMUSG00000068206	-0.08763385	-0.002431631	0
ENSMUSG00000021208	-0.118397	-0.022065163	4
ENSMUSG00000024998	-0.017334104	0.020038843	0
ENSMUSG00000047248	-0.06711626	-0.0090943575	3
ENSMUSG00000027981	-0.08187461	-0.0149014	3
ENSMUSG00000039683	-0.13634288	-0.027281284	1
ENSMUSG00000047117	-0.13816619	-0.02861023	2
ENSMUSG00000030278	-0.121605754	-0.017130613	4
ENSMUSG00000037419	-0.10833633	-0.018230796	3
ENSMUSG00000022208	-0.13813722	-0.02855599	1
ENSMUSG00000064823	-0.1368736	-0.028707266	1
ENSMUSG00000095629	-0.13824797	-0.028645039	2
ENSMUSG00000034829	-0.138224	-0.02863872	1
ENSMUSG00000029380	-0.1005069	-0.021525264	0
ENSMUSG00000028047	-0.13495839	-0.025706291	2
ENSMUSG00000039196	1.5519447	0.1975491	9
ENSMUSG00000032673	-0.017349005	0.0012075901	0
ENSMUSG00000022773	-0.13570619	-0.027465701	1
ENSMUSG00000078597	-0.1382395	-0.028643012	1
ENSMUSG00000021494	-0.0450387	0.0023858547	0
