gene_id	x	y	consensus
ENSMUSG00000029422	-0.03320062	0.076942325	3
ENSMUSG00000049036	0.15865743	-0.051320672	0
ENSMUSG00000029577	-0.11193752	0.11228907	4
ENSMUSG00000040746	-0.008294344	0.05883372	3
ENSMUSG00000020590	-0.1497953	0.12756646	4
ENSMUSG00000030263	0.1452161	-0.041429043	1
ENSMUSG00000038914	-0.20557153	0.15296209	4
ENSMUSG00000026878	-0.5538463	0.2224704	5
ENSMUSG00000030098	0.15748286	-0.05053854	0
ENSMUSG00000078908	0.1174624	-0.020795584	1
ENSMUSG00000026407	0.00071787834	0.00031507015	12
ENSMUSG00000020818	0.13064921	-0.031047702	1
ENSMUSG00000060038	0.13900077	-0.037706852	1
ENSMUSG00000020029	-0.8162113	0.20984375	6
ENSMUSG00000024292	-1.0391015	0.19008005	6
ENSMUSG00000111356	0.15797973	-0.050846577	0
ENSMUSG00000016831	-0.034189582	0.071620345	3
ENSMUSG00000024791	0.15800536	-0.050850153	0
ENSMUSG00000028398	0.0673511	0.006798148	2
ENSMUSG00000022586	0.15865147	-0.051318645	0
ENSMUSG00000056204	-0.03877127	0.07335532	3
ENSMUSG00000031986	0.12011802	-0.022903085	1
ENSMUSG00000000244	0.15731096	-0.050381184	0
ENSMUSG00000027519	-0.0063387156	0.055731297	3
ENSMUSG00000061086	0.15649319	-0.04985118	0
ENSMUSG00000056290	0.15003622	-0.04494524	1
ENSMUSG00000068206	0.10566211	-0.011657119	1
ENSMUSG00000021208	0.13136613	-0.03216064	1
ENSMUSG00000024998	0.029764175	0.036220074	2
ENSMUSG00000047248	0.09353256	-0.004710436	1
ENSMUSG00000027981	0.10531926	-0.011630416	1
ENSMUSG00000039683	0.15700579	-0.050183415	0
ENSMUSG00000047117	0.15854597	-0.05127442	0
ENSMUSG00000030278	0.1401583	-0.04086137	2
ENSMUSG00000037419	0.1309148	-0.03174925	1
ENSMUSG00000022208	0.15852487	-0.051262736	0
ENSMUSG00000064823	0.15777194	-0.050690293	0
ENSMUSG00000095629	0.15872467	-0.05136311	0
ENSMUSG00000034829	0.15862322	-0.05129969	0
ENSMUSG00000029380	0.13090837	-0.032415867	1
ENSMUSG00000028047	0.15487719	-0.04878986	0
ENSMUSG00000039196	-1.820606	-0.23689389	10
ENSMUSG00000032673	0.04885304	0.015220761	2
ENSMUSG00000022773	0.15658867	-0.049734354	0
