gene_id	gmm	hdbscan	spectral	consensus
ENSMUSG00000029422	11	0	0	3
ENSMUSG00000049036	7	0	17	0
ENSMUSG00000029577	11	0	8	4
ENSMUSG00000040746	11	0	3	3
ENSMUSG00000020590	2	0	8	4
ENSMUSG00000030263	0	0	9	1
ENSMUSG00000038914	2	0	8	4
ENSMUSG00000026878	15	0	4	5
ENSMUSG00000030098	7	0	24	0
ENSMUSG00000078908	0	0	1	1
ENSMUSG00000026407	5	0	22	12
ENSMUSG00000020818	0	0	1	1
ENSMUSG00000060038	0	0	9	1
ENSMUSG00000020029	10	0	21	6
ENSMUSG00000024292	16	0	21	6
ENSMUSG00000111356	7	0	10	0
ENSMUSG00000016831	11	0	0	3
ENSMUSG00000024791	7	0	16	0
ENSMUSG00000028398	18	0	2	2
ENSMUSG00000022586	7	0	17	0
ENSMUSG00000056204	11	0	0	3
ENSMUSG00000031986	0	0	1	1
ENSMUSG00000000244	7	0	24	0
ENSMUSG00000027519	11	0	3	3
ENSMUSG00000061086	7	0	24	0
ENSMUSG00000056290	0	0	19	1
ENSMUSG00000068206	0	0	6	1
ENSMUSG00000021208	0	0	1	1
ENSMUSG00000024998	18	0	3	2
ENSMUSG00000047248	0	0	6	1
ENSMUSG00000027981	0	0	6	1
ENSMUSG00000039683	7	0	24	0
ENSMUSG00000047117	7	0	16	0
ENSMUSG00000030278	18	0	11	2
ENSMUSG00000037419	0	0	1	1
ENSMUSG00000022208	7	0	18	0
ENSMUSG00000064823	7	0	16	0
ENSMUSG00000095629	7	0	12	0
ENSMUSG00000034829	7	0	18	0
ENSMUSG00000029380	0	0	1	1
ENSMUSG00000028047	7	0	5	0
ENSMUSG00000039196	9	0	15	10
ENSMUSG00000032673	18	0	2	2
ENSMUSG00000022773	7	0	24	0
ENSMUSG00000078597	7	0	13	0
ENSMUSG00000021494	18	0	2	2
ENSMUSG00000050248	0	0	20	1
ENSMUSG00000003752	0	0	1	1
ENSMUSG00000037353	0	0	6	1
ENSMUSG00000022096	0	0	20	1
ENSMUSG00000021661	0	0	1	1
ENSMUSG00000039620	7	0	5	0
ENSMUSG00000033765	0	0	9	1
ENSMUSG00000032584	7	0	23	8
ENSMUSG00000072884	7	0	5	0
ENSMUSG00000066896	7	0	13	0
ENSMUSG00000032783	7	0	16	0
ENSMUSG00000029093	7	0	23	8
ENSMUSG00000030254	0	0	19	1
ENSMUSG00000021090	7	0	7	0
ENSMUSG00000055013	18	0	2	2
ENSMUSG00000038204	0	0	20	1
ENSMUSG00000020629	11	0	8	4
ENSMUSG00000030881	0	0	1	1
ENSMUSG00000030662	2	0	8	4
ENSMUSG00000020570	2	0	8	4
ENSMUSG00000024401	7	0	10	0
ENSMUSG00000029015	7	0	7	0
ENSMUSG00000063779	7	0	18	0
ENSMUSG00000074183	7	0	24	0
ENSMUSG00000069939	7	0	13	0
ENSMUSG00000025873	2	0	8	4
ENSMUSG00000034456	16	0	21	6
ENSMUSG00000070817	7	0	12	0
ENSMUSG00000024294	15	0	4	5
ENSMUSG00000035376	11	0	0	3
ENSMUSG00000044252	15	0	4	5
ENSMUSG00000055917	18	0	2	2
ENSMUSG00000068882	2	0	8	4
ENSMUSG00000022685	0	0	6	1
ENSMUSG00000036292	18	0	3	2
ENSMUSG00000041202	7	0	16	0
ENSMUSG00000024528	0	0	1	1
ENSMUSG00000029861	7	0	18	0
ENSMUSG00000077221	7	0	10	0
ENSMUSG00000070469	0	0	20	1
ENSMUSG00000115791	7	0	12	0
ENSMUSG00000097665	7	0	17	0
ENSMUSG00000046667	0	0	6	1
ENSMUSG00000037169	7	0	5	0
ENSMUSG00000049565	7	0	18	0
ENSMUSG00000033862	18	0	2	2
ENSMUSG00000021278	7	0	7	0
ENSMUSG00000027971	7	0	13	0
ENSMUSG00000024758	11	0	8	4
ENSMUSG00000044921	7	0	5	0
ENSMUSG00000054387	11	0	0	3
ENSMUSG00000062822	18	0	2	2
ENSMUSG00000028013	11	0	8	4
ENSMUSG00000042846	7	0	10	0
ENSMUSG00000025403	15	0	4	5
ENSMUSG00000031831	7	0	7	0
ENSMUSG00000030739	18	0	2	2
ENSMUSG00000037235	2	0	4	7
ENSMUSG00000021559	15	0	4	5
ENSMUSG00000049252	7	0	17	0
ENSMUSG00000035805	7	0	13	0
ENSMUSG00000035262	7	0	7	0
ENSMUSG00000046791	0	0	9	1
ENSMUSG00000022451	2	0	8	4
ENSMUSG00000041852	15	0	4	5
ENSMUSG00000024776	0	0	19	1
ENSMUSG00000056035	10	0	21	6
ENSMUSG00000020000	7	0	16	0
ENSMUSG00000037946	0	0	20	1
ENSMUSG00000073982	0	0	1	1
ENSMUSG00000024393	2	0	8	4
ENSMUSG00000025433	7	0	7	0
ENSMUSG00000070972	18	0	3	2
ENSMUSG00000036139	7	0	17	0
ENSMUSG00000003573	7	0	5	0
ENSMUSG00000019920	11	0	0	3
ENSMUSG00000027495	2	0	4	7
ENSMUSG00000087424	7	0	5	0
ENSMUSG00000034543	18	0	2	2
ENSMUSG00000071753	7	0	7	0
ENSMUSG00000020919	2	0	8	4
ENSMUSG00000036214	0	0	6	1
ENSMUSG00000097368	7	0	24	0
ENSMUSG00000039230	18	0	3	2
ENSMUSG00000035713	7	0	5	0
ENSMUSG00000059995	0	0	6	1
ENSMUSG00000033831	6	0	15	10
ENSMUSG00000029730	0	0	6	1
ENSMUSG00000019841	11	0	0	3
ENSMUSG00000040543	7	0	23	8
ENSMUSG00000091537	2	0	8	4
ENSMUSG00000027550	0	0	1	1
