model	gene_id	gene_symbol	pooled_log2cpm_flt_minus_gc	pooled_p	pooled_fdr	accession_mean_log2cpm_flt_minus_gc	accession_t_p	accession_t_fdr	n_accessions_tested	n_accessions_same_direction	n_accessions_nonzero_direction	pooled_deg_fdr05	accession_deg_fdr05	any_deg_fdr05	nominal_p05
skin_hvg	ENSMUSG00000000058	Cav2	0.17454370475438985	0.11125031889304013	0.25419552268810197	0.175874862706225	0.185695468293132	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000000120	Ngfr	0.16295606804519025	0.21517154827545687	0.3762675848564688	0.19018380947515837	0.21696489921044	0.5869713003186572	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000125	Wnt3	-0.010266009275714083	0.9184106637161003	0.9461931637304992	0.03505023791849441	0.689888728336444	0.8389754338240996	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000142	Axin2	0.12399494370614761	0.2492148491682603	0.4123579415382227	0.0920869085765279	0.2767890637480202	0.5909715492757674	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000184	Ccnd2	-0.11136195193252796	0.07905005142585846	0.20853758612607576	-0.04432428800708118	0.6349162338632893	0.8075972732643241	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000275		0.15444474669969388	0.0046854424207170365	0.0492712545850238	0.14956133985588504	0.028984412186582906	0.5869713003186572	6	5	6	True	False	True	True
skin_hvg	ENSMUSG00000000290	Itgb2	0.16269237381532076	0.1748025102947439	0.3328241138165722	0.08997870842256168	0.4723777171847552	0.7032265687093832	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000000305	Cdh4	0.25544978996589496	0.08273108200274099	0.2142580042741113	0.011731016701047666	0.9532908684181646	0.9797847988837235	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000308	Ckmt1	-0.16333899718028455	0.07502017122591081	0.20493290451840646	-0.0867902084101706	0.19626507781027244	0.5869713003186572	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000320	Alox12	-0.08644690371759456	0.2004044249953604	0.36095661953915725	-0.0287445324829186	0.7525047064795843	0.8657237371227584	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000530	Acvrl1	0.23844010456258502	0.048560096306554716	0.1594975531647858	0.11412421648812406	0.1336756746286763	0.5869713003186572	6	5	6	False	False	False	True
skin_hvg	ENSMUSG00000000555	Itga5	0.17980018698508182	0.12753990928636713	0.2755030003643211	0.10063170787504205	0.1812741313326023	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000000567	Sox9	-0.042842611345539794	0.695656288490265	0.7929369909332529	0.04277558864690093	0.7917845680948512	0.8912533004048985	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000594	Gm2a	0.03523267261417473	0.5307722206209124	0.6785865074135481	0.0251380128646946	0.7535057269763955	0.8657237371227584	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000628	Hk2	0.12074398000136277	0.08664871100317287	0.21910442251310477	0.14904245793275214	0.18262782182787218	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000000682	Cd52	0.18713994094211728	0.19709673374855574	0.3575160202783468	0.19955129593371077	0.2316664409823108	0.5869713003186572	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000794	Kcnn3	0.3527518266385581	0.009524219737187855	0.06215642750053642	0.31717628704991013	0.1420502435160004	0.5869713003186572	6	4	6	False	False	False	True
skin_hvg	ENSMUSG00000000805	Car4	0.7338753444900914	2.7548185887347786e-06	0.0027506863608516767	0.6764602996066227	0.04417569251691115	0.5869713003186572	6	5	6	True	False	True	True
skin_hvg	ENSMUSG00000000861	Bcl11a	-0.08524732475248165	0.2905352911937782	0.45865531740235177	-0.025837266355059302	0.8349049317422568	0.9140365901440127	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000000901	Mmp11	0.0901931619856855	0.6560723818122519	0.7711457012825585	0.04517572633640876	0.7824207827496318	0.8852658941365522	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000000957	Mmp14	0.057500196338249765	0.6341807575844806	0.756546578791044	-0.11309364696181017	0.14710020970904975	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000000982	Ccl3	-0.052925169827732654	0.7019128892689107	0.7969315918646589	0.0030459095275424397	0.9832594138625963	0.9926712832022282	6	2	6	False	False	False	False
skin_hvg	ENSMUSG00000001119	Col6a1	-0.0037809756657427585	0.973236122943018	0.982088194804046	-0.1460779450247814	0.5168808706747382	0.732064609033654	6	2	6	False	False	False	False
skin_hvg	ENSMUSG00000001128		0.1844556753643687	0.21978466401776187	0.38000863553547226	0.06679657523002207	0.6012091184444234	0.7852286524090998	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000001131	Timp1	-0.30041215724462145	0.05128242194649387	0.16516473848709282	-0.3400838505497928	0.28935631738976575	0.5936141152037087	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000001270	Ckb	-0.047720289456703036	0.8206259995373877	0.8815439059043374	-0.12997272994241524	0.20648774591193614	0.5869713003186572	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000001281	Itgb7	0.28899467929285727	0.1024108119025183	0.24260307398496922	0.2181541207498039	0.05947060938696511	0.5869713003186572	6	6	6	False	False	False	False
skin_hvg	ENSMUSG00000001300	Efnb2	-0.03801348205540478	0.43357418879888543	0.5975484161707206	0.039215744062921644	0.6841174822996356	0.8348355077384755	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000001403	Ube2c	-0.35775376787732593	0.019222176660074516	0.09596671697542203	-0.24437958027019965	0.2470903406541812	0.5869713003186572	6	3	6	False	False	False	True
skin_hvg	ENSMUSG00000001435	Col18a1	-0.2283713736818882	0.21764964120281688	0.37828227457095326	-0.25048334591685534	0.13631291180051228	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001467	Cyp51	-0.09565960028307074	0.27980396466642193	0.4476290524717327	-0.053382710140391275	0.504258492563378	0.7227059414429496	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000001473	Tubb6	-0.2912184511619973	0.12051462264175435	0.2671117662770071	-0.17299777186881174	0.5101085354844704	0.7271140223857869	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000001507	Itga3	-0.015857851722288707	0.9278071259587419	0.9521227289514942	-0.041311887641159416	0.748378575088155	0.8653804368564247	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000001508	Sgca	0.4869412561431723	0.05549833480752424	0.1715637377873466	0.5881583599073575	0.24404005800748768	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001517	Foxm1	-0.3370340340206104	0.04827208652267835	0.15907484618116943	-0.3089088665298901	0.25334881995054026	0.5869713003186572	6	5	6	False	False	False	True
skin_hvg	ENSMUSG00000001542	Ell2	-0.11694196900865883	0.19008403431470716	0.348574670823205	-0.00408406496459494	0.9558468758105324	0.9808922212907893	6	3	6	False	False	False	False
skin_hvg	ENSMUSG00000001552	Jup	-0.0898495225843039	0.6076060419174978	0.7371745235171586	-0.1102268110398299	0.38948655347481054	0.6525206772560375	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001622	Csn3	0.279665734924456	0.46605141775524755	0.6263203720457842	0.4921127601569395	0.06760097189864919	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001657	Hoxc8	0.1843491910487005	0.07482424282730805	0.20493290451840646	0.3209537264821538	0.12629208367682712	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001741	Il16	0.23302863567016985	0.0323826644161521	0.12909202523417876	0.15566779514182905	0.05301373168094765	0.5869713003186572	6	6	6	False	False	False	True
skin_hvg	ENSMUSG00000001768	Rin2	-0.07407297507519317	0.1663512371144658	0.3202904663401389	-0.03851702586653616	0.24003495104691475	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000001804	Dsg4	-1.362368834009847	0.007757752558002543	0.0576942858062094	-1.129914172908679	0.1315617950608314	0.5869713003186572	6	4	6	False	False	False	True
skin_hvg	ENSMUSG00000001865	Cpa3	0.061300044153334454	0.7965419638614437	0.8650249891825169	0.07831358211169108	0.6524221234745726	0.816857041115186	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000001870	Ltbp1	0.16317819546931034	0.042674695109185604	0.15056778468735627	0.08706511768863241	0.1827246294187434	0.5869713003186572	6	4	6	False	False	False	True
skin_hvg	ENSMUSG00000001918	Slc1a5	0.2815739523453331	0.0342145134937676	0.13371112220558493	0.20746706747634422	0.13557937757974212	0.5869713003186572	6	5	6	False	False	False	True
skin_hvg	ENSMUSG00000001930	Vwf	0.2856090893201291	0.04522132525860762	0.15478183354464253	0.11501621502332486	0.42700395740561475	0.6857785714958604	6	4	6	False	False	False	True
skin_hvg	ENSMUSG00000001985		-0.16119130174788676	0.3200585112456955	0.4909038763115621	-0.10250720984632104	0.3922870319751443	0.6555625128488395	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000002020	Ltbp2	0.4142361898847886	0.0020242628255293963	0.04002428576814064	0.3626789946464033	0.04959776907853388	0.5869713003186572	6	5	6	True	False	True	True
skin_hvg	ENSMUSG00000002028		0.14319271322711913	0.009407726107430478	0.06215642750053642	0.12592501993629698	0.21639831854213537	0.5869713003186572	6	5	6	False	False	False	True
skin_hvg	ENSMUSG00000002033	Cd3g	0.23451982001877436	0.16303772408981143	0.3178723848179387	0.35454132501545027	0.037828816575039205	0.5869713003186572	6	5	6	False	False	False	True
skin_hvg	ENSMUSG00000002233	Rhoc	0.1640945160468954	0.08036454022307189	0.2107319740019462	0.151036494608773	0.014322111401324935	0.5869713003186572	6	6	6	False	False	False	True
skin_hvg	ENSMUSG00000002266	Zim1	0.07128182320501786	0.6781428858183384	0.7814491303977045	0.18753302797313168	0.4838830923369075	0.7100033324002971	6	4	6	False	False	False	False
skin_hvg	ENSMUSG00000002289	Angptl4	0.3063531794990091	0.024557420558647555	0.1103200718669654	0.2757117173418943	0.22864584629716092	0.5869713003186572	6	4	6	False	False	False	True
skin_hvg	ENSMUSG00000002500	Rpl3l	0.46954491418023014	0.05899927906606254	0.1761159346710417	0.57792176493164	0.21060026785519434	0.5869713003186572	6	5	6	False	False	False	False
skin_hvg	ENSMUSG00000002602	Axl	0.16583914221813423	0.032785276586208	0.12990515345765355	0.13150499205667346	0.00782686850603183	0.5869713003186572	6	6	6	False	False	False	True
