model	term	observed_direction	gene_id	gene_symbol	pooled_log2cpm_flt_minus_gc	pooled_fdr	accession_mean_log2cpm_flt_minus_gc	accession_t_fdr	same_direction_as_pathway
liver_hvg	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_down	ENSMUSG00000001281	Itgb7	-0.3651602057434542	0.007712736388516767	-0.433538924792694	0.1177653179571979	True
liver_hvg	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_down	ENSMUSG00000038179	Slamf7	-0.3075387648286998	0.018759524635788432	-0.42527440438601954	0.11796295480180356	True
liver_hvg	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_down	ENSMUSG00000030830	Itgal	-0.3114205066604132	0.02913811431980433	-0.38233211862933086	0.21016561544643644	True
liver_hvg	R-MMU-156590_GLUTATHIONE_CONJUGATION	FLT_down	ENSMUSG00000032350	Gclc	0.2779806116207073	0.04079307084119885	0.13910541877477148	0.4764861272178849	False
liver_hvg	R-MMU-202403_TCR_SIGNALING	FLT_down	ENSMUSG00000060586	H2-Eb1	-0.5129773258118018	0.0026276129183335005	-0.5405303318608253	0.13456982763658154	True
liver_hvg	R-MMU-202403_TCR_SIGNALING	FLT_down	ENSMUSG00000023274	Cd4	-0.3301863741211317	0.005247276864086617	-0.5351868104100248	0.1633223997387797	True
liver_hvg	R-MMU-202403_TCR_SIGNALING	FLT_down	ENSMUSG00000073421	H2-Ab1	-0.40279270186697325	0.028851520742278057	-0.5669629825143537	0.11796295480180356	True
liver_hvg	R-MMU-202403_TCR_SIGNALING	FLT_down	ENSMUSG00000036594	H2-Aa	-0.46511096383378003	0.03798168997890241	-0.5520357207282828	0.11796295480180356	True
liver_hvg	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	FLT_down	ENSMUSG00000024589	Nedd4l	0.3218305476354111	0.02299128083321768	0.09133597220550234	0.7223027617691333	False
liver_hvg	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	FLT_down	ENSMUSG00000015340	Cybb	-0.3520342198140014	0.023492044557981272	-0.37269652981226625	0.18309321944587612	True
