gene_cluster	n_genes	direction	rank	study.source name	n_profiles	mean_expression	z_score_across_sources
0	1781	high	1	M83	1	1035.02587890625	17.234235763549805
0	1781	high	2	M40	1	222.4385223388672	2.503772258758545
0	1781	high	3	M62	1	209.88490295410156	2.2762019634246826
0	1781	high	4	M70	1	183.9691162109375	1.8064044713974
0	1781	high	5	RR1_FLT_M21	1	178.80909729003906	1.7128643989562988
0	1781	high	6	M38	1	174.60247802734375	1.6366074085235596
0	1781	high	7	RR-23_F5	1	169.3885498046875	1.5420900583267212
0	1781	high	8	RR-23_F2	1	165.22235107421875	1.4665658473968506
0	1781	high	9	RR1_FLT_M29	2	161.41354370117188	1.3975204229354858
0	1781	high	10	M57	1	160.40931701660156	1.3793158531188965
0	1781	high	11	RR1_VIV_M16	2	155.73300170898438	1.2945443391799927
0	1781	high	12	LAR Baseline 3	1	154.9298095703125	1.2799842357635498
0	1781	high	13	FL_ISS_17	1	153.83212280273438	1.2600854635238647
0	1781	high	14	M56	1	153.12408447265625	1.2472503185272217
0	1781	high	15	M65	1	152.67489624023438	1.2391074895858765
0	1781	high	16	M67	1	152.36328125	1.2334585189819336
0	1781	high	17	M72	1	152.061767578125	1.2279927730560303
0	1781	high	18	M55	1	151.591796875	1.2194732427597046
0	1781	high	19	M77	1	151.01852416992188	1.2090809345245361
0	1781	high	20	RR3_GC_G2	2	149.56231689453125	1.1826831102371216
0	1781	low	1	MHU2_F7	1	23.719820022583008	-1.0985711812973022
0	1781	low	2	MHU3_FL03	1	24.249858856201172	-1.0889627933502197
0	1781	low	3	MHU3_FL04	1	25.46883773803711	-1.06686532497406
0	1781	low	4	MHU3_GC03	1	25.820886611938477	-1.060483455657959
0	1781	low	5	MHU3_GC01	1	26.05109405517578	-1.0563101768493652
0	1781	low	6	MHU3_FL05	1	27.2425594329834	-1.034711480140686
0	1781	low	7	MHU3_FL02	1	27.951711654663086	-1.0218560695648193
0	1781	low	8	MHU3_GC02	1	28.62156105041504	-1.0097131729125977
0	1781	low	9	MHU3_GC04	1	28.704660415649414	-1.0082067251205444
0	1781	low	10	MHU3_GC06	1	28.76305389404297	-1.0071481466293335
0	1781	low	11	MHU3_FL06	1	29.165075302124023	-0.999860405921936
0	1781	low	12	MHU3_GC05	1	29.188657760620117	-0.9994328618049622
0	1781	low	13	MHU2_F1	1	29.295900344848633	-0.9974888563156128
0	1781	low	14	MHU3_GC07	1	29.369455337524414	-0.9961555004119873
0	1781	low	15	Non-Irradiated Control_4 months [B13_S45]	1	30.188657760620117	-0.9813050031661987
0	1781	low	16	Non-Irradiated Control_9 months [B17_S47]	1	30.37001609802246	-0.9780173897743225
0	1781	low	17	MHU3_FL01	1	30.562604904174805	-0.9745261669158936
0	1781	low	18	MHU3_FL08	1	30.950027465820312	-0.9675030708312988
0	1781	low	19	MHU2_G6	1	31.08197593688965	-0.9651110768318176
0	1781	low	20	H13	1	31.2537899017334	-0.9619964957237244
1	1679	high	1	M83	1	33.26027297973633	16.1500301361084
1	1679	high	2	FL_LAR_02	1	18.353185653686523	8.646142959594727
1	1679	high	3	FL_ISS_17	1	9.909469604492188	4.39577054977417
1	1679	high	4	FL_LAR_08	1	9.223347663879395	4.0503926277160645
1	1679	high	5	M16	2	8.546753883361816	3.709811210632324
1	1679	high	6	HC_LAR_05	1	8.425848960876465	3.6489503383636475
1	1679	high	7	28Si Irradiated_4 months [A12_S47]	1	7.191184997558594	3.027448892593384
1	1679	high	8	RR1_FLT_M26	3	6.350406646728516	2.604220390319824
1	1679	high	9	28Si Irradiated_2 months [A7_S44]	1	5.914830207824707	2.3849611282348633
1	1679	high	10	BL_LAR_10	1	5.306730270385742	2.078857660293579
1	1679	high	11	VC_ISS_14	1	5.302561283111572	2.076759099960327
1	1679	high	12	28Si Irradiated_4 months [A11_S46]	1	5.220369338989258	2.0353856086730957
1	1679	high	13	M31	3	5.0635294914245605	1.9564359188079834
1	1679	high	14	RR1_FLT_M21	1	4.977962970733643	1.9133636951446533
1	1679	high	15	M13	2	4.955926418304443	1.902271032333374
1	1679	high	16	RR1_GC_M32	1	4.859440326690674	1.853702187538147
1	1679	high	17	M19	3	4.395076274871826	1.6199519634246826
1	1679	high	18	ISS-T Baseline 8	1	4.235259056091309	1.5395036935806274
1	1679	high	19	28Si Irradiated_2 months [A6_S43]	1	4.072662353515625	1.4576562643051147
1	1679	high	20	M28	3	4.051220893859863	1.446863055229187
1	1679	low	1	MHU3_FL03	1	0.09886837750673294	-0.5426604747772217
1	1679	low	2	MHU3_GC01	1	0.11435378342866898	-0.5348654389381409
1	1679	low	3	MHU3_GC06	1	0.12269207835197449	-0.5306681394577026
1	1679	low	4	MHU3_FL05	1	0.12269207835197449	-0.5306681394577026
1	1679	low	5	MHU2_F7	1	0.12269207835197449	-0.5306681394577026
1	1679	low	6	MHU3_FL04	1	0.12507444620132446	-0.5294688940048218
1	1679	low	7	MHU2_F1	1	0.12567004561424255	-0.5291690826416016
1	1679	low	8	MHU3_FL02	1	0.12626563012599945	-0.5288692712783813
1	1679	low	9	MHU3_GC03	1	0.1298391968011856	-0.5270704627037048
1	1679	low	10	MHU3_GC05	1	0.1298391968011856	-0.5270704627037048
1	1679	low	11	MHU2_F11	1	0.1393686681985855	-0.5222735404968262
1	1679	low	12	MHU3_FL08	1	0.1399642676115036	-0.521973729133606
1	1679	low	13	MHU2_F2	1	0.14353781938552856	-0.5201748609542847
1	1679	low	14	MHU3_GC02	1	0.14651578664779663	-0.5186758637428284
1	1679	low	15	MHU3_GC10	1	0.14711137115955353	-0.5183759927749634
1	1679	low	16	MHU3_GC04	1	0.1494937390089035	-0.5171768069267273
1	1679	low	17	MHU3_GC11	1	0.15366289019584656	-0.5150781273841858
1	1679	low	18	MHU3_GC08	1	0.15425848960876465	-0.5147783160209656
1	1679	low	19	MHU2_G6	1	0.15604525804519653	-0.5138788819313049
1	1679	low	20	MHU3_FL10	1	0.15664085745811462	-0.5135790705680847
2	2356	high	1	M83	1	444.5135803222656	18.888198852539062
2	2356	high	2	M40	1	81.19609832763672	2.4206223487854004
2	2356	high	3	FL_ISS_17	1	74.21943664550781	2.104401111602783
2	2356	high	4	M16	2	66.99702453613281	1.7770410776138306
2	2356	high	5	RR1_FLT_M29	2	65.26761627197266	1.6986546516418457
2	2356	high	6	RR1_FLT_M21	1	62.71010208129883	1.5827339887619019
2	2356	high	7	RR1_FLT_M26	3	61.8878059387207	1.545462965965271
2	2356	high	8	M62	1	61.76655197143555	1.5399670600891113
2	2356	high	9	FL_LAR_02	1	61.47750473022461	1.526865839958191
2	2356	high	10	HC_LAR_05	1	58.730899810791016	1.402374267578125
2	2356	high	11	M31	3	57.99320983886719	1.3689380884170532
2	2356	high	12	VC_ISS_14	1	57.55687713623047	1.3491610288619995
2	2356	high	13	LAR Baseline 3	1	55.05178451538086	1.2356162071228027
2	2356	high	14	RR1_VIV_M16	2	55.02928924560547	1.234596610069275
2	2356	high	15	M13	2	54.38561248779297	1.2054215669631958
2	2356	high	16	RR-23_F5	1	53.75509262084961	1.1768429279327393
2	2356	high	17	RR1_FLT_M28	3	53.4635009765625	1.1636263132095337
2	2356	high	18	M70	1	52.92826843261719	1.139366626739502
2	2356	high	19	ISS-T Baseline 8	1	52.232173919677734	1.1078157424926758
2	2356	high	20	RR1_VIV_M20	2	51.59868621826172	1.0791025161743164
2	2356	low	1	MHU2_F7	1	5.890068054199219	-0.9926672577857971
2	2356	low	2	MHU3_FL03	1	6.120118618011475	-0.9822400808334351
2	2356	low	3	MHU3_GC03	1	6.503819942474365	-0.9648485779762268
2	2356	low	4	MHU3_FL05	1	6.787775993347168	-0.9519781470298767
2	2356	low	5	MHU3_GC01	1	6.91383695602417	-0.9462643265724182
2	2356	low	6	MHU2_F1	1	6.983022212982178	-0.9431284666061401
2	2356	low	7	MHU3_FL04	1	7.061120510101318	-0.9395886063575745
2	2356	low	8	MHU3_GC06	1	7.230899810791016	-0.9318932890892029
2	2356	low	9	MHU3_FL02	1	7.289897918701172	-0.929219126701355
2	2356	low	10	MHU3_GC05	1	7.459677219390869	-0.9215238094329834
2	2356	low	11	MHU3_FL06	1	7.464346408843994	-0.9213122129440308
2	2356	low	12	MHU3_GC02	1	7.502122402191162	-0.9195999503135681
2	2356	low	13	MHU2_G6	1	7.537775993347168	-0.9179839491844177
2	2356	low	14	MHU3_FL08	1	7.607810020446777	-0.9148096442222595
2	2356	low	15	MHU3_FL10	1	7.953310489654541	-0.8991495966911316
2	2356	low	16	MHU3_GC04	1	8.03904914855957	-0.8952634334564209
2	2356	low	17	MHU3_GC10	1	8.135823249816895	-0.8908770680427551
2	2356	low	18	MHU3_GC07	1	8.210102081298828	-0.887510359287262
2	2356	low	19	MHU3_FL07	1	8.278013229370117	-0.8844322562217712
2	2356	low	20	MHU2_F2	1	8.288200378417969	-0.8839704990386963
3	2013	high	1	M83	1	2234.525146484375	9.515030860900879
3	2013	high	2	M70	1	983.0317993164062	3.109132766723633
3	2013	high	3	M62	1	975.97216796875	3.072997570037842
3	2013	high	4	M40	1	917.9483642578125	2.7759969234466553
3	2013	high	5	M38	1	914.91259765625	2.760457992553711
3	2013	high	6	M57	1	890.8018188476562	2.6370441913604736
3	2013	high	7	RR-23_F2	1	867.330322265625	2.5169029235839844
3	2013	high	8	M55	1	839.599609375	2.374960422515869
3	2013	high	9	M67	1	820.2240600585938	2.275784730911255
3	2013	high	10	M81	1	796.7933349609375	2.1558520793914795
3	2013	high	11	RR-23_GC2	1	777.6944580078125	2.0580925941467285
3	2013	high	12	M44	1	776.6895141601562	2.0529487133026123
3	2013	high	13	HC_LAR_05	1	766.0491943359375	1.9984850883483887
3	2013	high	14	M59	1	765.9512939453125	1.9979839324951172
3	2013	high	15	M77	1	763.9140625	1.9875562191009521
3	2013	high	16	M80	1	760.986572265625	1.9725714921951294
3	2013	high	17	M48	1	755.94189453125	1.9467498064041138
3	2013	high	18	M37	1	755.5643310546875	1.944817304611206
3	2013	high	19	M54	1	746.269775390625	1.8972420692443848
3	2013	high	20	M43	1	745.1102905273438	1.8913071155548096
3	2013	low	1	Non-Irradiated Control_4 months [B13_S45]	1	118.28117370605469	-1.3171824216842651
3	2013	low	2	Non-Irradiated Control_9 months [B17_S47]	1	133.21212768554688	-1.2407567501068115
3	2013	low	3	28Si Irradiated_2 months [A6_S43]	1	136.4316864013672	-1.2242770195007324
3	2013	low	4	56Fe Irradiated_2 months [E7_S35]	1	136.54147338867188	-1.22371506690979
3	2013	low	5	Non-Irradiated Control_12 months [B25_S50]	1	138.35768127441406	-1.214418649673462
3	2013	low	6	VC_LAR_09	1	140.4669647216797	-1.2036221027374268
3	2013	low	7	Non-Irradiated Control_2 months [B8_S43]	1	145.25831604003906	-1.179097056388855
3	2013	low	8	28Si Irradiated_9 months [A17_S38]	1	145.8758087158203	-1.1759363412857056
3	2013	low	9	H3	1	146.96372985839844	-1.17036771774292
3	2013	low	10	H4	1	147.2543487548828	-1.1688801050186157
3	2013	low	11	MHU2_F7	1	147.95628356933594	-1.1652872562408447
3	2013	low	12	K2	1	148.82960510253906	-1.16081702709198
3	2013	low	13	56Fe Irradiated_1 month [E3_S3]	1	148.843017578125	-1.1607483625411987
3	2013	low	14	56Fe Irradiated_2 months [E8_S51]	1	149.07302856445312	-1.1595710515975952
3	2013	low	15	K4	1	151.2667694091797	-1.1483421325683594
3	2013	low	16	56Fe Irradiated_1 month [E2_S49]	1	151.79135131835938	-1.1456570625305176
3	2013	low	17	28Si Irradiated_12 months [A25_S3]	1	153.2469024658203	-1.1382066011428833
3	2013	low	18	BL_LAR_09	1	153.61351013183594	-1.1363301277160645
3	2013	low	19	K8	1	153.85096740722656	-1.1351146697998047
3	2013	low	20	56Fe Irradiated_12 months [E22_S41]	1	154.97119140625	-1.129380702972412
4	1945	high	1	RR-23_F2	1	39091.36328125	3.725022554397583
4	1945	high	2	RR-23_GC2	1	36850.6328125	3.404266119003296
4	1945	high	3	RR-23_GC6	1	36556.4453125	3.3621537685394287
4	1945	high	4	M70	1	33293.58984375	2.8950822353363037
4	1945	high	5	RR-23_GC4	1	31420.271484375	2.626920461654663
4	1945	high	6	RR-23_F7	2	30540.736328125	2.501016616821289
4	1945	high	7	RR-23_GC1	2	30461.75390625	2.4897103309631348
4	1945	high	8	RR-23_V6	1	30403.830078125	2.4814188480377197
4	1945	high	9	RR-23_V8	1	29630.046875	2.370652914047241
4	1945	high	10	RR-23_GC5	1	29612.671875	2.3681657314300537
4	1945	high	11	RR-23_F5	1	29255.8515625	2.3170876502990723
4	1945	high	12	RR-23_F1	1	28965.986328125	2.2755939960479736
4	1945	high	13	M55	1	28782.75390625	2.2493646144866943
4	1945	high	14	M38	1	28750.138671875	2.2446959018707275
4	1945	high	15	M37	1	28565.41015625	2.218252420425415
4	1945	high	16	M67	1	28232.134765625	2.1705446243286133
4	1945	high	17	M62	1	27897.279296875	2.1226108074188232
4	1945	high	18	M57	1	27469.720703125	2.061406373977661
4	1945	high	19	M40	1	27365.005859375	2.046416759490967
4	1945	high	20	M39	1	27178.65625	2.0197410583496094
4	1945	low	1	K2	1	2670.851318359375	-1.4885047674179077
4	1945	low	2	K4	1	2671.383544921875	-1.4884285926818848
4	1945	low	3	H4	1	2717.771728515625	-1.4817882776260376
4	1945	low	4	28Si Irradiated_2 months [A6_S43]	1	3057.53564453125	-1.4331516027450562
4	1945	low	5	16O Irradiated_2 months [F6_S2]	1	3200.2412109375	-1.4127236604690552
4	1945	low	6	56Fe Irradiated_2 months [E7_S35]	1	3238.69140625	-1.407219648361206
4	1945	low	7	56Fe Irradiated_1 month [E3_S3]	1	3254.827880859375	-1.4049097299575806
4	1945	low	8	Non-Irradiated Control_1 month [B1_S19]	1	3255.168701171875	-1.4048608541488647
4	1945	low	9	56Fe Irradiated_1 month [E2_S49]	1	3279.102783203125	-1.4014347791671753
4	1945	low	10	K8	1	3316.94287109375	-1.396018147468567
4	1945	low	11	Non-Irradiated Control_2 months [B8_S43]	1	3472.15380859375	-1.3738000392913818
4	1945	low	12	56Fe Irradiated_2 months [E8_S51]	1	3573.904296875	-1.3592345714569092
4	1945	low	13	H3	1	3593.1474609375	-1.3564798831939697
4	1945	low	14	K7	1	3685.927001953125	-1.3431987762451172
4	1945	low	15	K3	1	3812.249755859375	-1.3251157999038696
4	1945	low	16	16O Irradiated_1 month [F4_S32]	1	3932.802001953125	-1.3078590631484985
4	1945	low	17	Non-Irradiated Control_2 months [B7_S27]	1	4014.973876953125	-1.2960963249206543
4	1945	low	18	Non-Irradiated Control_4 months [B13_S45]	1	4035.498779296875	-1.2931580543518066
4	1945	low	19	Non-Irradiated Control_1 month [B3_S35]	1	4039.716796875	-1.2925543785095215
4	1945	low	20	16O Irradiated_2 months [F8_S34]	1	4060.80615234375	-1.2895355224609375
5	1047	high	1	M70	1	11105.0390625	4.11582088470459
5	1047	high	2	M62	1	9849.9873046875	3.4467077255249023
5	1047	high	3	M38	1	9635.4560546875	3.332333564758301
5	1047	high	4	M57	1	9551.6884765625	3.2876739501953125
5	1047	high	5	M67	1	9331.0048828125	3.1700196266174316
5	1047	high	6	M55	1	9281.921875	3.1438517570495605
5	1047	high	7	M40	1	8781.427734375	2.8770203590393066
5	1047	high	8	RR-23_F2	1	8732.1455078125	2.8507461547851562
5	1047	high	9	M44	1	8651.755859375	2.807887554168701
5	1047	high	10	M81	1	8530.1376953125	2.743048667907715
5	1047	high	11	M37	1	8458.50390625	2.7048580646514893
5	1047	high	12	M63	1	8240.84375	2.588815689086914
5	1047	high	13	M59	1	8203.4189453125	2.5688631534576416
5	1047	high	14	M54	1	8169.607421875	2.5508370399475098
5	1047	high	15	M48	1	8087.7783203125	2.5072109699249268
5	1047	high	16	M66	1	8040.06103515625	2.481771230697632
5	1047	high	17	M77	1	7988.1220703125	2.454080581665039
5	1047	high	18	M39	1	7967.05517578125	2.4428491592407227
5	1047	high	19	M43	1	7935.44873046875	2.4259986877441406
5	1047	high	20	M80	1	7849.88818359375	2.380383253097534
5	1047	low	1	K4	1	959.1136474609375	-1.2933357954025269
5	1047	low	2	28Si Irradiated_2 months [A6_S43]	1	969.4957275390625	-1.287800908088684
5	1047	low	3	H4	1	981.8089599609375	-1.281236171722412
5	1047	low	4	K2	1	982.402099609375	-1.2809200286865234
5	1047	low	5	Non-Irradiated Control_4 months [B13_S45]	1	1050.1470947265625	-1.244802713394165
5	1047	low	6	56Fe Irradiated_2 months [E7_S35]	1	1059.9857177734375	-1.2395572662353516
5	1047	low	7	56Fe Irradiated_1 month [E3_S3]	1	1070.0888671875	-1.2341710329055786
5	1047	low	8	56Fe Irradiated_1 month [E2_S49]	1	1082.9847412109375	-1.2272957563400269
5	1047	low	9	BL_LAR_09	1	1103.7430419921875	-1.216228723526001
5	1047	low	10	K8	1	1134.0601806640625	-1.2000657320022583
5	1047	low	11	Non-Irradiated Control_2 months [B8_S43]	1	1135.426025390625	-1.1993374824523926
5	1047	low	12	VC_LAR_09	1	1139.6895751953125	-1.1970643997192383
5	1047	low	13	LAR Flight 5	1	1143.3399658203125	-1.1951183080673218
5	1047	low	14	Non-Irradiated Control_1 month [B1_S19]	1	1154.9857177734375	-1.1889094114303589
5	1047	low	15	H3	1	1176.031494140625	-1.1776891946792603
5	1047	low	16	28Si Irradiated_9 months [A17_S38]	1	1213.2330322265625	-1.157855749130249
5	1047	low	17	56Fe Irradiated_2 months [E8_S51]	1	1216.421142578125	-1.156156063079834
5	1047	low	18	Non-Irradiated Control_9 months [B17_S47]	1	1252.9188232421875	-1.136697769165039
5	1047	low	19	16O Irradiated_2 months [F6_S2]	1	1262.5606689453125	-1.1315574645996094
5	1047	low	20	BL_LAR_07	1	1271.2025146484375	-1.1269500255584717
6	2120	high	1	M83	1	3356.064208984375	5.034308433532715
6	2120	high	2	M70	1	2380.047119140625	2.9887120723724365
6	2120	high	3	RR-23_F2	1	2214.97216796875	2.642737865447998
6	2120	high	4	M62	1	2161.15380859375	2.529942035675049
6	2120	high	5	M38	1	2065.5703125	2.3296122550964355
6	2120	high	6	M37	1	2022.394775390625	2.2391223907470703
6	2120	high	7	RR-23_GC2	1	2018.6221923828125	2.231215476989746
6	2120	high	8	M57	1	1996.4537353515625	2.184753656387329
6	2120	high	9	M40	1	1994.6080322265625	2.1808853149414062
6	2120	high	10	M55	1	1989.6259765625	2.170443534851074
6	2120	high	11	RR3_GC_G2	2	1976.577392578125	2.1430954933166504
6	2120	high	12	M72	1	1957.6943359375	2.1035192012786865
6	2120	high	13	M67	1	1946.381103515625	2.079808235168457
6	2120	high	14	RR-23_F5	1	1934.717041015625	2.0553619861602783
6	2120	high	15	M39	1	1917.297607421875	2.018853187561035
6	2120	high	16	ISS-T Flight 2	1	1857.181640625	1.8928585052490234
6	2120	high	17	M81	1	1854.812255859375	1.8878926038742065
6	2120	high	18	ISS-T Flight 3	1	1837.40380859375	1.8514069318771362
6	2120	high	19	M43	1	1834.8074951171875	1.8459655046463013
6	2120	high	20	M56	1	1826.97314453125	1.8295457363128662
6	2120	low	1	MHU2_F7	1	287.5802001953125	-1.396808385848999
6	2120	low	2	FLT 3	1	296.125	-1.3788996934890747
6	2120	low	3	56Fe Irradiated_2 months [E7_S35]	1	296.1797180175781	-1.3787851333618164
6	2120	low	4	28Si Irradiated_2 months [A6_S43]	1	300.2495422363281	-1.3702553510665894
6	2120	low	5	MHU3_FL04	1	303.5165100097656	-1.3634082078933716
6	2120	low	6	MHU3_GC09	1	305.27215576171875	-1.3597285747528076
6	2120	low	7	MHU3_GC06	1	305.7509460449219	-1.3587250709533691
6	2120	low	8	Non-Irradiated Control_4 months [B13_S45]	1	309.59906005859375	-1.350659966468811
6	2120	low	9	K4	1	310.3056640625	-1.3491790294647217
6	2120	low	10	K2	1	315.6839599609375	-1.337906837463379
6	2120	low	11	MHU3_GC03	1	316.0216979980469	-1.3371989727020264
6	2120	low	12	MHU3_GC02	1	316.18914794921875	-1.3368480205535889
6	2120	low	13	MHU3_FL03	1	317.8028259277344	-1.3334659337997437
6	2120	low	14	MHU3_FL05	1	318.90423583984375	-1.3311575651168823
6	2120	low	15	VC_LAR_09	1	320.42218017578125	-1.3279762268066406
6	2120	low	16	MHU3_GC07	1	320.57830810546875	-1.3276489973068237
6	2120	low	17	MHU3_GC10	1	321.37359619140625	-1.3259822130203247
6	2120	low	18	MHU3_GC05	1	322.6910400390625	-1.32322096824646
6	2120	low	19	56Fe Irradiated_2 months [E8_S51]	1	324.1047058105469	-1.3202580213546753
6	2120	low	20	MHU3_GC01	1	324.1778259277344	-1.3201048374176025
7	1516	high	1	M83	1	204.3654327392578	20.35185432434082
7	1516	high	2	M16	2	33.59432601928711	2.5718929767608643
7	1516	high	3	RR1_FLT_M21	1	28.536279678344727	2.0452704429626465
7	1516	high	4	RR1_FLT_M26	3	27.66754722595215	1.9548217058181763
7	1516	high	5	M40	1	26.23944664001465	1.8061339855194092
7	1516	high	6	M31	3	24.305627822875977	1.6047930717468262
7	1516	high	7	M13	2	22.933046340942383	1.461885690689087
7	1516	high	8	RR1_FLT_M29	2	22.477901458740234	1.414497971534729
7	1516	high	9	FL_ISS_17	1	22.42084503173828	1.4085575342178345
7	1516	high	10	BL_LAR_10	1	21.83641242980957	1.347708821296692
7	1516	high	11	28Si Irradiated_4 months [A12_S47]	1	21.09894371032715	1.2709267139434814
7	1516	high	12	FL_LAR_02	1	21.00989532470703	1.2616554498672485
7	1516	high	13	28Si Irradiated_2 months [A7_S44]	1	20.703166961669922	1.229720115661621
7	1516	high	14	M19	3	20.37401008605957	1.195449709892273
7	1516	high	15	VC_ISS_14	1	19.4215030670166	1.0962787866592407
7	1516	high	16	M28	3	18.7587947845459	1.0272804498672485
7	1516	high	17	RR1_FLT_M28	3	17.8496036529541	0.9326193332672119
7	1516	high	18	M62	1	17.48746681213379	0.8949151635169983
7	1516	high	19	LAR Baseline 3	1	17.243404388427734	0.8695043921470642
7	1516	high	20	RR1_VIV_M16	2	17.031991958618164	0.847493052482605
7	1516	low	1	MHU2_F7	1	1.4769129753112793	-0.772035539150238
7	1516	low	2	MHU3_FL03	1	1.6325857639312744	-0.7558276057243347
7	1516	low	3	MHU3_GC03	1	1.7803430557250977	-0.7404437065124512
7	1516	low	4	MHU2_F1	1	1.7948548793792725	-0.7389327883720398
7	1516	low	5	MHU3_GC01	1	1.829155683517456	-0.7353615164756775
