gene_cluster	n_genes	direction	rank	study.source name	n_profiles	mean_expression	z_score_across_sources
7	1516	low	6	MHU3_FL02	1	1.868733525276184	-0.7312408685684204
7	1516	low	7	MHU2_G6	1	1.8713719844818115	-0.7309661507606506
7	1516	low	8	MHU3_FL04	1	1.9155672788619995	-0.7263647317886353
7	1516	low	9	MHU3_GC06	1	1.9577836990356445	-0.7219693660736084
7	1516	low	10	MHU3_FL05	1	1.9821900129318237	-0.7194282412528992
7	1516	low	11	MHU3_GC05	1	2.0283641815185547	-0.71462082862854
7	1516	low	12	MHU3_FL08	1	2.0455145835876465	-0.7128351926803589
7	1516	low	13	MHU2_F2	1	2.0534300804138184	-0.7120110392570496
7	1516	low	14	MHU3_FL06	1	2.0626649856567383	-0.7110495567321777
7	1516	low	15	MHU3_GC02	1	2.083113431930542	-0.7089205384254456
7	1516	low	16	MHU3_FL10	1	2.103562116622925	-0.7067915201187134
7	1516	low	17	MHU3_GC04	1	2.1332454681396484	-0.7037010192871094
7	1516	low	18	MHU2_F11	1	2.2183377742767334	-0.6948415637016296
7	1516	low	19	MHU3_GC12	1	2.253298044204712	-0.6912016868591309
7	1516	low	20	MHU3_FL09	1	2.255277156829834	-0.6909955739974976
8	566	high	1	M83	1	1.8727915287017822	10.934443473815918
8	566	high	2	M16	2	1.065371036529541	5.882298946380615
8	566	high	3	FL_LAR_02	1	1.0388692617416382	5.716473579406738
8	566	high	4	RR1_FLT_M26	3	0.9552414417266846	5.193202495574951
8	566	high	5	FL_LAR_08	1	0.8109540343284607	4.29037618637085
8	566	high	6	RR1_FLT_M21	1	0.8003533482551575	4.224046230316162
8	566	high	7	28Si Irradiated_2 months [A7_S44]	1	0.7508834004402161	3.91450572013855
8	566	high	8	BL_LAR_10	1	0.7155476808547974	3.6934046745300293
8	566	high	9	RR1_GC_M32	1	0.6961130499839783	3.5717999935150146
8	566	high	10	28Si Irradiated_4 months [A12_S47]	1	0.6872791647911072	3.5165250301361084
8	566	high	11	28Si Irradiated_2 months [A6_S43]	1	0.620141327381134	3.0964338779449463
8	566	high	12	28Si Irradiated_4 months [A11_S46]	1	0.5954063534736633	2.9416637420654297
8	566	high	13	M31	3	0.5694935321807861	2.7795233726501465
8	566	high	14	M13	2	0.5530035495758057	2.6763432025909424
8	566	high	15	M19	3	0.5282685160636902	2.5215725898742676
8	566	high	16	28Si Irradiated_1 month [A2_S41]	1	0.5212014317512512	2.4773528575897217
8	566	high	17	M28	3	0.49175500869750977	2.293102502822876
8	566	high	18	28Si Irradiated_9 months [A16_S53]	1	0.4593639671802521	2.0904271602630615
8	566	high	19	M22	2	0.44964665174484253	2.0296244621276855
8	566	high	20	16O Irradiated_4 months [F11_S50]	1	0.4416961073875427	1.9798768758773804
8	566	low	1	MHU2_F12	1	0.0035335689317435026	-0.7617681622505188
8	566	low	2	MHU3_FL07	1	0.007067137863487005	-0.7396581768989563
8	566	low	3	MHU3_FL05	1	0.007067137863487005	-0.7396581768989563
8	566	low	4	FL_ISS_15	1	0.007067137863487005	-0.7396581768989563
8	566	low	5	MHU2_F7	1	0.007067137863487005	-0.7396581768989563
8	566	low	6	MHU3_GC06	1	0.008833922445774078	-0.7286031246185303
8	566	low	7	ASAP 2	1	0.010600706562399864	-0.717548131942749
8	566	low	8	MHU3_FL04	1	0.012367491610348225	-0.706493079662323
8	566	low	9	MHU3_GC05	1	0.01413427572697401	-0.6954380869865417
8	566	low	10	MHU3_FL09	1	0.01413427572697401	-0.6954380869865417
8	566	low	11	MHU3_FL02	1	0.01413427572697401	-0.6954380869865417
8	566	low	12	RR-1_GC_M2	1	0.01413427572697401	-0.6954380869865417
8	566	low	13	RR-1_FLT_M2	2	0.01590106077492237	-0.6843830943107605
8	566	low	14	MHU2_G4	1	0.01590106077492237	-0.6843830943107605
8	566	low	15	25min 1	1	0.01590106077492237	-0.6843830943107605
8	566	low	16	HC_LAR_15	1	0.01590106077492237	-0.6843830943107605
8	566	low	17	MHU3_FL10	1	0.01590106077492237	-0.6843830943107605
8	566	low	18	FLT 3	1	0.01590106077492237	-0.6843830943107605
8	566	low	19	MHU2_F1	1	0.01590106077492237	-0.6843830943107605
8	566	low	20	PC 3	1	0.017667844891548157	-0.6733280420303345
9	967	high	1	M83	1	2332.452880859375	5.623711109161377
9	967	high	2	M70	1	1667.610107421875	3.4500317573547363
9	967	high	3	M62	1	1596.5552978515625	3.2177205085754395
9	967	high	4	M38	1	1509.645263671875	2.9335713386535645
9	967	high	5	M57	1	1454.890380859375	2.7545523643493652
9	967	high	6	RR-23_F2	1	1446.4456787109375	2.726942539215088
9	967	high	7	M40	1	1440.5263671875	2.707589626312256
9	967	high	8	M55	1	1414.4239501953125	2.622248649597168
9	967	high	9	M67	1	1368.2823486328125	2.47139048576355
9	967	high	10	M81	1	1332.06103515625	2.352966070175171
9	967	high	11	M37	1	1319.4373779296875	2.3116936683654785
9	967	high	12	M44	1	1284.0982666015625	2.1961536407470703
9	967	high	13	RR-23_GC2	1	1274.41162109375	2.1644835472106934
9	967	high	14	M43	1	1271.266845703125	2.1542017459869385
9	967	high	15	M59	1	1265.863525390625	2.136535882949829
9	967	high	16	M77	1	1258.995849609375	2.114082098007202
9	967	high	17	M72	1	1258.74560546875	2.1132640838623047
9	967	high	18	M80	1	1256.666015625	2.1064648628234863
9	967	high	19	M48	1	1239.775634765625	2.0512423515319824
