library	gene_cluster	term	description	overlap	cluster_genes_in_universe	term_genes_in_universe	universe_genes	p_value	enrichment_ratio	overlap_genes	fdr_bh
reactome	0	REACTOME_HEMOSTASIS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HEMOSTASIS	55	409	422	5218	7.86534504304197e-05	1.6627655013383702	ENSMUSG00000000958,ENSMUSG00000005057,ENSMUSG00000015355,ENSMUSG00000015533,ENSMUSG00000020155,ENSMUSG00000020573,ENSMUSG00000020668,ENSMUSG00000020788,ENSMUSG00000020901,ENSMUSG00000021253,ENSMUSG00000021675,ENSMUSG00000021822,ENSMUSG00000022102,ENSMUSG00000022180,ENSMUSG00000022306,ENSMUSG00000022469,ENSMUSG00000022847,ENSMUSG00000022861,ENSMUSG00000023868,ENSMUSG00000024575,ENSMUSG00000024962,ENSMUSG00000025856,ENSMUSG00000026580,ENSMUSG00000026581,ENSMUSG00000026786,ENSMUSG00000027115,ENSMUSG00000027347,ENSMUSG00000027646,ENSMUSG00000028017,ENSMUSG00000028128,ENSMUSG00000028698,ENSMUSG00000028874,ENSMUSG00000028978,ENSMUSG00000029334,ENSMUSG00000029361,ENSMUSG00000030786,ENSMUSG00000030789,ENSMUSG00000031465,ENSMUSG00000031520,ENSMUSG00000031990,ENSMUSG00000032254,ENSMUSG00000034116,ENSMUSG00000034330,ENSMUSG00000034664,ENSMUSG00000036353,ENSMUSG00000036768,ENSMUSG00000039109,ENSMUSG00000040010,ENSMUSG00000040152,ENSMUSG00000043004,ENSMUSG00000054641,ENSMUSG00000057614,ENSMUSG00000074364,ENSMUSG00000078780,ENSMUSG00000079055	0.01537266192334352
reactome	0	REACTOME_DNA_STRAND_ELONGATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DNA_STRAND_ELONGATION	9	409	27	5218	0.00013384627093429837	4.252648736756316	ENSMUSG00000002870,ENSMUSG00000005410,ENSMUSG00000022881,ENSMUSG00000024742,ENSMUSG00000027353,ENSMUSG00000027454,ENSMUSG00000031821,ENSMUSG00000038644,ENSMUSG00000056394	0.01537266192334352
reactome	0	REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	22	409	126	5218	0.0002608123839254814	2.2275779097294985	ENSMUSG00000000560,ENSMUSG00000001986,ENSMUSG00000003378,ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000021708,ENSMUSG00000022840,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000027950,ENSMUSG00000030209,ENSMUSG00000031492,ENSMUSG00000032017,ENSMUSG00000032356,ENSMUSG00000033676,ENSMUSG00000033981,ENSMUSG00000043004,ENSMUSG00000044708,ENSMUSG00000051497,ENSMUSG00000056073,ENSMUSG00000057614,ENSMUSG00000062609	0.01537266192334352
reactome	0	REACTOME_GABA_RECEPTOR_ACTIVATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GABA_RECEPTOR_ACTIVATION	12	409	49	5218	0.0002915976872895894	3.1243949902699466	ENSMUSG00000000560,ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000022840,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000033676,ENSMUSG00000043004,ENSMUSG00000044708,ENSMUSG00000051497,ENSMUSG00000057614,ENSMUSG00000062609	0.01537266192334352
reactome	0	REACTOME_GABA_B_RECEPTOR_ACTIVATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GABA_B_RECEPTOR_ACTIVATION	10	409	36	5218	0.0003112755245321812	3.5438739472969307	ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000022840,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000043004,ENSMUSG00000044708,ENSMUSG00000051497,ENSMUSG00000057614,ENSMUSG00000062609	0.01537266192334352
reactome	0	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	15	409	72	5218	0.0003617096923139652	2.6579054604726977	ENSMUSG00000001029,ENSMUSG00000015533,ENSMUSG00000022469,ENSMUSG00000025321,ENSMUSG00000026786,ENSMUSG00000026971,ENSMUSG00000027347,ENSMUSG00000027646,ENSMUSG00000028364,ENSMUSG00000030786,ENSMUSG00000030789,ENSMUSG00000031990,ENSMUSG00000034664,ENSMUSG00000040152,ENSMUSG00000067158	0.01537266192334352
reactome	0	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	6	409	15	5218	0.0006073618873178694	5.10317848410758	ENSMUSG00000024742,ENSMUSG00000030271,ENSMUSG00000030322,ENSMUSG00000038644,ENSMUSG00000041429,ENSMUSG00000056394	0.0209863712911567
reactome	0	REACTOME_NEURONAL_SYSTEM	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NEURONAL_SYSTEM	35	409	255	5218	0.0006583959620755043	1.7510906563114244	ENSMUSG00000000560,ENSMUSG00000001986,ENSMUSG00000002908,ENSMUSG00000003378,ENSMUSG00000016346,ENSMUSG00000020155,ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000021708,ENSMUSG00000022840,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000024957,ENSMUSG00000026797,ENSMUSG00000027950,ENSMUSG00000028033,ENSMUSG00000030209,ENSMUSG00000031492,ENSMUSG00000031840,ENSMUSG00000032017,ENSMUSG00000032356,ENSMUSG00000033676,ENSMUSG00000033981,ENSMUSG00000034656,ENSMUSG00000039232,ENSMUSG00000043004,ENSMUSG00000044708,ENSMUSG00000051497,ENSMUSG00000056073,ENSMUSG00000057614,ENSMUSG00000058975,ENSMUSG00000059602,ENSMUSG00000059742,ENSMUSG00000062609,ENSMUSG00000062785	0.0209863712911567
reactome	0	REACTOME_UNWINDING_OF_DNA	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_UNWINDING_OF_DNA	5	409	11	5218	0.0008969707599383538	5.799066459213159	ENSMUSG00000002870,ENSMUSG00000005410,ENSMUSG00000027353,ENSMUSG00000027454,ENSMUSG00000031821	0.02371033578429129
reactome	0	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	26	409	174	5218	0.0009298170895800506	1.906359778545935	ENSMUSG00000000560,ENSMUSG00000001986,ENSMUSG00000003378,ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000021708,ENSMUSG00000022840,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000026797,ENSMUSG00000027950,ENSMUSG00000030209,ENSMUSG00000031492,ENSMUSG00000031840,ENSMUSG00000032017,ENSMUSG00000032356,ENSMUSG00000033676,ENSMUSG00000033981,ENSMUSG00000034656,ENSMUSG00000043004,ENSMUSG00000044708,ENSMUSG00000051497,ENSMUSG00000056073,ENSMUSG00000057614,ENSMUSG00000059602,ENSMUSG00000062609	0.02371033578429129
