gene_cluster	gene
3	ENSMUSG00000006412
3	ENSMUSG00000006435
3	ENSMUSG00000006442
3	ENSMUSG00000006456
3	ENSMUSG00000006519
3	ENSMUSG00000006526
3	ENSMUSG00000006638
3	ENSMUSG00000006641
3	ENSMUSG00000006678
3	ENSMUSG00000006705
3	ENSMUSG00000006715
3	ENSMUSG00000006782
3	ENSMUSG00000006906
3	ENSMUSG00000006941
3	ENSMUSG00000007036
3	ENSMUSG00000007041
3	ENSMUSG00000007589
3	ENSMUSG00000007655
3	ENSMUSG00000007827
3	ENSMUSG00000007837
3	ENSMUSG00000008301
3	ENSMUSG00000008373
3	ENSMUSG00000008398
3	ENSMUSG00000008435
3	ENSMUSG00000008658
3	ENSMUSG00000008822
3	ENSMUSG00000009035
3	ENSMUSG00000009207
3	ENSMUSG00000009292
3	ENSMUSG00000009293
3	ENSMUSG00000009418
3	ENSMUSG00000009580
3	ENSMUSG00000009772
3	ENSMUSG00000010045
3	ENSMUSG00000010057
3	ENSMUSG00000010205
3	ENSMUSG00000010492
3	ENSMUSG00000010721
3	ENSMUSG00000011096
3	ENSMUSG00000011306
3	ENSMUSG00000011427
3	ENSMUSG00000013275
3	ENSMUSG00000013419
3	ENSMUSG00000013495
3	ENSMUSG00000013646
3	ENSMUSG00000013833
3	ENSMUSG00000013973
3	ENSMUSG00000014039
3	ENSMUSG00000014444
3	ENSMUSG00000014554
3	ENSMUSG00000014599
3	ENSMUSG00000014601
3	ENSMUSG00000014846
3	ENSMUSG00000014859
3	ENSMUSG00000014873
3	ENSMUSG00000014980
3	ENSMUSG00000015176
3	ENSMUSG00000015202
3	ENSMUSG00000015217
3	ENSMUSG00000015224
3	ENSMUSG00000015461
3	ENSMUSG00000015474
3	ENSMUSG00000015478
3	ENSMUSG00000015605
3	ENSMUSG00000015711
3	ENSMUSG00000015747
3	ENSMUSG00000015749
3	ENSMUSG00000015766
3	ENSMUSG00000015966
3	ENSMUSG00000016503
3	ENSMUSG00000016940
3	ENSMUSG00000016984
3	ENSMUSG00000017210
3	ENSMUSG00000017307
3	ENSMUSG00000017309
3	ENSMUSG00000017376
3	ENSMUSG00000017386
3	ENSMUSG00000017466
3	ENSMUSG00000017664
3	ENSMUSG00000017670
3	ENSMUSG00000017715
3	ENSMUSG00000017747
3	ENSMUSG00000017765
3	ENSMUSG00000017817
3	ENSMUSG00000017830
3	ENSMUSG00000017837
3	ENSMUSG00000018001
3	ENSMUSG00000018143
3	ENSMUSG00000018167
3	ENSMUSG00000018287
3	ENSMUSG00000018339
3	ENSMUSG00000018378
3	ENSMUSG00000018459
3	ENSMUSG00000018476
3	ENSMUSG00000018541
3	ENSMUSG00000018559
3	ENSMUSG00000018565
3	ENSMUSG00000018566
3	ENSMUSG00000018572
3	ENSMUSG00000018661
3	ENSMUSG00000018672
3	ENSMUSG00000018697
3	ENSMUSG00000018733
3	ENSMUSG00000018830
3	ENSMUSG00000018841
3	ENSMUSG00000018845
3	ENSMUSG00000018861
3	ENSMUSG00000018906
3	ENSMUSG00000018920
3	ENSMUSG00000018974
3	ENSMUSG00000019139
3	ENSMUSG00000019194
3	ENSMUSG00000019297
3	ENSMUSG00000019338
3	ENSMUSG00000019478
3	ENSMUSG00000019487
3	ENSMUSG00000019518
3	ENSMUSG00000019528
3	ENSMUSG00000019558
3	ENSMUSG00000019647
3	ENSMUSG00000019659
3	ENSMUSG00000019699
3	ENSMUSG00000019756
3	ENSMUSG00000019779
3	ENSMUSG00000019792
3	ENSMUSG00000019797
3	ENSMUSG00000019810
3	ENSMUSG00000019814
3	ENSMUSG00000019826
3	ENSMUSG00000019837
3	ENSMUSG00000019843
3	ENSMUSG00000019857
3	ENSMUSG00000019876
3	ENSMUSG00000019897
3	ENSMUSG00000019899
3	ENSMUSG00000019966
3	ENSMUSG00000019971
3	ENSMUSG00000019979
3	ENSMUSG00000020019
3	ENSMUSG00000020023
3	ENSMUSG00000020024
3	ENSMUSG00000020067
3	ENSMUSG00000020070
3	ENSMUSG00000020092
3	ENSMUSG00000020105
3	ENSMUSG00000020120
3	ENSMUSG00000020133
3	ENSMUSG00000020140
3	ENSMUSG00000020143
3	ENSMUSG00000020156
3	ENSMUSG00000020167
3	ENSMUSG00000020176
3	ENSMUSG00000020180
3	ENSMUSG00000020211
3	ENSMUSG00000020216
3	ENSMUSG00000020232
3	ENSMUSG00000020260
3	ENSMUSG00000020275
3	ENSMUSG00000020287
3	ENSMUSG00000020289
3	ENSMUSG00000020329
3	ENSMUSG00000020354
3	ENSMUSG00000020375
3	ENSMUSG00000020387
3	ENSMUSG00000020392
3	ENSMUSG00000020393
3	ENSMUSG00000020413
3	ENSMUSG00000020415
3	ENSMUSG00000020448
3	ENSMUSG00000020473
3	ENSMUSG00000020486
3	ENSMUSG00000020495
3	ENSMUSG00000020526
3	ENSMUSG00000020528
3	ENSMUSG00000020544
3	ENSMUSG00000020564
3	ENSMUSG00000020589
3	ENSMUSG00000020605
3	ENSMUSG00000020623
3	ENSMUSG00000020638
3	ENSMUSG00000020649
3	ENSMUSG00000020653
3	ENSMUSG00000020657
3	ENSMUSG00000020659
3	ENSMUSG00000020679
3	ENSMUSG00000020680
3	ENSMUSG00000020689
3	ENSMUSG00000020691
3	ENSMUSG00000020707
3	ENSMUSG00000020722
3	ENSMUSG00000020736
3	ENSMUSG00000020739
3	ENSMUSG00000020752
3	ENSMUSG00000020776
3	ENSMUSG00000020818
3	ENSMUSG00000020823
3	ENSMUSG00000020832
3	ENSMUSG00000020836
3	ENSMUSG00000020843
3	ENSMUSG00000020868
3	ENSMUSG00000020882
3	ENSMUSG00000020894
3	ENSMUSG00000020918
3	ENSMUSG00000020925
3	ENSMUSG00000020926
3	ENSMUSG00000020935
3	ENSMUSG00000020955
3	ENSMUSG00000020956
3	ENSMUSG00000020994
3	ENSMUSG00000021003
3	ENSMUSG00000021018
3	ENSMUSG00000021023
3	ENSMUSG00000021038
3	ENSMUSG00000021044
3	ENSMUSG00000021061
3	ENSMUSG00000021068
3	ENSMUSG00000021103
3	ENSMUSG00000021108
3	ENSMUSG00000021120
3	ENSMUSG00000021144
3	ENSMUSG00000021179
3	ENSMUSG00000021180
3	ENSMUSG00000021187
3	ENSMUSG00000021200
3	ENSMUSG00000021226
3	ENSMUSG00000021235
3	ENSMUSG00000021240
3	ENSMUSG00000021258
3	ENSMUSG00000021266
3	ENSMUSG00000021277
3	ENSMUSG00000021335
3	ENSMUSG00000021365
3	ENSMUSG00000021373
3	ENSMUSG00000021385
3	ENSMUSG00000021416
3	ENSMUSG00000021418
3	ENSMUSG00000021428
3	ENSMUSG00000021453
3	ENSMUSG00000021456
3	ENSMUSG00000021461
3	ENSMUSG00000021493
3	ENSMUSG00000021496
3	ENSMUSG00000021501
3	ENSMUSG00000021504
3	ENSMUSG00000021509
3	ENSMUSG00000021536
3	ENSMUSG00000021552
3	ENSMUSG00000021579
3	ENSMUSG00000021597
3	ENSMUSG00000021598
3	ENSMUSG00000021611
3	ENSMUSG00000021615
3	ENSMUSG00000021621
3	ENSMUSG00000021636
3	ENSMUSG00000021639
3	ENSMUSG00000021661
3	ENSMUSG00000021668
3	ENSMUSG00000021699
3	ENSMUSG00000021701
3	ENSMUSG00000021713
3	ENSMUSG00000021768
3	ENSMUSG00000021772
3	ENSMUSG00000021789
3	ENSMUSG00000021809
3	ENSMUSG00000021820
3	ENSMUSG00000021898
3	ENSMUSG00000021916
3	ENSMUSG00000021938
3	ENSMUSG00000021944
3	ENSMUSG00000021962
3	ENSMUSG00000022009
3	ENSMUSG00000022022
3	ENSMUSG00000022032
3	ENSMUSG00000022064
3	ENSMUSG00000022075
3	ENSMUSG00000022089
3	ENSMUSG00000022091
3	ENSMUSG00000022095
3	ENSMUSG00000022097
3	ENSMUSG00000022109
3	ENSMUSG00000022146
3	ENSMUSG00000022160
3	ENSMUSG00000022184
3	ENSMUSG00000022191
3	ENSMUSG00000022215
3	ENSMUSG00000022217
3	ENSMUSG00000022218
3	ENSMUSG00000022231
3	ENSMUSG00000022248
3	ENSMUSG00000022292
3	ENSMUSG00000022357
3	ENSMUSG00000022358
3	ENSMUSG00000022364
3	ENSMUSG00000022394
3	ENSMUSG00000022466
3	ENSMUSG00000022471
3	ENSMUSG00000022472
3	ENSMUSG00000022488
3	ENSMUSG00000022490
3	ENSMUSG00000022508
3	ENSMUSG00000022515
3	ENSMUSG00000022516
3	ENSMUSG00000022545
3	ENSMUSG00000022553
3	ENSMUSG00000022561
3	ENSMUSG00000022570
3	ENSMUSG00000022589
3	ENSMUSG00000022594
3	ENSMUSG00000022614
3	ENSMUSG00000022617
3	ENSMUSG00000022639
3	ENSMUSG00000022678
3	ENSMUSG00000022702
3	ENSMUSG00000022721
3	ENSMUSG00000022750
3	ENSMUSG00000022762
3	ENSMUSG00000022769
3	ENSMUSG00000022791
3	ENSMUSG00000022816
3	ENSMUSG00000022822
3	ENSMUSG00000022827
3	ENSMUSG00000022837
3	ENSMUSG00000022894
3	ENSMUSG00000022901
3	ENSMUSG00000022911
3	ENSMUSG00000022913
3	ENSMUSG00000022951
3	ENSMUSG00000022969
3	ENSMUSG00000022995
3	ENSMUSG00000022999
3	ENSMUSG00000023007
3	ENSMUSG00000023046
3	ENSMUSG00000023048
3	ENSMUSG00000023051
3	ENSMUSG00000023066
3	ENSMUSG00000023067
3	ENSMUSG00000023094
3	ENSMUSG00000023110
3	ENSMUSG00000023122
3	ENSMUSG00000023143
3	ENSMUSG00000023170
3	ENSMUSG00000023235
3	ENSMUSG00000023277
3	ENSMUSG00000023341
3	ENSMUSG00000023495
3	ENSMUSG00000023572
3	ENSMUSG00000023707
3	ENSMUSG00000023800
3	ENSMUSG00000023805
3	ENSMUSG00000023809
3	ENSMUSG00000023826
3	ENSMUSG00000023904
3	ENSMUSG00000023915
3	ENSMUSG00000023938
3	ENSMUSG00000023953
3	ENSMUSG00000023959
3	ENSMUSG00000023967
3	ENSMUSG00000023971
3	ENSMUSG00000023988
3	ENSMUSG00000023991
3	ENSMUSG00000023994
3	ENSMUSG00000024007
3	ENSMUSG00000024030
3	ENSMUSG00000024037
3	ENSMUSG00000024048
3	ENSMUSG00000024050
3	ENSMUSG00000024059
3	ENSMUSG00000024063
3	ENSMUSG00000024069
3	ENSMUSG00000024078
3	ENSMUSG00000024082
3	ENSMUSG00000024143
3	ENSMUSG00000024151
3	ENSMUSG00000024168
3	ENSMUSG00000024169
3	ENSMUSG00000024180
3	ENSMUSG00000024191
3	ENSMUSG00000024193
3	ENSMUSG00000024194
3	ENSMUSG00000024201
3	ENSMUSG00000024210
3	ENSMUSG00000024212
3	ENSMUSG00000024213
3	ENSMUSG00000024217
3	ENSMUSG00000024218
3	ENSMUSG00000024220
3	ENSMUSG00000024269
3	ENSMUSG00000024277
3	ENSMUSG00000024302
3	ENSMUSG00000024312
3	ENSMUSG00000024350
3	ENSMUSG00000024365
3	ENSMUSG00000024369
3	ENSMUSG00000024381
3	ENSMUSG00000024382
3	ENSMUSG00000024411
3	ENSMUSG00000024421
3	ENSMUSG00000024426
3	ENSMUSG00000024429
3	ENSMUSG00000024451
3	ENSMUSG00000024502
3	ENSMUSG00000024535
3	ENSMUSG00000024537
3	ENSMUSG00000024542
3	ENSMUSG00000024544
3	ENSMUSG00000024560
3	ENSMUSG00000024570
3	ENSMUSG00000024620
3	ENSMUSG00000024677
3	ENSMUSG00000024764
3	ENSMUSG00000024766
3	ENSMUSG00000024797
3	ENSMUSG00000024800
3	ENSMUSG00000024816
3	ENSMUSG00000024830
3	ENSMUSG00000024833
3	ENSMUSG00000024844
3	ENSMUSG00000024847
3	ENSMUSG00000024854
3	ENSMUSG00000024878
3	ENSMUSG00000024911
3	ENSMUSG00000024925
3	ENSMUSG00000024926
3	ENSMUSG00000024937
3	ENSMUSG00000024942
3	ENSMUSG00000024947
3	ENSMUSG00000024948
3	ENSMUSG00000024959
3	ENSMUSG00000024969
3	ENSMUSG00000024987
3	ENSMUSG00000024999
3	ENSMUSG00000025002
3	ENSMUSG00000025035
3	ENSMUSG00000025040
3	ENSMUSG00000025050
3	ENSMUSG00000025086
3	ENSMUSG00000025134
3	ENSMUSG00000025135
3	ENSMUSG00000025141
3	ENSMUSG00000025144
3	ENSMUSG00000025150
3	ENSMUSG00000025157
3	ENSMUSG00000025158
3	ENSMUSG00000025172
3	ENSMUSG00000025175
3	ENSMUSG00000025203
3	ENSMUSG00000025217
3	ENSMUSG00000025223
3	ENSMUSG00000025237
3	ENSMUSG00000025262
3	ENSMUSG00000025264
3	ENSMUSG00000025269
3	ENSMUSG00000025316
3	ENSMUSG00000025348
3	ENSMUSG00000025350
3	ENSMUSG00000025358
3	ENSMUSG00000025374
3	ENSMUSG00000025409
3	ENSMUSG00000025436
3	ENSMUSG00000025474
3	ENSMUSG00000025477
3	ENSMUSG00000025494
3	ENSMUSG00000025532
3	ENSMUSG00000025537
3	ENSMUSG00000025591
3	ENSMUSG00000025608
3	ENSMUSG00000025646
3	ENSMUSG00000025722
3	ENSMUSG00000025737
3	ENSMUSG00000025858
3	ENSMUSG00000025869
3	ENSMUSG00000025920
3	ENSMUSG00000025925
3	ENSMUSG00000025959
3	ENSMUSG00000026035
3	ENSMUSG00000026036
3	ENSMUSG00000026037
3	ENSMUSG00000026047
3	ENSMUSG00000026049
3	ENSMUSG00000026078
3	ENSMUSG00000026088
3	ENSMUSG00000026100
3	ENSMUSG00000026171
3	ENSMUSG00000026172
3	ENSMUSG00000026207
3	ENSMUSG00000026249
3	ENSMUSG00000026273
3	ENSMUSG00000026279
3	ENSMUSG00000026283
3	ENSMUSG00000026311
3	ENSMUSG00000026315
3	ENSMUSG00000026380
3	ENSMUSG00000026389
3	ENSMUSG00000026411
3	ENSMUSG00000026418
3	ENSMUSG00000026421
3	ENSMUSG00000026430
3	ENSMUSG00000026433
3	ENSMUSG00000026447
3	ENSMUSG00000026470
3	ENSMUSG00000026471
3	ENSMUSG00000026480
3	ENSMUSG00000026483
3	ENSMUSG00000026510
3	ENSMUSG00000026519
3	ENSMUSG00000026535
3	ENSMUSG00000026558
3	ENSMUSG00000026564
3	ENSMUSG00000026574
3	ENSMUSG00000026577
3	ENSMUSG00000026585
3	ENSMUSG00000026600
3	ENSMUSG00000026608
3	ENSMUSG00000026610
3	ENSMUSG00000026648
3	ENSMUSG00000026657
3	ENSMUSG00000026694
3	ENSMUSG00000026698
3	ENSMUSG00000026723
3	ENSMUSG00000026773
3	ENSMUSG00000026778
3	ENSMUSG00000026790
3	ENSMUSG00000026791
3	ENSMUSG00000026792
3	ENSMUSG00000026796
3	ENSMUSG00000026803
3	ENSMUSG00000026837
3	ENSMUSG00000026851
3	ENSMUSG00000026856
3	ENSMUSG00000026860
3	ENSMUSG00000026939
3	ENSMUSG00000026942
3	ENSMUSG00000026960
3	ENSMUSG00000026966
3	ENSMUSG00000026980
3	ENSMUSG00000026999
3	ENSMUSG00000027001
3	ENSMUSG00000027014
3	ENSMUSG00000027018
3	ENSMUSG00000027075
3	ENSMUSG00000027077
3	ENSMUSG00000027132
3	ENSMUSG00000027163
3	ENSMUSG00000027165
3	ENSMUSG00000027201
3	ENSMUSG00000027210
3	ENSMUSG00000027245
3	ENSMUSG00000027247
3	ENSMUSG00000027276
3	ENSMUSG00000027284
3	ENSMUSG00000027286
3	ENSMUSG00000027322
3	ENSMUSG00000027339
3	ENSMUSG00000027361
3	ENSMUSG00000027381
3	ENSMUSG00000027401
3	ENSMUSG00000027430
3	ENSMUSG00000027435
3	ENSMUSG00000027452
3	ENSMUSG00000027470
3	ENSMUSG00000027472
3	ENSMUSG00000027487
3	ENSMUSG00000027488
3	ENSMUSG00000027498
3	ENSMUSG00000027509
3	ENSMUSG00000027510
3	ENSMUSG00000027552
3	ENSMUSG00000027577
3	ENSMUSG00000027583
3	ENSMUSG00000027650
3	ENSMUSG00000027663
3	ENSMUSG00000027669
3	ENSMUSG00000027714
3	ENSMUSG00000027722
3	ENSMUSG00000027739
3	ENSMUSG00000027777
3	ENSMUSG00000027778
3	ENSMUSG00000027784
3	ENSMUSG00000027805
3	ENSMUSG00000027860
3	ENSMUSG00000027861
3	ENSMUSG00000027868
3	ENSMUSG00000027871
3	ENSMUSG00000027887
3	ENSMUSG00000027890
3	ENSMUSG00000027905
3	ENSMUSG00000027936
3	ENSMUSG00000027961
3	ENSMUSG00000027963
3	ENSMUSG00000027965
3	ENSMUSG00000027999
3	ENSMUSG00000028016
3	ENSMUSG00000028028
3	ENSMUSG00000028032
3	ENSMUSG00000028049
3	ENSMUSG00000028051
3	ENSMUSG00000028057
3	ENSMUSG00000028066
3	ENSMUSG00000028086
3	ENSMUSG00000028089
3	ENSMUSG00000028114
3	ENSMUSG00000028126
3	ENSMUSG00000028195
3	ENSMUSG00000028243
3	ENSMUSG00000028270
3	ENSMUSG00000028278
3	ENSMUSG00000028295
3	ENSMUSG00000028300
3	ENSMUSG00000028312
3	ENSMUSG00000028322
3	ENSMUSG00000028328
3	ENSMUSG00000028329
3	ENSMUSG00000028333
3	ENSMUSG00000028334
3	ENSMUSG00000028345
3	ENSMUSG00000028348
3	ENSMUSG00000028385
3	ENSMUSG00000028396
3	ENSMUSG00000028411
3	ENSMUSG00000028433
3	ENSMUSG00000028454
3	ENSMUSG00000028456
3	ENSMUSG00000028458
3	ENSMUSG00000028467
3	ENSMUSG00000028524
3	ENSMUSG00000028542
3	ENSMUSG00000028550
3	ENSMUSG00000028578
3	ENSMUSG00000028581
3	ENSMUSG00000028582
3	ENSMUSG00000028614
3	ENSMUSG00000028617
3	ENSMUSG00000028619
3	ENSMUSG00000028637
3	ENSMUSG00000028641
3	ENSMUSG00000028653
3	ENSMUSG00000028669
3	ENSMUSG00000028670
3	ENSMUSG00000028677
3	ENSMUSG00000028683
3	ENSMUSG00000028708
3	ENSMUSG00000028709
3	ENSMUSG00000028744
3	ENSMUSG00000028766
3	ENSMUSG00000028772
3	ENSMUSG00000028834
3	ENSMUSG00000028838
3	ENSMUSG00000028849
3	ENSMUSG00000028857
3	ENSMUSG00000028861
3	ENSMUSG00000028882
3	ENSMUSG00000028902
3	ENSMUSG00000028917
3	ENSMUSG00000028920
3	ENSMUSG00000028937
3	ENSMUSG00000028949
3	ENSMUSG00000028952
3	ENSMUSG00000028959
3	ENSMUSG00000028961
3	ENSMUSG00000028969
3	ENSMUSG00000028974
3	ENSMUSG00000029009
3	ENSMUSG00000029028
3	ENSMUSG00000029056
3	ENSMUSG00000029059
3	ENSMUSG00000029060
3	ENSMUSG00000029062
3	ENSMUSG00000029125
3	ENSMUSG00000029141
3	ENSMUSG00000029146
3	ENSMUSG00000029158
3	ENSMUSG00000029166
3	ENSMUSG00000029174
3	ENSMUSG00000029188
3	ENSMUSG00000029189
3	ENSMUSG00000029233
3	ENSMUSG00000029234
3	ENSMUSG00000029245
3	ENSMUSG00000029290
3	ENSMUSG00000029299
3	ENSMUSG00000029309
3	ENSMUSG00000029387
3	ENSMUSG00000029392
3	ENSMUSG00000029401
3	ENSMUSG00000029403
3	ENSMUSG00000029404
3	ENSMUSG00000029415
3	ENSMUSG00000029427
3	ENSMUSG00000029428
3	ENSMUSG00000029438
3	ENSMUSG00000029464
3	ENSMUSG00000029466
3	ENSMUSG00000029471
3	ENSMUSG00000029474
3	ENSMUSG00000029507
3	ENSMUSG00000029518
3	ENSMUSG00000029534
3	ENSMUSG00000029535
3	ENSMUSG00000029538
3	ENSMUSG00000029554
3	ENSMUSG00000029559
3	ENSMUSG00000029560
3	ENSMUSG00000029561
3	ENSMUSG00000029587
3	ENSMUSG00000029594
3	ENSMUSG00000029624
3	ENSMUSG00000029625
3	ENSMUSG00000029676
3	ENSMUSG00000029681
3	ENSMUSG00000029687
3	ENSMUSG00000029708
3	ENSMUSG00000029714
3	ENSMUSG00000029726
3	ENSMUSG00000029730
3	ENSMUSG00000029765
3	ENSMUSG00000029771
3	ENSMUSG00000029804
3	ENSMUSG00000029822
3	ENSMUSG00000029860
3	ENSMUSG00000029862
3	ENSMUSG00000029910
3	ENSMUSG00000029916
3	ENSMUSG00000030020
3	ENSMUSG00000030022
3	ENSMUSG00000030045
3	ENSMUSG00000030046
3	ENSMUSG00000030079
3	ENSMUSG00000030083
3	ENSMUSG00000030084
3	ENSMUSG00000030095
3	ENSMUSG00000030137
3	ENSMUSG00000030177
3	ENSMUSG00000030220
3	ENSMUSG00000030243
3	ENSMUSG00000030255
3	ENSMUSG00000030257
3	ENSMUSG00000030272
3	ENSMUSG00000030279
3	ENSMUSG00000030281
3	ENSMUSG00000030284
3	ENSMUSG00000030302
3	ENSMUSG00000030306
3	ENSMUSG00000030337
3	ENSMUSG00000030340
3	ENSMUSG00000030374
3	ENSMUSG00000030401
3	ENSMUSG00000030403
3	ENSMUSG00000030409
3	ENSMUSG00000030410
3	ENSMUSG00000030423
3	ENSMUSG00000030505
3	ENSMUSG00000030512
3	ENSMUSG00000030527
3	ENSMUSG00000030528
3	ENSMUSG00000030532
3	ENSMUSG00000030534
3	ENSMUSG00000030539
3	ENSMUSG00000030554
3	ENSMUSG00000030583
3	ENSMUSG00000030588
3	ENSMUSG00000030595
3	ENSMUSG00000030605
3	ENSMUSG00000030609
3	ENSMUSG00000030611
3	ENSMUSG00000030621
3	ENSMUSG00000030652
3	ENSMUSG00000030714
3	ENSMUSG00000030718
3	ENSMUSG00000030726
3	ENSMUSG00000030729
3	ENSMUSG00000030733
3	ENSMUSG00000030739
3	ENSMUSG00000030741
3	ENSMUSG00000030750
3	ENSMUSG00000030759
3	ENSMUSG00000030766
3	ENSMUSG00000030780
3	ENSMUSG00000030787
3	ENSMUSG00000030802
3	ENSMUSG00000030805
3	ENSMUSG00000030814
3	ENSMUSG00000030822
3	ENSMUSG00000030826
3	ENSMUSG00000030827
3	ENSMUSG00000030871
3	ENSMUSG00000030880
3	ENSMUSG00000030881
3	ENSMUSG00000030888
3	ENSMUSG00000030905
3	ENSMUSG00000030922
3	ENSMUSG00000030929
3	ENSMUSG00000030942
3	ENSMUSG00000030956
3	ENSMUSG00000030966
3	ENSMUSG00000030996
3	ENSMUSG00000031015
3	ENSMUSG00000031065
3	ENSMUSG00000031072
3	ENSMUSG00000031129
3	ENSMUSG00000031133
3	ENSMUSG00000031143
3	ENSMUSG00000031153
3	ENSMUSG00000031157
3	ENSMUSG00000031161
3	ENSMUSG00000031171
3	ENSMUSG00000031217
3	ENSMUSG00000031226
3	ENSMUSG00000031239
3	ENSMUSG00000031245
3	ENSMUSG00000031262
3	ENSMUSG00000031310
3	ENSMUSG00000031312
3	ENSMUSG00000031355
3	ENSMUSG00000031381
3	ENSMUSG00000031382
3	ENSMUSG00000031399
3	ENSMUSG00000031433
3	ENSMUSG00000031448
3	ENSMUSG00000031488
3	ENSMUSG00000031489
3	ENSMUSG00000031490
3	ENSMUSG00000031508
3	ENSMUSG00000031513
3	ENSMUSG00000031519
3	ENSMUSG00000031534
3	ENSMUSG00000031543
3	ENSMUSG00000031546
3	ENSMUSG00000031574
3	ENSMUSG00000031577
3	ENSMUSG00000031585
3	ENSMUSG00000031636
3	ENSMUSG00000031639
3	ENSMUSG00000031642
3	ENSMUSG00000031671
3	ENSMUSG00000031684
3	ENSMUSG00000031698
3	ENSMUSG00000031775
3	ENSMUSG00000031807
3	ENSMUSG00000031808
3	ENSMUSG00000031816
3	ENSMUSG00000031822
3	ENSMUSG00000031823
3	ENSMUSG00000031833
3	ENSMUSG00000031834
3	ENSMUSG00000031838
3	ENSMUSG00000031845
3	ENSMUSG00000031848
3	ENSMUSG00000031865
3	ENSMUSG00000031879
3	ENSMUSG00000031903
3	ENSMUSG00000031928
3	ENSMUSG00000031965
3	ENSMUSG00000031983
3	ENSMUSG00000031986
3	ENSMUSG00000031987
3	ENSMUSG00000031995
3	ENSMUSG00000032040
3	ENSMUSG00000032059
3	ENSMUSG00000032062
3	ENSMUSG00000032109
3	ENSMUSG00000032125
3	ENSMUSG00000032171
3	ENSMUSG00000032182
3	ENSMUSG00000032185
3	ENSMUSG00000032264
3	ENSMUSG00000032267
3	ENSMUSG00000032280
3	ENSMUSG00000032285
3	ENSMUSG00000032299
3	ENSMUSG00000032305
3	ENSMUSG00000032320
3	ENSMUSG00000032329
3	ENSMUSG00000032363
3	ENSMUSG00000032380
3	ENSMUSG00000032425
3	ENSMUSG00000032449
3	ENSMUSG00000032456
3	ENSMUSG00000032478
3	ENSMUSG00000032495
3	ENSMUSG00000032498
3	ENSMUSG00000032500
3	ENSMUSG00000032508
3	ENSMUSG00000032523
3	ENSMUSG00000032534
3	ENSMUSG00000032558
3	ENSMUSG00000032561
3	ENSMUSG00000032565
3	ENSMUSG00000032579
3	ENSMUSG00000032583
3	ENSMUSG00000032606
3	ENSMUSG00000032640
3	ENSMUSG00000032643
3	ENSMUSG00000032666
3	ENSMUSG00000032705
3	ENSMUSG00000032725
3	ENSMUSG00000032735
3	ENSMUSG00000032740
3	ENSMUSG00000032766
3	ENSMUSG00000032826
3	ENSMUSG00000032827
3	ENSMUSG00000032834
3	ENSMUSG00000032840
3	ENSMUSG00000032842
3	ENSMUSG00000032845
3	ENSMUSG00000032849
3	ENSMUSG00000032860
3	ENSMUSG00000032897
3	ENSMUSG00000032942
3	ENSMUSG00000033009
3	ENSMUSG00000033016
3	ENSMUSG00000033021
3	ENSMUSG00000033039
3	ENSMUSG00000033044
3	ENSMUSG00000033082
3	ENSMUSG00000033083
3	ENSMUSG00000033088
3	ENSMUSG00000033106
3	ENSMUSG00000033126
3	ENSMUSG00000033128
3	ENSMUSG00000033147
3	ENSMUSG00000033170
3	ENSMUSG00000033191
3	ENSMUSG00000033278
3	ENSMUSG00000033323
3	ENSMUSG00000033365
3	ENSMUSG00000033458
3	ENSMUSG00000033526
3	ENSMUSG00000033545
3	ENSMUSG00000033554
3	ENSMUSG00000033576
3	ENSMUSG00000033685
3	ENSMUSG00000033701
3	ENSMUSG00000033703
3	ENSMUSG00000033706
3	ENSMUSG00000033751
3	ENSMUSG00000033788
3	ENSMUSG00000033790
3	ENSMUSG00000033792
3	ENSMUSG00000033819
3	ENSMUSG00000033862
3	ENSMUSG00000033871
3	ENSMUSG00000033883
3	ENSMUSG00000033904
3	ENSMUSG00000033933
3	ENSMUSG00000034032
3	ENSMUSG00000034037
3	ENSMUSG00000034055
3	ENSMUSG00000034083
3	ENSMUSG00000034105
3	ENSMUSG00000034165
3	ENSMUSG00000034189
3	ENSMUSG00000034192
3	ENSMUSG00000034201
3	ENSMUSG00000034216
3	ENSMUSG00000034235
3	ENSMUSG00000034254
3	ENSMUSG00000034259
3	ENSMUSG00000034263
3	ENSMUSG00000034274
3	ENSMUSG00000034300
3	ENSMUSG00000034320
3	ENSMUSG00000034327
3	ENSMUSG00000034333
3	ENSMUSG00000034382
3	ENSMUSG00000034412
3	ENSMUSG00000034445
3	ENSMUSG00000034449
3	ENSMUSG00000034471
3	ENSMUSG00000034485
3	ENSMUSG00000034501
3	ENSMUSG00000034601
3	ENSMUSG00000034617
3	ENSMUSG00000034641
3	ENSMUSG00000034652
3	ENSMUSG00000034659
3	ENSMUSG00000034673
3	ENSMUSG00000034674
3	ENSMUSG00000034681
3	ENSMUSG00000034731
3	ENSMUSG00000034744
3	ENSMUSG00000034771
3	ENSMUSG00000034795
3	ENSMUSG00000034853
3	ENSMUSG00000034854
3	ENSMUSG00000034880
3	ENSMUSG00000034898
3	ENSMUSG00000034911
3	ENSMUSG00000034917
3	ENSMUSG00000034932
3	ENSMUSG00000034974
3	ENSMUSG00000034993
3	ENSMUSG00000035051
3	ENSMUSG00000035064
3	ENSMUSG00000035105
3	ENSMUSG00000035184
3	ENSMUSG00000035198
3	ENSMUSG00000035206
3	ENSMUSG00000035212
3	ENSMUSG00000035215
