profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order
RR8_LVR_GC_ISS-T_YNG_GI1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1703	ground_control	RR8_LVR_GC_ISS-T_YNG_GI1	HC_ISS_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI1	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_01	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI10	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1704	ground_control	RR8_LVR_GC_ISS-T_YNG_GI10	HC_ISS_10	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI10	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_10	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1705	ground_control	RR8_LVR_GC_ISS-T_YNG_GI2	HC_ISS_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI2	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_02	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1706	ground_control	RR8_LVR_GC_ISS-T_YNG_GI3	HC_ISS_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI3	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_03	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1707	ground_control	RR8_LVR_GC_ISS-T_YNG_GI4	HC_ISS_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI4	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_04	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1708	ground_control	RR8_LVR_GC_ISS-T_YNG_GI5	HC_ISS_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI5	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_05	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1709	ground_control	RR8_LVR_GC_ISS-T_YNG_GI6	HC_ISS_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI6	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_06	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1710	ground_control	RR8_LVR_GC_ISS-T_YNG_GI7	HC_ISS_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_07	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1711	ground_control	RR8_LVR_GC_ISS-T_YNG_GI8	HC_ISS_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI8	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_08	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_ISS-T_YNG_GI9	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1712	ground_control	RR8_LVR_GC_ISS-T_YNG_GI9	HC_ISS_09	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI9	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_09	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1713	ground_control	RR8_LVR_GC_LAR_OLD_GL11	HC_LAR_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL11	OSD-379_RR8_LVR_GC_LAR_OLD_GL11	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_11	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1714	ground_control	RR8_LVR_GC_LAR_OLD_GL12	HC_LAR_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL12	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_12	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1715	ground_control	RR8_LVR_GC_LAR_OLD_GL15	HC_LAR_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL15	OSD-379_RR8_LVR_GC_LAR_OLD_GL15	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_15	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1716	ground_control	RR8_LVR_GC_LAR_OLD_GL3	HC_LAR_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL3	OSD-379_RR8_LVR_GC_LAR_OLD_GL3	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_03	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1717	ground_control	RR8_LVR_GC_LAR_OLD_GL4	HC_LAR_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL4	OSD-379_RR8_LVR_GC_LAR_OLD_GL4	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_04	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1718	ground_control	RR8_LVR_GC_LAR_OLD_GL7	HC_LAR_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL7	OSD-379_RR8_LVR_GC_LAR_OLD_GL7	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_07	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_OLD_GL8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1719	ground_control	RR8_LVR_GC_LAR_OLD_GL8	HC_LAR_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL8	OSD-379_RR8_LVR_GC_LAR_OLD_GL8	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_08	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1720	ground_control	RR8_LVR_GC_LAR_YNG_GL1	HC_LAR_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL1	OSD-379_RR8_LVR_GC_LAR_YNG_GL1	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_01	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1721	ground_control	RR8_LVR_GC_LAR_YNG_GL13	HC_LAR_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL13	OSD-379_RR8_LVR_GC_LAR_YNG_GL13	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_13	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1722	ground_control	RR8_LVR_GC_LAR_YNG_GL14	HC_LAR_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL14	OSD-379_RR8_LVR_GC_LAR_YNG_GL14	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_14	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1723	ground_control	RR8_LVR_GC_LAR_YNG_GL17	HC_LAR_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL17	OSD-379_RR8_LVR_GC_LAR_YNG_GL17	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_17	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1724	ground_control	RR8_LVR_GC_LAR_YNG_GL18	HC_LAR_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL18	OSD-379_RR8_LVR_GC_LAR_YNG_GL18	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_18	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1725	ground_control	RR8_LVR_GC_LAR_YNG_GL2	HC_LAR_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL2	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_02	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1726	ground_control	RR8_LVR_GC_LAR_YNG_GL5	HC_LAR_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL5	OSD-379_RR8_LVR_GC_LAR_YNG_GL5	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_05	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
RR8_LVR_GC_LAR_YNG_GL6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1727	ground_control	RR8_LVR_GC_LAR_YNG_GL6	HC_LAR_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL6	OSD-379_RR8_LVR_GC_LAR_YNG_GL6	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_06	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0
Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	875	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	ISS-T GC 6	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 6	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	876	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	ISS-T GC 4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 4	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	877	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	ISS-T GC 9	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 9	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	878	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	ISS-T GC 10	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 10	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	879	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	ISS-T GC 7	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 7	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	880	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	ISS-T GC 8	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 8	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	881	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	ISS-T GC 1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 1	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	882	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	ISS-T GC 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 2	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	883	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	ISS-T GC 3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 3	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1
