library	gene_cluster	term	description	overlap	cluster_genes_in_universe	term_genes_in_universe	universe_genes	p_value	enrichment_ratio	overlap_genes	fdr_bh
panglao	0	panglao_Hepatocytes	/	51	110	162	4072	1.0964613129901537e-44	11.653872053872053	ENSMUSG00000000049,ENSMUSG00000001670,ENSMUSG00000003617,ENSMUSG00000005547,ENSMUSG00000005681,ENSMUSG00000016194,ENSMUSG00000019987,ENSMUSG00000020017,ENSMUSG00000020884,ENSMUSG00000021135,ENSMUSG00000022445,ENSMUSG00000025479,ENSMUSG00000025533,ENSMUSG00000027792,ENSMUSG00000028001,ENSMUSG00000028240,ENSMUSG00000028356,ENSMUSG00000029630,ENSMUSG00000029716,ENSMUSG00000031173,ENSMUSG00000031594,ENSMUSG00000031722,ENSMUSG00000032079,ENSMUSG00000032081,ENSMUSG00000032083,ENSMUSG00000032204,ENSMUSG00000032310,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000037053,ENSMUSG00000037942,ENSMUSG00000039196,ENSMUSG00000040017,ENSMUSG00000050440,ENSMUSG00000054417,ENSMUSG00000056035,ENSMUSG00000060407,ENSMUSG00000060807,ENSMUSG00000061808,ENSMUSG00000062480,ENSMUSG00000066366,ENSMUSG00000068086,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000072115,ENSMUSG00000073418,ENSMUSG00000075551,ENSMUSG00000076441,ENSMUSG00000079015,ENSMUSG00000089960,ENSMUSG00000094806	2.3025687572793228e-43
panglao	0	panglao_Enterocytes	/	15	110	144	4072	5.342075761664536e-06	3.856060606060606	ENSMUSG00000001435,ENSMUSG00000022040,ENSMUSG00000025194,ENSMUSG00000028158,ENSMUSG00000029630,ENSMUSG00000031173,ENSMUSG00000032080,ENSMUSG00000032081,ENSMUSG00000032083,ENSMUSG00000033022,ENSMUSG00000035041,ENSMUSG00000054417,ENSMUSG00000054422,ENSMUSG00000056035,ENSMUSG00000075551	5.6091795497477626e-05
panglao	0	panglao_Proximal_tubule_cells	/	10	110	72	4072	1.80786278489873e-05	5.141414141414142	ENSMUSG00000000673,ENSMUSG00000016194,ENSMUSG00000021033,ENSMUSG00000024990,ENSMUSG00000025194,ENSMUSG00000025479,ENSMUSG00000025533,ENSMUSG00000033427,ENSMUSG00000038224,ENSMUSG00000076441	0.0001265503949429111
panglao	0	panglao_Epsilon_cells	/	6	110	36	4072	0.0003410071911814524	6.16969696969697	ENSMUSG00000000049,ENSMUSG00000017344,ENSMUSG00000020884,ENSMUSG00000021364,ENSMUSG00000027875,ENSMUSG00000074768	0.001790287753702625
panglao	0	panglao_Adipocytes	/	10	110	117	4072	0.001086210667926224	3.163947163947164	ENSMUSG00000000753,ENSMUSG00000009281,ENSMUSG00000016194,ENSMUSG00000020122,ENSMUSG00000026170,ENSMUSG00000031980,ENSMUSG00000033022,ENSMUSG00000037053,ENSMUSG00000040147,ENSMUSG00000040564	0.004562084805290141
panglao	0	panglao_Ductal_cells	/	5	110	46	4072	0.007452134900012647	4.023715415019763	ENSMUSG00000021091,ENSMUSG00000023224,ENSMUSG00000028356,ENSMUSG00000079012,ENSMUSG00000090231	0.026082472150044264
panglao	0	panglao_Alpha_cells	/	4	110	41	4072	0.023690671807737883	3.611529933481153	ENSMUSG00000000301,ENSMUSG00000031444,ENSMUSG00000053279,ENSMUSG00000061808	0.07107201542321365
panglao	0	panglao_Luminal_epithelial_cells	/	5	110	65	4072	0.030021767669940247	2.847552447552448	ENSMUSG00000033860,ENSMUSG00000066366,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000079015	0.07880714013359315
panglao	0	panglao_Dendritic_cells	/	7	110	120	4072	0.04229860819425416	2.159393939393939	ENSMUSG00000019987,ENSMUSG00000039783,ENSMUSG00000066366,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000076441,ENSMUSG00000079015	0.09869675245325972
panglao	0	panglao_Pericytes	/	4	110	55	4072	0.060020684602441775	2.6922314049586777	ENSMUSG00000009281,ENSMUSG00000016194,ENSMUSG00000017344,ENSMUSG00000023224	0.12604343766512774
