Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
PaGenBase,36,PGB:00010,Tissue-specific: brain,,-24,2.7,12,17423,558,1402,121,8.6,0.75,11803|11864|11922|12032|12287|12801|13386|13390|13655|14126|14403|14405|14415|14417|14545|14608|14623|14704|14799|14804|15444|15569|16508|18040|18183|18197|18231|18667|18752|19051|19085|19415|20203|20257|20262|20265|20394|20420|20965|20974|20980|21375|22773|23836|26414|26938|26950|54377|54419|56370|56846|57340|57754|57780|58807|59058|64450|66995|67254|67790|68553|70357|70638|72301|72834|72902|74002|74189|74342|75141|75610|76183|76982|77288|77531|83766|103978|105439|105653|108699|116837|170638|208158|209966|215085|215378|215890|216049|217480|227632|229791|229949|231605|234593|235180|239157|239857|240121|240332|245684|269643|270028|272009|319216|319586|319642|319984|320705|320840|328789|329178|330166|330941|331461|380702|381112|381813|434128|497097|547109|628779,Aplp1|Arnt2|Neurod6|Bcan|Cacna1b|Cnr1|Dlk1|Dlx1|Egr3|Ms4a2|Gabrd|Gabrg1|Gad1|Gad2|Gdap1|Gpr83|Gjb6|Gng3|Gria1|Grid2|Hpca|Elavl2|Kcnd2|Nefm|Nrg3|Nsg2|Nxph1|Pgr|Prkcg|Ppp1r17|Prkar1b|Rasal1|S100b|Stmn2|Stmn3|Scn1a|Scg5|Shd|Syn2|Syngr3|Syt2|Tbr1|Zic3|Cdh20|Mapk10|St6galnac5|Vsnl1|Cacng4|Cldn6|Tagln3|Necab3|Jph3|Cend1|Fxyd7|Slco1c1|Bhlhe22|Gpr85|Zcchc18|Bmerb1|Rab39b|Col6a4|Kcnip1|Entrep2|Shisal1|Cerox1|Spock3|Psd2|Phactr3|Lrrtm1|Rasd2|2010109A12Rik|Celf6|Vxn|9430021M05Rik|Anks1b|Actl6b|Gpc5|Slain1|Phyhip|Chn1|Rims1|Hpcal4|Map6d1|Pgbd5|Slc35f1|Brinp3|Clvs2|Zfp365|Dgkb|Kcnt1|Plppr4|Ak5|Galnt9|Ndrg4|Fez1|Pnma2|Cadm2|Fsd1|Slc6a7|Cnksr2|Ppp2r2c|Nalf1|Srsf12|4932441J04Rik|Celf5|Rab9b|Jph4|Bend6|Negr1|Lhfpl5|Unc80|Miat|AI593442|Il1rapl1|Shisa6|Arhgef33|Prmt8|Pnma8b|Xkr4|Trim43a|Hs3st4,-21,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00256,Cell-specific: min6,,-7.2,2.3,6.2,17423,247,1402,46,3.3,0.48,11551|12652|14169|14545|14652|17286|19085|19275|20394|20464|20562|20607|20980|23964|26938|53626|56843|58226|58869|64051|66793|69539|70059|70357|70638|72413|78303|83766|93688|209268|209837|209966|213262|215085|215821|239436|244579|269643|319504|319642|320500|328643|329178|381813|434128|627191,Adra2a|Chga|Fgf14|Gdap1|Glp1r|Meox2|Prkar1b|Ptprn|Scg5|Sim1|Slit1|Sstr3|Syt2|Tenm2|St6galnac5|Insm1|Trpm5|Cacna1h|Pex5l|Sv2a|Clxn|Trnp1|Degs2|Kcnip1|Entrep2|Kcnmb2|H2bc27|Actl6b|Klhl1|Igsf1|Slc38a5|Pgbd5|Fstl5|Slc35f1|Arfgef3|Slc30a8|Tox3|Ppp2r2c|Nrcam|Rab9b|Tmem215|Vwa5b2|Unc80|Prmt8|Pnma8b|Syndig1l,-5.3,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00269,Cell-specific: retinal pigment epithelium,,-7.2,2.1,6,17423,346,1402,58,4.1,0.53,11500|12035|12057|12788|12959|13447|14805|17152|17690|18241|18431|18784|19879|20473|20745|21907|22095|22173|26950|53896|56808|57274|58807|59058|63859|64176|66042|66770|67749|68952|72301|73040|74410|75124|77490|77630|102680|108096|116837|140474|170571|209195|210027|214111|217480|218038|231004|232156|233040|239857|244484|278507|319922|320343|327958|329731|606497|100038570,Adam7|Bcat1|Opn1sw|Cnga1|Cryba4|Doc2b|Grik1|Mak|Msi1|Gpr143|Oca2|Pla2g5|Slc22a8|Six3|Spock1|Nr2e1|Tshr|Tyr|Vsnl1|Slc7a10|Cacna2d2|Slc16a8|Slco1c1|Bhlhe22|Impg1|Sv2b|Sostdc1|4933429O19Rik|Mgarp|Tlcd3b|Shisal1|2900052N01Rik|Ttll11|Nxnl2|Zfp593os|Prdm8|Slc6a20a|Slco1a5|Rims1|Muc4|Cntnap4|Clic6|Slc35f3|Slc24a1|Dgkb|Amph|Samd11|Slc4a5|Fbxo27|Cadm2|Wdr17|Wfikkn2|Vwc2|Lypd6|Pitpnm3|Tafa3|Otx2os1|Prcd,-5.3,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00039,Tissue-specific: uterus,,-4.7,4,5.5,17423,37,1402,12,0.86,0.25,13345|13371|14632|15484|17701|18667|22264|56089|68553|107376|216643|242125,Twist2|Dio2|Gli1|Hsd11b2|Msx1|Pgr|Prap1|Ramp3|Col6a4|E330013P04Rik|Gabrp|Mab21l3,-3.2,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00258,Cell-specific: medial olfactory epithelium,,-4.5,1.7,4.4,17423,475,1402,64,4.6,0.56,11519|11803|12386|12652|12810|13592|14048|14545|14598|17152|17341|17386|17843|17844|17986|18378|19242|20361|20745|21689|21785|22092|22255|26414|26950|57269|58187|58226|64176|66353|68947|69539|70487|71864|72413|72685|74180|74424|75124|75533|75563|75568|93670|104271|108096|209195|213043|213262|216225|226565|228801|229277|232983|235379|243634|244484|258316|258398|258464|258964|269643|269784|320709|338417,Add2|Aplp1|Ctnna2|Chga|Coch|Ebf2|Eya1|Gdap1|Ggt1|Mak|Bhlha15|Mmp13|Mup4|Mup5|Ndp|Omp|Ptn|Sema7a|Spock1|Tekt1|Tff2|Rsph1|Uncx|Mapk10|Vsnl1|Or4e5|Cldn10|Cacna1h|Sv2b|Riiad1|Chst8|Trnp1|5730403I07Rik|Fam217a|Kcnmb2|Dnajc6|Muc5b|Tmc5|Nxnl2|Nme5|Dnali1|Capsl|Tac4|Tex15|Slco1a5|Clic6|Aox2|Fstl5|Slc5a8|Fmo6|Bpifb1|Stoml3|Cxcl17|Gldn|Ano2|Wdr17|Or4k15|Or4k45|Or2y14|Or13a26|Ppp2r2c|Cntn4|Tmem117|Scgb1c1,-3,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00015,Tissue-specific: retina,,-4.4,2.3,4.6,17423,147,1402,27,1.9,0.37,12057|12075|12788|12959|14409|16873|17116|17152|17690|18072|19023|54652|57274|58869|63859|75124|75953|77490|114889|214111|231004|234404|242607|244484|320500|574418|100038570,Opn1sw|Bfsp1|Cnga1|Cryba4|Gabrr2|Lhx5|Mab21l1|Mak|Msi1|Nhlh2|Ppef2|Cacna1f|Slc16a8|Pex5l|Impg1|Nxnl2|Samd7|Zfp593os|Vsx1|Slc24a1|Samd11|Nxnl1|Slc1a7|Wdr17|Tmem215|Serinc4|Prcd,-2.9,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00035,Tissue-specific: ovary,,-4.1,2.1,4.4,17423,169,1402,29,2.1,0.38,12814|13075|13380|13983|15427|15485|23968|26564|50786|67749|70861|73708|75568|75753|93884|97402|98582|105349|110648|194227|226265|229277|233001|244954|246729|268527|320082|330490|768252,Col11a1|Cyp19a1|Dkk1|Esr2|Hoxc9|Hsd17b1|Nlrp5|Ror2|Hs6st2|Mgarp|Akr1cl|Dppa3|Capsl|Klf17|Pcdhb13|Misfadt|Khdc1b|Akr1c18|Lmx1a|Pramel25|Eno4|Stoml3|Nlrp9a|Prss35|Oas1h|Greb1|Fbxw21|Nlrp9c|Foxl2os,-2.7,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00262,Cell-specific: neuro2a,,-4,2,4.3,17423,213,1402,34,2.4,0.41,12069|12287|12801|12933|13380|15569|17150|18654|19132|19222|19716|20257|20965|22652|23964|53626|54376|57737|57754|58238|67077|67749|74068|75199|76183|103098|110834|170722|225362|230157|239408|319984|328789|434759,Bex2|Cacna1b|Cnr1|Crmp1|Dkk1|Elavl2|Mfap2|Pgf|Prph|Ptgir|Bex1|Stmn2|Syn2|Mkrn3|Tenm2|Insm1|Cacng3|Rhox4b|Cend1|Fam181b|Catsperz|Mgarp|Asz1|Rhox2a|Celf6|Slc6a15|Chrna3|Nxf7|Reep2|Tmeff1|Tmem74|Jph4|Lhfpl5|Rhox4c,-2.6,FLT_cluster_3_mixed_stress
TRRUST,34,TRR00721,Regulated by: Lef1,,-3.9,3.9,4.8,17423,32,1402,10,0.71,0.22,12814|13380|15223|16189|17386|17702|18736|19225|20306|50701,Col11a1|Dkk1|Foxj1|Il4|Mmp13|Msx2|Pou1f1|Ptgs2|Ccl7|Elane,-2.5,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00293,Cell-specific: granulo mono progenitor,,-3.3,8.3,5.3,17423,6,1402,4,0.29,0.14,13371|19152|50701|170813,Dio2|Prtn3|Elane|Ms4a3,-2,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00238,Tissue-specific: adipose white,,-3.2,3,4,17423,45,1402,11,0.78,0.24,11500|17057|68348|74180|75019|78076|209351|209837|242642|329421|627821,Adam7|Klrb1a|Serpina1f|Muc5b|Rnase10|Lcn8|Wfdc6a|Slc38a5|Hpdl|Myo3b|Eddm13,-1.9,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00233,Tissue-specific: iris,,-2.8,5.2,4.3,17423,12,1402,5,0.36,0.16,18505|22173|22293|269356|271127,Pax3|Tyr|Slc45a2|Slc4a11|Adamts16,-1.6,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00221,Tissue-specific: eye,,-2.7,1.6,3.2,17423,310,1402,40,2.9,0.44,11519|12057|12788|12959|13507|16873|17116|17152|17690|18072|18784|19023|19434|20745|22173|22293|22355|22774|56543|57275|58869|63859|68952|75124|75953|77490|80797|171209|214111|231004|232156|232790|244484|268755|271305|320500|574418|606497|664779|100038570,Add2|Opn1sw|Cnga1|Cryba4|Dsc3|Lhx5|Mab21l1|Mak|Msi1|Nhlh2|Pla2g5|Ppef2|Rax|Spock1|Tyr|Slc45a2|Vipr2|Zic4|Kcnd3|Lenep|Pex5l|Impg1|Tlcd3b|Nxnl2|Samd7|Zfp593os|Clca3a2|Asic3|Slc24a1|Samd11|Slc4a5|Oscar|Wdr17|Mir124a-1hg|Phf21b|Tmem215|Serinc4|Otx2os1|Gm44505|Prcd,-1.6,FLT_cluster_3_mixed_stress
TRRUST,34,TRR00939,Regulated by: Nfatc2,,-2.5,3.9,3.8,17423,19,1402,6,0.43,0.17,13655|16153|16183|16189|21926|60505,Egr3|Il10|Il2|Il4|Tnf|Il21,-1.5,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00216,Tissue-specific: dorsal root ganglion,,-2.5,2.2,3.3,17423,85,1402,15,1.1,0.27,11567|14168|14226|14805|16506|19132|57780|65086|75276|78376|107751|171209|193034|237178|238076,Avil|Fgf13|Fkbp1b|Grik1|Kcnd1|Prph|Fxyd7|Lpar3|Ppp1r1c|Sapcd1|Drgx|Asic3|Trpv1|Ppef1|Kcns3,-1.5,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00002,Tissue-specific: kidney,,-2.5,1.6,3,17423,308,1402,39,2.8,0.44,11936|12000|12556|13142|14234|14348|14598|16519|19879|20464|20521|22337|22598|26944|56379|56727|57394|66601|68348|71781|74087|77397|77462|98303|100066|109342|114602|140494|192201|216225|224419|233836|240675|241612|246787|268379|393082|100042198|100043057,Fxyd2|Avpr2|Cdh16|Dao|Foxc2|Fut9|Ggt1|Kcnj3|Slc22a8|Sim1|Slc22a12|Vdr|Slc6a18|Tinag|Kcnj1|Miox|Cltrn|Tmigd1|Serpina1f|Slc16a14|Slc7a13|Lyz3|Tmem116|D630023F18Rik|Cyp2j11|Slc5a10|Zmynd10|Atp6v0a4|Wfdc15b|Slc5a8|Map3k7cl|Slc5a11|Vwa2|Slc5a12|Slc5a2|Abca13|Tmt1a2|Gm3716|Tmem207,-1.4,FLT_cluster_3_mixed_stress
TRRUST,34,TRR01084,Regulated by: Pbx1,,-2.4,4.4,3.8,17423,14,1402,5,0.36,0.16,12579|13176|14165|18505|216285,Cdkn2b|Dcc|Fgf10|Pax3|Alx1,-1.4,FLT_cluster_3_mixed_stress
TRRUST,34,TRR01370,Regulated by: Stat5a,,-2.4,3.3,3.5,17423,26,1402,7,0.5,0.19,12579|12990|12991|13075|16153|20388|27278,Cdkn2b|Csn1s1|Csn2|Cyp19a1|Il10|Sftpb|Clnk,-1.4,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00234,Tissue-specific: pituitary,,-2.3,2.7,3.3,17423,41,1402,9,0.64,0.21,12640|13386|20394|53626|66793|70487|209268|237806|319888,Cga|Dlk1|Scg5|Insm1|Clxn|5730403I07Rik|Igsf1|Dnah9|Oacyl,-1.3,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00265,Cell-specific: embryonic stem line V26_2_p16,,-2.2,3.1,3.3,17423,28,1402,7,0.5,0.19,14632|21420|54419|54631|73708|104271|627821,Gli1|Tfap2c|Cldn6|Nphs1|Dppa3|Tex15|Eddm13,-1.3,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00241,Tissue-specific: hypothalamus,,-2.2,3.9,3.4,17423,16,1402,5,0.36,0.16,11604|18387|18429|64242|545192,Agrp|Oprk1|Oxt|Ngb|Baiap3,-1.2,FLT_cluster_3_mixed_stress
TRRUST,34,TRR00545,Regulated by: Hesx1,,-2.1,6.2,3.8,17423,6,1402,3,0.21,0.12,12640|18736|19127,Cga|Pou1f1|Prop1,-1.1,FLT_cluster_3_mixed_stress
TRRUST,34,TRR00460,Regulated by: Gtf2ird1,,-2.1,6.2,3.8,17423,6,1402,3,0.21,0.12,13386|14275|20306,Dlk1|Folr1|Ccl7,-1.1,FLT_cluster_3_mixed_stress
TRRUST,34,TRR00619,Regulated by: Ikzf1,,-2,3.7,3.2,17423,17,1402,5,0.36,0.16,16153|16183|18126|18386|18387,Il10|Il2|Nos2|Oprd1|Oprk1,-1.1,FLT_cluster_3_mixed_stress
TRRUST,34,TRR01535,Regulated by: Wt1,,-2,3.7,3.2,17423,17,1402,5,0.36,0.16,11705|16153|54631|110542|271127,Amh|Il10|Nphs1|Amhr2|Adamts16,-1.1,FLT_cluster_3_mixed_stress
TRRUST,34,TRR01114,Regulated by: Pou2f2,,-2,3.7,3.2,17423,17,1402,5,0.36,0.16,11572|16183|16189|18126|58205,Crisp3|Il2|Il4|Nos2|Pdcd1lg2,-1.1,FLT_cluster_3_mixed_stress
PaGenBase,36,PGB:00010,Tissue-specific: brain,,-20,2.4,11,17423,558,1604,124,7.7,0.67,11803|11864|11922|12032|12217|12287|12801|13386|13390|13429|13655|14126|14403|14405|14415|14417|14545|14608|14623|14704|14799|14804|15444|15569|16485|16508|18040|18183|18197|18231|18667|18752|19051|19085|19415|20203|20257|20262|20265|20394|20420|20965|20974|20980|21375|22773|23836|26414|26938|26950|54377|54419|56370|56846|57340|57754|57780|58807|59058|64450|67254|67790|68553|70357|70638|72301|72834|72978|74002|74189|74342|75141|75219|75610|76183|76982|77288|77531|83766|103978|105439|105653|108699|116837|170638|208158|209966|210673|215085|215378|215890|216049|217480|227632|229791|229949|231605|234593|235180|239157|239857|240121|240332|245684|269643|270028|272009|319216|319586|319642|319984|320840|328789|329178|330166|330941|331461|380702|381112|381813|434128|497097|547109|628779,Aplp1|Arnt2|Neurod6|Bcan|Bsn|Cacna1b|Cnr1|Dlk1|Dlx1|Dnm1|Egr3|Ms4a2|Gabrd|Gabrg1|Gad1|Gad2|Gdap1|Gpr83|Gjb6|Gng3|Gria1|Grid2|Hpca|Elavl2|Kcna1|Kcnd2|Nefm|Nrg3|Nsg2|Nxph1|Pgr|Prkcg|Ppp1r17|Prkar1b|Rasal1|S100b|Stmn2|Stmn3|Scn1a|Scg5|Shd|Syn2|Syngr3|Syt2|Tbr1|Zic3|Cdh20|Mapk10|St6galnac5|Vsnl1|Cacng4|Cldn6|Tagln3|Necab3|Jph3|Cend1|Fxyd7|Slco1c1|Bhlhe22|Gpr85|Bmerb1|Rab39b|Col6a4|Kcnip1|Entrep2|Shisal1|Cerox1|Cnih3|Psd2|Phactr3|Lrrtm1|Rasd2|Dusp18|2010109A12Rik|Celf6|Vxn|9430021M05Rik|Anks1b|Actl6b|Gpc5|Slain1|Phyhip|Chn1|Rims1|Hpcal4|Map6d1|Pgbd5|Prrt3|Slc35f1|Brinp3|Clvs2|Zfp365|Dgkb|Kcnt1|Plppr4|Ak5|Galnt9|Ndrg4|Fez1|Pnma2|Cadm2|Fsd1|Slc6a7|Cnksr2|Ppp2r2c|Nalf1|Srsf12|4932441J04Rik|Celf5|Rab9b|Jph4|Negr1|Lhfpl5|Unc80|Miat|AI593442|Il1rapl1|Shisa6|Arhgef33|Prmt8|Pnma8b|Xkr4|Trim43a|Hs3st4,-18,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00028,Tissue-specific: skeletal muscle,,-9.9,2.4,7.4,17423,266,1604,59,3.7,0.47,11474|11636|11870|12292|12372|12723|12777|12990|13406|13655|13924|14177|16495|16979|17306|17879|17882|17884|18419|18440|19293|20391|20473|21380|21384|21952|21953|21957|23828|50795|56856|58916|59011|63872|66211|67821|68016|68802|69253|69576|71263|72330|76294|77552|93876|109272|110542|117590|209268|216019|223513|228785|233199|237611|239188|240892|241431|353204|627191,Actn3|Ak1|Art1|Cacna1s|Casq1|Clcn1|Ccr10|Csn1s1|Dmp1|Egr3|Ptprv|Fgf6|Kcna7|Lrrn1|Sypl2|Myh1|Myh2|Myh4|Otog|P2rx6|Pvalb|Sgca|Six3|Tbx1|Tbx15|Tnni1|Tnni2|Tnnt3|Popdc1|Sh3bgr|Insm2|Myot|Myoz1|Zfp296|Rpl3l|Atp1b4|Cavin4|Mypn|Hspb2|Smco1|Mro|Klhl40|Asb5|Shisa4|Pcdhb5|Mybpc1|Amhr2|Asb10|Igsf1|Hkdc1|Abra|Mylk2|Mybpc2|Stac3|Enox1|Styxl2|Xirp2|Aldoart1|Syndig1l,-7.8,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00269,Cell-specific: retinal pigment epithelium,,-7.7,2,6.2,17423,346,1604,65,4.1,0.49,11500|11932|12035|12057|12788|12959|14805|17152|17690|17879|18241|18431|18784|19879|20473|20745|21907|22095|22173|26950|53896|54612|56808|57274|58807|59058|63859|64176|66042|66770|67749|68952|70405|72301|73040|74410|75124|76459|77490|77630|102680|108096|116837|140474|170571|209195|210027|214111|216739|217480|218038|231004|232156|232680|233040|239857|268859|269615|278507|319922|320343|327958|329731|606497|100038570,Adam7|Atp1b2|Bcat1|Opn1sw|Cnga1|Cryba4|Grik1|Mak|Msi1|Myh1|Gpr143|Oca2|Pla2g5|Slc22a8|Six3|Spock1|Nr2e1|Tshr|Tyr|Vsnl1|Slc7a10|Sfrp5|Cacna2d2|Slc16a8|Slco1c1|Bhlhe22|Impg1|Sv2b|Sostdc1|4933429O19Rik|Mgarp|Tlcd3b|Calml3|Shisal1|2900052N01Rik|Ttll11|Nxnl2|Car12|Zfp593os|Prdm8|Slc6a20a|Slco1a5|Rims1|Muc4|Cntnap4|Clic6|Slc35f3|Slc24a1|Acsl6|Dgkb|Amph|Samd11|Slc4a5|Cpa2|Fbxo27|Cadm2|Rbfox1|Plch2|Wfikkn2|Vwc2|Lypd6|Pitpnm3|Tafa3|Otx2os1|Prcd,-5.8,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00259,Cell-specific: c2c12,,-7,2,5.8,17423,354,1604,64,4,0.49,11435|11447|11449|11459|11468|11474|11811|12292|12372|12373|12862|13371|15116|15464|17189|17879|17884|17901|17906|17930|18419|18772|20289|20391|20706|20753|21384|21916|21925|21952|21953|21957|23828|27389|29818|50795|53603|57355|59006|59091|66106|68016|68802|68828|69253|72309|74511|75219|76142|76294|76757|81840|98363|109272|214791|215378|217154|223513|226841|233199|234593|237611|240892|381339,Chrna1|Chrnd|Chrng|Acta1|Actg2|Actn3|Apobec2|Cacna1s|Casq1|Casq2|Cox6a2|Dio2|Has1|Hrc|Mb|Myh1|Myh4|Myl1|Myl2|Myom2|Otog|Pkp1|Scx|Sgca|Serpinb9b|Sprr1a|Tbx15|Tmod1|Tnnc2|Tnni1|Tnni2|Tnnt3|Popdc1|Dusp13b|Hspb7|Sh3bgr|Tslp|BC051019|Myoz2|Jph2|Smpx|Cavin4|Mypn|Sync|Hspb2|Tmem158|Lrrc17|Dusp18|Ppp1r14c|Asb5|Trdn|Sorcs2|Efhd1|Mybpc1|Sertad4|Brinp3|Stac2|Abra|Vash2|Mybpc2|Ndrg4|Stac3|Styxl2|Tmem182,-5.1,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00256,Cell-specific: min6,,-6.7,2.2,5.8,17423,247,1604,49,3.1,0.43,11551|12652|14169|14545|14652|16869|16979|17286|19085|19275|20394|20464|20562|20607|20980|23964|26938|53626|56843|58200|58226|58869|66793|69539|70059|70357|70638|72413|78303|83766|93688|104885|209268|209837|209966|213262|215085|215821|239436|244579|269643|319504|319642|320500|328643|329178|381813|434128|627191,Adra2a|Chga|Fgf14|Gdap1|Glp1r|Lhx1|Lrrn1|Meox2|Prkar1b|Ptprn|Scg5|Sim1|Slit1|Sstr3|Syt2|Tenm2|St6galnac5|Insm1|Trpm5|Ppp1r1a|Cacna1h|Pex5l|Clxn|Trnp1|Degs2|Kcnip1|Entrep2|Kcnmb2|H2bc27|Actl6b|Klhl1|Tmem179|Igsf1|Slc38a5|Pgbd5|Fstl5|Slc35f1|Arfgef3|Slc30a8|Tox3|Ppp2r2c|Nrcam|Rab9b|Tmem215|Vwa5b2|Unc80|Prmt8|Pnma8b|Syndig1l,-4.9,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00039,Tissue-specific: uterus,,-5.6,4.1,6,17423,37,1604,14,0.87,0.23,11687|13345|13371|14632|15484|17701|18667|20292|22264|56089|68553|107376|216643|242125,Alox15|Twist2|Dio2|Gli1|Hsd11b2|Msx1|Pgr|Ccl11|Prap1|Ramp3|Col6a4|E330013P04Rik|Gabrp|Mab21l3,-4,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00035,Tissue-specific: ovary,,-5,2.2,4.9,17423,169,1604,34,2.1,0.36,12814|13075|13380|13983|15427|15485|16846|20379|23968|26564|50786|67749|70861|73708|75568|75753|93884|94180|97402|98582|105349|110648|194227|226265|229277|233001|243874|244954|246729|268527|320082|320181|330490|768252,Col11a1|Cyp19a1|Dkk1|Esr2|Hoxc9|Hsd17b1|Lep|Sfrp4|Nlrp5|Ror2|Hs6st2|Mgarp|Akr1cl|Dppa3|Capsl|Klf17|Pcdhb13|Acsbg1|Misfadt|Khdc1b|Akr1c18|Lmx1a|Pramel25|Eno4|Stoml3|Nlrp9a|Nlrp9b|Prss35|Oas1h|Greb1|Fbxw21|Fndc7|Nlrp9c|Foxl2os,-3.4,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00262,Cell-specific: neuro2a,,-3.9,1.9,4.1,17423,213,1604,37,2.3,0.37,12069|12287|12801|12933|13380|15569|17150|18654|19132|19222|19716|20257|20965|22652|23964|53626|54376|57737|57754|58238|67077|67749|67971|74068|74438|75199|76142|76183|103098|110834|170722|225362|230157|239408|319984|328789|434759,Bex2|Cacna1b|Cnr1|Crmp1|Dkk1|Elavl2|Mfap2|Pgf|Prph|Ptgir|Bex1|Stmn2|Syn2|Mkrn3|Tenm2|Insm1|Cacng3|Rhox4b|Cend1|Fam181b|Catsperz|Mgarp|Tppp3|Asz1|Clvs1|Rhox2a|Ppp1r14c|Celf6|Slc6a15|Chrna3|Nxf7|Reep2|Tmeff1|Tmem74|Jph4|Lhfpl5|Rhox4c,-2.5,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00238,Tissue-specific: adipose white,,-3.8,3.1,4.6,17423,45,1604,13,0.81,0.22,11500|16846|17057|68348|74180|75019|78076|209351|209837|224344|242642|329421|627821,Adam7|Lep|Klrb1a|Serpina1f|Muc5b|Rnase10|Lcn8|Wfdc6a|Slc38a5|Rbm11|Hpdl|Myo3b|Eddm13,-2.5,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00018,Tissue-specific: pancreas,,-3.7,2.7,4.3,17423,65,1604,16,1,0.25,12425|18947|19668|19692|19752|22072|29866|54631|66473|67133|67868|68416|69055|69166|232680|622032,Cckar|Pnliprp2|Rbpjl|Reg1|Rnase1|Prss2|Cabp2|Nphs1|Ctrb1|Gp2|Cela3b|Sycn|1810007D17Rik|1810018F18Rik|Cpa2|Vmn1r167,-2.4,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00258,Cell-specific: medial olfactory epithelium,,-3.6,1.5,3.7,17423,475,1604,67,4.2,0.5,11519|11687|11803|11815|11828|12386|12652|12810|13592|14048|14545|14598|17152|17386|17843|17844|17986|18378|19242|20361|20745|21689|21785|22092|22255|26414|26950|57269|58187|58226|64176|66353|68947|69539|70487|71864|72413|72685|74180|74424|75124|75533|75563|75568|93670|104271|108096|209195|213043|213262|216225|216739|226565|228598|228801|229277|232983|235379|243634|258316|258398|258464|258964|269643|269784|320709|338417,Add2|Alox15|Aplp1|Apod|Aqp3|Ctnna2|Chga|Coch|Ebf2|Eya1|Gdap1|Ggt1|Mak|Mmp13|Mup4|Mup5|Ndp|Omp|Ptn|Sema7a|Spock1|Tekt1|Tff2|Rsph1|Uncx|Mapk10|Vsnl1|Or4e5|Cldn10|Cacna1h|Sv2b|Riiad1|Chst8|Trnp1|5730403I07Rik|Fam217a|Kcnmb2|Dnajc6|Muc5b|Tmc5|Nxnl2|Nme5|Dnali1|Capsl|Tac4|Tex15|Slco1a5|Clic6|Aox2|Fstl5|Slc5a8|Acsl6|Fmo6|Ebf4|Bpifb1|Stoml3|Cxcl17|Gldn|Ano2|Or4k15|Or4k45|Or2y14|Or13a26|Ppp2r2c|Cntn4|Tmem117|Scgb1c1,-2.3,GC_cluster_1_DE_enriched
TRRUST,34,TRR00721,Regulated by: Lef1,,-3.4,3.4,4.3,17423,32,1604,10,0.62,0.2,12814|13380|15223|16189|17386|17702|18736|19225|20306|50701,Col11a1|Dkk1|Foxj1|Il4|Mmp13|Msx2|Pou1f1|Ptgs2|Ccl7|Elane,-2.1,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00216,Tissue-specific: dorsal root ganglion,,-3.2,2.3,3.8,17423,85,1604,18,1.1,0.26,11567|14168|14226|14805|16506|19132|20618|57780|65086|67971|68039|75276|78376|107751|171209|193034|237178|238076,Avil|Fgf13|Fkbp1b|Grik1|Kcnd1|Prph|Sncg|Fxyd7|Lpar3|Tppp3|Nmb|Ppp1r1c|Sapcd1|Drgx|Asic3|Trpv1|Ppef1|Kcns3,-2,GC_cluster_1_DE_enriched
PaGenBase,36,PGB:00293,Cell-specific: granulo mono progenitor,,-3,7.2,4.9,17423,6,1604,4,0.25,0.12,13371|19152|50701|170813,Dio2|Prtn3|Elane|Ms4a3,-1.8,GC_cluster_1_DE_enriched
TRRUST,34,TRR01084,Regulated by: Pbx1,,-3,4.7,4.4,17423,14,1604,6,0.37,0.15,12579|13176|14165|17200|18505|216285,Cdkn2b|Dcc|Fgf10|Mc2r|Pax3|Alx1,-1.8,GC_cluster_1_DE_enriched
