review_row	term	flight_minus_ground	signed_accession_mean_flt_minus_gc	mean_abs_accession_effect	category	category_label	matched_keyword	rationale	effect_direction
21	R-MMU-983189_KINESINS	-0.1433069591285715	-0.11528613499999996	0.1152861349999999	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
22	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	-0.2153729341428549	-0.16811013537037045	0.2154720220370368	plausible_complementary	plausible/complementary	transport	plausible complementary mechanism: transport	FLT_down
23	R-MMU-162582_SIGNAL_TRANSDUCTION	-0.1163204655714293	-0.0930968688888892	0.138067808888888	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
24	R-MMU-389948_CO_INHIBITION_BY_PD_1	-0.10418403238	-0.08016788916111113	0.113865851561111	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
25	R-MMU-9709957_SENSORY_PERCEPTION	-0.1321624982071428	-0.1623211781555555	0.1623211781555555	likely_artifact	likely artifact/junk	sensory perception	context-incongruent Reactome term: sensory perception	FLT_down
26	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	-0.1327947993428568	-0.0947122108148148	0.1067789885925925	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
27	R-MMU-372790_SIGNALING_BY_GPCR	-0.4970836514142862	-0.34730751083333344	0.5675670243888887	plausible_complementary	plausible/complementary	gpcr	plausible complementary mechanism: gpcr	FLT_down
28	R-MMU-1430728_METABOLISM	-0.2505088710000009	-0.18089965277777775	0.2214086527777778	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
29	R-MMU-114608_PLATELET_DEGRANULATION	0.2358283440428571	0.1818508744074074	0.2866854557407407	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
30	R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.1113219475212857	0.07731254005722227	0.1426104442116666	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
31	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	0.1058789809857141	0.10331772220296297	0.1453169429437037	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
32	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.0726832375714283	-0.06595550722222213	0.075098996111111	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
33	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	-0.1962365978428573	-0.12833571190740736	0.2545037790185186	plausible_complementary	plausible/complementary	membrane	plausible complementary mechanism: membrane	FLT_down
34	R-MMU-8951664_NEDDYLATION	0.1125473569358571	0.09729831721814813	0.1732656932781481	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
35	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	0.171183117657143	0.11693088359259257	0.1944968322592592	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
36	R-MMU-199991_MEMBRANE_TRAFFICKING	0.1795823375714287	0.12953740833333316	0.1909035749999998	plausible_complementary	plausible/complementary	membrane	plausible complementary mechanism: membrane	FLT_up
37	R-MMU-5576891_CARDIAC_CONDUCTION	0.0954005230857142	0.06708452140740744	0.1562650914074073	plausible_complementary	plausible/complementary	cardiac conduction	plausible complementary mechanism: cardiac conduction	FLT_up
38	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	0.2675955350000008	0.1773149466666668	0.3252975444444442	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho	FLT_up
39	R-MMU-8978868_FATTY_ACID_METABOLISM	-0.3101723179142857	-0.19826229757407407	0.4244898022407406	prior_literature_match	prior literature match	exact override	literature override: muscle fatty-acid metabolism	FLT_down
40	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.0617213981428571	-0.043636362237037096	0.1120539081703703	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
41	R-MMU-556833_METABOLISM_OF_LIPIDS	-0.2461893198	-0.147234460037037	0.3043056107037037	prior_literature_match	prior literature match	lipid	matches expected tissue/spaceflight biology: lipid	FLT_down
42	R-MMU-392499_METABOLISM_OF_PROTEINS	0.1661510165714288	0.1133985612962955	0.1800377812962956	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
43	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	-0.186184784571429	-0.10618394185185176	0.2451914174074073	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
44	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.4036471380142856	0.2683527891111111	0.2897967924444443	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
45	R-MMU-913531_INTERFERON_SIGNALING	-0.0926019285857144	-0.11743010003703692	0.1494363015185184	prior_literature_match	prior literature match	interferon	matches expected tissue/spaceflight biology: interferon	FLT_down
46	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.1210340902025714	0.06933076436481479	0.1449452861425926	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho	FLT_up
47	R-MMU-1442490_COLLAGEN_DEGRADATION	-0.3185942619842858	-0.20723795886851845	0.4161621606685186	prior_literature_match	prior literature match	exact override	literature override: muscle ECM/collagen remodeling	FLT_down
48	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.1343667379857142	-0.07818972670370371	0.2692924151481481	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
49	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.0955588135357142	0.06452535137962963	0.1960032729351851	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac	FLT_up
50	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.0532649013448571	-0.05421536688333334	0.0572061757722222	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho	FLT_down
51	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	-0.3285049969542856	-0.1966453010574074	0.5195138509796297	prior_literature_match	prior literature match	neutrophil	matches expected tissue/spaceflight biology: neutrophil	FLT_down
52	R-MMU-9012999_RHO_GTPASE_CYCLE	0.1066412419285715	0.0649942985555556	0.2551170603333332	plausible_complementary	plausible/complementary	rho	plausible complementary mechanism: rho	FLT_up
53	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.0807573051428569	0.03216710592592594	0.161929105925926	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
54	R-MMU-190236_SIGNALING_BY_FGFR	0.0207994910857142	0.0313690924207407	0.0441542470503703	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
55	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.1168539481371429	0.06382681844814825	0.1798955955148148	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac	FLT_up
56	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	-0.0774280067822857	-0.04472769508333333	0.0778513071388888	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
57	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	-0.0408275199	-0.022531180574074102	0.0401445061296295	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
58	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	-0.185801105078571	-0.09282528156481484	0.2725134815648146	prior_literature_match	prior literature match	respiratory	matches expected tissue/spaceflight biology: respiratory	FLT_down
59	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	-0.0763494267571428	-0.06944030440740744	0.1815633770740739	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
60	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	-0.1299537291142858	-0.0831811344999999	0.0831811344999999	plausible_complementary	plausible/complementary	chromatin	plausible complementary mechanism: chromatin	FLT_down
61	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	0.1468878679857143	0.08615074557407403	0.2681980855740741	plausible_complementary	plausible/complementary	mapk	plausible complementary mechanism: mapk	FLT_up
62	R-MMU-1296071_POTASSIUM_CHANNELS	0.1129929315000002	0.04670839287037043	0.2737338939814814	prior_literature_match	prior literature match	potassium channel	matches expected tissue/spaceflight biology: potassium channel	FLT_up
63	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	-0.1315654229999996	-0.09018795722222227	0.3483844372222222	prior_literature_match	prior literature match	exact override	literature override: striated muscle contraction	FLT_down
64	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	-0.1009492948951428	-0.1223820164918518	0.1223820164918518	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
65	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	-0.0386574518571432	-0.02801629740740717	0.0767654529629627	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
66	R-MMU-9769740_COAGULATION_PATHWAY	-0.0538403072742857	-0.04823105684259254	0.0482310568425925	plausible_complementary	plausible/complementary	coagulation	plausible complementary mechanism: coagulation	FLT_down
67	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	-0.0983525888457143	-0.11738103454074071	0.1173810345407407	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
68	R-MMU-9748784_DRUG_ADME	0.0415252250458571	0.04445680136851849	0.1135242544981481	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
69	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.0582474618999999	-0.030489263685185005	0.1196585027962965	plausible_complementary	plausible/complementary	wnt	plausible complementary mechanism: wnt	FLT_down
70	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-0.0671164384971428	-0.07893582536481479	0.0789358253648147	prior_literature_match	prior literature match	immune system	matches expected tissue/spaceflight biology: immune system	FLT_down
71	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	-0.0572644259428573	-0.058751094851851926	0.0907563426296297	prior_literature_match	prior literature match	ros	matches expected tissue/spaceflight biology: ros	FLT_down
72	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.0620536308357143	0.04788086673518519	0.1534140773574073	prior_literature_match	prior literature match	igf	matches expected tissue/spaceflight biology: igf	FLT_up
73	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.0936437319214285	0.02717486412037039	0.242974721898148	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
74	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	-0.1266415814285717	-0.04498393407407447	0.1713274140740738	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
75	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	-0.029625923746	-0.009632054790740767	0.0508433574351851	plausible_complementary	plausible/complementary	mapk	plausible complementary mechanism: mapk	FLT_down
76	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	0.0662076671357142	0.0225594153796297	0.2279677331574073	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
77	R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	0.1982817556571429	0.09458341375925916	0.5621067864259258	prior_literature_match	prior literature match	exact override	literature override: muscle complement/inflammatory response	FLT_up
78	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	-0.0637422937857141	-0.03205123638888883	0.1268247941666667	prior_literature_match	prior literature match	interleukin	matches expected tissue/spaceflight biology: interleukin	FLT_down
79	R-MMU-168249_INNATE_IMMUNE_SYSTEM	-0.1239730380714286	-0.0357607768148148	0.3785038483703704	prior_literature_match	prior literature match	immune system	matches expected tissue/spaceflight biology: immune system	FLT_down
80	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.1416113291342856	0.06238720100000004	0.2634175394444444	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
81	R-MMU-2559583_CELLULAR_SENESCENCE	0.0331801385285713	0.024951468888888967	0.0684844777777776	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
82	R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	-0.0552276963528571	-0.018166869975925936	0.1035454044203703	plausible_complementary	plausible/complementary	transport	plausible complementary mechanism: transport	FLT_down
83	R-MMU-5173105_O_LINKED_GLYCOSYLATION	0.0386812161142857	0.042659153574074064	0.0803795029074073	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
84	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	-0.0547790475714284	-0.05177199388888898	0.1113296049999998	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
85	R-MMU-186797_SIGNALING_BY_PDGF	-0.1143747765871429	-0.04863130166296298	0.2508774870407407	prior_literature_match	prior literature match	pdgf	matches expected tissue/spaceflight biology: pdgf	FLT_down
86	R-MMU-9609507_PROTEIN_LOCALIZATION	0.0491598488585713	0.015358355337037036	0.1644639789592592	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
87	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.0867565175999998	-0.020827927555555608	0.3089575671111111	prior_literature_match	prior literature match	amino acids	matches expected tissue/spaceflight biology: amino acids	FLT_down
88	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.0806070244357143	-0.04163876491666677	0.2968203409166665	prior_literature_match	prior literature match	ros	matches expected tissue/spaceflight biology: ros	FLT_down
89	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.1316643137035713	0.030402343756518586	0.4971007560582963	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
90	R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.0630488929047143	0.09327516782777771	0.0932751678277777	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
91	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.1210557786185715	0.022736720257407434	0.3368923949462962	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
92	R-MMU-1500931_CELL_CELL_COMMUNICATION	-0.0353432404285718	-0.030538651111111	0.0744457844444443	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
93	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.0486308730857142	0.047388414999999996	0.0534604983333334	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
94	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.0946725298885714	0.0066840749348148765	0.435167549805926	prior_literature_match	prior literature match	lipoprotein	matches expected tissue/spaceflight biology: lipoprotein	FLT_up
95	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	-0.0970472520357144	-0.0074903212870370646	0.321585712398148	prior_literature_match	prior literature match	carbohydrate	matches expected tissue/spaceflight biology: carbohydrate	FLT_down
96	R-MMU-5688426_DEUBIQUITINATION	0.0282635336965714	0.024055765359259202	0.0596459773074073	prior_literature_match	prior literature match	ubiquitin	matches expected tissue/spaceflight biology: ubiquitin	FLT_up
97	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	0.0370880843571426	0.002135332907407537	0.1173772035740739	plausible_complementary	plausible/complementary	gpcr	plausible complementary mechanism: gpcr	FLT_up
98	R-MMU-112316_NEURONAL_SYSTEM	0.0229271474285712	0.022203954444444566	0.0648307788888887	plausible_complementary	plausible/complementary	neuronal	plausible complementary mechanism: neuronal	FLT_up
99	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.049735538765	0.03893486491388893	0.1523119370027777	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac	FLT_up
100	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.0299449528571429	-0.0430435385185186	0.05130274962963	prior_literature_match	prior literature match	extracellular matrix	matches expected tissue/spaceflight biology: extracellular matrix	FLT_down
101	R-MMU-397014_MUSCLE_CONTRACTION	-0.1145944057142838	0.019037348148147004	0.3590889407407391	prior_literature_match	prior literature match	exact override	literature override: muscle contraction	FLT_up
102	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.0399393072028571	0.037453755262962934	0.107802481448148	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
103	R-MMU-1632852_MACROAUTOPHAGY	-0.0354255348571426	-0.01922693425925937	0.0426533675925924	prior_literature_match	prior literature match	autophagy	matches expected tissue/spaceflight biology: autophagy	FLT_down
104	R-MMU-69278_CELL_CYCLE_MITOTIC	0.0160504397999999	0.0009288354444445002	0.0915721667777778	plausible_complementary	plausible/complementary	cell cycle	plausible complementary mechanism: cell cycle	FLT_up
105	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	0.0381148971142856	0.00816005809259257	0.1548783765370369	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
106	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.0203815732	-0.02993036353703703	0.0332995635370369	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
107	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	-0.04154134796	0.01607525741481482	0.2827061183407406	prior_literature_match	prior literature match	complement	matches expected tissue/spaceflight biology: complement	FLT_up
108	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.0361709319285712	-0.011317071796296235	0.1772907130925925	prior_literature_match	prior literature match	ion channel	matches expected tissue/spaceflight biology: ion channel	FLT_down
109	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	-0.0268013105714282	-0.030318088148148264	0.0728858474074074	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
110	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	-0.0255122609428573	-0.008464525185185099	0.1533634918518517	prior_literature_match	prior literature match	immune system	matches expected tissue/spaceflight biology: immune system	FLT_down
111	R-MMU-5617833_CILIUM_ASSEMBLY	0.0107309732857139	0.029545031111111165	0.0705265644444444	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
112	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	0.0415478138028571	-0.02977111981481484	0.2773340485185184	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
113	R-MMU-500792_GPCR_LIGAND_BINDING	0.0205587825799999	-0.018703505425925877	0.2203228385740741	plausible_complementary	plausible/complementary	gpcr	plausible complementary mechanism: gpcr	FLT_down
114	R-MMU-4839726_CHROMATIN_ORGANIZATION	-0.0065936814285714	-0.008104673333333404	0.0701785266666666	plausible_complementary	plausible/complementary	chromatin	plausible complementary mechanism: chromatin	FLT_down
115	R-MMU-422475_AXON_GUIDANCE	0.0123742827528572	0.0431089044907407	0.0708605478240739	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
116	R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	0.0060927932642857	-0.005653113494444463	0.1836076413055555	plausible_complementary	plausible/complementary	transport	plausible complementary mechanism: transport	FLT_down
117	R-MMU-1474290_COLLAGEN_FORMATION	-0.0222152363571428	0.07610768248148146	0.2032324161851852	prior_literature_match	prior literature match	collagen	matches expected tissue/spaceflight biology: collagen	FLT_up
118	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.0077152626314286	0.014921012522222096	0.1075276202999998	prior_literature_match	prior literature match	collagen	matches expected tissue/spaceflight biology: collagen	FLT_up
119	R-MMU-8939211_ESR_MEDIATED_SIGNALING	0.0034100780791428	0.017127220667407402	0.0718466708140739	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
120	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	-0.0070888568448571	-0.046395895420370405	0.0809405753129629	prior_literature_match	prior literature match	integrin	matches expected tissue/spaceflight biology: integrin	FLT_down
121	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.0021164067999999	-0.0408190640925925	0.1784950116851851	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
