review_row	term	flight_minus_ground	signed_accession_mean_flt_minus_gc	mean_abs_accession_effect	category	category_label	matched_keyword	rationale	effect_direction
1	R-MMU-195721_SIGNALING_BY_WNT	0.1123510774142857	0.11190390553703704	0.111903905537037	plausible_complementary	plausible/complementary	wnt	plausible complementary mechanism: wnt	FLT_up
2	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	0.2015407709082857	0.17403945517370367	0.1740394551737036	plausible_complementary	plausible/complementary	g alpha	plausible complementary mechanism: g alpha	FLT_up
3	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.1202026750999999	0.09401046231481484	0.1227624023148148	prior_literature_match	prior literature match	ecm	matches expected tissue/spaceflight biology: ecm	FLT_up
4	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	-0.0979354959999998	-0.09813424870370359	0.0981342487037035	plausible_complementary	plausible/complementary	vesicle	plausible complementary mechanism: vesicle	FLT_down
5	R-MMU-109581_APOPTOSIS	-0.3086764507857142	-0.2637189536111112	0.2637189536111112	prior_literature_match	prior literature match	apoptosis	matches expected tissue/spaceflight biology: apoptosis	FLT_down
6	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	0.1385630790607141	0.12223984303240731	0.1222398430324073	prior_literature_match	prior literature match	akt	matches expected tissue/spaceflight biology: akt	FLT_up
7	R-MMU-109582_HEMOSTASIS	-0.2755635137142871	-0.22953725888888818	0.2295372588888881	plausible_complementary	plausible/complementary	hemostasis	plausible complementary mechanism: hemostasis	FLT_down
8	R-MMU-5357801_PROGRAMMED_CELL_DEATH	-0.0310090699257142	-0.03571292248629627	0.0357129224862962	prior_literature_match	prior literature match	programmed cell death	matches expected tissue/spaceflight biology: programmed cell death	FLT_down
9	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.0809948291957142	0.06923150832037032	0.0692315083203703	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
10	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	-0.1976807517142855	-0.16769317537037023	0.1676931753703702	prior_literature_match	prior literature match	extracellular matrix	matches expected tissue/spaceflight biology: extracellular matrix	FLT_down
11	R-MMU-168256_IMMUNE_SYSTEM	0.5547286271428558	0.43541418666666676	0.5425741133333325	prior_literature_match	prior literature match	exact override	literature override: muscle immune/inflammatory response	FLT_up
12	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	-0.1693919860750001	-0.12679809906574077	0.1275624435101851	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
13	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.3428531637142855	0.4029332148148146	0.4029332148148146	likely_artifact	likely artifact/junk	exact override	literature override: off-context skin barrier pathway in soleus	FLT_up
14	R-MMU-1640170_CELL_CYCLE	0.4363607831428573	0.33848072999999995	0.3568721366666668	plausible_complementary	plausible/complementary	cell cycle	plausible complementary mechanism: cell cycle	FLT_up
15	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.1738485696571428	0.1425560493703703	0.1761718880370369	likely_artifact	likely artifact/junk	rhodopsin	context-incongruent Reactome term: rhodopsin	FLT_up
16	R-MMU-194138_SIGNALING_BY_VEGF	-0.119384688742857	-0.09950242181111106	0.099502421811111	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
17	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.1749536393214286	0.16310867615740746	0.2338074661574074	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_up
18	R-MMU-73894_DNA_REPAIR	0.1747503382857143	0.1401184675925924	0.1401184675925924	plausible_complementary	plausible/complementary	dna repair	plausible complementary mechanism: dna repair	FLT_up
19	R-MMU-211859_BIOLOGICAL_OXIDATIONS	-0.2278588442285714	-0.17447066966666672	0.2093026996666666	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family	FLT_down
20	R-MMU-6805567_KERATINIZATION	-0.2042784783642857	-0.25953229454814813	0.2595322945481481	likely_artifact	likely artifact/junk	exact override	literature override: off-context skin keratinization pathway in soleus	FLT_down
