gene	gene_cluster	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
ENSMUSG00000118406	1	3.2045162	-0.110466786	0.19978604	0.32287845	0.17949004	-0.0054784818	-0.110843316	0.025557606	0.011575097	0.010580033
ENSMUSG00000029106	8	-4.9152193	-2.1136177	-3.4306529	-1.5517249	1.2725251	0.9185407	0.7790258	0.32427797	0.038147278	-0.14713308
ENSMUSG00000007209	1	3.849891	0.47664377	0.26708198	0.5250703	-0.25750712	-0.01360856	-0.24013142	-0.038440485	-0.050168782	-0.035158075
ENSMUSG00000013822	9	-6.3335958	1.2362328	6.3608665	-4.6227245	-4.198948	-2.0229182	0.721741	0.37360382	-0.5764174	0.79203355
ENSMUSG00000107662	1	3.830864	0.44925842	0.28122994	0.52848226	-0.26227742	-0.015323236	-0.23790035	-0.036128655	-0.053734515	-0.032824334
ENSMUSG00000063350	1	3.8266532	0.4536977	0.2772007	0.51996064	-0.25071645	-0.016194236	-0.23663992	-0.035104714	-0.05093041	-0.032557134
ENSMUSG00000119272	1	3.8286269	0.47141102	0.2739075	0.50953305	-0.24715598	-0.019430859	-0.23637414	-0.035009563	-0.047831465	-0.032856416
ENSMUSG00000019966	0	2.3712049	-0.62799275	0.70455503	-0.14841819	-0.2019511	0.036400445	0.122584954	0.087804295	-0.08965842	0.12259242
ENSMUSG00000085148	9	-5.7484365	-5.538541	1.6868811	0.5080738	2.6697206	-1.3357239	0.5675279	0.20681015	-0.2341862	0.16352001
ENSMUSG00000022286	1	3.3780653	0.10830596	0.22251844	0.3134388	0.029461842	-0.005702803	-0.131311	0.005793528	0.0010512046	0.0016796497
ENSMUSG00000089914	1	3.834479	0.45295888	0.2679061	0.523555	-0.25574452	-0.0084693935	-0.23611183	-0.037279043	-0.051489808	-0.033379264
ENSMUSG00000025155	8	-9.136867	0.55709183	-5.403054	-1.5498699	-2.4174757	-1.0829374	0.203486	0.19002385	-0.0227038	-0.17418824
ENSMUSG00000047935	1	3.1538146	0.047967833	0.34109217	0.2898291	0.314463	-0.2036007	-0.15158552	0.0526595	0.043984722	0.008480466
ENSMUSG00000025431	1	3.847354	0.4884022	0.28141475	0.5105636	-0.25511128	-0.015903043	-0.23859681	-0.03607479	-0.05140734	-0.03324723
ENSMUSG00000053929	8	-8.024314	0.64151627	-6.250494	-1.8326627	-1.7011772	0.02937456	0.36923212	0.23546858	0.001983351	-0.20471235
ENSMUSG00000001151	0	1.4375474	0.17117308	-1.3745179	-1.4468641	2.5505717	0.4508296	0.7387494	-0.10211628	0.56358945	-0.01741406
ENSMUSG00000026098	0	1.0650696	-1.352867	0.8530192	-0.20012318	0.44130087	-0.5057464	0.15724093	0.2050986	0.028667621	0.14526889
ENSMUSG00000024664	14	-1.6316575	-2.4413362	-0.27184406	-0.026787391	4.1690884	-1.0823053	0.40605497	0.09254985	0.44537815	-0.0070214206
ENSMUSG00000062608	1	3.8521347	0.47485983	0.27004018	0.5275587	-0.26441103	-0.011806259	-0.24024142	-0.03886593	-0.052097883	-0.034998
ENSMUSG00000085928	1	3.8451304	0.4684525	0.26993206	0.5256846	-0.2626696	-0.012181276	-0.23864628	-0.038496587	-0.051499613	-0.03449625
ENSMUSG00000091923	1	3.846792	0.47500107	0.27021113	0.5227481	-0.25654984	-0.013995588	-0.23948447	-0.03774789	-0.050527394	-0.034582082
ENSMUSG00000075174	1	3.765328	0.4082191	0.29187787	0.5007939	-0.21326202	-0.030578773	-0.22781378	-0.02690697	-0.045637745	-0.027441896
ENSMUSG00000019971	0	1.7371753	-0.8828949	0.41270116	-0.29983866	0.9170111	-0.16798382	0.15513895	0.16371684	0.09282981	0.09845346
ENSMUSG00000030657	1	3.421683	0.11941705	0.37277544	0.3769349	-0.116586186	-0.046666574	-0.15524955	0.007573105	-0.039230336	0.006087537
ENSMUSG00000022031	0	0.57218415	-0.8775036	-0.7907123	-0.9944763	0.7147128	-0.013064471	0.5177689	0.050172333	0.34481105	0.041791257
ENSMUSG00000029777	8	-5.887976	-1.3765024	-1.9527333	-2.4055855	1.1241007	0.3011171	0.53459656	0.5828356	-0.033971082	-0.1292524
ENSMUSG00000060459	11	-18.462664	3.5221708	2.1045623	-2.6754706	0.32392868	1.3731254	-1.2322516	0.037662234	0.059568997	-0.3061127
ENSMUSG00000039670	0	2.4877126	-0.37147138	0.29123542	-0.2758739	-0.10339405	0.12388367	0.15022884	0.046726692	0.0057623205	0.08700056
ENSMUSG00000058589	1	3.7193737	0.36749166	0.31506112	0.4956946	-0.20902717	-0.04356156	-0.22248538	-0.021478	-0.046503313	-0.023232292
ENSMUSG00000021112	9	-4.28616	-3.7033014	2.7318823	-1.5014286	2.6086814	-0.39617684	0.64764404	0.59166586	-0.3711158	0.27701646
ENSMUSG00000032172	1	3.766307	0.4151413	0.24452458	0.48830587	-0.21123442	-0.015492601	-0.22090228	-0.0325515	-0.036391772	-0.029966868
ENSMUSG00000002104	1	3.8821008	0.6016402	0.2561852	0.37750512	-0.16213594	0.03523296	-0.19454172	-0.049175978	-0.03183924	-0.030344646
ENSMUSG00000002043	0	2.5395017	-0.4053632	-0.24287961	-0.20720266	0.082228735	0.24368764	0.18246105	-0.014797791	0.10614771	0.038996454
ENSMUSG00000040632	1	3.5974796	0.24237843	0.2999728	0.4702409	-0.17818034	-0.03927458	-0.19596183	-0.014654581	-0.03817215	-0.014681853
ENSMUSG00000027470	1	4.735852	2.9197745	0.021996016	-1.7160282	1.2518904	0.9021336	0.5230799	-0.3292266	0.214012	-0.002971557
ENSMUSG00000004626	0	1.1176283	-1.3634697	-1.9777129	-0.4603604	-0.17234436	0.74526143	0.6381687	-0.1798411	0.32075498	-0.029022433
ENSMUSG00000086454	1	3.1624172	-0.14054826	0.47195688	0.35750368	-0.017356828	-0.09081973	-0.12897743	0.043646444	-0.045795128	0.029148072
ENSMUSG00000095525	1	3.851876	0.4741359	0.27034807	0.52737135	-0.26463944	-0.011331057	-0.24002242	-0.038856816	-0.05229217	-0.034900136
ENSMUSG00000113115	1	3.8320372	0.45584485	0.27353483	0.5219951	-0.2505506	-0.013669218	-0.23701794	-0.03603158	-0.050922107	-0.03314826
ENSMUSG00000044636	1	3.00457	-0.09439196	0.20093751	0.1653478	0.08247535	-0.05975789	-0.05763126	0.026477017	0.041158635	0.022052135
ENSMUSG00000011884	1	3.4416459	0.16444242	0.030239416	0.22140586	-0.23662905	0.1600584	-0.05732288	-0.052925944	0.0033454632	-0.0037559147
ENSMUSG00000035745	1	3.8112829	0.4644389	0.24454342	0.4925055	-0.23220497	-0.012391211	-0.2278806	-0.036826406	-0.039177902	-0.032983236
ENSMUSG00000097915	1	3.6972475	0.3752806	0.26570016	0.44461304	-0.25102726	-0.012083202	-0.20091584	-0.028235188	-0.039591473	-0.020997807
ENSMUSG00000001211	2	-13.957391	6.732662	-7.34822	-2.0959938	-2.310924	-0.46004802	-0.63658375	0.1050411	-0.14946027	0.2535494
ENSMUSG00000101746	1	3.8259735	0.45722485	0.28142503	0.51310736	-0.25452486	-0.014227214	-0.23407654	-0.035531867	-0.05163011	-0.031789344
ENSMUSG00000031647	1	3.6892097	0.51275575	0.26611036	0.19778422	-0.035098176	0.059552744	-0.116331294	-0.03820208	-0.0065906555	-0.009254628
ENSMUSG00000056234	11	-19.114704	0.12527665	2.6582482	-0.36873662	-0.3033091	-0.45197654	-0.83966666	-0.36939213	0.018528882	-0.28937808
ENSMUSG00000062275	1	3.8410065	0.46841007	0.2719372	0.5232298	-0.255714	-0.015306999	-0.23879485	-0.037264913	-0.05048903	-0.03418671
ENSMUSG00000056043	1	3.5357623	0.22470114	0.33848932	0.41532546	-0.09655363	-0.051711023	-0.18583387	0.0018598855	-0.03433855	-0.0059898985
ENSMUSG00000033022	6	-25.217237	1.7600458	-3.437588	10.526731	-5.367194	7.7974467	0.27162454	-0.6806081	0.6264299	1.4518403
ENSMUSG00000032238	11	-15.799777	-2.3957918	-0.7748375	0.94476104	3.1339576	-0.61295426	-0.5951572	-0.14253098	-0.20319052	-0.27360198
ENSMUSG00000029009	0	2.2504115	0.106860116	-0.7228122	-0.41543362	-0.5979187	-0.08342838	0.21033417	-0.10152133	0.28455904	-0.012180408
ENSMUSG00000084773	1	3.845489	0.47036088	0.2706154	0.52574134	-0.26211202	-0.013610592	-0.23934583	-0.038177744	-0.051327646	-0.034555033
ENSMUSG00000088141	1	3.8573792	0.48153934	0.26625553	0.52622056	-0.26438922	-0.010106178	-0.24041182	-0.039631672	-0.051506374	-0.035503823
ENSMUSG00000033763	1	3.172639	0.21424392	0.07188411	-0.24445513	0.10599261	0.26607603	0.069341384	0.0004401384	0.030929804	0.03954109
ENSMUSG00000079562	0	0.27602383	-1.090798	-1.3550497	-1.4441196	0.7204096	0.7829946	0.8255085	0.016854836	0.26516956	0.04453536
ENSMUSG00000028813	1	3.8221762	0.45476115	0.27547798	0.5176318	-0.2426841	-0.020335268	-0.23627515	-0.034753934	-0.04837241	-0.03277695
ENSMUSG00000017064	1	3.847128	0.46872565	0.27307263	0.5279597	-0.2648477	-0.012684593	-0.23967321	-0.038279846	-0.052623462	-0.03447468
ENSMUSG00000042124	1	3.8568747	0.48243752	0.268658	0.5240338	-0.26418307	-0.00992877	-0.23981436	-0.039440017	-0.05183382	-0.035167523
ENSMUSG00000022667	1	3.2505476	-0.011202698	0.4943425	0.31719318	-0.20597067	-0.060778677	-0.13045487	0.033251073	-0.06707966	0.031184394
ENSMUSG00000029420	1	2.8699846	-0.085604765	0.6394197	0.01701674	0.23539792	-0.15616216	-0.06072255	0.10274152	-0.01946764	0.06639285
ENSMUSG00000003665	1	3.7930815	0.4530512	0.28595227	0.47538936	-0.21798962	-0.015426889	-0.22356847	-0.030317957	-0.04558517	-0.02766089
ENSMUSG00000023064	1	3.8390965	0.5104667	0.26927915	0.45986834	-0.23909447	0.002160187	-0.21980204	-0.039786234	-0.04460225	-0.030670758
ENSMUSG00000078442	1	3.8501675	0.47521967	0.26787627	0.5255603	-0.26291758	-0.01211801	-0.23959772	-0.038906682	-0.0511083	-0.03500078
ENSMUSG00000037640	0	0.8066991	-1.804364	0.5597907	-0.23607156	0.8745626	-0.21084586	0.2833411	0.19117019	0.039181188	0.13926356
ENSMUSG00000005621	8	-1.8632214	-0.47390246	-4.5104413	-1.0796359	-0.27594578	0.08932758	0.60164106	-0.019322027	0.59133166	-0.16693783
ENSMUSG00000028953	8	-2.3042274	0.6625258	-3.5209646	-2.2864745	0.14423072	-0.15386118	0.65694726	0.157819	0.5360229	-0.13401355
ENSMUSG00000092680	1	3.8138762	0.47133365	0.26555294	0.49117565	-0.22179775	-0.019029425	-0.23212539	-0.032459315	-0.04243947	-0.031678565
ENSMUSG00000055447	4	-16.054707	-6.5733266	2.8516915	1.0342007	1.9737942	1.7672879	-0.35994327	-0.028010016	-0.16584447	-0.4110904
ENSMUSG00000076147	1	3.851954	0.47677436	0.26942363	0.52469456	-0.26758242	-0.010519	-0.23937169	-0.039103877	-0.05217147	-0.03479207
ENSMUSG00000032397	1	2.6511223	-0.19869427	0.4840459	-0.058464736	0.060815904	-0.14698888	-0.0058857305	0.0876043	0.012833783	0.06865924
ENSMUSG00000018481	9	-8.31481	-5.4773493	0.071953885	-0.33192083	1.5646843	0.25922072	0.56881696	0.38243458	-0.3874387	-0.027487297
ENSMUSG00000064165	1	3.8441474	0.4728193	0.2685425	0.523033	-0.254061	-0.015157522	-0.2392557	-0.037709974	-0.049595535	-0.03469919
ENSMUSG00000031584	10	-12.706105	-1.2816952	-3.6973255	0.096831486	1.6948014	-1.0181749	-0.19750236	0.055165123	-0.18979017	-0.173039
ENSMUSG00000080441	1	3.860234	0.48175767	0.26660597	0.5287346	-0.26811114	-0.009259172	-0.24094419	-0.040112082	-0.052350298	-0.03570894
ENSMUSG00000070852	1	3.8449638	0.46886584	0.27248207	0.5265425	-0.26248115	-0.013904098	-0.23951495	-0.037942577	-0.051847633	-0.034408458
ENSMUSG00000088901	1	3.8518596	0.47490242	0.2655014	0.52390003	-0.25836024	-0.008674406	-0.23885755	-0.03897748	-0.051058784	-0.0349382
ENSMUSG00000039768	8	-7.2400947	3.3190873	-6.2139397	-1.9011029	1.4041765	-1.8406211	0.024218643	0.21448001	0.5179098	-0.08978607
ENSMUSG00000020946	10	-10.317835	2.44425	-2.8883336	-2.8427548	1.9041004	-1.4447932	-0.2053955	0.44213927	0.0886582	-0.24456868
ENSMUSG00000090346	1	3.656879	0.2433627	0.37231585	0.524673	-0.24458037	-0.034984022	-0.21434474	-0.014421761	-0.06840501	-0.013920277
ENSMUSG00000038812	0	2.36407	0.16299522	-0.9521505	-0.6477887	-0.7677129	0.29475892	0.36299664	-0.169081	0.2564986	-0.009345249
ENSMUSG00000116461	1	3.8811047	0.46025166	0.16266254	0.543396	-0.35061386	0.043913115	-0.21911827	-0.068194605	-0.044051904	-0.043393992
ENSMUSG00000018395	1	3.3571036	0.2139073	0.065737225	0.15815842	-0.013489202	0.0651744	-0.07617632	-0.0164742	0.036576927	-0.00029134421
ENSMUSG00000074366	1	3.824584	0.4587811	0.2754477	0.5181068	-0.24395864	-0.021448886	-0.23732494	-0.034709476	-0.04831186	-0.033027448
ENSMUSG00000116982	1	3.854429	0.4790499	0.2669079	0.5257762	-0.2630202	-0.010942766	-0.2400768	-0.03927836	-0.051277738	-0.035292916
ENSMUSG00000006715	0	2.15962	-0.93601626	0.73500943	0.028343841	-0.41868737	-0.0438297	0.1019391	0.095765084	-0.11367017	0.13091
ENSMUSG00000091151	1	3.327276	-0.075075984	0.519818	0.48111522	-0.15396245	-0.09421463	-0.16816546	0.024874778	-0.076373585	0.017845608
ENSMUSG00000075176	1	3.5263472	0.12649257	0.40484136	0.5047866	-0.17612015	-0.063460946	-0.19974557	0.0029392529	-0.06224066	-0.0036662554
ENSMUSG00000044292	1	3.8440607	0.47147042	0.27087945	0.52417386	-0.2585681	-0.015050053	-0.23936982	-0.037729457	-0.050617654	-0.0345052
ENSMUSG00000070420	1	3.2866747	0.120124094	-0.13193999	0.15252444	0.11955446	0.112790525	-0.044961374	-0.030707039	0.08108747	-0.009758005
ENSMUSG00000020115	9	-5.29095	-3.0924022	0.15981764	-0.8957621	2.5754633	-1.2515852	0.47831127	0.35187423	0.071440585	0.03669869
ENSMUSG00000074922	1	3.5615523	0.4930575	-0.16295843	0.28422284	-0.53344893	0.012186293	-0.10848852	-0.10454827	0.06908788	-0.045068465
ENSMUSG00000050132	1	3.7582002	0.45349807	0.24385078	0.456311	-0.18224205	-0.030161195	-0.21931478	-0.029218102	-0.026697941	-0.029524857
ENSMUSG00000035572	9	-5.6064835	-3.97651	-0.41400954	-0.06105561	1.5342103	-1.4378712	0.47093898	0.19835722	0.078701496	0.034526046
ENSMUSG00000032366	7	5.858158	25.35643	6.0562854	-11.108337	13.501771	4.844821	3.8493974	-2.8901944	-1.3395025	-0.019383842
ENSMUSG00000001773	1	3.8022568	0.46146053	0.28343776	0.48968548	-0.19771096	-0.027716286	-0.2319924	-0.02884572	-0.042418286	-0.030236518
ENSMUSG00000030177	0	2.482242	-0.2157555	0.19887987	-0.023681644	0.659429	-0.31021726	-0.020052867	0.087358594	0.157252	0.03056867
ENSMUSG00000082315	1	3.4772031	0.25274187	0.2809896	0.367572	0.086387925	-0.09758184	-0.18532501	0.013455029	0.008277219	-0.009660535
ENSMUSG00000024442	14	-0.51341665	-1.1452551	-2.473958	-1.5539696	0.3614259	0.9846519	0.95376486	-0.03261278	0.32700095	-0.024834055
ENSMUSG00000073987	14	-2.0850239	-3.0811186	3.716579	-1.6419448	0.46011084	0.009569041	0.6181356	0.6565561	-0.6478195	0.53626484
ENSMUSG00000026491	11	-16.060064	-3.0143747	0.5838223	-0.09747947	0.78445774	0.39126086	-0.60361326	0.05218988	-0.14814194	-0.37987095
ENSMUSG00000110001	1	3.8136332	0.43945792	0.27771956	0.5185031	-0.25218353	-0.0162739	-0.2339153	-0.034547895	-0.05075628	-0.03155382
ENSMUSG00000022119	9	-4.512037	-3.723561	0.32694966	0.19874354	3.774854	-1.7164272	0.42334607	0.14162657	0.20557842	0.017633379
ENSMUSG00000028414	0	0.5883819	-1.5871023	0.43202218	-0.82753915	0.9802613	0.10995648	0.45487705	0.2181109	0.037914507	0.15956369
ENSMUSG00000005483	0	-0.59326756	-0.7854882	-1.175189	-1.0380208	-1.8368628	-0.6034121	0.4894043	-0.02004523	0.3157213	0.0448759
ENSMUSG00000054136	1	3.8544304	0.47694084	0.26749933	0.52760506	-0.267678	-0.010424246	-0.23996234	-0.03970119	-0.05198779	-0.035288434
ENSMUSG00000006273	14	-4.288925	-4.930651	-2.5538144	0.104596525	0.10787209	0.86551726	0.95627445	0.021378059	-0.06777052	-0.017766146
ENSMUSG00000068335	1	3.611708	0.30362523	0.21597089	0.3739719	-0.20982532	0.031059662	-0.1611551	-0.028464645	-0.027217925	-0.013296315
ENSMUSG00000070460	1	3.3538032	-0.09162508	0.5310922	0.5160162	-0.19650239	-0.08232099	-0.17584765	0.02263926	-0.08957525	0.017334059
ENSMUSG00000020397	0	1.35534	-1.4674519	0.5318291	-0.15515997	-0.33612671	-0.0666383	0.25186285	0.10882255	-0.047108795	0.14756562
ENSMUSG00000096516	1	3.3182504	-0.038114402	0.44475943	0.44460526	-0.08217793	-0.09445706	-0.16426666	0.024582086	-0.050365113	0.012841066
ENSMUSG00000041014	1	3.6829214	0.33028746	0.31423882	0.49432555	-0.20760174	-0.048329104	-0.21633518	-0.020012442	-0.044131644	-0.02124969
ENSMUSG00000034634	1	3.5951326	0.50054884	0.35649627	0.25393566	-0.3528973	-0.053704232	-0.15815653	-0.02102205	-0.031926908	-0.0027904226
ENSMUSG00000021913	1	3.7892542	0.42409828	0.25484928	0.48277283	-0.23042427	0.004987632	-0.21513453	-0.03718141	-0.044013202	-0.028866695
ENSMUSG00000031371	0	2.4815776	-0.24840225	0.036677238	-0.35645187	0.18275806	0.12880075	0.15316811	0.047269512	0.08476368	0.06349642
ENSMUSG00000094266	1	3.8523607	0.47431585	0.27012095	0.52728814	-0.26463348	-0.010877434	-0.23991646	-0.03896828	-0.052337218	-0.034924705
ENSMUSG00000045248	1	3.2693088	0.033516467	-0.17025001	0.20656572	-0.09549156	0.14441517	-0.025449693	-0.058487594	0.067571856	-0.012575696
ENSMUSG00000028487	1	3.4164724	0.13451266	0.30966902	0.32496113	0.036347993	-0.019615384	-0.14227466	0.011467504	-0.016764602	0.0047090775
ENSMUSG00000044454	1	3.697167	0.3182697	0.31868914	0.49814355	-0.21629745	-0.026192253	-0.21600232	-0.019402947	-0.05351795	-0.019590247
ENSMUSG00000051444	1	3.701712	0.31637436	0.29205933	0.47815162	-0.25139722	0.0069949077	-0.20236644	-0.026533904	-0.05535669	-0.018440977
ENSMUSG00000022832	1	3.8468206	0.47290492	0.2712469	0.5248284	-0.26162797	-0.0137309665	-0.23945664	-0.03816902	-0.051327452	-0.034585867
ENSMUSG00000085715	1	3.725896	0.40280688	0.2867036	0.41325828	-0.114871025	0.0048958594	-0.20508447	-0.014458743	-0.040162954	-0.017823836
ENSMUSG00000022596	1	3.8254848	0.47007626	0.27440053	0.5051603	-0.24992716	-0.017419167	-0.23430832	-0.035162173	-0.04807685	-0.032250844
ENSMUSG00000033156	1	3.8476303	0.4740109	0.27014345	0.5248293	-0.26077026	-0.013692914	-0.23970331	-0.03818349	-0.05106526	-0.03471234
ENSMUSG00000093568	1	3.850795	0.47747493	0.26668808	0.52420956	-0.25854415	-0.012432267	-0.23970273	-0.038720526	-0.050327398	-0.035127677
ENSMUSG00000044176	1	3.4260104	0.14970304	0.3055196	0.4025421	-0.027769564	-0.08711188	-0.1757374	0.009882101	-0.010681459	-0.0044437633
ENSMUSG00000097852	1	3.721923	0.4223842	0.27344728	0.46041235	-0.16450924	-0.05198148	-0.22180125	-0.021034092	-0.027771836	-0.026319092
ENSMUSG00000021007	1	3.0615797	-0.007251968	0.28061333	0.16635926	0.23609014	-0.10961732	-0.09189375	0.04804687	0.041815054	0.02181737
ENSMUSG00000027207	0	0.86975026	-1.5898576	0.4637304	-0.8182937	0.68872255	0.34857824	0.4599565	0.2162807	-0.046408366	0.18086195
ENSMUSG00000049928	1	3.7443397	0.38634682	0.28577843	0.49990946	-0.26140425	-0.026314553	-0.221216	-0.03005199	-0.04773213	-0.026092095
ENSMUSG00000000876	2	-12.694925	5.4923005	-4.6828346	-2.624989	-1.5819368	-2.4912784	-0.3882358	0.10365279	-0.020157874	-0.014297078
ENSMUSG00000062981	13	-4.0116596	6.713886	4.0226703	-6.999912	-3.5122137	-1.8208598	1.1174912	-0.01714678	-0.18203883	0.44641393
ENSMUSG00000070902	1	3.8460166	0.4733714	0.27068785	0.5236675	-0.25957182	-0.014034816	-0.23926127	-0.038016547	-0.050835926	-0.034551464
ENSMUSG00000040044	9	-3.9689226	-4.1534452	1.1565102	-0.30819625	2.6164389	-0.9240579	0.5702762	0.3116886	-0.08248481	0.14782424
ENSMUSG00000038916	1	3.838507	0.4617462	0.27310944	0.525817	-0.26096958	-0.014251091	-0.23822804	-0.0375282	-0.05159923	-0.033908803
ENSMUSG00000032310	6	-18.064787	6.8791494	-10.098872	10.353248	9.650843	-2.9355927	-0.14845257	-1.9520875	-0.76823676	1.6823909
ENSMUSG00000036964	1	3.5536537	0.28106982	0.21773863	0.41204396	-0.023749396	-0.06278709	-0.19057629	-0.0075117024	0.0034922506	-0.018788245
ENSMUSG00000047976	1	3.8265476	0.47206244	0.28128263	0.49300763	-0.23893842	-0.010241979	-0.22826593	-0.03613811	-0.048622776	-0.030939998
ENSMUSG00000065425	1	3.8596072	0.48110646	0.2670065	0.5286034	-0.2679202	-0.0093389135	-0.24084203	-0.04001657	-0.05239172	-0.035630297
ENSMUSG00000040229	1	3.7393801	0.37258634	0.29765433	0.48388728	-0.2320906	-0.010677405	-0.21474797	-0.026641784	-0.05145243	-0.022596529
ENSMUSG00000022548	1	3.815963	0.55659837	0.25836203	0.3626101	-0.12680016	0.0152993435	-0.19072714	-0.038699105	-0.024044132	-0.026249804
ENSMUSG00000057335	14	-0.26486355	-2.4020004	0.6718174	-0.31955755	1.5732982	-0.42479554	0.38428065	0.23625508	0.07221386	0.14469391
ENSMUSG00000091045	1	3.7412713	0.40493846	0.26595038	0.48074728	-0.16933991	-0.034441076	-0.2215579	-0.025552195	-0.03274992	-0.027711144
ENSMUSG00000042688	8	-4.04429	-2.1719272	-3.035079	-0.7307556	1.1374996	-0.4573151	0.5433383	0.18043932	0.34989223	-0.096001364
ENSMUSG00000029613	8	-3.6775668	-0.9475487	-4.8044567	-1.0425106	-0.8886365	-0.1186375	0.54686654	0.09357249	0.41405803	-0.18076439
ENSMUSG00000011158	0	1.5561017	-0.79993486	-1.0226507	-0.47143036	0.96247894	0.19462499	0.3855213	-0.02708151	0.35206538	0.0034912075
ENSMUSG00000072294	10	-9.829554	-3.9600937	-2.2513945	0.35088536	3.5888846	-0.26321155	0.20304538	0.21394996	-0.1987575	-0.20850672
ENSMUSG00000029234	0	1.7890804	-0.96623147	0.5714317	-0.32090154	0.10651881	-0.011233832	0.20275591	0.13599345	-0.024780598	0.13505097
ENSMUSG00000021702	1	3.8748271	0.6236677	0.2553408	0.34464827	-0.13041334	0.034821827	-0.18502259	-0.04965101	-0.024278846	-0.029268265
ENSMUSG00000045395	1	3.845483	0.47017235	0.2717618	0.5255923	-0.25879025	-0.013886528	-0.23959333	-0.037739728	-0.051373094	-0.034468755
ENSMUSG00000021213	4	-17.69927	-1.6591822	5.545996	-0.6546332	-4.441394	-2.182391	-0.11957631	-0.53249645	-0.046020392	-0.030435435
ENSMUSG00000040297	14	-3.1284647	-4.1380625	1.6872971	-0.69025344	2.1392174	-0.22630823	0.63397115	0.44679186	-0.28275773	0.24783058
ENSMUSG00000047213	4	-17.277807	-4.847005	4.3608055	1.108789	2.5707617	-0.30314344	-0.49329343	-0.3344906	-0.110876136	-0.34754613
ENSMUSG00000061079	0	2.3364484	-0.30377704	0.14940351	-0.24698217	0.09761884	-0.091887385	0.09841247	0.06449734	0.09920686	0.061514217
ENSMUSG00000068890	1	3.857488	0.48006338	0.2661799	0.5279798	-0.2667518	-0.010108509	-0.24042864	-0.04001684	-0.051756434	-0.035629142
ENSMUSG00000068234	1	3.8139815	0.43938154	0.2851351	0.5215444	-0.25339916	-0.019860992	-0.23539844	-0.03387394	-0.052000593	-0.031395506
ENSMUSG00000025024	0	1.3407689	-1.8550109	0.10766621	-0.075157724	0.1601462	0.26906115	0.3484217	0.06978106	-0.016315928	0.120579645
ENSMUSG00000028251	14	-0.692243	-3.2812216	0.8800183	-0.45149502	0.2594982	0.27680206	0.62395716	0.23365374	-0.21215205	0.25105798
ENSMUSG00000021977	1	3.8246439	0.44496787	0.27753416	0.52438277	-0.25656733	-0.014386311	-0.23597647	-0.035782173	-0.052211475	-0.032456458
ENSMUSG00000034987	1	3.6904147	0.33862862	0.3042926	0.48462126	-0.20582847	-0.036817756	-0.21460027	-0.02020131	-0.044330794	-0.020980105
ENSMUSG00000030533	0	1.5966793	-0.38039783	-0.29369655	-0.82588077	1.344513	-0.007519292	0.32904214	0.09722142	0.29484335	0.052555032
ENSMUSG00000021986	1	3.4947908	0.10431161	0.33754805	0.4589738	-0.14838347	-0.025497375	-0.17387895	-0.0034906194	-0.048121933	-0.0027293782
ENSMUSG00000030123	8	-2.911007	-1.2792332	-3.2595797	-1.8622062	1.223616	0.96887535	0.85458916	0.25562507	0.2143869	-0.097468875
ENSMUSG00000052537	1	3.8498483	0.47218513	0.27068934	0.5275258	-0.2624214	-0.012224095	-0.24004649	-0.03848112	-0.052022055	-0.034809604
ENSMUSG00000061718	1	3.4528246	0.30781293	-0.016300237	0.38167813	-0.5447474	-0.058478773	-0.13473609	-0.07535685	0.03861391	-0.033177163
ENSMUSG00000044715	0	1.9072486	-0.31265008	0.50196904	-0.5093065	0.2317071	-0.29810485	0.12776774	0.14372414	0.09497368	0.10325121
ENSMUSG00000041700	1	3.8473022	0.4728101	0.27251682	0.52352476	-0.26156253	-0.012247122	-0.23885897	-0.038168367	-0.051870245	-0.034321275
ENSMUSG00000023935	1	3.258816	0.15120144	0.29397687	0.29463598	0.2322267	-0.1771841	-0.15893243	0.03564414	0.044419136	0.00011125308
ENSMUSG00000064201	1	3.833443	0.45928603	0.27700615	0.52339554	-0.26255113	-0.015765099	-0.23738046	-0.036854018	-0.05191384	-0.03323937
ENSMUSG00000048833	10	-10.212209	-3.0611246	-3.4413493	-0.81135434	0.3702207	0.9361931	0.19441381	0.40562126	-0.3137665	-0.269031
ENSMUSG00000094560	1	3.8396142	0.4689454	0.26705447	0.5236013	-0.25651863	-0.016529178	-0.23881984	-0.03774822	-0.048980772	-0.034636144
ENSMUSG00000037974	1	3.701172	0.36985892	0.2967978	0.4820638	-0.18778352	-0.0508522	-0.2190459	-0.020868495	-0.036888283	-0.023766339
ENSMUSG00000068154	1	3.8225648	0.44061953	0.28048983	0.52594894	-0.26100802	-0.014282138	-0.23590772	-0.03555333	-0.05345455	-0.03209494
ENSMUSG00000091174	1	3.8517435	0.47255892	0.27061394	0.52831167	-0.26716578	-0.010772592	-0.23982362	-0.039119154	-0.052722953	-0.03487222
ENSMUSG00000022750	0	1.9450929	-0.8512854	-0.5369881	-0.38586944	0.15725732	0.3673565	0.3552028	-0.028490873	0.15638962	0.0466606
ENSMUSG00000001029	1	3.4300444	0.12971547	0.21831398	0.30934402	-0.27657694	0.061825186	-0.10377475	-0.028069507	-0.029703455	0.003212994
ENSMUSG00000003812	0	0.78552926	-0.9603186	0.3378656	-0.9557745	0.36799932	-0.15118097	0.40495986	0.16502531	0.12192299	0.13921982
