FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000039108,,,,,,,,,,,,
ENSMUSG00000104960,,,,,,,,,,,,
ENSMUSG00000034640,,,,,,,,,,,,
ENSMUSG00000032557,,,,,,,,,,,,
ENSMUSG00000019997,,,,,,,,,,,,
ENSMUSG00000030083,,,,,,,,,,,,
ENSMUSG00000041935,,,,,,,,,,,,
ENSMUSG00000033991,,,,,,,,,,,,
ENSMUSG00000061950,,,,,,,,,,,,
ENSMUSG00000037373,,,,,,,,,,,,
ENSMUSG00000029314,,,,,,,,,,,,
ENSMUSG00000045667,,,,,,,,,,,,
ENSMUSG00000003423,,,,,,,,,,,,
ENSMUSG00000031668,,,,,,,,,,,,
ENSMUSG00000028436,,,,,,,,,,,,
ENSMUSG00000038178,,,,,,,,,,,,
ENSMUSG00000058267,,,,,,,,,,,,
ENSMUSG00000019878,,,,,,,,,,,,
ENSMUSG00000041075,,,,,,,,,,,,
ENSMUSG00000051065,,,,,,,,,,,,
ENSMUSG00000026463,,,,,,,,,,,,
ENSMUSG00000030247,,,,,,,,,,,,
ENSMUSG00000000881,,,,,,,,,,,,
ENSMUSG00000062054,,,,,,,,,,,,
ENSMUSG00000029569,,,,,,,,,,,,
ENSMUSG00000020409,,,,,,,,,,,,
ENSMUSG00000031879,,,,,,,,,,,,
ENSMUSG00000004931,,,,,,,,,,,,
ENSMUSG00000073435,,,,,,,,,,,,
ENSMUSG00000005204,,,,,,,,,,,,
ENSMUSG00000010054,,,,,,,,,,,,
ENSMUSG00000090112,,,,,,,,,,,,
ENSMUSG00000063410,,,,,,,,,,,,
ENSMUSG00000030982,,,,,,,,,,,,
ENSMUSG00000015790,,,,,,,,,,,,
ENSMUSG00000028677,,,,,,,,,,,,
ENSMUSG00000031563,,,,,,,,,,,,
ENSMUSG00000023277,,,,,,,,,,,,
ENSMUSG00000031781,,,,,,,,,,,,
ENSMUSG00000026425,,,,,,,,,,,,
ENSMUSG00000020056,,,,,,,,,,,,
ENSMUSG00000033021,,,,,,,,,,,,
ENSMUSG00000041797,,,,,,,,,,,,
ENSMUSG00000027954,,,,,,,,,,,,
ENSMUSG00000031448,,,,,,,,,,,,
ENSMUSG00000024829,,,,,,,,,,,,
ENSMUSG00000063849,,,,,,,,,,,,
ENSMUSG00000036568,,,,,,,,,,,,
ENSMUSG00000030315,,,,,,,,,,,,
ENSMUSG00000043909,,,,,,,,,,,,
ENSMUSG00000003134,,,,,,,,,,,,
ENSMUSG00000032497,,,,,,,,,,,,
ENSMUSG00000033253,,,,,,,,,,,,
ENSMUSG00000036291,,,,,,,,,,,,
ENSMUSG00000035021,,,,,,,,,,,,
ENSMUSG00000032440,,,,,,,,,,,,
ENSMUSG00000038871,,,,,,,,,,,,
ENSMUSG00000038533,,,,,,,,,,,,
ENSMUSG00000030512,,,,,,,,,,,,
ENSMUSG00000034998,,,,,,,,,,,,
ENSMUSG00000028245,,,,,,,,,,,,
ENSMUSG00000040451,,,,,,,,,,,,
ENSMUSG00000023960,,,,,,,,,,,,
ENSMUSG00000036980,,,,,,,,,,,,
ENSMUSG00000041229,,,,,,,,,,,,
ENSMUSG00000044864,,,,,,,,,,,,
ENSMUSG00000031367,,,,,,,,,,,,
ENSMUSG00000020472,,,,,,,,,,,,
ENSMUSG00000015016,,,,,,,,,,,,
ENSMUSG00000022744,,,,,,,,,,,,
ENSMUSG00000015133,,,,,,,,,,,,
ENSMUSG00000037210,,,,,,,,,,,,
ENSMUSG00000039031,,,,,,,,,,,,
ENSMUSG00000035958,,,,,,,,,,,,
ENSMUSG00000022913,,,,,,,,,,,,
ENSMUSG00000041012,,,,,,,,,,,,
ENSMUSG00000061607,,,,,,,,,,,,
ENSMUSG00000010911,,,,,,,,,,,,
ENSMUSG00000042451,,,,,,,,,,,,
ENSMUSG00000005078,,,,,,,,,,,,
ENSMUSG00000004880,,,,,,,,,,,,
ENSMUSG00000025271,,,,,,,,,,,,
ENSMUSG00000023122,,,,,,,,,,,,
ENSMUSG00000031652,,,,,,,,,,,,
ENSMUSG00000048100,,,,,,,,,,,,
ENSMUSG00000070697,,,,,,,,,,,,
ENSMUSG00000022498,,,,,,,,,,,,
ENSMUSG00000040459,,,,,,,,,,,,
ENSMUSG00000029298,,,,,,,,,,,,
ENSMUSG00000052962,,,,,,,,,,,,
ENSMUSG00000019935,,,,,,,,,,,,
ENSMUSG00000024271,,,,,,,,,,,,
ENSMUSG00000024713,,,,,,,,,,,,
ENSMUSG00000018209,,,,,,,,,,,,
ENSMUSG00000022538,,,,,,,,,,,,
ENSMUSG00000016520,,,,,,,,,,,,
ENSMUSG00000001056,,,,,,,,,,,,
ENSMUSG00000078920,,,,,,,,,,,,
ENSMUSG00000079037,,,,,,,,,,,,
ENSMUSG00000041607,,,,,,,,,,,,
ENSMUSG00000014748,,,,,,,,,,,,
ENSMUSG00000002980,,,,,,,,,,,,
ENSMUSG00000002833,,,,,,,,,,,,
ENSMUSG00000026754,,,,,,,,,,,,
ENSMUSG00000014551,,,,,,,,,,,,
ENSMUSG00000024654,,,,,,,,,,,,
ENSMUSG00000032531,,,,,,,,,,,,
ENSMUSG00000039852,,,,,,,,,,,,
ENSMUSG00000044496,,,,,,,,,,,,
ENSMUSG00000040506,,,,,,,,,,,,
ENSMUSG00000018666,,,,,,,,,,,,
ENSMUSG00000061286,,,,,,,,,,,,
ENSMUSG00000031388,,,,,,,,,,,,
ENSMUSG00000091625,,,,,,,,,,,,
ENSMUSG00000035441,,,,,,,,,,,,
ENSMUSG00000033417,,,,,,,,,,,,
ENSMUSG00000021420,,,,,,,,,,,,
ENSMUSG00000038648,,,,,,,,,,,,
ENSMUSG00000022641,,,,,,,,,,,,
ENSMUSG00000016308,,,,,,,,,,,,
ENSMUSG00000048970,,,,,,,,,,,,
ENSMUSG00000033508,,,,,,,,,,,,
ENSMUSG00000057315,,,,,,,,,,,,
ENSMUSG00000069020,,,,,,,,,,,,
ENSMUSG00000027864,,,,,,,,,,,,
ENSMUSG00000021189,,,,,,,,,,,,
ENSMUSG00000078817,,,,,,,,,,,,
ENSMUSG00000021079,,,,,,,,,,,,
ENSMUSG00000022637,,,,,,,,,,,,
ENSMUSG00000028847,,,,,,,,,,,,
ENSMUSG00000029163,,,,,,,,,,,,
ENSMUSG00000001334,,,,,,,,,,,,
ENSMUSG00000004530,,,,,,,,,,,,
ENSMUSG00000032409,,,,,,,,,,,,
ENSMUSG00000037957,,,,,,,,,,,,
ENSMUSG00000032198,,,,,,,,,,,,
ENSMUSG00000000439,,,,,,,,,,,,
ENSMUSG00000025647,,,,,,,,,,,,
ENSMUSG00000023883,,,,,,,,,,,,
ENSMUSG00000030056,,,,,,,,,,,,
ENSMUSG00000028899,,,,,,,,,,,,
ENSMUSG00000021831,,,,,,,,,,,,
ENSMUSG00000039382,,,,,,,,,,,,
ENSMUSG00000036863,,,,,,,,,,,,
ENSMUSG00000033618,,,,,,,,,,,,
ENSMUSG00000027951,,,,,,,,,,,,
ENSMUSG00000037364,,,,,,,,,,,,
ENSMUSG00000001025,,,,,,,,,,,,
ENSMUSG00000024480,,,,,,,,,,,,
ENSMUSG00000024350,,,,,,,,,,,,
ENSMUSG00000040888,,,,,,,,,,,,
ENSMUSG00000030515,,,,,,,,,,,,
ENSMUSG00000022664,,,,,,,,,,,,
ENSMUSG00000025078,,,,,,,,,,,,
ENSMUSG00000023143,,,,,,,,,,,,
ENSMUSG00000023952,,,,,,,,,,,,
ENSMUSG00000028397,,,,,,,,,,,,
ENSMUSG00000039183,,,,,,,,,,,,
ENSMUSG00000038736,,,,,,,,,,,,
ENSMUSG00000042015,,,,,,,,,,,,
ENSMUSG00000035064,,,,,,,,,,,,
ENSMUSG00000010048,,,,,,,,,,,,
ENSMUSG00000028973,,,,,,,,,,,,
ENSMUSG00000028104,,,,,,,,,,,,
ENSMUSG00000009418,,,,,,,,,,,,
ENSMUSG00000018999,,,,,,,,,,,,
ENSMUSG00000042472,,,,,,,,,,,,
ENSMUSG00000032405,,,,,,,,,,,,
ENSMUSG00000040940,,,,,,,,,,,,
ENSMUSG00000006281,,,,,,,,,,,,
ENSMUSG00000020561,,,,,,,,,,,,
ENSMUSG00000035696,,,,,,,,,,,,
ENSMUSG00000039050,,,,,,,,,,,,
ENSMUSG00000045545,,,,,,,,,,,,
ENSMUSG00000026389,,,,,,,,,,,,
ENSMUSG00000026395,,,,,,,,,,,,
ENSMUSG00000030284,,,,,,,,,,,,
ENSMUSG00000071757,,,,,,,,,,,,
ENSMUSG00000033355,,,,,,,,,,,,
ENSMUSG00000039989,,,,,,,,,,,,
ENSMUSG00000035828,,,,,,,,,,,,
ENSMUSG00000018995,,,,,,,,,,,,
ENSMUSG00000038485,,,,,,,,,,,,
ENSMUSG00000025245,,,,,,,,,,,,
ENSMUSG00000013465,,,,,,,,,,,,
ENSMUSG00000056952,,,,,,,,,,,,
ENSMUSG00000032478,,,,,,,,,,,,
ENSMUSG00000022130,,,,,,,,,,,,
ENSMUSG00000037443,,,,,,,,,,,,
ENSMUSG00000037583,,,,,,,,,,,,
ENSMUSG00000060679,,,,,,,,,,,,
ENSMUSG00000062169,,,,,,,,,,,,
ENSMUSG00000031245,,,,,,,,,,,,
ENSMUSG00000030733,,,,,,,,,,,,
ENSMUSG00000049680,,,,,,,,,,,,
ENSMUSG00000048170,,,,,,,,,,,,
ENSMUSG00000024338,,,,,,,,,,,,
ENSMUSG00000056820,,,,,,,,,,,,
ENSMUSG00000020140,,,,,,,,,,,,
ENSMUSG00000063428,,,,,,,,,,,,
ENSMUSG00000041044,,,,,,,,,,,,
ENSMUSG00000025350,,,,,,,,,,,,
ENSMUSG00000079343,,,,,,,,,,,,
ENSMUSG00000031885,,,,,,,,,,,,
ENSMUSG00000040026,,,,,,,,,,,,
ENSMUSG00000001767,,,,,,,,,,,,
ENSMUSG00000037679,,,,,,,,,,,,
ENSMUSG00000023904,,,,,,,,,,,,
ENSMUSG00000025144,,,,,,,,,,,,
ENSMUSG00000029993,,,,,,,,,,,,
ENSMUSG00000039515,,,,,,,,,,,,
ENSMUSG00000039254,,,,,,,,,,,,
ENSMUSG00000034157,,,,,,,,,,,,
ENSMUSG00000051786,,,,,,,,,,,,
ENSMUSG00000031931,,,,,,,,,,,,
ENSMUSG00000030035,,,,,,,,,,,,
ENSMUSG00000024109,,,,,,,,,,,,
ENSMUSG00000026411,,,,,,,,,,,,
ENSMUSG00000004730,,,,,,,,,,,,
ENSMUSG00000040321,,,,,,,,,,,,
ENSMUSG00000018287,,,,,,,,,,,,
ENSMUSG00000032743,,,,,,,,,,,,
ENSMUSG00000003437,,,,,,,,,,,,
ENSMUSG00000031808,,,,,,,,,,,,
ENSMUSG00000014074,,,,,,,,,,,,
ENSMUSG00000042659,,,,,,,,,,,,
ENSMUSG00000066357,,,,,,,,,,,,
ENSMUSG00000002658,,,,,,,,,,,,
ENSMUSG00000054302,,,,,,,,,,,,
ENSMUSG00000031586,,,,,,,,,,,,
ENSMUSG00000017868,,,,,,,,,,,,
ENSMUSG00000025817,,,,,,,,,,,,
ENSMUSG00000027199,,,,,,,,,,,,
ENSMUSG00000024645,,,,,,,,,,,,
ENSMUSG00000027011,,,,,,,,,,,,
ENSMUSG00000039065,,,,,,,,,,,,
ENSMUSG00000020261,,,,,,,,,,,,
ENSMUSG00000038301,,,,,,,,,,,,
ENSMUSG00000036270,,,,,,,,,,,,
ENSMUSG00000090000,,,,,,,,,,,,
ENSMUSG00000040236,,,,,,,,,,,,
ENSMUSG00000049516,,,,,,,,,,,,
ENSMUSG00000031479,,,,,,,,,,,,
ENSMUSG00000047379,,,,,,,,,,,,
ENSMUSG00000021068,,,,,,,,,,,,
ENSMUSG00000024856,,,,,,,,,,,,
ENSMUSG00000020027,,,,,,,,,,,,
ENSMUSG00000026927,,,,,,,,,,,,
ENSMUSG00000060981,,,,,,,,,,,,
ENSMUSG00000098234,,,,,,,,,,,,
ENSMUSG00000034037,,,,,,,,,,,,
ENSMUSG00000059142,,,,,,,,,,,,
ENSMUSG00000039621,,,,,,,,,,,,
ENSMUSG00000034300,,,,,,,,,,,,
ENSMUSG00000033128,,,,,,,,,,,,
ENSMUSG00000040464,,,,,,,,,,,,
ENSMUSG00000026111,,,,,,,,,,,,
ENSMUSG00000029176,,,,,,,,,,,,
ENSMUSG00000036611,,,,,,,,,,,,
ENSMUSG00000000253,,,,,,,,,,,,
ENSMUSG00000018040,,,,,,,,,,,,
ENSMUSG00000029073,,,,,,,,,,,,
ENSMUSG00000045414,,,,,,,,,,,,
ENSMUSG00000030255,,,,,,,,,,,,
ENSMUSG00000051147,,,,,,,,,,,,
ENSMUSG00000041203,,,,,,,,,,,,
ENSMUSG00000021143,,,,,,,,,,,,
ENSMUSG00000014177,,,,,,,,,,,,
ENSMUSG00000038342,,,,,,,,,,,,
ENSMUSG00000038374,,,,,,,,,,,,
ENSMUSG00000044258,,,,,,,,,,,,
ENSMUSG00000019897,,,,,,,,,,,,
ENSMUSG00000014361,,,,,,,,,,,,
ENSMUSG00000035517,,,,,,,,,,,,
ENSMUSG00000019990,,,,,,,,,,,,
ENSMUSG00000006307,,,,,,,,,,,,
ENSMUSG00000019906,,,,,,,,,,,,
ENSMUSG00000039103,,,,,,,,,,,,
ENSMUSG00000037824,,,,,,,,,,,,
ENSMUSG00000032435,,,,,,,,,,,,
ENSMUSG00000063929,,,,,,,,,,,,
ENSMUSG00000090100,,,,,,,,,,,,
ENSMUSG00000025494,,,,,,,,,,,,
ENSMUSG00000063334,,,,,,,,,,,,
ENSMUSG00000033706,,,,,,,,,,,,
ENSMUSG00000022665,,,,,,,,,,,,
ENSMUSG00000030409,,,,,,,,,,,,
ENSMUSG00000036181,,,,,,,,,,,,
ENSMUSG00000047368,,,,,,,,,,,,
ENSMUSG00000001707,,,,,,,,,,,,
ENSMUSG00000024943,,,,,,,,,,,,
ENSMUSG00000018459,,,,,,,,,,,,
ENSMUSG00000025732,,,,,,,,,,,,
ENSMUSG00000005125,,,,,,,,,,,,
ENSMUSG00000031984,,,,,,,,,,,,
ENSMUSG00000003380,,,,,,,,,,,,
ENSMUSG00000034573,,,,,,,,,,,,
ENSMUSG00000010095,,,,,,,,,,,,
ENSMUSG00000043061,,,,,,,,,,,,
ENSMUSG00000069895,,,,,,,,,,,,
ENSMUSG00000018900,,,,,,,,,,,,
ENSMUSG00000044224,,,,,,,,,,,,
ENSMUSG00000020385,,,,,,,,,,,,
ENSMUSG00000054146,,,,,,,,,,,,
ENSMUSG00000038299,,,,,,,,,,,,
ENSMUSG00000005674,,,,,,,,,,,,
ENSMUSG00000031575,,,,,,,,,,,,
ENSMUSG00000029417,,,,,,,,,,,,
ENSMUSG00000020792,,,,,,,,,,,,
ENSMUSG00000026987,,,,,,,,,,,,
ENSMUSG00000024440,,,,,,,,,,,,
ENSMUSG00000022610,,,,,,,,,,,,
ENSMUSG00000027131,,,,,,,,,,,,
ENSMUSG00000025323,,,,,,,,,,,,
ENSMUSG00000002900,,,,,,,,,,,,
ENSMUSG00000001700,,,,,,,,,,,,
ENSMUSG00000047989,,,,,,,,,,,,
ENSMUSG00000003099,,,,,,,,,,,,
ENSMUSG00000031197,,,,,,,,,,,,
ENSMUSG00000035181,,,,,,,,,,,,
ENSMUSG00000032596,,,,,,,,,,,,
ENSMUSG00000020392,,,,,,,,,,,,
ENSMUSG00000021706,,,,,,,,,,,,
ENSMUSG00000037379,,,,,,,,,,,,
ENSMUSG00000044934,,,,,,,,,,,,
ENSMUSG00000031845,,,,,,,,,,,,
ENSMUSG00000004054,,,,,,,,,,,,
ENSMUSG00000059474,,,,,,,,,,,,
ENSMUSG00000044037,,,,,,,,,,,,
ENSMUSG00000021277,,,,,,,,,,,,
ENSMUSG00000028910,,,,,,,,,,,,
ENSMUSG00000071653,,,,,,,,,,,,
ENSMUSG00000031201,,,,,,,,,,,,
ENSMUSG00000009555,,,,,,,,,,,,
ENSMUSG00000086610,,,,,,,,,,,,
ENSMUSG00000015542,,,,,,,,,,,,
ENSMUSG00000028385,,,,,,,,,,,,
ENSMUSG00000026917,,,,,,,,,,,,
ENSMUSG00000030706,,,,,,,,,,,,
ENSMUSG00000040471,,,,,,,,,,,,
ENSMUSG00000058070,,,,,,,,,,,,
ENSMUSG00000044734,,,,,,,,,,,,
ENSMUSG00000022575,,,,,,,,,,,,
ENSMUSG00000027650,,,,,,,,,,,,
ENSMUSG00000038332,,,,,,,,,,,,
ENSMUSG00000019143,,,,,,,,,,,,
ENSMUSG00000049404,,,,,,,,,,,,
ENSMUSG00000031568,,,,,,,,,,,,
ENSMUSG00000028851,,,,,,,,,,,,
ENSMUSG00000031432,,,,,,,,,,,,
ENSMUSG00000036905,,,,,,,,,,,,
ENSMUSG00000017210,,,,,,,,,,,,
ENSMUSG00000028568,,,,,,,,,,,,
ENSMUSG00000026608,,,,,,,,,,,,
ENSMUSG00000039899,,,,,,,,,,,,
ENSMUSG00000022807,,,,,,,,,,,,
ENSMUSG00000021819,,,,,,,,,,,,
ENSMUSG00000055041,,,,,,,,,,,,
ENSMUSG00000024072,,,,,,,,,,,,
ENSMUSG00000039763,,,,,,,,,,,,
ENSMUSG00000057342,,,,,,,,,,,,
ENSMUSG00000053293,,,,,,,,,,,,
ENSMUSG00000035864,,,,,,,,,,,,
ENSMUSG00000053916,,,,,,,,,,,,
ENSMUSG00000089917,,,,,,,,,,,,
ENSMUSG00000079184,,,,,,,,,,,,
ENSMUSG00000027695,,,,,,,,,,,,
ENSMUSG00000026837,,,,,,,,,,,,
ENSMUSG00000024985,,,,,,,,,,,,
ENSMUSG00000026435,,,,,,,,,,,,
ENSMUSG00000055044,,,,,,,,,,,,
ENSMUSG00000023572,,,,,,,,,,,,
ENSMUSG00000029547,,,,,,,,,,,,
ENSMUSG00000034928,,,,,,,,,,,,
ENSMUSG00000027291,,,,,,,,,,,,
ENSMUSG00000016494,,,,,,,,,,,,
ENSMUSG00000085396,,,,,,,,,,,,
ENSMUSG00000032763,,,,,,,,,,,,
ENSMUSG00000010045,,,,,,,,,,,,
ENSMUSG00000028622,,,,,,,,,,,,
ENSMUSG00000022951,,,,,,,,,,,,
ENSMUSG00000021466,,,,,,,,,,,,
ENSMUSG00000016018,,,,,,,,,,,,
ENSMUSG00000062202,,,,,,,,,,,,
ENSMUSG00000062867,,,,,,,,,,,,
ENSMUSG00000031865,,,,,,,,,,,,
ENSMUSG00000032171,,,,,,,,,,,,
ENSMUSG00000001016,,,,,,,,,,,,
ENSMUSG00000044594,,,,,,,,,,,,
ENSMUSG00000035392,,,,,,,,,,,,
ENSMUSG00000024260,,,,,,,,,,,,
ENSMUSG00000066842,,,,,,,,,,,,
ENSMUSG00000034880,,,,,,,,,,,,
ENSMUSG00000022816,,,,,,,,,,,,
ENSMUSG00000020328,,,,,,,,,,,,
ENSMUSG00000027651,,,,,,,,,,,,
ENSMUSG00000039405,,,,,,,,,,,,
ENSMUSG00000024287,,,,,,,,,,,,
ENSMUSG00000025044,,,,,,,,,,,,
ENSMUSG00000004849,,,,,,,,,,,,
ENSMUSG00000032041,,,,,,,,,,,,
ENSMUSG00000024042,,,,,,,,,,,,
ENSMUSG00000042535,,,,,,,,,,,,
ENSMUSG00000057101,,,,,,,,,,,,
ENSMUSG00000054091,,,,,,,,,,,,
ENSMUSG00000069662,,,,,,,,,,,,
ENSMUSG00000026790,,,,,,,,,,,,
ENSMUSG00000056305,,,,,,,,,,,,
ENSMUSG00000029388,,,,,,,,,,,,
ENSMUSG00000024847,,,,,,,,,,,,
ENSMUSG00000026883,,,,,,,,,,,,
ENSMUSG00000078427,,,,,,,,,,,,
ENSMUSG00000019487,,,,,,,,,,,,
ENSMUSG00000026174,,,,,,,,,,,,
ENSMUSG00000041540,,,,,,,,,,,,
ENSMUSG00000053846,,,,,,,,,,,,
ENSMUSG00000029213,,,,,,,,,,,,
ENSMUSG00000033319,,,,,,,,,,,,
ENSMUSG00000029014,,,,,,,,,,,,
ENSMUSG00000023030,,,,,,,,,,,,
ENSMUSG00000026123,,,,,,,,,,,,
ENSMUSG00000035969,,,,,,,,,,,,
ENSMUSG00000097333,,,,,,,,,,,,
ENSMUSG00000021235,,,,,,,,,,,,
ENSMUSG00000021579,,,,,,,,,,,,
ENSMUSG00000037847,,,,,,,,,,,,
ENSMUSG00000022300,,,,,,,,,,,,
ENSMUSG00000036432,,,,,,,,,,,,
ENSMUSG00000029345,,,,,,,,,,,,
ENSMUSG00000045094,,,,,,,,,,,,
ENSMUSG00000041777,,,,,,,,,,,,
ENSMUSG00000061603,,,,,,,,,,,,
ENSMUSG00000006599,,,,,,,,,,,,
ENSMUSG00000042709,,,,,,,,,,,,
ENSMUSG00000029513,,,,,,,,,,,,
ENSMUSG00000022129,,,,,,,,,,,,
ENSMUSG00000029518,,,,,,,,,,,,
ENSMUSG00000033166,,,,,,,,,,,,
ENSMUSG00000039048,,,,,,,,,,,,
ENSMUSG00000030830,,,,,,,,,,,,
ENSMUSG00000045435,,,,,,,,,,,,
ENSMUSG00000001855,,,,,,,,,,,,
ENSMUSG00000027861,,,,,,,,,,,,
ENSMUSG00000005533,,,,,,,,,,,,
ENSMUSG00000021495,,,,,,,,,,,,
ENSMUSG00000041921,,,,,,,,,,,,
ENSMUSG00000039701,,,,,,,,,,,,
ENSMUSG00000040151,,,,,,,,,,,,
ENSMUSG00000041390,,,,,,,,,,,,
ENSMUSG00000089847,,,,,,,,,,,,
ENSMUSG00000058756,,,,,,,,,,,,
ENSMUSG00000116138,,,,,,,,,,,,
ENSMUSG00000030228,,,,,,,,,,,,
ENSMUSG00000034936,,,,,,,,,,,,
ENSMUSG00000026154,,,,,,,,,,,,
ENSMUSG00000028986,,,,,,,,,,,,
ENSMUSG00000030718,,,,,,,,,,,,
ENSMUSG00000035765,,,,,,,,,,,,
ENSMUSG00000032724,,,,,,,,,,,,
ENSMUSG00000034248,,,,,,,,,,,,
ENSMUSG00000029167,,,,,,,,,,,,
ENSMUSG00000033960,,,,,,,,,,,,
ENSMUSG00000041119,,,,,,,,,,,,
ENSMUSG00000031974,,,,,,,,,,,,
ENSMUSG00000026027,,,,,,,,,,,,
ENSMUSG00000028173,,,,,,,,,,,,
ENSMUSG00000021519,,,,,,,,,,,,
ENSMUSG00000002325,,,,,,,,,,,,
ENSMUSG00000020610,,,,,,,,,,,,
ENSMUSG00000029056,,,,,,,,,,,,
ENSMUSG00000055489,,,,,,,,,,,,
ENSMUSG00000028247,,,,,,,,,,,,
ENSMUSG00000118664,,,,,,,,,,,,
ENSMUSG00000015944,,,,,,,,,,,,
ENSMUSG00000038119,,,,,,,,,,,,
ENSMUSG00000032735,,,,,,,,,,,,
ENSMUSG00000005973,,,,,,,,,,,,
ENSMUSG00000064037,,,,,,,,,,,,
ENSMUSG00000020722,,,,,,,,,,,,
ENSMUSG00000037965,,,,,,,,,,,,
ENSMUSG00000025209,,,,,,,,,,,,
ENSMUSG00000028187,,,,,,,,,,,,
ENSMUSG00000048039,,,,,,,,,,,,
ENSMUSG00000000915,,,,,,,,,,,,
ENSMUSG00000026939,,,,,,,,,,,,
ENSMUSG00000034575,,,,,,,,,,,,
ENSMUSG00000037022,,,,,,,,,,,,
ENSMUSG00000028291,,,,,,,,,,,,
ENSMUSG00000044026,,,,,,,,,,,,
ENSMUSG00000031641,,,,,,,,,,,,
ENSMUSG00000020459,,,,,,,,,,,,
ENSMUSG00000034066,,,,,,,,,,,,
ENSMUSG00000005413,,,,,,,,,,,,
ENSMUSG00000056131,,,,,,,,,,,,
ENSMUSG00000030761,,,,,,,,,,,,
ENSMUSG00000031757,,,,,,,,,,,,
ENSMUSG00000025232,,,,,,,,,,,,
ENSMUSG00000066880,,,,,,,,,,,,
ENSMUSG00000048799,,,,,,,,,,,,
ENSMUSG00000068921,,,,,,,,,,,,
ENSMUSG00000047867,,,,,,,,,,,,
ENSMUSG00000008855,,,,,,,,,,,,
ENSMUSG00000042293,,,,,,,,,,,,
ENSMUSG00000020541,,,,,,,,,,,,
ENSMUSG00000028766,,,,,,,,,,,,
ENSMUSG00000040687,,,,,,,,,,,,
ENSMUSG00000025474,,,,,,,,,,,,
ENSMUSG00000033446,,,,,,,,,,,,
ENSMUSG00000025147,,,,,,,,,,,,
ENSMUSG00000025921,,,,,,,,,,,,
ENSMUSG00000009207,,,,,,,,,,,,
ENSMUSG00000026100,,,,,,,,,,,,
ENSMUSG00000040620,,,,,,,,,,,,
ENSMUSG00000027340,,,,,,,,,,,,
ENSMUSG00000030652,,,,,,,,,,,,
ENSMUSG00000021044,,,,,,,,,,,,
ENSMUSG00000028581,,,,,,,,,,,,
ENSMUSG00000019917,,,,,,,,,,,,
ENSMUSG00000030094,,,,,,,,,,,,
ENSMUSG00000018882,,,,,,,,,,,,
ENSMUSG00000035258,,,,,,,,,,,,
ENSMUSG00000001158,,,,,,,,,,,,
ENSMUSG00000046516,,,,,,,,,,,,
ENSMUSG00000051864,,,,,,,,,,,,
ENSMUSG00000027742,,,,,,,,,,,,
ENSMUSG00000045576,,,,,,,,,,,,
ENSMUSG00000061759,,,,,,,,,,,,
ENSMUSG00000015289,,,,,,,,,,,,
ENSMUSG00000066798,,,,,,,,,,,,
ENSMUSG00000043795,,,,,,,,,,,,
ENSMUSG00000021326,,,,,,,,,,,,
ENSMUSG00000053062,,,,,,,,,,,,
ENSMUSG00000041231,,,,,,,,,,,,
ENSMUSG00000074102,,,,,,,,,,,,
ENSMUSG00000021716,,,,,,,,,,,,
ENSMUSG00000021027,,,,,,,,,,,,
ENSMUSG00000060477,,,,,,,,,,,,
ENSMUSG00000023073,,,,,,,,,,,,
ENSMUSG00000032666,,,,,,,,,,,,
ENSMUSG00000032643,,,,,,,,,,,,
ENSMUSG00000038025,,,,,,,,,,,,
ENSMUSG00000038417,,,,,,,,,,,,
ENSMUSG00000020107,,,,,,,,,,,,
ENSMUSG00000040964,,,,,,,,,,,,
ENSMUSG00000021759,,,,,,,,,,,,
ENSMUSG00000020537,,,,,,,,,,,,
ENSMUSG00000021276,,,,,,,,,,,,
ENSMUSG00000024911,,,,,,,,,,,,
ENSMUSG00000058748,,,,,,,,,,,,
ENSMUSG00000019039,,,,,,,,,,,,
ENSMUSG00000020783,,,,,,,,,,,,
ENSMUSG00000020717,,,,,,,,,,,,
ENSMUSG00000033014,,,,,,,,,,,,
ENSMUSG00000029263,,,,,,,,,,,,
ENSMUSG00000040447,,,,,,,,,,,,
ENSMUSG00000022682,,,,,,,,,,,,
ENSMUSG00000025780,,,,,,,,,,,,
ENSMUSG00000021327,,,,,,,,,,,,
ENSMUSG00000037025,,,,,,,,,,,,
ENSMUSG00000034647,,,,,,,,,,,,
ENSMUSG00000025724,,,,,,,,,,,,
ENSMUSG00000078676,,,,,,,,,,,,
ENSMUSG00000024854,,,,,,,,,,,,
ENSMUSG00000051343,,,,,,,,,,,,
ENSMUSG00000029500,,,,,,,,,,,,
ENSMUSG00000061474,,,,,,,,,,,,
ENSMUSG00000028567,,,,,,,,,,,,
ENSMUSG00000001930,,,,,,,,,,,,
ENSMUSG00000021820,,,,,,,,,,,,
ENSMUSG00000026409,,,,,,,,,,,,
ENSMUSG00000026197,,,,,,,,,,,,
ENSMUSG00000104713,,,,,,,,,,,,
ENSMUSG00000032637,,,,,,,,,,,,
ENSMUSG00000038323,,,,,,,,,,,,
ENSMUSG00000041124,,,,,,,,,,,,
ENSMUSG00000038518,,,,,,,,,,,,
ENSMUSG00000024725,,,,,,,,,,,,
