x,y,z,gene_id,Location,gmm,hdbscan,spectral,consensus
5.7667656,8.265279,12.294636,AT1G02430,GC,0,22,2,7
13.434564,-13.038124,0.8489805,AT1G02440,GC,23,24,8,0
19.78633,-7.1731176,11.011918,AT1G02450,GC,23,24,10,0
-0.45392984,16.32877,-2.5190983,AT1G02460,GC,19,19,7,3
20.017408,-10.425233,4.7489305,AT1G02470,GC,23,24,8,0
-14.423479,8.999151,8.713757,AT1G02475,GC,19,17,18,2
19.582453,-3.6779306,-15.382842,AT1G02490,GC,23,27,9,0
25.688492,8.963575,14.105702,AT1G02500,GC,5,2,15,11
-12.544325,-0.6875827,-17.675282,AT1G02520,GC,9,9,6,14
2.8397884,24.689049,3.2913284,AT1G02530,GC,19,20,19,3
3.0843444,-7.577831,4.974501,AT1G02560,GC,21,6,1,15
9.771892,18.010809,1.4214685,AT1G02570,GC,0,21,19,17
15.989559,-1.2576985,11.419776,AT1G02575,GC,0,23,10,7
17.02667,1.1539754,-13.359674,AT1G02580,GC,23,27,12,0
14.764163,3.360167,11.361394,AT1G02610,GC,0,23,10,7
17.708807,1.0234756,-12.065362,AT1G02620,GC,23,27,12,0
12.731996,-14.6872635,-2.0591743,AT1G02630,GC,23,24,8,0
-2.5963328,-17.542269,-0.30482715,AT1G02640,GC,4,5,4,9
14.36479,-3.6454341,16.335606,AT1G02650,GC,0,23,10,7
-12.35584,-4.7911506,7.4157906,AT1G02660,GC,7,16,5,6
-2.54525,22.512308,-1.9666661,AT1G02670,GC,19,19,7,3
-19.871471,-1.8791876,6.7985215,AT1G02680,GC,7,16,5,6
-1.7178888,-20.870779,4.710297,AT1G02690,GC,18,5,4,9
19.53962,-5.0631247,5.740946,AT1G02700,GC,23,24,10,0
15.700381,-10.458506,-7.505012,AT1G02705,GC,23,27,9,0
15.112404,4.5404496,-7.7973266,AT1G02710,GC,23,25,12,0
-10.8386965,1.0531824,-5.2018247,AT1G02720,GC,17,8,6,12
-6.3061132,2.282997,-7.6921597,AT1G02730,GC,1,8,1,1
-14.493399,-9.45208,4.7362666,AT1G02740,GC,3,15,5,6
-15.030724,-4.9525948,8.575147,AT1G02750,GC,7,16,5,6
18.938545,-11.682582,10.73563,AT1G02770,GC,23,24,10,0
25.732399,8.871637,13.976109,AT1G02780,GC,5,2,15,11
13.509664,-15.436131,-6.922686,AT1G02800,GC,23,27,8,0
-2.9569051,4.844899,9.111987,AT1G02810,GC,11,6,16,15
19.705008,-9.326951,-9.438398,AT1G02813,GC,23,27,9,0
-12.500628,5.4371176,-9.668926,AT1G02816,GC,17,8,6,12
17.219723,-11.92305,2.8451436,AT1G02820,GC,23,24,8,0
13.714714,15.66344,-8.83008,AT1G02840,GC,6,0,11,13
-7.6660767,-11.7229,-16.776106,AT1G02850,GC,14,12,3,5
3.0549097,-6.092629,-0.2677425,AT1G02860,GC,16,6,1,15
-13.120955,-0.06193097,-10.127515,AT1G02870,GC,17,8,6,12
-12.089752,5.4427795,-15.620002,AT1G02880,GC,9,9,6,14
3.5616012,11.150725,-8.366276,AT1G02890,GC,20,4,14,4
1.6264828,-2.2322574,-8.316118,AT1G02900,GC,12,14,0,8
-3.020366,-12.011826,-9.040051,AT1G02910,GC,14,13,3,5
3.6420128,-14.345186,5.82534,AT1G02920,GC,16,5,4,9
-10.369739,-2.1935453,-6.3888884,AT1G02930,GC,17,7,1,1
21.109007,-4.952693,-12.199679,AT1G02940,GC,23,27,9,0
-17.213247,3.1025023,10.634557,AT1G02950,GC,7,17,18,2
-5.7673674,6.669189,-15.2020235,AT1G02960,GC,9,10,6,14
-17.83087,2.2166886,10.302652,AT1G02970,GC,7,17,18,2
17.28598,-8.222352,13.648801,AT1G02980,GC,23,24,10,0
-2.323062,-1.1459968,-2.3133488,AT1G02990,GC,17,7,1,1
4.983479,-2.5659199,7.974538,AT1G03000,GC,16,6,16,15
-7.125035,11.266562,0.75733554,AT1G03010,GC,19,19,7,3
20.902218,-5.9622397,-12.792828,AT1G03020,GC,23,27,9,0
-9.062512,3.3948886,-20.848722,AT1G03030,GC,9,10,6,14
-5.7946267,-16.785582,11.42592,AT1G03040,GC,18,5,4,9
19.677593,-12.809282,6.8937087,AT1G03055,GC,23,24,8,0
2.2656178,11.13525,-5.182084,AT1G03060,GC,20,23,14,4
7.639983,7.2724466,12.915651,AT1G03070,GC,0,23,2,7
10.849804,16.726917,-10.593838,AT1G03080,GC,6,4,11,13
3.908519,0.48572755,5.811303,AT1G03090,GC,16,6,1,15
-20.378153,3.231602,5.6256785,AT1G03100,GC,7,17,18,2
20.403605,-9.694614,9.929084,AT1G03106,GC,23,24,10,0
0.7893474,-9.132186,-0.32078844,AT1G03110,GC,16,6,1,15
12.925455,-10.499175,-1.3150165,AT1G03120,GC,23,24,8,0
-10.822276,-13.24925,-11.759211,AT1G03130,GC,3,13,3,5
2.9739468,-6.137157,7.8468895,AT1G03140,GC,21,6,16,15
-8.696952,-1.5776423,-22.257076,AT1G03150,GC,9,10,0,14
-5.590452,-3.3690946,-22.812729,AT1G03160,GC,9,10,0,14
14.973534,-0.99237245,16.535772,AT1G03170,GC,0,23,10,7
-16.860123,10.001503,7.9367723,AT1G03180,GC,19,18,18,3
-5.386055,-2.2572725,-22.914547,AT1G03190,GC,9,10,0,14
17.518103,-5.640312,12.117679,AT1G03200,GC,23,24,10,0
2.7231843,-9.805858,14.104455,AT1G03210,GC,8,5,16,9
26.129543,4.263447,3.718144,AT1G03220,GC,15,3,17,10
-1.8081722,-8.111879,-1.1998252,AT1G03230,GC,1,6,1,15
21.103489,-5.596562,-11.945018,AT1G03240,GC,23,27,9,0
-7.8914776,4.86988,-20.027084,AT1G03250,GC,9,10,6,14
-12.830989,-11.840162,1.7003605,AT1G03260,GC,3,14,5,6
-17.024286,16.365015,4.1620984,AT1G03270,GC,19,18,18,3
-2.0823681,-14.159016,15.132474,AT1G03280,GC,18,5,16,9
-2.2762358,-8.076564,16.12498,AT1G03290,GC,8,5,16,9
10.244462,5.3014054,-15.010541,AT1G03300,GC,23,0,13,0
-4.219103,5.9530687,-14.406813,AT1G03310,GC,9,10,6,14
17.870264,-0.37144533,-14.75481,AT1G03320,GC,23,27,9,0
-12.903995,0.46155256,-8.571578,AT1G03330,GC,17,8,6,12
10.2588005,19.25679,4.864514,AT1G03340,GC,0,21,19,17
-4.830955,-17.855429,11.032328,AT1G03350,GC,18,5,4,9
-12.580014,-0.6041151,-17.633535,AT1G03360,GC,9,9,6,14
-13.773026,1.1320199,-13.060476,AT1G03365,GC,17,8,6,12
-6.0485253,-14.601114,12.869765,AT1G03370,GC,18,5,4,9
0.8102635,3.8670542,-10.18748,AT1G03380,GC,22,10,1,1
17.75825,-11.48143,-11.366408,AT1G03390,GC,23,27,9,0
3.6336727,14.477934,10.687483,AT1G03400,GC,0,22,2,7
-8.764226,21.464426,-0.3463526,AT1G03410,GC,19,19,7,3
-1.2260349,-7.4621906,-10.163206,AT1G03430,GC,14,13,3,5
-11.220929,7.138149,7.3543,AT1G03440,GC,7,17,18,2
17.03208,-0.7860683,9.375067,AT1G03445,GC,0,23,10,7
-6.483471,5.649231,-18.66764,AT1G03457,GC,9,10,6,14
-20.123543,2.8055243,7.479389,AT1G03470,GC,7,17,18,2
4.297096,-8.842268,11.928613,AT1G03475,GC,8,5,16,9
-13.197479,8.379942,8.5477495,AT1G03495,GC,7,17,18,2
6.645873,7.8597765,14.746375,AT1G03510,GC,0,23,2,7
-8.956377,-13.699609,-1.587121,AT1G03520,GC,3,14,3,5
2.6780186,-13.842943,2.8608975,AT1G03530,GC,16,5,4,9
4.421491,15.929397,11.203134,AT1G03540,GC,0,22,2,7
7.458692,15.589487,6.95224,AT1G03545,GC,0,21,19,17
-0.919618,-7.3392687,-10.991415,AT1G03550,GC,14,13,3,5
-3.1487057,-11.087267,-18.360725,AT1G03560,GC,14,12,0,8
4.268082,-5.687697,1.1469232,AT1G03590,GC,16,6,1,15
-13.606293,-2.21754,9.329138,AT1G03600,GC,7,16,5,6
-2.5783072,-3.1101894,-22.015387,AT1G03610,GC,14,11,0,8
-10.922091,-11.101154,2.3855076,AT1G03620,GC,3,14,5,6
5.1821175,16.851017,-1.4947522,AT1G03630,GC,19,20,19,3
6.163858,24.001863,0.54847383,AT1G03650,GC,0,20,19,17
7.883859,7.4820843,17.623062,AT1G03660,GC,0,23,2,7
-3.1818001,-12.692971,-9.814445,AT1G03680,GC,14,13,3,5
-4.3287244,-5.0604005,-22.376219,AT1G03687,GC,14,11,0,8
-1.6950879,18.695526,-3.6262789,AT1G03700,GC,19,19,7,3
17.842972,-2.7566235,-1.3562362,AT1G03710,GC,23,25,12,0
-0.6433176,-7.266235,-11.8425,AT1G03730,GC,14,11,3,5
-2.8793216,-6.861017,16.311338,AT1G03740,GC,8,5,16,9
-10.678262,-13.319742,-0.19448948,AT1G03750,GC,3,14,3,5
-11.547848,-14.174551,-1.5464275,AT1G03760,GC,3,14,3,5
-5.2838354,-6.882719,-21.84185,AT1G03770,GC,14,11,0,8
-11.364601,-2.3616786,-8.140418,AT1G03780,GC,17,7,6,12
20.548994,-8.69375,5.6045656,AT1G03790,GC,23,24,8,0
20.223873,-10.143306,10.058641,AT1G03800,GC,23,24,10,0
-2.038562,0.8796685,12.794879,AT1G03820,GC,11,5,16,9
2.5501418,-8.142612,0.24723713,AT1G03830,GC,16,6,1,15
-10.879561,0.9595547,-20.570017,AT1G03840,GC,9,10,6,14
-0.14878735,-7.324845,-13.931195,AT1G03850,GC,14,11,0,8
-15.703749,2.376228,3.1944435,AT1G03860,GC,20,18,14,4
12.642263,16.238115,-9.796647,AT1G03870,GC,6,0,11,13
6.0786123,14.9231825,-13.033323,AT1G03900,GC,13,4,14,4
-9.900628,-6.998286,4.2042685,AT1G03905,GC,3,16,5,6
2.270515,-9.76495,2.997408,AT1G03910,GC,21,6,1,15
-9.431691,-7.1299233,3.688877,AT1G03920,GC,3,16,5,6
-0.5056381,-0.79190665,-1.893142,AT1G03930,GC,16,7,1,1
-19.43434,-3.744434,6.55533,AT1G03940,GC,7,16,5,6
-13.567571,-7.434408,6.5961576,AT1G03950,GC,7,16,5,6
-2.8399835,-12.347037,-15.065827,AT1G03960,GC,14,12,3,5
-4.754595,3.868927,-20.053438,AT1G03970,GC,9,10,0,14
5.456974,16.992746,9.912018,AT1G03980,GC,0,22,2,7
9.611498,19.010288,0.99755746,AT1G03990,GC,0,21,19,17
-11.439501,-6.0964413,6.016097,AT1G04000,GC,3,16,5,6
15.801823,-9.53504,1.8504986,AT1G04007,GC,23,24,8,0
-12.043436,6.1300826,-10.695959,AT1G04010,GC,17,8,6,12
-10.658582,1.8078539,-20.607635,AT1G04020,GC,9,10,6,14
0.18831535,-6.694439,-16.733692,AT1G04030,GC,14,11,0,8
12.183745,15.955297,-11.45914,AT1G04040,GC,6,0,11,13
20.811853,-6.055056,-9.93286,AT1G04047,GC,23,27,9,0
-9.376448,-15.555575,-6.8325176,AT1G04050,GC,3,13,3,5
18.22489,-6.014245,11.834992,AT1G04053,GC,23,24,10,0
13.560664,-9.505561,-0.6439986,AT1G04067,GC,23,24,8,0
-20.058285,-2.495416,5.869498,AT1G04070,GC,7,16,5,6
17.055338,0.026174685,7.799105,AT1G04077,GC,0,23,10,7
4.815733,9.865717,-5.24921,AT1G04080,GC,20,25,14,4
3.5642571,13.264783,8.865751,AT1G04090,GC,0,22,2,7
-15.154974,4.0477424,10.901333,AT1G04100,GC,7,17,18,2
18.062702,-2.0093427,-2.7106955,AT1G04103,GC,23,25,12,0
17.659315,0.7990716,-12.869598,AT1G04110,GC,23,27,12,0
3.4526858,23.77571,-0.8584374,AT1G04117,GC,0,20,19,17
20.069506,9.559098,-2.655182,AT1G04120,GC,2,0,11,13
-8.261937,-7.241457,-20.652403,AT1G04130,GC,14,12,0,8
10.564388,16.654142,-11.102887,AT1G04140,GC,6,4,11,13
5.9245076,19.56617,10.326393,AT1G04150,GC,0,21,19,17
14.678322,-8.990898,-5.3699317,AT1G04153,GC,23,27,8,0
-2.5602746,-4.896736,-2.4806323,AT1G04160,GC,17,7,1,1
7.6317925,14.799316,-13.448771,AT1G04170,GC,13,4,14,4
-1.2109534,-4.7348375,-20.797043,AT1G04180,GC,14,11,0,8
18.478527,-11.210433,11.709896,AT1G04183,GC,23,24,10,0
0.58142126,-18.884949,10.3744135,AT1G04190,GC,18,5,4,9
-3.0599442,-11.958365,15.944103,AT1G04200,GC,8,5,16,9
-3.3447306,0.20618849,1.1205702,AT1G04210,GC,1,7,1,1
-3.0183103,6.0153074,7.9560213,AT1G04220,GC,11,6,16,15
-4.8372817,-8.259841,-21.332653,AT1G04230,GC,14,12,0,8
3.917207,11.961707,12.729064,AT1G04233,GC,0,22,2,7
-0.88536286,-3.2294528,-20.324972,AT1G04240,GC,14,11,0,8
-10.501227,-6.7849035,4.841597,AT1G04247,GC,3,16,5,6
12.992849,16.089659,-9.281907,AT1G04250,GC,6,0,11,13
-5.809203,-14.396003,-6.0085325,AT1G04260,GC,3,13,3,5
27.077198,5.719596,9.558993,AT1G04270,GC,15,3,15,10
19.534224,-1.7025447,-13.967168,AT1G04277,GC,23,27,9,0
2.9396183,11.265816,-7.0328507,AT1G04280,GC,20,25,14,4
-11.799002,-12.951498,0.3196851,AT1G04290,GC,3,14,5,6
16.26873,-10.853195,2.3147562,AT1G04295,GC,23,24,8,0
14.016645,-9.17088,-4.559788,AT1G04297,GC,23,24,8,0
-3.0937815,4.4954567,-5.809775,AT1G04300,GC,1,7,1,1
20.304834,-4.301518,-8.812122,AT1G04307,GC,23,27,9,0
-15.03451,7.695135,9.797217,AT1G04310,GC,7,17,18,2
16.120005,-6.8208547,14.257736,AT1G04330,GC,23,24,10,0
4.2505665,-12.68626,9.202308,AT1G04340,GC,16,5,4,9
12.50011,-13.553017,-4.6349373,AT1G04343,GC,23,24,8,0
13.588829,-14.088261,-7.585404,AT1G04347,GC,23,27,8,0
-8.676085,15.580542,-2.9273355,AT1G04350,GC,19,19,7,3
5.2973404,8.892239,11.25199,AT1G04353,GC,0,22,2,7
14.373239,-10.665266,1.3003582,AT1G04357,GC,23,24,8,0
-2.1405778,-3.9350855,-21.677746,AT1G04360,GC,14,11,0,8
15.823301,-12.185777,2.3370218,AT1G04370,GC,23,24,8,0
16.622143,-2.0065277,10.656625,AT1G04380,GC,0,23,10,7
-1.4553506,-2.8044093,-21.054834,AT1G04390,GC,14,11,0,8
2.656751,10.839275,-2.796482,AT1G04400,GC,20,21,14,4
25.3052,9.541131,14.992156,AT1G04410,GC,5,2,15,11
-17.930166,-8.906529,0.07345652,AT1G04420,GC,3,15,5,6
18.25323,0.8529918,-10.337093,AT1G04425,GC,23,27,12,0
19.47098,-8.02703,-14.14733,AT1G04427,GC,23,27,9,0
5.4456716,10.097367,-9.181513,AT1G04430,GC,13,4,14,4
18.890945,-2.1200178,-5.264693,AT1G04433,GC,23,25,12,0
-0.9604599,4.4478974,-10.68708,AT1G04440,GC,22,10,1,1
15.4177885,-6.901723,-0.65372574,AT1G04445,GC,23,24,8,0
20.83561,-3.3684478,-11.89583,AT1G04450,GC,23,27,9,0
15.969277,1.9477103,-13.720793,AT1G04467,GC,23,27,12,0
19.195044,-5.0159945,-6.881911,AT1G04473,GC,23,27,9,0
17.255352,0.9503898,-2.195869,AT1G04477,GC,23,25,12,0
21.676481,7.7576103,-2.857869,AT1G04480,GC,2,1,11,16
15.229104,-0.41924515,16.185896,AT1G04487,GC,0,23,10,7
5.2648826,24.565512,1.8110666,AT1G04490,GC,0,20,19,17
19.53018,-3.4084642,-15.386042,AT1G04500,GC,23,27,9,0
16.863348,-0.25557417,-15.685774,AT1G04503,GC,23,27,9,0
-2.4404101,-0.67169434,1.5087552,AT1G04510,GC,1,7,1,1
13.098503,-0.9989043,18.97173,AT1G04513,GC,0,23,10,7
3.90887,-13.523213,5.5252156,AT1G04520,GC,16,5,4,9
-8.457871,5.817401,-5.136738,AT1G04530,GC,17,8,6,12
17.538967,-5.300523,1.3008283,AT1G04537,GC,23,24,8,0
-5.589028,-14.654036,-10.645454,AT1G04540,GC,14,13,3,5
-4.074802,2.6583622,-1.4365158,AT1G04550,GC,17,7,1,1
-1.1013969,17.361153,-3.1995132,AT1G04555,GC,19,19,7,3
11.377397,-2.5768967,19.983614,AT1G04560,GC,0,23,10,7
-6.231684,16.506807,-3.5239685,AT1G04570,GC,19,19,7,3
-15.937807,4.8125215,10.775866,AT1G04580,GC,7,17,18,2
-12.749354,1.626842,-17.645237,AT1G04590,GC,9,9,6,14
7.6202874,23.061964,4.9367986,AT1G04600,GC,0,21,19,17
-17.5535,-4.696205,8.143579,AT1G04610,GC,7,16,5,6
-12.58303,7.9177737,8.40994,AT1G04620,GC,7,17,18,2
4.0818105,-13.748682,7.2470565,AT1G04630,GC,16,5,4,9
-14.0639515,13.651376,1.0247403,AT1G04635,GC,19,18,7,3
-15.091293,14.818492,1.7146728,AT1G04640,GC,19,18,18,3
17.208706,-5.570479,-16.45915,AT1G04643,GC,23,27,9,0
-6.560217,23.05916,0.6578114,AT1G04647,GC,19,19,7,3
-19.624725,6.5893106,7.103536,AT1G04650,GC,7,17,18,2
16.41386,-14.659291,3.5702114,AT1G04660,GC,23,24,8,0
9.828524,16.270897,-12.236956,AT1G04680,GC,13,4,14,4
-14.697841,0.09397083,3.0890467,AT1G04690,GC,12,16,14,18
-17.710136,-9.210005,0.7070454,AT1G04700,GC,3,15,5,6
17.657051,-3.7198017,-2.248739,AT1G04707,GC,23,27,8,0
-3.4068048,-10.840101,-18.938562,AT1G04710,GC,14,12,0,8
-3.1319673,-5.4148245,-21.946705,AT1G04730,GC,14,11,0,8
