x,y,z,gene_id,Location,gmm,hdbscan,spectral,consensus
-7.094785,2.505386,16.328445,AT1G01010,FLT,0,5,13,7
-3.567675,13.027048,3.4872508,AT1G01020,FLT,0,5,4,7
-6.1843457,7.7165585,18.32924,AT1G01030,FLT,0,5,13,7
-5.4015927,16.954756,-12.650723,AT1G01040,FLT,11,2,24,1
4.7856874,16.546404,-9.45922,AT1G01050,FLT,3,2,2,1
17.806316,14.805174,-4.5651565,AT1G01060,FLT,9,0,7,0
-17.69644,9.281412,-5.6993403,AT1G01070,FLT,15,5,18,2
7.3182526,-1.6899166,-15.152075,AT1G01080,FLT,5,1,9,8
15.076555,12.518553,-3.5810192,AT1G01090,FLT,4,3,17,11
13.724631,10.564576,-8.33526,AT1G01100,FLT,1,1,17,5
-4.9087315,3.90692,15.243698,AT1G01110,FLT,0,5,13,7
-6.6720424,16.164724,-14.1253605,AT1G01120,FLT,11,2,24,1
6.3775315,-17.57903,-3.7306054,AT1G01130,FLT,7,6,8,6
4.3063354,4.4141364,-17.093689,AT1G01140,FLT,18,1,9,8
12.932109,-10.958702,-4.9530883,AT1G01150,FLT,7,6,1,6
-10.39478,-7.29163,9.770054,AT1G01160,FLT,15,4,12,9
-6.576355,-3.386496,-13.122186,AT1G01170,FLT,17,3,10,3
-6.901541,7.418,-1.1776348,AT1G01180,FLT,15,5,4,2
-0.12910318,1.5553795,19.645702,AT1G01190,FLT,0,5,3,7
14.921445,4.5596385,9.21293,AT1G01200,FLT,7,6,6,6
-21.171587,-5.39398,3.612851,AT1G01210,FLT,15,4,0,2
3.0126731,-9.320048,6.3742814,AT1G01220,FLT,2,4,12,9
0.45133024,-0.061117653,19.568598,AT1G01225,FLT,0,5,3,7
-5.8390884,-8.537744,10.239023,AT1G01230,FLT,2,4,12,9
-6.2464437,9.12646,0.7850805,AT1G01240,FLT,15,5,4,2
15.053812,-7.4413347,2.1190126,AT1G01250,FLT,7,6,1,6
-20.634548,-2.403766,0.49012825,AT1G01260,FLT,15,4,0,2
-17.6859,-3.642017,-0.94986665,AT1G01290,FLT,15,4,0,2
5.8799977,1.7146362,-18.291664,AT1G01300,FLT,5,1,9,8
11.592608,-5.0744553,-4.330875,AT1G01310,FLT,7,6,1,6
25.641016,3.5313237,-1.8597862,AT1G01320,FLT,12,0,20,0
-2.020036,8.195828,5.4211845,AT1G01340,FLT,0,5,4,7
-19.516779,-0.07334786,-1.1043124,AT1G01350,FLT,15,5,0,2
14.702019,-2.6479614,-1.8708963,AT1G01355,FLT,7,6,1,6
-12.652029,8.859256,-3.0288324,AT1G01360,FLT,0,5,18,7
-5.311228,7.2885957,16.022541,AT1G01370,FLT,0,5,13,7
15.252369,0.08739462,2.6478775,AT1G01380,FLT,7,6,1,6
9.485808,2.8129287,18.779957,AT1G01390,FLT,0,5,3,7
-5.3872514,16.226625,9.819225,AT1G01420,FLT,0,5,4,7
-8.2574,1.8164595,-20.015663,AT1G01430,FLT,17,3,10,3
-14.002299,-3.234194,6.219787,AT1G01440,FLT,15,4,0,2
-2.1723337,9.135171,5.6142426,AT1G01448,FLT,0,5,4,7
14.604415,-8.073334,1.5415109,AT1G01450,FLT,7,6,1,6
6.333342,-18.364183,-12.312143,AT1G01453,FLT,7,6,8,6
0.13978443,-4.8026886,-2.7082486,AT1G01470,FLT,10,4,5,9
11.821623,0.5965412,-1.6469318,AT1G01480,FLT,7,6,1,6
5.8795586,7.65989,-13.164895,AT1G01490,FLT,18,1,2,8
-7.3402896,17.183603,-1.9824388,AT1G01500,FLT,15,5,4,2
-8.923052,4.213156,-18.888643,AT1G01510,FLT,17,3,22,3
-7.965494,7.529183,20.998903,AT1G01520,FLT,0,5,13,7
4.653878,-18.562637,-6.508029,AT1G01530,FLT,7,6,8,6
5.441664,1.9688176,-16.219225,AT1G01540,FLT,5,1,9,8
11.683632,3.7292883,-10.916553,AT1G01550,FLT,14,1,17,5
-6.527858,5.380423,0.8291015,AT1G01560,FLT,15,5,4,2
10.550385,8.267605,11.341181,AT1G01570,FLT,7,6,6,6
8.498114,8.538604,16.529997,AT1G01580,FLT,0,5,3,7
14.939297,8.036024,6.635667,AT1G01590,FLT,7,6,6,6
-4.682919,14.946985,11.417385,AT1G01600,FLT,0,5,13,7
3.7008505,8.768844,-17.555162,AT1G01610,FLT,18,1,2,8
18.710627,12.903939,-1.9173766,AT1G01620,FLT,4,0,7,0
2.2603214,-4.996531,-4.3790693,AT1G01630,FLT,10,4,5,9
3.269708,-0.5253409,15.936891,AT1G01640,FLT,0,5,3,7
-5.4796286,-2.5169356,-17.843458,AT1G01650,FLT,17,3,10,3
14.003017,8.093885,15.009706,AT1G01660,FLT,0,5,6,7
-8.396054,6.8801813,14.606709,AT1G01670,FLT,0,5,13,7
5.9052916,4.0956335,11.734099,AT1G01680,FLT,0,5,3,7
-2.509042,11.664449,3.6148393,AT1G01690,FLT,0,5,4,7
10.928635,-15.834997,-2.2224293,AT1G01695,FLT,7,6,1,6
14.89322,8.210194,7.431956,AT1G01700,FLT,7,6,6,6
1.5878178,-3.434128,-3.1368036,AT1G01710,FLT,10,4,5,9
8.218676,6.3744626,9.795211,AT1G01715,FLT,0,6,6,6
-6.4312115,-3.6202843,-13.335964,AT1G01720,FLT,17,3,10,3
5.855954,-0.11428254,17.284172,AT1G01725,FLT,0,5,3,7
-5.8096023,13.488062,0.9425573,AT1G01730,FLT,0,5,4,7
-4.095783,13.309327,12.44679,AT1G01740,FLT,0,5,13,7
5.9882536,-13.446958,-7.117415,AT1G01750,FLT,7,6,8,6
2.5646555,-2.0827127,19.432194,AT1G01760,FLT,0,5,3,7
-4.435833,-6.6346817,10.291301,AT1G01770,FLT,2,4,12,9
-3.9359765,10.257667,12.886799,AT1G01780,FLT,0,5,13,7
18.199656,12.927393,-1.9439327,AT1G01790,FLT,4,3,7,11
3.8944256,4.11071,-15.235347,AT1G01800,FLT,18,1,9,8
14.927777,-0.6691855,2.8952157,AT1G01810,FLT,7,6,1,6
2.1562977,-2.373025,-0.9556128,AT1G01820,FLT,2,4,5,9
-19.32242,-4.1458464,2.2349765,AT1G01830,FLT,15,4,0,2
13.03465,-0.040195834,3.0069766,AT1G01840,FLT,7,6,6,6
-17.668234,4.689753,-6.234353,AT1G01860,FLT,15,5,18,2
-1.3727765,1.0019084,18.01787,AT1G01880,FLT,0,5,13,7
-11.483814,12.782006,-1.9171365,AT1G01900,FLT,0,5,18,7
-8.978772,10.813319,-17.033278,AT1G01910,FLT,6,3,22,3
-14.95047,-4.8160925,2.1427116,AT1G01920,FLT,15,4,0,2
-16.050627,-3.9951982,6.772774,AT1G01930,FLT,15,4,0,2
-16.550465,3.082583,-1.6434627,AT1G01940,FLT,15,5,18,2
-4.747369,-9.450037,10.80305,AT1G01950,FLT,2,4,12,9
8.165119,1.245689,-12.148631,AT1G01960,FLT,5,1,9,8
-10.72658,8.143059,-18.604332,AT1G01970,FLT,6,3,22,3
-8.868635,13.620913,-2.0071275,AT1G01990,FLT,0,5,4,7
-11.543768,13.393708,-3.8570569,AT1G02000,FLT,0,5,18,7
-16.465961,10.084421,-6.140953,AT1G02010,FLT,15,5,18,2
-7.256375,15.194738,-1.7939502,AT1G02020,FLT,0,5,4,7
11.765063,-11.177752,-7.0656834,AT1G02030,FLT,7,6,1,6
-14.430124,-17.405443,-3.6707556,AT1G02040,FLT,7,0,14,12
-7.266476,3.1137676,16.73007,AT1G02050,FLT,0,5,13,7
-4.236196,12.962574,9.096515,AT1G02060,FLT,0,5,4,7
-3.1881168,6.354976,17.127403,AT1G02065,FLT,0,5,13,7
12.721475,-11.463737,-9.141481,AT1G02070,FLT,7,6,1,6
5.9546585,1.3955628,-12.037732,AT1G02080,FLT,5,1,9,8
3.358221,-6.746062,-0.8243778,AT1G02090,FLT,2,4,5,9
-5.824036,-4.6586394,-7.2154346,AT1G02100,FLT,10,4,5,9
1.3404802,-3.9554033,-0.25540778,AT1G02110,FLT,2,4,5,9
5.206697,15.993471,-9.421755,AT1G02120,FLT,3,2,2,1
2.91779,-6.3554325,-0.32104525,AT1G02130,FLT,2,4,5,9
5.3074155,0.89220375,-16.909746,AT1G02140,FLT,5,1,9,8
-15.783962,-3.9910939,3.4140294,AT1G02145,FLT,15,4,0,2
10.913496,8.181842,-7.8389597,AT1G02150,FLT,1,1,17,5
-4.529717,14.276014,6.4332895,AT1G02160,FLT,0,5,4,7
1.3397838,-2.9689157,2.214114,AT1G02170,FLT,2,4,5,9
-0.53134525,1.2648633,19.375729,AT1G02180,FLT,0,5,13,7
16.299606,2.8638067,4.217529,AT1G02190,FLT,7,6,6,6
