x,y,gene_id,Location,gmm,hdbscan,spectral,consensus
-32.781574,80.78128,AT1G01010,0,14,9,8,10
85.64245,4.876138,AT1G01020,0,3,0,14,3
-3.0412202,17.773987,AT1G01030,0,20,12,3,8
-16.270576,52.50407,AT1G01040,0,20,11,12,14
-0.3623147,-64.66086,AT1G01046,0,2,15,7,5
34.96775,21.29634,AT1G01050,0,15,4,10,11
18.028994,-25.648746,AT1G01060,0,0,14,17,9
95.46533,-6.9797707,AT1G01070,0,17,1,6,0
-31.849627,1.2796555,AT1G01080,0,20,13,1,12
50.944862,20.529255,AT1G01090,0,9,4,10,11
29.734594,-12.455149,AT1G01100,0,15,5,15,7
87.178246,11.793962,AT1G01110,0,10,0,14,3
-7.6256585,-16.37008,AT1G01120,0,20,13,17,12
-43.66626,-16.91562,AT1G01130,0,2,13,1,12
-21.866934,-33.871883,AT1G01140,0,2,13,16,12
-54.52627,-72.16865,AT1G01150,0,2,13,0,12
56.54665,-30.417889,AT1G01160,0,13,3,4,1
-20.62748,65.185196,AT1G01170,0,14,9,12,10
-15.146325,-28.5435,AT1G01180,0,2,13,17,12
2.3708653,-79.962265,AT1G01183,0,2,14,7,5
-25.235653,18.067907,AT1G01190,0,20,13,5,8
-48.663845,-10.053829,AT1G01200,0,2,13,1,12
62.292053,34.755325,AT1G01210,0,24,6,14,4
3.6236682,17.98722,AT1G01220,0,20,12,11,8
-23.60264,51.224934,AT1G01225,0,20,11,12,14
70.23011,-45.120502,AT1G01230,0,1,2,19,13
1.6868671,85.478325,AT1G01240,0,14,8,2,10
-33.721996,58.738914,AT1G01260,0,20,10,12,14
37.76098,66.75731,AT1G01290,0,7,6,13,4
64.42063,-36.040733,AT1G01300,0,1,2,19,13
-28.976656,-94.92488,AT1G01305,0,2,0,18,5
-54.286697,-17.94487,AT1G01310,0,2,13,1,12
-29.522346,35.45352,AT1G01320,0,20,12,3,8
-8.028379,8.867866,AT1G01340,0,20,12,5,8
63.227104,37.477665,AT1G01350,0,24,6,14,4
-31.691725,-96.115715,AT1G01355,0,2,14,18,5
84.05386,8.008931,AT1G01360,0,10,0,14,3
0.92322373,79.14127,AT1G01370,0,14,8,2,10
-8.016978,32.498665,AT1G01380,0,20,12,3,8
8.158997,-73.555374,AT1G01390,0,2,14,7,5
-22.829855,-50.603455,AT1G01420,0,2,15,16,5
-60.1067,38.20891,AT1G01430,0,0,12,11,6
3.5436425,5.399144,AT1G01440,0,20,12,11,8
-57.389404,38.87408,AT1G01448,0,14,12,11,8
2.2429745,-54.571075,AT1G01450,0,2,15,7,5
-56.99191,-41.09592,AT1G01453,0,2,13,9,12
65.65641,42.878105,AT1G01470,0,21,6,14,4
-41.33836,-27.416264,AT1G01480,0,2,13,16,12
68.75908,-43.41748,AT1G01490,0,1,2,19,13
-1.4807441,23.665846,AT1G01500,0,20,12,3,8
52.90035,-17.766724,AT1G01510,0,8,3,4,1
-13.456979,-65.42972,AT1G01520,0,2,15,16,5
62.871246,45.4015,AT1G01540,0,21,6,13,4
42.742764,20.638802,AT1G01550,0,15,4,10,11
-28.797977,-96.39486,AT1G01560,0,2,14,18,5
-5.2236133,18.300467,AT1G01570,0,20,12,3,8
15.885069,87.477715,AT1G01580,0,7,6,2,2
-45.920643,-1.4090024,AT1G01600,0,2,13,1,12
-45.116825,36.557655,AT1G01610,0,20,12,11,8
27.738428,-9.039532,AT1G01620,0,15,5,15,7
95.10169,-13.330567,AT1G01630,0,6,1,6,0
60.390396,39.02626,AT1G01640,0,24,6,13,4
71.57033,36.6926,AT1G01650,0,21,6,14,4
-34.97195,-15.897457,AT1G01660,0,2,13,1,12
16.926344,-47.51368,AT1G01670,0,2,14,17,9
-11.602944,-96.17275,AT1G01680,0,2,0,18,5
-14.439744,44.752216,AT1G01690,0,20,12,3,8
-45.921314,-48.659744,AT1G01695,0,2,13,16,12
-39.82047,-23.72623,AT1G01700,0,2,13,16,12
-50.611366,34.91959,AT1G01710,0,14,12,11,8
-17.001402,20.335808,AT1G01715,0,20,12,3,8
40.651707,14.612886,AT1G01720,0,9,4,10,11
15.273818,87.679985,AT1G01725,0,7,7,2,2
54.95312,-36.906944,AT1G01730,0,13,2,19,13
-11.693299,-26.450878,AT1G01740,0,20,15,17,9
15.176397,70.66995,AT1G01750,0,7,6,2,2
-32.568108,30.46606,AT1G01760,0,20,12,3,8
-52.489437,66.25117,AT1G01770,0,14,9,8,10
-39.11892,56.84518,AT1G01780,0,20,10,12,14
5.2490277,24.409245,AT1G01790,0,20,12,3,8
57.07925,9.105298,AT1G01800,0,12,4,10,11
-54.043964,-14.816263,AT1G01810,0,2,13,1,12
45.1352,-34.766052,AT1G01820,0,13,3,4,1
-43.53334,68.1518,AT1G01830,0,14,9,12,10
-16.051666,6.7425356,AT1G01840,0,20,12,5,8
-17.22925,-12.660777,AT1G01860,0,20,13,5,8
-30.568743,9.273506,AT1G01880,0,20,13,5,8
-7.937837,48.85963,AT1G01900,0,20,12,3,8
77.106476,-30.7609,AT1G01910,0,19,1,6,0
90.93991,-1.9844992,AT1G01920,0,3,0,6,0
-16.502878,86.51522,AT1G01930,0,14,9,8,10
62.39981,34.433342,AT1G01940,0,24,6,14,4
-49.363216,68.695946,AT1G01950,0,14,9,8,10
64.06192,-33.833813,AT1G01960,0,1,2,19,13
-4.6209464,-13.944041,AT1G01970,0,20,13,17,12
66.56869,42.14963,AT1G01990,0,21,6,14,4
-60.544346,68.18224,AT1G02000,0,14,9,8,10
-17.969242,-12.40794,AT1G02010,0,20,13,5,8
-33.700993,33.42735,AT1G02020,0,20,12,11,8
-40.903904,-22.577057,AT1G02030,0,2,13,1,12
-9.575351,-11.731027,AT1G02050,0,20,13,5,8
3.0020454,-21.692352,AT1G02060,0,20,15,17,9
-55.02116,-62.069145,AT1G02070,0,2,13,0,12
62.055374,33.251377,AT1G02080,0,24,6,14,4
72.874695,25.355383,AT1G02090,0,12,6,14,4
54.15643,-13.221739,AT1G02100,0,22,3,4,1
-11.425694,88.46053,AT1G02110,0,14,8,8,10
83.2157,16.769066,AT1G02120,0,23,0,14,3
49.708374,18.060617,AT1G02130,0,9,4,10,11
25.90011,10.005647,AT1G02140,0,15,4,10,11
33.760635,50.631413,AT1G02145,0,7,6,13,4
7.9846587,71.06001,AT1G02150,0,7,7,2,2
52.095863,-16.804731,AT1G02160,0,8,3,4,1
78.610176,30.927422,AT1G02170,0,21,6,14,4
-21.892817,50.337578,AT1G02180,0,20,11,12,14
-11.180128,-96.532555,AT1G02190,0,2,0,18,5
-40.54187,-75.776306,AT1G02205,0,2,13,0,12
1.6443485,69.397934,AT1G02220,0,14,8,2,10
-48.601143,-24.180527,AT1G02230,0,2,13,9,12
4.8637652,-78.790726,AT1G02250,0,2,14,7,5
-6.2461247,73.19344,AT1G02260,0,14,8,8,10
-54.75304,68.617485,AT1G02270,0,14,9,8,10
22.633638,55.30882,AT1G02280,0,7,6,2,2
-0.1815376,-7.0955477,AT1G02290,0,20,12,5,8
-69.99203,-14.915181,AT1G02300,0,2,13,1,12
44.531452,-27.06902,AT1G02305,0,13,3,4,1
-52.488876,-41.77131,AT1G02310,0,2,13,9,12
86.69197,7.564988,AT1G02330,0,10,0,14,3
53.700333,-47.84659,AT1G02335,0,1,2,19,13
-2.7830267,-37.061077,AT1G02340,0,2,15,17,9
-52.995422,-22.795374,AT1G02350,0,2,13,9,12
-23.013737,83.59349,AT1G02360,0,14,9,8,10
-31.664314,66.95251,AT1G02370,0,20,9,12,14
-34.058395,-1.0676773,AT1G02380,0,20,13,1,12
-20.653128,61.604168,AT1G02390,0,20,11,12,14
-43.777042,-8.019274,AT1G02400,0,2,13,1,12
83.88589,20.213242,AT1G02410,0,23,0,14,3
-2.0157957,-35.513817,AT1G02420,0,2,15,17,9
-47.255264,44.978283,AT1G02430,0,14,11,11,6
-15.656959,6.3408704,AT1G02440,0,20,12,5,8
-59.41211,-39.610893,AT1G02450,0,2,13,9,12
-2.9740396,-18.714302,AT1G02460,0,20,15,17,9
-45.804737,-62.751385,AT1G02470,0,2,13,0,12
-10.603903,13.020716,AT1G02475,0,20,12,5,8
-56.081684,-53.767784,AT1G02490,0,2,13,0,12
27.72986,-13.921995,AT1G02500,0,15,5,15,7
-12.826371,-66.28815,AT1G02510,0,2,15,16,5
49.549095,47.23316,AT1G02520,0,24,6,13,4
-47.339046,-27.102724,AT1G02530,0,2,13,16,12
89.51292,-21.082409,AT1G02560,0,6,1,6,0
-34.09568,-23.898653,AT1G02570,0,2,13,16,12
-41.76242,-27.793036,AT1G02575,0,2,13,16,12
-49.93613,-13.71999,AT1G02580,0,2,13,1,12
17.441504,-32.672512,AT1G02610,0,20,14,17,9
-23.260178,-85.21879,AT1G02620,0,2,15,18,5
-32.418537,-95.13958,AT1G02630,0,2,0,18,5
-15.632838,-7.526344,AT1G02640,0,20,13,5,8
6.64555,-46.125156,AT1G02650,0,2,14,17,9
-30.488003,11.182362,AT1G02660,0,20,13,5,8
-31.420969,-20.792883,AT1G02670,0,2,13,1,12
71.743126,32.595066,AT1G02680,0,21,6,14,4
84.44916,24.317192,AT1G02690,0,5,6,14,4
-66.44161,-41.89233,AT1G02700,0,2,13,9,12
-22.79855,-34.42377,AT1G02705,0,2,13,16,12
-12.059639,-71.6115,AT1G02710,0,2,15,16,5
-57.511036,46.266075,AT1G02720,0,14,10,11,6
-7.5773325,73.249985,AT1G02730,0,14,8,8,10
4.4040427,16.030827,AT1G02740,0,20,12,11,8
-61.293335,58.500137,AT1G02750,0,14,9,8,10
12.13763,-50.003944,AT1G02770,0,2,14,7,5
27.16921,-19.02361,AT1G02780,0,15,5,15,7
9.455366,-74.72514,AT1G02800,0,2,14,7,5
-56.899975,58.85879,AT1G02810,0,14,9,8,10
-50.009377,-70.29977,AT1G02813,0,2,13,0,12
57.146786,-47.901485,AT1G02816,0,1,2,19,13
-9.378731,-83.14922,AT1G02820,0,2,0,18,5
35.58642,9.239298,AT1G02840,0,9,4,10,11
48.43811,-24.010841,AT1G02850,0,8,3,4,1
3.0776477,-21.984283,AT1G02860,0,20,15,17,9
58.243214,-16.215658,AT1G02870,0,8,3,4,1
-2.1742213,84.19434,AT1G02880,0,14,8,8,10
11.256912,75.376274,AT1G02890,0,7,7,2,2
58.931038,12.251069,AT1G02900,0,12,4,14,11
-23.844841,47.127834,AT1G02910,0,20,11,12,14
-50.99784,36.385998,AT1G02920,0,14,12,11,8
7.972983,62.118614,AT1G02930,0,0,6,13,4
44.225006,46.509373,AT1G02950,0,24,6,13,4
6.8649993,-52.809032,AT1G02952,0,2,14,7,5
5.583454,85.7532,AT1G02960,0,7,8,2,2
-8.971213,39.280804,AT1G02970,0,20,12,3,8
-46.67529,-7.586197,AT1G02980,0,2,13,1,12
10.606913,77.55379,AT1G02990,0,7,7,2,2
-33.061695,33.487278,AT1G03000,0,20,12,11,8
-1.5753082,-8.206084,AT1G03010,0,20,12,5,8
-44.177876,-75.63898,AT1G03020,0,2,13,0,12
38.343662,51.556095,AT1G03030,0,7,6,13,4
89.13304,-18.302927,AT1G03040,0,6,1,6,0
-26.095297,-67.85617,AT1G03055,0,2,15,16,5
32.284603,59.401962,AT1G03060,0,7,6,13,4
-42.866383,-16.259727,AT1G03070,0,2,13,1,12
57.917995,-15.715452,AT1G03080,0,22,3,4,1
19.464052,-26.894249,AT1G03090,0,0,14,17,9
-24.087095,1.9513447,AT1G03100,0,20,13,5,8
16.563011,-51.854546,AT1G03106,0,2,14,7,5
86.972115,8.405062,AT1G03110,0,10,0,14,3
-64.15635,-20.969877,AT1G03120,0,2,13,9,12
-54.253353,-29.211946,AT1G03130,0,2,13,9,12
66.193054,-36.010994,AT1G03140,0,1,2,19,13
71.4314,-40.294666,AT1G03150,0,1,2,19,13
-14.114346,-6.6934853,AT1G03160,0,20,13,5,8
-43.643345,-79.54115,AT1G03165,0,2,13,0,12
-22.888979,-58.17903,AT1G03170,0,2,15,16,5
-47.471043,41.944523,AT1G03180,0,14,11,11,6
5.065175,20.034424,AT1G03190,0,20,12,3,8
-2.50769,-54.17805,AT1G03200,0,2,15,7,5
51.21874,-36.18024,AT1G03210,0,13,2,4,1
29.285545,15.853637,AT1G03220,0,15,4,10,11
79.21858,15.930619,AT1G03230,0,23,0,14,3
6.7440476,-56.090965,AT1G03240,0,2,14,7,5
36.673157,65.4337,AT1G03250,0,7,6,13,4
-13.403354,82.003296,AT1G03260,0,14,9,8,10
-7.1975384,5.271629,AT1G03270,0,20,12,5,8
61.192177,36.66885,AT1G03280,0,24,6,14,4
47.524837,42.96939,AT1G03290,0,24,6,13,4
10.8203,-73.89852,AT1G03300,0,2,14,7,5
-15.176318,-25.342138,AT1G03310,0,20,13,17,12
-17.210054,-78.31322,AT1G03320,0,2,15,18,5
61.290268,-3.6554787,AT1G03330,0,11,0,4,1
-13.898107,-23.016207,AT1G03340,0,20,13,17,12
78.03842,35.095676,AT1G03350,0,21,6,14,4
74.36799,32.923992,AT1G03360,0,21,6,14,4
-8.6842575,90.45687,AT1G03365,0,14,8,8,10
-37.447372,66.92403,AT1G03370,0,20,9,12,14
34.51431,65.761475,AT1G03380,0,7,6,2,2
-30.855484,-65.603935,AT1G03390,0,2,13,0,12
-52.72267,-16.746403,AT1G03400,0,2,13,1,12
-33.15324,36.864147,AT1G03410,0,20,12,11,8
17.03489,68.13832,AT1G03430,0,7,6,2,2
7.82851,4.388529,AT1G03440,0,20,12,5,8
-28.146193,-64.73456,AT1G03445,0,2,13,16,12
8.136894,71.49308,AT1G03457,0,7,7,2,2
-6.193498,40.14745,AT1G03470,0,20,12,3,8
3.5093076,76.04917,AT1G03475,0,14,7,2,10
-50.810284,1.558065,AT1G03495,0,20,13,1,12
-38.957664,-92.6694,AT1G03502,0,2,13,0,12
8.352459,-66.080826,AT1G03506,0,2,14,7,5
-11.921212,-27.363438,AT1G03510,0,20,15,17,9
-5.248828,26.757872,AT1G03520,0,20,12,3,8
21.83351,82.64073,AT1G03530,0,7,6,2,2
-45.654846,-25.73066,AT1G03540,0,2,13,16,12
-40.992172,-11.454238,AT1G03545,0,2,13,1,12
-4.926878,-0.95216495,AT1G03550,0,20,12,5,8
-1.6573986,-32.349556,AT1G03560,0,20,15,17,9
70.18248,28.38566,AT1G03590,0,12,6,14,4
-54.82461,-1.8701252,AT1G03600,0,2,13,1,12
43.053234,40.211807,AT1G03610,0,24,6,13,4
14.680485,-51.769165,AT1G03620,0,2,14,7,5
-63.66735,-66.7264,AT1G03630,0,2,13,0,12
-11.323213,39.13187,AT1G03650,0,20,12,3,8
-52.348587,-27.573996,AT1G03660,0,2,13,9,12
-40.067352,39.12637,AT1G03680,0,20,11,11,8
10.132682,83.25045,AT1G03687,0,7,7,2,2
-34.63936,-22.727547,AT1G03700,0,2,13,16,12
-11.887602,-66.12854,AT1G03710,0,2,15,16,5
56.656754,43.40573,AT1G03730,0,24,6,13,4
3.8726287,16.095192,AT1G03740,0,20,12,11,8
-59.307594,-32.283585,AT1G03743,0,2,13,9,12
-53.00003,-15.924901,AT1G03746,0,2,13,1,12
-20.761091,11.179775,AT1G03750,0,20,12,5,8
-24.234156,58.258583,AT1G03760,0,20,11,12,14
-47.145344,30.154219,AT1G03770,0,20,12,11,8
6.374303,71.63938,AT1G03780,0,14,7,2,10
-51.419884,-66.94294,AT1G03790,0,2,13,0,12
-29.702412,-18.340435,AT1G03800,0,2,13,1,12
7.6215024,5.506704,AT1G03820,0,20,12,11,8
-18.431839,14.69413,AT1G03830,0,20,12,5,8
0.7559909,62.459908,AT1G03840,0,0,8,11,6
59.603615,32.075237,AT1G03850,0,12,6,14,4
35.132954,18.81595,AT1G03860,0,15,4,10,11
41.01513,37.01651,AT1G03870,0,24,4,10,11
56.653156,9.245095,AT1G03900,0,12,4,10,11
-43.4054,61.929344,AT1G03905,0,14,10,12,10
64.38607,-4.1354103,AT1G03910,0,16,0,14,3
-7.769051,-0.3613508,AT1G03920,0,20,12,5,8
6.204193,16.176561,AT1G03930,0,20,12,3,8
-8.433575,-65.98485,AT1G03935,0,2,15,7,5
-54.583344,-2.2444715,AT1G03940,0,2,13,1,12
-5.9853587,27.092058,AT1G03950,0,20,12,3,8
3.2180967,28.863756,AT1G03960,0,20,12,3,8
-1.772757,87.855385,AT1G03970,0,14,8,8,10
-13.901333,-16.156763,AT1G03980,0,20,13,17,12
-28.854073,-64.97446,AT1G03982,0,2,13,16,12
-25.285788,-17.918083,AT1G03990,0,20,13,17,12
-23.246454,-37.465553,AT1G03993,0,2,13,16,12
-32.328075,-94.41662,AT1G03997,0,2,0,18,5
-3.7666316,69.638435,AT1G04000,0,14,8,8,10
-41.674774,-7.1396008,AT1G04007,0,2,13,1,12
9.931816,7.457788,AT1G04010,0,20,12,5,8
-53.11634,-70.771034,AT1G04013,0,2,13,0,12
1.4151322,-65.517006,AT1G04017,0,2,14,7,5
-22.78362,81.20556,AT1G04020,0,14,9,8,10
5.705754,-65.20661,AT1G04023,0,2,14,7,5
-40.031322,-80.71626,AT1G04027,0,2,13,0,12
2.182118,86.052185,AT1G04030,0,14,8,2,10
-44.941036,-58.690872,AT1G04037,0,2,13,0,12
20.539461,1.5169406,AT1G04040,0,15,4,15,7
-11.246745,-21.683313,AT1G04047,0,20,13,17,12
-3.1171296,25.281862,AT1G04050,0,20,12,3,8
-41.024715,-26.905336,AT1G04053,0,2,13,16,12
-50.789734,-45.699436,AT1G04067,0,2,13,9,12
73.56246,32.45708,AT1G04070,0,21,6,14,4
-61.888626,-36.42154,AT1G04073,0,2,13,9,12
3.4364314,-75.742615,AT1G04077,0,2,14,7,5
56.355274,3.100903,AT1G04080,0,18,4,10,11
-49.034733,-64.90689,AT1G04083,0,2,13,0,12
9.075224,-55.066,AT1G04090,0,2,14,7,5
-9.961685,12.202535,AT1G04100,0,20,12,5,8
-11.371621,-91.19461,AT1G04103,0,2,0,18,5
-30.906006,-19.111782,AT1G04117,0,2,13,1,12
41.6973,36.408012,AT1G04120,0,24,4,10,11
-4.0356855,-74.70321,AT1G04123,0,2,15,7,5
1.7840586,-65.113464,AT1G04127,0,2,14,7,5
-59.278744,44.773926,AT1G04130,0,14,11,11,6
-48.40618,-72.5477,AT1G04137,0,2,13,0,12
51.16402,-35.453926,AT1G04140,0,13,3,4,1
-6.5018325,-68.618164,AT1G04147,0,2,15,7,5
-27.793663,5.759721,AT1G04150,0,20,13,5,8
-21.431274,-83.9862,AT1G04153,0,2,15,18,5
-10.1886835,9.763106,AT1G04160,0,20,12,5,8
60.67314,3.2058766,AT1G04170,0,11,4,14,3
-2.2200696,19.932547,AT1G04180,0,20,12,3,8
68.95684,-45.53444,AT1G04183,0,1,2,19,13
-46.60342,-57.502075,AT1G04187,0,2,13,0,12
61.723583,-7.100614,AT1G04190,0,4,3,4,1
-38.744232,-78.62108,AT1G04193,0,2,13,0,12
-51.038673,-57.38929,AT1G04197,0,2,13,0,12
-11.135795,80.98896,AT1G04200,0,14,8,8,10
48.369053,41.96045,AT1G04210,0,24,6,13,4
3.475841,-66.31674,AT1G04213,0,2,14,7,5
7.56881,-72.6521,AT1G04217,0,2,14,7,5
5.505632,17.154488,AT1G04220,0,20,12,3,8
-61.62664,-58.740627,AT1G04223,0,2,13,0,12
-50.67479,-63.499992,AT1G04227,0,2,13,0,12
-24.807573,53.44339,AT1G04230,0,20,11,12,14
-28.00362,-48.571796,AT1G04237,0,2,13,16,12
-37.15261,60.96683,AT1G04240,0,20,10,12,14
-19.513733,-33.056206,AT1G04247,0,2,13,16,12
56.534927,13.862177,AT1G04250,0,9,4,10,11
88.90589,-22.083202,AT1G04260,0,6,1,6,0
1.3868723,-74.226906,AT1G04263,0,2,14,7,5
-62.156834,-44.51982,AT1G04267,0,2,13,9,12
27.781086,-20.446215,AT1G04270,0,15,5,15,7
-0.60141,-67.609474,AT1G04273,0,2,15,7,5
-53.978065,-35.627235,AT1G04277,0,2,13,9,12
-36.158215,72.26024,AT1G04280,0,14,9,12,10
14.370487,89.885445,AT1G04290,0,7,8,2,2
-39.795837,-25.953201,AT1G04295,0,2,13,16,12
-34.582733,-93.00057,AT1G04297,0,2,13,18,12
46.723198,42.465508,AT1G04300,0,24,6,13,4
-26.134892,-74.066055,AT1G04303,0,2,15,0,5
-10.30753,19.104593,AT1G04310,0,20,12,3,8
-47.285225,-21.963266,AT1G04330,0,2,13,1,12
62.507175,-1.1676029,AT1G04340,0,11,0,14,3
-2.1820958,-71.80738,AT1G04343,0,2,15,7,5
-17.167051,-48.060516,AT1G04347,0,2,15,16,5
11.929714,-41.22207,AT1G04350,0,2,14,17,9
-29.000778,41.707283,AT1G04353,0,20,11,12,14
-59.03272,-53.170753,AT1G04357,0,2,13,9,12
4.6937566,8.355788,AT1G04360,0,20,12,11,8
11.806304,-49.29459,AT1G04380,0,2,14,7,5
5.885679,-45.120636,AT1G04390,0,2,15,17,9
-9.012208,-81.81596,AT1G04393,0,2,0,18,5
4.464648,-83.33512,AT1G04397,0,2,14,18,5
13.617467,88.63071,AT1G04400,0,7,7,2,2
-47.966484,-72.12884,AT1G04403,0,2,13,0,12
26.154388,-7.6159906,AT1G04410,0,15,5,15,7
-42.91866,-81.0844,AT1G04413,0,2,13,0,12
-10.743197,-91.69562,AT1G04417,0,2,0,18,5
-17.995604,11.031392,AT1G04420,0,20,12,5,8
-27.902098,-88.75408,AT1G04423,0,2,0,18,5
-25.56491,15.05714,AT1G04425,0,20,12,5,8
-54.102673,-69.61751,AT1G04427,0,2,13,0,12
46.06451,-31.793915,AT1G04430,0,13,3,4,1
-20.627092,-36.202805,AT1G04433,0,2,13,16,12
84.8775,-31.53201,AT1G04440,0,19,1,6,0
-52.071125,-48.921417,AT1G04445,0,2,13,9,12
-20.359827,-76.275406,AT1G04467,0,2,15,18,5
1.8336681,-49.832485,AT1G04473,0,2,15,7,5
-20.272058,-32.344994,AT1G04477,0,2,13,16,12
27.77215,-5.254075,AT1G04480,0,15,5,15,7
3.0487509,-69.706375,AT1G04483,0,2,14,7,5
-35.193134,-96.6658,AT1G04487,0,2,14,18,5
-8.961258,13.023775,AT1G04490,0,20,12,5,8
-29.650291,-75.44743,AT1G04493,0,2,13,0,12
-54.882526,-67.1573,AT1G04500,0,2,13,0,12
52.64686,-15.820749,AT1G04503,0,22,3,4,1
73.59177,21.132517,AT1G04510,0,12,0,14,3
4.811972,-51.14361,AT1G04513,0,2,15,7,5
-27.387644,-89.28563,AT1G04517,0,2,15,18,5
85.69631,0.9133435,AT1G04520,0,3,0,6,0
-24.47164,-71.56973,AT1G04523,0,2,15,16,5
-42.921993,-63.94928,AT1G04527,0,2,13,0,12
31.380333,62.891636,AT1G04530,0,7,6,2,2
-37.9377,-92.96344,AT1G04533,0,2,13,0,12
8.634585,81.39826,AT1G04537,0,7,7,2,2
-13.2110615,-34.881653,AT1G04540,0,2,15,17,9
11.179382,83.14974,AT1G04550,0,7,7,2,2
-41.534832,40.37377,AT1G04555,0,20,11,11,8
-12.234102,-81.286705,AT1G04557,0,2,0,18,5
1.8684533,-66.92767,AT1G04560,0,2,14,7,5
-1.1370245,-67.06331,AT1G04563,0,2,15,7,5
1.5459268,-79.512474,AT1G04567,0,2,14,7,5
-37.921158,-19.839401,AT1G04570,0,2,13,1,12
8.460095,-72.29862,AT1G04577,0,2,14,7,5
12.691038,-54.351376,AT1G04580,0,2,14,7,5
-19.043995,-85.58451,AT1G04583,0,2,0,18,5
-49.488342,-64.61497,AT1G04587,0,2,13,0,12
73.60088,-36.806118,AT1G04590,0,19,2,19,13
-46.51264,-9.184491,AT1G04600,0,2,13,1,12
-0.075961225,64.423996,AT1G04610,0,14,8,11,6
-25.578705,-42.372086,AT1G04620,0,2,13,16,12
-8.969351,-66.986824,AT1G04625,0,2,15,7,5
67.38014,-44.013523,AT1G04630,0,1,2,19,13
-10.627752,44.599712,AT1G04635,0,20,12,3,8
-16.738451,20.528051,AT1G04640,0,20,12,3,8
2.6067076,-63.18124,AT1G04643,0,2,14,7,5
-41.290455,-81.5747,AT1G04645,0,2,13,0,12
-53.28306,-27.15013,AT1G04647,0,2,13,9,12
-53.189476,-6.5188684,AT1G04650,0,2,13,1,12
-50.50064,-72.00727,AT1G04657,0,2,13,0,12
-52.683582,-42.294388,AT1G04660,0,2,13,9,12
-54.260715,-43.046127,AT1G04670,0,2,13,9,12
6.550274,-81.12754,AT1G04677,0,2,14,7,5
50.812626,-38.45848,AT1G04680,0,13,2,19,13
-34.868397,-95.19477,AT1G04683,0,2,14,18,5
49.034824,21.269012,AT1G04690,0,9,4,10,11
-54.800907,-69.29244,AT1G04697,0,2,13,0,12
-33.06433,-6.5284505,AT1G04700,0,20,13,1,12
-43.038757,-80.75766,AT1G04703,0,2,13,0,12
-6.9981537,-53.618435,AT1G04707,0,2,15,7,5
-40.112747,37.08748,AT1G04710,0,20,12,11,8
-5.9009867,-79.89616,AT1G04713,0,2,15,18,5
-29.31124,-95.55813,AT1G04723,0,2,0,18,5
-15.208201,43.82528,AT1G04730,0,20,12,3,8
-14.30981,-44.51921,AT1G04733,0,2,15,16,5
26.739777,12.986464,AT1G04750,0,15,4,10,11
8.546235,14.949369,AT1G04760,0,20,12,3,8
16.015373,-51.748898,AT1G04767,0,2,14,7,5
27.43254,64.974045,AT1G04770,0,7,6,2,2
-42.284237,-1.8317194,AT1G04778,0,2,13,1,12
79.425545,22.84321,AT1G04780,0,23,6,14,4
-23.907871,76.524216,AT1G04790,0,14,9,8,10
-30.622385,-69.53751,AT1G04797,0,2,13,0,12
6.3194647,-73.55689,AT1G04800,0,2,14,7,5
-26.613344,-1.6494254,AT1G04803,0,20,13,5,8
68.842224,40.44663,AT1G04810,0,21,6,14,4
-48.351948,-65.73122,AT1G04817,0,2,13,0,12
26.686304,-11.97622,AT1G04820,0,15,5,15,7
-8.588263,-53.269367,AT1G04827,0,2,15,16,5
-56.241013,58.070164,AT1G04830,0,14,9,8,10
12.9227295,-29.205225,AT1G04833,0,20,15,17,9
6.3217416,-31.336918,AT1G04837,0,20,15,17,9
-2.725517,-33.923107,AT1G04840,0,20,15,17,9
-26.956968,-94.97668,AT1G04847,0,2,0,18,5
50.506504,13.1989155,AT1G04850,0,9,4,10,11
-60.416,-51.66114,AT1G04853,0,2,13,9,12
-11.381449,-95.501114,AT1G04857,0,2,0,18,5
38.82334,64.61244,AT1G04860,0,7,6,13,4
36.30066,15.155749,AT1G04870,0,15,4,10,11
10.86567,-72.27026,AT1G04873,0,2,14,7,5
-52.1757,-25.86027,AT1G04877,0,2,13,9,12
-49.227676,-7.1352,AT1G04880,0,2,13,1,12
-29.446798,-59.46825,AT1G04893,0,2,13,16,12
27.167044,63.515324,AT1G04900,0,7,6,2,2
-28.84344,-96.58591,AT1G04907,0,2,14,18,5
49.325394,47.40821,AT1G04910,0,24,6,13,4
-48.853825,-50.608234,AT1G04913,0,2,13,9,12
-8.536935,-57.407406,AT1G04917,0,2,15,16,5
-10.561204,-82.42591,AT1G04920,0,2,0,18,5
-13.792272,46.097717,AT1G04930,0,20,12,3,8
-61.58321,-18.69244,AT1G04933,0,2,13,9,12
64.81267,-35.253056,AT1G04940,0,1,2,19,13
-37.072933,64.08966,AT1G04945,0,20,10,12,14
72.18777,36.438747,AT1G04950,0,21,6,14,4
81.11292,17.334925,AT1G04960,0,23,0,14,3
-62.611523,44.936054,AT1G04970,0,0,10,11,6
-49.61924,-31.506973,AT1G04973,0,2,13,9,12
-58.34134,-25.554161,AT1G04977,0,2,13,9,12
60.635036,42.056896,AT1G04980,0,24,6,13,4
84.88277,10.6217165,AT1G04985,0,10,0,14,3
-62.41829,45.220562,AT1G04990,0,0,10,11,6
6.6708283,10.323232,AT1G05000,0,20,12,11,8
40.599857,55.74759,AT1G05010,0,7,6,13,4
