gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000036139	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000003573	-0.3297815	-0.040547967	-0.019121567	2
ENSMUSG00000019920	-0.14256105	-0.018294517	-0.029698638	2
ENSMUSG00000027495	0.20612545	-0.07792866	0.048661407	2
ENSMUSG00000087424	-0.33191407	-0.040484145	-0.018942859	2
ENSMUSG00000034543	-0.23174156	-0.042453732	-0.009436897	2
ENSMUSG00000071753	-0.33679572	-0.042780448	-0.019026844	2
ENSMUSG00000020919	-0.015884498	-0.09801099	0.015345242	2
ENSMUSG00000036214	-0.2553731	-0.025338383	-0.010176715	2
ENSMUSG00000097368	-0.33604467	-0.042399053	-0.01939577	2
ENSMUSG00000039230	-0.19083159	-0.028210495	-0.0070204074	2
ENSMUSG00000035713	-0.33256346	-0.04110554	-0.019032316	2
ENSMUSG00000059995	-0.2587464	-0.03770232	-0.009717536	2
ENSMUSG00000033831	37.819977	1.4518299	7.6958227	3
ENSMUSG00000029730	-0.2598814	-0.046365388	-0.011736556	2
ENSMUSG00000019841	-0.06920792	-0.049061928	-0.0018565072	2
ENSMUSG00000040543	-0.33609274	-0.042811453	-0.0191062	2
ENSMUSG00000091537	-0.017751738	0.22363971	-0.05753396	2
ENSMUSG00000027550	-0.29498526	-0.043485817	-0.019101843	2
ENSMUSG00000028607	0.22803324	-0.035288982	0.04190883	2
ENSMUSG00000039210	-0.2401631	-0.041596435	-0.0058181426	2
ENSMUSG00000032231	-0.23356442	-0.011683882	-0.024110435	2
ENSMUSG00000028165	-0.13214955	0.017049754	-0.022476835	2
ENSMUSG00000075273	-0.28663808	-0.033826325	-0.01733146	2
ENSMUSG00000002496	-0.06654495	-0.057144392	0.011483946	2
ENSMUSG00000055692	-0.33562872	-0.0425265	-0.01886308	2
ENSMUSG00000030983	0.102123514	0.0688536	-0.00657928	2
ENSMUSG00000078640	-0.33686784	-0.04262133	-0.019128703	2
ENSMUSG00000046675	-0.31019327	-0.03202265	-0.019840399	2
ENSMUSG00000051811	-0.33640283	-0.042654175	-0.019192526	2
ENSMUSG00000028651	-0.27903852	-0.034582555	-0.016474418	2
ENSMUSG00000024425	0.5144748	0.15900409	-0.052226406	2
ENSMUSG00000046613	-0.3369521	-0.042735137	-0.019122163	2
ENSMUSG00000070501	-0.335651	-0.04258943	-0.019121384	2
ENSMUSG00000091996	-0.33653924	-0.042455018	-0.019223336	2
ENSMUSG00000042216	-0.31809106	-0.040691916	-0.021745056	2
ENSMUSG00000079407	-0.33696154	-0.04274129	-0.019100318	2
ENSMUSG00000021823	-0.09078731	-0.030806566	-0.013722549	2
ENSMUSG00000033808	-0.26789474	-0.031360097	-0.015572199	2
ENSMUSG00000051098	-0.29076368	-0.03695079	-0.023173137	2
ENSMUSG00000056870	-0.3306687	-0.040258378	-0.020289974	2
ENSMUSG00000030093	-0.33693293	-0.042756833	-0.019084001	2
ENSMUSG00000000194	-0.21664093	-0.032114033	-0.0065822797	2
ENSMUSG00000043207	0.02034497	-0.06590194	0.004383573	2
ENSMUSG00000005667	-0.33362767	-0.04264982	-0.018736834	2
ENSMUSG00000073830	-0.3080099	-0.056337565	-0.011482531	2
ENSMUSG00000039703	0.06234694	-0.048266478	0.039165523	2
ENSMUSG00000031068	0.07557729	0.09569371	-0.022623243	2
ENSMUSG00000051154	0.06783257	0.15952435	-0.044437107	2
ENSMUSG00000025487	-0.11652608	0.00290627	-0.016214458	2
ENSMUSG00000005354	0.31403875	0.060868517	0.0025370703	2
ENSMUSG00000025892	-0.33463445	-0.042124715	-0.019227497	2
ENSMUSG00000074071	-0.21595466	-0.018913671	-0.018794855	2
ENSMUSG00000057182	-0.3344826	-0.042056438	-0.01930561	2
ENSMUSG00000020390	-0.01713469	0.04802693	-0.033473942	2
ENSMUSG00000031283	-0.33140936	-0.04002075	-0.021261353	2
ENSMUSG00000038429	-0.021033332	-0.021444023	0.015392646	2
ENSMUSG00000034810	-0.33007118	-0.037766844	-0.02125365	2
ENSMUSG00000018733	-0.26875183	-0.034872036	-0.016444402	2
ENSMUSG00000022037	6.0943747	-0.09033235	1.0850585	0
ENSMUSG00000085260	-0.33687007	-0.042664528	-0.01911623	2
ENSMUSG00000029610	-0.29851985	-0.032511562	-0.0121233575	2
ENSMUSG00000042185	-0.26261735	-0.036415964	-0.012266661	2
ENSMUSG00000006021	-0.2783236	-0.022802627	-0.01835136	2
ENSMUSG00000046408	-0.33686322	-0.042708136	-0.019105056	2
ENSMUSG00000020599	-0.33309293	-0.04224752	-0.019056758	2
ENSMUSG00000030775	-0.33615866	-0.04237307	-0.019259129	2
ENSMUSG00000015149	-0.14005886	-0.03601493	-0.0020030348	2
ENSMUSG00000046434	-0.08471788	-0.029709352	-0.016050545	2
ENSMUSG00000031377	-0.33535135	-0.04214183	-0.019226734	2
ENSMUSG00000031774	-0.23467627	-0.044699248	-0.005980289	2
ENSMUSG00000050627	-0.08212413	-0.007818624	0.00077109877	2
ENSMUSG00000031878	-0.19298585	-0.001048222	-0.020943634	2
ENSMUSG00000030322	-0.3285715	-0.040591862	-0.018457148	2
ENSMUSG00000020696	-0.21402343	-0.0323486	-0.009245925	2
ENSMUSG00000097162	-0.31312928	-0.029180128	-0.020331876	2
ENSMUSG00000045201	-0.3368973	-0.04277645	-0.019116761	2
ENSMUSG00000059479	-0.33565176	-0.042529073	-0.019300707	2
ENSMUSG00000077239	-0.33621594	-0.042445198	-0.019306593	2
ENSMUSG00000031755	-0.31643873	-0.040344346	-0.016760964	2
ENSMUSG00000038379	-0.33506963	-0.043534968	-0.019224366	2
