gene_id	latent_1	latent_2	latent_3	latent_4	latent_5	latent_6	latent_7	latent_8	latent_9	latent_10	latent_11	latent_12	latent_13	latent_14	latent_15	latent_16
ENSMUSG00000029422	0.7819483	1.0313787	0.17894869	-0.48928475	0.048194446	0.39210224	-0.46597448	-0.04524977	0.40612233	-0.4181492	1.0028887	0.8990284	-0.25980744	1.3829504	0.37333184	-0.15714486
ENSMUSG00000049036	0.8197857	1.0056633	0.18169025	-0.4936393	0.044325247	0.42189783	-0.47097436	-0.027263785	0.43141615	-0.46739328	1.062756	0.8856799	-0.30207127	1.3327384	0.3634596	-0.05179617
ENSMUSG00000029577	0.7370883	1.0514153	0.17722891	-0.4903245	0.05195586	0.37694544	-0.44890386	-0.06270965	0.37310505	-0.37029925	0.9689163	0.9198937	-0.22025307	1.409247	0.3772991	-0.22673921
ENSMUSG00000040746	0.774024	1.0352426	0.17883576	-0.49011087	0.04890515	0.39094627	-0.46210256	-0.048435774	0.39979848	-0.41063437	0.9999204	0.904081	-0.2534971	1.386378	0.373684	-0.16770394
ENSMUSG00000020590	0.7571577	1.0434514	0.17609634	-0.4831166	0.05022029	0.36623478	-0.46670052	-0.055473737	0.39268035	-0.38215703	0.95011306	0.89882547	-0.2301072	1.4167846	0.38043186	-0.2247281
ENSMUSG00000030263	0.8166193	1.0083946	0.1814006	-0.49303007	0.044696536	0.41852123	-0.47102812	-0.028964214	0.42943293	-0.4627806	1.0561488	0.88667804	-0.298054	1.3385284	0.36466622	-0.06342249
ENSMUSG00000038914	0.72739184	1.0548156	0.17534932	-0.4853713	0.0525712	0.36084664	-0.45288032	-0.06625361	0.37008348	-0.3525477	0.9362307	0.91424227	-0.2061306	1.4270568	0.38149714	-0.25909948
ENSMUSG00000026878	0.59630424	1.0743732	0.1656279	-0.47504213	0.05977767	0.29817012	-0.41503924	-0.1037612	0.28970066	-0.19440944	0.79207313	0.92704993	-0.08704493	1.4772937	0.3910515	-0.41612878
ENSMUSG00000030098	0.81963456	1.0057648	0.18168746	-0.49364966	0.04434123	0.4218499	-0.4709143	-0.027335376	0.43129376	-0.4672395	1.0626552	0.8857841	-0.30193576	1.3328662	0.3634794	-0.05210959
ENSMUSG00000078908	0.8099912	1.0130861	0.18109277	-0.49284628	0.045406178	0.41470206	-0.46934953	-0.032175142	0.42455232	-0.4550035	1.0484296	0.89019305	-0.29127952	1.3461088	0.36606297	-0.08023694
ENSMUSG00000026407	0.81975806	1.0056936	0.1816856	-0.49362645	0.044328883	0.4218464	-0.470987	-0.027280724	0.43140396	-0.46734026	1.062657	0.88567847	-0.30202508	1.3328191	0.3634777	-0.051946864
ENSMUSG00000020818	0.8139858	1.0105903	0.18115492	-0.4925103	0.0449984	0.4157176	-0.4710715	-0.030356076	0.42779148	-0.45894697	1.0506489	0.88744605	-0.29472187	1.3432497	0.365649	-0.072884664
ENSMUSG00000060038	0.81668913	1.0084566	0.18135804	-0.49287218	0.044695895	0.41810715	-0.47130123	-0.02896421	0.4296092	-0.46260172	1.0553651	0.88640356	-0.29790652	1.3390316	0.36480576	-0.06419808
ENSMUSG00000020029	0.5702555	1.066673	0.16084579	-0.4635279	0.06004515	0.2671775	-0.41990706	-0.107988745	0.28200284	-0.15192096	0.72427577	0.9059671	-0.057738014	1.4934907	0.39559203	-0.4556136
ENSMUSG00000024292	0.42505044	1.0640371	0.15527935	-0.47357905	0.066568315	0.2608299	-0.33211648	-0.13932125	0.18212205	0.004227664	0.6841333	0.94505	0.04484567	1.4533337	0.387286	-0.509925
ENSMUSG00000111356	0.8196704	1.0057617	0.18168081	-0.49362117	0.044338755	0.42178595	-0.47097015	-0.027325267	0.43134135	-0.46723172	1.0625368	0.885723	-0.30193043	1.3329364	0.36350003	-0.05219986
ENSMUSG00000016831	0.77864736	1.0333529	0.17847168	-0.48812288	0.048492245	0.38763964	-0.46664736	-0.046721365	0.4046076	-0.41279826	0.9939433	0.8985618	-0.25536028	1.388882	0.37465802	-0.16848035
ENSMUSG00000024791	0.8196457	1.0057812	0.18167911	-0.49361834	0.04434149	0.42176473	-0.47096798	-0.027337883	0.4313244	-0.4671992	1.0624948	0.88573325	-0.30190173	1.3329751	0.36350805	-0.052279923
ENSMUSG00000028398	0.8113551	1.0143791	0.1800051	-0.48879352	0.04537816	0.40412593	-0.47600037	-0.032313086	0.42843542	-0.4501416	1.0283465	0.8832537	-0.28722104	1.3587813	0.36939356	-0.099749885
ENSMUSG00000022586	0.81978637	1.0056647	0.18168956	-0.49363676	0.044325292	0.4218909	-0.47097868	-0.027263993	0.43141875	-0.4673899	1.062743	0.88567585	-0.30206847	1.3327473	0.36346197	-0.05181006
ENSMUSG00000056204	0.76633984	1.0391772	0.17819446	-0.4890746	0.049573343	0.3850599	-0.46110493	-0.05160178	0.39506394	-0.4006537	0.9877663	0.9056844	-0.24520494	1.394805	0.37541443	-0.18565899
ENSMUSG00000031986	0.8087688	1.0138121	0.18108457	-0.4929839	0.0455279	0.41449153	-0.46876213	-0.03272386	0.4235187	-0.45385292	1.0479434	0.89108497	-0.29026848	1.3468544	0.36615163	-0.082267836
ENSMUSG00000000244	0.8195636	1.0059116	0.18165056	-0.4935271	0.044354845	0.4214579	-0.4710908	-0.027401758	0.4313253	-0.46695203	1.061909	0.885654	-0.30168793	1.333419	0.3636143	-0.053062387
ENSMUSG00000027519	0.77840585	1.0329503	0.17906354	-0.49025112	0.04851317	0.39317054	-0.46335903	-0.04659586	0.40291405	-0.4157114	1.00461	0.90227115	-0.2577446	1.3826473	0.3730501	-0.15905789
ENSMUSG00000061086	0.819434	1.0059841	0.1816538	-0.4935566	0.0443677	0.42147714	-0.47100583	-0.027457872	0.43120787	-0.46685454	1.0619363	0.88577193	-0.30160248	1.3334469	0.36361027	-0.053198557
ENSMUSG00000056290	0.81852585	1.0070717	0.1814588	-0.49298006	0.04449281	0.41934592	-0.47166514	-0.028047407	0.43091664	-0.4648573	1.0578412	0.8854906	-0.29987204	1.336654	0.36435017	-0.059059683
ENSMUSG00000068206	0.8086141	1.0141022	0.18099931	-0.49270663	0.045555312	0.4136374	-0.46914947	-0.032856777	0.42361203	-0.45322248	1.046309	0.8907623	-0.28974152	1.3479995	0.36643097	-0.08422085
ENSMUSG00000021208	0.81589186	1.0088581	0.18138488	-0.493097	0.04477422	0.41836387	-0.47071445	-0.029280841	0.42890176	-0.46209234	1.0557868	0.8871679	-0.2974665	1.3389741	0.36475194	-0.064672
ENSMUSG00000024998	0.79266936	1.025056	0.17973585	-0.49052066	0.047192346	0.40014756	-0.46759483	-0.040450905	0.41329148	-0.43196353	1.0192653	0.8957698	-0.27152032	1.370188	0.37091374	-0.1302089
ENSMUSG00000047248	0.8019626	1.0185031	0.18068914	-0.49252906	0.04623749	0.40993983	-0.46739215	-0.035980366	0.4187058	-0.4454662	1.0387679	0.8941352	-0.2830226	1.3551421	0.36772028	-0.1001616
ENSMUSG00000027981	0.807161	1.0153759	0.18079653	-0.49217355	0.045720357	0.411426	-0.46954113	-0.033656646	0.42284837	-0.4507172	1.0420003	0.8907821	-0.2875703	1.3513888	0.3671636	-0.09063033
ENSMUSG00000039683	0.8194152	1.0059208	0.18168053	-0.49365446	0.044364918	0.4217506	-0.47084337	-0.027442211	0.4311232	-0.46699846	1.0624526	0.88592094	-0.3017241	1.3330914	0.36351773	-0.052629605
ENSMUSG00000047117	0.8197753	1.0056694	0.18169035	-0.49364102	0.04432627	0.4218977	-0.4709686	-0.02726836	0.43140715	-0.46738467	1.062755	0.8856885	-0.30206364	1.3327429	0.36345983	-0.05181064
ENSMUSG00000030278	0.8192002	1.0067104	0.18143404	-0.49280983	0.04442824	0.41920942	-0.47213447	-0.027750177	0.43157965	-0.46534818	1.0576208	0.88483727	-0.30031693	1.3365256	0.3643886	-0.058399238
ENSMUSG00000037419	0.81331575	1.0107784	0.18124093	-0.4929107	0.04505373	0.41652268	-0.4702426	-0.030582394	0.42700702	-0.45885447	1.0521284	0.8884089	-0.29462364	1.3424685	0.36540172	-0.07207825
ENSMUSG00000022208	0.8197915	1.0056633	0.18168889	-0.49363387	0.044324867	0.42188513	-0.47098482	-0.027262252	0.43142462	-0.4673908	1.0627325	0.88566875	-0.30206934	1.3327528	0.36346373	-0.051815584
ENSMUSG00000064823	0.81948847	1.0059094	0.1816685	-0.49360052	0.044359423	0.4216314	-0.47095096	-0.027420644	0.43121433	-0.46699005	1.0622327	0.88580275	-0.3017178	1.3332212	0.36355618	-0.052790172
ENSMUSG00000095629	0.81978434	1.0056616	0.18169105	-0.4936424	0.044325225	0.42190635	-0.4709689	-0.027263537	0.4314131	-0.46739727	1.062772	0.885685	-0.30207467	1.3327274	0.36345673	-0.051779117
ENSMUSG00000034829	0.8197838	1.0056623	0.18169087	-0.49364188	0.04432531	0.4219045	-0.47096965	-0.027263928	0.43141302	-0.46739572	1.0627685	0.88568455	-0.30207333	1.3327302	0.36345738	-0.051783934
ENSMUSG00000029380	0.81475073	1.0098275	0.18128134	-0.49285972	0.044904266	0.41709828	-0.4707457	-0.029906148	0.42814106	-0.46038795	1.0533203	0.88751304	-0.2959725	1.3411406	0.36517915	-0.06895191
ENSMUSG00000028047	0.81945556	1.0059656	0.1816555	-0.49355936	0.044365134	0.42149562	-0.4710078	-0.02744672	0.43122083	-0.46688354	1.0619731	0.8857632	-0.30162704	1.333414	0.36360356	-0.05312917
ENSMUSG00000039196	0.26396897	0.7530443	0.08529789	-0.24062528	0.04499457	-0.103539295	-0.48585996	-0.10430248	0.23513639	0.29237157	-0.1315857	0.45682907	0.19500221	1.4336771	0.38936684	-0.691964
ENSMUSG00000032673	0.81388044	1.0141221	0.17904124	-0.4850197	0.0451681	0.3952533	-0.48229668	-0.03171261	0.43293646	-0.44741943	1.0114746	0.8758325	-0.2850284	1.3682835	0.37194738	-0.11352802
ENSMUSG00000022773	0.8194187	1.0059938	0.18165363	-0.4935573	0.044369213	0.42147058	-0.47100046	-0.027465452	0.43119374	-0.46683806	1.061923	0.8857823	-0.30158716	1.3334637	0.36361286	-0.05323552
ENSMUSG00000078597	0.81978154	1.0056633	0.18169107	-0.49364287	0.0443255	0.42190635	-0.4709674	-0.02726476	0.4314107	-0.46739495	1.0627718	0.88568723	-0.30207264	1.3327285	0.36345676	-0.05178286
ENSMUSG00000021494	0.796567	1.022198	0.18027575	-0.49184814	0.046791703	0.40554065	-0.4667688	-0.038540676	0.41519013	-0.43834645	1.0299371	0.8959255	-0.27693963	1.3624363	0.36917722	-0.11538855
ENSMUSG00000050248	0.818973	1.0063463	0.18162625	-0.49351948	0.04441963	0.42113173	-0.4709327	-0.027693795	0.43088207	-0.46626854	1.0612515	0.88599235	-0.30108956	1.3341014	0.36373776	-0.05458615
ENSMUSG00000003752	0.81412506	1.0100951	0.18132287	-0.49309394	0.044960618	0.41745156	-0.47019115	-0.030152084	0.42749667	-0.4600709	1.0539471	0.88821095	-0.29568192	1.3409337	0.3650754	-0.06904151
ENSMUSG00000037353	0.80092394	1.0192482	0.18059845	-0.4923655	0.046347097	0.4089985	-0.4673306	-0.03647851	0.41807285	-0.4440463	1.0368862	0.89442927	-0.28181344	1.3566654	0.36804044	-0.10329768
ENSMUSG00000022096	0.81903553	1.0062028	0.18166393	-0.49364617	0.044406746	0.4215309	-0.47074735	-0.027630804	0.4308407	-0.4665536	1.0620112	0.8861337	-0.30133438	1.3335435	0.36360085	-0.053631503
ENSMUSG00000021661	0.81327665	1.0110157	0.18115309	-0.49260265	0.045070052	0.41563016	-0.47071484	-0.030672591	0.4271943	-0.45830217	1.0504318	0.8879836	-0.2941561	1.3436391	0.36569366	-0.07400169
ENSMUSG00000039620	0.8179398	1.0069944	0.18162291	-0.4936453	0.04452576	0.4209646	-0.4704311	-0.028169297	0.43000275	-0.46530783	1.0608661	0.8867809	-0.30024096	1.3347582	0.36381564	-0.0563712
ENSMUSG00000033765	0.81978434	1.0056616	0.18169105	-0.4936424	0.044325225	0.42190635	-0.4709689	-0.027263537	0.4314131	-0.46739727	1.062772	0.885685	-0.30207467	1.3327274	0.36345673	-0.051779117
ENSMUSG00000032584	0.81892914	1.0062803	0.18166001	-0.49364558	0.04441828	0.42147362	-0.47071743	-0.027683873	0.43075734	-0.46643108	1.0618961	0.8861969	-0.3012261	1.3336668	0.36362216	-0.053905353
ENSMUSG00000072884	0.8189463	1.0063548	0.181629	-0.4935332	0.044421848	0.42115796	-0.47090304	-0.027703239	0.4308527	-0.4662618	1.0612994	0.886027	-0.30108318	1.3340768	0.36372936	-0.05456488
ENSMUSG00000066896	0.8197784	1.0056654	0.18169105	-0.4936432	0.044325832	0.4219054	-0.470966	-0.02726629	0.43140796	-0.46739173	1.0627699	0.8856897	-0.30206975	1.3327314	0.36345714	-0.051789504
ENSMUSG00000032783	0.81968296	1.0057387	0.18168601	-0.49363816	0.044336516	0.42184156	-0.47094673	-0.027314404	0.43133923	-0.46727505	1.0626426	0.885739	-0.30196762	1.3328565	0.36348122	-0.052060507
ENSMUSG00000029093	0.8195269	1.0058659	0.18167502	-0.49362105	0.04435451	0.42171216	-0.4709299	-0.027394507	0.43123692	-0.4670698	1.0623865	0.8858056	-0.3017897	1.3330919	0.36352938	-0.052554924
ENSMUSG00000030254	0.8179417	1.0072062	0.18154363	-0.4933628	0.044538643	0.42014974	-0.47088525	-0.028238	0.43020532	-0.464836	1.0593231	0.88637733	-0.29983854	1.335835	0.36409217	-0.05812621
ENSMUSG00000021090	0.81977284	1.0056871	0.18168458	-0.4936209	0.044327535	0.42183793	-0.47100022	-0.027274774	0.43141943	-0.46734765	1.0626419	0.88566166	-0.30203202	1.3328236	0.36348024	-0.051944617
ENSMUSG00000055013	0.8016403	1.018961	0.18054563	-0.49207073	0.046283264	0.4085105	-0.46801186	-0.036211774	0.41880387	-0.44436824	1.0360142	0.8936022	-0.28209844	1.3570361	0.36818457	-0.10339375
ENSMUSG00000038204	0.8197498	1.0056999	0.1816853	-0.49362633	0.044329807	0.4218418	-0.4709847	-0.027284883	0.43139786	-0.46733055	1.0626478	0.8856832	-0.3020168	1.3328286	0.36347926	-0.051968463
ENSMUSG00000020629	0.75654745	1.0433608	0.17818603	-0.49054092	0.050397776	0.38496673	-0.45548388	-0.055365637	0.38680723	-0.39202833	0.98661983	0.9124682	-0.23798929	1.3971255	0.37531552	-0.19567019
ENSMUSG00000030881	0.81330293	1.0112783	0.18103214	-0.49217513	0.045084417	0.41443765	-0.4713953	-0.030750439	0.42753288	-0.45763743	1.048166	0.8873351	-0.29359975	1.3451502	0.36608872	-0.07643493
ENSMUSG00000030662	0.735676	1.0519577	0.1758689	-0.48581666	0.05196768	0.36492604	-0.45523465	-0.06332033	0.37554994	-0.36226624	0.94521135	0.9120869	-0.21389139	1.4218853	0.38059017	-0.24612895
ENSMUSG00000020570	0.7557028	1.0441538	0.17669585	-0.48546216	0.0503954	0.3715387	-0.46282125	-0.055958286	0.38995215	-0.38376358	0.9603623	0.90372133	-0.23133378	1.4116774	0.37905937	-0.217975
ENSMUSG00000024401	0.81968904	1.0057727	0.18167251	-0.4935891	0.04433824	0.42170227	-0.47102752	-0.027323969	0.43137854	-0.467199	1.0623796	0.88566643	-0.30190283	1.3330396	0.36352855	-0.05235567
ENSMUSG00000029015	0.81977624	1.005672	0.18168925	-0.49363697	0.04432639	0.42188627	-0.47097534	-0.02726904	0.43141058	-0.4673787	1.0627335	0.88568234	-0.3020585	1.332758	0.36346367	-0.051834505
ENSMUSG00000063779	0.8197953	1.0056577	0.18169004	-0.49363726	0.04432428	0.42189717	-0.4709803	-0.027259486	0.43142495	-0.46740103	1.0627555	0.8856714	-0.30207813	1.3327352	0.3634596	-0.05178405
ENSMUSG00000074183	0.81923336	1.0061479	0.1816385	-0.49353054	0.04439091	0.42129898	-0.47099143	-0.027560662	0.43107912	-0.46658537	1.0615841	0.8858502	-0.30136803	1.3337638	0.36367792	-0.053856432
ENSMUSG00000069939	0.81978244	1.0056651	0.1816903	-0.49364004	0.044325568	0.4218983	-0.4709723	-0.02726515	0.43141335	-0.46739092	1.0627567	0.8856829	-0.3020692	1.3327392	0.3634595	-0.051799547
ENSMUSG00000025873	0.7533287	1.0450858	0.17737435	-0.488228	0.05064365	0.37769097	-0.45788664	-0.056740496	0.38628626	-0.38506892	0.9721265	0.9096936	-0.2323613	1.4056498	0.37736574	-0.21055526
ENSMUSG00000034456	0.2535868	1.0066684	0.13950288	-0.4556534	0.06943747	0.20033896	-0.2591115	-0.16070855	0.09158176	0.2124007	0.52136904	0.90812486	0.16829652	1.40161	0.38515937	-0.58427256
ENSMUSG00000070817	0.8198009	1.0056558	0.18168953	-0.49363473	0.044323802	0.42189258	-0.47098604	-0.027257416	0.43143103	-0.467403	1.0627472	0.88566446	-0.30207992	1.3327389	0.36346102	-0.051786423
ENSMUSG00000024294	0.61632514	1.0706913	0.16572759	-0.47162166	0.05851154	0.29555833	-0.4286838	-0.098161064	0.3055355	-0.21278715	0.7899227	0.9156773	-0.100399114	1.4817823	0.39256358	-0.40868625
ENSMUSG00000035376	0.78302896	1.0310082	0.17878206	-0.48855102	0.048099946	0.39063853	-0.4674347	-0.044864666	0.40749586	-0.41826633	1.0001447	0.89726394	-0.25994954	1.3842695	0.37376258	-0.15849678
ENSMUSG00000044252	0.6600849	1.061603	0.16629653	-0.465652	0.055711556	0.2943926	-0.45476437	-0.085396394	0.33944342	-0.25508884	0.79393655	0.893004	-0.13189769	1.4851359	0.3944373	-0.38541755
