profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url
RR8_LVR_FLT_LAR_YNG_FL1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1685	flight	RR8_LVR_FLT_LAR_YNG_FL1	FL_LAR_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1686	flight	RR8_LVR_FLT_LAR_YNG_FL13	FL_LAR_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1687	flight	RR8_LVR_FLT_LAR_YNG_FL14	FL_LAR_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1688	flight	RR8_LVR_FLT_LAR_YNG_FL17	FL_LAR_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1689	flight	RR8_LVR_FLT_LAR_YNG_FL18	FL_LAR_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1690	flight	RR8_LVR_FLT_LAR_YNG_FL2	FL_LAR_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1691	flight	RR8_LVR_FLT_LAR_YNG_FL5	FL_LAR_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_FLT_LAR_YNG_FL6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1692	flight	RR8_LVR_FLT_LAR_YNG_FL6	FL_LAR_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1693	ground_control	RR8_LVR_GC_ISS-T_OLD_GI11	HC_ISS_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1694	ground_control	RR8_LVR_GC_ISS-T_OLD_GI12	HC_ISS_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1695	ground_control	RR8_LVR_GC_ISS-T_OLD_GI13	HC_ISS_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1696	ground_control	RR8_LVR_GC_ISS-T_OLD_GI14	HC_ISS_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1697	ground_control	RR8_LVR_GC_ISS-T_OLD_GI15	HC_ISS_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI16	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1698	ground_control	RR8_LVR_GC_ISS-T_OLD_GI16	HC_ISS_16	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1699	ground_control	RR8_LVR_GC_ISS-T_OLD_GI17	HC_ISS_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1700	ground_control	RR8_LVR_GC_ISS-T_OLD_GI18	HC_ISS_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI19	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1701	ground_control	RR8_LVR_GC_ISS-T_OLD_GI19	HC_ISS_19	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_OLD_GI20	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1702	ground_control	RR8_LVR_GC_ISS-T_OLD_GI20	HC_ISS_20	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1703	ground_control	RR8_LVR_GC_ISS-T_YNG_GI1	HC_ISS_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI10	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1704	ground_control	RR8_LVR_GC_ISS-T_YNG_GI10	HC_ISS_10	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1705	ground_control	RR8_LVR_GC_ISS-T_YNG_GI2	HC_ISS_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1706	ground_control	RR8_LVR_GC_ISS-T_YNG_GI3	HC_ISS_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1707	ground_control	RR8_LVR_GC_ISS-T_YNG_GI4	HC_ISS_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1708	ground_control	RR8_LVR_GC_ISS-T_YNG_GI5	HC_ISS_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1709	ground_control	RR8_LVR_GC_ISS-T_YNG_GI6	HC_ISS_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1710	ground_control	RR8_LVR_GC_ISS-T_YNG_GI7	HC_ISS_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1711	ground_control	RR8_LVR_GC_ISS-T_YNG_GI8	HC_ISS_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_ISS-T_YNG_GI9	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1712	ground_control	RR8_LVR_GC_ISS-T_YNG_GI9	HC_ISS_09	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1713	ground_control	RR8_LVR_GC_LAR_OLD_GL11	HC_LAR_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1714	ground_control	RR8_LVR_GC_LAR_OLD_GL12	HC_LAR_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1715	ground_control	RR8_LVR_GC_LAR_OLD_GL15	HC_LAR_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1716	ground_control	RR8_LVR_GC_LAR_OLD_GL3	HC_LAR_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1717	ground_control	RR8_LVR_GC_LAR_OLD_GL4	HC_LAR_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1718	ground_control	RR8_LVR_GC_LAR_OLD_GL7	HC_LAR_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_OLD_GL8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1719	ground_control	RR8_LVR_GC_LAR_OLD_GL8	HC_LAR_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1720	ground_control	RR8_LVR_GC_LAR_YNG_GL1	HC_LAR_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1721	ground_control	RR8_LVR_GC_LAR_YNG_GL13	HC_LAR_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1722	ground_control	RR8_LVR_GC_LAR_YNG_GL14	HC_LAR_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1723	ground_control	RR8_LVR_GC_LAR_YNG_GL17	HC_LAR_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1724	ground_control	RR8_LVR_GC_LAR_YNG_GL18	HC_LAR_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1725	ground_control	RR8_LVR_GC_LAR_YNG_GL2	HC_LAR_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1726	ground_control	RR8_LVR_GC_LAR_YNG_GL5	HC_LAR_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_GC_LAR_YNG_GL6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1727	ground_control	RR8_LVR_GC_LAR_YNG_GL6	HC_LAR_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1728	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI11	VC_ISS_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1729	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI12	VC_ISS_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI13	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1730	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI13	VC_ISS_13	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI14	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1731	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI14	VC_ISS_14	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI16	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1732	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI16	VC_ISS_16	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1733	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI17	VC_ISS_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1734	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI18	VC_ISS_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_OLD_VI19	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1735	vivarium_control	RR8_LVR_VIV_ISS-T_OLD_VI19	VC_ISS_19	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI1	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1736	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI1	VC_ISS_01	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI10	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1737	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI10	VC_ISS_10	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1738	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI2	VC_ISS_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1739	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI3	VC_ISS_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1740	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI4	VC_ISS_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1741	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI5	VC_ISS_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1742	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI6	VC_ISS_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1743	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI7	VC_ISS_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_ISS-T_YNG_VI8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1744	vivarium_control	RR8_LVR_VIV_ISS-T_YNG_VI8	VC_ISS_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1745	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL11	VC_LAR_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1746	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL12	VC_LAR_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1747	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL15	VC_LAR_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL16	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1748	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL16	VC_LAR_16	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL20	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1749	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL20	VC_LAR_20	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL4	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1750	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL4	VC_LAR_04	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1751	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL7	VC_LAR_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
RR8_LVR_VIV_LAR_OLD_VL8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1752	vivarium_control	RR8_LVR_VIV_LAR_OLD_VL8	VC_LAR_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379
