gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000029422	-0.1335244	-0.0396957	-0.026558967	0
ENSMUSG00000049036	-0.41511115	-0.042717505	-0.043965522	0
ENSMUSG00000029577	-0.046072856	-0.07688996	0.03468923	0
ENSMUSG00000040746	-0.17088822	-0.02824866	-0.0036659117	0
ENSMUSG00000020590	-0.0034221085	-0.042198077	0.009951338	0
ENSMUSG00000030263	-0.39294708	-0.03910283	-0.04143948	0
ENSMUSG00000038914	0.07065327	-0.024884067	0.024734767	0
ENSMUSG00000026878	0.6320271	-0.18720526	0.07570866	0
ENSMUSG00000030098	-0.41345948	-0.042813007	-0.042191204	0
ENSMUSG00000078908	-0.34640208	-0.04173826	-0.031428147	0
ENSMUSG00000026407	-0.28581297	-0.06513875	0.25982153	0
ENSMUSG00000020818	-0.3683921	-0.03804146	-0.039590634	0
ENSMUSG00000060038	-0.38439932	-0.03481273	-0.03871203	0
ENSMUSG00000020029	1.1165849	0.03202073	0.11575829	0
ENSMUSG00000024292	1.7960573	-0.17930716	0.19354427	0
ENSMUSG00000111356	-0.41396758	-0.042335615	-0.044118274	0
ENSMUSG00000016831	-0.14313002	-0.031234408	0.003995747	0
ENSMUSG00000024791	-0.41396195	-0.043106183	-0.04344495	0
ENSMUSG00000028398	-0.2783917	0.012626221	-0.04364985	0
ENSMUSG00000022586	-0.4151116	-0.0426612	-0.043972913	0
ENSMUSG00000056204	-0.14106771	-0.019048888	0.01926212	0
ENSMUSG00000031986	-0.3515652	-0.049096137	-0.026896523	0
ENSMUSG00000000244	-0.41287085	-0.042839065	-0.043093406	0
ENSMUSG00000027519	-0.1765322	-0.03488732	0.013607745	0
ENSMUSG00000061086	-0.41153616	-0.041915346	-0.042502996	0
ENSMUSG00000056290	-0.40117648	-0.042466886	-0.041289758	0
ENSMUSG00000068206	-0.3288921	-0.039516095	-0.03210664	0
ENSMUSG00000021208	-0.37331545	-0.016814722	-0.038331192	0
ENSMUSG00000024998	-0.22224751	-0.029283788	-1.7620972e-05	0
ENSMUSG00000047248	-0.3095657	-0.039979894	-0.027422648	0
ENSMUSG00000027981	-0.32639703	-0.044402882	-0.0379228	0
ENSMUSG00000039683	-0.41268083	-0.042401344	-0.042056404	0
ENSMUSG00000047117	-0.41496414	-0.04280097	-0.04349214	0
ENSMUSG00000030278	-0.38919973	-0.030490914	-0.017429542	0
ENSMUSG00000037419	-0.37039316	-0.038631756	-0.028823009	0
ENSMUSG00000022208	-0.4149537	-0.042538352	-0.043740433	0
ENSMUSG00000064823	-0.41351765	-0.043350667	-0.043697096	0
ENSMUSG00000095629	-0.41520265	-0.042740375	-0.044013903	0
ENSMUSG00000034829	-0.41506577	-0.04266531	-0.04389412	0
ENSMUSG00000029380	-0.37329662	-0.023043739	-0.04211188	0
ENSMUSG00000028047	-0.4092057	-0.041207954	-0.041440636	0
