gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000090862	0.41414863	0.22668968	-0.2200437	0
ENSMUSG00000023106	-0.18745433	-0.019391058	-0.001300454	0
ENSMUSG00000054598	-0.39479917	-0.07536076	-0.018077964	0
ENSMUSG00000006276	-0.29121557	-0.053711247	0.0034998315	0
ENSMUSG00000047502	-0.39506608	-0.07570788	-0.018020468	0
ENSMUSG00000059689	-0.31373966	-0.04280412	-0.01464941	0
ENSMUSG00000036737	-0.13156332	0.028428156	0.06048527	0
ENSMUSG00000033379	-0.006601355	0.13138369	-0.07410914	0
ENSMUSG00000040749	-0.38881263	-0.07379066	-0.016715037	0
ENSMUSG00000039936	-0.3632708	-0.06747794	-0.016239429	0
ENSMUSG00000060450	0.03997845	-0.012137267	0.03475096	0
ENSMUSG00000027530	-0.39334276	-0.07531452	-0.018215692	0
ENSMUSG00000041135	-0.3485566	-0.06829077	-0.015667465	0
ENSMUSG00000018340	0.46577176	0.23755646	0.28020406	0
ENSMUSG00000017299	-0.33644477	-0.06155605	-0.0074114515	0
ENSMUSG00000057230	-0.18611833	-0.082281485	0.019825138	0
ENSMUSG00000041079	-0.3401989	-0.068619	-0.016598677	0
ENSMUSG00000030127	-0.108295776	-0.0008756254	0.021599304	0
ENSMUSG00000066149	-0.23275095	-0.0074012936	-0.045390297	0
ENSMUSG00000032563	-0.2519343	-0.023461236	-0.0028313133	0
ENSMUSG00000027244	-0.23821409	-0.073253155	0.019094288	0
ENSMUSG00000038762	-0.08305244	-0.013956446	0.04413448	0
ENSMUSG00000027784	-0.19978543	0.06103745	0.10467775	0
ENSMUSG00000026792	-0.30851147	-0.069614194	0.00016763486	0
ENSMUSG00000059201	-0.3955225	-0.075039424	-0.018094037	0
ENSMUSG00000022724	-0.31051424	-0.05655752	-0.00942475	0
ENSMUSG00000078716	-0.38746625	-0.068079844	-0.010425265	0
ENSMUSG00000054901	-0.3957089	-0.07559696	-0.018282332	0
ENSMUSG00000020524	-0.3955191	-0.075193375	-0.017918937	0
ENSMUSG00000017774	0.016925786	-0.008320934	0.028560685	0
ENSMUSG00000077457	-0.3945225	-0.0755482	-0.018646669	0
ENSMUSG00000059031	-0.3946153	-0.07585257	-0.018241175	0
ENSMUSG00000032192	-0.3892328	-0.06973922	-0.014710238	0
ENSMUSG00000031410	-0.39509645	-0.07545442	-0.018526886	0
ENSMUSG00000002910	-0.35196856	-0.0682461	-0.015370363	0
ENSMUSG00000023947	-0.3662034	-0.075138755	-0.014352931	0
ENSMUSG00000031125	-0.39539936	-0.075469725	-0.01842922	0
ENSMUSG00000039477	-0.19153443	-0.0924899	0.007842981	0
ENSMUSG00000022707	0.25228938	-0.0073445546	0.028867422	0
ENSMUSG00000052364	-0.3926469	-0.07571635	-0.018479152	0
ENSMUSG00000034730	-0.39538363	-0.07569756	-0.018238844	0
ENSMUSG00000031753	0.10514759	0.028656354	0.043133695	0
ENSMUSG00000036169	-0.3958	-0.075590126	-0.018315278	0
ENSMUSG00000022706	-0.22735848	-0.013371855	-0.0001934339	0
ENSMUSG00000006575	-0.39315838	-0.07571998	-0.018230818	0
ENSMUSG00000025236	-0.2971025	-0.05586151	-0.018662665	0
ENSMUSG00000061981	-0.15023534	-0.02796176	0.017348686	0
ENSMUSG00000005089	1.023815	-0.06369308	-0.09985968	0
ENSMUSG00000069917	2.5436811	4.75543	3.11481	0
ENSMUSG00000042345	-0.3939302	-0.07527207	-0.018623097	0
ENSMUSG00000035642	-0.28938317	-0.002378957	0.0019514267	0
ENSMUSG00000021294	-0.3840591	-0.07019575	-0.012149892	0
ENSMUSG00000026333	-0.33384922	-0.06438062	-0.027644308	0
ENSMUSG00000024558	-0.3877806	-0.0736442	-0.0144583285	0
ENSMUSG00000039725	-0.35591024	-0.06398377	-0.01695993	0
ENSMUSG00000085886	-0.39551893	-0.07531728	-0.018308641	0
ENSMUSG00000038517	-0.3669581	-0.0749252	-0.016558666	0
ENSMUSG00000039555	-0.39582646	-0.07559422	-0.018307753	0
ENSMUSG00000037962	-0.3956928	-0.07564839	-0.018258039	0
ENSMUSG00000050973	-0.36471137	-0.06960989	-0.019191159	0
ENSMUSG00000001420	-0.38839224	-0.0728367	-0.017829599	0
ENSMUSG00000018470	-0.39309826	-0.07576591	-0.017969003	0
ENSMUSG00000050217	-0.39577237	-0.07561935	-0.01828555	0
ENSMUSG00000029716	1.2439909	-0.15774877	0.096856736	0
ENSMUSG00000078453	-0.3561459	-0.06600989	-0.021110665	0
ENSMUSG00000028538	-0.044760503	0.037361395	0.05076093	0
ENSMUSG00000026766	-0.09747894	-0.0054709543	-0.0048071467	0
ENSMUSG00000101655	-0.36827865	0.0036823393	0.035375543	0
ENSMUSG00000001155	1.2445459	-0.108515486	0.008379702	0
ENSMUSG00000023092	-0.16323464	0.95526314	0.7664614	0
ENSMUSG00000030607	-0.3957906	-0.07559875	-0.018311076	0
ENSMUSG00000025949	-0.06809038	-0.07538019	-0.0051505505	0
ENSMUSG00000024182	-0.23772366	-0.03223258	0.020665053	0
ENSMUSG00000042750	-0.39516264	-0.075498804	-0.017962486	0
ENSMUSG00000033033	-0.3798651	-0.06945833	-0.019004	0
ENSMUSG00000047669	-0.39042097	-0.07531513	-0.018625379	0
ENSMUSG00000031168	0.7426417	0.15483013	-0.19195917	0
ENSMUSG00000111564	-0.39541006	-0.075664714	-0.018274732	0
ENSMUSG00000045438	-0.27252617	-0.042211372	-0.029214483	0
ENSMUSG00000030002	-0.09097515	-0.07100192	-0.0061832955	0
ENSMUSG00000032594	0.022305073	-0.035595696	0.005203427	0
ENSMUSG00000033214	-0.39578962	-0.0754671	-0.01821807	0
ENSMUSG00000075269	-0.39576864	-0.075620964	-0.018280849	0
ENSMUSG00000097756	-0.39579114	-0.07531873	-0.018074356	0
ENSMUSG00000041642	-0.3579753	-0.07157819	-0.019183893	0
ENSMUSG00000112880	-0.37859794	-0.07216776	-0.021841701	0
ENSMUSG00000056832	-0.3892631	-0.07337365	-0.016295617	0
ENSMUSG00000031616	-0.33855823	-0.07080072	-0.02298606	0
ENSMUSG00000090291	-0.39566407	-0.07560433	-0.018328499	0
ENSMUSG00000027233	-0.39564246	-0.07565466	-0.018257113	0
ENSMUSG00000106053	-0.39498186	-0.07568711	-0.018357497	0
ENSMUSG00000029408	-0.382383	-0.07128726	-0.014736308	0
ENSMUSG00000037331	0.42504185	-0.113290384	0.099463426	0
ENSMUSG00000043687	-0.37627193	-0.075350836	-0.017696666	0
ENSMUSG00000033902	-0.33293745	-0.06523867	-0.0089065395	0
ENSMUSG00000041248	-0.39574644	-0.075563245	-0.018248945	0
ENSMUSG00000046062	0.5454913	-0.026391927	-0.06381938	0
ENSMUSG00000054619	0.92487097	0.193571	-0.13501628	0
ENSMUSG00000024563	-0.22048907	-0.04074327	0.002659688	0
ENSMUSG00000054679	-0.3956432	-0.07557624	-0.018278897	0
ENSMUSG00000045678	-0.39575973	-0.07557167	-0.018355682	0
ENSMUSG00000061601	-0.39170766	-0.07061398	-0.013941411	0
ENSMUSG00000086628	-0.28852922	-0.034622658	-0.061032463	0
ENSMUSG00000027962	-0.26627713	-0.020138798	-0.0928883	0
ENSMUSG00000022132	-0.39509162	-0.07418749	-0.01732217	0
ENSMUSG00000103906	-0.37945053	-0.07207068	-0.018796515	0
ENSMUSG00000071424	-0.3958194	-0.0755861	-0.018318191	0
ENSMUSG00000015968	-0.37591514	-0.07654458	-0.018277975	0
ENSMUSG00000050198	-0.39582154	-0.07559858	-0.018302329	0
ENSMUSG00000000171	1.2124232	0.49085844	-0.021377405	0
ENSMUSG00000030785	-0.23951021	0.8623363	0.7039654	0
ENSMUSG00000049823	-0.38193688	-0.07152515	-0.015405124	0
ENSMUSG00000026134	-0.37467667	-0.07349968	-0.01683993	0
ENSMUSG00000015247	0.049884304	-0.039756987	-0.057658218	0
ENSMUSG00000009614	5.847598	-0.38243535	0.3780616	0
ENSMUSG00000020402	0.69415617	1.0049556	0.8028237	0
ENSMUSG00000026220	-0.39582774	-0.07560727	-0.018290415	0
ENSMUSG00000002014	0.0018545457	0.071570925	-0.10733632	0
ENSMUSG00000061979	-0.3189699	-0.058007825	-0.001844489	0
ENSMUSG00000035235	-0.3837922	-0.07083092	-0.01661568	0
ENSMUSG00000027801	0.2577784	0.027346311	-0.103323944	0
