gene_id	latent_1	latent_2	latent_3	latent_4	latent_5	latent_6	latent_7	latent_8	latent_9	latent_10	latent_11	latent_12	latent_13	latent_14	latent_15	latent_16
ENSMUSG00000029422	0.075101	-0.5205334	0.07175505	-0.5594542	-0.008043052	0.6100518	0.7471882	-0.06670416	-0.6742703	-0.16987085	0.72734624	0.5779374	0.04139346	0.63057095	-0.4913823	0.05854257
ENSMUSG00000049036	0.13822038	-0.5178691	0.074247755	-0.56135726	-0.0037859774	0.6242327	0.7525314	-0.07128657	-0.6807352	-0.25445294	0.7997884	0.5986199	0.018378988	0.61832076	-0.49378222	0.16763839
ENSMUSG00000029577	0.054782085	-0.52092695	0.06806345	-0.5564845	-0.012283644	0.6021423	0.731778	-0.07054756	-0.6730974	-0.12649915	0.6898904	0.56626046	0.057278387	0.6568484	-0.4943857	-0.005398009
ENSMUSG00000040746	0.07478956	-0.5209962	0.071537554	-0.55913806	-0.00838675	0.6102059	0.7454125	-0.067293435	-0.6741174	-0.16658202	0.7243668	0.57533306	0.039414927	0.6319333	-0.49302235	0.054136157
ENSMUSG00000020590	0.028003657	-0.5229306	0.07191999	-0.55851513	-0.009123329	0.60076076	0.75071263	-0.059048712	-0.6676979	-0.11162524	0.6808389	0.5625162	0.050077766	0.6205819	-0.48619533	-0.0010230297
ENSMUSG00000030263	0.13044581	-0.51839477	0.07416747	-0.56129026	-0.004126255	0.62292296	0.7527399	-0.07038321	-0.6798368	-0.24496374	0.79151434	0.595856	0.019747347	0.61804235	-0.49363065	0.15589145
ENSMUSG00000038914	0.01773885	-0.5271083	0.07264128	-0.5571921	-0.009524964	0.60223544	0.7478459	-0.05754643	-0.6640997	-0.087607555	0.66097355	0.5429399	0.029301092	0.60930943	-0.49371976	-0.019302595
ENSMUSG00000026878	-0.06656068	-0.541604	0.073571846	-0.54709065	-0.013490796	0.58950067	0.73182243	-0.04505923	-0.64324313	0.0701146	0.53389984	0.45695835	-0.018020611	0.5673148	-0.50731504	-0.14253958
ENSMUSG00000030098	0.13794652	-0.51769054	0.07409008	-0.56131136	-0.0039166813	0.62388533	0.7521281	-0.07148234	-0.68084246	-0.25397718	0.7993457	0.5990779	0.019855678	0.6197287	-0.493557	0.16619724
ENSMUSG00000078908	0.121626325	-0.51919365	0.07393571	-0.5610574	-0.0046859146	0.62149763	0.75204873	-0.069720335	-0.67880267	-0.23269477	0.7807987	0.59159684	0.020549566	0.61871284	-0.49425352	0.1403754
