accession	direction	term	clean_term	description	pathway_genes_tested	universe_genes_tested	mean_wald_stat_in_pathway	mean_wald_stat_all_genes	mean_wald_stat_shift	p_value	overlap_genes	fdr_bh	glare_best_fdr_bh	glare_cluster_count	glare_locations	glare_example_clusters
OSD-137	down_in_flight	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	Transmembrane Transport Of Small Molecules	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	291	14625	-0.3531904965080032	-0.013664325490040409	-0.3395261710179628	1.4439611020525306e-14	ENSMUSG00000000154,ENSMUSG00000000560,ENSMUSG00000000628,ENSMUSG00000000958,ENSMUSG00000001095,ENSMUSG00000001225,ENSMUSG00000001750,ENSMUSG00000001855,ENSMUSG00000001918,ENSMUSG00000003226,ENSMUSG00000003464,ENSMUSG00000003617,ENSMUSG00000004070,ENSMUSG00000004285,ENSMUSG00000004567,ENSMUSG00000004655,ENSMUSG00000004771,ENSMUSG00000005034,ENSMUSG00000005089,ENSMUSG00000005107,ENSMUSG00000005232,ENSMUSG00000005360,ENSMUSG00000005413,ENSMUSG00000005469,ENSMUSG00000005580,ENSMUSG00000006005,ENSMUSG00000006273,ENSMUSG00000006567,ENSMUSG00000006574,ENSMUSG00000006576,ENSMUSG00000006641,ENSMUSG00000007034,ENSMUSG00000007097,ENSMUSG00000010064,ENSMUSG00000010095,ENSMUSG00000010122,ENSMUSG00000011034,ENSMUSG00000013160,ENSMUSG00000013275,ENSMUSG00000014786,ENSMUSG00000015575,ENSMUSG00000016619,ENSMUSG00000017740,ENSMUSG00000017756,ENSMUSG00000017765,ENSMUSG00000018459,ENSMUSG00000018566,ENSMUSG00000018900,ENSMUSG00000018999,ENSMUSG00000019210,ENSMUSG00000019809,ENSMUSG00000019838,ENSMUSG00000019935,ENSMUSG00000020100,ENSMUSG00000020102,ENSMUSG00000020142,ENSMUSG00000020261,ENSMUSG00000020334,ENSMUSG00000020431,ENSMUSG00000020566,ENSMUSG00000020612,ENSMUSG00000020620,ENSMUSG00000020651,ENSMUSG00000020654,ENSMUSG00000020739,ENSMUSG00000020788,ENSMUSG00000020829,ENSMUSG00000021114,ENSMUSG00000021335,ENSMUSG00000021374,ENSMUSG00000021553,ENSMUSG00000021629,ENSMUSG00000022142,ENSMUSG00000022180,ENSMUSG00000022220,ENSMUSG00000022295,ENSMUSG00000022462,ENSMUSG00000022464,ENSMUSG00000022797,ENSMUSG00000022822,ENSMUSG00000022840,ENSMUSG00000022899,ENSMUSG00000022994,ENSMUSG00000023032,ENSMUSG00000023088,ENSMUSG00000023169,ENSMUSG00000023259,ENSMUSG00000023828,ENSMUSG00000023829,ENSMUSG00000023926,ENSMUSG00000023942,ENSMUSG00000024030,ENSMUSG00000024121,ENSMUSG00000024130,ENSMUSG00000024131,ENSMUSG00000024254,ENSMUSG00000024270,ENSMUSG00000024327,ENSMUSG00000024403,ENSMUSG00000024411,ENSMUSG00000024485,ENSMUSG00000024566,ENSMUSG00000024597,ENSMUSG00000024661,ENSMUSG00000024737,ENSMUSG00000024891,ENSMUSG00000024935,ENSMUSG00000025094,ENSMUSG00000025161,ENSMUSG00000025194,ENSMUSG00000025243,ENSMUSG00000025324,ENSMUSG00000025557,ENSMUSG00000025790,ENSMUSG00000025877,ENSMUSG00000025885,ENSMUSG00000025986,ENSMUSG00000025993,ENSMUSG00000026177,ENSMUSG00000026198,ENSMUSG00000026389,ENSMUSG00000026576,ENSMUSG00000026791,ENSMUSG00000026944,ENSMUSG00000026999,ENSMUSG00000027075,ENSMUSG00000027130,ENSMUSG00000027219,ENSMUSG00000027397,ENSMUSG00000027509,ENSMUSG00000027523,ENSMUSG00000027546,ENSMUSG00000027661,ENSMUSG00000027669,ENSMUSG00000027690,ENSMUSG00000027737,ENSMUSG00000027822,ENSMUSG00000027957,ENSMUSG00000028020,ENSMUSG00000028125,ENSMUSG00000028127,ENSMUSG00000028238,ENSMUSG00000028293,ENSMUSG00000028412,ENSMUSG00000028427,ENSMUSG00000028521,ENSMUSG00000028542,ENSMUSG00000028645,ENSMUSG00000028854,ENSMUSG00000028962,ENSMUSG00000028970,ENSMUSG00000028976,ENSMUSG00000029064,ENSMUSG00000029151,ENSMUSG00000029188,ENSMUSG00000029212,ENSMUSG00000029299,ENSMUSG00000029368,ENSMUSG00000029416,ENSMUSG00000029467,ENSMUSG00000029663,ENSMUSG00000029700,ENSMUSG00000029713,ENSMUSG00000030091,ENSMUSG00000030096,ENSMUSG00000030109,ENSMUSG00000030236,ENSMUSG00000030237,ENSMUSG00000030249,ENSMUSG00000030302,ENSMUSG00000030310,ENSMUSG00000030730,ENSMUSG00000030737,ENSMUSG00000030762,ENSMUSG00000030834,ENSMUSG00000031129,ENSMUSG00000031156,ENSMUSG00000031209,ENSMUSG00000031343,ENSMUSG00000031378,ENSMUSG00000031390,ENSMUSG00000031441,ENSMUSG00000031596,ENSMUSG00000031659,ENSMUSG00000031808,ENSMUSG00000031904,ENSMUSG00000031974,ENSMUSG00000032083,ENSMUSG00000032114,ENSMUSG00000032192,ENSMUSG00000032204,ENSMUSG00000032412,ENSMUSG00000032548,ENSMUSG00000032554,ENSMUSG00000032570,ENSMUSG00000032601,ENSMUSG00000032766,ENSMUSG00000032849,ENSMUSG00000032902,ENSMUSG00000032939	8.288336725781526e-12	0.0007116604080304	4	FLT,GC	FLT3;GC10;GC6;FLT8
OSD-137	down_in_flight	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	Metabolism Of Lipids And Lipoproteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	402	14625	-0.23022378339347846	-0.013664325490040409	-0.21655945790343806	3.815638668341946e-10	ENSMUSG00000000301,ENSMUSG00000000440,ENSMUSG00000000594,ENSMUSG00000001173,ENSMUSG00000001211,ENSMUSG00000001467,ENSMUSG00000001642,ENSMUSG00000002249,ENSMUSG00000002289,ENSMUSG00000002688,ENSMUSG00000002944,ENSMUSG00000002968,ENSMUSG00000002985,ENSMUSG00000003123,ENSMUSG00000003345,ENSMUSG00000003363,ENSMUSG00000003444,ENSMUSG00000003528,ENSMUSG00000003555,ENSMUSG00000003623,ENSMUSG00000004207,ENSMUSG00000004270,ENSMUSG00000004455,ENSMUSG00000004880,ENSMUSG00000005034,ENSMUSG00000005469,ENSMUSG00000005615,ENSMUSG00000005681,ENSMUSG00000005886,ENSMUSG00000005899,ENSMUSG00000006127,ENSMUSG00000006390,ENSMUSG00000006392,ENSMUSG00000006517,ENSMUSG00000007034,ENSMUSG00000007038,ENSMUSG00000007655,ENSMUSG00000008136,ENSMUSG00000008206,ENSMUSG00000009633,ENSMUSG00000009995,ENSMUSG00000010651,ENSMUSG00000010663,ENSMUSG00000010936,ENSMUSG00000012114,ENSMUSG00000013663,ENSMUSG00000013833,ENSMUSG00000014956,ENSMUSG00000015214,ENSMUSG00000015243,ENSMUSG00000015568,ENSMUSG00000015714,ENSMUSG00000015776,ENSMUSG00000015846,ENSMUSG00000016194,ENSMUSG00000017210,ENSMUSG00000017307,ENSMUSG00000017715,ENSMUSG00000017754,ENSMUSG00000017760,ENSMUSG00000018076,ENSMUSG00000018160,ENSMUSG00000018401,ENSMUSG00000018501,ENSMUSG00000018547,ENSMUSG00000018574,ENSMUSG00000018796,ENSMUSG00000018923,ENSMUSG00000019301,ENSMUSG00000019822,ENSMUSG00000019984,ENSMUSG00000020097,ENSMUSG00000020248,ENSMUSG00000020250,ENSMUSG00000020386,ENSMUSG00000020397,ENSMUSG00000020532,ENSMUSG00000020538,ENSMUSG00000020573,ENSMUSG00000020592,ENSMUSG00000020593,ENSMUSG00000020604,ENSMUSG00000020609,ENSMUSG00000020646,ENSMUSG00000020647,ENSMUSG00000020656,ENSMUSG00000020660,ENSMUSG00000020777,ENSMUSG00000020801,ENSMUSG00000020828,ENSMUSG00000020889,ENSMUSG00000020901,ENSMUSG00000020917,ENSMUSG00000021003,ENSMUSG00000021036,ENSMUSG00000021054,ENSMUSG00000021135,ENSMUSG00000021190,ENSMUSG00000021259,ENSMUSG00000021273,ENSMUSG00000021302,ENSMUSG00000021364,ENSMUSG00000021468,ENSMUSG00000021518,ENSMUSG00000021592,ENSMUSG00000021594,ENSMUSG00000021608,ENSMUSG00000021665,ENSMUSG00000021696,ENSMUSG00000021751,ENSMUSG00000021884,ENSMUSG00000021987,ENSMUSG00000022098,ENSMUSG00000022109,ENSMUSG00000022186,ENSMUSG00000022244,ENSMUSG00000022351,ENSMUSG00000022383,ENSMUSG00000022404,ENSMUSG00000022521,ENSMUSG00000022555,ENSMUSG00000022617,ENSMUSG00000022620,ENSMUSG00000022973,ENSMUSG00000023019,ENSMUSG00000023021,ENSMUSG00000023073,ENSMUSG00000023328,ENSMUSG00000023800,ENSMUSG00000023805,ENSMUSG00000023827,ENSMUSG00000023915,ENSMUSG00000023963,ENSMUSG00000023994,ENSMUSG00000024030,ENSMUSG00000024052,ENSMUSG00000024091,ENSMUSG00000024132,ENSMUSG00000024254,ENSMUSG00000024378,ENSMUSG00000024454,ENSMUSG00000024507,ENSMUSG00000024665,ENSMUSG00000024687,ENSMUSG00000024803,ENSMUSG00000024843,ENSMUSG00000024867,ENSMUSG00000024887,ENSMUSG00000024900,ENSMUSG00000024955,ENSMUSG00000024978,ENSMUSG00000024981,ENSMUSG00000025059,ENSMUSG00000025130,ENSMUSG00000025137,ENSMUSG00000025153,ENSMUSG00000025178,ENSMUSG00000025232,ENSMUSG00000025240,ENSMUSG00000025246,ENSMUSG00000025465,ENSMUSG00000025495,ENSMUSG00000025509,ENSMUSG00000025745,ENSMUSG00000025949,ENSMUSG00000025950,ENSMUSG00000026003,ENSMUSG00000026077,ENSMUSG00000026170,ENSMUSG00000026447,ENSMUSG00000026623,ENSMUSG00000026664,ENSMUSG00000026675,ENSMUSG00000026726,ENSMUSG00000026737,ENSMUSG00000026799,ENSMUSG00000026827,ENSMUSG00000026853,ENSMUSG00000026922,ENSMUSG00000026925,ENSMUSG00000027035,ENSMUSG00000027048,ENSMUSG00000027070,ENSMUSG00000027134,ENSMUSG00000027195,ENSMUSG00000027346,ENSMUSG00000027357,ENSMUSG00000027359,ENSMUSG00000027412,ENSMUSG00000027630,ENSMUSG00000027665,ENSMUSG00000027678,ENSMUSG00000027695,ENSMUSG00000027784,ENSMUSG00000027803,ENSMUSG00000027875,ENSMUSG00000027952,ENSMUSG00000027984,ENSMUSG00000027999,ENSMUSG00000028003	1.0950882978141385e-07	1.2633768419171986e-22	9	FLT,GC	FLT3;GC10;GC6;FLT8;GC9;FLT13;GC8;GC5
OSD-137	down_in_flight	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Post Translational Protein Modification	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	135	14625	-0.3684559649674393	-0.013664325490040409	-0.3547916394773989	8.304694935003419e-09	ENSMUSG00000000420,ENSMUSG00000001052,ENSMUSG00000003402,ENSMUSG00000003418,ENSMUSG00000003746,ENSMUSG00000003814,ENSMUSG00000008763,ENSMUSG00000013846,ENSMUSG00000014245,ENSMUSG00000017721,ENSMUSG00000017929,ENSMUSG00000019888,ENSMUSG00000020346,ENSMUSG00000020363,ENSMUSG00000020368,ENSMUSG00000020386,ENSMUSG00000020520,ENSMUSG00000020604,ENSMUSG00000020986,ENSMUSG00000021065,ENSMUSG00000021120,ENSMUSG00000021592,ENSMUSG00000022174,ENSMUSG00000022474,ENSMUSG00000022561,ENSMUSG00000022620,ENSMUSG00000022686,ENSMUSG00000022711,ENSMUSG00000022793,ENSMUSG00000022885,ENSMUSG00000022912,ENSMUSG00000022940,ENSMUSG00000023791,ENSMUSG00000024085,ENSMUSG00000024145,ENSMUSG00000024150,ENSMUSG00000025728,ENSMUSG00000026110,ENSMUSG00000026698,ENSMUSG00000026810,ENSMUSG00000026856,ENSMUSG00000026994,ENSMUSG00000027200,ENSMUSG00000027248,ENSMUSG00000027249,ENSMUSG00000027642,ENSMUSG00000028413,ENSMUSG00000028454,ENSMUSG00000028538,ENSMUSG00000028541,ENSMUSG00000028757,ENSMUSG00000029263,ENSMUSG00000030036,ENSMUSG00000030062,ENSMUSG00000030101,ENSMUSG00000030104,ENSMUSG00000030298,ENSMUSG00000030530,ENSMUSG00000031381,ENSMUSG00000031443,ENSMUSG00000031444,ENSMUSG00000031445,ENSMUSG00000031608,ENSMUSG00000031749,ENSMUSG00000031803,ENSMUSG00000032059,ENSMUSG00000032116,ENSMUSG00000032123,ENSMUSG00000032306,ENSMUSG00000033021,ENSMUSG00000033809,ENSMUSG00000035704,ENSMUSG00000035845,ENSMUSG00000036620,ENSMUSG00000036632,ENSMUSG00000037280,ENSMUSG00000037470,ENSMUSG00000037722,ENSMUSG00000038072,ENSMUSG00000038312,ENSMUSG00000038383,ENSMUSG00000038843,ENSMUSG00000039047,ENSMUSG00000039427,ENSMUSG00000039740,ENSMUSG00000039887,ENSMUSG00000040520,ENSMUSG00000041718,ENSMUSG00000041891,ENSMUSG00000041958,ENSMUSG00000042082,ENSMUSG00000042104,ENSMUSG00000042428,ENSMUSG00000042460,ENSMUSG00000042737,ENSMUSG00000043019,ENSMUSG00000043257,ENSMUSG00000043998,ENSMUSG00000045140,ENSMUSG00000045302,ENSMUSG00000046223,ENSMUSG00000046605,ENSMUSG00000048578,ENSMUSG00000048970,ENSMUSG00000050192,ENSMUSG00000050229,ENSMUSG00000051650,ENSMUSG00000052395,ENSMUSG00000052423,ENSMUSG00000052544,ENSMUSG00000053460,ENSMUSG00000056124,ENSMUSG00000056131,ENSMUSG00000056536,ENSMUSG00000056812,ENSMUSG00000057286,ENSMUSG00000059479,ENSMUSG00000060038,ENSMUSG00000063362,ENSMUSG00000069920,ENSMUSG00000070284,ENSMUSG00000071650,ENSMUSG00000073678,ENSMUSG00000073792,ENSMUSG00000075419,ENSMUSG00000078440,ENSMUSG00000078812,ENSMUSG00000078919,ENSMUSG00000079442,ENSMUSG00000079469,ENSMUSG00000089704,ENSMUSG00000091387,ENSMUSG00000096145,ENSMUSG00000096914,ENSMUSG00000118664	8.118206906032012e-07	0.0001739622586704	5	FLT,GC	GC6;FLT8;GC1;FLT3;FLT7
OSD-137	down_in_flight	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	Integrin Cell Surface Interactions	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	70	14625	-0.5937275039466161	-0.013664325490040409	-0.5800631784565757	8.485930563796528e-09	ENSMUSG00000000157,ENSMUSG00000000290,ENSMUSG00000000303,ENSMUSG00000000555,ENSMUSG00000001014,ENSMUSG00000001029,ENSMUSG00000001281,ENSMUSG00000001506,ENSMUSG00000001507,ENSMUSG00000001729,ENSMUSG00000001930,ENSMUSG00000002900,ENSMUSG00000005947,ENSMUSG00000015533,ENSMUSG00000017344,ENSMUSG00000017776,ENSMUSG00000019899,ENSMUSG00000020689,ENSMUSG00000020717,ENSMUSG00000021457,ENSMUSG00000022469,ENSMUSG00000022607,ENSMUSG00000022817,ENSMUSG00000023175,ENSMUSG00000024122,ENSMUSG00000024241,ENSMUSG00000025321,ENSMUSG00000026478,ENSMUSG00000026768,ENSMUSG00000026786,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000027204,ENSMUSG00000027347,ENSMUSG00000027540,ENSMUSG00000027646,ENSMUSG00000027962,ENSMUSG00000028001,ENSMUSG00000028364,ENSMUSG00000028465,ENSMUSG00000029304,ENSMUSG00000029661,ENSMUSG00000030786,ENSMUSG00000030789,ENSMUSG00000030830,ENSMUSG00000031274,ENSMUSG00000031502,ENSMUSG00000031503,ENSMUSG00000031955,ENSMUSG00000031990,ENSMUSG00000032243,ENSMUSG00000032312,ENSMUSG00000032796,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034664,ENSMUSG00000037405,ENSMUSG00000038235,ENSMUSG00000039115,ENSMUSG00000040152,ENSMUSG00000042284,ENSMUSG00000042626,ENSMUSG00000049044,ENSMUSG00000052681,ENSMUSG00000052911,ENSMUSG00000053062,ENSMUSG00000059923,ENSMUSG00000067158,ENSMUSG00000068798,ENSMUSG00000079465	8.118206906032012e-07	0.0034033406976573	3	FLT,GC	FLT3;GC8;GC3
OSD-137	down_in_flight	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	Response To Elevated Platelet Cytosolic Ca2 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	76	14625	-0.5482967248138271	-0.013664325490040409	-0.5346323993237867	1.1052274121610484e-08	ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000001930,ENSMUSG00000002603,ENSMUSG00000002944,ENSMUSG00000004207,ENSMUSG00000005103,ENSMUSG00000015143,ENSMUSG00000016534,ENSMUSG00000018293,ENSMUSG00000018593,ENSMUSG00000019370,ENSMUSG00000020077,ENSMUSG00000020120,ENSMUSG00000020689,ENSMUSG00000020717,ENSMUSG00000021253,ENSMUSG00000021476,ENSMUSG00000021823,ENSMUSG00000022037,ENSMUSG00000022875,ENSMUSG00000022877,ENSMUSG00000022892,ENSMUSG00000022912,ENSMUSG00000022982,ENSMUSG00000023224,ENSMUSG00000023951,ENSMUSG00000024962,ENSMUSG00000025351,ENSMUSG00000025856,ENSMUSG00000026202,ENSMUSG00000026579,ENSMUSG00000026580,ENSMUSG00000026864,ENSMUSG00000027882,ENSMUSG00000028001,ENSMUSG00000028017,ENSMUSG00000028465,ENSMUSG00000028656,ENSMUSG00000029368,ENSMUSG00000029372,ENSMUSG00000029767,ENSMUSG00000030342,ENSMUSG00000030695,ENSMUSG00000030805,ENSMUSG00000031196,ENSMUSG00000031520,ENSMUSG00000032083,ENSMUSG00000032554,ENSMUSG00000032849,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034664,ENSMUSG00000036438,ENSMUSG00000037411,ENSMUSG00000038224,ENSMUSG00000038793,ENSMUSG00000039109,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000049775,ENSMUSG00000050965,ENSMUSG00000052374,ENSMUSG00000052889,ENSMUSG00000054641,ENSMUSG00000054808,ENSMUSG00000056201,ENSMUSG00000059481,ENSMUSG00000060459,ENSMUSG00000063952,ENSMUSG00000066366,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000072849,ENSMUSG00000078816,ENSMUSG00000079015	9.062864779720596e-07	8.361388680975661e-15	5	FLT,GC	GC10;FLT3;FLT8;GC6;GC8
OSD-137	down_in_flight	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	Platelet Activation Signaling And Aggregation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	177	14625	-0.35115374465138294	-0.013664325490040409	-0.3374894191613425	1.401875139366612e-08	ENSMUSG00000000001,ENSMUSG00000000149,ENSMUSG00000000276,ENSMUSG00000000409,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000001506,ENSMUSG00000001729,ENSMUSG00000001930,ENSMUSG00000002603,ENSMUSG00000002699,ENSMUSG00000002944,ENSMUSG00000004056,ENSMUSG00000004207,ENSMUSG00000004815,ENSMUSG00000005103,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000015143,ENSMUSG00000016534,ENSMUSG00000017776,ENSMUSG00000018293,ENSMUSG00000018593,ENSMUSG00000018909,ENSMUSG00000019370,ENSMUSG00000019699,ENSMUSG00000019843,ENSMUSG00000020077,ENSMUSG00000020120,ENSMUSG00000020573,ENSMUSG00000020611,ENSMUSG00000020689,ENSMUSG00000020717,ENSMUSG00000020901,ENSMUSG00000021108,ENSMUSG00000021253,ENSMUSG00000021457,ENSMUSG00000021476,ENSMUSG00000021675,ENSMUSG00000021823,ENSMUSG00000021948,ENSMUSG00000022037,ENSMUSG00000022285,ENSMUSG00000022469,ENSMUSG00000022607,ENSMUSG00000022847,ENSMUSG00000022861,ENSMUSG00000022875,ENSMUSG00000022877,ENSMUSG00000022892,ENSMUSG00000022912,ENSMUSG00000022982,ENSMUSG00000023224,ENSMUSG00000023951,ENSMUSG00000024122,ENSMUSG00000024241,ENSMUSG00000024697,ENSMUSG00000024962,ENSMUSG00000025351,ENSMUSG00000025357,ENSMUSG00000025856,ENSMUSG00000026202,ENSMUSG00000026579,ENSMUSG00000026580,ENSMUSG00000026778,ENSMUSG00000026786,ENSMUSG00000026864,ENSMUSG00000027249,ENSMUSG00000027347,ENSMUSG00000027540,ENSMUSG00000027646,ENSMUSG00000027665,ENSMUSG00000027669,ENSMUSG00000027716,ENSMUSG00000027765,ENSMUSG00000027882,ENSMUSG00000028001,ENSMUSG00000028017,ENSMUSG00000028465,ENSMUSG00000028656,ENSMUSG00000028698,ENSMUSG00000029053,ENSMUSG00000029064,ENSMUSG00000029368,ENSMUSG00000029372,ENSMUSG00000029661,ENSMUSG00000029663,ENSMUSG00000029713,ENSMUSG00000029767,ENSMUSG00000030054,ENSMUSG00000030287,ENSMUSG00000030342,ENSMUSG00000030695,ENSMUSG00000030742,ENSMUSG00000030805,ENSMUSG00000031196,ENSMUSG00000031520,ENSMUSG00000031834,ENSMUSG00000031955,ENSMUSG00000031997,ENSMUSG00000032083,ENSMUSG00000032192,ENSMUSG00000032312,ENSMUSG00000032462,ENSMUSG00000032554,ENSMUSG00000032562,ENSMUSG00000032766,ENSMUSG00000032849,ENSMUSG00000033174,ENSMUSG00000033220,ENSMUSG00000033717,ENSMUSG00000033721,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034116,ENSMUSG00000034330,ENSMUSG00000034664,ENSMUSG00000034731,ENSMUSG00000034781,ENSMUSG00000034792,ENSMUSG00000034881,ENSMUSG00000035735,ENSMUSG00000036095,ENSMUSG00000036353,ENSMUSG00000036402,ENSMUSG00000036438,ENSMUSG00000037411,ENSMUSG00000038224,ENSMUSG00000038607,ENSMUSG00000038793,ENSMUSG00000038811,ENSMUSG00000039109,ENSMUSG00000039206,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000041417,ENSMUSG00000042228,ENSMUSG00000042626,ENSMUSG00000042644,ENSMUSG00000043004,ENSMUSG00000045038,ENSMUSG00000046207,ENSMUSG00000048240,ENSMUSG00000048376,ENSMUSG00000049044,ENSMUSG00000049775,ENSMUSG00000050675,ENSMUSG00000050965,ENSMUSG00000052374,ENSMUSG00000052681,ENSMUSG00000052889,ENSMUSG00000053436,ENSMUSG00000054364,ENSMUSG00000054641,ENSMUSG00000054808,ENSMUSG00000056201,ENSMUSG00000056220,ENSMUSG00000057614,ENSMUSG00000058620,ENSMUSG00000058715,ENSMUSG00000059481,ENSMUSG00000059923,ENSMUSG00000060216,ENSMUSG00000060459,ENSMUSG00000063065,ENSMUSG00000063358,ENSMUSG00000063952,ENSMUSG00000066366,ENSMUSG00000068798,ENSMUSG00000070738,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000072849,ENSMUSG00000073982,ENSMUSG00000078816,ENSMUSG00000079015	1.005845412495544e-06	1.950960313251266e-09	5	FLT,GC	GC10;FLT3;GC9;FLT8;GC8
